total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.22844641,0.670541,0.19991527,0.0,0.40374294,0.16554199,0.6217758,0.70840687,0.17933214,0.3201142,0.4457247,0.0,0.34817314,0.4437831,0.30366164,0.48170468,0.07727283,0.07169176,0.0,0.27665988,0.22201708,0.20830275,0.42025048,0.0,0.06646083,0.5777852,0.41449726,0.028368326,0.23087598,0.0,0.0,0.039391648,0.0,0.5361857,0.0,0.0,0.035817116,0.11448648,0.18012726,0.062469944,0.0,0.0,0.0,0.40485328,0.36456913,0.8977641,1.0
0.20486197,0.68205035,0.15436655,0.0,0.42193857,0.1498822,0.6500441,0.74950767,0.14256507,0.32515875,0.4369208,0.0,0.3326206,0.45963287,0.30544057,0.49040562,0.030600665,0.026567288,0.0,0.24608248,0.1920989,0.16461886,0.39899606,0.0,0.001610738,0.5786424,0.39309812,0.0,0.19810615,0.0,0.0,0.0,0.0,0.5367328,0.0,0.0,0.0,0.040002104,0.12548374,0.014071969,0.0,0.0,0.0,0.41068387,0.36706722,0.9478206,1.0
0.17409544,0.6951639,0.10322537,0.0,0.43191364,0.12539901,0.68825364,0.78738153,0.12321089,0.31983486,0.4094776,0.0,0.31984842,0.4675477,0.27675653,0.520806,0.0,0.0,0.0,0.2112291,0.15348235,0.13048036,0.3881135,0.0,0.0,0.57266027,0.37477922,0.0,0.15206213,0.0,0.0,0.0,0.0,0.5446798,0.0,0.0,0.0,0.0,0.07793134,0.0,0.0,0.0,0.0,0.43740994,0.3784682,0.97209984,1.0
0.14882363,0.7164928,0.05245424,0.0,0.4408327,0.08480589,0.7255085,0.8288787,0.08698788,0.33854607,0.40842167,0.0,0.3192115,0.49694794,0.2832662,0.5344487,0.0,0.0,0.0,0.16863288,0.10641608,0.09518675,0.3635872,0.0,0.0,0.5818486,0.36807057,0.0,0.10911673,0.0,0.0,0.0,0.0,0.5470672,0.0,0.0,0.0,0.0,0.020207772,0.0,0.0,0.0,0.0,0.45024002,0.3918111,1.0,1.0
0.10904718,0.7362097,0.006245911,0.0,0.43968195,0.03728883,0.75483006,0.854366,0.057194,0.33727735,0.40671453,0.0,0.30120376,0.5204368,0.28027356,0.5469059,0.0,0.0,0.0,0.115865685,0.08216964,0.05075964,0.35258833,0.0,0.0,0.5839973,0.34208968,0.0,0.07748118,0.0,0.0,0.0,0.0,0.54790944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47896478,0.4092077,1.0,1.0
0.0859612,0.7545915,0.0,0.0,0.4386588,0.00054694887,0.7885574,0.88412976,0.050434746,0.34161207,0.39882243,0.0,0.28432837,0.5507805,0.2599019,0.54333055,0.0,0.0,0.0,0.06952011,0.052209336,0.0058342693,0.3380202,0.0,0.0,0.5915999,0.31010857,0.0,0.019551227,0.0,0.0,0.0,0.0,0.5625285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48949444,0.4258961,1.0,1.0
0.060861748,0.7740098,0.0,0.0,0.44007948,0.0,0.820381,0.9231931,0.04200386,0.3455132,0.4029118,0.0,0.29075778,0.56801933,0.25112548,0.531318,0.0,0.0,0.0,0.009580569,0.029723313,0.0,0.3314321,0.0,0.0,0.5960235,0.27429646,0.0,0.0,0.0,0.0,0.0,0.0,0.55767685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48249078,0.4275685,1.0,1.0
0.033573557,0.7977364,0.0,0.0,0.43307775,0.0,0.8343723,0.9526912,0.019880533,0.36121753,0.4064806,0.0,0.30275878,0.6087755,0.24012372,0.5320851,0.0,0.0,0.0,0.0,0.0,0.0,0.32476002,0.0,0.0,0.5981557,0.24406493,0.0,0.0,0.0,0.0,0.0,0.0,0.5623264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46610913,0.42821506,1.0,1.0
0.0,0.817442,0.0,0.0,0.4306184,0.0,0.8577167,0.9964508,0.0,0.35147592,0.40717345,0.0,0.2871885,0.6426454,0.21156839,0.5259566,0.0,0.0,0.0,0.0,0.0,0.0,0.32047024,0.0,0.0,0.60280055,0.21379316,0.0,0.0,0.0,0.0,0.0,0.0,0.56864315,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49800873,0.43763453,1.0,1.0
0.0,0.83955044,0.0,0.0,0.43490914,0.0,0.8874754,1.0,0.0,0.37774003,0.41216838,0.0,0.28607664,0.68002325,0.18334725,0.52406543,0.0,0.0,0.0,0.0,0.0,0.0,0.30825737,0.0,0.0,0.60905933,0.18832813,0.0,0.0,0.0,0.0,0.0,0.0,0.5786395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150641,0.46572888,1.0,1.0
0.0,0.8784597,0.0,0.0,0.4387246,0.0,0.91879135,1.0,0.0,0.39067668,0.41054496,0.0,0.26856145,0.7103564,0.17034376,0.53414494,0.0,0.0,0.0,0.0,0.0,0.0,0.29842278,0.0,0.0,0.609777,0.16695254,0.0,0.0,0.0,0.0,0.0,0.0,0.57904005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52040905,0.4763071,1.0,1.0
0.0,0.90058714,0.0,0.0,0.44185022,0.0,0.9404404,1.0,0.0,0.4131314,0.40042967,0.0,0.28436044,0.74575484,0.14591311,0.5326128,0.0,0.0,0.0,0.0,0.0,0.0,0.2932996,0.0,0.0,0.6005515,0.13188651,0.0,0.0,0.0,0.0,0.0,0.0,0.5934496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5371109,0.48705614,1.0,1.0
0.0,0.9273228,0.0,0.0,0.4649957,0.0,0.96095055,1.0,0.0,0.43457487,0.39976597,0.0,0.2751833,0.7737272,0.120051265,0.5219132,0.0,0.0,0.0,0.0,0.0,0.0,0.27589124,0.0,0.0,0.59432,0.102685064,0.0,0.0,0.0,0.0,0.0,0.0,0.60833365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55206496,0.5013287,1.0,1.0
0.0,0.9699177,0.0,0.0,0.4734905,0.0,0.9896036,1.0,0.0,0.45208165,0.38795117,0.0,0.2763688,0.80155253,0.08348753,0.5253188,0.0,0.0,0.0,0.0,0.0,0.0,0.25712958,0.0,0.0,0.5883974,0.07938612,0.0,0.0,0.0,0.0,0.0,0.0,0.61517096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56851035,0.5220651,1.0,1.0
0.0,0.98425394,0.0,0.0,0.48150408,0.0,1.0,1.0,0.0,0.47914028,0.3930963,0.0,0.2843742,0.84184295,0.04602961,0.5133107,0.0,0.0,0.0,0.0,0.0,0.0,0.24807401,0.0,0.0,0.5948675,0.050414316,0.0,0.0,0.0,0.0,0.0,0.0,0.6272961,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.583863,0.5311842,1.0,1.0
0.0,0.992789,0.0,0.0,0.4921881,0.0,1.0,1.0,0.0,0.51475185,0.41128424,0.0,0.284065,0.89619684,0.027200384,0.50080687,0.0,0.0,0.0,0.0,0.0,0.0,0.22825569,0.0,0.0,0.58441114,0.0070268856,0.0,0.0,0.0,0.0,0.0,0.0,0.63927853,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61437917,0.5402244,1.0,1.0
0.0,1.0,0.0,0.0,0.5025659,0.0,1.0,1.0,0.0,0.55010563,0.4361821,0.0,0.288784,0.9368232,0.0005900827,0.4831897,0.0,0.0,0.0,0.0,0.0,0.0,0.21764334,0.0,0.0,0.59148884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6640402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6294073,0.54768544,1.0,1.0
0.0,1.0,0.0,0.0,0.5206436,0.0,1.0,1.0,0.0,0.5955207,0.44117123,0.0,0.30500904,0.96832436,0.0,0.46151012,0.0,0.0,0.0,0.0,0.0,0.0,0.20107567,0.0,0.0,0.6037752,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67388237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64262694,0.54969436,1.0,1.0
0.0,1.0,0.0,0.0,0.5436187,0.0,1.0,1.0,0.0,0.6273997,0.4661899,0.0,0.31935304,1.0,0.0,0.45056754,0.0,0.0,0.0,0.0,0.0,0.0,0.18614987,0.0,0.0,0.61000043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6852254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66686726,0.5448796,1.0,1.0
0.0,1.0,0.0,0.0,0.5579946,0.0,1.0,1.0,0.0,0.6641151,0.48465437,0.0,0.34032992,1.0,0.0,0.43364766,0.0,0.0,0.0,0.0,0.0,0.0,0.17413859,0.0,0.0,0.5970844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.70534545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6930049,0.55851567,1.0,1.0
0.0,1.0,0.0,0.0,0.5670876,0.0,1.0,1.0,0.0,0.7147231,0.50160515,0.0,0.3697646,1.0,0.0,0.41970652,0.0,0.0,0.0,0.0,0.0,0.0,0.16325144,0.0,0.0,0.5898951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7293783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7062104,0.5458611,1.0,1.0
0.0,1.0,0.0,0.0,0.57790035,0.0,1.0,1.0,0.0,0.7641601,0.5223929,0.0,0.37864473,1.0,0.0,0.41298145,0.0,0.0,0.0,0.0,0.0,0.0,0.14243925,0.0,0.0,0.605166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75163496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.72790354,0.5587581,1.0,1.0
0.0,1.0,0.0,0.0,0.5858163,0.0,1.0,1.0,0.0,0.78816307,0.54894036,0.0,0.3971674,1.0,0.0,0.39357978,0.0,0.0,0.0,0.0,0.0,0.0,0.11207478,0.0,0.0,0.6103883,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77495456,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.74822974,0.5650096,1.0,1.0
0.0,1.0,0.0,0.0,0.6074909,0.0,1.0,1.0,0.0,0.81639105,0.5712933,0.0,0.42484632,1.0,0.0,0.38367182,0.0,0.0,0.0,0.0,0.0,0.0,0.09500176,0.0,0.0,0.61741006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7913016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77267015,0.57972383,1.0,1.0
0.0,1.0,0.0,0.0,0.6202761,0.0,1.0,1.0,0.0,0.84803206,0.5851869,0.0,0.44842508,1.0,0.0,0.35793963,0.0,0.0,0.0,0.0,0.0,0.0,0.06775118,0.0,0.0,0.6175875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8100431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78416336,0.5875299,1.0,1.0
0.0,1.0,0.0,0.0,0.6296972,0.0,1.0,1.0,0.0,0.8771838,0.6106927,0.0,0.4736286,1.0,0.0,0.3338002,0.0,0.0,0.0,0.0,0.0,0.0,0.036938217,0.0,0.0,0.62433034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8435063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7974882,0.58693886,1.0,1.0
0.0,1.0,0.0,0.0,0.6475538,0.0,1.0,1.0,0.0,0.93077826,0.628019,0.0,0.49108046,1.0,0.0,0.31192583,0.0,0.0,0.0,0.0,0.0,0.0,0.0040522837,0.0,0.0,0.6253064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8710924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.83356917,0.61175203,1.0,1.0
0.0,1.0,0.0,0.0,0.66708946,0.0,1.0,1.0,0.0,0.9706024,0.6403097,0.0,0.51400715,1.0,0.0,0.29072818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6405374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9073551,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8471145,0.6145137,1.0,1.0
0.0,1.0,0.0,0.0,0.6780381,0.0,1.0,1.0,0.0,1.0,0.67871386,0.0,0.55307186,1.0,0.0,0.265955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.661962,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9331377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87726367,0.60716355,1.0,1.0
0.0,1.0,0.0,0.0,0.69063413,0.0,1.0,1.0,0.0,1.0,0.7077638,0.0,0.59104544,1.0,0.0,0.2243152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6751014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9644776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8780932,0.6091353,1.0,1.0
0.0,1.0,0.0,0.0,0.70538604,0.0,1.0,1.0,0.0,1.0,0.7456489,0.0,0.6166676,1.0,0.0,0.18765646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6926851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9954451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90458554,0.61943597,1.0,1.0
0.0,1.0,0.0,0.0,0.72906595,0.0,1.0,1.0,0.0,1.0,0.784865,0.0,0.6563188,1.0,0.0,0.14007245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7050329,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9358378,0.63946235,1.0,1.0
0.0,1.0,0.0,0.0,0.76053756,0.0,1.0,1.0,0.0,1.0,0.8221193,0.0,0.69804364,1.0,0.0,0.10244718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73479724,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97014683,0.63549095,1.0,1.0
0.0,1.0,0.0,0.0,0.7640505,0.0,1.0,1.0,0.0,1.0,0.8508154,0.0,0.7184396,1.0,0.0,0.049457856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7587404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6466845,1.0,1.0
0.0,1.0,0.0,0.0,0.776796,0.0,1.0,1.0,0.0,1.0,0.87708724,0.0,0.77283883,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7716074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64953333,1.0,1.0
0.0,1.0,0.0,0.0,0.7962428,0.0,1.0,1.0,0.0,1.0,0.91832876,0.0,0.8042076,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.65159374,1.0,1.0
0.0,1.0,0.0,0.0,0.82315797,0.0,1.0,1.0,0.0,1.0,0.96787167,0.0,0.8540339,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.81892407,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6516921,1.0,1.0
0.0,1.0,0.0,0.0,0.8467684,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.8910653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.840231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6491435,1.0,1.0
0.0,1.0,0.0,0.0,0.85704386,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.935348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8579579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63884366,1.0,1.0
0.0,1.0,0.0,0.0,0.8970895,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.9737722,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88510686,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64168394,1.0,1.0
0.0,1.0,0.0,0.0,0.9192746,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90987504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63136864,1.0,1.0
0.0,1.0,0.0,0.0,0.94527984,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9538871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6368002,1.0,1.0
0.0,1.0,0.0,0.0,0.97430676,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9669333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.63887155,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98804355,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64018834,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6360803,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.62824154,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6217864,1.0,1.0
0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.6199883,1.0,1.0
