wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.4340229,0.40549558,0.21137248,0.12332202,0.37953496,0.5361378,0.26768416,0.6119006,0.41089568,0.1045338,0.65591913,0.2242904,0.5345517,0.7218369,0.2696293,0.69748455,0.4923886,0.9387816,0.062157605,0.49908864,0.41912484,0.40685263,0.10261963,0.5204728,0.1631482,0.21493563,0.52134156,0.17569233,0.12374568,0.36840835,0.6285804,0.37114203,0.4928324,0.6949079,0.49251363,0.06997431,0.15181342,0.16898224,0.2885692,0.412401,0.5179112,0.17584214,0.5809954,0.97562265,0.820718,0.1817826,0.69780594,0.48818427
0.43260002,0.3819168,0.19316599,0.10520547,0.37052578,0.50934637,0.25084528,0.5967224,0.39152068,0.084822595,0.6349117,0.20982617,0.5362799,0.7156689,0.26672423,0.67092097,0.4634363,0.9130308,0.048173238,0.48631293,0.40712482,0.37923604,0.08584558,0.5261222,0.14941508,0.18598406,0.5034589,0.15857129,0.108113036,0.37140957,0.6194111,0.36107305,0.49163124,0.673725,0.49959737,0.05369488,0.12851648,0.1556499,0.27493778,0.39641678,0.52163154,0.15670022,0.57695466,0.95232445,0.8143982,0.16823359,0.70309544,0.48846182
0.42138043,0.3642809,0.18152034,0.08999089,0.35391647,0.47773212,0.24022575,0.57490534,0.3932986,0.06863825,0.6127543,0.19832326,0.534875,0.7150387,0.24637292,0.65801966,0.44605708,0.8857884,0.038645662,0.47820622,0.3888805,0.36928913,0.068752915,0.50542533,0.13481154,0.16480403,0.48814702,0.13733913,0.10004661,0.3631398,0.61419445,0.35186842,0.472261,0.65719306,0.5019857,0.039356455,0.11144851,0.14084388,0.2640846,0.37602368,0.4998691,0.13661751,0.5687454,0.94274765,0.8007649,0.16236356,0.69185776,0.49281374
0.4012325,0.3523431,0.16983098,0.076935,0.3339791,0.44710162,0.21941555,0.57405585,0.39785707,0.055228423,0.6197204,0.1830018,0.53365105,0.70265985,0.23308763,0.63696396,0.43193525,0.87640035,0.030712644,0.46403015,0.36610213,0.34393388,0.055200316,0.48232928,0.11865675,0.13943373,0.4713437,0.12681301,0.09137906,0.3628868,0.6061864,0.3385752,0.4445388,0.64764607,0.49556613,0.02737095,0.094505176,0.12783557,0.24544388,0.3645128,0.5001182,0.11924784,0.5582705,0.92991304,0.7724083,0.15772644,0.67460567,0.48220533
0.39283353,0.32648468,0.15448272,0.06448982,0.32731867,0.42851368,0.20768219,0.5537603,0.3849289,0.04225774,0.59365326,0.16811548,0.52212554,0.6938065,0.21932188,0.61493945,0.4124652,0.8445044,0.023760123,0.44667122,0.35149315,0.31715,0.043386944,0.47041118,0.10533398,0.12169635,0.4579891,0.108312674,0.08406004,0.35227647,0.597277,0.3208588,0.4358817,0.6425157,0.4950031,0.018232394,0.08001717,0.11677071,0.23321408,0.35979623,0.49744168,0.105046034,0.54738945,0.91411364,0.76188916,0.14940786,0.6852126,0.48087245
0.38482746,0.3192469,0.1446547,0.05354061,0.32679427,0.41502827,0.1965661,0.5409037,0.38064507,0.032581255,0.5987621,0.1600292,0.5131435,0.6690342,0.21869999,0.6188942,0.4060341,0.8135086,0.01735654,0.44277167,0.34433344,0.29680222,0.03386611,0.4717156,0.090725064,0.10310454,0.4488129,0.09965502,0.0745963,0.34653583,0.5766693,0.30791873,0.4260911,0.64364785,0.48141265,0.011779705,0.065340534,0.10003636,0.2186188,0.356513,0.501833,0.09257939,0.52986884,0.8899469,0.7501918,0.14809628,0.66624874,0.47840697
0.36843187,0.3042704,0.13159196,0.042510565,0.31105104,0.40541282,0.18240067,0.5340233,0.3863517,0.024103438,0.5911237,0.14275171,0.5174466,0.6507503,0.20556247,0.6050921,0.38371232,0.82240576,0.012987727,0.43314055,0.31063044,0.280912,0.025064968,0.4620237,0.07365704,0.08254599,0.44353175,0.090225115,0.071796305,0.35258394,0.56474245,0.28946596,0.4034086,0.62289786,0.48830312,0.0074471845,0.05393142,0.08981644,0.2080838,0.3468741,0.47682407,0.08340011,0.52992797,0.88189465,0.73716867,0.14290297,0.6610601,0.46819282
0.38020584,0.29237932,0.12257802,0.035433926,0.30826816,0.39989454,0.1781525,0.52492535,0.39225733,0.017440584,0.5831347,0.13673052,0.52208364,0.6417081,0.1981737,0.59068954,0.37491685,0.7910181,0.00919227,0.4193414,0.31237808,0.26935202,0.019027254,0.441377,0.068547666,0.07140892,0.42070583,0.07789815,0.066218354,0.34866434,0.5735311,0.29044026,0.40211594,0.61251736,0.48140937,0.004491181,0.043405272,0.080639996,0.2016061,0.34471375,0.46865866,0.073875174,0.51820636,0.8576274,0.71807873,0.14019358,0.66953546,0.4752284
0.37936047,0.28670102,0.11298356,0.028443756,0.29784873,0.38127464,0.1680994,0.5207256,0.37807092,0.012303744,0.55032885,0.1275762,0.52231836,0.6335902,0.18843652,0.5834266,0.37231126,0.78859204,0.006065592,0.4048583,0.31228656,0.26397768,0.013787748,0.42789322,0.05881174,0.0579387,0.41655803,0.06972688,0.058697943,0.341557,0.55245405,0.28167644,0.3718569,0.6150407,0.4766939,0.0025423802,0.0344382,0.07219616,0.19560355,0.33555105,0.4742831,0.065194495,0.5097045,0.847862,0.7086942,0.14028312,0.67204314,0.4650713
0.37220693,0.27547055,0.10467842,0.022688808,0.2985757,0.36355484,0.15333731,0.51192325,0.3758641,0.008541945,0.5404127,0.115329795,0.5197119,0.62721795,0.18676533,0.55948573,0.36187056,0.76407015,0.003923735,0.4019827,0.29595646,0.24614131,0.009840276,0.42900324,0.052699253,0.048760336,0.4034116,0.060513802,0.051539633,0.3386283,0.5238324,0.27744552,0.37581784,0.5968214,0.47400117,0.0013870716,0.027612818,0.06456457,0.19058143,0.33011365,0.45072484,0.055054314,0.5003795,0.8237978,0.70946044,0.14458795,0.6675408,0.4672535
0.36515328,0.26626602,0.09762246,0.018219963,0.30304658,0.35855287,0.1499536,0.49884266,0.37616965,0.0056832135,0.55223644,0.105103366,0.5191106,0.6237871,0.18332511,0.5563275,0.36198696,0.7495268,0.00244255,0.38995105,0.28254768,0.24336186,0.0068998304,0.41432914,0.04610627,0.039780945,0.3968,0.053565368,0.045470342,0.32751843,0.50865066,0.27579165,0.37331572,0.58262163,0.47414932,0.00072236353,0.020840911,0.056589942,0.18548706,0.33359063,0.45151713,0.04687612,0.49882895,0.8124644,0.70457685,0.14218618,0.65813226,0.45633286
0.36367044,0.2588698,0.08878125,0.013792349,0.29703087,0.34877294,0.13931476,0.48531643,0.37903655,0.0036336249,0.5367018,0.099480964,0.5109562,0.6122559,0.18040796,0.5581762,0.34398392,0.7163788,0.0014419532,0.37807372,0.27836084,0.22093822,0.004582766,0.41122356,0.03936884,0.030669726,0.3825913,0.045964375,0.040876634,0.32683116,0.5094176,0.2605476,0.37592912,0.57805705,0.46169153,0.00035425674,0.014824662,0.04845936,0.17812079,0.32678917,0.44313294,0.03946212,0.48377004,0.8013629,0.6907463,0.14188653,0.6567427,0.44202438
0.34249467,0.24163032,0.08167217,0.010316975,0.2986429,0.328241,0.13419965,0.48141077,0.37867615,0.0022312999,0.5569196,0.089658864,0.5103288,0.60484713,0.17485341,0.5407388,0.3367714,0.72288996,0.0008089325,0.3669675,0.26102242,0.21653238,0.002981555,0.38698918,0.03434991,0.023812344,0.37401927,0.039747667,0.039844386,0.32995036,0.48382604,0.26740515,0.35158232,0.5695693,0.470164,0.00016562379,0.010798661,0.04338364,0.16938415,0.32451004,0.4607697,0.032975838,0.47617576,0.7909118,0.6709322,0.14593983,0.64690936,0.4362384
0.3561994,0.23731834,0.07515257,0.0076549863,0.2917099,0.3159304,0.12333414,0.47467926,0.37134883,0.0013298222,0.534831,0.08449666,0.51496744,0.59899104,0.16771877,0.52795196,0.32252777,0.69552183,0.00043461594,0.36169535,0.26009324,0.206961,0.001898334,0.3837361,0.027335446,0.01894996,0.3644919,0.033090748,0.036217146,0.31228563,0.47185376,0.26108962,0.34397936,0.5637886,0.47090098,7.2679155e-05,0.0073207635,0.03750116,0.16884723,0.31744498,0.45202923,0.026764084,0.47222948,0.77948165,0.6581409,0.14951378,0.6365906,0.42289284
0.35355335,0.22786957,0.06934332,0.005494266,0.2899656,0.29884458,0.11370812,0.46385068,0.37590286,0.0007543345,0.5356315,0.07472027,0.51787764,0.5979052,0.16302314,0.5024953,0.3222303,0.6880795,0.00022213762,0.3645117,0.24884357,0.19548468,0.0011547288,0.3825915,0.022133252,0.013971533,0.3551124,0.026799584,0.03123035,0.3033199,0.48240843,0.24994843,0.3233174,0.55759543,0.46515262,2.9859002e-05,0.004859087,0.032695495,0.16291253,0.3158559,0.43163195,0.021761281,0.46689302,0.7691737,0.6396682,0.14910282,0.628704,0.42726135
0.34718502,0.22400641,0.06272014,0.0038586482,0.29664072,0.30184194,0.10902405,0.46182272,0.378359,0.00040870847,0.53763664,0.06824309,0.50699157,0.57567763,0.16146381,0.5032541,0.32078716,0.6705609,0.00010818251,0.34605694,0.23488823,0.1935846,0.00067750935,0.38421535,0.0181921,0.010486134,0.34963334,0.022461744,0.029383404,0.304512,0.47015113,0.25117144,0.3384199,0.54261535,0.4491972,1.146297e-05,0.0031075138,0.027063968,0.16532074,0.31661135,0.42767522,0.01746638,0.45273843,0.7600446,0.63212615,0.15663502,0.6288679,0.43698213
0.35793558,0.22331072,0.055950075,0.0026012275,0.28029612,0.2986535,0.10538839,0.4504067,0.37811255,0.00021186288,0.52452767,0.06264513,0.51357853,0.5753183,0.15379445,0.5035125,0.30447474,0.65857273,4.923785e-05,0.34227133,0.238858,0.18104626,0.0003834979,0.35939753,0.013854132,0.0073635085,0.33309168,0.018131534,0.026636116,0.30392084,0.4434599,0.24209385,0.32328716,0.5418159,0.4485594,4.0847285e-06,0.001877642,0.022583568,0.16030326,0.30830708,0.41694275,0.013284262,0.44625294,0.74418163,0.6264912,0.15980867,0.6075603,0.40394998
0.34134054,0.21425745,0.051176053,0.0017243198,0.27627844,0.2877084,0.09991865,0.445924,0.37953937,0.00010419577,0.52050406,0.054294065,0.5150274,0.5640437,0.14811124,0.4939516,0.30452907,0.6527727,2.1152164e-05,0.3407388,0.22755264,0.17844631,0.00020742856,0.36304235,0.010916921,0.0051786783,0.33892807,0.014454481,0.022531519,0.306691,0.43823162,0.24102439,0.32445243,0.5293073,0.44730845,1.3461839e-06,0.001095689,0.018195495,0.16473213,0.30871245,0.41236165,0.009834129,0.43780053,0.72465646,0.62372655,0.16460449,0.5888294,0.39227423
0.34685016,0.20316407,0.04514262,0.0010926272,0.26479036,0.2647784,0.09600033,0.42967254,0.37198824,4.853796e-05,0.521085,0.047839466,0.5106426,0.5540959,0.13943984,0.47942755,0.2933867,0.62014264,8.517426e-06,0.32830226,0.22198187,0.17042083,0.00010688751,0.35448655,0.007965771,0.003461199,0.3307798,0.0110528255,0.019248942,0.28976017,0.43475527,0.24344705,0.30886668,0.5283992,0.42130816,4.076203e-07,0.0006121292,0.014389454,0.16426653,0.30543998,0.40136755,0.0071253134,0.441503,0.7206096,0.62323356,0.16448997,0.5903817,0.38371024
0.33422318,0.20026538,0.040433463,0.00067446823,0.263712,0.26031828,0.09679835,0.42736977,0.37243265,2.1338621e-05,0.5123196,0.041377198,0.5161533,0.5455698,0.13562183,0.48257574,0.28426364,0.61410487,3.197255e-06,0.32434395,0.215476,0.16669577,5.2456257e-05,0.34738642,0.005714547,0.0022716415,0.31467608,0.008453638,0.017129084,0.28658435,0.419998,0.24322729,0.31302774,0.5197504,0.42885455,1.12640784e-07,0.0003266289,0.011262107,0.16085711,0.30396503,0.38464928,0.0050008376,0.426577,0.71155715,0.6033273,0.16250782,0.5831744,0.38221478
0.34230897,0.19255774,0.035271954,0.00039819293,0.27450502,0.24651365,0.09243291,0.42061132,0.37894112,8.812667e-06,0.51086104,0.037166532,0.49975592,0.5333603,0.13973768,0.46669438,0.2867292,0.6000056,1.1141284e-06,0.31879175,0.2112841,0.1587297,2.4377608e-05,0.33765614,0.0040083965,0.0014258664,0.3012257,0.006210632,0.013946262,0.28007683,0.41706994,0.24768122,0.30225995,0.5086986,0.42674857,2.8206255e-08,0.00016733496,0.0086730905,0.16432704,0.30566108,0.3858538,0.0033222793,0.41737232,0.7052789,0.603866,0.16119991,0.58314246,0.36509976
0.3445624,0.18834421,0.0314684,0.0002269511,0.27131835,0.24331713,0.08519214,0.40981936,0.37909028,3.4039779e-06,0.49755955,0.03189727,0.5125136,0.5292472,0.13147694,0.4717376,0.28322792,0.58854324,3.5832053e-07,0.31272116,0.20655535,0.15808673,1.0707003e-05,0.32842037,0.002725282,0.0008682791,0.30712628,0.004498488,0.01208636,0.28184482,0.40529364,0.24633034,0.2951475,0.5002019,0.41991878,6.352131e-09,8.05807e-05,0.006244013,0.16614495,0.30226785,0.3915418,0.0020648905,0.4096722,0.6923193,0.59216774,0.1542056,0.58072275,0.36677185
0.3304838,0.18377292,0.02681863,0.00012345873,0.26541463,0.23336302,0.082226686,0.40228245,0.3771374,1.2233882e-06,0.48783028,0.02645421,0.49469218,0.5254876,0.12871312,0.45049173,0.27660242,0.5757122,1.0571941e-07,0.29899678,0.19469644,0.14730287,4.418319e-06,0.32169667,0.0017536425,0.00050543924,0.2997345,0.003138054,0.00969343,0.26863244,0.4035277,0.23846535,0.29248607,0.49810305,0.4232326,1.2762673e-09,3.6845893e-05,0.0043481127,0.16141643,0.29766226,0.38412163,0.0012081861,0.41637626,0.68884194,0.5771974,0.15244249,0.581699,0.36526144
0.33091834,0.17802843,0.022998676,6.434682e-05,0.2538716,0.23078488,0.07801011,0.39483166,0.3744759,4.0699655e-07,0.48095962,0.022396944,0.49596733,0.5118023,0.11962309,0.44978186,0.2713993,0.5700838,2.842716e-08,0.29639494,0.19316772,0.14480609,1.7047266e-06,0.3186,0.0010911075,0.00028200235,0.30023444,0.0021367092,0.007798735,0.26541775,0.39428356,0.23647366,0.28892154,0.48548928,0.4184303,2.2667695e-10,1.5803163e-05,0.0028380803,0.16294652,0.29502088,0.3733964,0.00066481315,0.39943886,0.67263675,0.5819609,0.1539241,0.5669156,0.35085952
0.33583036,0.16839108,0.019264918,3.1783038e-05,0.26525354,0.23079027,0.07637132,0.3840879,0.36759466,1.2456555e-07,0.48680842,0.018764958,0.4835888,0.51103944,0.12136582,0.44766477,0.26358178,0.56415933,6.9168378e-09,0.28645253,0.19029175,0.13998865,6.122495e-07,0.3157749,0.0006464527,0.00014998211,0.2869716,0.0014018121,0.0057120756,0.26457578,0.38120693,0.23687719,0.28248364,0.47397962,0.40773332,3.5246153e-11,6.352624e-06,0.0017979605,0.15703404,0.2947542,0.3678435,0.00034806834,0.39807165,0.6651919,0.58126146,0.15935843,0.5641118,0.34705377
0.32548645,0.1666957,0.016289731,1.4928356e-05,0.2537915,0.21658918,0.07193982,0.3836432,0.37329096,3.485451e-08,0.4709537,0.015011768,0.48424143,0.5143423,0.109366745,0.43131626,0.2675386,0.5478846,1.511056e-09,0.2865542,0.18260698,0.13233618,2.0356339e-07,0.29588857,0.00036761217,7.599983e-05,0.277831,0.00089807337,0.0039918576,0.2607666,0.3712449,0.2306408,0.26861566,0.4731899,0.40826303,4.7473167e-12,2.3822251e-06,0.0010807116,0.15408854,0.28852442,0.36840424,0.00017174614,0.39282706,0.65563166,0.56544167,0.1489156,0.5517913,0.34013525
0.32345793,0.16239023,0.013435485,6.610994e-06,0.25503278,0.21542794,0.06776154,0.3741288,0.36967307,8.8540055e-09,0.478191,0.011928924,0.47910738,0.49476436,0.10932765,0.43838546,0.25638163,0.5324578,2.9389596e-10,0.28335944,0.17519134,0.12859519,6.227745e-08,0.28650895,0.00019928304,3.6561793e-05,0.2765666,0.00055302476,0.0027328264,0.25947922,0.3632996,0.23485889,0.27277622,0.4702121,0.40531301,5.4751294e-13,8.2985935e-07,0.00061355834,0.1572349,0.29073942,0.36793455,7.974888e-05,0.37744665,0.64337105,0.5595668,0.15116116,0.5416427,0.34536383
0.31881636,0.15667789,0.011024777,2.7567262e-06,0.26462916,0.20974347,0.06513177,0.365608,0.3642975,2.0265885e-09,0.47345793,0.009313896,0.48679236,0.4812611,0.11071799,0.41852656,0.25764984,0.5095351,5.0426316e-11,0.2738777,0.16790809,0.12781873,1.74191e-08,0.27114707,0.00010299941,1.6664233e-05,0.2713466,0.00032714393,0.0017886639,0.25682902,0.35796854,0.23566341,0.27198803,0.4691194,0.39294073,5.3391458e-14,2.6678688e-07,0.00032907224,0.15740985,0.28139964,0.34632856,3.482512e-05,0.37618017,0.6396236,0.5490776,0.15278116,0.5335539,0.34565923
0.31440267,0.15427072,0.008706249,1.076033e-06,0.24430677,0.20767656,0.06157686,0.3633962,0.3728535,4.145804e-10,0.4694442,0.007161013,0.4655381,0.4845498,0.09872604,0.42425877,0.24822852,0.52356005,7.556903e-12,0.26685205,0.16023205,0.11979328,4.4239807e-09,0.26082644,5.042437e-05,7.1436507e-06,0.26444906,0.00018663958,0.0010870091,0.25128043,0.3248649,0.23648489,0.26650855,0.4577729,0.39004678,4.3420514e-15,7.872956e-08,0.00016689146,0.15667455,0.2832654,0.33588982,1.4233131e-05,0.37128603,0.62876505,0.54375696,0.15577838,0.5321376,0.33767158
0.31065637,0.14709347,0.0069730063,3.913314e-07,0.24718817,0.1970405,0.058871552,0.35304874,0.36481512,7.513084e-11,0.46112767,0.005385971,0.45921084,0.47900203,0.09817694,0.40720096,0.24498832,0.503409,9.784501e-13,0.2625232,0.15394412,0.11824364,1.012523e-09,0.2688918,2.3435103e-05,2.8762754e-06,0.26371604,0.0001013132,0.000634017,0.24378869,0.33651915,0.23075023,0.2589827,0.45830545,0.36722678,2.900795e-16,2.1179272e-08,7.998802e-05,0.15788153,0.27695087,0.33678922,5.4297243e-06,0.3736861,0.6197239,0.5402363,0.14664216,0.52431864,0.33999628
0.30429634,0.14452556,0.005426984,1.3190687e-07,0.2465055,0.19164898,0.056493927,0.35259587,0.35702732,1.1945857e-11,0.4543943,0.004028317,0.4544497,0.46999165,0.096219815,0.4098531,0.24468789,0.48930842,1.081703e-13,0.2560144,0.14870405,0.11275707,2.0713531e-10,0.26417184,1.025311e-05,1.08026e-06,0.25745338,5.25781e-05,0.00034973797,0.24135959,0.33289135,0.22032973,0.25870177,0.44360507,0.3681695,1.5658797e-17,5.1576885e-09,3.6130834e-05,0.15344605,0.2759163,0.33184624,1.9243716e-06,0.35195345,0.6222494,0.53517085,0.15242197,0.5095842,0.33578813
