方法,说明,n,前n个字段,target,中文名,budget,full_r2,n_pool,目标
Lasso,线性稀疏（1996）,0.971033269154711,area_1_load_actual_mw|gen_fuel_solar_mw|area_2_generation_mw|area_1_fuel_coal_mw|area_2_fuel_coal_mw|area_1_fuel_solar_mw|area_1_net_export_mw|gen_fuel_wind_mw|area_1_fuel_wind_mw,bus_215_va_deg,节点215电压相角,9,0.987103300333146,34,bus_215_va_deg
Pearson,相关系数排序（只看两两关系）,0.8431902732451846,system_losses_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|area_2_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|area_1_fuel_wind_mw|gen_fuel_wind_mw,bus_215_va_deg,节点215电压相角,9,0.987103300333146,34,bus_215_va_deg
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9744064221028588,area_3_fuel_natural_gas_mw|area_1_fuel_coal_mw|reserve_spin_r1_mw|area_1_fuel_solar_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|gen_fuel_solar_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9302884696822822,area_3_fuel_natural_gas_mw|system_losses_mw|area_1_fuel_wind_mw|area_1_fuel_hydro_mw|area_2_fuel_coal_mw|area_1_fuel_coal_mw|area_1_fuel_nuclear_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9371676689666932,gen_fuel_wind_mw|area_1_fuel_wind_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|system_losses_mw|area_2_fuel_coal_mw|area_3_net_export_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
XGBoost,树模型特征重要性（2016）,0.9089292559808222,area_1_fuel_wind_mw|area_1_fuel_solar_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_fuel_solar_mw|area_3_fuel_coal_mw|system_losses_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
Lasso,线性稀疏（1996）,0.964223440573228,area_1_fuel_coal_mw|area_1_load_actual_mw|area_1_fuel_solar_mw|area_3_fuel_wind_mw|system_losses_mw|area_2_fuel_hydro_mw|area_2_fuel_natural_gas_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
Pearson,相关系数排序（只看两两关系）,0.879818509995017,gen_fuel_wind_mw|area_1_fuel_wind_mw|area_3_fuel_wind_mw|area_2_net_export_mw|area_3_fuel_solar_mw|gen_fuel_solar_mw|area_1_fuel_solar_mw,bus_315_va_deg,节点315电压相角,7,0.9918190004028908,35,bus_315_va_deg
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9749781448425443,area_1_fuel_natural_gas_mw|area_1_load_day_ahead_mw|area_1_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|area_1_fuel_solar_mw|area_2_fuel_hydro_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9428429727802158,area_1_fuel_wind_mw|area_1_fuel_coal_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|area_1_fuel_solar_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9074783734505694,area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|area_1_fuel_wind_mw|area_2_fuel_coal_mw|area_3_fuel_solar_mw|reserve_reg_down_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
XGBoost,树模型特征重要性（2016）,0.8851236011268191,area_2_fuel_coal_mw|area_1_fuel_wind_mw|area_1_load_actual_mw|area_1_load_day_ahead_mw|gen_fuel_coal_mw|reserve_spin_r1_mw|area_1_fuel_coal_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
Lasso,线性稀疏（1996）,0.901036489324119,area_1_load_actual_mw|area_1_fuel_wind_mw|system_losses_mw|reserve_spin_r1_mw|area_2_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_load_day_ahead_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.8205808536185017,system_losses_mw|area_1_generation_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|area_1_load_actual_mw|system_generation_mw|area_2_generation_mw,branch_ab1_loading_pct,线路AB1负载率,7,0.9893936614637584,41,branch_ab1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9730002722177551,gen_fuel_natural_gas_mw|area_1_fuel_coal_mw|area_1_fuel_natural_gas_mw|area_1_load_day_ahead_mw|area_1_fuel_solar_mw|area_2_load_actual_mw|area_3_fuel_solar_mw|area_2_fuel_coal_mw,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.966626628789511,system_losses_mw|area_1_fuel_coal_mw|gen_fuel_natural_gas_mw|area_1_load_day_ahead_mw|area_1_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_3_fuel_solar_mw|area_1_fuel_wind_mw,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9465893255125715,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_natural_gas_mw|area_1_fuel_wind_mw|reserve_spin_r1_mw|area_1_fuel_solar_mw|area_1_load_day_ahead_mw|hour_of_day,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
XGBoost,树模型特征重要性（2016）,0.9540976698976682,system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_1_load_day_ahead_mw|area_1_fuel_wind_mw|area_1_generation_mw|hour_of_day|area_1_fuel_coal_mw,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
Lasso,线性稀疏（1996）,0.9596353922464471,area_1_load_actual_mw|area_1_generation_mw|area_1_fuel_coal_mw|gen_fuel_solar_mw|area_2_generation_mw|area_1_fuel_solar_mw|area_2_fuel_coal_mw|area_1_fuel_wind_mw,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
Pearson,相关系数排序（只看两两关系）,0.8372111473516304,system_losses_mw|area_2_fuel_natural_gas_mw|area_2_fuel_coal_mw|area_2_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|area_1_generation_mw,branch_ab2_loading_pct,线路AB2负载率,8,0.9841776426259385,29,branch_ab2_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9449895258638975,area_1_fuel_coal_mw|area_2_fuel_natural_gas_mw|gen_fuel_wind_mw|area_3_fuel_solar_mw|reserve_spin_r3_mw|area_1_fuel_natural_gas_mw|area_2_fuel_hydro_mw|system_losses_mw|area_2_fuel_coal_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9323844623278215,area_1_fuel_coal_mw|area_2_fuel_natural_gas_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|area_2_fuel_hydro_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8977193048707504,system_losses_mw|area_1_fuel_coal_mw|area_3_fuel_solar_mw|gen_fuel_wind_mw|area_2_fuel_natural_gas_mw|hour_of_day|area_1_fuel_nuclear_mw|gen_fuel_solar_mw|gen_fuel_coal_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
XGBoost,树模型特征重要性（2016）,0.8913150228599286,area_1_fuel_coal_mw|gen_fuel_solar_mw|area_3_fuel_solar_mw|system_losses_mw|reserve_spin_r1_mw|area_1_generation_mw|area_2_fuel_natural_gas_mw|hour_of_day|area_2_generation_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
Lasso,线性稀疏（1996）,0.7794921418776244,area_1_generation_mw|system_losses_mw|area_2_fuel_coal_mw|area_1_load_actual_mw|area_1_fuel_natural_gas_mw|area_1_fuel_nuclear_mw|area_1_fuel_hydro_mw|area_1_fuel_solar_mw|area_2_fuel_natural_gas_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
Pearson,相关系数排序（只看两两关系）,0.6658126652310099,area_1_generation_mw|area_1_load_actual_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|area_2_generation_mw|system_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9606136728795094,36,branch_ab3_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.881549515713236,gen_fuel_wind_mw|system_losses_mw|area_1_fuel_wind_mw|area_3_fuel_solar_mw|area_1_fuel_nuclear_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8787163294170461,area_3_fuel_wind_mw|system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_wind_mw|gen_fuel_solar_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8822645305543774,gen_fuel_wind_mw|system_losses_mw|area_3_fuel_solar_mw|area_1_fuel_wind_mw|gen_fuel_nuclear_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
XGBoost,树模型特征重要性（2016）,0.8609223758348632,area_1_fuel_wind_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|system_losses_mw|gen_fuel_solar_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
Lasso,线性稀疏（1996）,0.882471101432918,area_3_fuel_solar_mw|system_losses_mw|area_1_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_wind_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.8734496676167813,gen_fuel_wind_mw|area_3_fuel_wind_mw|area_1_fuel_wind_mw|system_losses_mw|area_3_fuel_solar_mw,branch_ca_1_loading_pct,线路CA-1负载率,5,0.9083036419524949,12,branch_ca_1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.8835466418597443,area_3_fuel_wind_mw|system_losses_mw|area_1_fuel_coal_mw|area_3_fuel_solar_mw|area_1_fuel_wind_mw|gen_fuel_nuclear_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8802924127868789,system_losses_mw|area_1_fuel_wind_mw|area_3_fuel_solar_mw|area_1_fuel_coal_mw|area_3_fuel_coal_mw|area_3_fuel_wind_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8539973542920272,area_1_fuel_wind_mw|system_losses_mw|area_3_fuel_solar_mw|gen_fuel_nuclear_mw|area_1_fuel_nuclear_mw|area_3_fuel_coal_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
XGBoost,树模型特征重要性（2016）,0.8476240683454019,area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_3_fuel_coal_mw|area_3_fuel_solar_mw|gen_fuel_solar_mw|system_losses_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
Lasso,线性稀疏（1996）,0.8522091087954738,area_1_fuel_wind_mw|area_3_fuel_solar_mw|system_losses_mw|gen_fuel_nuclear_mw|area_1_fuel_nuclear_mw|area_3_fuel_coal_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.8653824624246224,area_1_fuel_wind_mw|gen_fuel_wind_mw|area_3_fuel_wind_mw|system_losses_mw|area_3_fuel_solar_mw|gen_fuel_solar_mw,branch_cb_1_loading_pct,线路CB-1负载率,6,0.8990679523046702,13,branch_cb_1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.99928693670227,area_1_load_day_ahead_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|area_1_fuel_hydro_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.999272844560102,area_1_fuel_hydro_mw|area_1_fuel_wind_mw|area_1_fuel_solar_mw|reserve_spin_r1_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8437677773263285,area_1_fuel_wind_mw|area_1_net_export_mw|area_2_fuel_coal_mw|area_1_fuel_solar_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.8800253380651226,area_1_fuel_wind_mw|area_2_fuel_coal_mw|area_2_fuel_natural_gas_mw|reserve_spin_r1_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
Lasso,线性稀疏（1996）,0.8926318077774763,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|area_1_fuel_wind_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.7494594142599142,area_1_fuel_wind_mw|area_1_net_export_mw|area_2_net_export_mw|area_3_fuel_natural_gas_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,4,0.9999405051834985,26,gen_121_nuclear_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9989010248306619,area_2_load_day_ahead_mw|area_2_fuel_hydro_mw|area_2_fuel_coal_mw|area_2_fuel_solar_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9936558145643067,reserve_spin_r2_mw|area_2_fuel_hydro_mw|area_2_fuel_solar_mw|area_2_load_day_ahead_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9964394366441093,area_2_fuel_solar_mw|system_losses_mw|area_2_load_day_ahead_mw|area_2_fuel_hydro_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.9233033070348341,area_2_fuel_coal_mw|reserve_spin_r2_mw|area_2_fuel_solar_mw|area_2_load_day_ahead_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
Lasso,线性稀疏（1996）,0.9965226408335082,area_2_load_actual_mw|area_2_fuel_solar_mw|area_2_fuel_hydro_mw|system_losses_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.8743131973360317,area_2_fuel_coal_mw|gen_fuel_coal_mw|reserve_spin_r2_mw|area_2_load_actual_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,4,0.9998665786862999,30,gen_218_cc_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9460935553684368,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|reserve_spin_r3_mw|hour_of_day|area_1_fuel_wind_mw|system_losses_mw|reserve_reg_down_mw|area_3_fuel_hydro_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.8920876014256863,area_3_net_export_mw|system_losses_mw|area_1_fuel_wind_mw|area_3_fuel_solar_mw|reserve_reg_down_mw|area_3_fuel_natural_gas_mw|gen_fuel_solar_mw|area_2_net_export_mw|area_1_fuel_solar_mw|reserve_reg_up_mw|area_3_fuel_coal_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8711090072039779,area_1_fuel_wind_mw|area_3_fuel_natural_gas_mw|area_3_fuel_solar_mw|gen_fuel_solar_mw|area_3_fuel_coal_mw|reserve_reg_down_mw|reserve_reg_up_mw|area_1_fuel_solar_mw|area_2_fuel_hydro_mw|area_3_load_actual_mw|area_3_load_day_ahead_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.8732851668461098,area_1_fuel_wind_mw|area_3_fuel_coal_mw|area_3_fuel_solar_mw|area_1_fuel_solar_mw|area_3_fuel_natural_gas_mw|hour_of_day|gen_fuel_solar_mw|area_2_load_day_ahead_mw|area_2_fuel_hydro_mw|reserve_reg_down_mw|area_2_generation_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
Lasso,线性稀疏（1996）,0.9432666207110308,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|area_3_fuel_solar_mw|area_3_fuel_natural_gas_mw|area_3_load_actual_mw|area_1_fuel_wind_mw|area_3_fuel_coal_mw|system_losses_mw|reserve_spin_r3_mw|area_1_fuel_solar_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.8562039270652321,area_1_fuel_wind_mw|area_2_net_export_mw|area_1_net_export_mw|area_1_fuel_coal_mw|area_3_fuel_natural_gas_mw|area_3_fuel_coal_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|area_1_fuel_nuclear_mw|gen_fuel_natural_gas_mw|system_losses_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.955353842641623,40,gen_317_wind_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9970968414271708,area_3_fuel_solar_mw|area_3_fuel_wind_mw|reserve_spin_r3_mw|area_3_fuel_coal_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9970811115424044,area_3_fuel_solar_mw|area_3_fuel_wind_mw|area_3_load_actual_mw|area_3_fuel_coal_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9973703828522416,area_3_fuel_coal_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|area_3_load_day_ahead_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
XGBoost,树模型特征重要性（2016）,0.9162391142367272,area_3_fuel_coal_mw|reserve_spin_r3_mw|area_3_load_actual_mw|area_3_fuel_wind_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
Lasso,线性稀疏（1996）,0.8782595610337847,area_3_fuel_coal_mw|area_3_fuel_wind_mw|area_3_fuel_solar_mw|gen_fuel_coal_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
Pearson,相关系数排序（只看两两关系）,0.8574540656167551,area_3_fuel_coal_mw|gen_fuel_coal_mw|area_3_fuel_wind_mw|gen_fuel_wind_mw,gen_321_cc_1_status,机组321投入状态,4,0.999949942932964,42,gen_321_cc_1_status
