area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,hour_of_day,month_of_year
-0.46511465,-0.64406127,-0.12549601,-0.317523,-0.38203537,-0.48046598,-0.2555037,-0.60671353,0.7630742,0.08531189,0.42863616,0.8571719,0.7136447,0.9014225,-0.47743627,-0.6260366,-0.22104491,0.10859155,0.6143826,-0.1107088,0.20452856,0.7779658,0.49732745,-0.22161573,0.03784274,-0.56732196,1.2256842,0.8176299,-0.6223907,0.3565873,0.30504683,0.31192878,0.34279642,-0.48654586,0.8922404,1.0862683,0.00607745,0.90745646,-0.04532365,-0.60431695
-0.5260079,-0.7023301,-0.1399902,-0.37272444,-0.44688916,-0.54364663,-0.31550345,-0.6597756,0.77772266,0.020708831,0.44798717,0.91190404,0.7291826,0.9218464,-0.5419954,-0.6789041,-0.25437206,0.06508188,0.6092997,-0.18241364,0.17520986,0.7927495,0.49426252,-0.2878839,-0.032473993,-0.620003,1.2617639,0.8267074,-0.6733722,0.34438515,0.28232428,0.30463028,0.31302774,-0.5552991,0.9105502,1.1170872,-0.046272203,0.9250421,-0.055953212,-0.65241045
-0.58289164,-0.7626392,-0.15657128,-0.4308782,-0.51363033,-0.603817,-0.34578937,-0.7092818,0.79870147,-0.042929847,0.47340965,0.93773276,0.7505556,0.94898665,-0.5975034,-0.72889584,-0.29189408,0.018761588,0.60416067,-0.2555329,0.13313523,0.8019889,0.47999352,-0.35828823,-0.107161604,-0.67355514,1.2960929,0.83711314,-0.7228671,0.3199741,0.26936215,0.28352693,0.27718386,-0.61437935,0.92091846,1.1606693,-0.08969045,0.9500076,-0.09216015,-0.6799233
-0.63568795,-0.80125046,-0.196897,-0.47766322,-0.5699217,-0.65303266,-0.3719991,-0.7507617,0.8226618,-0.11681963,0.48362076,0.9809541,0.7626792,0.9661745,-0.6555304,-0.77974635,-0.34318548,-0.041160516,0.59121686,-0.32185033,0.10021636,0.8132255,0.4580181,-0.42361,-0.18038756,-0.7296461,1.3195555,0.8424808,-0.7711114,0.31562877,0.23684059,0.25121894,0.23471007,-0.65896565,0.93324965,1.1986604,-0.123782195,0.97078854,-0.116947785,-0.70356256
-0.6810207,-0.84618604,-0.21176222,-0.5276736,-0.6235346,-0.7040078,-0.41510737,-0.7902494,0.84782887,-0.17965075,0.48976386,1.0188054,0.7844234,0.9832572,-0.6996563,-0.8265429,-0.36969188,-0.11555904,0.5730134,-0.39762673,0.05644644,0.8343939,0.430997,-0.48849452,-0.24922714,-0.77466464,1.3438199,0.86802286,-0.80461174,0.290179,0.2084808,0.233466,0.19334596,-0.70708436,0.9522353,1.2280921,-0.15984373,1.0058291,-0.13859156,-0.7395243
-0.72543365,-0.88342565,-0.22053695,-0.5719388,-0.6739188,-0.74359816,-0.4430353,-0.8304139,0.87755036,-0.25944483,0.5219151,1.0502745,0.7938437,1.0067419,-0.7507843,-0.8684513,-0.40666798,-0.17735815,0.55859286,-0.45803818,0.003482908,0.8477914,0.40449458,-0.54276776,-0.30758905,-0.8170263,1.3765885,0.8709521,-0.84406203,0.2751559,0.1672963,0.22189131,0.1492847,-0.74974245,0.9563809,1.269357,-0.20453508,1.0106976,-0.1452317,-0.747975
-0.76921284,-0.9255309,-0.23801363,-0.6078505,-0.7144432,-0.79188293,-0.47657928,-0.86858535,0.91911703,-0.33531737,0.55338067,1.069173,0.8180827,1.0230252,-0.801221,-0.9080086,-0.4475402,-0.24479827,0.54213655,-0.5208824,-0.054908045,0.865719,0.38354123,-0.5960584,-0.36179507,-0.8559546,1.3906422,0.8947112,-0.88374436,0.24931006,0.12895554,0.20416154,0.112322465,-0.79490805,0.95554906,1.3045864,-0.25463107,1.0309722,-0.18007092,-0.779403
-0.8152405,-0.96372044,-0.22035931,-0.64590335,-0.7603461,-0.82062733,-0.5227193,-0.90532476,0.94670594,-0.39555007,0.574258,1.1167036,0.8275273,1.0420127,-0.83868986,-0.9406253,-0.47479203,-0.30503476,0.521761,-0.5772454,-0.09717705,0.8809573,0.3613083,-0.6418958,-0.4253731,-0.8981257,1.4107063,0.9172864,-0.92235744,0.20894869,0.08671972,0.18463323,0.064707585,-0.8334363,0.96358347,1.3285465,-0.2992116,1.048669,-0.18911418,-0.8131838
-0.8518019,-0.99024737,-0.24895194,-0.6844224,-0.7934646,-0.8571038,-0.55338275,-0.93483484,0.9787598,-0.45391995,0.62637687,1.1389526,0.8581453,1.0637912,-0.8824361,-0.9743732,-0.5077503,-0.3623206,0.5031273,-0.620407,-0.1330378,0.88934624,0.33997402,-0.6919751,-0.47762024,-0.9330836,1.4303409,0.9306978,-0.95289296,0.17156078,0.038417775,0.16940375,0.007826035,-0.86256516,0.9703245,1.3588791,-0.33704522,1.0722762,-0.22319186,-0.8528228
-0.8877402,-1.0236751,-0.27371347,-0.7162745,-0.831022,-0.8935349,-0.58187526,-0.96602756,1.0346044,-0.5096794,0.65977335,1.1652259,0.88473123,1.0899452,-0.91773874,-1.0076905,-0.54199696,-0.41917893,0.48135883,-0.6725114,-0.17093769,0.89733166,0.3074578,-0.7325955,-0.52928567,-0.96501935,1.45498,0.94313467,-0.9809736,0.14062205,-0.00017649838,0.15393463,-0.053498905,-0.8981555,0.9737013,1.3915628,-0.38093537,1.0943815,-0.25535706,-0.8782019
-0.9262497,-1.0642449,-0.2880855,-0.7426401,-0.8645368,-0.9306331,-0.602966,-0.9958915,1.0650669,-0.5539843,0.6882093,1.1934505,0.9088391,1.1233572,-0.95052236,-1.0399112,-0.5815891,-0.47273156,0.4603791,-0.7171682,-0.22082146,0.91748154,0.2892149,-0.7705119,-0.5826809,-0.997129,1.4696263,0.9567597,-1.0158386,0.10697186,-0.049318377,0.12955026,-0.1154814,-0.934729,0.98378336,1.4322904,-0.40677968,1.1116406,-0.28812164,-0.9004935
-0.95636195,-1.0842268,-0.3020225,-0.77350813,-0.89239866,-0.9644438,-0.6308684,-1.0233376,1.1154718,-0.6140627,0.7245256,1.21964,0.9293216,1.147979,-0.9809115,-1.0731317,-0.5921536,-0.52233124,0.42539656,-0.7636771,-0.27197874,0.93779445,0.25264162,-0.8089893,-0.63738275,-1.0240653,1.4908521,0.95783776,-1.0441352,0.07772885,-0.10835045,0.122265585,-0.18088934,-0.9614021,0.9885797,1.4444963,-0.44873336,1.1409373,-0.3252865,-0.9161946
-0.9824947,-1.1126997,-0.32764962,-0.8066277,-0.92543554,-0.99356055,-0.6551492,-1.0451866,1.1512163,-0.6650983,0.7553704,1.2388185,0.95681775,1.1677005,-1.0080447,-1.0998842,-0.623857,-0.57112795,0.3995942,-0.80732614,-0.3114822,0.94496673,0.21860474,-0.84482527,-0.6714914,-1.0481346,1.517863,0.96644896,-1.0671413,0.0383937,-0.16116118,0.11843637,-0.24999167,-0.9763286,0.9953241,1.4828268,-0.48972163,1.1680663,-0.33179674,-0.93280286
-1.0104197,-1.1358129,-0.3586969,-0.83667725,-0.94798946,-1.024289,-0.65679616,-1.0716244,1.1997663,-0.70382935,0.7847157,1.2644255,0.9791827,1.1910969,-1.0328362,-1.1239092,-0.66008776,-0.6234097,0.36971357,-0.84748393,-0.36106396,0.9586784,0.17837204,-0.87810296,-0.70828635,-1.0768691,1.5431755,0.9825779,-1.086291,-0.001884178,-0.20947036,0.10527983,-0.30974585,-1.0019414,1.0103387,1.5211607,-0.5247438,1.2021925,-0.3649918,-0.9605832
-1.039338,-1.1567216,-0.36767954,-0.8645485,-0.9814512,-1.0477473,-0.67744553,-1.0938076,1.244682,-0.7386065,0.82763636,1.2892784,0.9951731,1.2032323,-1.0583583,-1.1479176,-0.6789934,-0.66905016,0.31635594,-0.88243896,-0.40517533,0.95898396,0.14451809,-0.910174,-0.74281377,-1.0989898,1.5611583,0.996012,-1.1129975,-0.035386615,-0.2487997,0.08879189,-0.36254486,-1.0321859,1.0174762,1.5427916,-0.56239176,1.222325,-0.39065298,-0.9906102
-1.0648959,-1.175637,-0.3887101,-0.8757181,-1.0052127,-1.0707655,-0.68999493,-1.1202065,1.2726384,-0.7778918,0.86460805,1.311547,1.0078144,1.22575,-1.0841559,-1.1709913,-0.69770926,-0.71427107,0.26849172,-0.91166013,-0.43853834,0.9764055,0.1191977,-0.9403582,-0.7908729,-1.12373,1.5771469,1.0106727,-1.1291931,-0.07560873,-0.3118782,0.067393206,-0.4183592,-1.0508177,1.0303186,1.5880295,-0.60776234,1.2589625,-0.4100818,-1.009119
-1.089766,-1.196501,-0.4122954,-0.89835167,-1.0245298,-1.0851662,-0.7111854,-1.1380671,1.2787583,-0.8118311,0.90128887,1.3490791,1.0254061,1.2517036,-1.1074383,-1.193238,-0.702327,-0.74787444,0.21676916,-0.94072723,-0.47726357,0.99694556,0.07736638,-0.97287107,-0.8291088,-1.146392,1.582892,1.0231857,-1.1482686,-0.12991336,-0.35831848,0.046883147,-0.47337967,-1.0746583,1.032142,1.6082743,-0.6361763,1.2815777,-0.43357474,-1.0212363
-1.1132915,-1.2005534,-0.44022262,-0.92793113,-1.050068,-1.1106708,-0.7269081,-1.160781,1.3115029,-0.8477967,0.93133336,1.3702509,1.0486711,1.2680235,-1.1207643,-1.2223219,-0.706277,-0.7848814,0.16459158,-0.9753478,-0.51404333,1.0153869,0.027637852,-1.0032696,-0.8641648,-1.169224,1.5986648,1.0430013,-1.1687691,-0.16526093,-0.40474784,0.042603552,-0.5231137,-1.0883313,1.0408283,1.6319922,-0.66699976,1.3073016,-0.45752496,-1.0430883
-1.1379843,-1.2145672,-0.46315783,-0.9549984,-1.0721364,-1.1338301,-0.74622786,-1.1746914,1.3700136,-0.8801546,0.9746815,1.3793392,1.0741434,1.287079,-1.1431506,-1.2420982,-0.7124368,-0.81760055,0.09827653,-0.997614,-0.5384607,1.0226249,-0.03101851,-1.0332334,-0.8952966,-1.2047827,1.6176316,1.0477347,-1.1884788,-0.20426387,-0.44581282,0.011623511,-0.57136106,-1.1038105,1.0445926,1.656591,-0.69750875,1.3362578,-0.47785148,-1.0601704
-1.1566832,-1.2296107,-0.4685998,-0.98346645,-1.0979975,-1.1563181,-0.76038814,-1.1825093,1.4073957,-0.9166398,1.0143596,1.4163791,1.0847156,1.3149478,-1.1608671,-1.2613425,-0.71771634,-0.8509353,0.034853477,-1.029539,-0.57147795,1.0347733,-0.092342,-1.0601661,-0.920362,-1.2239406,1.6327643,1.0496184,-1.2080292,-0.25035965,-0.4806442,-0.0007090692,-0.6240495,-1.1210166,1.04702,1.6813799,-0.71709764,1.3517739,-0.4962291,-1.0799176
-1.1761067,-1.2472053,-0.48498946,-0.9990729,-1.1282326,-1.1775237,-0.7816657,-1.2024635,1.4412035,-0.939332,1.051768,1.4395125,1.102238,1.3241972,-1.1843269,-1.2841946,-0.7353806,-0.8825107,-0.03009021,-1.0556755,-0.6092818,1.0458864,-0.14407036,-1.0852202,-0.9549768,-1.2420576,1.6468642,1.0661452,-1.2210134,-0.2932067,-0.5195174,-0.010005654,-0.67094374,-1.1517454,1.0536202,1.6979979,-0.7473148,1.3697078,-0.5277614,-1.0962948
-1.195271,-1.264505,-0.50863403,-1.0164675,-1.1429105,-1.1973847,-0.81929314,-1.2222809,1.4638934,-0.9703681,1.1023039,1.4684007,1.1186934,1.3354304,-1.2049326,-1.3025185,-0.7509636,-0.9092147,-0.105851874,-1.0836235,-0.64212847,1.0588466,-0.19745243,-1.1076945,-0.988228,-1.2601641,1.651801,1.0860009,-1.2350255,-0.3319112,-0.5547626,-0.038650103,-0.71362025,-1.1705798,1.0655769,1.735867,-0.762622,1.3954419,-0.5503216,-1.1154171
-1.2153364,-1.2815163,-0.54232395,-1.0360693,-1.1597804,-1.2167681,-0.843703,-1.2415897,1.4970909,-0.9958693,1.1429346,1.4903276,1.1495079,1.3505123,-1.2236911,-1.3249042,-0.76655245,-0.9313411,-0.1828195,-1.1091405,-0.6711226,1.0705981,-0.24175487,-1.1270802,-1.0118605,-1.2781,1.6643913,1.1019988,-1.2549077,-0.37100592,-0.6030105,-0.056611266,-0.75203466,-1.1880604,1.068462,1.7516748,-0.79164135,1.4025438,-0.573803,-1.1326612
-1.234873,-1.2986948,-0.5653866,-1.0618203,-1.1781752,-1.2356998,-0.85576415,-1.2632357,1.5080646,-1.0208769,1.1902574,1.5216465,1.1658167,1.3589786,-1.2485282,-1.3412347,-0.7876427,-0.9625547,-0.26041794,-1.1220129,-0.6952168,1.0724889,-0.29411367,-1.1477892,-1.0338938,-1.2959249,1.6846349,1.1275431,-1.2730298,-0.41202387,-0.6490945,-0.07205162,-0.7922802,-1.2062428,1.0858735,1.7816167,-0.8087407,1.4356309,-0.5989678,-1.1515869
-1.2616813,-1.3151186,-0.5816957,-1.0873647,-1.1962773,-1.2542037,-0.88261026,-1.2895944,1.5464865,-1.0503228,1.2174706,1.5408849,1.1905053,1.388316,-1.2628056,-1.3572439,-0.79490787,-0.98847187,-0.33146456,-1.1424574,-0.7229167,1.0877426,-0.34897387,-1.1697822,-1.0526556,-1.3131331,1.7067356,1.1411608,-1.2907653,-0.43740144,-0.68173766,-0.09037042,-0.8317489,-1.2173252,1.100338,1.8123403,-0.83204806,1.4551516,-0.62831885,-1.1697806
-1.2800239,-1.3312844,-0.594789,-1.1131016,-1.2092857,-1.2723022,-0.8973408,-1.306149,1.5772923,-1.068888,1.251631,1.5501881,1.214689,1.4098423,-1.2795273,-1.3729948,-0.7872715,-1.012656,-0.3948707,-1.1612005,-0.75047284,1.1060358,-0.40564382,-1.1906047,-1.0824231,-1.3303146,1.7349094,1.1675509,-1.3059042,-0.47349936,-0.71181166,-0.1228128,-0.867101,-1.231063,1.1005905,1.8215805,-0.86214006,1.4647732,-0.6393334,-1.1957191
-1.2969574,-1.3472012,-0.6289331,-1.1343507,-1.216915,-1.290016,-0.9238214,-1.3198688,1.5971383,-1.0861208,1.2934524,1.56081,1.2430326,1.4309659,-1.2970141,-1.3884976,-0.8075277,-1.0363454,-0.45999238,-1.1863234,-0.76366794,1.1303025,-0.45492136,-1.2096469,-1.1052898,-1.3468399,1.7456282,1.1896774,-1.320368,-0.5132842,-0.7475244,-0.14452083,-0.8997994,-1.2486876,1.1143547,1.840863,-0.8881922,1.4925112,-0.6613246,-1.2178546
-1.3135949,-1.3552247,-0.64958066,-1.160041,-1.2283148,-1.3073655,-0.9298531,-1.3357366,1.6209749,-1.1068238,1.3349607,1.579683,1.2692313,1.4514202,-1.3141524,-1.4038779,-0.8135798,-1.0630443,-0.524414,-1.2022984,-0.7795669,1.1481357,-0.50881153,-1.2294339,-1.1227326,-1.3630639,1.7549192,1.1940235,-1.3515539,-0.54338723,-0.7786889,-0.1648654,-0.9211472,-1.2717426,1.1425302,1.8397847,-0.9118057,1.5179133,-0.6992508,-1.2341313
-1.3220413,-1.3580881,-0.6650193,-1.1793311,-1.2461021,-1.3164202,-0.93359816,-1.3551147,1.6384717,-1.1284697,1.3565624,1.588456,1.2869643,1.4617319,-1.325632,-1.4215512,-0.8184512,-1.075389,-0.58253294,-1.224444,-0.79808176,1.1602767,-0.56050396,-1.2497361,-1.1428357,-1.3849001,1.7746838,1.1989913,-1.3659797,-0.5817487,-0.8044002,-0.19589132,-0.9473029,-1.288403,1.1468319,1.8553202,-0.9367344,1.5269791,-0.70990753,-1.2452977
-1.3187679,-1.3738494,-0.68041724,-1.1974258,-1.262821,-1.3332629,-0.96750385,-1.3537728,1.6639465,-1.1479635,1.3625611,1.6099423,1.3056521,1.4600344,-1.3422985,-1.4387375,-0.84789264,-1.0944469,-0.64087534,-1.2397593,-0.8088773,1.1671919,-0.60243064,-1.272234,-1.1605839,-1.3993088,1.7829688,1.2215054,-1.3802835,-0.61979556,-0.8281521,-0.2265769,-0.9782893,-1.3044732,1.1640966,1.8705206,-0.943202,1.5596275,-0.7239079,-1.2545912
-1.3347142,-1.3893591,-0.7015736,-1.2128764,-1.2793056,-1.3497897,-0.9759401,-1.3681159,1.7011054,-1.1670845,1.385624,1.6377784,1.3207002,1.4654982,-1.3587071,-1.4527005,-0.86784726,-1.1119452,-0.6853619,-1.268229,-0.82963043,1.1710013,-0.63662845,-1.2898773,-1.1890153,-1.4137285,1.7961267,1.232231,-1.4063412,-0.65227115,-0.853904,-0.24830268,-1.0104344,-1.325454,1.1712066,1.8899084,-0.9574932,1.57094,-0.7430289,-1.2567725
-1.3504447,-1.4128605,-0.7126765,-1.234224,-1.2955606,-1.3660108,-0.98655033,-1.3754243,1.7194118,-1.1821886,1.4175754,1.6550831,1.333938,1.4883922,-1.3748131,-1.4665148,-0.8730112,-1.1280407,-0.7294724,-1.2984716,-0.8548884,1.1740761,-0.6768664,-1.3071622,-1.2160958,-1.4167775,1.8060353,1.2627144,-1.4182785,-0.6869408,-0.88617396,-0.27107385,-1.0345794,-1.3416418,1.1792388,1.8921679,-0.9948947,1.6000408,-0.76319087,-1.272366
-1.3758065,-1.4265949,-0.73732245,-1.2508572,-1.3115908,-1.3819406,-0.9967314,-1.3896683,1.7566751,-1.1962653,1.4355502,1.6855232,1.3380781,1.5122244,-1.3906306,-1.480183,-0.90312386,-1.1481247,-0.775136,-1.3139305,-0.86543256,1.1896594,-0.7234337,-1.3267651,-1.2330092,-1.4308828,1.8178746,1.2758479,-1.4328357,-0.72347206,-0.88979274,-0.31361988,-1.0551165,-1.3563136,1.1798791,1.9241619,-1.0026088,1.6070302,-0.7775732,-1.2878169
-1.3908598,-1.440219,-0.7576244,-1.2672753,-1.3274018,-1.3877414,-1.011838,-1.4038454,1.7874639,-1.2147232,1.4669182,1.6988597,1.3707498,1.5375792,-1.4116184,-1.5004966,-0.9256636,-1.1678311,-0.8172732,-1.3270097,-0.8820153,1.2089986,-0.757033,-1.3441528,-1.2447572,-1.4448429,1.8324738,1.2919608,-1.4449071,-0.76204437,-0.90868175,-0.34810618,-1.0741818,-1.3708493,1.1955639,1.9308604,-1.0321429,1.6310133,-0.79599375,-1.2790496
-1.4043556,-1.4431816,-0.78827137,-1.2834812,-1.3297269,-1.3967601,-1.0266995,-1.4178911,1.7940736,-1.232895,1.5031528,1.7147954,1.4031152,1.5535156,-1.4262476,-1.4910471,-0.93992335,-1.1864194,-0.8432718,-1.339901,-0.89932495,1.2226261,-0.78770286,-1.354349,-1.2548234,-1.4665399,1.8414347,1.314664,-1.4566736,-0.79292953,-0.93057716,-0.36043534,-1.0925376,-1.3852484,1.2074947,1.9435978,-1.0450879,1.6570807,-0.82531464,-1.2902083
-1.4177732,-1.4374809,-0.79994905,-1.2994789,-1.3352855,-1.4122145,-1.0439346,-1.4284132,1.8068517,-1.253528,1.531011,1.7302923,1.4265518,1.5672431,-1.4406555,-1.5013798,-0.9389105,-1.2067083,-0.87988096,-1.3528087,-0.91779137,1.2414113,-0.82418895,-1.3668216,-1.2704482,-1.4817901,1.8581693,1.3338867,-1.4684569,-0.82121974,-0.95781213,-0.37496427,-1.1160767,-1.3995115,1.2415482,1.9514961,-1.0620729,1.6656585,-0.85288143,-1.302546
