wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.17876963,0.3659004,0.51206094,0.2036799,0.006552436,0.5012993,0.052293435,0.014661202,0.2645297,0.0054050107,0.009852539,0.043348227,0.06783083,0.09050616,0.64464104,0.0022592908,0.041070905,0.0027709492,0.3867623,0.6157079,0.012102785,0.0070988447,0.55947125,0.054531198,0.032944012,0.006729874,0.004842258,0.024454163,0.10516266,0.06432068,0.024643507,0.026431173,0.013287715,0.022950258,0.06721391,0.005646144,0.07166906,0.18456765,0.014698756,0.042386137,0.09093672,0.34536666,0.04789997
0.16825016,0.35504985,0.4981878,0.1938775,0.003432242,0.4820391,0.048700694,0.008155621,0.25397557,0.0026921756,0.0054977643,0.029793294,0.053613026,0.07191143,0.63003796,0.0009928793,0.028624577,0.0012317908,0.36367944,0.60760576,0.00720906,0.0036575515,0.54704416,0.0461312,0.022546807,0.0036495994,0.002340154,0.016062398,0.08575627,0.05081382,0.015948173,0.01705291,0.007739407,0.015566378,0.054904617,0.0029545047,0.07519959,0.1521675,0.009704182,0.033618916,0.073323146,0.31538358,0.03947785
0.15614715,0.34557107,0.4865731,0.18392862,0.0016996558,0.46873763,0.043896757,0.0042721247,0.24279015,0.0012503291,0.0028895866,0.019582883,0.041492242,0.05769951,0.6151418,0.00040250443,0.018814322,0.00050789386,0.34308788,0.599876,0.004105971,0.0017287122,0.53471,0.039063595,0.014746705,0.0018898519,0.0010512248,0.010236603,0.06746576,0.03699529,0.0098707955,0.010488348,0.0042110234,0.009776019,0.0460632,0.0014155387,0.0679684,0.1271068,0.00623714,0.026346348,0.058687016,0.28747648,0.03187976
0.14748788,0.33940554,0.47588655,0.17888837,0.0007839765,0.4551029,0.043017372,0.0021095155,0.2334462,0.00054448517,0.0014418649,0.01233981,0.032241486,0.046984307,0.6040325,0.00015073275,0.012064468,0.00019358893,0.32173312,0.5898808,0.0022282081,0.0007582706,0.5211741,0.034266405,0.009133788,0.0009153837,0.00043917223,0.0062389895,0.052198835,0.027171895,0.0058016707,0.0060528447,0.002142157,0.0057880194,0.038433004,0.0006315443,0.068444036,0.10472204,0.0038186584,0.019990297,0.046796758,0.2642245,0.02662961
0.14125432,0.32913223,0.46402717,0.1723428,0.00033593012,0.444712,0.041421868,0.0009828588,0.22522752,0.0002203446,0.00067688915,0.0074128774,0.02448083,0.03861825,0.591395,5.1555766e-05,0.0072557745,6.80344e-05,0.30216107,0.5820341,0.001151903,0.00030831847,0.5096628,0.029854387,0.005406046,0.0004216199,0.00017031294,0.0036950742,0.039767507,0.018826526,0.003239109,0.0032588185,0.0010114852,0.0032271119,0.03031801,0.00025952817,0.07124056,0.08481309,0.002277882,0.015287355,0.036205713,0.24452808,0.02106822
0.13523377,0.3222848,0.45303863,0.1661166,0.00013293214,0.4356315,0.040220764,0.00042720675,0.21461517,8.237347e-05,0.00029700392,0.0042344737,0.018164827,0.031755175,0.5793799,1.6055574e-05,0.0041696792,2.1852919e-05,0.28066173,0.57521105,0.0005643945,0.000115416566,0.4987845,0.026930781,0.002979842,0.00018126695,6.0907303e-05,0.0020822966,0.029673051,0.012591037,0.0017053741,0.0016302043,0.0004454588,0.0016177023,0.024062244,9.868281e-05,0.06981537,0.0682406,0.0012921685,0.011375443,0.027612476,0.22489585,0.016394312
0.1315512,0.31392676,0.44324896,0.16025794,4.8546364e-05,0.42428625,0.038630355,0.00017259586,0.20649816,2.8388462e-05,0.000121504185,0.002305214,0.012993926,0.027247911,0.5674086,4.5240736e-06,0.0022790462,6.384779e-06,0.26365617,0.5687934,0.00025976577,3.9807448e-05,0.48802277,0.023955794,0.0015419323,7.2608236e-05,1.9977193e-05,0.0011210949,0.021657297,0.008069765,0.00085078547,0.0007660827,0.0001814552,0.00076682126,0.018384648,3.4537887e-05,0.068607815,0.054005302,0.0007060959,0.008597788,0.02059713,0.20836264,0.012558864
0.12486488,0.3059584,0.4343434,0.15486695,1.630251e-05,0.41240802,0.039387207,6.4902764e-05,0.20156665,8.965005e-06,4.61499e-05,0.001193925,0.008881985,0.02544464,0.56033665,1.148436e-06,0.0011796841,1.6859312e-06,0.24478954,0.56003857,0.00011219743,1.2547116e-05,0.4758412,0.022376988,0.0007458792,2.6932483e-05,5.9822237e-06,0.00057052413,0.015657092,0.0048974887,0.00039901177,0.0003361199,6.874006e-05,0.00033461128,0.013699248,1.1054476e-05,0.06850437,0.043704897,0.00036427486,0.006115579,0.015209484,0.19839466,0.008965651
0.119824335,0.2975655,0.42572713,0.14974909,5.0022804e-06,0.4017558,0.038410448,2.2576134e-05,0.19708845,2.5776626e-06,1.6211061e-05,0.0005856865,0.0058009415,0.02195737,0.5504924,2.603849e-07,0.00057383993,3.995194e-07,0.22589494,0.5545473,4.5314904e-05,3.598147e-06,0.46631718,0.020646939,0.00033513727,9.2270975e-06,1.6241173e-06,0.00027580647,0.011235036,0.0028570856,0.00017566673,0.0001370842,2.4032659e-05,0.0001347577,0.0092335995,3.2257312e-06,0.070249334,0.035421424,0.00017870333,0.0042177024,0.010953181,0.18475014,0.0061516743
0.114680156,0.28997752,0.4165071,0.14681663,1.3948154e-06,0.39448243,0.036696773,7.2203393e-06,0.18843293,6.705666e-07,5.2352593e-06,0.00027111697,0.0036511782,0.01983565,0.53997034,5.2347687e-08,0.00026332922,8.42691e-08,0.20938261,0.5489921,1.7003182e-05,9.3296836e-07,0.45660982,0.019849563,0.00013968552,2.8995712e-06,3.9699512e-07,0.00012566677,0.0076660295,0.0015545274,7.229723e-05,5.1900413e-05,7.715177e-06,5.033589e-05,0.0060459864,8.5231227e-07,0.069095165,0.027283775,8.2734e-05,0.0027797262,0.007649612,0.17549703,0.0038002904
0.11004297,0.2827546,0.40909326,0.14276183,3.5119e-07,0.38527238,0.03690183,2.1095555e-06,0.18170251,1.5665101e-07,1.5453214e-06,0.00011804607,0.0021765595,0.020309092,0.53245646,9.2486e-09,0.000113169495,1.5685591e-08,0.19301896,0.5418348,5.9033114e-06,2.1714263e-07,0.44584012,0.019747952,5.3959768e-05,8.3102344e-07,8.66963e-08,5.3826447e-05,0.0051644165,0.0007993868,2.7722443e-05,1.8156115e-05,2.2608845e-06,1.734176e-05,0.0038646352,2.0245716e-07,0.06904541,0.022028085,3.611231e-05,0.0018030908,0.00520999,0.16645697,0.0021523798
0.10561987,0.27741608,0.40075326,0.13754958,7.923641e-08,0.3771172,0.03604357,5.5957344e-07,0.18051165,3.259742e-08,4.1416692e-07,4.8165835e-05,0.0012487189,0.017865151,0.5234858,1.4219846e-09,4.527249e-05,2.5521187e-09,0.17799893,0.5365745,1.885371e-06,4.5002178e-08,0.4365352,0.01849838,1.9313547e-05,2.1572085e-07,1.6770253e-08,2.1560005e-05,0.0033546041,0.00038773209,9.851803e-06,5.8404257e-06,6.0115786e-07,5.4926772e-06,0.0023064928,4.2898506e-08,0.06773905,0.017256346,1.4769477e-05,0.0011157317,0.003463046,0.15852243,0.0011245686
0.10367025,0.26994848,0.3933841,0.131727,1.589092e-08,0.36975172,0.035296608,1.3373348e-07,0.17424645,5.9895537e-09,1.0007236e-07,1.8315404e-05,0.0006750875,0.016665962,0.5145667,1.8823562e-10,1.6856984e-05,3.5923076e-10,0.16225566,0.5324988,5.505647e-07,8.231596e-09,0.4281417,0.01848967,6.3556668e-06,5.0352764e-08,2.8471052e-09,8.052104e-06,0.0021082726,0.00017603833,3.2289126e-06,1.7183445e-06,1.440103e-07,1.5895349e-06,0.0012745153,8.037748e-09,0.06666812,0.013870872,5.6291974e-06,0.00065769575,0.002208595,0.15306315,0.0005154972
0.09962013,0.26533902,0.3840019,0.13139234,2.8074094e-09,0.3601071,0.034342844,2.8563901e-08,0.16951086,9.625168e-10,2.162729e-08,6.460185e-06,0.0003481755,0.016321529,0.5066297,2.120353e-11,5.80442e-06,4.325093e-11,0.14958678,0.5284215,1.4602713e-07,1.3163903e-09,0.42016953,0.017900154,1.9166125e-06,1.0482841e-08,4.1996867e-10,2.7884562e-06,0.0012636197,7.466243e-05,9.700457e-07,4.5928405e-07,3.0831842e-08,4.1750528e-07,0.00065190846,1.3192437e-09,0.066072375,0.011065854,1.9894194e-06,0.00036645503,0.0013589974,0.14517434,0.00021785016
0.096994825,0.25803754,0.3764195,0.12747331,4.3264423e-10,0.35353565,0.03434651,5.4060716e-09,0.1618651,1.3387205e-10,4.145221e-09,2.101776e-06,0.0001694815,0.015932154,0.49943277,2.0065202e-12,1.8378014e-06,4.399393e-12,0.13654041,0.52304876,3.4925794e-08,1.8212701e-10,0.41161183,0.016745433,5.2621334e-07,1.9296167e-09,5.3235864e-11,8.891132e-07,0.0007329259,2.9696157e-05,2.6545086e-07,1.1075313e-07,5.8495724e-09,9.877124e-08,0.0003090466,1.8773312e-10,0.06404698,0.008964928,6.4902736e-07,0.00019838176,0.0008130945,0.13821657,8.35593e-05
0.092220314,0.25177634,0.3691014,0.123618394,5.754104e-11,0.34691945,0.033333972,8.981114e-10,0.15834865,1.5932882e-11,6.9809e-10,6.270476e-07,7.788444e-05,0.014860122,0.49116713,1.5729078e-13,5.321185e-07,3.7297766e-13,0.12407488,0.51890796,7.473295e-09,2.155243e-11,0.40322673,0.016523525,1.306752e-07,3.110522e-10,5.7298923e-12,2.597419e-07,0.00040075489,1.09530665e-05,6.568961e-08,2.3906203e-08,9.743308e-10,2.0887292e-08,0.00013574654,2.2903714e-11,0.061337553,0.006907673,1.9407811e-07,9.989339e-05,0.0004643194,0.13189901,2.9368519e-05
0.08972574,0.2467073,0.36223778,0.12097103,6.527879e-12,0.33947748,0.032058205,1.2963414e-10,0.15453215,1.6025748e-12,1.022585e-10,1.70412e-07,3.3711665e-05,0.013824462,0.48526695,1.00575845e-14,1.3996387e-07,2.596701e-14,0.11203941,0.513711,1.4183104e-09,2.154416e-12,0.3945208,0.01603983,2.912679e-08,4.3456627e-11,5.168181e-13,6.902332e-08,0.00020802423,3.7444797e-06,1.4588788e-08,4.5801474e-09,1.410324e-10,3.9139896e-09,5.5124085e-05,2.3664105e-12,0.060359094,0.00524376,5.2871556e-08,4.7316953e-05,0.0002533185,0.123433515,9.465622e-06
0.08744397,0.23955014,0.35400134,0.1180235,6.236945e-13,0.33348233,0.031380843,1.6077398e-11,0.1502355,1.3438531e-13,1.2886062e-11,4.1888807e-08,1.3673779e-05,0.013302291,0.4783301,5.157771e-16,3.320477e-08,1.4606168e-15,0.10089413,0.5104545,2.3652716e-10,1.7945103e-13,0.38727963,0.014779066,5.7792313e-09,5.202502e-12,3.850633e-14,1.6562131e-08,0.00010194658,1.1775588e-06,2.883431e-09,7.716389e-10,1.7544318e-11,6.438089e-10,2.06948e-05,2.0429958e-13,0.058434006,0.0039066905,1.3029733e-08,2.1133636e-05,0.00013198305,0.12115865,2.7862234e-06
0.08431942,0.23607934,0.34791398,0.11403222,4.94893e-14,0.3293539,0.031111537,1.6925542e-12,0.14644028,9.256012e-15,1.3802127e-12,9.241603e-09,5.1746156e-06,0.012744686,0.47278252,2.0821693e-17,7.049329e-09,6.5200136e-17,0.09094251,0.5049505,3.4309545e-11,1.22702065e-14,0.37840387,0.015651848,1.0115678e-09,5.271358e-13,2.3328164e-15,3.5601562e-09,4.7133763e-05,3.3880747e-07,5.0260174e-10,1.13170744e-10,1.8530774e-12,9.2009254e-11,7.203417e-06,1.4523061e-14,0.05752693,0.0029043553,2.8825724e-09,8.87529e-06,6.555763e-05,0.11913591,7.453005e-07
0.08291372,0.23017769,0.34120107,0.11081255,3.2117977e-15,0.32389382,0.029759718,1.4925698e-13,0.14243525,5.151496e-16,1.2401239e-13,1.8146442e-09,1.8188954e-06,0.012277218,0.46652701,6.4823006e-19,1.3278154e-09,2.2645904e-18,0.081161015,0.5009878,4.281138e-12,6.7752376e-16,0.3706184,0.015274328,1.5466615e-10,4.4597017e-14,1.1294332e-16,6.797184e-10,2.0479229e-05,8.860043e-08,7.650116e-11,1.4290777e-11,1.6399692e-13,1.1297627e-11,2.3060938e-06,8.3649713e-16,0.05738266,0.0020391005,5.676765e-10,3.474496e-06,3.0733023e-05,0.11381807,1.8000223e-07
0.08006546,0.22587822,0.33591023,0.10824033,1.676447e-16,0.31694946,0.029153462,1.0866359e-14,0.13813753,2.2755054e-17,9.21355e-15,3.1424405e-10,5.903675e-07,0.011638083,0.46045977,1.52135e-20,2.1983293e-10,5.9881647e-20,0.073008366,0.4974877,4.5400427e-13,2.9671038e-17,0.36310223,0.015161345,2.0436534e-11,3.1040194e-15,4.287365e-18,1.14195944e-10,8.317267e-06,2.0905196e-08,1.0059254e-11,1.5351886e-12,1.1985795e-14,1.1773929e-12,6.7604316e-07,3.8352897e-17,0.056000102,0.0013963096,9.861787e-11,1.2667246e-06,1.3624513e-05,0.10844744,3.896659e-08
0.0757846,0.22068639,0.32993603,0.106608234,6.9090604e-18,0.31119823,0.029545918,6.4280303e-16,0.13470405,7.820948e-19,5.5716684e-16,4.751873e-11,1.7589113e-07,0.011127706,0.45512277,2.6245937e-22,3.166513e-11,1.1767163e-21,0.0649676,0.4934132,4.038127e-14,1.0102939e-18,0.35553807,0.014368003,2.306474e-12,1.74871e-16,1.2494889e-19,1.6712092e-11,3.1500117e-06,4.415192e-09,1.1293289e-12,1.3846963e-13,7.1200907e-16,1.0276453e-13,1.8031416e-07,1.3727539e-18,0.055233326,0.0008873467,1.4963773e-11,4.273164e-07,5.6700364e-06,0.10503007,7.498447e-09
0.07475035,0.21434171,0.32208645,0.102773845,2.20291e-19,0.30581334,0.029202254,3.0361456e-17,0.12992705,2.0463576e-20,2.6953826e-17,6.2071437e-12,4.7791566e-08,0.01048437,0.44832382,3.2361687e-24,3.924408e-12,1.6728767e-23,0.057299513,0.49042705,2.9692285e-15,2.6166222e-20,0.34898856,0.013247143,2.1951901e-13,7.833024e-18,2.7313425e-21,2.1070866e-12,1.1057247e-06,8.275324e-10,1.068728e-13,1.0337159e-14,3.3784207e-17,7.4031645e-15,4.3460123e-08,3.7540584e-20,0.05214099,0.0005234553,1.9618996e-12,1.3270959e-07,2.2077063e-06,0.10229241,1.2709643e-09
0.07192363,0.2114683,0.31728232,0.0995055,5.3131753e-21,0.30198228,0.02734778,1.1232159e-18,0.1270508,3.9785754e-22,1.0234314e-18,6.9220324e-13,1.1758414e-08,0.009977809,0.44365272,2.7637332e-26,4.134306e-13,1.6697705e-25,0.05067112,0.48533925,1.7765309e-16,5.0310035e-22,0.33995292,0.0131882755,1.7374523e-14,2.735397e-19,4.364118e-23,2.2614434e-13,3.5820761e-07,1.3635412e-10,8.406685e-15,6.287428e-16,1.256059e-18,4.3321304e-16,9.3942605e-09,7.6590685e-22,0.052580908,0.00028537711,2.1966405e-13,3.7702748e-08,7.999617e-07,0.09841261,1.8785382e-10
0.07074616,0.20595221,0.30999973,0.097716175,9.4549826e-23,0.2946408,0.027611943,3.1862522e-20,0.12490496,5.595045e-24,2.9865837e-20,6.505913e-14,2.599484e-09,0.010475513,0.43888828,1.578085e-28,3.6535482e-14,1.1315112e-27,0.044451803,0.48277017,8.499987e-18,6.98958e-24,0.33294177,0.013690325,1.1262395e-15,7.287195e-21,4.952066e-25,2.0391204e-14,1.0649943e-07,1.9550458e-11,5.412925e-16,3.0625002e-17,3.5823968e-20,2.0233524e-17,1.8058888e-09,1.1353221e-23,0.04899341,0.0001480973,2.0735648e-14,9.7339425e-09,2.6847815e-07,0.0942847,2.3948692e-11
0.06802509,0.2012272,0.30411696,0.09629805,1.2074387e-24,0.28960633,0.026112122,6.7697327e-22,0.12089715,5.522853e-26,6.544464e-22,5.0817704e-15,5.1206855e-10,0.009917142,0.4321049,5.78908e-31,2.6694296e-15,5.0120713e-30,0.038886305,0.4797671,3.190615e-19,6.8081445e-26,0.32573983,0.013592618,5.8795244e-17,1.4457962e-22,3.8641015e-27,1.5227386e-15,2.885594e-08,2.4121922e-12,2.8053304e-17,1.1721012e-18,7.6563886e-22,7.3984187e-19,3.0588077e-10,1.1871596e-25,0.050735943,6.966499e-05,1.6272929e-15,2.266806e-09,8.2944425e-08,0.09107839,2.6021863e-12
0.06776919,0.1974428,0.29913867,0.092496,1.0727551e-26,0.28463992,0.025785826,1.04957044e-23,0.11704918,3.6997497e-28,1.04943326e-23,3.248445e-16,8.906836e-11,0.008920636,0.4291061,1.3037927e-33,1.5871613e-16,1.3901449e-32,0.033736054,0.47611755,9.199817e-21,4.49463e-28,0.31857666,0.012762397,2.426847e-18,2.0799852e-24,1.9995552e-29,9.2706624e-17,7.077948e-09,2.5301977e-13,1.1488202e-18,3.4518182e-20,1.19470365e-23,2.0732246e-20,4.5195684e-11,8.471908e-28,0.04873289,3.0251369e-05,1.0455375e-16,4.7235116e-10,2.3440558e-08,0.089600824,2.3786553e-13
0.065588355,0.19391517,0.29282415,0.09173573,6.40397e-29,0.28195447,0.024853889,1.1533998e-25,0.116280235,1.6193292e-30,1.1965692e-25,1.6709518e-17,1.3545022e-11,0.008691688,0.4240182,1.7111364e-36,7.546713e-18,2.2984455e-35,0.028962312,0.47159368,1.990666e-22,1.9358797e-30,0.31048432,0.012527676,7.760914e-20,2.1060944e-26,6.585868e-32,4.5228482e-18,1.559999e-09,2.2264967e-14,3.6424023e-20,7.6431337e-22,1.3221707e-25,4.3486123e-22,5.7619955e-12,3.9751514e-30,0.04814757,1.228211e-05,5.4079315e-18,8.730822e-11,6.019162e-09,0.08886651,1.8033318e-14
0.06420464,0.18885966,0.28700343,0.088706054,2.4696346e-31,0.27721494,0.02481394,8.696518e-28,0.1123407,4.43538e-33,9.394244e-28,6.7893465e-19,1.7816593e-12,0.008776922,0.417326,1.23188e-39,2.8151782e-19,2.1403197e-38,0.024636501,0.46951556,3.1498177e-24,5.209184e-33,0.3038363,0.013046063,1.8802243e-21,1.4516288e-28,1.3175305e-34,1.734988e-19,3.063358e-10,1.6199881e-15,8.742106e-22,1.2401711e-23,1.0046317e-27,6.650923e-24,6.263245e-13,1.17566685e-32,0.04703112,4.599575e-06,2.210583e-19,1.4179483e-11,1.3939027e-09,0.08478465,1.1163512e-15
0.062335804,0.18523698,0.2817685,0.0874395,5.8834466e-34,0.27343145,0.0233017,4.3371916e-30,0.10886833,7.236725e-36,4.89804e-30,2.1349923e-20,2.0034092e-13,0.008013133,0.4134326,4.53e-43,8.0665425e-21,1.0504e-41,0.020591939,0.46638998,3.5408848e-26,8.333865e-36,0.295651,0.011689962,3.366152e-23,6.559193e-31,1.5170183e-37,5.1248908e-21,5.311376e-11,9.592285e-17,1.5491802e-23,1.4330244e-25,5.053088e-30,7.2038815e-26,5.7295755e-14,2.0884114e-35,0.044546492,1.585894e-06,6.997051e-21,2.002614e-12,2.887759e-10,0.08586996,5.547248e-17
0.061408166,0.18175513,0.2768676,0.08615741,8.22586e-37,0.26851362,0.023621436,1.3726588e-32,0.106460944,6.644114e-39,1.6279784e-32,5.0800204e-22,1.9013474e-14,0.007533306,0.4101457,0.0,1.734404e-22,3e-45,0.01727178,0.46269247,2.7381497e-28,7.485849e-39,0.28795958,0.012501915,4.331876e-25,1.8617603e-33,9.4428e-41,1.1390447e-22,8.051206e-12,4.5423225e-18,1.9714798e-25,1.1420672e-27,1.614264e-32,5.348315e-28,4.3487375e-15,2.1076043e-38,0.045984868,5.0403213e-07,1.6767867e-22,2.4321116e-13,5.305414e-11,0.08251474,2.171389e-18
