total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.057219297,0.54999846,0.081088625,0.3416992,0.13599297,0.17453565,0.0,0.5118405,0.45066226,0.4020576,0.19315389,0.34692544,0.43161926,0.23077181,0.31647697,0.23673008,0.069124,0.5777474,0.20828082,0.19355582,0.37276375,0.49277523,0.38397902,0.21826483,0.0,0.059268743,0.48445264,0.0,0.0,0.33709025,0.010693867,0.0,0.0,0.45400542,0.36010748,0.19364941,0.52378714,0.23645057,0.0,0.0,0.20320548,0.0,0.48900735,0.0,0.0,0.37010247,0.5044161,0.7814036,0.31101933,0.8512044,0.7751685,0.4706651,0.5095814,0.16407736,0.11317709,0.36320147,0.2295579
0.00035156403,0.5598358,0.05174347,0.33646816,0.11730211,0.15027745,0.0,0.51771694,0.44429287,0.3817485,0.17848602,0.33812928,0.4142342,0.22023697,0.34348932,0.23042078,0.066170424,0.58311164,0.17821246,0.1676066,0.34539312,0.49334624,0.39178345,0.20548603,0.0,0.022339266,0.49857312,0.0,0.0,0.33729374,0.0,0.0,0.0,0.45781523,0.3494242,0.1687233,0.5338523,0.24418996,0.0,0.0,0.17650628,0.0,0.48912618,0.0,0.0,0.36359343,0.49721843,0.8077884,0.29594252,0.8835608,0.80912215,0.46878073,0.5260039,0.13294815,0.100949086,0.37841636,0.2167637
0.0,0.5697927,0.03185395,0.33466735,0.08425945,0.1388589,0.0,0.522989,0.43558878,0.36897826,0.16823266,0.33573684,0.4165191,0.22536607,0.3506184,0.232175,0.03984797,0.59578615,0.1519267,0.17119199,0.32716647,0.502776,0.39463568,0.18397208,0.0,0.0,0.4958337,0.0,0.0,0.33275944,0.0,0.0,0.0,0.45485803,0.3645389,0.14071988,0.5329735,0.22670893,0.0,0.0,0.15745829,0.0,0.48983982,0.0,0.0,0.34897703,0.4921258,0.8257354,0.2834396,0.9059991,0.8323068,0.4759422,0.5436083,0.10531009,0.06894952,0.38589808,0.18692696
0.0,0.5903616,0.0109821735,0.33202326,0.06328438,0.1211067,0.0,0.5355422,0.45997435,0.3613315,0.123678185,0.36307207,0.41252625,0.21651682,0.36320427,0.22692595,0.023658,0.6029153,0.13058826,0.16703549,0.33166346,0.5242674,0.39588302,0.15301527,0.0,0.0,0.49110258,0.0,0.0,0.33112264,0.0,0.0,0.0,0.4381348,0.37842447,0.10189352,0.52005786,0.21526065,0.0,0.0,0.13670558,0.0,0.47132182,0.0,0.0,0.33902714,0.48357904,0.84358734,0.25370255,0.94455814,0.8675397,0.4808796,0.5489769,0.084679194,0.045171678,0.36698315,0.16914217
0.0,0.59939736,0.0,0.31001928,0.05736072,0.08890858,0.0,0.53675735,0.45645562,0.3431922,0.1059971,0.34544253,0.41217443,0.20025994,0.37452057,0.22274873,0.0,0.6086888,0.12136922,0.14859602,0.31316376,0.529965,0.39255318,0.11905825,0.0,0.0,0.51713324,0.0,0.0,0.3446226,0.0,0.0,0.0,0.43686268,0.39981458,0.0856406,0.54138845,0.19707245,0.0,0.0,0.1161273,0.0,0.47087836,0.0,0.0,0.32275328,0.46677235,0.882287,0.23103063,0.97325104,0.882869,0.47338662,0.5513641,0.090466194,0.04348821,0.38553533,0.15885739
0.0,0.59778875,0.0,0.30841196,0.029710317,0.05560991,0.0,0.5372581,0.4504984,0.33145538,0.08392,0.34233278,0.37695482,0.18208054,0.36818543,0.22638059,0.0,0.60840374,0.06333528,0.121431045,0.3016442,0.53614014,0.4035221,0.07388811,0.0,0.0,0.5231418,0.0,0.0,0.3527055,0.0,0.0,0.0,0.434153,0.42779464,0.065183125,0.55724484,0.19724572,0.0,0.0,0.11049191,0.0,0.46865106,0.0,0.0,0.30407837,0.44042686,0.8953552,0.21959169,1.0,0.89496535,0.4686109,0.5501734,0.076146275,0.018965134,0.3842419,0.123902015
0.0,0.6160849,0.0,0.2899761,0.009871377,0.032383725,0.0,0.5339102,0.46641058,0.3179146,0.06921099,0.33329746,0.38057584,0.18063253,0.37198642,0.24349461,0.0,0.62119555,0.04238469,0.12022816,0.28284192,0.5323153,0.4027472,0.03648694,0.0,0.0,0.51933247,0.0,0.0,0.3528462,0.0,0.0,0.0,0.4272032,0.46012655,0.023189137,0.56609035,0.18424308,0.0,0.0,0.082321994,0.0,0.46917823,0.0,0.0,0.29089716,0.43583608,0.9298485,0.18004581,1.0,0.9057353,0.47099328,0.5587058,0.06872036,0.0062211165,0.39673558,0.10163506
0.0,0.6363403,0.0,0.27804562,0.0,0.0001809969,0.0,0.5348229,0.45439824,0.3018174,0.04691837,0.3192937,0.3754223,0.1665481,0.38117653,0.2604021,0.0,0.609173,0.017370233,0.108823754,0.2657181,0.52679574,0.40226457,0.001703382,0.0,0.0,0.54591924,0.0,0.0,0.3531349,0.0,0.0,0.0,0.4401497,0.45673403,0.001588679,0.5662351,0.15470599,0.0,0.0,0.05140708,0.0,0.47341695,0.0,0.0,0.28428164,0.42879775,0.9630552,0.16992302,1.0,0.93891066,0.474101,0.55787593,0.034397613,0.0,0.40070876,0.075815536
0.0,0.62576747,0.0,0.2918357,0.0,0.0,0.0,0.54097235,0.47110075,0.28216642,0.04368292,0.32328555,0.37741885,0.15628797,0.3710563,0.27509028,0.0,0.6234492,0.005879839,0.073040836,0.25275454,0.54080206,0.3987017,0.0,0.0,0.0,0.55805504,0.0,0.0,0.34886637,0.0,0.0,0.0,0.44197485,0.465643,0.0,0.57405084,0.14234065,0.0,0.0,0.016490402,0.0,0.48063207,0.0,0.0,0.2709299,0.43003583,0.98679763,0.15902232,1.0,0.9552149,0.48810503,0.5764615,0.011035393,0.0,0.39683813,0.05759884
0.0,0.6319576,0.0,0.2817261,0.0,0.0,0.0,0.55791056,0.46376258,0.26673025,0.03779375,0.31464818,0.3840646,0.1561737,0.35759586,0.26864582,0.0,0.6293909,0.0,0.0437434,0.22766876,0.5448497,0.39668167,0.0,0.0,0.0,0.5523785,0.0,0.0,0.36769632,0.0,0.0,0.0,0.4512768,0.48888123,0.0,0.5780954,0.13399583,0.0,0.0,0.009987234,0.0,0.48788828,0.0,0.0,0.26840246,0.42317456,1.0,0.14802176,1.0,0.98110914,0.47908294,0.5748886,0.0,0.0,0.41003048,0.053955827
0.0,0.6438166,0.0,0.26753536,0.0,0.0,0.0,0.5542279,0.46243316,0.25474918,0.03365432,0.319369,0.38899308,0.14729097,0.3707109,0.29910496,0.0,0.6347314,0.0,0.02847928,0.20436795,0.54800427,0.39603603,0.0,0.0,0.0,0.56257087,0.0,0.0,0.3852859,0.0,0.0,0.0,0.44741973,0.50642085,0.0,0.5867612,0.10488676,0.0,0.0,0.0,0.0,0.47239685,0.0,0.0,0.2657399,0.43283638,1.0,0.13941216,1.0,0.9928737,0.48303822,0.58076257,0.0,0.0,0.42814896,0.054334275
0.0,0.6554674,0.0,0.2581048,0.0,0.0,0.0,0.55415124,0.46477082,0.24094452,0.024509419,0.32792488,0.38675267,0.1298552,0.36080566,0.29829985,0.0,0.6493735,0.0,0.024162635,0.18329173,0.55019546,0.39043903,0.0,0.0,0.0,0.5834895,0.0,0.0,0.39680138,0.0,0.0,0.0,0.46069232,0.5122135,0.0,0.5999321,0.09174506,0.0,0.0,0.0,0.0,0.4685487,0.0,0.0,0.27034515,0.43352255,1.0,0.13009408,1.0,1.0,0.47809345,0.5739044,0.0,0.0,0.43893164,0.037758455
0.0,0.6637645,0.0,0.23588714,0.0,0.0,0.0,0.56253314,0.45912257,0.21508904,0.023535907,0.3140605,0.37835997,0.124809295,0.35483298,0.31314918,0.0,0.65719134,0.0,0.006528724,0.16932465,0.54822296,0.3953873,0.0,0.0,0.0,0.5784101,0.0,0.0,0.39005703,0.0,0.0,0.0,0.44548988,0.5204383,0.0,0.58804023,0.09507698,0.0,0.0,0.0,0.0,0.47250503,0.0,0.0,0.25763643,0.41534635,1.0,0.120020874,1.0,1.0,0.4740693,0.5782912,0.0,0.0,0.43606707,0.0047001303
0.0,0.66050535,0.0,0.22982392,0.0,0.0,0.0,0.5547316,0.46487793,0.20255528,0.0051274616,0.3295549,0.3816377,0.105018005,0.3605732,0.31457064,0.0,0.65958375,0.0,0.0,0.15421677,0.564513,0.38921824,0.0,0.0,0.0,0.57701457,0.0,0.0,0.3803374,0.0,0.0,0.0,0.44904295,0.5285463,0.0,0.59721893,0.093485326,0.0,0.0,0.0,0.0,0.46191517,0.0,0.0,0.23276354,0.42261496,1.0,0.100571975,1.0,1.0,0.4859715,0.5995823,0.0,0.0,0.43714294,0.0
0.0,0.67192626,0.0,0.2234016,0.0,0.0,0.0,0.5506739,0.45821047,0.19055346,0.0054119932,0.3205021,0.3922931,0.0812044,0.35709956,0.34450167,0.0,0.6816922,0.0,0.0,0.14446874,0.57847476,0.40483105,0.0,0.0,0.0,0.60268486,0.0,0.0,0.37092587,0.0,0.0,0.0,0.4671067,0.55001366,0.0,0.6091752,0.07744113,0.0,0.0,0.0,0.0,0.45131087,0.0,0.0,0.21936773,0.41649106,1.0,0.08633112,1.0,1.0,0.49085325,0.589605,0.0,0.0,0.4310294,0.0
0.0,0.68105,0.0,0.23190032,0.0,0.0,0.0,0.55560815,0.46332365,0.1771012,0.0,0.31999093,0.38148364,0.07597307,0.3669163,0.35979235,0.0,0.7008244,0.0,0.0,0.13263191,0.5918119,0.4164496,0.0,0.0,0.0,0.6197345,0.0,0.0,0.3725703,0.0,0.0,0.0,0.46293008,0.56839895,0.0,0.61855,0.07702771,0.0,0.0,0.0,0.0,0.45774397,0.0,0.0,0.22698984,0.40494466,1.0,0.072856106,1.0,1.0,0.5069076,0.59358007,0.0,0.0,0.44686323,0.0
0.0,0.6897813,0.0,0.23838948,0.0,0.0,0.0,0.548445,0.46449903,0.15349717,0.0,0.3124174,0.3794869,0.07231657,0.36360526,0.37511525,0.0,0.6942606,0.0,0.0,0.12075715,0.5933535,0.42117617,0.0,0.0,0.0,0.6303586,0.0,0.0,0.3748113,0.0,0.0,0.0,0.46319708,0.5771842,0.0,0.6136553,0.05525335,0.0,0.0,0.0,0.0,0.44332826,0.0,0.0,0.2199871,0.40562123,1.0,0.052988376,1.0,1.0,0.49961653,0.60134876,0.0,0.0,0.47630724,0.0
0.0,0.6881683,0.0,0.2300078,0.0,0.0,0.0,0.557889,0.46812358,0.13224219,0.0,0.3056927,0.39816397,0.060461614,0.36040705,0.3864323,0.0,0.7222986,0.0,0.0,0.09325059,0.59973913,0.42377073,0.0,0.0,0.0,0.6431227,0.0,0.0,0.36534235,0.0,0.0,0.0,0.461275,0.5995771,0.0,0.6252338,0.05216771,0.0,0.0,0.0,0.0,0.43624288,0.0,0.0,0.20213744,0.40342328,1.0,0.053808816,1.0,1.0,0.5093484,0.60681564,0.0,0.0,0.4803241,0.0
0.0,0.7109014,0.0,0.22779703,0.0,0.0,0.0,0.5496252,0.47289056,0.12938084,0.0,0.30011138,0.41797748,0.04523635,0.36820495,0.41284502,0.0,0.7298268,0.0,0.0,0.068100475,0.60367715,0.4436076,0.0,0.0,0.0,0.6588798,0.0,0.0,0.3664345,0.0,0.0,0.0,0.46180123,0.61568695,0.0,0.6344675,0.05981006,0.0,0.0,0.0,0.0,0.42717925,0.0,0.0,0.18997051,0.40778065,1.0,0.03854397,1.0,1.0,0.50681823,0.6106521,0.0,0.0,0.5000091,0.0
0.0,0.7271549,0.0,0.22377713,0.0,0.0,0.0,0.55108684,0.46470335,0.07735597,0.0,0.2900731,0.40673253,0.03586801,0.3666988,0.4332282,0.0,0.73725337,0.0,0.0,0.03626647,0.60456234,0.44737056,0.0,0.0,0.0,0.659267,0.0,0.0,0.35522106,0.0,0.0,0.0,0.46026668,0.61645263,0.0,0.65084535,0.019421933,0.0,0.0,0.0,0.0,0.440443,0.0,0.0,0.17598547,0.39825588,1.0,0.024341887,1.0,1.0,0.50289494,0.60528123,0.0,0.0,0.49670058,0.0
0.0,0.74032915,0.0,0.2093952,0.0,0.0,0.0,0.5407984,0.47850668,0.05394978,0.0,0.25942332,0.3957119,0.02264535,0.36210516,0.45026347,0.0,0.77647984,0.0,0.0,0.021622328,0.6009488,0.4696773,0.0,0.0,0.0,0.6576804,0.0,0.0,0.3598258,0.0,0.0,0.0,0.45667458,0.6201066,0.0,0.6658427,0.007883122,0.0,0.0,0.0,0.0,0.44332936,0.0,0.0,0.15124986,0.39728218,1.0,0.016737053,1.0,1.0,0.5127493,0.62033004,0.0,0.0,0.49722522,0.0
0.0,0.7398497,0.0,0.19227274,0.0,0.0,0.0,0.5597133,0.47378212,0.04234117,0.0,0.23912828,0.40308213,0.006729584,0.3600478,0.44776198,0.0,0.8019204,0.0,0.0,0.0,0.61169875,0.47639346,0.0,0.0,0.0,0.6570042,0.0,0.0,0.36234343,0.0,0.0,0.0,0.4587135,0.6389742,0.0,0.666032,0.004473542,0.0,0.0,0.0,0.0,0.44903597,0.0,0.0,0.13988423,0.3941992,1.0,0.0,1.0,1.0,0.5315982,0.64438313,0.0,0.0,0.50994253,0.0
0.0,0.77184814,0.0,0.18448868,0.0,0.0,0.0,0.56251884,0.47883043,0.011000186,0.0,0.23811805,0.40336502,0.009166244,0.36946112,0.46982452,0.0,0.8019988,0.0,0.0,0.0,0.6195235,0.4894904,0.0,0.0,0.0,0.66551244,0.0,0.0,0.37575215,0.0,0.0,0.0,0.45653164,0.63709104,0.0,0.67894095,0.0,0.0,0.0,0.0,0.0,0.45213765,0.0,0.0,0.11224924,0.39779043,1.0,0.0,1.0,1.0,0.5324479,0.64776236,0.0,0.0,0.5081819,0.0
0.0,0.78186035,0.0,0.17991905,0.0,0.0,0.0,0.55770814,0.4935528,0.0,0.0,0.23356652,0.41834357,0.0,0.37450844,0.48570743,0.0,0.82129604,0.0,0.0,0.0,0.63696367,0.49146396,0.0,0.0,0.0,0.694402,0.0,0.0,0.38370502,0.0,0.0,0.0,0.46154886,0.65794903,0.0,0.6892846,0.0,0.0,0.0,0.0,0.0,0.44681478,0.0,0.0,0.1054999,0.39789844,1.0,0.0,1.0,1.0,0.54197574,0.6655031,0.0,0.0,0.51040995,0.0
0.0,0.807539,0.0,0.15404601,0.0,0.0,0.0,0.55401295,0.49573487,0.0,0.0,0.22296225,0.42767888,0.0030827594,0.39052007,0.5130388,0.0,0.82271564,0.0,0.0,0.0,0.6399522,0.5040094,0.0,0.0,0.0,0.7189981,0.0,0.0,0.39557692,0.0,0.0,0.0,0.4678727,0.6590674,0.0,0.69448256,0.0,0.0,0.0,0.0,0.0,0.43221176,0.0,0.0,0.09202388,0.40587297,1.0,0.0,1.0,1.0,0.54388344,0.6727821,0.0,0.0,0.54316175,0.0
0.0,0.8224848,0.0,0.13734135,0.0,0.0,0.0,0.55314326,0.4898251,0.0,0.0,0.24152662,0.41770208,0.0,0.3923769,0.52399874,0.0,0.8289388,0.0,0.0,0.0,0.648106,0.5089064,0.0,0.0,0.0,0.72401226,0.0,0.0,0.40279418,0.0,0.0,0.0,0.46469337,0.666625,0.0,0.7049133,0.0,0.0,0.0,0.0,0.0,0.42175224,0.0,0.0,0.065924965,0.39327034,1.0,0.0,1.0,1.0,0.5333452,0.6833701,0.0,0.0,0.56676126,0.0
0.0,0.82619375,0.0,0.1173979,0.0,0.0,0.0,0.55533403,0.50181955,0.0,0.0,0.24698387,0.4264267,0.0,0.40077412,0.52250266,0.0,0.83837986,0.0,0.0,0.0,0.66909564,0.5056312,0.0,0.0,0.0,0.76142526,0.0,0.0,0.4434451,0.0,0.0,0.0,0.45995012,0.6974735,0.0,0.7241079,0.0,0.0,0.0,0.0,0.0,0.41568044,0.0,0.0,0.056594193,0.39096496,1.0,0.0,1.0,1.0,0.5300514,0.69809073,0.0,0.0,0.57295203,0.0
0.0,0.85488474,0.0,0.10290541,0.0,0.0,0.0,0.5663905,0.51534855,0.0,0.0,0.23406368,0.43297997,0.0,0.4225663,0.53282166,0.0,0.87062037,0.0,0.0,0.0,0.6704538,0.5257346,0.0,0.0,0.0,0.7615655,0.0,0.0,0.46152952,0.0,0.0,0.0,0.46159425,0.6991627,0.0,0.73624074,0.0,0.0,0.0,0.0,0.0,0.4168474,0.0,0.0,0.045503326,0.3822792,1.0,0.0,1.0,1.0,0.53616303,0.70219505,0.0,0.0,0.59672236,0.0
0.0,0.8694845,0.0,0.097230285,0.0,0.0,0.0,0.5502345,0.5360469,0.0,0.0,0.22419843,0.4337502,0.0,0.43940777,0.5427777,0.0,0.8668695,0.0,0.0,0.0,0.68901813,0.53807366,0.0,0.0,0.0,0.7697188,0.0,0.0,0.46414104,0.0,0.0,0.0,0.46934536,0.7151284,0.0,0.7573705,0.0,0.0,0.0,0.0,0.0,0.39380363,0.0,0.0,0.030238025,0.36311948,1.0,0.0,1.0,1.0,0.5357753,0.7264733,0.0,0.0,0.6224941,0.0
0.0,0.89211637,0.0,0.061769713,0.0,0.0,0.0,0.5533908,0.5492281,0.0,0.0,0.1970968,0.42902717,0.0,0.42278203,0.57159585,0.0,0.8759295,0.0,0.0,0.0,0.7020597,0.5442023,0.0,0.0,0.0,0.7588427,0.0,0.0,0.4629972,0.0,0.0,0.0,0.45066395,0.72800237,0.0,0.7658799,0.0,0.0,0.0,0.0,0.0,0.39896783,0.0,0.0,0.011776597,0.35559455,1.0,0.0,1.0,1.0,0.53423506,0.7274168,0.0,0.0,0.63191026,0.0
0.0,0.91787755,0.0,0.05134408,0.0,0.0,0.0,0.5514831,0.5450821,0.0,0.0,0.18862386,0.42871666,0.0,0.44237846,0.57552683,0.0,0.8837675,0.0,0.0,0.0,0.7264486,0.5613313,0.0,0.0,0.0,0.77551365,0.0,0.0,0.4642137,0.0,0.0,0.0,0.44433394,0.73403513,0.0,0.77315915,0.0,0.0,0.0,0.0,0.0,0.40052277,0.0,0.0,0.0,0.36473343,1.0,0.0,1.0,1.0,0.5302145,0.7324554,0.0,0.0,0.6543251,0.0
0.0,0.9399751,0.0,0.047108557,0.0,0.0,0.0,0.5656362,0.5672916,0.0,0.0,0.174175,0.4359512,0.0,0.44865975,0.60710144,0.0,0.9054084,0.0,0.0,0.0,0.7505927,0.5619149,0.0,0.0,0.0,0.7702489,0.0,0.0,0.46415228,0.0,0.0,0.0,0.44097483,0.74748194,0.0,0.7892138,0.0,0.0,0.0,0.0,0.0,0.39877868,0.0,0.0,0.0,0.35733464,1.0,0.0,1.0,1.0,0.5448462,0.7548725,0.0,0.0,0.66674334,0.0
