total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.0037512537,0.1622138,0.02000792,0.0017098316,0.04888011,0.10481089,0.002347642,0.38190344,0.35962555,0.0054787477,0.31023782,0.24860896,0.02315346,0.098124795,0.2712886,0.018925792,0.247026,4.4522076e-05,0.21924484,0.0035206415,0.04624808,3.7093672e-05,0.18013813,0.25594267,0.08487349,5.4143035e-05,0.002843678,0.037869055,0.048560314,0.012517068,0.16744055,0.010514129,0.0645001,0.021372328,0.063977815,2.054339e-06,0.154044,1.1608315e-05,0.04123767,0.18342826,0.054440662,0.017517703,0.14245202,0.123609945,8.062385e-05,5.1456923e-06,0.15098952,0.08648297,6.353634e-05,0.0023872694,0.05981066,0.0022026065,0.051781405,0.30454907,0.018246088,9.51237e-05,0.5019188,0.86549836
0.002341419,0.15390186,0.014923201,0.00094409205,0.038587797,0.10401107,0.0012662916,0.37955165,0.3598569,0.0035601095,0.3010871,0.24079758,0.021392005,0.09598968,0.26864612,0.014879978,0.24496402,1.5414029e-05,0.21438597,0.0021158508,0.038667314,1.2861885e-05,0.18579698,0.25011036,0.07254704,2.0165826e-05,0.00162979,0.034076773,0.040421404,0.010351396,0.16310681,0.0076709664,0.05818758,0.015309085,0.060305648,5.275442e-07,0.1501126,3.462627e-06,0.03354138,0.17836635,0.050861977,0.013446576,0.14192934,0.120144635,3.0013227e-05,1.4318507e-06,0.14642598,0.083344296,2.250557e-05,0.0013513276,0.051738963,0.0011010256,0.04457415,0.30202293,0.013121433,3.0726507e-05,0.4734321,0.8435888
0.0014073832,0.15000221,0.010699741,0.00048985105,0.030896619,0.09944173,0.0006526311,0.36730322,0.34567535,0.002203296,0.2930745,0.23222323,0.01943144,0.09457656,0.26810652,0.010857688,0.24410138,4.9040996e-06,0.2016189,0.0011995463,0.031792585,4.093037e-06,0.18414095,0.24228603,0.062544815,6.9277394e-06,0.0008840684,0.033368204,0.033413608,0.008185486,0.15293087,0.0056425077,0.05476677,0.010698774,0.06161855,1.2158418e-07,0.1443293,9.375022e-07,0.026706303,0.17580561,0.047374077,0.009707085,0.14969161,0.120657004,1.0282089e-05,3.5967926e-07,0.14066534,0.084780775,7.3320907e-06,0.0007255968,0.043281097,0.00050828437,0.03739507,0.29726768,0.00913327,8.966283e-06,0.46396434,0.821215
0.0008118838,0.1534633,0.0072014616,0.00024362885,0.023712197,0.096587904,0.0003176558,0.35704046,0.337817,0.0012610111,0.2953379,0.2245739,0.017413834,0.09133535,0.25662416,0.0073215268,0.2348367,1.425193e-06,0.20011576,0.0006278627,0.025993807,1.1906744e-06,0.1821016,0.23704626,0.05392312,2.1900116e-06,0.00045844863,0.030533506,0.02750976,0.006030959,0.14668812,0.0038779208,0.050077125,0.007327607,0.057857424,2.493488e-08,0.14489728,2.2885753e-07,0.021836651,0.1782538,0.045417193,0.0073312907,0.156257,0.11175945,3.2325484e-06,8.097358e-08,0.13797785,0.08335633,2.1864778e-06,0.00037264678,0.036185317,0.00021164109,0.031352796,0.27948892,0.006039191,2.3572366e-06,0.4537307,0.80148584
0.0004500995,0.1493985,0.004704402,0.00011401152,0.018475803,0.093993954,0.00014621454,0.3454311,0.3332407,0.00068926957,0.28873894,0.22380579,0.016893601,0.085677885,0.26216647,0.0049309735,0.23506384,3.758543e-07,0.19310683,0.00031184067,0.020999344,3.142539e-07,0.17834024,0.23365933,0.045541808,6.322833e-07,0.00022387596,0.026481288,0.021935182,0.0042727604,0.14280304,0.0023934494,0.047441147,0.004811528,0.055734422,4.5092863e-09,0.13952722,4.998913e-08,0.016502729,0.17256469,0.039957576,0.004915074,0.15802328,0.10829622,9.269589e-07,1.619716e-08,0.1301912,0.08056207,5.932393e-07,0.00018142557,0.029955849,8.040946e-05,0.026053738,0.27378505,0.0039518047,5.562919e-07,0.43325454,0.7871013
0.00023810762,0.14435415,0.0029437062,5.0326904e-05,0.013855715,0.09273271,6.319475e-05,0.34974757,0.31805557,0.00035758506,0.2876752,0.22165118,0.015421414,0.08232443,0.25661653,0.0031395452,0.22586077,8.9293856e-08,0.18710388,0.00014606812,0.016403897,7.472535e-08,0.17640825,0.22811535,0.037899714,1.656819e-07,0.000103493934,0.024583407,0.017278448,0.0031713308,0.13326004,0.0013420078,0.04622925,0.0029732438,0.05571372,7.123127e-10,0.13496815,9.685636e-09,0.012499523,0.1723998,0.037770215,0.0031497504,0.1567847,0.10376779,2.4095314e-07,2.8537834e-09,0.1306264,0.08303625,1.4535635e-07,8.350017e-05,0.02472186,2.7907203e-05,0.020612398,0.2716065,0.0025007075,1.17027824e-07,0.43556672,0.77066714
0.00011945361,0.14622715,0.0017318552,2.085511e-05,0.010129393,0.089754105,2.5638947e-05,0.33551186,0.31346923,0.00017286949,0.2806169,0.21569233,0.014622303,0.078189686,0.24903165,0.0018758015,0.22146347,1.8959119e-08,0.18429703,6.346656e-05,0.012617035,1.5879476e-08,0.1721292,0.22285065,0.03179414,3.910646e-08,4.4877288e-05,0.02251439,0.0134927165,0.0020811253,0.13166212,0.0006815705,0.041570503,0.0017822094,0.05483521,9.724654e-11,0.13589697,1.6496092e-09,0.008885306,0.17222969,0.034067526,0.0018416921,0.15571316,0.10195545,5.6366662e-08,4.3849727e-10,0.12669754,0.081332885,3.191053e-08,3.610083e-05,0.020558184,8.855574e-06,0.016650116,0.2762112,0.0015197847,2.1770905e-08,0.42910162,0.75751966
5.716929e-05,0.1440173,0.0009891995,8.078013e-06,0.0073852325,0.08675768,9.69169e-06,0.328661,0.31196848,7.890932e-05,0.2786809,0.20650218,0.015291777,0.07531336,0.25278193,0.0010598192,0.22065382,3.5665657e-09,0.17757457,2.581153e-05,0.009437916,2.9902592e-09,0.172239,0.2188475,0.02523813,8.249331e-09,1.8274279e-05,0.02019837,0.010106611,0.0013296406,0.12485816,0.0003185438,0.040573813,0.0010112944,0.05555234,1.13428746e-11,0.1291621,2.4447916e-10,0.0061161537,0.16805564,0.033275343,0.0010415072,0.1569296,0.097448334,1.17751755e-08,5.8132835e-11,0.12519397,0.080614366,6.2242336e-09,1.4629146e-05,0.017794563,2.558342e-06,0.012647041,0.26987365,0.000879428,3.548717e-09,0.40942395,0.7382961
2.5784833e-05,0.13996638,0.00053032255,2.909854e-06,0.0050924635,0.08564513,3.3990034e-06,0.32969353,0.30775338,3.3653487e-05,0.27934813,0.20929007,0.013801047,0.06984648,0.24664815,0.0005699651,0.21404964,5.889161e-10,0.17366503,9.756443e-06,0.0068867896,4.942765e-10,0.16643274,0.21405756,0.020446245,1.5416602e-09,6.92456e-06,0.017612299,0.007530621,0.00075733615,0.123689964,0.00013513763,0.037171073,0.0005390379,0.05301352,1.1162408e-12,0.1311243,3.1185794e-11,0.0041596955,0.16497324,0.029428216,0.00054436346,0.16045798,0.09803813,2.177393e-09,6.572117e-12,0.12416322,0.07688859,1.0687804e-09,5.52887e-06,0.014453584,6.704022e-07,0.009729189,0.26272434,0.0004883958,5.0172927e-10,0.40470067,0.7212696
1.0953243e-05,0.13822035,0.00027173525,9.694041e-07,0.0034486912,0.08474867,1.0999793e-06,0.31676215,0.29372153,1.34267275e-05,0.27824444,0.20465101,0.013040793,0.06448813,0.24020328,0.00028576213,0.20838045,8.448132e-11,0.1721044,3.4227778e-06,0.004805466,7.098712e-11,0.1628046,0.21211928,0.016368585,2.528477e-10,2.4347405e-06,0.015080136,0.0054944884,0.0004097547,0.11669244,5.3056618e-05,0.036885485,0.00027082316,0.05602779,9.1411464e-14,0.12305927,3.3831932e-12,0.0027015305,0.16563231,0.026121417,0.0002648949,0.15704949,0.09784039,3.5303918e-10,6.2556026e-13,0.121379696,0.08030444,1.5994786e-10,1.9392712e-06,0.011519158,1.5823356e-07,0.0071692155,0.2593515,0.00025884935,6.084109e-11,0.39982313,0.71169186
4.3594014e-06,0.1404568,0.00013177868,2.9688835e-07,0.0022706445,0.082673214,3.2665358e-07,0.3151051,0.28834018,4.9860228e-06,0.2714035,0.20100793,0.012312058,0.06361306,0.23524655,0.00013659486,0.20857564,1.0411899e-11,0.16814539,1.106344e-06,0.0032216774,8.75974e-12,0.16953513,0.20760846,0.0123936925,3.6021436e-11,7.894823e-07,0.013369292,0.0038122563,0.00020628542,0.11496658,1.9090074e-05,0.033711106,0.00012877857,0.056339778,6.136295e-15,0.12005936,3.080895e-13,0.001691494,0.16195998,0.025356188,0.00012197194,0.15793952,0.09347251,4.9674424e-11,4.9435187e-14,0.11826426,0.08173146,2.0637396e-11,6.2762274e-07,0.008653576,3.3396116e-08,0.0051912735,0.2620854,0.00013101808,6.250861e-12,0.3976886,0.69191015
1.6180971e-06,0.13566947,6.0291484e-05,8.306941e-08,0.0014568287,0.07984628,8.8387594e-08,0.30857915,0.2888523,1.7163262e-06,0.2731544,0.19665535,0.012089098,0.061614342,0.23612073,6.102014e-05,0.20070013,1.0891036e-12,0.16513766,3.2806656e-07,0.0021556295,9.175229e-13,0.17052753,0.20192333,0.009246482,4.407895e-12,2.3496139e-07,0.01086001,0.0026105233,9.767224e-05,0.1107537,6.324586e-06,0.03185363,5.7571862e-05,0.055668633,3.3211617e-16,0.11540514,2.3216534e-14,0.001035395,0.16114002,0.022205394,5.2014697e-05,0.15801272,0.09293845,5.9974152e-12,3.1941085e-15,0.11591972,0.075570166,2.268568e-12,1.8636463e-07,0.006709883,6.2496324e-09,0.0036408715,0.2595324,6.268992e-05,5.3685805e-13,0.38383764,0.67776495
5.570482e-07,0.13802351,2.583493e-05,2.1084519e-08,0.0008957142,0.08017204,2.164129e-08,0.30226818,0.28019145,5.4433525e-07,0.27203894,0.19332108,0.0106315715,0.056052104,0.23082551,2.5649488e-05,0.19677939,9.541062e-14,0.16361226,8.8628035e-08,0.0013270058,8.049693e-14,0.16528852,0.19671941,0.0067766584,4.57676e-13,6.37411e-08,0.009152636,0.001733537,4.347309e-05,0.10499104,1.9215793e-06,0.031379864,2.4101382e-05,0.057646044,1.4231642e-17,0.11058575,1.4252238e-15,0.0005954619,0.16248967,0.020793218,2.067646e-05,0.16203484,0.09155737,6.1371605e-13,1.6592208e-16,0.10966932,0.08224553,2.0971904e-13,5.0449433e-08,0.00514669,1.0273912e-09,0.0024783968,0.25290033,2.8435137e-05,3.7981032e-14,0.37356117,0.66493005
1.768296e-07,0.13707191,1.0390682e-05,4.818638e-09,0.00053135934,0.0794774,4.757086e-09,0.2971147,0.27862924,1.5811595e-07,0.2632468,0.19146025,0.010760405,0.053974155,0.2336974,1.0064427e-05,0.19636512,6.898992e-15,0.16248636,2.1658874e-08,0.00079193345,5.829851e-15,0.16619192,0.19608362,0.0048676427,3.978683e-14,1.5649297e-08,0.007141368,0.0011085871,1.788243e-05,0.09996432,5.321913e-07,0.029879102,9.424023e-06,0.055033162,4.7325536e-19,0.112200424,7.0058565e-17,0.0003286733,0.15937331,0.018900728,7.6491015e-06,0.15304294,0.0881096,5.2516852e-14,6.8024265e-18,0.10917981,0.0797768,1.6075073e-14,1.2357945e-08,0.0037368867,1.4685463e-10,0.0016634582,0.2532204,1.2141185e-05,2.1779991e-15,0.36758852,0.6487514
