数据集,target,中文名,候选数,选中数,全量R2,选中R2,处置方式,处置后_选中R2,处置后_全量R2,选中降幅,全量降幅
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,0.9866955877743272,0.975615758274529,降精度 10 档,0.9047082440614096,0.9860024094621569,0.07090751421311936,0.0006931783121703061
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,0.9866955877743272,0.975615758274529,时间聚合 6 小时,0.7883544245198176,0.9846819043712413,0.18726133375471132,0.002013683403085942
rts_gmlc_2020_v2,branch_ab1_loading_pct,线路AB1负载率,43,7,0.9866955877743272,0.975615758274529,综合处置,0.7394515345938621,0.9843172075825469,0.2361642236806668,0.0023783801917802716
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,0.9840552153065972,0.9773359431880168,加噪 20%,0.9359138330742237,0.975496480236711,0.04142211011379304,0.008558735069886247
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,0.9840552153065972,0.9773359431880168,降精度 10 档,0.9536977173107299,0.9773363322928482,0.02363822587728681,0.006718883013749011
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,0.9840552153065972,0.9773359431880168,时间聚合 6 小时,0.7786833247814551,0.9771466104729437,0.19865261840656168,0.00690860483365352
rts_gmlc_2020_v2,branch_ab2_loading_pct,线路AB2负载率,43,11,0.9840552153065972,0.9773359431880168,综合处置,0.7660497119388605,0.9753676049703143,0.21128623124915624,0.008687610336282958
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,0.9569884294763548,0.9517729560909858,加噪 20%,0.8473775596475568,0.9438881243832157,0.10439539644342899,0.013100305093139086
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,0.9569884294763548,0.9517729560909858,降精度 10 档,0.9033408006473963,0.9478488363710595,0.048432155443589475,0.009139593105295218
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,0.9569884294763548,0.9517729560909858,时间聚合 6 小时,0.6663554400902265,0.945140860644074,0.28541751600075926,0.011847568832280775
rts_gmlc_2020_v2,branch_ab3_loading_pct,线路AB3负载率,43,9,0.9569884294763548,0.9517729560909858,综合处置,0.6473888598424177,0.9420196755533676,0.3043840962485681,0.014968753922987132
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,0.9775366239953002,0.9702876182877552,加噪 20%,0.9241926721109511,0.9663089628379526,0.0460949461768041,0.011227661157347524
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,0.9775366239953002,0.9702876182877552,降精度 10 档,0.9522692615227081,0.9707460600880619,0.01801835676504715,0.006790563907238312
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,0.9775366239953002,0.9702876182877552,时间聚合 6 小时,0.6771156487500123,0.968713088303219,0.29317196953774294,0.008823535692081164
rts_gmlc_2020_v2,branch_ca_1_loading_pct,线路CA-1负载率,43,11,0.9775366239953002,0.9702876182877552,综合处置,0.6656435093142439,0.9697628430130211,0.30464410897351135,0.007773780982279099
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,0.9767972019193356,0.9741805112458858,加噪 20%,0.9176304579528989,0.9669330777043693,0.0565500532929869,0.009864124214966297
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,0.9767972019193356,0.9741805112458858,降精度 10 档,0.9523285712783267,0.9679551731102886,0.021851939967559075,0.008842028809047053
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,0.9767972019193356,0.9741805112458858,时间聚合 6 小时,0.7207363285081368,0.9665626279444088,0.25344418273774894,0.010234573974926775
rts_gmlc_2020_v2,branch_cb_1_loading_pct,线路CB-1负载率,43,12,0.9767972019193356,0.9741805112458858,综合处置,0.7075658703432799,0.9648231786419069,0.2666146409026059,0.011974023277428691
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,0.9998942128603318,0.9992969968942458,加噪 20%,0.9038356427669668,0.984571241196987,0.09546135412727896,0.015322971663344731
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,0.9998942128603318,0.9992969968942458,降精度 10 档,0.9527137002812874,0.9929794138810919,0.04658329661295835,0.006914798979239856
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,0.9998942128603318,0.9992969968942458,时间聚合 6 小时,0.710796082526171,0.9785362152295567,0.2885009143680748,0.02135799763077506
rts_gmlc_2020_v2,gen_121_nuclear_1_pg_mw,机组121核电出力,28,4,0.9998942128603318,0.9992969968942458,综合处置,0.6879815295460321,0.979601589398041,0.3113154673482137,0.02029262346229077
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,0.9998121294055672,0.998901024830662,加噪 20%,0.903293483479788,0.9990213130945991,0.09560754135087401,0.0007908163109681121
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,0.9998121294055672,0.998901024830662,降精度 10 档,0.9469256861621111,0.9993481919986451,0.05197533866855086,0.00046393740692207697
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,0.9998121294055672,0.998901024830662,时间聚合 6 小时,0.8327444787842336,0.9992400471150862,0.16615654604642838,0.0005720822904810019
rts_gmlc_2020_v2,gen_218_cc_1_pg_mw,机组218联合循环出力,42,4,0.9998121294055672,0.998901024830662,综合处置,0.8038968362537602,0.9994063836949509,0.19500418857690183,0.0004057457106162454
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,0.9537373511900484,0.9413653482608044,加噪 20%,0.8580794066334853,0.9237206935422106,0.08328594162731917,0.030016657647837786
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,0.9537373511900484,0.9413653482608044,降精度 10 档,0.8819792343986783,0.9268902394887225,0.05938611386212611,0.02684711170132592
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,0.9537373511900484,0.9413653482608044,时间聚合 6 小时,0.8486924167746474,0.9527917571888695,0.09267293148615707,0.0009455940011788844
rts_gmlc_2020_v2,gen_317_wind_1_pg_mw,机组317风电出力,42,11,0.9537373511900484,0.9413653482608044,综合处置,0.8344851467479193,0.9508843911843999,0.10688020151288513,0.002852960005648497
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,0.999949942932964,0.9970968414271708,加噪 20%,0.8721759246873129,0.9970999371795042,0.12492091673985795,0.002850005753459839
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,0.999949942932964,0.9970968414271708,降精度 10 档,0.9107708591113062,0.9937546015456107,0.08632598231586464,0.006195341387353337
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,0.999949942932964,0.9970968414271708,时间聚合 6 小时,0.6521806638375152,0.9945829142798694,0.34491617758965565,0.005367028653094574
rts_gmlc_2020_v2,gen_321_cc_1_status,机组321投入状态,42,4,0.999949942932964,0.9970968414271708,综合处置,0.6450271323090291,0.9948989533141942,0.3520697091181417,0.005050989618769819
