total_gen,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.25332075,0.3045876,0.039074134,0.61396617,0.12590869,0.024634443,0.20831287,0.45826805,0.094710566,0.27819622,0.21205722,0.018509775,0.41344884,0.50319284,0.06175409,0.19098587,0.09029909,0.30889428,0.10724316,0.09028833,0.017764233,0.06745954,0.020877142,0.026282823,0.38024977,0.025642281,0.028920762,0.048032552,0.03906,0.14659837,0.0352621,0.07464132,0.05271611,0.075841196,0.2477423,0.022656495,0.12694608,0.19739728,0.017786423,0.028168518,0.020580005,0.17638683,0.09440082,0.15478796,0.18358791,0.114661306,0.20185268,0.4590082,0.43608826,0.15522172,0.139577,0.5882064,0.57809114,0.1601238,0.022673592,0.20031208,0.17188695,0.16543068
0.22188021,0.27304068,0.026969574,0.5792194,0.10500963,0.014182062,0.18548915,0.42441517,0.06955542,0.26286718,0.19043607,0.011125763,0.37165385,0.4580026,0.044311296,0.16607845,0.065207474,0.2833191,0.08923818,0.06573805,0.009583811,0.04651059,0.012576841,0.01583561,0.34708822,0.014735072,0.01938244,0.032746486,0.02488166,0.13077429,0.025137676,0.059817705,0.03744109,0.060384877,0.21380875,0.013710461,0.112453565,0.18733281,0.010227603,0.017021548,0.011540367,0.16172737,0.08275472,0.13359046,0.15451124,0.08530394,0.18020308,0.41678867,0.43484202,0.14301246,0.12176162,0.56888926,0.5354382,0.12931536,0.015212893,0.18312131,0.16901317,0.14356352
0.19779278,0.24672657,0.017134195,0.55473465,0.08689367,0.007609478,0.16975097,0.3958869,0.05071651,0.25287095,0.16445185,0.0062449253,0.3335545,0.41675395,0.03202971,0.14574854,0.049494494,0.25835672,0.07625911,0.045800123,0.0048510483,0.031391304,0.007121521,0.008921574,0.31662008,0.007928499,0.012497646,0.021567151,0.015787246,0.11423743,0.0177125,0.04764136,0.025317255,0.049101926,0.18387206,0.0075760265,0.09376905,0.16831355,0.005482168,0.009909575,0.006074344,0.1551303,0.07716227,0.111627296,0.12239171,0.061512887,0.15771689,0.3838652,0.43418157,0.13120005,0.10302675,0.5658131,0.49361372,0.103407994,0.010767239,0.16620323,0.16507326,0.12756218
0.17213146,0.22656941,0.010506499,0.52878,0.070292495,0.003801854,0.15775499,0.3698148,0.036472537,0.24555008,0.14236075,0.0032901636,0.30437022,0.38245976,0.021606911,0.12711652,0.035596687,0.2378156,0.064735845,0.031632807,0.0022771857,0.0205636,0.0038827811,0.004913123,0.28971055,0.004050522,0.007697916,0.0138706835,0.009501623,0.103814945,0.012542731,0.035497505,0.016249564,0.04319994,0.15919976,0.0040743765,0.082341656,0.16027452,0.002786196,0.005385602,0.0029557834,0.15298483,0.06980811,0.09914998,0.096237764,0.043840762,0.14282137,0.3468703,0.43207067,0.12054876,0.08707398,0.5584802,0.46368253,0.08188364,0.00682152,0.15738347,0.15719049,0.11394421
0.14766449,0.20896474,0.006296089,0.49943066,0.0574812,0.0017866411,0.14699735,0.34939137,0.025309756,0.22739354,0.13172266,0.0016248734,0.2789722,0.35145578,0.014471958,0.11405962,0.024400128,0.2186732,0.055276852,0.02074126,0.0010011806,0.012817511,0.001952187,0.0025253128,0.26357207,0.0019544705,0.0042673764,0.008320583,0.00543945,0.09522638,0.0084576085,0.02766986,0.0102673685,0.036727633,0.1320504,0.0020105941,0.06935829,0.14650944,0.0013287565,0.002775351,0.0013318469,0.14497657,0.06448496,0.08624694,0.07605041,0.030441802,0.13412866,0.32135898,0.42541906,0.11000852,0.075632796,0.549012,0.43328574,0.06480205,0.004303729,0.15003388,0.1544279,0.10199247
0.13013059,0.19411053,0.00350772,0.480653,0.046353463,0.0007784351,0.14296569,0.32968926,0.017650606,0.2214392,0.11879107,0.0007280138,0.2561326,0.32510045,0.009105023,0.102262124,0.016690444,0.20587957,0.047734868,0.013336679,0.00040856225,0.0077650803,0.0009230653,0.001250142,0.24301825,0.00087858207,0.002169305,0.004927608,0.0029671586,0.08651958,0.005648967,0.019971738,0.006015224,0.033085432,0.11564484,0.0009374426,0.059484117,0.14191902,0.0005885879,0.0013393998,0.0005576828,0.1393633,0.05673822,0.074480005,0.058150418,0.019925324,0.12063236,0.30441698,0.42710128,0.10133109,0.07031095,0.52802014,0.4102839,0.049704462,0.0023782281,0.13486002,0.13998672,0.09155679
0.1105453,0.18263726,0.0018255744,0.45745668,0.036559146,0.00031558244,0.1376614,0.30581602,0.011410275,0.21615109,0.10745716,0.00029916858,0.24255973,0.296437,0.00541465,0.09546804,0.010339699,0.1916768,0.040719323,0.0081058815,0.00015347845,0.004550325,0.00040616698,0.00057251466,0.2207308,0.0003701678,0.0009605099,0.002725337,0.00146473,0.076367766,0.0032795402,0.014504254,0.0033675195,0.028581973,0.0970996,0.0004068752,0.051367138,0.14082061,0.00024348676,0.000607837,0.00021643245,0.12787142,0.057249922,0.06189638,0.044890933,0.013016124,0.11354764,0.28809333,0.42283326,0.09215072,0.060694523,0.5194334,0.3841106,0.03754469,0.0011927999,0.12974998,0.1373103,0.0829312
0.094778106,0.16835126,0.000899039,0.4391983,0.027485082,0.00011749311,0.13228595,0.28655067,0.007147764,0.20267129,0.099938616,0.00011315365,0.22413531,0.27336267,0.0029018773,0.08473103,0.0060683703,0.17762718,0.03612476,0.004654142,5.301221e-05,0.0024744002,0.00016631912,0.00024761804,0.19926752,0.00014489307,0.0003744665,0.0014511631,0.00068531214,0.073878005,0.0018516307,0.009641238,0.0018132487,0.026070155,0.085044906,0.0001649545,0.045023948,0.14255536,9.293374e-05,0.00025562255,7.730086e-05,0.12388098,0.052461185,0.05865508,0.034426212,0.008225449,0.10291277,0.26739037,0.41539353,0.08295889,0.05338202,0.51058286,0.36463782,0.02791245,0.0005362447,0.12341226,0.13532412,0.07673337
0.07704435,0.15560015,0.00041453252,0.42073584,0.020927055,4.0142233e-05,0.12827824,0.278552,0.004276353,0.19458696,0.0937628,3.9218e-05,0.20860213,0.25365084,0.0014740106,0.078472465,0.0032871275,0.16430998,0.031341027,0.0024987962,1.6726734e-05,0.0012873836,6.27128e-05,9.953558e-05,0.18675973,5.262206e-05,0.0001295877,0.00072017545,0.00029367703,0.06934378,0.0009826346,0.0064013856,0.000921347,0.023291403,0.07243052,6.151158e-05,0.03733214,0.13767713,3.2667765e-05,9.951475e-05,2.529141e-05,0.11771037,0.04616678,0.051221326,0.025376875,0.0049623484,0.10391451,0.24823976,0.40808573,0.07447809,0.044787876,0.5042155,0.34511733,0.019967942,0.0002144489,0.11634086,0.13273412,0.069387674
0.06630356,0.1474244,0.0001777066,0.40583506,0.015508626,1.2533844e-05,0.122068085,0.2683466,0.0024179625,0.18883917,0.086743645,1.2427521e-05,0.19415027,0.22985347,0.0006822224,0.07056621,0.0016720291,0.15846455,0.027306046,0.0012892991,4.799559e-06,0.0006400396,2.1860864e-05,3.730031e-05,0.1715549,1.7583397e-05,4.0100727e-05,0.00033987258,0.00011621586,0.06577063,0.000474151,0.003920033,0.0004417985,0.021073459,0.06434502,2.112635e-05,0.030534424,0.13581389,1.0547503e-05,3.5751305e-05,7.5425437e-06,0.1115603,0.04681501,0.046780564,0.01775377,0.0028717853,0.09711543,0.23490593,0.40773425,0.06794915,0.041940235,0.4890677,0.33284006,0.014140201,7.469142e-05,0.11279569,0.1262282,0.06485367
0.053976648,0.1414304,7.1080955e-05,0.39064065,0.011115874,3.5612338e-06,0.12056086,0.25148842,0.0012997403,0.17852028,0.083200134,3.5771438e-06,0.18726397,0.2200339,0.00029340346,0.07007023,0.0007922071,0.15071097,0.025053581,0.00061923254,1.2435105e-06,0.00029823062,6.9806674e-06,1.29090995e-05,0.15767924,5.3773692e-06,1.10983965e-05,0.0001509316,4.2617303e-05,0.060991928,0.00020244202,0.0022917292,0.00020014273,0.019704102,0.055299442,6.648338e-06,0.02431005,0.13244821,3.1046698e-06,1.1808656e-05,2.0380326e-06,0.107548386,0.04305078,0.042687908,0.012716902,0.001587115,0.08930126,0.21589112,0.4018256,0.06075387,0.036570963,0.47826645,0.31165603,0.009716069,2.2984572e-05,0.11001059,0.12329812,0.06301813
0.04510457,0.13423786,2.6361118e-05,0.37395614,0.0077488055,9.132426e-07,0.11744478,0.24905796,0.0006527509,0.17987514,0.07974459,9.305149e-07,0.17554054,0.2013238,0.000115423565,0.062828265,0.0003487028,0.14429998,0.021127645,0.00028247523,2.8897867e-07,0.00013130659,2.035004e-06,4.1027506e-06,0.14848693,1.4958263e-06,2.749435e-06,6.253064e-05,1.4375101e-05,0.06307931,8.071601e-05,0.001252825,8.5191394e-05,0.017712263,0.044978257,1.9040663e-06,0.019363293,0.13355808,8.281487e-07,3.5640867e-06,4.955358e-07,0.10454209,0.043250695,0.039456677,0.008834193,0.0008325555,0.080605224,0.22151302,0.38377586,0.050981876,0.032151017,0.46218145,0.30409265,0.0064916005,6.3754123e-06,0.108097404,0.12485691,0.05596303
0.03703204,0.12592918,9.023984e-06,0.3657674,0.0051044384,2.0999151e-07,0.114314474,0.2348518,0.000307682,0.1745788,0.07639951,2.1729713e-07,0.16861044,0.19000551,4.1846935e-05,0.06538244,0.00014224116,0.13905421,0.0186862,0.0001199493,5.97319e-08,5.402401e-05,5.372225e-07,1.1899796e-06,0.13664664,3.7610064e-07,6.0758225e-07,2.415038e-05,4.4213343e-06,0.05890352,2.9313154e-05,0.00063006766,3.383428e-05,0.01696954,0.04231152,4.937624e-07,0.014961405,0.1339461,1.9876565e-07,9.772493e-07,1.0757585e-07,0.10134302,0.04287263,0.034954455,0.0059613674,0.0004167959,0.07943518,0.20797463,0.3773511,0.044692244,0.029464498,0.45364633,0.2900197,0.004201289,1.5822553e-06,0.104493886,0.12241614,0.05178152
0.029843528,0.1203114,2.8350844e-06,0.35050756,0.0032771213,4.294386e-08,0.11446652,0.23073603,0.00013548137,0.17212167,0.07335479,4.5191623e-08,0.1620712,0.17902568,1.391161e-05,0.061451048,5.3902957e-05,0.13630262,0.015424819,4.757898e-05,1.0887662e-08,2.0737452e-05,1.275417e-07,3.1290645e-07,0.12893547,8.469619e-08,1.18790844e-07,8.6346645e-06,1.2372868e-06,0.05348906,9.682308e-06,0.00030178187,1.2486271e-05,0.0151693635,0.037497282,1.15029664e-07,0.010858058,0.1283127,4.2584485e-08,2.4172624e-07,2.0676076e-08,0.09676371,0.044079036,0.034352973,0.0037034121,0.00019580041,0.07432407,0.1966949,0.37328392,0.039667964,0.026487228,0.44672772,0.28357705,0.002632242,3.50684e-07,0.10263412,0.11861344,0.05108707
0.02371839,0.11550973,8.132477e-07,0.33909187,0.0019324142,7.741883e-09,0.1091654,0.2219059,5.5909943e-05,0.16446559,0.07035605,8.298358e-09,0.15519877,0.16957934,4.2196125e-06,0.057969693,1.8808734e-05,0.1309273,0.011834035,1.7535545e-05,1.7332187e-09,7.383636e-06,2.7023844e-08,7.407086e-08,0.11707712,1.6956593e-08,2.0389235e-08,2.8484321e-06,3.1286487e-07,0.05163096,2.9447488e-06,0.00013399683,4.2709626e-06,0.014822283,0.033412933,2.3882555e-08,0.008033656,0.13391808,8.075428e-09,5.3540276e-08,3.485813e-09,0.094056524,0.0422264,0.03227219,0.0022010796,8.704187e-05,0.07454396,0.19608997,0.37128732,0.035026137,0.023721864,0.4373284,0.26536208,0.0015722292,6.8891914e-08,0.102398574,0.11506186,0.0473498
0.018701231,0.10897612,2.116087e-07,0.3324192,0.0010783973,1.2187844e-09,0.111351244,0.21761781,2.156858e-05,0.16055557,0.06649469,1.332563e-09,0.148067,0.162454,1.1629887e-06,0.05688388,6.035718e-06,0.12424174,0.009275232,5.965548e-06,2.3844818e-10,2.422511e-06,5.0668687e-09,1.565825e-08,0.1086029,2.990636e-09,3.0423393e-09,8.6176965e-07,7.099429e-08,0.048235923,8.109588e-07,5.607582e-05,1.3444219e-06,0.0136180045,0.029892277,4.3804076e-09,0.0054110875,0.12696536,1.3428042e-09,1.0530691e-08,5.1032645e-10,0.08920582,0.03997391,0.03141676,0.0012784697,3.6271787e-05,0.07269764,0.1865001,0.36297154,0.03015249,0.022463543,0.42960802,0.2550468,0.00091365876,1.1890721e-08,0.09789579,0.10889312,0.047090467
0.014504903,0.10626201,4.956989e-08,0.31917048,0.00057892356,1.6577943e-10,0.10725696,0.21255217,7.689182e-06,0.15577853,0.06603415,1.8519014e-10,0.14522141,0.1554892,2.898367e-07,0.054323364,1.7669295e-06,0.12030942,0.0074440474,1.8685728e-06,2.8027162e-11,7.294223e-07,8.3276375e-10,2.9301805e-09,0.10154097,4.6004428e-10,3.9042605e-10,2.3755199e-07,1.4343301e-08,0.049152788,2.0183933e-07,2.1759779e-05,3.868004e-07,0.012903752,0.027180165,7.029843e-10,0.003612768,0.12776683,1.9380145e-10,1.8227004e-09,6.41632e-11,0.08834311,0.040395938,0.031808693,0.00071936805,1.4101069e-05,0.07203541,0.18140112,0.35745406,0.025907803,0.02115694,0.422725,0.24669348,0.0005083904,1.7865478e-09,0.09889334,0.11249723,0.043038417
0.01105289,0.10125594,1.0369616e-08,0.31309718,0.0002908402,1.925927e-11,0.10493581,0.20982787,2.5312195e-06,0.16059187,0.06482758,2.2021081e-11,0.13967374,0.14666623,6.4791976e-08,0.049989138,4.7007276e-07,0.11642933,0.00529996,5.3439214e-07,2.7795043e-12,2.0002906e-07,1.1874758e-10,4.808458e-10,0.09618694,6.1065465e-11,4.258503e-11,5.9231834e-08,2.5567557e-09,0.046629325,4.507747e-08,7.81886e-06,1.0104016e-07,0.012638072,0.0256946,9.769087e-11,0.0023006042,0.12493399,2.4008292e-11,2.7489083e-10,6.8451447e-12,0.08798282,0.040676046,0.029214278,0.00037111083,5.100432e-06,0.072870776,0.17227864,0.3496264,0.021666178,0.019426085,0.40883723,0.24152844,0.00027063786,2.311438e-10,0.094158515,0.1068169,0.04298265
0.008094537,0.09537848,1.9205517e-09,0.3040878,0.00013792556,1.8870777e-12,0.10349602,0.2050281,7.638157e-07,0.1551577,0.064556666,2.2128235e-12,0.13012195,0.14413357,1.2890067e-08,0.053581953,1.128701e-07,0.112354,0.003647908,1.3865218e-07,2.294038e-13,4.9634927e-08,1.4527449e-11,6.8488645e-11,0.089174315,6.913061e-12,3.8967805e-12,1.3262467e-08,3.98269e-10,0.045069233,8.955599e-09,2.5944466e-06,2.3802121e-08,0.011226895,0.022853402,1.1622655e-11,0.0013950296,0.12120956,2.5219779e-12,3.573393e-11,6.115102e-13,0.08308519,0.040259514,0.028710032,0.00018713227,1.7061367e-06,0.06697338,0.17295168,0.34494388,0.018422594,0.017741444,0.40113604,0.23025408,0.00013703966,2.5450267e-11,0.0938439,0.10514441,0.04182361
0.0058222124,0.09276701,3.1194e-10,0.29296654,6.132835e-05,1.5381182e-13,0.10161962,0.19864336,2.1019599e-07,0.15187101,0.06799343,1.8536579e-13,0.12819266,0.1373437,2.2617486e-09,0.04843453,2.4263429e-08,0.11140454,0.00230809,3.2426627e-08,1.5522197e-14,1.1059631e-08,1.5062503e-12,8.37261e-12,0.08356608,6.589773e-13,2.9490982e-13,2.644532e-09,5.3638878e-11,0.044624038,1.5692518e-09,7.908908e-07,5.0132214e-09,0.009433883,0.02004754,1.1691997e-12,0.00081084267,0.117559604,2.2167676e-13,3.956741e-12,4.5089383e-14,0.07877327,0.04048659,0.02845067,8.813526e-05,5.2484205e-07,0.06341793,0.1645954,0.33999175,0.015413226,0.017679587,0.39589915,0.22913736,6.582934e-05,2.3540473e-12,0.09023637,0.10245217,0.04102854
0.0040387516,0.08782497,4.397459e-11,0.28471854,2.5627367e-05,1.0272528e-14,0.102328144,0.19381101,5.238609e-08,0.15061913,0.06244394,1.27530365e-14,0.121079735,0.12733264,3.4660136e-10,0.045681942,4.6305364e-09,0.10734221,0.001429933,6.7785426e-09,8.469622e-16,2.1943132e-09,1.3059763e-13,8.677821e-13,0.07873591,5.215895e-14,1.817217e-14,4.6537418e-10,6.174164e-12,0.044011854,2.4011307e-10,2.1977284e-07,9.359883e-10,0.00863913,0.01814759,9.810696e-14,0.00044999132,0.113111675,1.6068508e-14,3.683994e-13,2.700923e-15,0.07842487,0.040639807,0.02634988,3.897216e-05,1.4751463e-07,0.061746027,0.1633013,0.33461002,0.012754819,0.016646264,0.3884033,0.22039641,2.9950395e-05,1.8033882e-13,0.088012494,0.100995675,0.041406736
0.0027091745,0.08590183,5.3201415e-12,0.27895296,9.987213e-06,5.5290864e-16,0.09844259,0.18674746,1.17329115e-08,0.13976012,0.05993188,7.089142e-16,0.12012272,0.12633339,4.589646e-11,0.044976573,7.7733675e-10,0.10614811,0.0008012935,1.2556601e-09,3.6597958e-17,3.8419315e-10,9.331286e-15,7.524167e-14,0.07249752,3.3759269e-15,8.961803e-16,7.156654e-11,5.9976086e-13,0.042111896,3.174345e-11,5.5341133e-08,1.5346784e-10,0.0075786114,0.017591584,6.7650624e-15,0.00024037343,0.11534051,9.453081e-16,2.843696e-14,1.2916863e-16,0.07739974,0.03962892,0.024662673,1.6182303e-05,3.7616825e-08,0.06309766,0.15806703,0.33151147,0.010429968,0.01580425,0.37747204,0.21373443,1.2829268e-05,1.1265708e-14,0.08809882,0.10145156,0.040987443
0.0017790928,0.08305837,5.456204e-13,0.2709277,3.6121144e-06,2.3550555e-17,0.095571406,0.18678373,2.3419977e-09,0.14170627,0.061393064,3.127258e-17,0.11798504,0.11781932,5.190496e-12,0.042251136,1.13633866e-10,0.10371147,0.0004196999,2.0416883e-10,1.2275917e-18,5.877626e-11,5.4067786e-16,5.3782768e-15,0.06937739,1.7569643e-16,3.4708512e-17,9.51561e-12,4.8492396e-14,0.040611472,3.5835844e-12,1.2536087e-08,2.1869975e-11,0.0065288497,0.014841065,3.7714896e-16,0.00012144074,0.110865,4.4350327e-17,1.7918533e-15,4.838203e-18,0.07464327,0.037025012,0.022544667,6.2701274e-06,8.6403e-09,0.059895262,0.1588194,0.32254836,0.008335083,0.015089154,0.37304738,0.20971118,5.154464e-06,5.641652e-16,0.08815315,0.09704659,0.040904183
