方法,说明,n,前n个字段,target,中文名,budget,full_r2,n_pool
Lasso,线性稀疏（1996）,0.8918154688671427,gross_inadv_interchange_mw|gen_fuel_gas_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_gas_pct|gen_fuel_solar_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_solar_mw|gross_sched_interchange_mw|total_pjm_reg_purchases|gen_fuel_coal_pct|da_as_as_req_mw_thirty_minutes_reserve|total_losses|net_actual_interchange_mw|gen_fuel_other_renewables_mw|gen_fuel_oil_mw|gen_fuel_hydro_pct|gen_fuel_other_renewables_pct,gross_actual_interchange_mw,总实际交换功率,19,0.8841481085909447,47
Pearson,相关系数排序（只看两两关系）,0.8524574665881937,gross_inadv_interchange_mw|gross_sched_interchange_mw|total_losses|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|total_pjm_reg_purchases|prelim_load_avg_hourly|metered_load_mw|forecast_load_mw_latest_available|total_gen|total_pjm_rt_load_mwh|gen_fuel_gas_mw|total_pjm_assigned_reg|gen_fuel_solar_pct|total_lmp_da|system_energy_price_da|gen_fuel_nuclear_pct|solar_generation_mw,gross_actual_interchange_mw,总实际交换功率,19,0.8841481085909447,47
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9278589861596654,gen_fuel_gas_mw|gen_fuel_coal_pct|total_losses|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|da_as_as_req_mw_thirty_minutes_reserve|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|total_lmp_da|gen_fuel_gas_pct|gen_fuel_wind_mw|da_as_as_mw_thirty_minutes_reserve|marginal_loss_price_da|gen_fuel_oil_mw|total_pjm_assigned_reg|gen_fuel_storage_mw|total_pjm_rmpcp_cr,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9254364866622476,total_losses|marginal_loss_price_da|total_lmp_da|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|total_pjm_rmpcp_cr|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_gas_pct|gross_sched_interchange_mw|gen_fuel_nuclear_mw|wind_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_other_renewables_mw,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.908434998789925,gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|total_pjm_assigned_reg|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|gen_fuel_gas_mw|total_losses|total_pjm_reg_purchases|da_as_as_mw_synchronized_reserve|total_pjm_rmpcp_cr|wind_generation_mw|total_lmp_da|gen_fuel_coal_mw|gen_fuel_coal_pct|da_as_as_req_mw_primary_reserve|system_energy_price_da,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
XGBoost,树模型特征重要性（2016）,0.9203344710561595,da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_nuclear_mw|marginal_loss_price_da|total_losses|system_energy_price_da|total_pjm_reg_purchases|total_lmp_da|gen_fuel_coal_mw|gen_fuel_gas_mw|total_pjm_assigned_reg|marginal_loss_price_rt|gen_fuel_wind_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
Lasso,线性稀疏（1996）,0.9114673145102576,gen_fuel_coal_mw|gen_fuel_coal_pct|total_losses|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|total_lmp_da|total_pjm_reg_purchases|gen_fuel_wind_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gen_fuel_storage_mw|total_pjm_rmpcp_cr|total_pjm_assigned_reg|gen_fuel_oil_mw,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
Pearson,相关系数排序（只看两两关系）,0.8846805971912006,gross_sched_interchange_mw|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_gas_mw|total_pjm_assigned_reg|total_pjm_reg_purchases|gen_fuel_gas_pct|gen_fuel_other_renewables_mw|total_pjm_rmpcp_cr|gen_fuel_multiple_fuels_mw|gen_fuel_wind_pct|gen_fuel_coal_mw,net_sched_interchange_mw,净计划交换功率,17,0.9184846673017326,34
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9879242531707654,gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_oil_mw|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_nuclear_mw|gen_fuel_solar_pct|gen_fuel_other_renewables_pct|gen_fuel_other_renewables_mw,total_gen,总发电量,9,0.9920587767662256,30
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9733714837733228,total_losses|gen_fuel_solar_pct|gen_fuel_other_renewables_pct|system_energy_price_da|gen_fuel_coal_pct|net_actual_interchange_mw|gen_fuel_oil_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_mw,total_gen,总发电量,9,0.9920587767662256,30
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9744745279656618,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_mw|gen_fuel_solar_pct,total_gen,总发电量,9,0.9920587767662256,30
XGBoost,树模型特征重要性（2016）,0.9766646121703165,gen_fuel_oil_mw|gen_fuel_other_renewables_pct|gen_fuel_nuclear_mw|gen_fuel_coal_pct|system_energy_price_da|gen_fuel_other_renewables_mw|gen_fuel_solar_pct|gen_fuel_hydro_mw|da_as_as_mw_thirty_minutes_reserve,total_gen,总发电量,9,0.9920587767662256,30
Lasso,线性稀疏（1996）,0.9851495612389667,gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_other_renewables_pct|gen_fuel_other_renewables_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_solar_pct|total_losses|gen_fuel_multiple_fuels_mw,total_gen,总发电量,9,0.9920587767662256,30
Pearson,相关系数排序（只看两两关系）,0.9664395318681653,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|gen_fuel_oil_pct|system_energy_price_da|gen_fuel_nuclear_mw|gen_fuel_coal_pct|marginal_loss_price_da|gen_fuel_hydro_mw,total_gen,总发电量,9,0.9920587767662256,30
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9865770603811771,gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_solar_mw|gen_fuel_solar_pct|system_energy_price_da|gen_fuel_other_renewables_pct|gen_fuel_other_renewables_mw|total_losses|gen_fuel_nuclear_mw,metered_load_mw,计量负荷,9,0.9911882461507994,29
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.977462369328384,total_losses|system_energy_price_da|gen_fuel_other_renewables_pct|gen_fuel_solar_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_mw|gen_fuel_hydro_mw,metered_load_mw,计量负荷,9,0.9911882461507994,29
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9740187681246203,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_coal_pct|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_mw|gen_fuel_solar_mw,metered_load_mw,计量负荷,9,0.9911882461507994,29
XGBoost,树模型特征重要性（2016）,0.9743296601789133,gen_fuel_oil_mw|system_energy_price_da|gen_fuel_other_renewables_pct|gen_fuel_nuclear_mw|total_losses|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct,metered_load_mw,计量负荷,9,0.9911882461507994,29
Lasso,线性稀疏（1996）,0.9839089589088443,gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_solar_pct|gen_fuel_other_renewables_pct|gen_fuel_hydro_pct|gen_fuel_other_renewables_mw|total_losses|gen_fuel_coal_pct|gen_fuel_multiple_fuels_mw,metered_load_mw,计量负荷,9,0.9911882461507994,29
Pearson,相关系数排序（只看两两关系）,0.9682244261395673,gen_fuel_other_renewables_pct|gen_fuel_oil_mw|total_losses|system_energy_price_da|gen_fuel_oil_pct|gen_fuel_coal_pct|marginal_loss_price_da|gen_fuel_nuclear_mw|gen_fuel_hydro_mw,metered_load_mw,计量负荷,9,0.9911882461507994,29
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9495666131475454,marginal_loss_price_rt|total_lmp_rt|gen_fuel_nuclear_mw|gen_fuel_coal_mw|total_gen|net_actual_interchange_mw|wind_generation_mw|gen_fuel_other_renewables_mw|gross_actual_interchange_mw|da_as_as_req_mw_primary_reserve|marginal_loss_price_da|gen_fuel_multiple_fuels_mw|gross_sched_interchange_mw|da_as_as_mw_thirty_minutes_reserve|gross_inadv_interchange_mw|gen_fuel_solar_pct|forecast_load_mw_latest_available|gen_fuel_hydro_pct|congestion_price_rt|congestion_price_da|total_pjm_reg_purchases,total_losses,总网损,21,0.949555976237226,46
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9472579368347224,gen_fuel_hydro_pct|marginal_loss_price_da|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct|gen_fuel_wind_mw|marginal_loss_price_rt|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|net_actual_interchange_mw|net_sched_interchange_mw|gen_fuel_coal_mw|gross_actual_interchange_mw|wind_generation_mw|gen_fuel_multiple_fuels_mw|prelim_load_avg_hourly|system_energy_price_da|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve|total_gen|congestion_price_da,total_losses,总网损,21,0.949555976237226,46
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9486420069773578,gen_fuel_coal_mw|marginal_loss_price_da|gen_fuel_nuclear_mw|wind_generation_mw|gross_actual_interchange_mw|net_sched_interchange_mw|net_actual_interchange_mw|da_as_as_mw_thirty_minutes_reserve|da_as_as_req_mw_primary_reserve|gross_inadv_interchange_mw|gen_fuel_wind_mw|da_as_nsr_mw_primary_reserve|gen_fuel_multiple_fuels_mw|marginal_loss_price_rt|metered_load_mw|gen_fuel_coal_pct|prelim_load_avg_hourly|gen_fuel_gas_mw|da_as_as_req_mw_thirty_minutes_reserve|total_gen|gen_fuel_solar_mw,total_losses,总网损,21,0.949555976237226,46
XGBoost,树模型特征重要性（2016）,0.9542891384338961,gen_fuel_coal_mw|metered_load_mw|prelim_load_avg_hourly|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_wind_mw|marginal_loss_price_da|marginal_loss_price_rt|net_sched_interchange_mw|wind_generation_mw|forecast_load_mw_latest_available|da_as_as_req_mw_primary_reserve|net_actual_interchange_mw|gen_fuel_coal_pct|gen_fuel_oil_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_solar_pct|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_mw|gross_actual_interchange_mw|gen_fuel_solar_mw,total_losses,总网损,21,0.949555976237226,46
Lasso,线性稀疏（1996）,0.9422171995962216,total_pjm_rt_load_mwh|total_gen|prelim_load_avg_hourly|net_actual_interchange_mw|gen_fuel_coal_mw|gen_fuel_coal_pct|gen_fuel_gas_mw|system_energy_price_rt|solar_generation_mw|marginal_loss_price_rt|forecast_load_mw_latest_available|marginal_loss_price_da|gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|total_pjm_rmccp_cr|rmccp|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_mw|wind_generation_mw|gen_fuel_solar_pct,total_losses,总网损,21,0.949555976237226,46
Pearson,相关系数排序（只看两两关系）,0.9242273758550682,gen_fuel_coal_mw|prelim_load_avg_hourly|metered_load_mw|gen_fuel_coal_pct|forecast_load_mw_latest_available|total_pjm_rt_load_mwh|total_gen|gen_fuel_nuclear_mw|marginal_loss_price_da|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_gas_mw|gross_actual_interchange_mw|total_lmp_da|system_energy_price_da|gen_fuel_other_renewables_pct|marginal_loss_price_rt|gen_fuel_oil_mw|da_as_as_mw_primary_reserve|gen_fuel_oil_pct|total_lmp_rt,total_losses,总网损,21,0.949555976237226,46
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.706211835252353,system_energy_price_da|da_as_as_req_mw_primary_reserve|total_losses|gross_inadv_interchange_mw|gen_fuel_gas_pct|gen_fuel_solar_mw|marginal_loss_price_da|gross_sched_interchange_mw|gen_fuel_nuclear_mw|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|da_as_mcp_primary_reserve|gen_fuel_oil_pct|forecast_load_mw_latest_available|da_as_as_mw_synchronized_reserve|congestion_price_rt|total_pjm_reg_purchases|total_pjm_loc_credit|gen_fuel_hydro_pct|gross_actual_interchange_mw|da_as_as_mw_thirty_minutes_reserve|total_pjm_rmpcp_cr|gen_fuel_other_renewables_pct|total_pjm_rt_load_mwh|da_as_mcp_synchronized_reserve|total_pjm_rmccp_cr,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.7390600327987029,gross_inadv_interchange_mw|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|total_pjm_loc_credit|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|da_as_as_mw_synchronized_reserve|gen_fuel_solar_pct|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|marginal_loss_price_da|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|gen_fuel_solar_mw|gen_fuel_nuclear_mw|congestion_price_rt|gross_actual_interchange_mw|gen_fuel_coal_mw|total_losses|gen_fuel_gas_pct|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|system_energy_price_rt|da_as_nsr_mw_primary_reserve|total_lmp_rt|da_as_as_mw_primary_reserve,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.7109553105870074,marginal_loss_price_da|gen_fuel_oil_mw|gross_inadv_interchange_mw|da_as_as_req_mw_synchronized_reserve|metered_load_mw|total_losses|gross_actual_interchange_mw|forecast_load_mw_latest_available|da_as_as_mw_synchronized_reserve|gen_fuel_solar_pct|da_as_mcp_primary_reserve|gross_sched_interchange_mw|congestion_price_rt|gen_fuel_nuclear_mw|rmccp|gen_fuel_multiple_fuels_mw|da_as_as_mw_thirty_minutes_reserve|total_pjm_rmpcp_cr|system_energy_price_da|total_pjm_assigned_reg|prelim_load_avg_hourly|total_pjm_loc_credit|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_primary_reserve|total_pjm_rmccp_cr|total_pjm_rt_load_mwh,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
XGBoost,树模型特征重要性（2016）,0.7607958650823019,da_as_as_req_mw_primary_reserve|marginal_loss_price_da|gen_fuel_oil_mw|gen_fuel_oil_pct|metered_load_mw|da_as_as_mw_synchronized_reserve|gen_fuel_solar_pct|prelim_load_avg_hourly|congestion_price_rt|system_energy_price_da|forecast_load_mw_latest_available|gen_fuel_nuclear_mw|gen_fuel_solar_mw|gross_inadv_interchange_mw|gen_fuel_gas_mw|gross_actual_interchange_mw|gen_fuel_nuclear_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|da_as_mcp_primary_reserve|gen_fuel_other_renewables_pct|da_as_mcp_synchronized_reserve|gen_fuel_coal_pct|total_pjm_rt_load_mwh|total_losses,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
Lasso,线性稀疏（1996）,0.7142181284342954,marginal_loss_price_da|gen_fuel_oil_mw|da_as_as_req_mw_primary_reserve|gross_inadv_interchange_mw|da_as_mcp_primary_reserve|gen_fuel_nuclear_mw|gen_fuel_solar_pct|marginal_loss_price_rt|gross_sched_interchange_mw|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|gross_actual_interchange_mw|da_as_as_mw_primary_reserve|total_pjm_assigned_reg|total_gen|total_pjm_loc_credit,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
Pearson,相关系数排序（只看两两关系）,0.7154615524886142,marginal_loss_price_da|gen_fuel_oil_mw|system_energy_price_da|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|total_gen|total_pjm_rt_load_mwh|gen_fuel_gas_mw|marginal_loss_price_rt|gen_fuel_coal_mw|da_as_mcp_synchronized_reserve|da_as_mcp_primary_reserve|total_lmp_rt|system_energy_price_rt|total_losses|gross_inadv_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_hydro_mw|gen_fuel_other_renewables_pct|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|gen_fuel_coal_pct,congestion_price_da,日前阻塞价,26,0.7576112816126582,46
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.6822992041931464,marginal_loss_price_rt|system_energy_price_rt|total_losses|gen_fuel_oil_pct|gen_fuel_gas_pct|gen_fuel_solar_pct|gen_fuel_coal_pct|net_sched_interchange_mw|congestion_price_da|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve|rmccp|gen_fuel_nuclear_mw|marginal_loss_price_da|gross_actual_interchange_mw|gen_fuel_hydro_mw|system_energy_price_da|total_pjm_loc_credit|gen_fuel_storage_mw|gen_fuel_other_renewables_pct|gross_inadv_interchange_mw|total_pjm_assigned_reg|da_as_mcp_synchronized_reserve|da_as_nsr_mw_primary_reserve|da_as_mcp_primary_reserve|metered_load_mw,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.6650433569691087,rmccp|da_as_mcp_synchronized_reserve|gen_fuel_solar_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_coal_pct|gen_fuel_gas_pct|total_pjm_loc_credit|total_losses|system_energy_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|congestion_price_da|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|net_sched_interchange_mw|total_lmp_da|total_pjm_reg_purchases|marginal_loss_price_da|da_as_nsr_mw_primary_reserve|system_energy_price_da|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|total_gen|gross_actual_interchange_mw,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.6373153564062222,system_energy_price_rt|net_actual_interchange_mw|da_as_mcp_synchronized_reserve|total_pjm_loc_credit|gen_fuel_gas_pct|gen_fuel_multiple_fuels_mw|net_sched_interchange_mw|marginal_loss_price_rt|da_as_nsr_mw_primary_reserve|congestion_price_da|gen_fuel_nuclear_mw|gen_fuel_coal_mw|gross_actual_interchange_mw|gen_fuel_other_renewables_pct|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|da_as_as_mw_thirty_minutes_reserve|total_losses|total_lmp_da|gen_fuel_coal_pct|gen_fuel_solar_pct|rmccp|solar_generation_mw|total_pjm_rmccp_cr|gen_fuel_storage_mw|system_energy_price_da|da_as_mcp_primary_reserve,congestion_price_rt,实时阻塞价,27,0.6742644979468284,45
