total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_oil_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.19608738,0.62284994,0.30176795,0.25141945,0.087869264,0.012460479,0.6275436,0.0,0.37283036,0.0,0.131642,0.0,0.053776268,0.62666917,0.0,0.0,0.37504953,0.2814328,0.4926477,0.0,0.44936013,0.207989,0.09498921,0.2820826,0.0,0.6278693,0.73838687,0.0,0.0,0.0,0.0,0.7991488,0.0,0.689695,0.9111748,0.48298544,0.4437103,0.30757174,0.46232107,0.18602875,0.457927,0.0,0.6018131
0.1484233,0.6336279,0.2780752,0.2100875,0.02063233,0.0,0.6392638,0.0,0.3583784,0.0,0.080519535,0.0,0.0,0.6293246,0.0,0.0,0.3722647,0.26225632,0.49582154,0.0,0.42927015,0.17268796,0.046205513,0.25108755,0.0,0.62937176,0.7470207,0.0,0.0,0.0,0.0,0.82305026,0.0,0.72790724,0.9423078,0.48030475,0.4458541,0.2869767,0.4584693,0.13541648,0.45459607,0.0,0.6252468
0.09734009,0.6392832,0.25400734,0.1623387,0.0,0.0,0.6377649,0.0,0.33189142,0.0,0.0232307,0.0,0.0,0.6220021,0.0,0.0,0.36040565,0.23202206,0.49342483,0.0,0.41485316,0.13889371,0.006994213,0.2297227,0.0,0.63103694,0.76686746,0.0,0.0,0.0,0.0,0.8381995,0.0,0.73917145,0.9645698,0.4823921,0.4328205,0.2619182,0.46032187,0.06344452,0.44545206,0.0,0.62534666
0.049536817,0.6488579,0.23198973,0.1197518,0.0,0.0,0.65516526,0.0,0.3122,0.0,0.0,0.0,0.0,0.62317306,0.0,0.0,0.32737926,0.19872236,0.48406994,0.0,0.39625704,0.102360316,0.0,0.21205615,0.0,0.64259106,0.7819546,0.0,0.0,0.0,0.0,0.8629009,0.0,0.7495556,0.99682444,0.4943187,0.42788327,0.2415751,0.46043575,0.020199329,0.4689295,0.0,0.6425512
0.0,0.6670511,0.21418224,0.06315052,0.0,0.0,0.6677555,0.0,0.27546787,0.0,0.0,0.0,0.0,0.6256099,0.0,0.0,0.30858862,0.17006667,0.48617607,0.0,0.37716463,0.06641205,0.0,0.19143975,0.0,0.64876056,0.7975055,0.0,0.0,0.0,0.0,0.881523,0.0,0.76999635,1.0,0.48857468,0.40726653,0.21387307,0.45434397,0.0,0.48587075,0.0,0.65631664
0.0,0.6751501,0.19238517,0.012089396,0.0,0.0,0.6719803,0.0,0.25083157,0.0,0.0,0.0,0.0,0.62736964,0.0,0.0,0.2820028,0.13594924,0.47112817,0.0,0.35654023,0.026706818,0.0,0.16630223,0.0,0.65031415,0.80897844,0.0,0.0,0.0,0.0,0.91154885,0.0,0.78840405,1.0,0.49137774,0.39681688,0.187434,0.45604223,0.0,0.5087274,0.0,0.66551155
0.0,0.6857361,0.17272514,0.0,0.0,0.0,0.6898633,0.0,0.22114146,0.0,0.0,0.0,0.0,0.63472366,0.0,0.0,0.2571559,0.11748186,0.47279862,0.0,0.33678654,0.0,0.0,0.12683517,0.0,0.66861665,0.8301529,0.0,0.0,0.0,0.0,0.9238771,0.0,0.81853276,1.0,0.47854865,0.37851515,0.16070348,0.4477085,0.0,0.52414864,0.0,0.6626596
0.0,0.70385736,0.13074674,0.0,0.0,0.0,0.6997092,0.0,0.18705599,0.0,0.0,0.0,0.0,0.63718843,0.0,0.0,0.22475894,0.08228374,0.45661274,0.0,0.3106895,0.0,0.0,0.09419381,0.0,0.6733881,0.84520274,0.0,0.0,0.0,0.0,0.95035994,0.0,0.84392947,1.0,0.4677471,0.35936382,0.12413913,0.4523539,0.0,0.53513724,0.0,0.6538909
0.0,0.6955268,0.09868302,0.0,0.0,0.0,0.7041423,0.0,0.13850774,0.0,0.0,0.0,0.0,0.6429957,0.0,0.0,0.19704688,0.04145087,0.44473106,0.0,0.28641102,0.0,0.0,0.06483351,0.0,0.6817604,0.86486673,0.0,0.0,0.0,0.0,0.97287184,0.0,0.8513157,1.0,0.47353786,0.34121817,0.07584987,0.45011777,0.0,0.53883463,0.0,0.6529942
0.0,0.6919015,0.08310128,0.0,0.0,0.0,0.7052,0.0,0.10686575,0.0,0.0,0.0,0.0,0.6509847,0.0,0.0,0.1683187,0.00106164,0.438243,0.0,0.2580798,0.0,0.0,0.042102654,0.0,0.6899544,0.87722033,0.0,0.0,0.0,0.0,0.98148316,0.0,0.8709721,1.0,0.48959097,0.3414034,0.03091827,0.44691482,0.0,0.56697005,0.0,0.6633202
0.0,0.7195531,0.06355524,0.0,0.0,0.0,0.7058633,0.0,0.08372433,0.0,0.0,0.0,0.0,0.6468004,0.0,0.0,0.13569482,0.0,0.42908326,0.0,0.22698125,0.0,0.0,0.007342507,0.0,0.69321585,0.889547,0.0,0.0,0.0,0.0,0.9984852,0.0,0.8805182,1.0,0.49002966,0.3222108,0.0,0.44006824,0.0,0.5944767,0.0,0.664999
0.0,0.74335444,0.036929995,0.0,0.0,0.0,0.7130894,0.0,0.050337207,0.0,0.0,0.0,0.0,0.6465555,0.0,0.0,0.10371458,0.0,0.4167647,0.0,0.2007134,0.0,0.0,0.0,0.0,0.6952714,0.90328425,0.0,0.0,0.0,0.0,1.0,0.0,0.90875,1.0,0.4741994,0.30344924,0.0,0.43024465,0.0,0.62178725,0.0,0.66804034
0.0,0.7603591,0.020009326,0.0,0.0,0.0,0.7294503,0.0,0.011826961,0.0,0.0,0.0,0.0,0.64531314,0.0,0.0,0.08075318,0.0,0.40371722,0.0,0.18598142,0.0,0.0,0.0,0.0,0.71720624,0.9199495,0.0,0.0,0.0,0.0,1.0,0.0,0.9287516,1.0,0.46492893,0.27938256,0.0,0.42055914,0.0,0.6422032,0.0,0.6860529
0.0,0.7618889,0.0,0.0,0.0,0.0,0.7306007,0.0,0.0,0.0,0.0,0.0,0.0,0.65281254,0.0,0.0,0.04462709,0.0,0.4029428,0.0,0.16229628,0.0,0.0,0.0,0.0,0.7257644,0.9312248,0.0,0.0,0.0,0.0,1.0,0.0,0.9618093,1.0,0.47329777,0.26326025,0.0,0.427935,0.0,0.661339,0.0,0.68917817
0.0,0.7817648,0.0,0.0,0.0,0.0,0.72317225,0.0,0.0,0.0,0.0,0.0,0.0,0.65223366,0.0,0.0,0.00746154,0.0,0.3957158,0.0,0.12449808,0.0,0.0,0.0,0.0,0.73127264,0.9438447,0.0,0.0,0.0,0.0,1.0,0.0,0.98425686,1.0,0.46698123,0.24431598,0.0,0.44459477,0.0,0.6998566,0.0,0.6870873
0.0,0.7987724,0.0,0.0,0.0,0.0,0.722981,0.0,0.0,0.0,0.0,0.0,0.0,0.66171557,0.0,0.0,0.0,0.0,0.3871036,0.0,0.10258613,0.0,0.0,0.0,0.0,0.70943063,0.9628838,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.46715796,0.21436928,0.0,0.43837973,0.0,0.7158139,0.0,0.68058336
0.0,0.8203329,0.0,0.0,0.0,0.0,0.73605156,0.0,0.0,0.0,0.0,0.0,0.0,0.6685695,0.0,0.0,0.0,0.0,0.37797529,0.0,0.0666736,0.0,0.0,0.0,0.0,0.72560656,0.9761675,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.44386145,0.19110328,0.0,0.42551628,0.0,0.7449107,0.0,0.6846298
0.0,0.83834547,0.0,0.0,0.0,0.0,0.7447057,0.0,0.0,0.0,0.0,0.0,0.0,0.6613276,0.0,0.0,0.0,0.0,0.38755283,0.0,0.029679906,0.0,0.0,0.0,0.0,0.73171073,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4387754,0.1587261,0.0,0.42468798,0.0,0.76859915,0.0,0.69473535
0.0,0.85730696,0.0,0.0,0.0,0.0,0.7436183,0.0,0.0,0.0,0.0,0.0,0.0,0.65327185,0.0,0.0,0.0,0.0,0.39176157,0.0,0.008481335,0.0,0.0,0.0,0.0,0.741361,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42267516,0.121884845,0.0,0.415345,0.0,0.7979143,0.0,0.6949562
0.0,0.87036824,0.0,0.0,0.0,0.0,0.7590047,0.0,0.0,0.0,0.0,0.0,0.0,0.6704062,0.0,0.0,0.0,0.0,0.38874963,0.0,0.0,0.0,0.0,0.0,0.0,0.7801853,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.42319897,0.095074296,0.0,0.40590918,0.0,0.83305,0.0,0.69078755
0.0,0.8948817,0.0,0.0,0.0,0.0,0.77079314,0.0,0.0,0.0,0.0,0.0,0.0,0.6760649,0.0,0.0,0.0,0.0,0.3884087,0.0,0.0,0.0,0.0,0.0,0.0,0.8013106,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.41922328,0.051419877,0.0,0.40739003,0.0,0.8703717,0.0,0.69768137
0.0,0.9137703,0.0,0.0,0.0,0.0,0.7796296,0.0,0.0,0.0,0.0,0.0,0.0,0.6773931,0.0,0.0,0.0,0.0,0.39987263,0.0,0.0,0.0,0.0,0.0,0.0,0.80594367,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40893066,0.01963075,0.0,0.4116563,0.0,0.9037953,0.0,0.71228683
0.0,0.92913336,0.0,0.0,0.0,0.0,0.7791103,0.0,0.0,0.0,0.0,0.0,0.0,0.67935026,0.0,0.0,0.0,0.0,0.39743647,0.0,0.0,0.0,0.0,0.0,0.0,0.8145461,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40874147,0.0,0.0,0.41918442,0.0,0.9342486,0.0,0.7166131
0.0,0.9572866,0.0,0.0,0.0,0.0,0.787671,0.0,0.0,0.0,0.0,0.0,0.0,0.6763349,0.0,0.0,0.0,0.0,0.40847543,0.0,0.0,0.0,0.0,0.0,0.0,0.8366512,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40518668,0.0,0.0,0.41778144,0.0,0.9656149,0.0,0.72507805
0.0,0.97961456,0.0,0.0,0.0,0.0,0.80146754,0.0,0.0,0.0,0.0,0.0,0.0,0.672893,0.0,0.0,0.0,0.0,0.42074612,0.0,0.0,0.0,0.0,0.0,0.0,0.8331323,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40121752,0.0,0.0,0.42636997,0.0,1.0,0.0,0.7362974
0.0,0.9989126,0.0,0.0,0.0,0.0,0.816507,0.0,0.0,0.0,0.0,0.0,0.0,0.6748757,0.0,0.0,0.0,0.0,0.42889565,0.0,0.0,0.0,0.0,0.0,0.0,0.8378914,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.41472936,0.0,0.0,0.4313262,0.0,1.0,0.0,0.7412793
0.0,1.0,0.0,0.0,0.0,0.0,0.82780385,0.0,0.0,0.0,0.0,0.0,0.0,0.67047966,0.0,0.0,0.0,0.0,0.4285166,0.0,0.0,0.0,0.0,0.0,0.0,0.84015596,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.41008416,0.0,0.0,0.435358,0.0,1.0,0.0,0.7458424
0.0,1.0,0.0,0.0,0.0,0.0,0.8304728,0.0,0.0,0.0,0.0,0.0,0.0,0.6623752,0.0,0.0,0.0,0.0,0.42682093,0.0,0.0,0.0,0.0,0.0,0.0,0.8429263,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40229475,0.0,0.0,0.41399398,0.0,1.0,0.0,0.7594522
0.0,1.0,0.0,0.0,0.0,0.0,0.83191407,0.0,0.0,0.0,0.0,0.0,0.0,0.65484285,0.0,0.0,0.0,0.0,0.41922453,0.0,0.0,0.0,0.0,0.0,0.0,0.8378118,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40607223,0.0,0.0,0.4224489,0.0,1.0,0.0,0.7698706
0.0,1.0,0.0,0.0,0.0,0.0,0.84728944,0.0,0.0,0.0,0.0,0.0,0.0,0.6474469,0.0,0.0,0.0,0.0,0.43826488,0.0,0.0,0.0,0.0,0.0,0.0,0.84568113,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40616217,0.0,0.0,0.4268215,0.0,1.0,0.0,0.77263105
0.0,1.0,0.0,0.0,0.0,0.0,0.84636295,0.0,0.0,0.0,0.0,0.0,0.0,0.6386061,0.0,0.0,0.0,0.0,0.4603139,0.0,0.0,0.0,0.0,0.0,0.0,0.83955616,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4131689,0.0,0.0,0.42195505,0.0,1.0,0.0,0.7844284
0.0,1.0,0.0,0.0,0.0,0.0,0.8515153,0.0,0.0,0.0,0.0,0.0,0.0,0.635754,0.0,0.0,0.0,0.0,0.47807118,0.0,0.0,0.0,0.0,0.0,0.0,0.8490156,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4176755,0.0,0.0,0.42104337,0.0,1.0,0.0,0.78758216
0.0,1.0,0.0,0.0,0.0,0.0,0.8706074,0.0,0.0,0.0,0.0,0.0,0.0,0.65323865,0.0,0.0,0.0,0.0,0.48667815,0.0,0.0,0.0,0.0,0.0,0.0,0.85602665,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.4133186,0.0,0.0,0.42707947,0.0,1.0,0.0,0.7898347
0.0,1.0,0.0,0.0,0.0,0.0,0.8821266,0.0,0.0,0.0,0.0,0.0,0.0,0.64916253,0.0,0.0,0.0,0.0,0.5040262,0.0,0.0,0.0,0.0,0.0,0.0,0.87062556,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.40643382,0.0,0.0,0.42239034,0.0,1.0,0.0,0.7940725
0.0,1.0,0.0,0.0,0.0,0.0,0.8931908,0.0,0.0,0.0,0.0,0.0,0.0,0.6379018,0.0,0.0,0.0,0.0,0.5136229,0.0,0.0,0.0,0.0,0.0,0.0,0.8731935,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.39418733,0.0,0.0,0.42219213,0.0,1.0,0.0,0.7860821
0.0,1.0,0.0,0.0,0.0,0.0,0.91647273,0.0,0.0,0.0,0.0,0.0,0.0,0.6326621,0.0,0.0,0.0,0.0,0.5430262,0.0,0.0,0.0,0.0,0.0,0.0,0.87417364,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.38896662,0.0,0.0,0.4157405,0.0,1.0,0.0,0.78595835
0.0,1.0,0.0,0.0,0.0,0.0,0.9373496,0.0,0.0,0.0,0.0,0.0,0.0,0.62165004,0.0,0.0,0.0,0.0,0.56992847,0.0,0.0,0.0,0.0,0.0,0.0,0.8764664,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.37538674,0.0,0.0,0.4150795,0.0,1.0,0.0,0.7835783
0.0,1.0,0.0,0.0,0.0,0.0,0.9439734,0.0,0.0,0.0,0.0,0.0,0.0,0.6056061,0.0,0.0,0.0,0.0,0.5792882,0.0,0.0,0.0,0.0,0.0,0.0,0.88005084,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.36601084,0.0,0.0,0.4267236,0.0,1.0,0.0,0.78833187
0.0,1.0,0.0,0.0,0.0,0.0,0.95334744,0.0,0.0,0.0,0.0,0.0,0.0,0.5976925,0.0,0.0,0.0,0.0,0.6124906,0.0,0.0,0.0,0.0,0.0,0.0,0.8874938,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.35784033,0.0,0.0,0.42254552,0.0,1.0,0.0,0.7911104
0.0,1.0,0.0,0.0,0.0,0.0,0.9649044,0.0,0.0,0.0,0.0,0.0,0.0,0.57709813,0.0,0.0,0.0,0.0,0.6438136,0.0,0.0,0.0,0.0,0.0,0.0,0.89638644,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.35950205,0.0,0.0,0.4292938,0.0,1.0,0.0,0.79385215
0.0,1.0,0.0,0.0,0.0,0.0,0.97969544,0.0,0.0,0.0,0.0,0.0,0.0,0.56217617,0.0,0.0,0.0,0.0,0.66659594,0.0,0.0,0.0,0.0,0.0,0.0,0.9061344,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.34772968,0.0,0.0,0.42537543,0.0,1.0,0.0,0.80137587
0.0,1.0,0.0,0.0,0.0,0.0,0.9856129,0.0,0.0,0.0,0.0,0.0,0.0,0.5468247,0.0,0.0,0.0,0.0,0.6844592,0.0,0.0,0.0,0.0,0.0,0.0,0.9151749,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.34206975,0.0,0.0,0.4176668,0.0,1.0,0.0,0.79560435
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52633977,0.0,0.0,0.0,0.0,0.7109555,0.0,0.0,0.0,0.0,0.0,0.0,0.91848975,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.34263897,0.0,0.0,0.40443775,0.0,1.0,0.0,0.80242014
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5050598,0.0,0.0,0.0,0.0,0.73738426,0.0,0.0,0.0,0.0,0.0,0.0,0.91460043,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.33949074,0.0,0.0,0.3989001,0.0,1.0,0.0,0.80917037
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47859624,0.0,0.0,0.0,0.0,0.7700807,0.0,0.0,0.0,0.0,0.0,0.0,0.9231197,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.32254854,0.0,0.0,0.39099634,0.0,1.0,0.0,0.8202
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4484425,0.0,0.0,0.0,0.0,0.79909617,0.0,0.0,0.0,0.0,0.0,0.0,0.93239456,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.30717406,0.0,0.0,0.3779753,0.0,1.0,0.0,0.82093585
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43229213,0.0,0.0,0.0,0.0,0.8361598,0.0,0.0,0.0,0.0,0.0,0.0,0.9354848,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.29769292,0.0,0.0,0.37299073,0.0,1.0,0.0,0.8115093
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42316216,0.0,0.0,0.0,0.0,0.8752955,0.0,0.0,0.0,0.0,0.0,0.0,0.9387195,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.29000983,0.0,0.0,0.37314495,0.0,1.0,0.0,0.8275486
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38830668,0.0,0.0,0.0,0.0,0.91466844,0.0,0.0,0.0,0.0,0.0,0.0,0.9432274,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.27668056,0.0,0.0,0.36634237,0.0,1.0,0.0,0.8252442
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36021832,0.0,0.0,0.0,0.0,0.9592443,0.0,0.0,0.0,0.0,0.0,0.0,0.94618905,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.25333965,0.0,0.0,0.37093413,0.0,1.0,0.0,0.831494
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3203373,0.0,0.0,0.0,0.0,0.99156755,0.0,0.0,0.0,0.0,0.0,0.0,0.94598985,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.23715968,0.0,0.0,0.3651169,0.0,1.0,0.0,0.834336
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27828625,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97154933,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.20175678,0.0,0.0,0.35898182,0.0,1.0,0.0,0.84087574
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23009218,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9701385,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.2111307,0.0,0.0,0.34177223,0.0,1.0,0.0,0.84389913
