total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.43424463,0.77968794,0.19771777,0.31474817,0.4959946,0.057062168,0.16815813,0.2624045,0.7451208,0.5350846,0.8413133,0.0,0.0,0.31085992,0.5661603,0.0,0.098931886,0.53288686,0.25764415,0.46403944,0.0,0.5270444,0.1603575,0.3839715,0.32841864,0.16062814,0.21242167,0.0,0.4744672,0.3209062,0.0,0.0,0.0,0.16888455,0.25876695,0.5567924,0.37620386,0.30739987,0.55461663,0.08283801,0.0,0.41849887,0.5487776,0.55505663,0.0,0.74101114,0.9102655,0.15548016,0.21181123,0.9043592,0.26712996,0.50324696,0.5967468,0.0,0.5386596,0.6858834,0.92683524
0.42849544,0.7879524,0.16956574,0.31741264,0.49827164,0.017026186,0.15283214,0.25976294,0.7582718,0.5478982,0.85234946,0.0,0.0,0.31242266,0.57173115,0.0,0.081008986,0.5546815,0.23368932,0.47381765,0.0,0.5229214,0.14711714,0.38173315,0.3209914,0.14609563,0.21065544,0.0,0.47752202,0.31464127,0.0,0.0,0.0,0.15461978,0.24713027,0.5596591,0.3862498,0.31391206,0.56705874,0.076757476,0.0,0.4191726,0.5809606,0.56755304,0.0,0.7627953,0.92398524,0.15133363,0.20032911,0.9270973,0.25655216,0.5319583,0.63056195,0.0,0.5418071,0.6949069,0.93558383
0.4190361,0.79990804,0.16036993,0.3330109,0.48273245,0.0,0.14836177,0.26149315,0.7805924,0.536904,0.86862046,0.0,0.0,0.3142403,0.5646363,0.0,0.06905108,0.5650034,0.21687162,0.47779593,0.0,0.5370993,0.14023064,0.38167,0.3104383,0.12776636,0.18301761,0.0,0.47314614,0.3211812,0.0,0.0,0.0,0.15659319,0.24902019,0.5611178,0.3751087,0.30010197,0.5815208,0.044612695,0.0,0.42495605,0.5853397,0.5830862,0.0,0.784313,0.9597352,0.14177036,0.16760214,0.9525397,0.2497505,0.55071807,0.63551056,0.0,0.5401684,0.6987251,0.9551661
0.4167847,0.80602664,0.13735966,0.3398756,0.4770177,0.0,0.14003599,0.26945117,0.7903622,0.5600753,0.8933342,0.0,0.0,0.31493878,0.56814224,0.0,0.037521724,0.59725237,0.20969853,0.48476106,0.0,0.5349362,0.106425144,0.37063032,0.29275697,0.10628425,0.19194679,0.0,0.48001972,0.3243052,0.0,0.0,0.0,0.16255607,0.22944613,0.551001,0.3689497,0.3104833,0.60481966,0.034301717,0.0,0.43908304,0.59138304,0.6097458,0.0,0.79313004,0.9834327,0.1355755,0.15160632,0.9626996,0.24832912,0.56865644,0.6664069,0.0,0.5441873,0.7165745,0.9800003
0.40803483,0.8262461,0.12965328,0.35272202,0.47328922,0.0,0.1489853,0.2618773,0.82498664,0.55020386,0.90097237,0.0,0.0,0.33085227,0.58080846,0.0,0.028191248,0.6098077,0.2025257,0.481189,0.0,0.5560016,0.10526122,0.35859647,0.28905305,0.095771745,0.17393698,0.0,0.47317666,0.3303584,0.0,0.0,0.0,0.15386206,0.22048001,0.55488825,0.35839358,0.30435124,0.6163648,0.023805317,0.0,0.45448455,0.5923964,0.6304403,0.0,0.82101154,1.0,0.13799106,0.1426616,0.9706159,0.24349935,0.57429355,0.6918786,0.0,0.52977043,0.7431971,0.98996705
0.4069983,0.8413212,0.12026552,0.37161905,0.4763573,0.0,0.13857476,0.25441983,0.8391917,0.53682274,0.91950434,0.0,0.0,0.34810513,0.59522974,0.0,0.002137152,0.63047403,0.19160175,0.4646148,0.0,0.57115483,0.10008818,0.34943795,0.28736869,0.07040838,0.16030338,0.0,0.46225268,0.3366835,0.0,0.0,0.0,0.14948398,0.213575,0.5617536,0.35740343,0.29726544,0.61577666,0.0,0.0,0.4624043,0.59955543,0.6430092,0.0,0.8324487,1.0,0.10294847,0.13697772,0.9878822,0.2320295,0.59534687,0.71274215,0.0,0.53116286,0.7551934,1.0
0.41070992,0.8607843,0.11980778,0.36546808,0.46784803,0.0,0.12513451,0.25434014,0.8543034,0.5389519,0.9418742,0.0,0.0,0.36085576,0.5953279,0.0,0.0,0.6562297,0.2069596,0.47174135,0.0,0.58143336,0.10420949,0.34449482,0.28013948,0.051860347,0.14856115,0.0,0.4542154,0.3386323,0.0,0.0,0.0,0.15046181,0.2033,0.5681071,0.3491491,0.2940474,0.62966704,0.0,0.0,0.48087704,0.6185426,0.6564724,0.0,0.86502147,1.0,0.09250945,0.12607743,1.0,0.21682723,0.5995321,0.73132885,0.0,0.5123159,0.7644496,1.0
0.40611953,0.8771653,0.09861554,0.37603673,0.47014335,0.0,0.0929498,0.25160727,0.8733265,0.5408066,0.9619071,0.0,0.0,0.36749822,0.59995496,0.0,0.0,0.67014617,0.19079985,0.45978317,0.0,0.6159745,0.09482386,0.33141065,0.27618328,0.03222807,0.13211222,0.0,0.4577101,0.34611705,0.0,0.0,0.0,0.124018505,0.20459147,0.55580854,0.34066987,0.31049097,0.63863426,0.0,0.0,0.50140893,0.6399021,0.6671471,0.0,0.8822089,1.0,0.07403347,0.096626006,1.0,0.19712277,0.5983285,0.7359332,0.0,0.5239921,0.7735092,1.0
0.4100622,0.8902865,0.08486648,0.3673747,0.4697002,0.0,0.08299739,0.25272474,0.8960919,0.5425718,0.97494423,0.0,0.0,0.38204804,0.6085521,0.0,0.0,0.7093352,0.19344419,0.45647478,0.0,0.6369102,0.093654655,0.35367694,0.27248648,0.020792704,0.14083081,0.0,0.4688,0.356615,0.0,0.0,0.0,0.10982941,0.20473577,0.5598625,0.35013708,0.30318373,0.64726776,0.0,0.0,0.5100746,0.65840477,0.6911819,0.0,0.8903578,1.0,0.04504907,0.06918302,1.0,0.16532114,0.6238405,0.76187944,0.0,0.5347792,0.79493594,1.0
0.40050808,0.89935476,0.0917345,0.37301835,0.4664026,0.0,0.06903179,0.2660206,0.90811324,0.5402773,0.99198174,0.0,0.0,0.37747312,0.60279435,0.0,0.0,0.7312312,0.17323719,0.45985293,0.0,0.659749,0.0859135,0.33398208,0.2514426,0.00051885995,0.13821597,0.0,0.45900849,0.36233085,0.0,0.0,0.0,0.098012604,0.20160045,0.5722899,0.34773615,0.2957008,0.6691888,0.0,0.0,0.5137662,0.6663261,0.6925175,0.0,0.9100151,1.0,0.01530357,0.060820233,1.0,0.169095,0.6375244,0.77917176,0.0,0.5377914,0.8011471,1.0
0.38978538,0.92833686,0.080573194,0.3904351,0.4823677,0.0,0.06269788,0.25652614,0.954874,0.5353765,1.0,0.0,0.0,0.3878484,0.5972556,0.0,0.0,0.7511364,0.15814878,0.449309,0.0,0.68429065,0.063755885,0.33350033,0.24353354,0.0,0.14153592,0.0,0.45399758,0.36268225,0.0,0.0,0.0,0.093971886,0.16525838,0.5630879,0.3519098,0.2728731,0.69803786,0.0,0.0,0.51489514,0.6757042,0.7192819,0.0,0.9378569,1.0,0.006219282,0.043436706,1.0,0.1640726,0.6610215,0.8166149,0.0,0.51685774,0.81923795,1.0
0.385513,0.9329303,0.07402708,0.40943488,0.47747493,0.0,0.029362287,0.27623037,0.95812094,0.5323577,1.0,0.0,0.0,0.38907412,0.58385444,0.0,0.0,0.7729483,0.124091394,0.43966812,0.0,0.6998559,0.054160483,0.31656834,0.23261833,0.0,0.10908191,0.0,0.44922492,0.35966507,0.0,0.0,0.0,0.0850239,0.15633532,0.5744872,0.34124294,0.26367337,0.7067161,0.0,0.0,0.53069097,0.68798494,0.7419796,0.0,0.9752153,1.0,0.0,0.038362324,1.0,0.15671971,0.65656877,0.837399,0.0,0.50922364,0.83030015,1.0
0.37621513,0.93849605,0.054455016,0.42245716,0.4870147,0.0,0.009397078,0.2552033,0.96592784,0.52978057,1.0,0.0,0.0,0.37672424,0.592055,0.0,0.0,0.7739747,0.104444504,0.44749445,0.0,0.7207681,0.048150778,0.28804684,0.23446703,0.0,0.08363001,0.0,0.44783184,0.35331637,0.0,0.0,0.0,0.05405935,0.13880414,0.57470036,0.33954582,0.26218635,0.740348,0.0,0.0,0.5466963,0.6812462,0.75313836,0.0,1.0,1.0,0.0,0.024190363,1.0,0.14524782,0.6650657,0.8439004,0.0,0.5087127,0.8612331,1.0
0.35797226,0.9565135,0.03985065,0.4217537,0.48657346,0.0,0.0,0.26113635,0.9894194,0.5260918,1.0,0.0,0.0,0.37581557,0.6091104,0.0,0.0,0.78731394,0.0846361,0.44098607,0.0,0.740704,0.031046892,0.28005868,0.22476567,0.0,0.051167417,0.0,0.44300425,0.34582728,0.0,0.0,0.0,0.03203765,0.13417442,0.5953191,0.33981216,0.25701824,0.741858,0.0,0.0,0.563947,0.69941247,0.77764577,0.0,1.0,1.0,0.0,0.0034857458,1.0,0.12850899,0.67983955,0.8711064,0.0,0.51818234,0.8796855,1.0
0.37756887,0.9672274,0.012510721,0.4183991,0.48848176,0.0,0.0,0.2575121,1.0,0.5149171,1.0,0.0,0.0,0.36537427,0.6068969,0.0,0.0,0.79782504,0.06048186,0.4249764,0.0,0.74770296,0.014977299,0.27619636,0.21037261,0.0,0.06800505,0.0,0.43474922,0.3442562,0.0,0.0,0.0,0.015792215,0.12537402,0.59925956,0.33271506,0.23987149,0.7626253,0.0,0.0,0.5810098,0.6978883,0.79758537,0.0,1.0,1.0,0.0,0.0,1.0,0.105513476,0.7000617,0.8941924,0.0,0.4949703,0.8920502,1.0
0.37925592,0.99319893,0.002017236,0.40316153,0.48600477,0.0,0.0,0.25264898,1.0,0.5087168,1.0,0.0,0.0,0.3875515,0.60831344,0.0,0.0,0.81242865,0.050096963,0.43050864,0.0,0.76925796,0.012261825,0.267736,0.20694381,0.0,0.060517404,0.0,0.42299944,0.3514388,0.0,0.0,0.0,0.006025664,0.11001276,0.60545415,0.32673252,0.21821353,0.76717705,0.0,0.0,0.58153206,0.70237315,0.82376087,0.0,1.0,1.0,0.0,0.0,1.0,0.10249251,0.7099804,0.9014429,0.0,0.4993436,0.91902846,1.0
0.39139807,1.0,0.0092796385,0.4046624,0.47922555,0.0,0.0,0.23119856,1.0,0.49336332,1.0,0.0,0.0,0.41078317,0.605076,0.0,0.0,0.8328933,0.054862466,0.41321552,0.0,0.78903157,0.0064158845,0.2651644,0.199262,0.0,0.05520352,0.0,0.41984913,0.3768184,0.0,0.0,0.0,0.0,0.09120186,0.6080073,0.33181006,0.21326666,0.80316705,0.0,0.0,0.5935864,0.7101063,0.83301634,0.0,1.0,1.0,0.0,0.0,1.0,0.09724357,0.71590215,0.92703223,0.0,0.48751423,0.9428258,1.0
0.39440674,1.0,0.012053026,0.4241407,0.48949426,0.0,0.0,0.22381948,1.0,0.48241073,1.0,0.0,0.0,0.41564852,0.62009996,0.0,0.0,0.8333886,0.051937472,0.41212252,0.0,0.82795084,0.016754717,0.2595914,0.1909543,0.0,0.049262088,0.0,0.41837254,0.38695773,0.0,0.0,0.0,0.0,0.07638114,0.602354,0.32328188,0.19888248,0.8150265,0.0,0.0,0.60070616,0.7179151,0.86250865,0.0,1.0,1.0,0.0,0.0,1.0,0.09191406,0.7163609,0.9293345,0.0,0.484578,0.96180934,1.0
0.38527992,1.0,0.015019147,0.43128702,0.48985255,0.0,0.0,0.24392733,1.0,0.47262362,1.0,0.0,0.0,0.42571127,0.6309769,0.0,0.0,0.8515686,0.025042452,0.4008003,0.0,0.85416436,0.01770418,0.2577993,0.17154099,0.0,0.041323643,0.0,0.4211976,0.38985443,0.0,0.0,0.0,0.0,0.061920203,0.6062156,0.31276223,0.20158683,0.8452848,0.0,0.0,0.6170466,0.72519374,0.87168217,0.0,1.0,1.0,0.0,0.0,1.0,0.0888485,0.7212039,0.9535361,0.0,0.4886789,0.97532576,1.0
0.38911727,1.0,0.005950328,0.42234308,0.49003047,0.0,0.0,0.2554066,1.0,0.48175657,1.0,0.0,0.0,0.42856488,0.63579106,0.0,0.0,0.883655,0.0,0.4014323,0.0,0.8666734,0.01200394,0.2602407,0.15827267,0.0,0.032379236,0.0,0.42076415,0.40481234,0.0,0.0,0.0,0.0,0.05216912,0.6227335,0.30908445,0.19933523,0.878788,0.0,0.0,0.63009745,0.7317592,0.88748735,0.0,1.0,1.0,0.0,0.0,1.0,0.08701004,0.73789805,0.96778995,0.0,0.4824114,0.9959411,1.0
0.39589635,1.0,0.0,0.42811757,0.4889681,0.0,0.0,0.24775974,1.0,0.46999934,1.0,0.0,0.0,0.43928444,0.65635383,0.0,0.0,0.9011514,0.0,0.38785124,0.0,0.8909735,0.0,0.24415521,0.1404304,0.0,0.020577919,0.0,0.41322634,0.40752143,0.0,0.0,0.0,0.0,0.02650673,0.6235451,0.32002652,0.1850756,0.89157593,0.0,0.0,0.6362839,0.72901124,0.90812105,0.0,1.0,1.0,0.0,0.0,1.0,0.0847547,0.7379748,0.97549605,0.0,0.4846834,1.0,1.0
0.40078503,1.0,0.0,0.448207,0.4788262,0.0,0.0,0.23872004,1.0,0.4633399,1.0,0.0,0.0,0.44267902,0.641335,0.0,0.0,0.91557634,0.0,0.39490926,0.0,0.90102327,0.0,0.23385802,0.12322462,0.0,0.00800387,0.0,0.40432718,0.41213349,0.0,0.0,0.0,0.0,0.007963683,0.6148168,0.30984345,0.1715044,0.8988377,0.0,0.0,0.64856774,0.750855,0.9312889,0.0,1.0,1.0,0.0,0.0,1.0,0.07559522,0.7392882,0.9875208,0.0,0.4865919,1.0,1.0
0.3974368,1.0,0.0,0.46968785,0.485506,0.0,0.0,0.22448485,1.0,0.4722944,1.0,0.0,0.0,0.4612088,0.652305,0.0,0.0,0.90620595,0.0,0.39316493,0.0,0.9347632,0.0,0.23499118,0.11229036,0.0,0.0,0.0,0.41167122,0.4013985,0.0,0.0,0.0,0.0,0.0,0.62231493,0.30140176,0.15403329,0.92190546,0.0,0.0,0.65762186,0.7679266,0.93474627,0.0,1.0,1.0,0.0,0.0,1.0,0.075210586,0.75000024,0.99889725,0.0,0.48618743,1.0,1.0
