total_gen,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw
0.10797263,0.49498728,0.25112987,0.46861613,0.5154413,0.9049556,0.24190018,0.36592913,0.09475757,0.5757644,0.63297313,0.0960542,0.23389588,0.12312062,0.41274628,0.2620322,0.068269305,0.105197,0.21765715,0.06398082,0.3894804,0.31418625,0.28694132,0.28157067,0.30584532,0.07874064,0.19533734,0.4215908,0.25603497,0.5761285,0.35553086,0.120742515,0.7182095,0.5521021,0.16524711,0.30928332,0.5158745,0.28901032,0.111857094,0.352983,0.5286697,0.28019366
0.08346756,0.47605443,0.22459318,0.46231446,0.49734086,0.87415373,0.20825891,0.3550579,0.07648938,0.5420902,0.60757136,0.07257908,0.20344712,0.099869855,0.3802589,0.2407057,0.048496164,0.080555804,0.19211541,0.050441485,0.36321047,0.2956245,0.2482105,0.25707966,0.26523,0.055260543,0.16893655,0.40971777,0.23198842,0.5470091,0.33105063,0.0961329,0.67887104,0.5136114,0.14679687,0.28372192,0.46400744,0.25062507,0.09973496,0.3237193,0.5074243,0.25335032
0.062354233,0.45435533,0.20127468,0.43925977,0.4674254,0.8366634,0.17796227,0.32950726,0.06235041,0.5135768,0.5802702,0.052541204,0.17787138,0.0750114,0.3511974,0.22549027,0.034109846,0.059615366,0.16060516,0.03775224,0.34680596,0.27810484,0.20689717,0.24184035,0.23077843,0.0380746,0.14603335,0.3960044,0.21258491,0.51076174,0.3113691,0.07571198,0.652002,0.47967818,0.13106279,0.26158044,0.41979116,0.21530798,0.09095844,0.29859155,0.47866452,0.22783923
0.046960745,0.4423561,0.1853657,0.42472267,0.45109537,0.79964167,0.15147094,0.316011,0.05214352,0.48534602,0.55389595,0.037477244,0.15337947,0.057143174,0.32284626,0.21062212,0.023176529,0.043200467,0.13433972,0.02866761,0.33139113,0.26741377,0.17264579,0.23125513,0.2029302,0.025005829,0.12573461,0.38210404,0.19478494,0.488374,0.29119536,0.057487644,0.62662125,0.4500902,0.12352395,0.23784311,0.3838583,0.17610078,0.07855634,0.26476133,0.44988135,0.20180002
0.033929616,0.4244901,0.16442136,0.40454865,0.43423223,0.77434665,0.12834096,0.30799788,0.04263861,0.45853165,0.5165259,0.025247525,0.13109495,0.042347282,0.2964603,0.19809969,0.014873015,0.030082338,0.11503548,0.021657255,0.31749058,0.25058484,0.1443818,0.22055106,0.17512295,0.015981624,0.108800404,0.37297744,0.17977875,0.46373495,0.27944258,0.04276582,0.60247815,0.42258415,0.111237794,0.2276019,0.34301776,0.14666018,0.07367249,0.24364059,0.43206587,0.18746784
0.02412302,0.4094306,0.14866315,0.39482358,0.42861882,0.7394176,0.10829218,0.29941276,0.03682675,0.43595633,0.49389815,0.016510526,0.11396552,0.030331807,0.26911858,0.18360582,0.009263646,0.020468261,0.09456466,0.01589451,0.29366013,0.23339596,0.11754988,0.20725982,0.15508518,0.00978474,0.0909731,0.3675935,0.17124978,0.44466868,0.26172826,0.031460218,0.5806317,0.38140962,0.10390918,0.2096093,0.31866664,0.1228262,0.0632243,0.21674201,0.41580966,0.17238529
0.016792241,0.40066433,0.13751228,0.3719132,0.40937337,0.71342677,0.09070936,0.27930588,0.030597014,0.41872486,0.47901595,0.010212304,0.09666916,0.020920258,0.25495556,0.17580745,0.005464725,0.013299825,0.077351116,0.01093916,0.2877692,0.21965359,0.09501434,0.20184137,0.1300671,0.005729482,0.07609516,0.36438653,0.16259058,0.4224224,0.2494725,0.022028886,0.56006914,0.3660836,0.096286476,0.19916542,0.2809755,0.0978067,0.05974053,0.20199673,0.39754713,0.1558392
0.011216333,0.38697323,0.12345697,0.3591277,0.39399165,0.6927171,0.076225676,0.2658415,0.027767062,0.39558685,0.45393613,0.0061092805,0.07987271,0.013852998,0.2385091,0.16448556,0.0031102838,0.00835467,0.06425906,0.007111707,0.2734826,0.21875376,0.0793789,0.20127362,0.11352873,0.0032115788,0.06117181,0.34908286,0.15136214,0.4010702,0.2335384,0.01476728,0.53773254,0.33715555,0.09254354,0.18291341,0.2628138,0.08084548,0.053774286,0.1815485,0.3845394,0.14050536
0.007158326,0.37841678,0.11254791,0.353299,0.39188224,0.6628744,0.06392669,0.27179495,0.02203029,0.3748218,0.43606964,0.003465532,0.0643778,0.008958958,0.23299044,0.15578878,0.0016830466,0.0050389,0.05307971,0.0044539687,0.26292711,0.20840168,0.0627694,0.18878508,0.09840373,0.0017010717,0.04979502,0.346734,0.14291972,0.38643917,0.22467922,0.009568452,0.52234894,0.31536382,0.08538425,0.17470646,0.22593996,0.064895324,0.050811674,0.16380481,0.37054127,0.12632993
0.004484827,0.36563134,0.10143328,0.3406622,0.38550594,0.6418773,0.05201851,0.25680467,0.017942084,0.3583041,0.41986763,0.0018595534,0.052104395,0.0054217633,0.21700896,0.14823852,0.0008637837,0.002861959,0.041857865,0.0026310543,0.25331238,0.2010526,0.052792322,0.18458688,0.08471921,0.0008605694,0.03949676,0.3328789,0.13420574,0.3682931,0.20986007,0.005954558,0.51405114,0.29989982,0.08268963,0.16653295,0.20707874,0.050640333,0.044773325,0.15153895,0.36898226,0.117373206
0.0026589283,0.35447416,0.09282018,0.3235791,0.36656484,0.6144352,0.042385884,0.25389367,0.013574776,0.34194395,0.4126383,0.0009467427,0.039868318,0.0031871067,0.21276133,0.14151098,0.00041908416,0.0015848746,0.033842552,0.001430998,0.2471976,0.19041477,0.044183835,0.17300802,0.072892375,0.0004132663,0.031118862,0.3391937,0.13032353,0.35275996,0.19882002,0.0035010504,0.4924827,0.2800908,0.08028795,0.15764084,0.18920594,0.03973031,0.04092253,0.13903812,0.3621183,0.10665446
0.0015143321,0.34896827,0.08313257,0.3040685,0.3678357,0.6006724,0.03346357,0.24671434,0.0106447525,0.3326556,0.3982693,0.00045467078,0.03002287,0.001768415,0.20288187,0.13411202,0.00019157225,0.00082442374,0.026642391,0.0007262458,0.23748876,0.18175764,0.035801858,0.17620102,0.064278685,0.0001869082,0.023468507,0.3284895,0.12294633,0.33785805,0.19463308,0.0019822272,0.4809384,0.26468417,0.076186486,0.15312012,0.17450991,0.030417062,0.03699687,0.12497791,0.3426829,0.09522652
0.0008151905,0.33731812,0.07423191,0.29706174,0.35787338,0.5743853,0.025905937,0.24702384,0.0077433237,0.3192494,0.38447264,0.0002066785,0.021896139,0.00093621877,0.1923701,0.12734355,8.238695e-05,0.00040826414,0.020989805,0.00033958972,0.22830153,0.17297348,0.029256169,0.17090096,0.053301077,7.947374e-05,0.01751985,0.32531506,0.11716216,0.32386118,0.18446368,0.0010568425,0.47035623,0.24678114,0.06933142,0.14365964,0.1585124,0.023295574,0.033974145,0.113287956,0.33432713,0.083681636
0.00042285246,0.32878464,0.067082085,0.28263807,0.3417898,0.5650076,0.019988092,0.23736884,0.0053983456,0.30034932,0.37845916,8.80824e-05,0.015900372,0.0004643639,0.18910149,0.12073208,3.305152e-05,0.00019121148,0.015550873,0.0001500574,0.22223522,0.16943519,0.024134023,0.15977322,0.04611953,3.1600583e-05,0.012601294,0.32095605,0.111581706,0.31398004,0.18135448,0.00053947134,0.45546356,0.23260552,0.07003287,0.13728544,0.141554,0.017113116,0.030979587,0.10196077,0.32293656,0.07432298
0.00020702601,0.31961474,0.05834383,0.2710189,0.3311606,0.54786867,0.014778732,0.2346108,0.0033777903,0.29561552,0.36763266,3.5150377e-05,0.010692306,0.00021762062,0.18468384,0.11383098,1.2370236e-05,8.426023e-05,0.011360504,6.133249e-05,0.2124992,0.16008775,0.019240241,0.16371007,0.03916729,1.1689418e-05,0.008818263,0.31753287,0.10763463,0.2993487,0.17186403,0.00025575567,0.44464642,0.21745539,0.06733424,0.12867182,0.13155687,0.012255916,0.027474558,0.09391507,0.31943637,0.06611025
9.618369e-05,0.31474096,0.0530721,0.26129127,0.3248801,0.53214127,0.010838041,0.23383549,0.0020162032,0.27812693,0.36039636,1.3048446e-05,0.0071159443,9.624923e-05,0.17859529,0.11005382,4.2918723e-06,3.485401e-05,0.007843158,2.3373213e-05,0.21241629,0.14798954,0.015283635,0.15579736,0.03336478,4.0012624e-06,0.005969362,0.30668864,0.10557501,0.29009676,0.16740839,0.000114930655,0.43145663,0.20278895,0.06668798,0.12670201,0.1203283,0.008729408,0.025204144,0.08612733,0.30725715,0.057603423
4.187689e-05,0.3072111,0.046370585,0.2618256,0.31065357,0.51625144,0.0076331254,0.23334093,0.0010885776,0.2664707,0.34614623,4.4838844e-06,0.0045897663,3.972767e-05,0.16691564,0.10391461,1.3705024e-06,1.3465953e-05,0.005349652,8.245554e-06,0.20132029,0.14739665,0.0126406625,0.15491056,0.028000092,1.261048e-06,0.0039321166,0.30416143,0.09981438,0.2827663,0.16215551,4.8719467e-05,0.41926852,0.18885174,0.06400767,0.11912721,0.11151763,0.00592124,0.022203946,0.078142636,0.30188757,0.05074657
1.7120614e-05,0.29945317,0.040991876,0.25093865,0.3092482,0.506812,0.005276324,0.22832063,0.0005384733,0.2544577,0.33367473,1.418281e-06,0.0028500922,1.5293666e-05,0.1700598,0.100464165,4.0080064e-07,4.83128e-06,0.0035324106,2.6815744e-06,0.19870602,0.13928592,0.00942881,0.14777501,0.023039306,3.6341615e-07,0.0025051946,0.30322185,0.09661806,0.26619488,0.15664156,1.924967e-05,0.40524644,0.17570034,0.0678158,0.11497766,0.10064738,0.00395066,0.018687548,0.07182326,0.2904727,0.043569855
6.549545e-06,0.2967812,0.036735784,0.24404801,0.29167545,0.49393034,0.0035128943,0.22825144,0.0002391397,0.24929205,0.3311083,4.1061506e-07,0.0016844464,5.4678703e-06,0.16692117,0.0976023,1.06593454e-07,1.6017548e-06,0.0021965057,7.993852e-07,0.19804713,0.13574417,0.0075856764,0.1417351,0.019131903,9.514225e-08,0.0015351909,0.2980871,0.09203845,0.2629333,0.1527994,7.0727783e-06,0.39878777,0.16722865,0.06445571,0.11192322,0.093093194,0.0025433663,0.017647412,0.065977395,0.28042528,0.036582243
2.3238695e-06,0.29065654,0.031657472,0.23554261,0.296904,0.47878653,0.0022349346,0.22709608,9.7339376e-05,0.23889251,0.329403,1.0802952e-07,0.0009582774,1.8036843e-06,0.15751642,0.09171749,2.5594584e-08,4.879096e-07,0.0013378158,2.1710669e-07,0.18869565,0.13220078,0.005906914,0.13817558,0.014826988,2.2464707e-08,0.0009015014,0.28976113,0.08797829,0.25081596,0.14553526,2.4039782e-06,0.3918698,0.15737173,0.06312387,0.10483675,0.085802056,0.0015867157,0.017247602,0.05839455,0.27384695,0.03108398
7.618304e-07,0.28386295,0.02741196,0.22976404,0.28873152,0.4688542,0.0013741548,0.22457859,3.6390564e-05,0.22895272,0.31380346,2.5648562e-08,0.00052063394,5.4687246e-07,0.15600933,0.08782117,5.50549e-09,1.3568841e-07,0.000789223,5.3328268e-08,0.18586883,0.13234915,0.004230807,0.1399136,0.011305695,4.7454427e-09,0.0005097368,0.2888177,0.08524499,0.24349843,0.14552586,7.5242843e-07,0.38401505,0.14793004,0.063478,0.10710697,0.07764238,0.00095367356,0.016438061,0.05323049,0.27316317,0.026252342
2.2937888e-07,0.2780714,0.0233753,0.2294678,0.2807614,0.4567602,0.00081261405,0.21923071,1.2506929e-05,0.22518682,0.31219807,5.4511378e-09,0.0002698552,1.5125762e-07,0.15368314,0.08627299,1.0518356e-09,3.4212935e-08,0.00044101506,1.175879e-08,0.18439439,0.12531748,0.0029011942,0.13551734,0.008299365,8.8906205e-10,0.0002750648,0.27869195,0.08226792,0.23511383,0.14128962,2.155966e-07,0.37147543,0.13537572,0.06392896,0.10606439,0.070714146,0.000550657,0.013224706,0.049320497,0.26826257,0.021693926
6.3033774e-08,0.2722972,0.019875577,0.23163584,0.27704692,0.4429455,0.00046217733,0.21728416,3.9279275e-06,0.21692115,0.30554637,1.028267e-09,0.00013350073,3.790816e-08,0.14633489,0.080803834,1.768337e-10,7.760951e-09,0.00023351962,2.3080327e-09,0.17682277,0.12314476,0.0020746302,0.1299286,0.0060766656,1.4634417e-10,0.00014174171,0.27446294,0.07763113,0.22614641,0.14006956,5.6093707e-08,0.3720326,0.12868735,0.063231796,0.10073337,0.065547265,0.00030551016,0.0116222035,0.042376153,0.2677473,0.01726275
1.5692649e-08,0.26869467,0.016899318,0.21855748,0.2693232,0.43697256,0.00025052237,0.2136163,1.1263243e-06,0.20915255,0.30104348,1.7054014e-10,6.21215e-05,8.546756e-09,0.15036258,0.07825406,2.5897753e-11,1.5710792e-09,0.00011764338,3.996039e-10,0.17733154,0.124041736,0.0013961864,0.1298307,0.0040632677,2.0948507e-11,6.93347e-05,0.2696022,0.0759364,0.21888778,0.13660324,1.317278e-08,0.36235884,0.120005876,0.061684106,0.10143287,0.061908513,0.00016227861,0.009771257,0.0379249,0.25896934,0.013642495
3.5127194e-09,0.2616164,0.013895458,0.21284309,0.26372892,0.42373782,0.00012917885,0.2178475,2.9317195e-07,0.20146142,0.29231206,2.461744e-11,2.725965e-05,1.7187661e-09,0.14551023,0.07426574,3.2677888e-12,2.8128683e-10,5.6389672e-05,6.042561e-11,0.17233007,0.12004633,0.0008843595,0.12685142,0.0027061887,2.578786e-12,3.2225613e-05,0.27156115,0.07386557,0.2148768,0.13059169,2.7682225e-09,0.35448098,0.11194998,0.06419114,0.09892618,0.05569989,8.199934e-05,0.007840697,0.034883365,0.25997174,0.010781428
7.011349e-10,0.2594969,0.011514774,0.20974694,0.25231627,0.41356847,6.342146e-05,0.2168495,6.8782946e-08,0.1969639,0.28462818,3.0586102e-12,1.1238066e-05,3.0559444e-10,0.14658931,0.07146251,3.5101387e-13,4.4112675e-11,2.5578882e-05,7.8944915e-12,0.1705348,0.11465052,0.00053601956,0.120962285,0.0016996341,2.6969635e-13,1.40924885e-05,0.2655306,0.06903719,0.20686373,0.12808703,5.161265e-10,0.35048056,0.10629019,0.066017225,0.0963772,0.050759535,3.9401846e-05,0.0059628123,0.030226419,0.25306284,0.008265673
1.2367242e-10,0.25724807,0.009276238,0.2086037,0.25304273,0.4067031,2.9474351e-05,0.21110515,1.4438122e-08,0.1906276,0.28350356,3.2315632e-13,4.338911e-06,4.757131e-11,0.14078018,0.06764493,3.1679578e-14,5.9957967e-12,1.0930754e-05,8.806976e-13,0.16735734,0.11361198,0.00031723743,0.12148296,0.0010121723,2.3645873e-14,5.7934235e-06,0.2613749,0.06756318,0.19898045,0.123624295,8.4577276e-11,0.34423092,0.09604296,0.059791878,0.094477504,0.0474083,1.7900922e-05,0.0041076792,0.026496805,0.24440268,0.0062547363
1.9089919e-11,0.25095397,0.007403712,0.19569647,0.24377334,0.39708328,1.2926007e-05,0.2133534,2.6889801e-09,0.18797559,0.272303,2.865272e-14,1.5577723e-06,6.4152616e-12,0.14375359,0.065768525,2.3680627e-15,6.9823644e-13,4.3805435e-06,8.2822766e-14,0.16615453,0.10846915,0.00017276962,0.11689185,0.00058427564,1.7129331e-15,2.2284985e-06,0.25549078,0.06490613,0.19469559,0.12656976,1.20568425e-11,0.34094277,0.08963792,0.060402613,0.09304747,0.0421494,7.669469e-06,0.0028042265,0.022983566,0.24157962,0.004666545
2.5512945e-12,0.24748974,0.00577373,0.19605774,0.24439622,0.3887185,5.3265235e-06,0.2125464,4.4016618e-10,0.18381558,0.26682085,2.1013706e-15,5.1756894e-07,7.4086006e-13,0.13829465,0.06342747,1.4432687e-16,6.879914e-14,1.6375849e-06,6.4743383e-15,0.16490333,0.10500744,9.119242e-05,0.121213436,0.0003181247,1.0090442e-16,7.972674e-07,0.25302342,0.06270202,0.18938263,0.124889255,1.4785278e-12,0.33468136,0.080693305,0.059757203,0.09630631,0.03998265,3.0810272e-06,0.0016951788,0.019833423,0.23891799,0.0033768842
2.918091e-13,0.24463597,0.0044354345,0.19239281,0.24504782,0.38055798,2.0534987e-06,0.21116836,6.268562e-11,0.17486157,0.26522252,1.2547118e-16,1.5825945e-07,7.234939e-14,0.13584258,0.05921269,7.049495e-18,5.6576198e-15,5.6924273e-07,4.1427497e-16,0.16040544,0.10261545,4.4730175e-05,0.117856175,0.00016392613,4.7497277e-18,2.6392865e-07,0.2498874,0.05976219,0.1883976,0.118436955,1.5408025e-13,0.32825622,0.074407116,0.06185659,0.09489912,0.034824368,1.1554532e-06,0.0008905799,0.01673592,0.23063168,0.0023981153
2.8204434e-14,0.23675558,0.0032872816,0.1881697,0.23638573,0.36789647,7.365792e-07,0.21176459,7.68055e-12,0.17685217,0.26692188,5.994341e-18,4.423638e-08,5.8929285e-15,0.13808459,0.055977665,2.7076754e-19,3.825073e-16,1.8274169e-07,2.1335744e-17,0.15696217,0.105398975,2.0704798e-05,0.11596741,7.9973935e-05,1.7525061e-19,8.0404114e-08,0.24889074,0.059215132,0.17858355,0.116858795,1.3464972e-14,0.32473874,0.069354534,0.062252212,0.0914889,0.031114535,4.0254272e-07,0.0004279862,0.014215052,0.22936174,0.0016530959
2.2719848e-15,0.23520306,0.0024133525,0.19140032,0.2333271,0.36496985,2.4464504e-07,0.20337506,7.998192e-13,0.1716559,0.26261264,2.2479685e-19,1.1226165e-08,3.9435014e-16,0.13531432,0.05399818,8.0091924e-21,2.0915194e-17,5.3881696e-08,8.681766e-19,0.15637541,0.10281084,9.004085e-06,0.11140139,3.7065536e-05,4.962088e-21,2.2385727e-08,0.24561411,0.056772582,0.17510031,0.11669229,9.724824e-16,0.3158564,0.06102872,0.06212902,0.08834788,0.027341077,1.295325e-07,0.00018307887,0.011786933,0.22574916,0.00110763
1.5024017e-16,0.2325198,0.0017294596,0.18590693,0.23153138,0.36427024,7.47638e-08,0.21033208,6.985318e-14,0.16638902,0.25498345,6.4793792e-21,2.5671847e-09,2.1326328e-17,0.13563095,0.05216575,1.7828147e-22,9.083597e-19,1.4487802e-08,2.7347816e-20,0.15570901,0.09678927,3.668282e-06,0.11016975,1.6106469e-05,1.0531448e-22,5.6573453e-09,0.24590778,0.054368,0.17691374,0.11425019,5.712821e-17,0.31114882,0.055893585,0.06498717,0.090754,0.023496721,3.826421e-08,7.070517e-05,0.009870188,0.22109519,0.00071455445
8.021364e-18,0.23099129,0.0012085128,0.18169925,0.22482444,0.35299203,2.0891758e-08,0.20761818,5.0425604e-15,0.16326348,0.25174776,1.4023055e-22,5.2471927e-10,9.152792e-19,0.13431945,0.049737092,2.9108472e-24,3.071811e-20,3.5259464e-09,6.520166e-22,0.15374294,0.09923615,1.3995123e-06,0.10550333,6.579653e-06,1.6323477e-24,1.2880863e-09,0.24144903,0.05300938,0.16877839,0.114348926,2.6823267e-18,0.31073222,0.05098945,0.06460816,0.08810466,0.020216286,1.0308402e-08,2.5065025e-05,0.007666501,0.21726015,0.00044617552
3.3952442e-19,0.22807564,0.0008200996,0.17885396,0.22824855,0.3481194,5.3010636e-09,0.20115983,2.9611668e-16,0.15742831,0.26198295,2.220654e-24,9.501725e-11,3.055767e-20,0.12972042,0.04743153,3.3879653e-26,7.9129943e-22,7.7083956e-10,1.1475173e-23,0.15256493,0.09894316,4.947207e-07,0.105571814,2.50966e-06,1.7948518e-26,2.6205652e-10,0.233069,0.05065183,0.16218768,0.10899128,9.87423e-20,0.30515343,0.045058366,0.059149083,0.09149325,0.017724713,2.514514e-09,8.153204e-06,0.0061971345,0.21771456,0.00027126473
1.1166885e-20,0.22440031,0.0005362227,0.17977265,0.22312196,0.34190625,1.2122311e-09,0.2044374,1.3900143e-17,0.15678376,0.24906236,2.4999475e-26,1.5097257e-11,7.7631683e-22,0.13384722,0.044055,2.7227591e-28,1.515453e-23,1.5008897e-10,1.4499345e-25,0.14860581,0.09617176,1.6203113e-07,0.10164497,8.8955295e-07,1.3552639e-28,4.721788e-11,0.23022887,0.048735507,0.1620048,0.11140519,2.7900105e-21,0.29987323,0.04084295,0.06705536,0.08936701,0.014725086,5.510714e-10,2.4257774e-06,0.0047063343,0.21097879,0.00015875159
2.7912625e-22,0.22268748,0.0003411811,0.17108904,0.22344081,0.34031233,2.4780342e-10,0.2040622,5.1163525e-19,0.15213388,0.24465346,1.9372656e-28,2.0829241e-12,1.4645474e-23,0.13023357,0.041680284,1.457649e-30,2.1002492e-25,2.5794988e-11,1.2750817e-27,0.14676502,0.096693344,4.868074e-08,0.10024229,2.9169806e-07,6.7751686e-31,7.462528e-12,0.22550479,0.047284838,0.15566997,0.11142694,5.9104223e-23,0.2962001,0.03574361,0.06277738,0.08921988,0.0127408905,1.0759692e-10,6.562783e-07,0.003605911,0.21059266,8.902207e-05
