total_gen,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw
0.0,0.1484739,0.0,0.10575885,0.14966373,0.19928119,0.0,0.16512017,0.0,0.095503956,0.17569524,0.0,0.0,0.0,0.09950439,1.799797e-19,0.0,0.0,0.0,0.0,0.11266139,0.05704702,0.0,0.060054813,0.0,0.0,0.0,0.15282407,1.1429505e-07,0.08729951,0.0757283,0.0,0.17570886,0.0,0.053579457,0.07058037,0.0,0.0,0.0,0.0,0.13801987,0.0
0.0,0.14592561,0.0,0.106174864,0.14785525,0.20068224,0.0,0.163948,0.0,0.096574955,0.1777389,0.0,0.0,0.0,0.09458248,7.913054e-21,0.0,0.0,0.0,0.0,0.11083019,0.05697299,0.0,0.05856461,0.0,0.0,0.0,0.15420508,4.269188e-08,0.08299436,0.07543411,0.0,0.17400354,0.0,0.05386359,0.07272312,0.0,0.0,0.0,0.0,0.14079387,0.0
0.0,0.14633276,0.0,0.10505741,0.14929421,0.19809026,0.0,0.16672365,0.0,0.09540652,0.17157024,0.0,0.0,0.0,0.09909232,2.7137545e-22,0.0,0.0,0.0,0.0,0.112128146,0.056629237,0.0,0.059919585,0.0,0.0,0.0,0.15334623,1.4812714e-08,0.08337518,0.07083784,0.0,0.17034113,0.0,0.05665284,0.0716009,0.0,0.0,0.0,0.0,0.13782832,0.0
0.0,0.14684504,0.0,0.10397173,0.14626986,0.19562742,0.0,0.16695799,0.0,0.09619438,0.17239033,0.0,0.0,0.0,0.098739244,7.102815e-24,0.0,0.0,0.0,0.0,0.11340512,0.0569823,0.0,0.060498822,0.0,0.0,0.0,0.15351817,4.7471067e-09,0.08193315,0.0714097,0.0,0.16947027,0.0,0.05562142,0.07282188,0.0,0.0,0.0,0.0,0.13497008,0.0
0.0,0.14529386,0.0,0.101455584,0.14859231,0.19415699,0.0,0.16341774,0.0,0.09459334,0.17156179,0.0,0.0,0.0,0.09758429,1.3849709e-25,0.0,0.0,0.0,0.0,0.112951405,0.056133788,0.0,0.05797975,0.0,0.0,0.0,0.15263289,1.3965702e-09,0.083691694,0.070115246,0.0,0.16948466,0.0,0.051147368,0.07137613,0.0,0.0,0.0,0.0,0.13704096,0.0
0.0,0.14372733,0.0,0.10351398,0.14984602,0.19091715,0.0,0.16206747,0.0,0.09294763,0.17507614,0.0,0.0,0.0,0.09972685,1.9586419e-27,0.0,0.0,0.0,0.0,0.111098066,0.054974932,0.0,0.055047,0.0,0.0,0.0,0.15008774,3.7467485e-10,0.081783146,0.07211184,0.0,0.16552235,0.0,0.05421341,0.0738609,0.0,0.0,0.0,0.0,0.13662511,0.0
0.0,0.1433896,0.0,0.102869205,0.14525916,0.1923066,0.0,0.16570556,0.0,0.09482677,0.17036846,0.0,0.0,0.0,0.09928831,1.9497818e-29,0.0,0.0,0.0,0.0,0.11083475,0.05672022,0.0,0.056809332,0.0,0.0,0.0,0.15012214,9.1008145e-11,0.08049163,0.07187346,0.0,0.16747096,0.0,0.052549396,0.07334614,0.0,0.0,0.0,0.0,0.13588141,0.0
0.0,0.1445791,0.0,0.103149466,0.14327231,0.18984935,0.0,0.15995999,0.0,0.09398917,0.17248733,0.0,0.0,0.0,0.09551096,1.3212306e-31,0.0,0.0,0.0,0.0,0.111163825,0.0558155,0.0,0.057112314,0.0,0.0,0.0,0.1491589,1.9858944e-11,0.08145389,0.071858995,0.0,0.16642447,0.0,0.05114043,0.07002622,0.0,0.0,0.0,0.0,0.13551675,0.0
0.0,0.14232302,0.0,0.10143717,0.14285411,0.18676369,0.0,0.16142294,0.0,0.09440733,0.16582379,0.0,0.0,0.0,0.09962056,5.86864e-34,0.0,0.0,0.0,0.0,0.10909182,0.056171235,0.0,0.0543865,0.0,0.0,0.0,0.14675328,3.860244e-12,0.08006043,0.06981759,0.0,0.16883692,0.0,0.054450244,0.071378164,0.0,0.0,0.0,0.0,0.13430503,0.0
0.0,0.14289969,0.0,0.100640625,0.14435872,0.18755841,0.0,0.16037399,0.0,0.09303632,0.17187656,0.0,0.0,0.0,0.099123225,1.6370592e-36,0.0,0.0,0.0,0.0,0.10755373,0.055401262,0.0,0.056817006,0.0,0.0,0.0,0.14849727,6.6232707e-13,0.08026778,0.070359305,0.0,0.16872759,0.0,0.053592384,0.0722386,0.0,0.0,0.0,0.0,0.13433228,0.0
0.0,0.14287375,0.0,0.09980853,0.14541571,0.18978196,0.0,0.15850812,0.0,0.09173751,0.16980761,0.0,0.0,0.0,0.10026667,2.730883e-39,0.0,0.0,0.0,0.0,0.110301055,0.056628343,0.0,0.053153656,0.0,0.0,0.0,0.14654623,9.931184e-14,0.08052817,0.06893477,0.0,0.16653584,0.0,0.054665998,0.07136132,0.0,0.0,0.0,0.0,0.13416927,0.0
0.0,0.13910592,0.0,0.09829395,0.14155819,0.18456128,0.0,0.16095656,0.0,0.090489544,0.17072672,0.0,0.0,0.0,0.09611039,2.574e-42,0.0,0.0,0.0,0.0,0.10932986,0.053921092,0.0,0.056366898,0.0,0.0,0.0,0.145722,1.2873366e-14,0.08117977,0.06649092,0.0,0.16292168,0.0,0.05357758,0.075659804,0.0,0.0,0.0,0.0,0.13472623,0.0
0.0,0.13983598,0.0,0.10057821,0.13839778,0.18985608,0.0,0.1594653,0.0,0.090748295,0.16236037,0.0,0.0,0.0,0.09626044,1e-45,0.0,0.0,0.0,0.0,0.11061414,0.055168245,0.0,0.056582812,0.0,0.0,0.0,0.14355823,1.4256633e-15,0.078900695,0.066925906,0.0,0.16214953,0.0,0.055072393,0.07336552,0.0,0.0,0.0,0.0,0.13255715,0.0
0.0,0.13796301,0.0,0.09934663,0.13859567,0.18620029,0.0,0.16060206,0.0,0.091037,0.16182154,0.0,0.0,0.0,0.099480756,0.0,0.0,0.0,0.0,0.0,0.109501995,0.054878566,0.0,0.05569243,0.0,0.0,0.0,0.14644004,1.331624e-16,0.07822391,0.06862942,0.0,0.16227429,0.0,0.053558722,0.072495215,0.0,0.0,0.0,0.0,0.13393061,0.0
0.0,0.13931899,0.0,0.10116817,0.14299527,0.18404454,0.0,0.15802647,0.0,0.08938515,0.16715953,0.0,0.0,0.0,0.099331625,0.0,0.0,0.0,0.0,0.0,0.111584105,0.05643749,0.0,0.051899493,0.0,0.0,0.0,0.14360628,1.034368e-17,0.07942258,0.06893705,0.0,0.16136242,0.0,0.05335054,0.07114422,0.0,0.0,0.0,0.0,0.12925729,0.0
0.0,0.13728945,0.0,0.096984126,0.13930525,0.18452793,0.0,0.1607363,0.0,0.08541367,0.16541566,0.0,0.0,0.0,0.09834714,0.0,0.0,0.0,0.0,0.0,0.10920145,0.055063464,0.0,0.054049477,0.0,0.0,0.0,0.1432425,6.579772e-19,0.07923325,0.06709086,0.0,0.1593565,0.0,0.055261962,0.07463728,0.0,0.0,0.0,0.0,0.12958013,0.0
0.0,0.13822083,0.0,0.100089386,0.13812792,0.1798111,0.0,0.15973653,0.0,0.09053929,0.16039383,0.0,0.0,0.0,0.097863324,0.0,0.0,0.0,0.0,0.0,0.108833045,0.053428233,0.0,0.05128672,0.0,0.0,0.0,0.14174697,3.370203e-20,0.07945658,0.066748746,0.0,0.16121514,0.0,0.05329348,0.07302432,0.0,0.0,0.0,0.0,0.13241453,0.0
0.0,0.13703026,0.0,0.09811807,0.14208893,0.18367478,0.0,0.15399764,0.0,0.08926759,0.16564968,0.0,0.0,0.0,0.097519934,0.0,0.0,0.0,0.0,0.0,0.1090607,0.052458383,0.0,0.05362759,0.0,0.0,0.0,0.14092515,1.3644405e-21,0.07813722,0.06950131,0.0,0.15807274,0.0,0.052668005,0.07289645,0.0,0.0,0.0,0.0,0.12792726,0.0
0.0,0.13386017,0.0,0.09975548,0.14236309,0.18183455,0.0,0.15999894,0.0,0.08788524,0.16266108,0.0,0.0,0.0,0.09714584,0.0,0.0,0.0,0.0,0.0,0.10658188,0.055109877,0.0,0.053188812,0.0,0.0,0.0,0.13852733,4.2779154e-23,0.07771404,0.06665041,0.0,0.16033642,0.0,0.052016567,0.07450759,0.0,0.0,0.0,0.0,0.13163596,0.0
0.0,0.13700806,0.0,0.09826278,0.14177881,0.17921135,0.0,0.15582243,0.0,0.09042539,0.16160059,0.0,0.0,0.0,0.09249058,0.0,0.0,0.0,0.0,0.0,0.10701569,0.05449432,0.0,0.052799266,0.0,0.0,0.0,0.14157306,1.0155147e-24,0.076847136,0.06568602,0.0,0.15878372,0.0,0.052791115,0.07213215,0.0,0.0,0.0,0.0,0.12951924,0.0
0.0,0.13610566,0.0,0.0981802,0.1398381,0.17871992,0.0,0.1581872,0.0,0.08801787,0.16475861,0.0,0.0,0.0,0.098641485,0.0,0.0,0.0,0.0,0.0,0.10835843,0.05392224,0.0,0.052743394,0.0,0.0,0.0,0.13943775,1.7801404e-26,0.076348916,0.06503817,0.0,0.15913029,0.0,0.051693562,0.074203774,0.0,0.0,0.0,0.0,0.1270677,0.0
0.0,0.13530625,0.0,0.095924556,0.13803124,0.17565633,0.0,0.15293042,0.0,0.087459825,0.16351439,0.0,0.0,0.0,0.094954446,0.0,0.0,0.0,0.0,0.0,0.10665709,0.054210067,0.0,0.052977253,0.0,0.0,0.0,0.13659741,2.2410658e-28,0.075534925,0.06632048,0.0,0.15855166,0.0,0.052258782,0.073152274,0.0,0.0,0.0,0.0,0.13096745,0.0
0.0,0.13348165,0.0,0.096036956,0.13685805,0.17714755,0.0,0.15921572,0.0,0.08613725,0.1610596,0.0,0.0,0.0,0.09281811,0.0,0.0,0.0,0.0,0.0,0.10508951,0.055940595,0.0,0.051788386,0.0,0.0,0.0,0.14070891,1.9642307e-30,0.07780102,0.06568064,0.0,0.15661865,0.0,0.05441792,0.0712586,0.0,0.0,0.0,0.0,0.124144144,0.0
0.0,0.133513,0.0,0.09471744,0.13897759,0.17605028,0.0,0.15787083,0.0,0.086948566,0.16126549,0.0,0.0,0.0,0.09607593,0.0,0.0,0.0,0.0,0.0,0.106520176,0.052455436,0.0,0.05150496,0.0,0.0,0.0,0.13687818,1.1574982e-32,0.0772203,0.065585315,0.0,0.15790176,0.0,0.051296387,0.07509155,0.0,0.0,0.0,0.0,0.12546894,0.0
0.0,0.133699,0.0,0.097770125,0.13727526,0.17550792,0.0,0.15387887,0.0,0.084728956,0.15811466,0.0,0.0,0.0,0.096082695,0.0,0.0,0.0,0.0,0.0,0.10724487,0.05237975,0.0,0.049655218,0.0,0.0,0.0,0.13777165,4.4089338e-35,0.07708576,0.065796725,0.0,0.15823382,0.0,0.052717175,0.07269605,0.0,0.0,0.0,0.0,0.12908897,0.0
0.0,0.13326068,0.0,0.09701746,0.1415699,0.17653078,0.0,0.15682821,0.0,0.085862786,0.15729645,0.0,0.0,0.0,0.0939502,0.0,0.0,0.0,0.0,0.0,0.10374972,0.051576827,0.0,0.05032718,0.0,0.0,0.0,0.13926443,1.0379734e-37,0.07715873,0.06540587,0.0,0.1547816,0.0,0.051605538,0.07144017,0.0,0.0,0.0,0.0,0.12842305,0.0
0.0,0.1315785,0.0,0.096193045,0.1365536,0.17461807,0.0,0.15370874,0.0,0.08720732,0.15510938,0.0,0.0,0.0,0.09831563,0.0,0.0,0.0,0.0,0.0,0.104529575,0.05269889,0.0,0.048415355,0.0,0.0,0.0,0.13824809,1.43478e-40,0.07569542,0.066711344,0.0,0.15511686,0.0,0.05217868,0.073147014,0.0,0.0,0.0,0.0,0.12620306,0.0
0.0,0.13030079,0.0,0.094446,0.13764109,0.1762823,0.0,0.1514681,0.0,0.08636142,0.15546992,0.0,0.0,0.0,0.096889965,0.0,0.0,0.0,0.0,0.0,0.103951484,0.054386213,0.0,0.048125114,0.0,0.0,0.0,0.13422623,1.1e-43,0.07381948,0.06461272,0.0,0.15507387,0.0,0.055864275,0.071005814,0.0,0.0,0.0,0.0,0.12808758,0.0
0.0,0.1316232,0.0,0.09512215,0.13470763,0.17456846,0.0,0.15406631,0.0,0.08556487,0.15282689,0.0,0.0,0.0,0.09822018,0.0,0.0,0.0,0.0,0.0,0.102829956,0.05127491,0.0,0.05110694,0.0,0.0,0.0,0.13833435,0.0,0.07326749,0.0657792,0.0,0.14986034,0.0,0.054776583,0.073338,0.0,0.0,0.0,0.0,0.12748882,0.0
0.0,0.1297278,0.0,0.094831325,0.13011618,0.17254104,0.0,0.15833525,0.0,0.08425053,0.15670995,0.0,0.0,0.0,0.09467663,0.0,0.0,0.0,0.0,0.0,0.10416059,0.05337343,0.0,0.048948534,0.0,0.0,0.0,0.13798946,0.0,0.07357662,0.065179534,0.0,0.15023959,0.0,0.051084563,0.07458174,0.0,0.0,0.0,0.0,0.13054457,0.0
0.0,0.12803379,0.0,0.0935976,0.13477924,0.17434682,0.0,0.1545749,0.0,0.08341834,0.15985386,0.0,0.0,0.0,0.091981694,0.0,0.0,0.0,0.0,0.0,0.10263725,0.050433666,0.0,0.05084601,0.0,0.0,0.0,0.13666126,0.0,0.07605788,0.062084444,0.0,0.14961523,0.0,0.055928804,0.07358538,0.0,0.0,0.0,0.0,0.12108953,0.0
0.0,0.13049087,0.0,0.09565392,0.13382447,0.17282361,0.0,0.15131044,0.0,0.084282346,0.15849173,0.0,0.0,0.0,0.09099465,0.0,0.0,0.0,0.0,0.0,0.10449083,0.054119166,0.0,0.050512377,0.0,0.0,0.0,0.13362505,0.0,0.0738861,0.06332668,0.0,0.15177508,0.0,0.05410872,0.0733651,0.0,0.0,0.0,0.0,0.12499989,0.0
0.0,0.1291574,0.0,0.093112744,0.13489366,0.16927946,0.0,0.15510057,0.0,0.08192876,0.15780318,0.0,0.0,0.0,0.09212673,0.0,0.0,0.0,0.0,0.0,0.10269508,0.049912978,0.0,0.05107228,0.0,0.0,0.0,0.13462399,0.0,0.07434024,0.06508588,0.0,0.15102571,0.0,0.053135205,0.07276872,0.0,0.0,0.0,0.0,0.12600048,0.0
0.0,0.12986073,0.0,0.093752906,0.1321421,0.17162226,0.0,0.14742693,0.0,0.083835304,0.15674613,0.0,0.0,0.0,0.093370155,0.0,0.0,0.0,0.0,0.0,0.102644876,0.054022808,0.0,0.05171055,0.0,0.0,0.0,0.13238382,0.0,0.074612044,0.06251538,0.0,0.1510108,0.0,0.05399615,0.07038458,0.0,0.0,0.0,0.0,0.12154159,0.0
0.0,0.12588978,0.0,0.09399844,0.13158864,0.17145373,0.0,0.15095174,0.0,0.08001337,0.16033947,0.0,0.0,0.0,0.09663856,0.0,0.0,0.0,0.0,0.0,0.10093562,0.052143596,0.0,0.049231753,0.0,0.0,0.0,0.13201223,0.0,0.07309548,0.064618886,0.0,0.15073623,0.0,0.052657418,0.07392105,0.0,0.0,0.0,0.0,0.12336241,0.0
0.0,0.12809046,0.0,0.09366933,0.13001414,0.17140207,0.0,0.15087523,0.0,0.08313649,0.15710098,0.0,0.0,0.0,0.09413744,0.0,0.0,0.0,0.0,0.0,0.10273592,0.051359892,0.0,0.048823234,0.0,0.0,0.0,0.13320762,0.0,0.07387622,0.06421924,0.0,0.15127966,0.0,0.051819142,0.07233843,0.0,0.0,0.0,0.0,0.12440846,0.0
0.0,0.12950037,0.0,0.09253045,0.13243632,0.17307699,0.0,0.14796303,0.0,0.08317895,0.15511853,0.0,0.0,0.0,0.09228147,0.0,0.0,0.0,0.0,0.0,0.10330048,0.052586243,0.0,0.048450094,0.0,0.0,0.0,0.13250469,0.0,0.07277121,0.06526289,0.0,0.1512756,0.0,0.05224774,0.073565304,0.0,0.0,0.0,0.0,0.12332855,0.0
0.0,0.12700228,0.0,0.09195176,0.1325467,0.1714382,0.0,0.14986742,0.0,0.08130122,0.15225229,0.0,0.0,0.0,0.09321959,0.0,0.0,0.0,0.0,0.0,0.10180807,0.053328563,0.0,0.04965271,0.0,0.0,0.0,0.13417144,0.0,0.07322517,0.06348579,0.0,0.15004419,0.0,0.051568918,0.07422716,0.0,0.0,0.0,0.0,0.122440465,0.0
0.0,0.12742516,0.0,0.0905495,0.13244812,0.1713864,0.0,0.14885126,0.0,0.08205702,0.15413053,0.0,0.0,0.0,0.091880724,0.0,0.0,0.0,0.0,0.0,0.10098738,0.0527713,0.0,0.05100233,0.0,0.0,0.0,0.13248605,0.0,0.07211731,0.062244754,0.0,0.1480357,0.0,0.051912762,0.070280574,0.0,0.0,0.0,0.0,0.1229833,0.0
0.0,0.12575948,0.0,0.09138194,0.13383824,0.17068793,0.0,0.15249674,0.0,0.08208316,0.1543486,0.0,0.0,0.0,0.09113909,0.0,0.0,0.0,0.0,0.0,0.099913605,0.05027348,0.0,0.04836174,0.0,0.0,0.0,0.13407184,0.0,0.07385101,0.060743526,0.0,0.1489696,0.0,0.05061511,0.071244664,0.0,0.0,0.0,0.0,0.12318825,0.0
0.0,0.12684359,0.0,0.09048991,0.12819125,0.16879414,0.0,0.14957,0.0,0.081820294,0.15450688,0.0,0.0,0.0,0.091303244,0.0,0.0,0.0,0.0,0.0,0.10061793,0.050518986,0.0,0.047778033,0.0,0.0,0.0,0.13044888,0.0,0.07309333,0.06007596,0.0,0.14970273,0.0,0.050954655,0.07129604,0.0,0.0,0.0,0.0,0.124374196,0.0
0.0,0.12645859,0.0,0.09502962,0.12628171,0.1697404,0.0,0.1453774,0.0,0.081639946,0.15766282,0.0,0.0,0.0,0.087770164,0.0,0.0,0.0,0.0,0.0,0.10128109,0.050174654,0.0,0.050522953,0.0,0.0,0.0,0.12993649,0.0,0.07450288,0.06271047,0.0,0.14730439,0.0,0.05291414,0.07000599,0.0,0.0,0.0,0.0,0.12084369,0.0
0.0,0.12498565,0.0,0.08909461,0.12765007,0.16881554,0.0,0.14931093,0.0,0.079595864,0.15596554,0.0,0.0,0.0,0.08960617,0.0,0.0,0.0,0.0,0.0,0.102381416,0.05266807,0.0,0.04938098,0.0,0.0,0.0,0.12868395,0.0,0.07316679,0.06291137,0.0,0.14771634,0.0,0.051039945,0.07257929,0.0,0.0,0.0,0.0,0.12139156,0.0
0.0,0.124375574,0.0,0.090649806,0.12979724,0.16686355,0.0,0.14739949,0.0,0.08155216,0.15211426,0.0,0.0,0.0,0.08918562,0.0,0.0,0.0,0.0,0.0,0.10078192,0.05167719,0.0,0.04729429,0.0,0.0,0.0,0.12945905,0.0,0.072132215,0.06442311,0.0,0.14713867,0.0,0.05145144,0.07175528,0.0,0.0,0.0,0.0,0.12254376,0.0
0.0,0.12221647,0.0,0.090963736,0.12961757,0.16977291,0.0,0.15328367,0.0,0.07863539,0.15322751,0.0,0.0,0.0,0.092201285,0.0,0.0,0.0,0.0,0.0,0.099316604,0.049839217,0.0,0.045012392,0.0,0.0,0.0,0.12953489,0.0,0.07173949,0.06160351,0.0,0.14238432,0.0,0.05261922,0.07265626,0.0,0.0,0.0,0.0,0.119170494,0.0
0.0,0.12388507,0.0,0.0895721,0.13197984,0.16453673,0.0,0.15044977,0.0,0.080025375,0.15342636,0.0,0.0,0.0,0.08933045,0.0,0.0,0.0,0.0,0.0,0.10164569,0.04821229,0.0,0.047444016,0.0,0.0,0.0,0.13009726,0.0,0.07192405,0.060561195,0.0,0.14363706,0.0,0.051553234,0.07450587,0.0,0.0,0.0,0.0,0.121746786,0.0
0.0,0.123967364,0.0,0.09096757,0.12872146,0.16562115,0.0,0.14609082,0.0,0.07944268,0.1548821,0.0,0.0,0.0,0.09252336,0.0,0.0,0.0,0.0,0.0,0.098544054,0.04836364,0.0,0.04731432,0.0,0.0,0.0,0.12858088,0.0,0.071119525,0.06242499,0.0,0.14359194,0.0,0.05253379,0.06991183,0.0,0.0,0.0,0.0,0.12157479,0.0
0.0,0.12366886,0.0,0.09076321,0.12601046,0.16506422,0.0,0.14825921,0.0,0.07644917,0.15510045,0.0,0.0,0.0,0.08932254,0.0,0.0,0.0,0.0,0.0,0.09938671,0.050323524,0.0,0.049234334,0.0,0.0,0.0,0.1274404,0.0,0.07170922,0.061391424,0.0,0.1449507,0.0,0.049424212,0.07080153,0.0,0.0,0.0,0.0,0.11861904,0.0
0.0,0.12324032,0.0,0.090015136,0.12825632,0.16407138,0.0,0.14403868,0.0,0.07918986,0.1520439,0.0,0.0,0.0,0.09210716,0.0,0.0,0.0,0.0,0.0,0.100876264,0.048951376,0.0,0.04909636,0.0,0.0,0.0,0.1270157,0.0,0.070189394,0.06301136,0.0,0.14431207,0.0,0.051191863,0.071173824,0.0,0.0,0.0,0.0,0.11663315,0.0
0.0,0.122420765,0.0,0.08918145,0.12862834,0.16207045,0.0,0.14609191,0.0,0.07888637,0.15337989,0.0,0.0,0.0,0.091075666,0.0,0.0,0.0,0.0,0.0,0.09961109,0.04982366,0.0,0.048408788,0.0,0.0,0.0,0.13001244,0.0,0.07140246,0.059928857,0.0,0.14184672,0.0,0.049924083,0.06919182,0.0,0.0,0.0,0.0,0.115880534,0.0
0.0,0.120697595,0.0,0.08862525,0.12799627,0.16263586,0.0,0.14456603,0.0,0.075770594,0.15632674,0.0,0.0,0.0,0.08733083,0.0,0.0,0.0,0.0,0.0,0.10177589,0.049132515,0.0,0.04945445,0.0,0.0,0.0,0.12899481,0.0,0.07303772,0.062564835,0.0,0.14404996,0.0,0.051124256,0.06971328,0.0,0.0,0.0,0.0,0.1182771,0.0
0.0,0.12128551,0.0,0.088923305,0.12871954,0.1604642,0.0,0.14469606,0.0,0.0756387,0.15370496,0.0,0.0,0.0,0.08948748,0.0,0.0,0.0,0.0,0.0,0.09942563,0.04823944,0.0,0.049623795,0.0,0.0,0.0,0.12640724,0.0,0.073293515,0.0615843,0.0,0.14191039,0.0,0.053659007,0.06887371,0.0,0.0,0.0,0.0,0.115869656,0.0
0.0,0.12314332,0.0,0.08993204,0.12924647,0.16094741,0.0,0.14192316,0.0,0.07678937,0.15223153,0.0,0.0,0.0,0.08970013,0.0,0.0,0.0,0.0,0.0,0.10169133,0.050664335,0.0,0.04947586,0.0,0.0,0.0,0.12646306,0.0,0.07223482,0.059978887,0.0,0.14267458,0.0,0.049950633,0.07351022,0.0,0.0,0.0,0.0,0.11410335,0.0
0.0,0.121484146,0.0,0.0877232,0.12910053,0.16384473,0.0,0.15042837,0.0,0.07742804,0.1480015,0.0,0.0,0.0,0.08849881,0.0,0.0,0.0,0.0,0.0,0.099461995,0.04898758,0.0,0.04819653,0.0,0.0,0.0,0.1296604,0.0,0.071065105,0.06119606,0.0,0.14281735,0.0,0.050564267,0.069594465,0.0,0.0,0.0,0.0,0.11569649,0.0
0.0,0.12032689,0.0,0.08749004,0.13141477,0.16154967,0.0,0.14215949,0.0,0.076233365,0.15563206,0.0,0.0,0.0,0.09023724,0.0,0.0,0.0,0.0,0.0,0.098231375,0.050105892,0.0,0.046942763,0.0,0.0,0.0,0.1266078,0.0,0.07293654,0.0600269,0.0,0.14300895,0.0,0.0483944,0.07053578,0.0,0.0,0.0,0.0,0.114909016,0.0
0.0,0.11920426,0.0,0.09012571,0.12737115,0.16443232,0.0,0.14376967,0.0,0.07722086,0.14850157,0.0,0.0,0.0,0.08842282,0.0,0.0,0.0,0.0,0.0,0.097929865,0.050150294,0.0,0.04860487,0.0,0.0,0.0,0.12812157,0.0,0.072192416,0.060778394,0.0,0.14402558,0.0,0.04942686,0.07050407,0.0,0.0,0.0,0.0,0.116811596,0.0
0.0,0.120081544,0.0,0.08893559,0.1281721,0.16158834,0.0,0.1431338,0.0,0.07619114,0.14812766,0.0,0.0,0.0,0.08717753,0.0,0.0,0.0,0.0,0.0,0.10222613,0.049733613,0.0,0.045993473,0.0,0.0,0.0,0.12733123,0.0,0.070786126,0.059420932,0.0,0.14072013,0.0,0.051593184,0.06909091,0.0,0.0,0.0,0.0,0.117261,0.0
0.0,0.121739924,0.0,0.09199273,0.12738138,0.15865968,0.0,0.1468792,0.0,0.07823466,0.14818871,0.0,0.0,0.0,0.0878004,0.0,0.0,0.0,0.0,0.0,0.10129704,0.049966924,0.0,0.046671197,0.0,0.0,0.0,0.1269763,0.0,0.07134663,0.058123983,0.0,0.13801919,0.0,0.051810365,0.07303003,0.0,0.0,0.0,0.0,0.116177745,0.0
0.0,0.12078115,0.0,0.089946896,0.13255446,0.16059841,0.0,0.14130539,0.0,0.07533919,0.14696711,0.0,0.0,0.0,0.08634808,0.0,0.0,0.0,0.0,0.0,0.097999945,0.049558517,0.0,0.048069622,0.0,0.0,0.0,0.12507096,0.0,0.06969771,0.058157664,0.0,0.13825907,0.0,0.04854192,0.07071671,0.0,0.0,0.0,0.0,0.11583632,0.0
0.0,0.117716655,0.0,0.08766319,0.12782022,0.15986116,0.0,0.14615922,0.0,0.07422723,0.15019923,0.0,0.0,0.0,0.086177215,0.0,0.0,0.0,0.0,0.0,0.09882646,0.046515338,0.0,0.04548317,0.0,0.0,0.0,0.12580073,0.0,0.07061784,0.057765,0.0,0.14072366,0.0,0.05379812,0.06880052,0.0,0.0,0.0,0.0,0.120025285,0.0
0.0,0.11757149,0.0,0.08464021,0.12667747,0.16007806,0.0,0.1421519,0.0,0.07515266,0.14882554,0.0,0.0,0.0,0.09117383,0.0,0.0,0.0,0.0,0.0,0.09677201,0.04998781,0.0,0.04527985,0.0,0.0,0.0,0.12634541,0.0,0.06930517,0.05909928,0.0,0.13764045,0.0,0.05059361,0.06701307,0.0,0.0,0.0,0.0,0.11906004,0.0
0.0,0.1181489,0.0,0.08845837,0.12800604,0.16153477,0.0,0.14137201,0.0,0.07374616,0.14979564,0.0,0.0,0.0,0.08351257,0.0,0.0,0.0,0.0,0.0,0.09812423,0.049187787,0.0,0.047927134,0.0,0.0,0.0,0.12620945,0.0,0.07096479,0.05775602,0.0,0.13843313,0.0,0.050214082,0.06821552,0.0,0.0,0.0,0.0,0.115394145,0.0
0.0,0.11643918,0.0,0.08861887,0.12810534,0.16060127,0.0,0.14146097,0.0,0.07580407,0.14569077,0.0,0.0,0.0,0.08526685,0.0,0.0,0.0,0.0,0.0,0.09718589,0.050560646,0.0,0.048726644,0.0,0.0,0.0,0.12579615,0.0,0.07169858,0.057057783,0.0,0.1385271,0.0,0.05111469,0.06909814,0.0,0.0,0.0,0.0,0.114457145,0.0
0.0,0.11745979,0.0,0.08709477,0.12619945,0.15888181,0.0,0.14435887,0.0,0.07496674,0.14650035,0.0,0.0,0.0,0.084411345,0.0,0.0,0.0,0.0,0.0,0.09685732,0.049756415,0.0,0.04722845,0.0,0.0,0.0,0.12654488,0.0,0.07191528,0.05900501,0.0,0.13822423,0.0,0.04878116,0.06678307,0.0,0.0,0.0,0.0,0.114274025,0.0
0.0,0.117146716,0.0,0.08627519,0.12840354,0.15807074,0.0,0.13993928,0.0,0.07284414,0.14621465,0.0,0.0,0.0,0.08633756,0.0,0.0,0.0,0.0,0.0,0.0981299,0.04901048,0.0,0.046089098,0.0,0.0,0.0,0.12493999,0.0,0.0707163,0.058061264,0.0,0.13633455,0.0,0.048932996,0.0685316,0.0,0.0,0.0,0.0,0.11267876,0.0
