目标,中文名,方法,定数规则,选中数,占候选比,测试R2,全量R2,候选数,选中字段,候选池,初筛
congestion_price_da,日前阻塞价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,57,1.0,0.7257975886540209,0.7257975886540209,57,total_gen|total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_da,日前阻塞价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,1,0.0175438596491228,0.1692049503275463,0.7257975886540209,57,total_gen,含关注字段,未初筛
congestion_price_da,日前阻塞价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,56,0.9824561403508772,0.7492980643646381,0.7257975886540209,57,total_gen|total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_da,日前阻塞价,Pearson,固定阈值 τ=0.3（12 个目标共用）,36,0.631578947368421,0.6880766262271212,0.7257975886540209,57,total_gen|total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_rt,实时阻塞价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,32,0.5614035087719298,0.6798670249504838,0.6606814859123944,57,total_losses|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|rmccp|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|total_lmp_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_rt,实时阻塞价,STG,门控值 ≥ 0.5,17,0.2982456140350877,0.6292431980467006,0.6606814859123944,57,total_losses|gen_fuel_nuclear_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|rmccp|total_pjm_loc_credit|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve|congestion_price_da|system_energy_price_rt|marginal_loss_price_rt|net_sched_interchange_mw|gross_sched_interchange_mw,含关注字段,未初筛
congestion_price_rt,实时阻塞价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,57,1.0,0.6606814859123944,0.6606814859123944,57,total_gen|total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|total_lmp_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_rt,实时阻塞价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,1,0.0175438596491228,0.4602795711842907,0.6606814859123944,57,system_energy_price_rt,含关注字段,未初筛
congestion_price_rt,实时阻塞价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,53,0.9298245614035088,0.7042532043895924,0.6606814859123944,57,total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|total_lmp_da|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
congestion_price_rt,实时阻塞价,Pearson,固定阈值 τ=0.3（12 个目标共用）,28,0.4912280701754385,0.6655073840154343,0.6606814859123944,57,total_gen|total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|total_lmp_da|marginal_loss_price_da|system_energy_price_rt|marginal_loss_price_rt,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,22,0.3859649122807017,0.9137177669310984,0.904071957839763,57,total_losses|wind_generation_mw|gen_fuel_gas_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|forecast_load_mw_latest_available|rmpcp|total_pjm_reg_purchases|da_as_mcp_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|congestion_price_da|total_lmp_rt|congestion_price_rt|net_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,STG,门控值 ≥ 0.5,13,0.2280701754385964,0.8764862657069322,0.904071957839763,57,total_losses|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_gas_pct|forecast_load_mw_latest_available|da_as_mcp_synchronized_reserve|da_as_as_mw_synchronized_reserve|system_energy_price_da|congestion_price_da|net_actual_interchange_mw|net_sched_interchange_mw|gross_sched_interchange_mw,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,57,1.0,0.904071957839763,0.904071957839763,57,total_gen|total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|system_energy_price_da|congestion_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,15,0.2631578947368421,0.8910100231484815,0.904071957839763,57,total_losses|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_multiple_fuels_pct|gen_fuel_solar_pct|total_pjm_reg_purchases|total_pjm_rmpcp_cr|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da|congestion_price_da|marginal_loss_price_rt|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,12,0.2105263157894736,0.8964749971244744,0.904071957839763,57,total_losses|gen_fuel_solar_mw|gen_fuel_gas_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|metered_load_mw|da_as_as_req_mw_primary_reserve|system_energy_price_da|congestion_price_da|total_lmp_rt|net_actual_interchange_mw|net_sched_interchange_mw,含关注字段,未初筛
marginal_loss_price_da,日前边际损耗价,Pearson,固定阈值 τ=0.3（12 个目标共用）,28,0.4912280701754385,0.8825633893480528,0.904071957839763,57,total_gen|total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da|congestion_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|gross_inadv_interchange_mw,含关注字段,未初筛
total_lmp_da,日前总电价,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,12,0.2105263157894736,0.9722735425324665,0.975648978628474,57,total_losses|gen_fuel_oil_mw|gen_fuel_coal_pct|prelim_load_avg_hourly|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|marginal_loss_price_da|total_lmp_rt|net_sched_interchange_mw|gross_sched_interchange_mw,含关注字段,未初筛
total_lmp_da,日前总电价,STG,门控值 ≥ 0.5,9,0.1578947368421052,0.9571521904869448,0.975648978628474,57,total_losses|gen_fuel_oil_mw|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|gross_sched_interchange_mw,含关注字段,未初筛
total_lmp_da,日前总电价,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,57,1.0,0.975648978628474,0.975648978628474,57,total_gen|total_losses|wind_generation_mw|solar_generation_mw|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_other_renewables_mw|gen_fuel_solar_mw|gen_fuel_storage_mw|gen_fuel_wind_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|gen_fuel_solar_pct|gen_fuel_wind_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|rmpcp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|total_pjm_rmccp_cr|total_pjm_rmpcp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|da_as_nsr_mw_primary_reserve|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|net_actual_interchange_mw|net_sched_interchange_mw|net_inadv_interchange_mw|gross_actual_interchange_mw|gross_sched_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
total_lmp_da,日前总电价,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,12,0.2105263157894736,0.9638997681344676,0.975648978628474,57,total_losses|gen_fuel_coal_mw|gen_fuel_oil_mw|prelim_load_avg_hourly|total_pjm_reg_purchases|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|marginal_loss_price_da|congestion_price_rt|gross_actual_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
total_lmp_da,日前总电价,XGBoost,固定阈值 τ=0.02（12 个目标共用）,14,0.2456140350877192,0.957540488775674,0.975648978628474,57,gen_fuel_oil_mw|gen_fuel_oil_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|total_pjm_reg_purchases|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|marginal_loss_price_rt,含关注字段,未初筛
total_lmp_da,日前总电价,Pearson,固定阈值 τ=0.3（12 个目标共用）,34,0.5964912280701754,0.9704960735659676,0.975648978628474,57,total_gen|total_losses|gen_fuel_coal_mw|gen_fuel_gas_mw|gen_fuel_hydro_mw|gen_fuel_multiple_fuels_mw|gen_fuel_oil_mw|gen_fuel_storage_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_pct|gen_fuel_oil_pct|gen_fuel_other_renewables_pct|forecast_load_mw_latest_available|prelim_load_avg_hourly|metered_load_mw|rmccp|total_pjm_rt_load_mwh|total_pjm_loc_credit|total_pjm_reg_purchases|total_pjm_assigned_reg|total_pjm_rmccp_cr|da_as_mcp_primary_reserve|da_as_mcp_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|marginal_loss_price_da|system_energy_price_rt|total_lmp_rt|congestion_price_rt|marginal_loss_price_rt|gross_actual_interchange_mw|gross_inadv_interchange_mw,含关注字段,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,DGatingDNN,门控值 ≥ 0.01（断崖，阈值不敏感）,16,0.2807017543859649,0.8835421115677131,0.8557848373541103,57,total_gen|wind_generation_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_multiple_fuels_pct|total_pjm_reg_purchases|total_pjm_self_sched_reg|total_pjm_assigned_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_ss_mw_primary_reserve|system_energy_price_da,含关注字段,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,STG,门控值 ≥ 0.5,11,0.1929824561403508,0.847973455478584,0.8557848373541103,57,total_losses|gen_fuel_hydro_mw|gen_fuel_hydro_pct|total_pjm_rt_load_mwh|total_pjm_self_sched_reg|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve,含关注字段,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,LassoNet,λ 路径上，验证损失在最优 5% 以内里最稀疏的点,13,0.2280701754385964,0.8686379906040114,0.8557848373541103,57,total_gen|total_losses|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_hydro_pct|total_pjm_rt_load_mwh|total_pjm_self_sched_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve,含关注字段,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,Lasso,交叉验证按 1 倍标准误规则选 alpha 后的非零系数,15,0.2631578947368421,0.8733076984558811,0.8557848373541103,57,total_gen|total_losses|wind_generation_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|total_pjm_self_sched_reg|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve|system_energy_price_da,含关注字段,未初筛
da_as_total_mw_primary_reserve,日前主用备用总量,XGBoost,固定阈值 τ=0.02（12 个目标共用）,11,0.1929824561403508,0.8738401659933634,0.8557848373541103,57,gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_pct|total_pjm_rt_load_mwh|da_as_mcp_primary_reserve|da_as_as_req_mw_primary_reserve|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_as_mw_thirty_minutes_reserve,含关注字段,未初筛
