system_losses_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_natural_gas_mw,area_2_fuel_solar_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
1.7974656,1.1722298,1.0552033,1.3242437,0.9816534,1.6872914,0.5417906,1.0846881,-0.8550474,1.329853,1.6430428,-0.74582464
1.8166618,1.1918015,1.0833687,1.3341137,0.9970507,1.7064959,0.5219126,1.1292253,-0.8876453,1.3682822,1.6706432,-0.77268624
1.820052,1.2103118,1.1158208,1.3625482,1.0178071,1.7243785,0.5028047,1.1490257,-0.91175765,1.4115614,1.701282,-0.7920085
1.8468617,1.2364129,1.1259238,1.3902397,1.0261426,1.7363726,0.47627032,1.1823587,-0.94661385,1.4369627,1.7447513,-0.81173
1.857703,1.248457,1.152708,1.3925488,1.0347471,1.7635525,0.4303974,1.2182901,-0.9723436,1.4748105,1.7582352,-0.8491756
1.862887,1.2576011,1.1790059,1.3999994,1.0522194,1.7797067,0.38725632,1.2409581,-1.0010551,1.4999897,1.7697421,-0.8786506
1.8712333,1.2618585,1.1915877,1.4003652,1.0540465,1.7876502,0.32802638,1.2640003,-1.0188181,1.5137663,1.7731473,-0.90434384
1.8765689,1.2757242,1.2139506,1.4282464,1.0703644,1.8017812,0.27497786,1.2883945,-1.0371947,1.5529463,1.7844335,-0.91779464
1.8861253,1.2872138,1.218867,1.4612296,1.0865583,1.824694,0.22094151,1.3245003,-1.0557691,1.5779146,1.8012989,-0.9523894
1.900369,1.3145587,1.2380635,1.4826035,1.1019429,1.8408905,0.15382068,1.3673038,-1.0768929,1.6087812,1.824739,-0.97173613
1.9151385,1.3248199,1.2546406,1.4910623,1.1270537,1.8536276,0.07003375,1.4100778,-1.100205,1.6296122,1.8250066,-0.990277
1.92284,1.3442372,1.2744204,1.5080336,1.1462032,1.8591168,-0.011674188,1.4283408,-1.1253949,1.6437054,1.8486805,-1.0110362
1.9411248,1.3638407,1.294426,1.5242436,1.1644136,1.8708853,-0.09422553,1.4562347,-1.1472976,1.6692975,1.8545123,-1.032215
1.9615624,1.3769443,1.3130492,1.5255979,1.1776739,1.8767015,-0.17774801,1.4609077,-1.1705223,1.6923132,1.8605483,-1.0532285
1.9652892,1.4008721,1.3403206,1.5430328,1.2017748,1.8880931,-0.26008883,1.4923897,-1.1938686,1.7057528,1.8827015,-1.0730755
1.9824498,1.4037225,1.3675469,1.5629418,1.2001224,1.8983222,-0.3436019,1.5305649,-1.211971,1.7342868,1.9008615,-1.0914353
1.9864522,1.4263809,1.3928063,1.5902525,1.2154963,1.9189383,-0.420146,1.5416572,-1.217566,1.767025,1.9139855,-1.1083099
1.9902837,1.4304738,1.4222965,1.6034085,1.22001,1.9197857,-0.49008426,1.5637255,-1.2460127,1.7841269,1.9255325,-1.1263009
1.9948704,1.4416915,1.4433575,1.6284993,1.2333822,1.9157625,-0.5467637,1.5726979,-1.2613899,1.7945238,1.9523584,-1.150544
2.0066988,1.4535869,1.4591374,1.6485991,1.2477299,1.9392979,-0.60557336,1.5948213,-1.2759904,1.8176081,1.9616909,-1.1610208
2.0133362,1.4540699,1.4745361,1.6758875,1.2703158,1.9495144,-0.6608964,1.5983698,-1.3082478,1.8325007,1.9757917,-1.1846485
2.025671,1.472593,1.499649,1.7077471,1.2986203,1.9500707,-0.70858514,1.6303023,-1.3202572,1.8441068,1.9801401,-1.1959474
2.0324395,1.4771267,1.5131183,1.7191043,1.3127974,1.9521801,-0.7512828,1.6426443,-1.3184295,1.8577474,1.9905759,-1.2058281
2.0341015,1.4926255,1.5232568,1.7372725,1.3260585,1.973895,-0.7983783,1.6685461,-1.3288108,1.880468,1.9905952,-1.2206695
2.0803342,1.5096314,1.5380225,1.7711307,1.333461,1.9891781,-0.84075767,1.6715623,-1.3393457,1.9092374,2.012515,-1.2300363
2.0990453,1.5244851,1.564774,1.7727771,1.3649517,1.9963166,-0.8694028,1.689604,-1.3500226,1.919554,2.0269897,-1.2568737
2.1057208,1.5321826,1.5685772,1.794997,1.3740121,1.9979849,-0.9009898,1.6841737,-1.3568221,1.9535985,2.026997,-1.2650635
2.1130166,1.541411,1.5832562,1.8129592,1.3842322,2.0091467,-0.9304682,1.7058626,-1.3648243,1.9572585,2.0421443,-1.2858402
2.1147573,1.5483457,1.6121917,1.831345,1.4070845,2.0171218,-0.9660179,1.7232827,-1.3881747,1.9695313,2.0511682,-1.2983874
2.1184173,1.5746267,1.6328685,1.8562386,1.420966,2.0263977,-0.9973942,1.7543396,-1.4031883,1.9875406,2.0752904,-1.3256632
2.1317365,1.5877317,1.660211,1.8629873,1.4301665,2.0318718,-1.0295513,1.7808137,-1.4268771,1.9949374,2.0995867,-1.3386271
2.1585157,1.607711,1.6853882,1.8679618,1.4635712,2.0327415,-1.054629,1.793091,-1.4345249,2.0111969,2.0973508,-1.3423831
2.1686907,1.6198808,1.7182684,1.8742971,1.4831955,2.0548153,-1.0780108,1.8150105,-1.4367094,2.0103662,2.0994558,-1.3529439
2.1864042,1.6255913,1.736131,1.8926846,1.5034021,2.0673406,-1.1031845,1.8295302,-1.4443836,2.0222125,2.0991323,-1.3627195
2.1866987,1.6362132,1.7482117,1.9044485,1.511456,2.076998,-1.1205565,1.8629924,-1.4527481,2.0222876,2.0939581,-1.3700215
2.185754,1.6540539,1.7588495,1.9110272,1.5208997,2.082186,-1.1406444,1.8653785,-1.461292,2.0343878,2.0940638,-1.3795412
2.1981163,1.6663693,1.7730778,1.9439434,1.5318898,2.0918846,-1.1539661,1.8720315,-1.4700077,2.0543468,2.0951781,-1.3892289
2.1981554,1.6827585,1.7779218,1.9497342,1.5471998,2.1013994,-1.1736162,1.8852433,-1.4788876,2.0681543,2.0950608,-1.3990729
2.2213416,1.6898367,1.7890161,1.9546328,1.5469859,2.1154976,-1.1970984,1.9090146,-1.4879225,2.0786695,2.0950608,-1.4090631
2.2239676,1.7117659,1.8017937,1.9586729,1.557584,2.1183128,-1.2072608,1.9091572,-1.497104,2.0786695,2.0938509,-1.4191897
2.2280483,1.7111484,1.804866,1.9616557,1.5700554,2.154463,-1.2301259,1.9306581,-1.5255842,2.0853152,2.104473,-1.4399137
2.2280483,1.7257789,1.8259566,1.9617418,1.5919566,2.1576598,-1.2406571,1.9429343,-1.5317026,2.093586,2.106844,-1.4458091
2.2280483,1.7465795,1.8321277,1.9823824,1.5930185,2.1605365,-1.2569972,1.9495609,-1.5380225,2.115862,2.1309786,-1.4552306
2.2280483,1.7770398,1.8385462,1.9910679,1.6070272,2.1687412,-1.2855364,1.9731776,-1.5445406,2.114584,2.143007,-1.4647951
2.248861,1.7883179,1.8577389,1.9985794,1.6220183,2.182118,-1.299636,1.9749975,-1.5512551,2.119582,2.1484077,-1.474493
2.259865,1.789318,1.8746474,2.015116,1.636802,2.1913812,-1.3273562,1.9749584,-1.5581615,2.1281934,2.1485314,-1.4843149
2.2810795,1.7971103,1.8769546,2.0283325,1.6546882,2.1892476,-1.3454016,1.9735883,-1.5652559,2.1319795,2.167846,-1.4942513
2.2823446,1.8150802,1.8827447,2.0543919,1.6549321,2.1892476,-1.3566893,1.982093,-1.5850126,2.1385112,2.1848438,-1.5278817
2.287872,1.8416443,1.8990861,2.0661147,1.6522889,2.1921296,-1.3680751,1.9955833,-1.5913254,2.1443884,2.1892426,-1.5338142
2.2879786,1.8648502,1.9161155,2.07531,1.6564938,2.1989648,-1.3845851,1.9933287,-1.5978181,2.1678472,2.1925395,-1.539361
2.2986631,1.8751463,1.9258834,2.093819,1.6618966,2.1989684,-1.3956766,1.9939122,-1.6044979,2.1842215,2.1987767,-1.5451097
2.3203437,1.8951392,1.9169602,2.110243,1.6734214,2.1989684,-1.4078875,1.9983678,-1.6113604,2.1899886,2.220197,-1.5510592
2.3391418,1.9025327,1.9204775,2.117372,1.6868842,2.206614,-1.4274126,2.0205908,-1.6184013,2.1899903,2.2203374,-1.5572082
2.3393054,1.9038764,1.9465784,2.120582,1.7023753,2.2115796,-1.4375731,2.026413,-1.625615,2.1993053,2.2169328,-1.5635543
2.3468142,1.9075607,1.9569448,2.1225193,1.7077613,2.2115796,-1.4478506,2.046771,-1.6329966,2.199707,2.2169285,-1.570095
2.3470023,1.9051319,1.956753,2.126702,1.7411027,2.2153432,-1.4552326,2.0474484,-1.6405398,2.199707,2.2264128,-1.5854831
2.3470023,1.9002584,1.9572611,2.135306,1.7488841,2.2359974,-1.4658488,2.0511844,-1.6482383,2.1891928,2.2265403,-1.6058449
2.3452785,1.9117582,1.9590704,2.1469605,1.7615329,2.2377396,-1.4765484,2.0563045,-1.656086,2.2008688,2.2265403,-1.6095502
2.351259,1.9370613,1.9609934,2.1469753,1.7754335,2.2391443,-1.4873209,2.053813,-1.6867449,2.2128448,2.249108,-1.6134306
2.351728,1.9429253,1.9711236,2.1417809,1.79088,2.2423127,-1.4973975,2.0653517,-1.6909695,2.2128448,2.2526643,-1.6174892
2.3501058,1.9414742,1.9724095,2.1418343,1.812827,2.2613652,-1.5083345,2.0629008,-1.6953717,2.2128448,2.25348,-1.6217289
2.3501053,1.963898,1.9914234,2.1469915,1.843727,2.2627695,-1.5193148,2.066946,-1.699954,2.2301953,2.2985384,-1.6203023
2.3633986,1.9792588,1.9955572,2.1516566,1.8367562,2.2886693,-1.5303322,2.0610907,-1.7047173,2.2301953,2.298619,-1.5930812
2.3750782,1.9791777,2.0156705,2.1562457,1.8542306,2.3059626,-1.5413792,2.0742307,-1.7096623,2.2301953,2.300679,-1.595582
2.398131,1.9915562,2.0126195,2.1729355,1.8665257,2.305966,-1.5524476,2.086561,-1.7147889,2.245628,2.300679,-1.5982246
2.4017606,2.0088575,2.019957,2.1729355,1.8659914,2.305966,-1.5635301,2.116404,-1.7200971,2.2546723,2.3320303,-1.6010121
2.4017606,2.0334804,2.0199015,2.170307,1.8798188,2.305966,-1.5746237,2.1145198,-1.7255851,2.2941911,2.3548808,-1.603949
2.4017606,2.0559156,2.0496993,2.170307,1.8877395,2.305966,-1.5690134,2.1013138,-1.7312516,2.2962494,2.3668556,-1.6070398
2.4254858,2.0577536,2.0520518,2.2044108,1.8931822,2.305966,-1.5776507,2.1013086,-1.7370948,2.304559,2.3668618,-1.6102903
2.4259894,2.0598297,2.0573392,2.2013226,1.9063534,2.305966,-1.587991,2.1287603,-1.7431115,2.3313944,2.3802845,-1.6137042
2.4259894,2.060663,2.0656075,2.2242844,1.924479,2.3292363,-1.5983772,2.1356,-1.7492987,2.3426573,2.3805175,-1.633295
2.4259894,2.081864,2.083136,2.2383382,1.929149,2.3292744,-1.6088012,2.1544044,-1.7556525,2.3412294,2.3805175,-1.6361798
2.4259894,2.0846062,2.0891337,2.25317,1.9470981,2.3292744,-1.6192567,2.1656744,-1.7909328,2.3551118,2.3805175,-1.639216
2.4259894,2.088762,2.0985947,2.2645557,1.9579744,2.3292744,-1.6297373,2.161,-1.7927567,2.3551118,2.3870137,-1.6424084
2.4259894,2.0994675,2.096302,2.2645924,1.9566631,2.3292744,-1.6521703,2.1762574,-1.7942941,2.3551118,2.3886259,-1.6457615
2.4259894,2.1098151,2.0964985,2.275466,1.9649022,2.3292744,-1.6611321,2.1616528,-1.7959255,2.36225,2.3886259,-1.6570693
2.4259894,2.1252043,2.1166234,2.307436,1.9729022,2.3482208,-1.6701765,2.1693275,-1.797655,2.36225,2.3886259,-1.660459
2.4259894,2.126378,2.1166317,2.3140304,1.9885767,2.3482232,-1.6793077,2.1909702,-1.7994874,2.36225,2.398379,-1.6640139
2.4283695,2.1296496,2.1437385,2.3361301,2.0124598,2.366083,-1.6885186,2.1909702,-1.8014271,2.3769183,2.4134395,-1.6677374
2.432936,2.1293724,2.1521091,2.3351443,2.0297825,2.378955,-1.6978018,2.1975377,-1.8034787,2.3763032,2.4134395,-1.6716328
2.432936,2.1363246,2.1469586,2.3351443,2.0374718,2.389111,-1.7071507,2.1988602,-1.8056476,2.3903654,2.4134395,-1.6757029
2.432936,2.141018,2.1450157,2.338828,2.0377705,2.3918564,-1.7165576,2.1993723,-1.8079377,2.3905797,2.4134395,-1.6799507
2.432936,2.1512804,2.1449163,2.3388324,2.039447,2.3918564,-1.7260166,2.21316,-1.8103536,2.3905797,2.4134395,-1.684378
2.432936,2.1515756,2.153853,2.3389506,2.0499575,2.3918564,-1.7355207,2.2131886,-1.8129001,2.3905797,2.4134395,-1.6889861
2.4385085,2.1459408,2.165135,2.3728046,2.045292,2.3986664,-1.7450647,2.2091088,-1.8155817,2.3905797,2.4134395,-1.6937765
2.4385085,2.1567864,2.1913884,2.3728046,2.04437,2.4023376,-1.7546417,2.2091002,-1.8184024,2.3905797,2.4134395,-1.6987503
2.4517527,2.1705668,2.1913884,2.3750832,2.0396698,2.4023376,-1.7642474,2.2076209,-1.8213662,2.3905797,2.4134395,-1.7039067
2.4517527,2.1775343,2.1913884,2.383537,2.0364885,2.412946,-1.7738746,2.2027624,-1.8244773,2.3905797,2.4134395,-1.7092453
2.4614203,2.1786587,2.1908252,2.383537,2.0422554,2.459134,-1.7835209,2.2132988,-1.8277391,2.3905797,2.4134395,-1.7147654
2.4614527,2.1853454,2.1908112,2.383537,2.0512857,2.472733,-1.7931817,2.2197616,-1.8311552,2.3905797,2.4134395,-1.7204651
2.4614527,2.1993,2.196974,2.383537,2.071184,2.472733,-1.7722036,2.2290683,-1.8347279,2.3905797,2.4134395,-1.7263424
2.4614527,2.2083662,2.2092738,2.383537,2.0841174,2.472733,-1.7716296,2.2290683,-1.8384607,2.4193077,2.4134395,-1.7323945
2.4614527,2.200156,2.2092788,2.383537,2.1226406,2.472733,-1.773455,2.2290683,-1.8423555,2.4193077,2.4134395,-1.7386178
2.4614527,2.2109685,2.2092576,2.383537,2.1325533,2.472733,-1.7753876,2.2550688,-1.8464144,2.4193077,2.4134395,-1.7450093
2.4614527,2.2102828,2.2224102,2.383537,2.128518,2.4897625,-1.7774326,2.2501028,-1.8506389,2.4193077,2.437398,-1.7515644
2.4614527,2.2467926,2.2301614,2.383537,2.131692,2.4919586,-1.7795947,2.2536912,-1.8550298,2.4327223,2.4600444,-1.7582785
2.4614527,2.2468016,2.2195358,2.383537,2.14714,2.4919586,-1.781878,2.249749,-1.8595878,2.4465537,2.4719343,-1.7651465
2.4614527,2.2468016,2.2192843,2.383537,2.1471086,2.4919586,-1.784288,2.2440403,-1.8643129,2.4465592,2.4719343,-1.772163
2.4614527,2.245901,2.2328615,2.383537,2.1516175,2.4919586,-1.7868289,2.244039,-1.8692048,2.4540386,2.4719343,-1.779323
2.4614527,2.2445865,2.2336159,2.383537,2.1564953,2.4919586,-1.789505,2.244039,-1.8742625,2.4540386,2.461599,-1.78662
2.4614527,2.2445865,2.2479255,2.383537,2.1598256,2.4919586,-1.7923212,2.2654138,-1.8794843,2.463422,2.461599,-1.794048
2.4614527,2.2445865,2.263488,2.4103854,2.1781642,2.4919586,-1.7952812,2.2654138,-1.884869,2.463844,2.461599,-1.8016007
2.4614527,2.2681952,2.2803326,2.4164028,2.1684818,2.4919586,-1.7983896,2.2889922,-1.8904134,2.463844,2.461599,-1.8092717
2.484119,2.2582905,2.280337,2.4243495,2.174629,2.4919586,-1.8016493,2.285144,-1.8961154,2.4738708,2.461599,-1.8170543
2.484119,2.2641947,2.2645035,2.4336836,2.1745954,2.4919586,-1.8050644,2.2849503,-1.9019713,2.4738724,2.461599,-1.8249422
2.484119,2.2641947,2.2636094,2.4336848,2.1745617,2.4919586,-1.8086376,2.2849503,-1.9079777,2.4738724,2.461599,-1.8329289
2.5145457,2.2641947,2.2636094,2.4336848,2.1849396,2.4919586,-1.8123723,2.2941442,-1.9141304,2.4738724,2.461599,-1.8410074
2.5275493,2.274344,2.2814505,2.4336848,2.1849098,2.4919586,-1.8162706,2.330151,-1.9204252,2.4738724,2.461599,-1.8491716
2.5275517,2.273489,2.2796082,2.4336848,2.2024384,2.4919586,-1.8203344,2.3302934,-1.9268571,2.4738724,2.461599,-1.8574148
2.5275517,2.273489,2.2970796,2.4336848,2.2024124,2.4919586,-1.8245658,2.3302934,-1.9334215,2.4738724,2.461599,-1.8657315
2.5275517,2.2904682,2.2975838,2.4336848,2.2023787,2.5265157,-1.8289654,2.3302934,-1.940113,2.4738724,2.4432957,-1.8741146
2.5275517,2.2937553,2.2975838,2.4336848,2.2023451,2.5265157,-1.8335344,2.3302934,-1.946926,2.4738724,2.4432957,-1.8825593
2.5464694,2.2937553,2.3061798,2.4336848,2.194316,2.5503206,-1.8382726,2.3302934,-1.953855,2.4738724,2.4432957,-1.8910588
2.5465422,2.3103957,2.3127983,2.4336848,2.2229483,2.5550647,-1.8431801,2.3386474,-1.9608951,2.4738724,2.4747355,-1.8996081
2.5465422,2.3320398,2.3127983,2.4425936,2.2342594,2.5566874,-1.8482561,2.3482423,-1.9680396,2.4738724,2.4747355,-1.9082009
2.5710099,2.344558,2.3127983,2.4425936,2.2398756,2.5566874,-1.8534989,2.3531191,-1.975283,2.4979553,2.4747355,-1.9168339
2.5710099,2.3435588,2.3127983,2.4425936,2.2439537,2.5566874,-1.858907,2.3531191,-1.9826198,2.4979553,2.4747355,-1.9255005
2.5710099,2.3435547,2.3479156,2.4425936,2.2262883,2.5566874,-1.8644781,2.3412642,-1.9900439,2.517721,2.4747355,-1.934198
2.5710099,2.3541281,2.3479156,2.4425936,2.2371922,2.5566874,-1.8702096,2.3410823,-1.9975497,2.5177264,2.4747355,-1.9429191
2.5620341,2.3608227,2.3479156,2.460539,2.2371922,2.5566874,-1.8760982,2.3410823,-2.0051305,2.5177264,2.4747355,-1.9516628
2.5605755,2.3697267,2.3479156,2.4762359,2.2393072,2.5566874,-1.8821399,2.3410823,-2.0127833,2.5177264,2.4747355,-1.9604222
2.5605755,2.3697267,2.356322,2.4762359,2.2393088,2.5566874,-1.8883309,2.3628528,-2.0205,2.5177264,2.4747355,-1.9691962
2.5605755,2.3697267,2.356322,2.4786632,2.2479737,2.5566874,-1.8946671,2.3672323,-2.0282793,2.5177264,2.4747355,-1.9779806
2.5605755,2.3697267,2.356322,2.4917533,2.249512,2.5566874,-1.9011436,2.3988538,-2.036111,2.5177264,2.4747355,-1.9867715
2.5605755,2.3774598,2.356322,2.4917643,2.2674334,2.5566874,-1.9077553,2.4013865,-2.0439935,2.5177264,2.4747355,-1.9955623
2.5605755,2.3783891,2.377227,2.4901261,2.2702565,2.5566874,-1.9144973,2.4013865,-2.051918,2.5539355,2.4789152,-2.0043614
2.5605755,2.3783891,2.3772287,2.4901261,2.2702565,2.5566874,-1.921364,2.4013865,-2.0598845,2.5539904,2.4832783,-2.0131507
2.5605755,2.3802695,2.399529,2.4901261,2.2702565,2.5566874,-1.9283495,2.4013865,-2.0678875,2.5822556,2.4832783,-2.0219247
2.5605755,2.397021,2.3995295,2.4901261,2.2768497,2.5566874,-1.9354482,2.4013865,-2.075922,2.5822556,2.4845207,-2.0306988
2.5605755,2.4261901,2.3995295,2.4901261,2.2768497,2.5566874,-1.9426548,2.4013865,-2.0839877,2.5822556,2.484589,-2.0394728
2.5605755,2.4261901,2.3995295,2.4901261,2.2992723,2.5566874,-1.949963,2.4013865,-2.0920753,2.5822556,2.484589,-2.048237
2.5605755,2.4261901,2.3995295,2.4901261,2.314485,2.5566874,-1.957367,2.4019396,-2.100177,2.5822556,2.484589,-2.0569775
2.5605755,2.4276388,2.3995295,2.4901261,2.3309708,2.5566874,-1.9648604,2.3858647,-2.1083074,2.5822556,2.484589,-2.065718
2.5605755,2.4378433,2.3995295,2.4901261,2.339618,2.5566874,-1.9724381,2.3830876,-2.1164427,2.5822556,2.484589,-2.074426
2.5605755,2.435517,2.3995295,2.4803524,2.3396251,2.5566874,-1.9800937,2.3977976,-2.1245813,2.5822556,2.484589,-2.0831308
2.5605755,2.435517,2.4208205,2.4800684,2.327059,2.5566874,-1.9878222,2.3977976,-2.1327503,2.5822556,2.484589,-2.091804
2.5605755,2.435517,2.4208205,2.5077345,2.3270369,2.5566874,-1.9956173,2.4100208,-2.1409192,2.5822556,2.484589,-2.1004648
2.5605755,2.435517,2.4635637,2.5077345,2.3208818,2.5566874,-2.0034726,2.4102066,-2.1490881,2.5822556,2.484589,-2.1091044
2.5605755,2.435517,2.4635644,2.5077345,2.3208818,2.5566874,-2.011387,2.4102066,-2.157257,2.5951693,2.484589,-2.1177166
2.5605755,2.435517,2.4591267,2.5077345,2.3208818,2.5566874,-2.0193503,2.4102066,-2.165426,2.5951843,2.5352588,-2.1263106
2.5605755,2.435517,2.4939468,2.5077345,2.3292494,2.5566874,-2.0273628,2.4358804,-2.173595,2.5951843,2.536705,-2.134883
2.5605755,2.435517,2.496942,2.5077345,2.3292494,2.5566874,-2.0354152,2.443782,-2.181732,2.5951843,2.551679,-2.1434228
2.5605755,2.435517,2.496942,2.5077345,2.348257,2.5566874,-2.0435045,2.443801,-2.1898673,2.6178432,2.5518844,-2.1519406
2.5605755,2.447649,2.496942,2.5077345,2.3371015,2.5566874,-2.051627,2.443801,-2.1980026,2.6178474,2.5518844,-2.1604347
2.5605755,2.4676168,2.496942,2.5077345,2.3319051,2.5566874,-2.0597775,2.44566,-2.2061331,2.6178474,2.5518844,-2.168904
2.5605755,2.4778957,2.496942,2.5359905,2.3318048,2.5731173,-2.0679476,2.44566,-2.2142348,2.6178474,2.5518844,-2.177342
2.5605755,2.4778957,2.496942,2.5359905,2.3318048,2.613727,-2.0761502,2.4584124,-2.2223365,2.6178474,2.5518844,-2.1857522
2.5605755,2.5027971,2.496942,2.5359905,2.3318048,2.6137304,-2.084358,2.4584372,-2.2304168,2.6178474,2.5518844,-2.1941364
2.5605755,2.5027986,2.496942,2.5359905,2.3318048,2.6137304,-2.0925941,2.4584372,-2.2384849,2.6178474,2.5518844,-2.2024937
2.5605755,2.5027986,2.496942,2.5359905,2.3318048,2.6137304,-2.1008303,2.4584372,-2.2465346,2.6178474,2.5518844,-2.2108238
2.5861955,2.5027986,2.496942,2.5359905,2.3383958,2.6137304,-2.1090665,2.4584372,-2.254569,2.6178474,2.5518844,-2.2191265
2.5861955,2.521496,2.496942,2.5359905,2.3386872,2.6137304,-2.1173215,2.4584372,-2.2625809,2.6178474,2.5518844,-2.2273962
2.5861955,2.521496,2.496942,2.5359905,2.3386872,2.6137304,-2.1255913,2.4584372,-2.2705817,2.6178474,2.5518844,-2.2356374
