center,method,feature_count,best_test_r2,best_train_r2,min_test_loss,min_train_loss,final_test_r2,final_train_r2,final_test_loss,final_train_loss,best_epoch,output_dir,target_label,plot_label,exclude_columns
total_losses,DNN_AllFeatures,69,0.9412600994110107,0.9919224977493286,0.05760181060333441,0.008077491850192246,0.9395266175270081,0.9917252659797668,0.059301670299979244,0.008274711120957515,88,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_total_losses/DNN_AllFeatures,total_losses,"total
losses",
total_losses,L1GateDNN_Selected,23,0.9487549066543579,0.9813342094421387,0.050252174615019525,0.018665767080149834,0.9451414346694946,0.9797943234443665,0.05379564735311561,0.020205653222486616,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_total_losses/L1GateDNN_Selected,total_losses,"total
losses",
congestion_price_da,DNN_AllFeatures,69,0.9407544732093811,0.9928767085075378,0.06785027132789809,0.007123320683137912,0.9247636795043945,0.9868335127830505,0.08616354940856648,0.01316649735547193,141,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_congestion_price_da/DNN_AllFeatures,congestion_price_da,"congestion
price
da",
congestion_price_da,L1GateDNN_Selected,2,0.9953500628471375,0.9966986179351807,0.003566068080420349,0.0033013703207592756,0.9867492914199829,0.9892977476119995,0.010162007647431477,0.010702270039074977,139,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_congestion_price_da/L1GateDNN_Selected,congestion_price_da,"congestion
price
da",
congestion_price_rt,DNN_AllFeatures,69,0.7255069017410278,0.970901608467102,0.2626402937102972,0.029098365452313906,0.7006751298904419,0.970901608467102,0.28639976655292076,0.029098365452313906,111,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_congestion_price_rt/DNN_AllFeatures,congestion_price_rt,"congestion
price
rt",
congestion_price_rt,L1GateDNN_Selected,38,0.673505425453186,0.953937292098999,0.31239630104746763,0.0460626817522194,0.6587619781494141,0.9498700499534607,0.3265030992717096,0.050129935724346764,30,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_congestion_price_rt/L1GateDNN_Selected,congestion_price_rt,"congestion
price
rt",
marginal_loss_price_da,DNN_AllFeatures,69,0.8936111927032471,0.985383152961731,0.11069808387560998,0.014616872970914166,0.8820545673370361,0.9844576120376587,0.12272280689737783,0.015542418548935339,142,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_marginal_loss_price_da/DNN_AllFeatures,marginal_loss_price_da,"marginal
loss
price
da",
marginal_loss_price_da,L1GateDNN_Selected,33,0.8922429084777832,0.978363037109375,0.11212178250979178,0.02163697790225199,0.8887617588043213,0.9756380915641785,0.11574392388120475,0.02436190452796075,143,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_marginal_loss_price_da/L1GateDNN_Selected,marginal_loss_price_da,"marginal
loss
price
da",
total_lmp_da,DNN_AllFeatures,66,0.9622096419334412,0.9954304099082947,0.03609087636620488,0.004569570399134567,0.9600986242294312,0.9931087493896484,0.038106978128425686,0.006891276000613172,106,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_total_lmp_da/DNN_AllFeatures,total_lmp_da,"total
lmp
da",system_energy_price_da|congestion_price_da|marginal_loss_price_da
total_lmp_da,L1GateDNN_Selected,11,0.946245014667511,0.9811357259750366,0.051337564548636534,0.018864254321203967,0.9412406086921692,0.9809220433235168,0.05611689805575624,0.019077966943763985,99,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_total_lmp_da/L1GateDNN_Selected,total_lmp_da,"total
lmp
da",system_energy_price_da|congestion_price_da|marginal_loss_price_da
da_as_total_mw_primary_reserve,DNN_AllFeatures,67,0.8494500517845154,0.986961305141449,0.15203061440346263,0.013038691158479606,0.8390399217605591,0.9829182028770447,0.16254314240749654,0.017081808671426287,74,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_da_as_total_mw_primary_reserve/DNN_AllFeatures,da_as_total_mw_primary_reserve,"da
as
total
mw
primary
reserve",da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve
da_as_total_mw_primary_reserve,L1GateDNN_Selected,35,0.8580056428909302,0.9784020781517029,0.14339087067580805,0.021597890280653148,0.8514227271080017,0.9761175513267517,0.15003854416242643,0.02388246560186534,112,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_da_as_total_mw_primary_reserve/L1GateDNN_Selected,da_as_total_mw_primary_reserve,"da
as
total
mw
primary
reserve",da_as_as_mw_primary_reserve|da_as_nsr_mw_primary_reserve
da_as_total_mw_thirty_minutes_reserve,DNN_AllFeatures,68,0.8967359662055969,0.9868232011795044,0.09462258584297649,0.013176818385373582,0.8874101042747498,0.986362636089325,0.10316797939878775,0.0136373626229138,33,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_da_as_total_mw_thirty_minutes_reserve/DNN_AllFeatures,da_as_total_mw_thirty_minutes_reserve,"da
as
total
mw
thirty
minutes
reserve",da_as_as_mw_thirty_minutes_reserve
da_as_total_mw_thirty_minutes_reserve,L1GateDNN_Selected,22,0.9085553884506226,0.9775230288505554,0.083792245572024,0.02247696341222122,0.9053553938865662,0.9775230288505554,0.08672440209335125,0.02247696341222122,136,/Users/haocun/Desktop/AllProjects/L1_GATE_DNN/NEW_PROJECT/outputs/data2025_Processed_V2/BaselineComparison/dnn_l1_method_compare_l1params_lr00065_thr010/CenterOn_da_as_total_mw_thirty_minutes_reserve/L1GateDNN_Selected,da_as_total_mw_thirty_minutes_reserve,"da
as
total
mw
thirty
minutes
reserve",da_as_as_mw_thirty_minutes_reserve
