gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.31851876,0.2817503,0.33550978,0.14194709,0.60224736,0.46188426,0.45740116,0.37252972,0.015855554,0.16073407,0.5095511,0.08853416,0.16498889,0.2847163,0.59179914,0.008092924,0.16814125,0.38654095,0.26743823,0.32672986,0.16413173,0.5503878,0.0077482522,0.09189294,0.24102348,0.17253543,0.5736608,0.45433068,0.10445177,0.17066792,0.3317895,0.005364413,0.11378116,0.2900193,0.041122716,0.30772722,0.48068205,0.671997,0.3916544,0.7252559
0.3140006,0.26680514,0.33344775,0.13076659,0.56933504,0.4241679,0.44028786,0.37268484,0.008488364,0.14447966,0.51197964,0.068257056,0.16135307,0.26752737,0.5645709,0.0038932972,0.15095769,0.37645617,0.24950403,0.29654348,0.14636071,0.51883143,0.0036495684,0.07576611,0.22612046,0.15606976,0.55987465,0.4259444,0.08939503,0.1597768,0.32931262,0.002318589,0.10402209,0.28213468,0.028807508,0.29981732,0.47561628,0.6690674,0.39898515,0.7078251
0.31513733,0.2475431,0.33653325,0.118148,0.55682033,0.39675888,0.43712622,0.35662287,0.0043346714,0.12986381,0.51413363,0.053737506,0.14617436,0.25371176,0.5372121,0.0017597708,0.12709296,0.3735466,0.23161851,0.27715793,0.13345276,0.5243655,0.0015854279,0.060911488,0.20478325,0.14148434,0.5436444,0.41559935,0.07517448,0.15016088,0.33100408,0.0009232664,0.09570068,0.28246808,0.019304259,0.2903323,0.4495179,0.64055103,0.37834522,0.69949037
0.3063955,0.21984191,0.31115317,0.1108443,0.5397478,0.38513654,0.43538186,0.35991627,0.0020890883,0.11248623,0.517667,0.0393147,0.14444968,0.2491558,0.53186464,0.00074372545,0.1133073,0.36771968,0.2152952,0.25696146,0.11822077,0.4954791,0.0006419624,0.051742055,0.18292499,0.12273793,0.54079884,0.40076122,0.06190027,0.1371523,0.3232725,0.0003370019,0.08741729,0.26548955,0.012413005,0.2757846,0.44423983,0.62051773,0.36987796,0.7095232
0.29930544,0.20032494,0.29797572,0.105857596,0.53448004,0.3518447,0.42849916,0.3642285,0.0009332415,0.099686705,0.51456755,0.028693294,0.14800355,0.23832504,0.5276023,0.00028987872,0.09972366,0.3542648,0.19742516,0.24608968,0.10494942,0.4657722,0.00023920408,0.042557105,0.16861762,0.106952325,0.5281167,0.40952197,0.050466683,0.12889487,0.32802236,0.000112543865,0.07907046,0.24728099,0.0076876874,0.24720444,0.41761675,0.6098527,0.386797,0.7019595
0.2914255,0.18454342,0.2917512,0.10124118,0.5243267,0.32182732,0.4278397,0.36959177,0.00038355618,0.086715065,0.5196169,0.020073945,0.1494413,0.22242756,0.4893921,0.00010398322,0.08709951,0.35096806,0.1823526,0.2354897,0.09590613,0.47362402,8.1439095e-05,0.034821488,0.15599087,0.093928196,0.51852214,0.37432992,0.04129303,0.12247976,0.33349955,3.415365e-05,0.075628355,0.23914674,0.004583022,0.24689706,0.40422422,0.58669126,0.37299716,0.6928677
0.29546326,0.18323812,0.28929916,0.09494198,0.51176775,0.3181787,0.41876712,0.3685086,0.0001470374,0.07663185,0.52372664,0.013726964,0.1487544,0.21788394,0.47576708,3.421241e-05,0.0734292,0.3394554,0.17245568,0.22109,0.08787108,0.45672223,2.5284511e-05,0.02789221,0.14202043,0.08084911,0.5052053,0.36810452,0.03264614,0.11531189,0.34018144,9.349514e-06,0.069675684,0.22951041,0.0025569093,0.23684262,0.39845148,0.5832441,0.36130232,0.69676006
0.2947555,0.16537832,0.27829567,0.08819324,0.49967417,0.31457508,0.40933526,0.37047818,5.1758056e-05,0.06574787,0.5221124,0.009033171,0.14845279,0.20885973,0.45592308,1.0265658e-05,0.06124711,0.33443576,0.15910229,0.20966843,0.07926713,0.45735872,7.100651e-06,0.021394141,0.13384567,0.06897922,0.49080822,0.35611418,0.02507732,0.10617428,0.3398436,2.2937922e-06,0.061060347,0.22377688,0.0013335316,0.22231875,0.37891433,0.5852302,0.3484855,0.6877198
0.2897955,0.1536986,0.28663543,0.08430514,0.49289897,0.29246315,0.41572553,0.3595721,1.6688453e-05,0.055361666,0.5184101,0.005763892,0.1516331,0.20048966,0.44664162,2.7875546e-06,0.049312457,0.34087813,0.15643755,0.19705176,0.072690815,0.447314,1.7952009e-06,0.015968071,0.12058188,0.05760181,0.47837886,0.3530298,0.018703839,0.0974759,0.34487897,5.0047163e-07,0.05691679,0.22803296,0.0006606837,0.21237199,0.38085508,0.5500124,0.34186253,0.67390406
0.2996232,0.14885662,0.28988156,0.07486806,0.47817448,0.27163157,0.40408513,0.3664457,4.904713e-06,0.047862124,0.53041863,0.0034443063,0.14200632,0.19559523,0.42725253,6.7964623e-07,0.039944872,0.33248895,0.14613491,0.19278161,0.06512595,0.43005338,4.0523616e-07,0.011547096,0.11136816,0.049117077,0.4858555,0.33367518,0.013502517,0.08899846,0.34786665,9.627639e-08,0.051193528,0.20981099,0.00030633213,0.2091641,0.36739185,0.5350499,0.34296897,0.6649125
0.28993312,0.12957248,0.27220196,0.073781416,0.46426716,0.2687602,0.3962987,0.36007243,1.3059122e-06,0.038781848,0.5129075,0.0019304536,0.15040942,0.18551992,0.43746486,1.4773936e-07,0.03105838,0.33191282,0.13727361,0.18937862,0.05982017,0.41732767,8.100334e-08,0.008081759,0.104574434,0.04158496,0.4655996,0.3373885,0.009558948,0.082153745,0.34871554,1.6177472e-08,0.04796313,0.20133619,0.00013318051,0.19510669,0.3493347,0.5362011,0.32852647,0.6665025
0.28593218,0.12176173,0.28664023,0.067666836,0.45635214,0.25976416,0.40084606,0.3651698,3.1238224e-07,0.030921336,0.5195707,0.0010533654,0.14962322,0.17871833,0.41881576,2.838501e-08,0.024132822,0.32632303,0.125991,0.17888173,0.052344378,0.40628,1.4208898e-08,0.005331529,0.089254275,0.03361671,0.4620388,0.32747325,0.006525557,0.07537392,0.3606544,2.350413e-09,0.041758135,0.19734313,5.411318e-05,0.18055895,0.34052834,0.5199682,0.32940713,0.67451715
0.28569832,0.11403808,0.29331282,0.06276334,0.44738656,0.24748246,0.39877573,0.36658326,6.6618185e-08,0.02438014,0.517532,0.00054117345,0.14941955,0.1731802,0.41273138,4.7750865e-09,0.018025983,0.32743603,0.12064234,0.16536075,0.048060298,0.40219903,2.1655764e-09,0.0034556612,0.08125723,0.026153719,0.45332864,0.31516755,0.0042858077,0.06791217,0.35453686,2.9199615e-10,0.038539693,0.19853044,2.0445708e-05,0.17830783,0.34417918,0.5105504,0.3235132,0.64937687
0.2827399,0.103063166,0.2767406,0.059505712,0.44040582,0.24644215,0.3978945,0.3750997,1.2561698e-08,0.018819636,0.5190605,0.00026255113,0.15074779,0.16625506,0.4107165,6.9622e-10,0.013200694,0.3209401,0.11095521,0.14776863,0.04255907,0.3873487,2.8369646e-10,0.002112748,0.07411886,0.020887692,0.44221783,0.3134325,0.0027102744,0.06133559,0.3606161,3.0641736e-11,0.035326123,0.18773785,7.142658e-06,0.17047964,0.3424727,0.4885653,0.31792137,0.65117735
0.28575805,0.097367905,0.280653,0.05360091,0.42666,0.22746621,0.4137149,0.37069654,2.0744637e-09,0.014712392,0.5315596,0.00012085908,0.14874882,0.15652737,0.38881162,8.7012245e-11,0.009322965,0.31132013,0.10204028,0.14555055,0.03713423,0.3783225,3.1569605e-11,0.0012436421,0.06250939,0.016840052,0.43855906,0.30185294,0.001648541,0.054296166,0.36557484,2.6801298e-12,0.031861357,0.18965626,2.299425e-06,0.15205184,0.3323829,0.47593808,0.31252447,0.65210354
0.28044125,0.086908095,0.2743619,0.050965156,0.43234432,0.22311038,0.39949712,0.37287274,2.9696953e-10,0.01070631,0.52722377,5.2184652e-05,0.15248647,0.14759772,0.3867434,9.208917e-12,0.0063867825,0.31397954,0.09636521,0.13923313,0.033497907,0.37750435,2.9457758e-12,0.0007015935,0.057014197,0.012336189,0.42444214,0.28791162,0.0009634184,0.04866192,0.36668757,1.9254814e-13,0.028511565,0.18518001,6.7715723e-07,0.15030825,0.32671723,0.47745723,0.30926955,0.6318431
0.2831279,0.07999184,0.26806423,0.04662468,0.41562083,0.21596506,0.40142545,0.36468083,3.6442117e-11,0.0077533275,0.5240452,2.1105156e-05,0.1552865,0.14506274,0.38306683,8.144602e-13,0.004229895,0.3084357,0.08931138,0.13490634,0.029090371,0.35807756,2.2724453e-13,0.0003764648,0.051626448,0.008687289,0.4223129,0.2942073,0.0005368733,0.041568767,0.36377567,1.1180916e-14,0.025522916,0.17844908,1.8133531e-07,0.14112297,0.31689468,0.4716845,0.2983746,0.63126665
0.2853319,0.0716004,0.2603906,0.0432042,0.4056069,0.2103472,0.403394,0.36303252,3.7867634e-12,0.0054075555,0.5139152,7.970677e-06,0.16006197,0.1386501,0.3696902,5.932617e-14,0.002715141,0.3079819,0.082103305,0.13464354,0.02494754,0.3448993,1.4269203e-14,0.00019294945,0.043435235,0.0061596306,0.42929217,0.28513968,0.0002864611,0.035370667,0.35800788,5.155643e-16,0.023203013,0.17452706,4.383984e-08,0.1348467,0.31014833,0.45922008,0.28823897,0.63880736
0.27730465,0.06521828,0.2584281,0.038004875,0.39674488,0.19729012,0.400118,0.38067856,3.287686e-13,0.0036324784,0.52589154,2.7918086e-06,0.15763745,0.12943873,0.36023077,3.5027466e-15,0.0016937347,0.29934704,0.07496267,0.12996376,0.021165686,0.33646774,7.169683e-16,9.391717e-05,0.042820238,0.0041126194,0.4232814,0.27055442,0.00014587857,0.030726036,0.37087163,1.8513169e-17,0.020457337,0.16833381,9.493367e-09,0.12469861,0.30037725,0.43869275,0.2908208,0.6319756
0.2747387,0.060422894,0.25623032,0.034456145,0.39577016,0.19158223,0.39180067,0.3724643,2.3502127e-14,0.0023377289,0.52269155,9.024355e-07,0.15882382,0.12332501,0.35680446,1.6471584e-16,0.0010140996,0.2989149,0.07093648,0.12880108,0.018518068,0.34806782,2.828946e-17,4.316801e-05,0.037900966,0.0026558388,0.40119022,0.26935744,7.039083e-05,0.02569281,0.37027678,5.066472e-19,0.016861793,0.16364415,1.8258385e-09,0.12064611,0.28878072,0.42896095,0.27873605,0.61903816
0.27668315,0.05263018,0.24602018,0.03133469,0.3852526,0.18584193,0.39100492,0.36864668,1.3612391e-15,0.0014769608,0.51772636,2.6751067e-07,0.16425768,0.11727239,0.34705755,6.0511132e-18,0.0005838936,0.30102694,0.06549335,0.12470501,0.0156752,0.3206274,8.585374e-19,1.8698258e-05,0.03304813,0.0016910882,0.40402412,0.2679204,3.2143733e-05,0.020950554,0.3628371,1.03176516e-20,0.014364931,0.16084151,3.090079e-10,0.11661929,0.28422973,0.4213697,0.28171372,0.618454
0.28345588,0.046144437,0.24861392,0.027197901,0.3720555,0.18570954,0.39525065,0.3470171,6.276235e-17,0.0008973517,0.51444286,7.226015e-08,0.1585604,0.11425899,0.3389159,1.6999744e-19,0.00032196793,0.2997187,0.0600438,0.11331677,0.013050871,0.32029554,1.958523e-20,7.6002852e-06,0.027037542,0.0010317024,0.38869885,0.2632249,1.3833726e-05,0.016954105,0.37094584,1.5225417e-22,0.011857131,0.16236025,4.5557936e-11,0.10735376,0.26687586,0.42366388,0.27575174,0.60992384
0.2708863,0.040808532,0.2563115,0.024709512,0.36993885,0.17883068,0.39131892,0.36400625,2.2591796e-18,0.00051999156,0.5108508,1.765835e-08,0.16765913,0.10847125,0.3318858,3.566916e-21,0.00017037947,0.3006472,0.056463286,0.10950686,0.010908004,0.30637568,3.2738503e-22,2.8873578e-06,0.022130186,0.000597376,0.39009124,0.25459856,5.585041e-06,0.01339695,0.36333585,1.5804921e-24,0.009510554,0.16191778,5.7873346e-12,0.102766864,0.27310833,0.40820923,0.28586987,0.5820813
0.2733232,0.035665374,0.25259158,0.02050491,0.357161,0.17087667,0.38637152,0.3497038,6.213802e-20,0.0002918732,0.51210177,3.8735344e-09,0.1598283,0.10401987,0.33364007,5.444869e-23,8.577474e-05,0.2951441,0.05057688,0.109374225,0.008761057,0.29551744,3.897754e-24,1.0191685e-06,0.019566804,0.00033402556,0.39187747,0.25193945,2.1053786e-06,0.010326537,0.36122012,1.1163835e-26,0.007517418,0.15944181,6.25914e-13,0.09801216,0.26656476,0.4009006,0.27094874,0.6002038
0.27349135,0.031445038,0.25317845,0.017919347,0.355104,0.16430253,0.39026293,0.35293344,1.2752354e-21,0.00015602946,0.50204235,7.5637624e-10,0.16441502,0.09659002,0.32506993,5.8723343e-25,4.10387e-05,0.29165027,0.046458703,0.10380978,0.0071507934,0.30003172,3.2017716e-26,3.3245854e-07,0.017201394,0.0001781502,0.38118625,0.24582534,7.372665e-07,0.007877135,0.36544582,5.168445e-29,0.005403162,0.15561199,5.6884754e-14,0.09220834,0.26403818,0.39633498,0.2743641,0.5896189
0.2674314,0.027410619,0.24787351,0.0153519595,0.34331235,0.15957707,0.37857938,0.35227817,1.9018201e-23,7.954059e-05,0.50207597,1.3027265e-10,0.16893151,0.09317598,0.31558663,4.330333e-27,1.8579676e-05,0.29108214,0.04225467,0.10293425,0.005645533,0.2834362,1.7509176e-28,9.96244e-08,0.014615407,9.040228e-05,0.37703598,0.2398048,2.3847275e-07,0.0057988707,0.36172265,1.5030433e-31,0.0039674025,0.1555446,4.282668e-15,0.086573504,0.26355025,0.38882732,0.27944544,0.57916945
0.2733538,0.023740945,0.24924475,0.012891591,0.33257064,0.15749764,0.37015846,0.37005717,2.0012161e-25,3.8612117e-05,0.5022458,1.9594422e-11,0.17351124,0.08835285,0.3195298,2.1041587e-29,7.925828e-06,0.29055855,0.03831993,0.09537857,0.004427756,0.29475573,6.12181e-31,2.7244246e-08,0.013025657,4.3740118e-05,0.36350212,0.22841896,7.0818174e-08,0.004132625,0.35218346,2.6154354e-34,0.0026580524,0.14892103,2.6294923e-16,0.07949098,0.2555213,0.39145,0.26542395,0.5742689
0.26660636,0.019550683,0.23809302,0.010407956,0.33166265,0.1526287,0.3682039,0.36123458,1.43754945e-27,1.7740897e-05,0.49692497,2.5460723e-12,0.16919766,0.08297689,0.32010564,6.461053e-32,3.171614e-06,0.2885957,0.034127694,0.094867826,0.0033606696,0.27083609,1.3068449e-33,6.7514416e-09,0.0108440425,2.0034935e-05,0.35824308,0.23445466,1.9181012e-08,0.0029132906,0.35962728,2.5746994e-37,0.0017502195,0.15040952,1.2942142e-17,0.07490698,0.24702775,0.3755599,0.26823294,0.5606146
0.27160883,0.0170354,0.24076125,0.0084696375,0.320758,0.15145926,0.36979845,0.35952103,6.7920395e-30,7.694896e-06,0.49760276,2.8244966e-13,0.17536983,0.08018171,0.312846,1.1952017e-34,1.1847615e-06,0.28464264,0.03059026,0.09811175,0.0025396007,0.26130283,1.615484e-36,1.504507e-09,0.008995799,8.644275e-06,0.3608633,0.23103774,4.704503e-09,0.0019574126,0.34140325,1.34305e-40,0.0010890046,0.14564194,5.010842e-19,0.07266983,0.23497815,0.37514463,0.25772336,0.56624514
0.26595765,0.013971577,0.2375699,0.0066804476,0.31399432,0.14685202,0.3691373,0.36073065,2.0235452e-32,3.1339082e-06,0.4961072,2.6408849e-14,0.17532569,0.07553233,0.31008583,1.2605881e-37,4.109774e-07,0.28196746,0.026672997,0.089211926,0.001850222,0.2621431,1.087431e-39,2.9898706e-10,0.007359884,3.5005746e-06,0.34729022,0.22327557,1.0368445e-09,0.001292237,0.34109074,3.5e-44,0.0006493819,0.14183672,1.4946438e-20,0.06362554,0.24190137,0.35660297,0.26088768,0.54708266
0.26307502,0.011470754,0.23332487,0.005158944,0.30887917,0.13596788,0.36797056,0.3591886,3.6227998e-35,1.1934336e-06,0.4898562,2.0520155e-15,0.1740603,0.070585296,0.30077097,7.1093e-41,1.3163202e-07,0.28191662,0.023668466,0.08732989,0.001327164,0.26219305,3.71e-43,5.2510357e-11,0.0059182895,1.3246578e-06,0.34365603,0.21716076,2.0362143e-10,0.00082578626,0.3504659,0.0,0.00036866075,0.14219563,3.3564787e-22,0.057618596,0.23372652,0.35581422,0.25969264,0.5601677
0.2689033,0.009371538,0.22683619,0.003905218,0.308689,0.13623434,0.36467937,0.3647435,3.6870217e-38,4.227098e-07,0.48419422,1.3048e-16,0.17289257,0.067793466,0.29965106,2e-44,3.8689784e-08,0.2795659,0.020833079,0.085522965,0.0009360303,0.25124255,0.0,8.070595e-12,0.004633533,4.6603947e-07,0.33907345,0.21698707,3.5309113e-11,0.00050796353,0.34663165,0.0,0.00019952538,0.14287253,5.531605e-24,0.054692786,0.2343631,0.34891504,0.26155856,0.5517111
0.2677444,0.007386343,0.2220403,0.0028882145,0.29981083,0.12996687,0.36172575,0.3638369,1.9994e-41,1.3846848e-07,0.48045024,6.675733e-18,0.17332467,0.06265992,0.29918006,0.0,1.0366505e-08,0.27639115,0.017830664,0.086116955,0.00063557824,0.24602425,0.0,1.0739751e-12,0.0037386073,1.5156606e-07,0.3369345,0.21356946,5.3530756e-12,0.00030168364,0.34738934,0.0,0.00010275918,0.14370231,6.502576e-26,0.052537803,0.23209687,0.34564406,0.2612314,0.5336399
0.2634157,0.005921616,0.22361645,0.0021117518,0.29859895,0.122965015,0.36807582,0.3526098,6e-45,4.1701526e-08,0.48083615,2.6976087e-19,0.17790751,0.05709659,0.2893008,0.0,2.513866e-09,0.27723587,0.015551946,0.0805072,0.0004238836,0.24238591,0.0,1.2230814e-13,0.0028133008,4.5286228e-08,0.3305372,0.20943615,7.019292e-13,0.00017217074,0.3528777,0.0,5.0216902e-05,0.13980457,5.2816587e-28,0.049065683,0.22669776,0.33635408,0.26005122,0.53716403
0.2708608,0.004519212,0.22811776,0.0014764449,0.28640142,0.12179956,0.3665857,0.36330196,0.0,1.1471072e-08,0.4670831,8.435203e-21,0.17517534,0.05414272,0.2812297,0.0,5.474355e-10,0.26725012,0.012779738,0.080244906,0.00027199325,0.24772248,0.0,1.1769999e-14,0.0021134114,1.2352592e-08,0.32700732,0.20320717,7.867918e-14,9.41707e-05,0.33972466,0.0,2.324549e-05,0.14299048,2.8600628e-30,0.047044616,0.22337273,0.33901942,0.25212598,0.5492693
0.2618596,0.003383537,0.22753926,0.0010117313,0.28228205,0.11419384,0.35583922,0.35144347,0.0,2.861903e-09,0.47095308,1.9953958e-22,0.1752563,0.049982715,0.2905525,0.0,1.0615273e-10,0.274349,0.011046432,0.074698694,0.00016935157,0.23594986,0.0,9.439175e-16,0.0016129247,3.0538172e-09,0.32534721,0.20623136,7.442883e-15,4.929231e-05,0.33951664,0.0,1.014101e-05,0.14075232,9.916043e-33,0.041674208,0.21751057,0.31884888,0.2502358,0.53540105
0.26159343,0.002559686,0.23154077,0.0006701772,0.28137657,0.10898389,0.35441068,0.36116785,0.0,6.4267214e-10,0.4724133,3.4825306e-24,0.16972537,0.04532889,0.27987397,0.0,1.8161158e-11,0.26738986,0.009108841,0.076186575,0.00010190969,0.23602845,0.0,6.213562e-17,0.0011370444,6.790362e-10,0.3152266,0.2022879,5.8595405e-16,2.4586214e-05,0.34202728,0.0,4.1551934e-06,0.13953404,2.1021231e-35,0.03882479,0.2124773,0.31701544,0.25262222,0.5266418
0.26138124,0.0018567082,0.22290507,0.00043312446,0.27635527,0.10630479,0.35885447,0.36074242,0.0,1.2882848e-10,0.4619197,4.3609916e-26,0.17223546,0.041557662,0.2775884,0.0,2.7141518e-12,0.26516762,0.007496859,0.07738665,5.899582e-05,0.22205393,0.0,3.301965e-18,0.0007830839,1.3467692e-10,0.3166451,0.20294714,3.7807637e-17,1.1640121e-05,0.33746257,0.0,1.5926364e-06,0.13740578,2.584362e-38,0.035112884,0.20757003,0.31123525,0.2569486,0.53139913
0.2592545,0.0013112202,0.22346695,0.00027053754,0.27126858,0.102348916,0.3644638,0.36290696,0.0,2.2846655e-11,0.467062,3.7981633e-28,0.17555627,0.038078487,0.28238794,0.0,3.5049657e-13,0.26619047,0.0060931924,0.07372546,3.2750107e-05,0.22967249,0.0,1.3908962e-19,0.0005281279,2.3610983e-11,0.2949418,0.19194376,1.9660811e-18,5.2127157e-06,0.3295256,0.0,5.6806795e-07,0.13533062,1.7327e-41,0.032591633,0.2121598,0.30855766,0.25632524,0.52864516
0.25210896,0.00089580996,0.20632586,0.00016238817,0.26419532,0.09869234,0.37184703,0.3566084,0.0,3.5496489e-12,0.4543147,2.221621e-30,0.17092343,0.034236167,0.2768651,0.0,3.865009e-14,0.26529118,0.004863969,0.07421294,1.7424507e-05,0.22588931,0.0,4.5516546e-21,0.0003459599,3.6231445e-12,0.29519317,0.19459061,8.089499e-20,2.1989235e-06,0.3284021,0.0,1.8752381e-07,0.13843778,6e-45,0.030874271,0.20639293,0.30732533,0.25056827,0.5186279
