total_losses,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.14209433,0.397688,0.085092984,0.16504496,0.32872692,0.27901334,0.3001112,0.0003313404,0.14556637,0.2635928,0.26956618,0.45068908,0.1272397,0.046991665,0.008277455,0.017164644,5.762495e-05,0.012653826,0.03127046,0.030142238,0.0056964834,0.27017015,0.01758521,0.019349493,0.014953765,0.00013551608,0.01242067,0.022208376,0.00070395594
0.12251059,0.3954754,0.070995204,0.14354603,0.3156462,0.24755599,0.28149983,0.00011733709,0.12828414,0.2629943,0.25432268,0.41517186,0.126908,0.037190154,0.0045045703,0.010295561,1.5194282e-05,0.007429458,0.026169289,0.027295558,0.0033315362,0.24980421,0.012642351,0.013664589,0.009206259,4.2182015e-05,0.0076509565,0.015398321,0.0002694497
0.109680325,0.39037037,0.06057825,0.12329467,0.30145457,0.22392003,0.27244776,3.8004546e-05,0.1098314,0.2655558,0.24286747,0.37766403,0.124990255,0.029703012,0.00233812,0.0059309397,3.5678343e-06,0.0037826449,0.02464318,0.022520244,0.0017178127,0.23379952,0.01012628,0.009355811,0.0053466214,1.18841435e-05,0.004523041,0.010380401,9.474974e-05
0.09879594,0.38706496,0.052056443,0.10880688,0.2903032,0.20122309,0.2586461,1.1200733e-05,0.09616859,0.26664266,0.23173851,0.35066733,0.12434697,0.024755474,0.0011458254,0.003244319,7.404229e-07,0.0016009356,0.022241475,0.022323795,0.000742875,0.21759136,0.00843383,0.0061428403,0.0028472724,3.0085296e-06,0.0024608038,0.0067281867,3.0535102e-05
0.08815763,0.38467935,0.045775764,0.09407566,0.27767506,0.1780981,0.24927251,2.9815712e-06,0.084696226,0.26460224,0.22260466,0.3226482,0.12459016,0.019150924,0.00053119555,0.001700163,1.3464499e-07,0.00058361015,0.019635526,0.019728236,0.000280739,0.20697026,0.0060809655,0.0037921167,0.0013906742,6.7914533e-07,0.0012429237,0.004027347,8.96261e-06
0.07956638,0.3787345,0.04018746,0.084866636,0.26742798,0.16222353,0.2397358,7.1173e-07,0.075689614,0.26560432,0.21042423,0.29375634,0.12481457,0.015313534,0.00023132825,0.0008420408,2.124914e-08,0.00018461084,0.017591305,0.017476613,9.343904e-05,0.1943101,0.0044990666,0.002192055,0.0006215379,1.3557076e-07,0.0005822818,0.002207013,2.3796342e-06
0.0729774,0.3742459,0.03768078,0.076325975,0.2570694,0.14878066,0.23146108,1.5117284e-07,0.06580663,0.2653484,0.20222738,0.27039725,0.12257017,0.011917269,9.4364885e-05,0.000394966,2.8796174e-09,5.178484e-05,0.016608533,0.017456979,2.7608503e-05,0.18625382,0.0034637593,0.001134697,0.00025890823,2.3715048e-08,0.00025707248,0.0011413131,5.67352e-07
0.066120766,0.3714091,0.03305928,0.06978002,0.24768488,0.13394517,0.2241526,2.8322413e-08,0.057986405,0.26373655,0.19462635,0.2494759,0.122652896,0.009166883,3.5866884e-05,0.00017490744,3.312257e-10,1.2936594e-05,0.016138108,0.015679484,7.3016076e-06,0.1750701,0.0022869217,0.00053483347,9.680363e-05,3.599272e-09,0.000102165075,0.0005199182,1.2049193e-07
0.06037969,0.36837527,0.029234169,0.06391994,0.23859712,0.12087805,0.21858877,4.636261e-09,0.050755233,0.2616248,0.18721803,0.2280051,0.121974885,0.00663085,1.2635242e-05,7.2712326e-05,3.1928394e-11,2.8751404e-06,0.014541147,0.0146697275,1.7290561e-06,0.16806765,0.0013787701,0.00022644564,3.3131848e-05,4.6884324e-10,3.729609e-05,0.00021399304,2.2596181e-08
0.05652635,0.3640099,0.027425544,0.057167307,0.231151,0.11169362,0.21214053,6.562905e-10,0.045897674,0.26074585,0.17970227,0.20996208,0.12176323,0.004717648,4.101781e-06,2.8241833e-05,2.5434652e-12,5.6585736e-07,0.013181752,0.014750426,3.6441952e-07,0.15999709,0.00073962385,8.722777e-05,1.0356196e-05,5.1797202e-11,1.2482945e-05,8.007106e-05,3.7065093e-09
0.05231943,0.35869476,0.02515663,0.051562175,0.22209132,0.102643676,0.20740558,7.943387e-11,0.04110934,0.2595904,0.17425285,0.18965787,0.12075407,0.0031414356,1.2191658e-06,1.0186088e-05,1.6489323e-13,9.783509e-08,0.013288833,0.013264748,6.78647e-08,0.15360312,0.00032003122,3.0548617e-05,2.938966e-06,4.790791e-12,3.8076546e-06,2.7355782e-05,5.2633775e-10
0.049248777,0.35475135,0.02404282,0.04829493,0.21512137,0.092843756,0.20061715,8.119584e-12,0.03846808,0.25753495,0.16721272,0.1767728,0.11965832,0.0018206426,3.296851e-07,3.3965432e-06,8.5541095e-15,1.4716845e-08,0.013361241,0.013798841,1.1064063e-08,0.14798816,0.00011973961,9.769778e-06,7.5458814e-07,3.6571757e-13,1.0561395e-06,8.514426e-06,6.397891e-11
0.046320602,0.35131347,0.022600487,0.044614065,0.2089743,0.08570379,0.19740443,6.9152724e-13,0.035242297,0.25477505,0.1597878,0.1608624,0.11830955,0.0009520777,8.051789e-08,1.0401553e-06,3.4854694e-16,1.9054542e-09,0.012910356,0.012767373,1.5630177e-09,0.14154056,3.8761515e-05,2.8463019e-06,1.7403319e-07,2.2684535e-14,2.6459168e-07,2.4084559e-06,6.5756146e-12
0.044290256,0.34721026,0.021871671,0.040330227,0.20116316,0.080010995,0.19142629,4.8350074e-14,0.03206488,0.2524557,0.15457954,0.14755562,0.11815142,0.0004312927,1.762301e-08,2.9075602e-07,1.0927965e-17,2.0984714e-10,0.01256986,0.01175037,1.8918903e-10,0.13613252,1.1115535e-05,7.5176797e-07,3.5789572e-08,1.123815e-15,5.9465684e-08,6.1681055e-07,5.6378356e-13
0.042959232,0.34463325,0.021359157,0.037738148,0.19515422,0.07536975,0.18882863,2.7304448e-15,0.030228404,0.24967821,0.14932467,0.13628368,0.1161322,0.00017139928,3.42748e-09,7.365564e-08,2.5770993e-19,1.9404213e-11,0.012227168,0.011585882,1.9380317e-11,0.13184401,2.8585923e-06,1.7899443e-07,6.505391e-09,4.3633106e-17,1.1894011e-08,1.4206498e-07,3.973334e-14
0.040612243,0.34051964,0.019629285,0.03668603,0.18851599,0.06999153,0.18348998,1.2233444e-16,0.028394375,0.2473869,0.1437241,0.1259626,0.116224475,5.909706e-05,5.8692295e-10,1.6782593e-08,4.457252e-21,1.4852821e-12,0.011774911,0.012015604,1.6577016e-12,0.1270076,6.5804386e-07,3.812902e-08,1.0353429e-09,1.3002125e-18,2.0988786e-09,2.9196546e-08,2.2648096e-15
0.039081763,0.33681157,0.019400496,0.03373789,0.18230665,0.06529713,0.18051474,4.2636483e-18,0.02638922,0.24539812,0.13803989,0.11566401,0.114820845,1.8409171e-05,8.760984e-11,3.4112928e-09,5.4970106e-23,9.265741e-14,0.01157911,0.011451015,1.166603e-13,0.1226634,1.3502846e-07,7.2055006e-09,1.4277597e-10,2.905607e-20,3.23628e-10,5.308097e-09,1.0256764e-16
0.037999447,0.3336386,0.019273875,0.03213772,0.1769713,0.06251418,0.1767826,1.1310233e-19,0.024546295,0.24353442,0.13334654,0.10818212,0.114386216,5.1476404e-06,1.1276008e-11,6.130767e-10,4.6841614e-25,4.631091e-15,0.01093102,0.010996939,6.6463164e-15,0.11905804,2.4506479e-08,1.1968406e-09,1.686655e-11,4.745926e-22,4.3140085e-11,8.455695e-10,3.6188684e-18
0.036368005,0.32950607,0.018707613,0.030411085,0.17049234,0.058681466,0.17231347,2.2291433e-21,0.023187162,0.2416892,0.12926055,0.1012871,0.11345813,1.2953245e-06,1.2365959e-12,9.6479935e-11,2.6619851e-27,1.8199067e-16,0.010797773,0.011436141,3.0113122e-16,0.11629254,3.8972527e-09,1.7296128e-10,1.6857209e-12,5.505851e-24,4.9139976e-12,1.167949e-10,9.73442e-20
0.034988567,0.3256855,0.017602248,0.029701415,0.16462828,0.055950418,0.16940272,3.1777987e-23,0.022509487,0.23986024,0.12527567,0.093780294,0.1126137,2.9234428e-07,1.1406035e-13,1.315542e-11,9.6928496e-30,5.5076324e-18,0.010580656,0.011683373,1.0639942e-17,0.113130495,5.374508e-10,2.1507143e-11,1.4060931e-13,4.393578e-26,4.7227033e-13,1.38296605e-11,1.948948e-21
0.035123773,0.3229486,0.018019954,0.027947864,0.15957966,0.053260278,0.16675074,3.1800186e-25,0.021644935,0.23723724,0.12158367,0.08874365,0.11156506,5.8796072e-08,8.723919e-15,1.5364827e-12,2.1605135e-32,1.2544719e-19,0.011347672,0.0115456255,2.8690558e-19,0.11004187,6.3544e-11,2.2734163e-12,9.643487e-15,2.326109e-28,3.776698e-14,1.3864623e-12,2.8278748e-23
0.03385029,0.31993574,0.016661162,0.028146358,0.15456603,0.05282163,0.16461083,2.1600258e-27,0.021807991,0.23518604,0.11701476,0.08376486,0.11019611,1.0449638e-08,5.447641e-16,1.5179679e-13,2.7974363e-35,2.0964172e-21,0.010695554,0.011599543,5.764363e-21,0.10595485,6.3615046e-12,2.0160211e-13,5.349884e-16,7.8436596e-31,2.4750957e-15,1.1609343e-13,2.8864477e-25
0.03405011,0.31661585,0.016423328,0.026218234,0.15156192,0.04914691,0.16200604,9.5888546e-30,0.019887997,0.23319979,0.11234622,0.07940716,0.10911419,1.6256656e-09,2.7303422e-17,1.2512945e-14,1.9798625e-38,2.498604e-23,0.010910248,0.011414553,8.402694e-23,0.10310794,5.3196943e-13,1.4782488e-14,2.3579927e-17,1.6078932e-33,1.3073148e-16,7.999259e-15,2.0045803e-27
0.03313885,0.31350735,0.016733008,0.025655594,0.14621688,0.048518036,0.15696336,2.6649327e-32,0.019713763,0.23150894,0.10964469,0.074033216,0.109228335,2.1907423e-10,1.0779349e-18,8.4783106e-16,7.13e-42,2.057514e-25,0.010918988,0.01132356,8.626736e-25,0.10139336,3.6609218e-14,8.821737e-16,8.0953613e-19,1.8992223e-36,5.464002e-18,4.4622114e-16,9.122443e-30
0.031722147,0.31052962,0.016013475,0.02404867,0.14284971,0.046631373,0.15524766,4.4143328e-35,0.019421736,0.22877209,0.105709836,0.071315214,0.1079999,2.5279629e-11,3.283622e-20,4.6448815e-17,1e-45,1.1296038e-27,0.010769528,0.010439175,6.0337486e-27,0.09906203,2.0397921e-15,4.2107702e-17,2.1180679e-20,1.214554e-39,1.7709535e-19,1.9793818e-17,2.6067821e-32
0.03065698,0.30768418,0.015972907,0.022968566,0.13899145,0.045273818,0.15339428,4.1176118e-38,0.018918691,0.2271203,0.10235226,0.06853434,0.10710963,2.4665914e-12,7.5435085e-22,2.020773e-18,0.0,3.97131e-30,0.010707572,0.010105386,2.769239e-29,0.09580529,9.038375e-17,1.5770951e-18,4.1223915e-22,3.91e-43,4.35286e-21,6.845764e-19,4.4548042e-35
0.030617388,0.30469066,0.015733954,0.02179878,0.13518532,0.043448105,0.15124698,2.024e-41,0.0185792,0.22534788,0.09851495,0.065426655,0.10627825,2.007198e-13,1.27422264e-23,6.843944e-20,0.0,8.539145e-33,0.010298069,0.010868213,7.9928685e-32,0.09499829,3.1227458e-18,4.538166e-20,5.8102067e-24,0.0,7.91529e-23,1.8062305e-20,4.3037595e-38
0.029488022,0.3025445,0.0151142785,0.021886114,0.13089156,0.041355416,0.1496474,4e-45,0.017829822,0.22340123,0.09630448,0.062744685,0.10515891,1.341851e-14,1.5385615e-25,1.7652699e-21,0.0,1.0652439e-35,0.0093115615,0.0112331845,1.3820273e-34,0.092648275,8.231304e-20,9.801458e-22,5.754964e-26,0.0,1.0359465e-24,3.549068e-22,2.201e-41
0.029847013,0.29969716,0.015034606,0.020829951,0.1273932,0.04119104,0.14651535,0.0,0.017554568,0.22208409,0.0938437,0.060523007,0.10504832,7.2487486e-16,1.2867114e-27,3.3843755e-23,0.0,7.251403e-39,0.010063554,0.010083308,1.3535126e-37,0.091005355,1.6159033e-21,1.5482462e-23,3.8735191e-28,0.0,9.463309e-27,5.056112e-24,6e-45
0.028352171,0.29676807,0.0150685515,0.020478504,0.1241522,0.03923241,0.14492536,0.0,0.017995253,0.22003496,0.09108294,0.05811733,0.10391401,3.107322e-17,7.193699e-30,4.6944186e-25,0.0,2.507e-42,0.0101895025,0.009605754,7.0328e-41,0.0891625,2.3000978e-23,1.737787e-25,1.7057922e-30,0.0,5.8292073e-29,5.0688276e-26,0.0
0.028296178,0.29433554,0.015063961,0.020505166,0.12044356,0.038161315,0.14156163,0.0,0.017409647,0.21788226,0.088696785,0.05461991,0.10372328,1.0360792e-18,2.5830413e-32,4.5712425e-27,0.0,0.0,0.009591606,0.009737502,1.8e-44,0.087370455,2.3040248e-25,1.3419604e-27,4.7079765e-33,0.0,2.3288422e-31,3.4582078e-28,0.0
0.026778365,0.29078507,0.015111881,0.019975543,0.11707241,0.03649117,0.140793,0.0,0.016395643,0.21626362,0.085846536,0.052416693,0.10185131,2.6284628e-20,5.691371e-35,3.0211157e-29,0.0,0.0,0.009514052,0.009569326,0.0,0.085539035,1.5707249e-27,6.875412e-30,7.7532275e-36,0.0,5.773381e-34,1.5462013e-30,0.0
0.027397681,0.28881362,0.014866257,0.020057663,0.11368479,0.03559547,0.13854265,0.0,0.016258668,0.21400861,0.083458185,0.051601883,0.101296484,4.9510874e-22,7.30244e-38,1.3045e-31,0.0,0.0,0.009484157,0.010232511,0.0,0.084464386,7.017837e-30,2.2429733e-32,7.19822e-39,0.0,8.442689e-37,4.340826e-33,0.0
0.027033895,0.2869916,0.014401807,0.018571874,0.111635506,0.03457757,0.13600631,0.0,0.015764765,0.21249741,0.08044381,0.049344037,0.100847475,6.739017e-24,5.1346e-41,3.5244948e-34,0.0,0.0,0.009900148,0.010720861,0.0,0.08452518,1.9688562e-32,4.4459527e-35,3.526e-42,0.0,6.86809e-40,7.286714e-36,0.0
0.02726506,0.28432357,0.015336636,0.018560298,0.107773304,0.03507267,0.13403015,0.0,0.015637783,0.21075545,0.078422084,0.046763733,0.100040406,6.4302567e-26,1.8e-44,5.6709643e-37,0.0,0.0,0.00951641,0.010057525,0.0,0.081601724,3.302884e-35,5.0735384e-38,1e-45,0.0,2.9e-43,6.912513e-39,0.0
0.027040852,0.28147012,0.014164133,0.018402236,0.105162755,0.033740673,0.13263653,0.0,0.015767863,0.20919281,0.07647332,0.04574887,0.09861021,4.1575396e-28,0.0,5.13254e-40,0.0,0.0,0.009676798,0.010707138,0.0,0.080243886,3.1313438e-38,3.1306e-41,0.0,0.0,0.0,3.47e-42,0.0
0.025965026,0.27779418,0.014437196,0.018330134,0.10207155,0.03204858,0.1309946,0.0,0.015815243,0.20874253,0.0745653,0.045842018,0.09799551,1.7529984e-30,0.0,2.44e-43,0.0,0.0,0.009452233,0.010728719,0.0,0.07854148,1.5707e-41,1e-44,0.0,0.0,0.0,1e-45,0.0
0.026231429,0.27677637,0.014083662,0.017262409,0.10071905,0.032242674,0.12937957,0.0,0.01571013,0.20590058,0.07181104,0.044031072,0.09747331,4.6150022e-33,0.0,0.0,0.0,0.0,0.009303265,0.010545963,0.0,0.07825572,4e-45,0.0,0.0,0.0,0.0,0.0,0.0
0.025892075,0.27488932,0.014124125,0.016631195,0.09804284,0.03129577,0.12862374,0.0,0.014817148,0.20359728,0.0699649,0.04226632,0.09606393,7.217588e-36,0.0,0.0,0.0,0.0,0.009210553,0.010598428,0.0,0.077386096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025742447,0.2722048,0.013961306,0.017767332,0.09541934,0.030862855,0.12724124,0.0,0.014964508,0.20300432,0.06834638,0.042258598,0.09573724,6.330846e-39,0.0,0.0,0.0,0.0,0.009344262,0.010536034,0.0,0.0763369,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025341809,0.26997268,0.01401405,0.01702511,0.0923735,0.030405685,0.12446321,0.0,0.014611282,0.20126128,0.066796176,0.040369786,0.095749155,2.912e-42,0.0,0.0,0.0,0.0,0.009237191,0.009708839,0.0,0.07643817,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.025067128,0.26777345,0.013863018,0.017409228,0.09023693,0.03014572,0.123744056,0.0,0.014364997,0.2002876,0.06473574,0.039616533,0.09496671,0.0,0.0,0.0,0.0,0.0,0.009246416,0.00995443,0.0,0.0741783,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024395045,0.26554954,0.013732124,0.016985236,0.08880973,0.029166007,0.122811384,0.0,0.01440129,0.19838919,0.0620249,0.03788556,0.094249666,0.0,0.0,0.0,0.0,0.0,0.00948203,0.010775629,0.0,0.07364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024555517,0.26355907,0.013131414,0.017460205,0.08648365,0.028841164,0.121084586,0.0,0.014962007,0.19673163,0.06060068,0.037570357,0.094081186,0.0,0.0,0.0,0.0,0.0,0.009423899,0.010140116,0.0,0.07245849,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024777018,0.2611455,0.013234796,0.017007867,0.08444204,0.027762234,0.12021225,0.0,0.014325518,0.19546258,0.058822814,0.03729936,0.09321511,0.0,0.0,0.0,0.0,0.0,0.008824679,0.010061323,0.0,0.07193399,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024550896,0.2591147,0.013021616,0.016600607,0.08207173,0.027964732,0.119578056,0.0,0.01447058,0.19383611,0.057347976,0.036361527,0.09291446,0.0,0.0,0.0,0.0,0.0,0.008638256,0.009957604,0.0,0.071203984,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023981921,0.2574392,0.01307225,0.015946971,0.08003356,0.027603647,0.11813568,0.0,0.0146678705,0.1922061,0.056238815,0.035229962,0.0924172,0.0,0.0,0.0,0.0,0.0,0.008340683,0.009990187,0.0,0.070148654,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.024017597,0.2547596,0.01256055,0.016062744,0.07846994,0.02716666,0.11565423,0.0,0.014714352,0.19108492,0.054558154,0.034996048,0.0925387,0.0,0.0,0.0,0.0,0.0,0.007993649,0.009888711,0.0,0.06950546,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023374029,0.25296748,0.011821135,0.015687266,0.076918185,0.026821272,0.115295246,0.0,0.013934822,0.18907475,0.05268047,0.033321407,0.090854265,0.0,0.0,0.0,0.0,0.0,0.008396518,0.010007707,0.0,0.067964815,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02261587,0.25045773,0.012483905,0.015512749,0.0744899,0.026462523,0.11357614,0.0,0.013917428,0.18792443,0.051997706,0.033309724,0.09104534,0.0,0.0,0.0,0.0,0.0,0.00887317,0.010381627,0.0,0.067304835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023259932,0.24848555,0.012173962,0.015514367,0.07279792,0.025779184,0.112817444,0.0,0.013893132,0.18643145,0.051008,0.032970343,0.090167515,0.0,0.0,0.0,0.0,0.0,0.008782621,0.010165763,0.0,0.06706039,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022681788,0.24730982,0.012388586,0.015322305,0.07071813,0.02522775,0.111714415,0.0,0.0128846,0.18431602,0.049861208,0.03138399,0.09012833,0.0,0.0,0.0,0.0,0.0,0.008404165,0.010586438,0.0,0.06570776,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02244628,0.24427532,0.012105418,0.015266493,0.0697429,0.02524334,0.11096519,0.0,0.013743552,0.18353367,0.048676006,0.031969342,0.08918349,0.0,0.0,0.0,0.0,0.0,0.008290058,0.010660883,0.0,0.06472681,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.023105608,0.24251099,0.011786859,0.014982809,0.06748799,0.025183093,0.11000482,0.0,0.014285036,0.18151596,0.04811365,0.030994194,0.08884989,0.0,0.0,0.0,0.0,0.0,0.008475538,0.010423567,0.0,0.06413306,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021870056,0.2411733,0.011853623,0.014466699,0.06676489,0.02541489,0.10859813,0.0,0.013688005,0.1799164,0.045249622,0.030316724,0.08885259,0.0,0.0,0.0,0.0,0.0,0.007893118,0.010205127,0.0,0.0631394,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022565305,0.23849782,0.012146952,0.014519057,0.06519971,0.02373416,0.10771208,0.0,0.013396674,0.17941406,0.044337824,0.030259136,0.0877108,0.0,0.0,0.0,0.0,0.0,0.008100947,0.01065675,0.0,0.062664956,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022850005,0.23660211,0.011916973,0.015109417,0.06371474,0.023871468,0.10690737,0.0,0.013527867,0.17843623,0.04340029,0.029886603,0.0868331,0.0,0.0,0.0,0.0,0.0,0.008351573,0.010714332,0.0,0.062146578,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.022159748,0.23428744,0.011787405,0.015184359,0.062490087,0.024400475,0.10561206,0.0,0.012616054,0.17740402,0.042391624,0.02863626,0.08633999,0.0,0.0,0.0,0.0,0.0,0.00792942,0.010281653,0.0,0.061030503,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021805868,0.23326741,0.01223496,0.014927911,0.061695524,0.023426363,0.104758926,0.0,0.012940364,0.17548852,0.041215125,0.029294044,0.08607503,0.0,0.0,0.0,0.0,0.0,0.008117535,0.009758119,0.0,0.06001606,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.021757482,0.23144396,0.011933178,0.015630828,0.060365725,0.02367356,0.10453384,0.0,0.013307414,0.1741968,0.04012111,0.028269777,0.085711025,0.0,0.0,0.0,0.0,0.0,0.0073006814,0.009746819,0.0,0.0594707,0.0,0.0,0.0,0.0,0.0,0.0,0.0
