total_losses,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.014666036,0.13494474,0.006713785,0.014439539,0.011472349,0.015090158,0.07030135,0.0,0.009846676,0.10717135,0.00035629974,0.018769978,0.06680938,0.0,0.0,0.0,0.0,0.0,0.005024748,0.008338485,0.0,0.034908153,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015302513,0.13408177,0.006879907,0.015017013,0.011306758,0.015261733,0.07010314,0.0,0.009931773,0.10709689,0.00024816886,0.018625071,0.0663914,0.0,0.0,0.0,0.0,0.0,0.0049560782,0.008053562,0.0,0.035007767,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01495993,0.13323353,0.006910422,0.014318424,0.01149882,0.015177444,0.06971975,0.0,0.009876009,0.106920354,0.00016656902,0.018493185,0.06650118,0.0,0.0,0.0,0.0,0.0,0.0049949423,0.008203385,0.0,0.03525706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014834929,0.1324728,0.0068968986,0.014727646,0.01118909,0.01511189,0.069603436,0.0,0.0097918,0.106303,0.00010918821,0.018166607,0.06622576,0.0,0.0,0.0,0.0,0.0,0.0051852376,0.008426776,0.0,0.03453905,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01522975,0.13248302,0.0072465767,0.014240699,0.01106826,0.015432772,0.06938775,0.0,0.0098976055,0.10573574,6.880339e-05,0.01867555,0.06598627,0.0,0.0,0.0,0.0,0.0,0.0049484777,0.008077435,0.0,0.034738883,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0152836405,0.13191709,0.007082334,0.013864965,0.010921595,0.01476173,0.06933851,0.0,0.009857752,0.10542806,4.179773e-05,0.01850284,0.06599991,0.0,0.0,0.0,0.0,0.0,0.0053202375,0.008676714,0.0,0.034954395,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014996585,0.13158497,0.007010627,0.014639116,0.010943906,0.015286832,0.06901353,0.0,0.009992579,0.104771465,2.4348314e-05,0.01833745,0.06612369,0.0,0.0,0.0,0.0,0.0,0.0049326597,0.008407833,0.0,0.03491446,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015346757,0.13072826,0.0068505197,0.014045204,0.011111263,0.014832563,0.069286615,0.0,0.009686817,0.10463287,1.3603174e-05,0.018493185,0.065288536,0.0,0.0,0.0,0.0,0.0,0.004646179,0.00858842,0.0,0.034468427,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014702643,0.1302678,0.006662899,0.014664705,0.011183836,0.015021166,0.068839855,0.0,0.0099701425,0.10439048,7.2802145e-06,0.018378384,0.06552809,0.0,0.0,0.0,0.0,0.0,0.0046946253,0.009545467,0.0,0.034199774,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014373888,0.12969178,0.0072277295,0.01362661,0.010419283,0.015133631,0.06897982,0.0,0.0098499665,0.1038697,3.7212467e-06,0.018517312,0.0652442,0.0,0.0,0.0,0.0,0.0,0.0048705693,0.008770201,0.0,0.034181755,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014902101,0.12917124,0.0068876715,0.0143719455,0.010620433,0.015746903,0.06908317,0.0,0.009778015,0.103712775,1.8063749e-06,0.018426202,0.06528707,0.0,0.0,0.0,0.0,0.0,0.00491195,0.008123714,0.0,0.03373162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01513951,0.12891202,0.0065738983,0.014634817,0.010208625,0.015510699,0.068713486,0.0,0.009804687,0.10308942,8.3101924e-07,0.01829399,0.06538417,0.0,0.0,0.0,0.0,0.0,0.0048700827,0.009371506,0.0,0.03372169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01529064,0.12753107,0.0068507246,0.014525065,0.010479924,0.015627626,0.068212375,0.0,0.0097043095,0.1032537,3.6072686e-07,0.018144477,0.065496214,0.0,0.0,0.0,0.0,0.0,0.004545164,0.008764399,0.0,0.03364238,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014881841,0.12757583,0.0069789877,0.013936469,0.010655563,0.015375539,0.06884921,0.0,0.010287056,0.10240407,1.471111e-07,0.018550346,0.064551495,0.0,0.0,0.0,0.0,0.0,0.0052837743,0.007958144,0.0,0.034332156,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015228375,0.12696256,0.0069561503,0.014485823,0.009985925,0.0147464685,0.06820878,0.0,0.010450589,0.10252863,5.610588e-08,0.018510384,0.064911634,0.0,0.0,0.0,0.0,0.0,0.004870066,0.00872867,0.0,0.03420584,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014769799,0.12678006,0.006903475,0.013964037,0.010055736,0.014906718,0.068273306,0.0,0.009955814,0.10215371,1.9907331e-08,0.017941434,0.06448493,0.0,0.0,0.0,0.0,0.0,0.004945242,0.008843035,0.0,0.03395477,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014579443,0.12606828,0.00671172,0.014182104,0.011059013,0.014941266,0.06763339,0.0,0.009617968,0.10229117,6.535372e-09,0.018774379,0.06456993,0.0,0.0,0.0,0.0,0.0,0.0044734017,0.0083106235,0.0,0.033771314,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01511805,0.12614709,0.0063623614,0.014120607,0.010095523,0.014087263,0.06801624,0.0,0.009688514,0.101558425,1.973237e-09,0.018773666,0.06425916,0.0,0.0,0.0,0.0,0.0,0.0042697173,0.008866128,0.0,0.033502825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.01469094,0.12524702,0.006529774,0.013864847,0.00996547,0.014974244,0.06773906,0.0,0.009860668,0.10163629,5.444005e-10,0.018421281,0.06428778,0.0,0.0,0.0,0.0,0.0,0.004634516,0.008190468,0.0,0.03307171,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014704465,0.12498346,0.006304597,0.013681473,0.010280302,0.0143730845,0.06756755,0.0,0.009713747,0.100936994,1.3628282e-10,0.017836088,0.06429689,0.0,0.0,0.0,0.0,0.0,0.0047208467,0.008545038,0.0,0.03303133,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014856445,0.12439369,0.007333771,0.014579748,0.010029206,0.0148175955,0.067556925,0.0,0.00987114,0.10044819,3.0721564e-11,0.018222747,0.064019635,0.0,0.0,0.0,0.0,0.0,0.0046933247,0.008566148,0.0,0.033643574,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014782792,0.12405899,0.0069477623,0.014494944,0.00977052,0.015378513,0.06725621,0.0,0.009725948,0.10019065,6.185062e-12,0.018405147,0.06406641,0.0,0.0,0.0,0.0,0.0,0.0046090945,0.008379078,0.0,0.033553265,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015124471,0.12337235,0.006512878,0.01379128,0.010089436,0.014740435,0.066887856,0.0,0.009661212,0.1000285,1.1021875e-12,0.018394504,0.064327836,0.0,0.0,0.0,0.0,0.0,0.0049061268,0.008084765,0.0,0.033418823,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014870217,0.12271737,0.006530038,0.014123426,0.010073625,0.015128097,0.06661831,0.0,0.009913251,0.09978851,1.7216822e-13,0.018430406,0.06411577,0.0,0.0,0.0,0.0,0.0,0.004657338,0.007860014,0.0,0.0328876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014920535,0.12252221,0.0066681127,0.0140614165,0.010142492,0.015235223,0.06669452,0.0,0.009679132,0.099399,2.3326391e-14,0.018168805,0.06365014,0.0,0.0,0.0,0.0,0.0,0.004787035,0.0077476013,0.0,0.03299734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0148346815,0.12208401,0.0067609455,0.0141811315,0.009536975,0.014897552,0.066629775,0.0,0.00993426,0.09892977,2.7098043e-15,0.01839595,0.06344062,0.0,0.0,0.0,0.0,0.0,0.0047727316,0.008440388,0.0,0.033347577,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014651577,0.1213285,0.0064433445,0.013963908,0.009957518,0.01508658,0.06651542,0.0,0.009888123,0.09901381,2.6654584e-16,0.017755045,0.063396946,0.0,0.0,0.0,0.0,0.0,0.004725426,0.007868957,0.0,0.032954734,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014726067,0.12106157,0.006614353,0.014030781,0.010322783,0.014736635,0.06635558,0.0,0.009763293,0.098561734,2.1897704e-17,0.01811576,0.06351204,0.0,0.0,0.0,0.0,0.0,0.004596779,0.008275833,0.0,0.032857276,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0150725,0.12114692,0.0063175,0.013709439,0.009727188,0.01477235,0.066180475,0.0,0.009585474,0.09771752,1.4801579e-18,0.017993603,0.063309416,0.0,0.0,0.0,0.0,0.0,0.0046229176,0.0081127295,0.0,0.03269076,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014930906,0.120324865,0.006370878,0.014077984,0.010037748,0.014992717,0.06580687,0.0,0.0096608065,0.09775578,8.097766e-20,0.017679654,0.06352068,0.0,0.0,0.0,0.0,0.0,0.004695801,0.007966032,0.0,0.032690942,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.015062045,0.119809665,0.006489536,0.014016561,0.009585206,0.014517115,0.06633458,0.0,0.010031523,0.09739527,3.521581e-21,0.018011844,0.06307983,0.0,0.0,0.0,0.0,0.0,0.0050407513,0.0073880134,0.0,0.032737657,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014555009,0.11971358,0.006386649,0.013838076,0.009655322,0.014668917,0.066073865,0.0,0.010011735,0.09693974,1.193446e-22,0.018026216,0.06321281,0.0,0.0,0.0,0.0,0.0,0.005088672,0.007959508,0.0,0.03268554,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014288661,0.11906373,0.006614375,0.013738242,0.009975107,0.014688497,0.065942585,0.0,0.009768658,0.09659453,3.083506e-24,0.018304761,0.062997855,0.0,0.0,0.0,0.0,0.0,0.0045863115,0.008114778,0.0,0.032572236,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014284532,0.1187366,0.006526684,0.013622176,0.0093751075,0.014666063,0.06579989,0.0,0.009897339,0.09650893,5.928297e-26,0.018071229,0.06315074,0.0,0.0,0.0,0.0,0.0,0.0043125316,0.008052115,0.0,0.032522302,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.014133849,0.1181315,0.006556485,0.013730925,0.009789077,0.014690911,0.06578089,0.0,0.009770146,0.09625722,8.255753e-28,0.018506292,0.062747635,0.0,0.0,0.0,0.0,0.0,0.0043529994,0.007982056,0.0,0.031901825,0.0,0.0,0.0,0.0,0.0,0.0,0.0
