total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.6671845,1.0001792,0.68159276,0.31487408,0.21372853,0.4752789,0.57356375,0.44697803,0.80509186,0.21967371,0.68731546,0.7573842,0.43517783,0.5246723,0.5845072,0.5607156,0.3351548,0.5720097,0.6954225,0.3287172,0.6778653,0.36375296,0.65292037,0.6742706,0.49455824,0.19792499,0.41142255,0.4681125,0.8176069,0.5854006,0.69403917,0.3653118,0.51300913,0.347795,0.45747516,0.40571016,0.37497026,1.1211052,1.0420067,0.48739734,0.587621,0.79697156,0.46822602,0.4670689,0.94703704,1.2181458
0.64347357,0.9839754,0.6520402,0.29003918,0.20013179,0.46335548,0.5781208,0.4364436,0.8039986,0.21073848,0.676372,0.7580484,0.42355356,0.52177423,0.57562435,0.53550935,0.33764923,0.54824305,0.67527217,0.30967757,0.66586906,0.3524622,0.63928986,0.65623045,0.48523346,0.18080321,0.38461328,0.4533905,0.80127895,0.573877,0.6829601,0.34447312,0.5146383,0.31526065,0.4567444,0.40940458,0.36001873,1.1329322,1.0271789,0.4815382,0.5750528,0.77377146,0.43371546,0.45791698,0.9335983,1.2171636
0.6450759,0.991663,0.6457398,0.26176873,0.1829119,0.44422808,0.57701796,0.42913854,0.7858514,0.19094394,0.6688711,0.760557,0.40071905,0.524065,0.54604465,0.52370805,0.32824498,0.52133065,0.6734649,0.2957124,0.66452664,0.3303554,0.6299164,0.6432382,0.47944924,0.17037055,0.39033416,0.43194598,0.79456294,0.5710583,0.6911624,0.33844215,0.5145083,0.28820568,0.43923587,0.39402875,0.3374158,1.1225407,1.0134581,0.47582623,0.5583486,0.76170003,0.4318423,0.43674803,0.8965772,1.2071099
0.6144636,0.98291457,0.61863935,0.23216149,0.17583136,0.42414418,0.586377,0.42304215,0.78965485,0.1818171,0.6602313,0.76119095,0.3851448,0.5049711,0.52246517,0.50108725,0.3385799,0.51901704,0.6479473,0.27289176,0.6574359,0.31217957,0.61697775,0.6239944,0.47935122,0.15678817,0.3724839,0.4103182,0.78649765,0.5491343,0.67975014,0.3202346,0.5024875,0.27221924,0.41439602,0.37312746,0.31341416,1.1136606,1.0033118,0.4671783,0.5490789,0.7384044,0.4205413,0.4144767,0.90964246,1.1880704
0.58682364,0.956274,0.6032871,0.21341878,0.1624245,0.40276402,0.56024575,0.41383502,0.79555,0.1727237,0.6357358,0.75110537,0.3642652,0.49816823,0.5095525,0.49157402,0.34277827,0.48235872,0.61353403,0.2517811,0.6298559,0.28859633,0.5950164,0.61968076,0.47709584,0.1441816,0.3413747,0.4067626,0.79512554,0.5674987,0.67297244,0.29987362,0.50549376,0.24876793,0.41694975,0.3818397,0.3008768,1.1069752,0.97395784,0.45647886,0.52598566,0.7027578,0.3881808,0.38731062,0.87936354,1.2263092
0.5676268,0.95605755,0.5748848,0.18777259,0.1534218,0.38444605,0.56657356,0.3867955,0.78461564,0.15769628,0.619831,0.7668866,0.3500054,0.49224144,0.4899508,0.46307158,0.32729402,0.4673601,0.6168094,0.23806223,0.621305,0.26583314,0.58873415,0.64747506,0.45246467,0.12913278,0.34835386,0.3983624,0.79870844,0.5521983,0.6796108,0.29000908,0.49844795,0.22685269,0.40670192,0.3659346,0.29411834,1.1001154,0.96408826,0.44307932,0.52973807,0.6766999,0.38509083,0.37628525,0.8777291,1.1919861
0.5585097,0.9527685,0.5627534,0.17959529,0.14635888,0.38116887,0.5497908,0.38130143,0.77683944,0.15180185,0.6138236,0.77439916,0.34577706,0.4965957,0.49600095,0.44999707,0.31866643,0.44539037,0.61710995,0.22817731,0.61512333,0.25342986,0.58375025,0.61552566,0.4567654,0.11553891,0.3174622,0.4022202,0.7695612,0.520878,0.66340494,0.2716494,0.5049515,0.20854627,0.42203996,0.36191204,0.2906891,1.1053598,0.9554842,0.4376389,0.52352774,0.6544853,0.36261693,0.35829,0.8663106,1.1876504
0.53257865,0.94120544,0.5378158,0.15832405,0.1355342,0.35359317,0.54993856,0.37506172,0.7878952,0.14448296,0.5951391,0.7633826,0.31594458,0.47866964,0.48255584,0.43023074,0.31209344,0.4374944,0.596128,0.21031849,0.59136814,0.24351574,0.5651175,0.6174298,0.44872898,0.10572421,0.31686977,0.39553154,0.75460804,0.5117253,0.6424071,0.25650474,0.4842596,0.19261917,0.40211856,0.37161064,0.27619532,1.0918238,0.94374144,0.4258265,0.5151375,0.65957415,0.35316318,0.34791693,0.8663248,1.1796746
0.53759885,0.9371972,0.54826134,0.13844213,0.12641,0.33936217,0.55712706,0.3683163,0.76450175,0.14024635,0.6055567,0.7529043,0.315565,0.4641022,0.4741653,0.4353176,0.29781756,0.4251177,0.5993594,0.19925855,0.58888996,0.21767385,0.56432486,0.6060095,0.44837776,0.09994235,0.31478596,0.39262554,0.74598324,0.5213245,0.66760796,0.25843462,0.49824938,0.17148142,0.40638202,0.36768544,0.26675755,1.0731459,0.9273582,0.42484635,0.48723933,0.6373124,0.34634197,0.33464026,0.8647941,1.1631583
0.5177935,0.92716765,0.5262024,0.11993441,0.11630085,0.3234898,0.5631355,0.36632383,0.76157725,0.13146682,0.5987078,0.7490589,0.29266584,0.44836265,0.46648636,0.41855183,0.28747103,0.40757418,0.59086275,0.1874399,0.58945996,0.19712134,0.559824,0.5991063,0.43389192,0.09128617,0.31763083,0.3792072,0.73806083,0.49884164,0.6623779,0.2442589,0.484819,0.15777609,0.38374838,0.3547535,0.24842812,1.074965,0.9189564,0.41066858,0.46313205,0.61535454,0.3497544,0.31855434,0.8452899,1.1362542
0.4883203,0.91625196,0.5117333,0.107436895,0.109744154,0.3216865,0.5714229,0.34819365,0.7571128,0.13276297,0.5831978,0.7481916,0.29765373,0.44478995,0.45172483,0.40355933,0.28419113,0.3902147,0.5741342,0.17225593,0.56590104,0.18859813,0.54323417,0.5827085,0.43930832,0.08468652,0.292647,0.37636566,0.72105545,0.48633486,0.6474586,0.2284491,0.49068654,0.13943613,0.39465955,0.36170083,0.24327059,1.0763676,0.89197624,0.39300203,0.45405948,0.6041874,0.3192632,0.31917292,0.8618928,1.1324027
0.48375925,0.9007775,0.49679488,0.09538272,0.099874444,0.30560252,0.55081785,0.338744,0.7435408,0.13294962,0.5616849,0.75533986,0.28996867,0.4380345,0.45166364,0.4001962,0.2805339,0.37684077,0.56986976,0.16310672,0.558494,0.17485212,0.5410799,0.57561034,0.42949653,0.07623756,0.28629717,0.37439272,0.71869147,0.48434603,0.64333504,0.22041363,0.47654766,0.1283233,0.386416,0.35771656,0.23488328,1.0734937,0.8939373,0.37828565,0.44245067,0.5935019,0.317036,0.3084572,0.84849215,1.1092018
0.46522674,0.9043431,0.49286443,0.083669335,0.09433162,0.29452896,0.5620065,0.32937616,0.7334803,0.13546741,0.5506146,0.75191057,0.2829027,0.43275082,0.43678117,0.38205206,0.27565908,0.35775495,0.55686367,0.15124649,0.5492902,0.17620517,0.5278639,0.5669876,0.44059467,0.0724873,0.2827697,0.36519957,0.71085846,0.48004583,0.6461716,0.21087003,0.48112175,0.115755446,0.38332355,0.35183927,0.22780909,1.066093,0.86725485,0.3727719,0.42919376,0.5847949,0.30761975,0.30167127,0.8220203,1.1141766
0.44852912,0.8894212,0.47866333,0.07014262,0.08829751,0.2859629,0.5397822,0.3248467,0.7260584,0.123508625,0.54445976,0.74338335,0.27362713,0.43519714,0.419635,0.37175086,0.26729426,0.3415986,0.55358255,0.14074051,0.54431486,0.1519087,0.52612406,0.55345243,0.44048554,0.063566186,0.27603167,0.3829154,0.7149485,0.45649365,0.6399452,0.1951234,0.47110742,0.10677887,0.38091934,0.33846134,0.22349264,1.0564708,0.8544608,0.3547935,0.42508012,0.56400925,0.30732387,0.29276508,0.82907254,1.0990748
0.43264526,0.87116796,0.45991534,0.062162332,0.07905982,0.28253344,0.55075896,0.32337645,0.7263978,0.13058507,0.527472,0.7494463,0.26755574,0.4253528,0.411082,0.36937645,0.26430357,0.33008194,0.5400999,0.13166225,0.53000635,0.1420165,0.5115517,0.5441262,0.4373047,0.05652081,0.26551753,0.36821884,0.681427,0.45115352,0.637976,0.18597195,0.47051838,0.095417544,0.37608683,0.34514531,0.2164945,1.044672,0.8575056,0.35016286,0.41586706,0.55556613,0.29605073,0.28893718,0.8357578,1.0683596
0.41601202,0.86433333,0.44926485,0.05289773,0.07315529,0.2749036,0.5438413,0.30706522,0.716678,0.1255532,0.52380246,0.7466198,0.2694729,0.4187585,0.40210953,0.35816294,0.26571393,0.31418288,0.5306496,0.121575415,0.52056426,0.12797357,0.50557476,0.5363362,0.42164302,0.04957269,0.24866088,0.3692585,0.6870073,0.44257352,0.62158924,0.17023654,0.45029312,0.08072946,0.36944947,0.33558914,0.2157622,1.0386789,0.8344925,0.34660023,0.40811852,0.5494167,0.28805402,0.27862725,0.82026285,1.0529315
0.3957664,0.86031675,0.4424626,0.043528676,0.064136766,0.26538363,0.5478974,0.3051323,0.7052758,0.1262103,0.51585925,0.7345727,0.26634306,0.41672182,0.39441934,0.35060668,0.25486046,0.30075723,0.52326274,0.11254674,0.5118484,0.12689608,0.49674428,0.54551727,0.4172848,0.0436742,0.25119287,0.37265214,0.68351847,0.45894945,0.6255005,0.16234004,0.45193422,0.07082751,0.35937858,0.3316708,0.20229831,1.0155896,0.82935077,0.33153555,0.38552457,0.5161535,0.27768824,0.27283427,0.7971786,1.053067
0.38338432,0.8459539,0.42236218,0.0363955,0.058055628,0.25319356,0.52496374,0.30352145,0.70276666,0.11925442,0.50515175,0.72084624,0.26495284,0.40128756,0.38971928,0.34139714,0.24944556,0.28971484,0.5134733,0.10321227,0.4969952,0.115298145,0.48637453,0.5254008,0.40130556,0.03686402,0.25270307,0.37118694,0.6685134,0.4399818,0.61035955,0.14844668,0.43671694,0.060399767,0.35602996,0.32417625,0.19874553,1.0224903,0.8266042,0.32434404,0.37842444,0.52815115,0.2844992,0.26175767,0.7943874,1.0182024
0.36963153,0.8294076,0.40986544,0.030294787,0.05220141,0.24878745,0.5267029,0.29346615,0.7046544,0.1172173,0.4864473,0.7360083,0.2565697,0.39326972,0.38093746,0.33595577,0.25114632,0.28254643,0.5094993,0.0956178,0.48820412,0.10796999,0.48702702,0.5085485,0.4066173,0.031425945,0.23390947,0.36222115,0.65567267,0.42792022,0.60720384,0.1375482,0.42003453,0.05117952,0.34554607,0.33009535,0.19679973,1.0024891,0.8049323,0.32266015,0.37207294,0.52661395,0.26103783,0.2661175,0.80685484,1.0159751
0.35444105,0.8222193,0.39765447,0.024053898,0.045489013,0.23131928,0.52688414,0.29300883,0.70649123,0.11210346,0.48640496,0.7233367,0.2566457,0.3864645,0.36579624,0.32734117,0.24752893,0.2688522,0.4909125,0.08576948,0.4718333,0.09986441,0.46919504,0.49336588,0.38091406,0.023896784,0.23008852,0.36019763,0.6289253,0.41466615,0.60522425,0.12815648,0.42130736,0.043096002,0.33888298,0.3224594,0.19108623,0.9984848,0.8022268,0.3055944,0.35919058,0.50018924,0.25718015,0.2646781,0.79399544,1.0162737
0.35429364,0.82284534,0.39535302,0.01895959,0.039075248,0.21907765,0.52348316,0.28793308,0.6867378,0.10700221,0.48210254,0.7138542,0.25100976,0.37361312,0.36200052,0.33042258,0.24798952,0.25026417,0.49024537,0.07938338,0.46890295,0.0911142,0.47028282,0.47866628,0.38507873,0.018830499,0.22907254,0.3440358,0.6366323,0.41750306,0.6154039,0.12012048,0.42418677,0.035967216,0.32825062,0.32713363,0.18357797,0.98420626,0.7891333,0.2958076,0.34164858,0.49239296,0.2574851,0.25401574,0.76522976,1.005719
0.33985955,0.80796075,0.38317013,0.015105599,0.03325633,0.21664406,0.5228054,0.28345782,0.68842244,0.10619955,0.45954734,0.71299744,0.24830142,0.37738624,0.36115468,0.32255653,0.24219278,0.23415211,0.4818431,0.071374625,0.4544034,0.084577784,0.46020165,0.46666887,0.38215327,0.014180822,0.22278447,0.32602513,0.626751,0.41488475,0.60842633,0.10995361,0.41632462,0.02920021,0.33415067,0.31584528,0.17888251,0.98175013,0.78338206,0.2878405,0.33564675,0.49295557,0.24448402,0.2513902,0.7649658,0.9807991
0.31947207,0.78406566,0.37132505,0.011705901,0.029121555,0.21984847,0.5083356,0.27584583,0.67171854,0.1119736,0.45825446,0.7152608,0.2513473,0.37431654,0.34666896,0.30598772,0.24681276,0.21814142,0.47478807,0.06536741,0.446023,0.0728624,0.45278946,0.460676,0.38423076,0.010903026,0.2159316,0.31720257,0.64180183,0.41147262,0.60616064,0.09895865,0.40601617,0.023290893,0.32668424,0.30763504,0.17912367,0.959057,0.7709837,0.29624557,0.32528767,0.47748706,0.24390237,0.244386,0.7367934,0.96813935
0.31089032,0.7891569,0.3606945,0.008706506,0.025255982,0.20448288,0.5181036,0.2723679,0.6658987,0.1102008,0.4491051,0.7122252,0.26382372,0.36069798,0.33783308,0.29884076,0.24129722,0.20656377,0.4699184,0.05821277,0.43448967,0.077949554,0.44453776,0.44770122,0.38550648,0.007833266,0.22344878,0.3096919,0.6233622,0.4003238,0.6044884,0.0908005,0.40963963,0.018042741,0.3238068,0.30541247,0.16964525,0.94509715,0.76052237,0.26984656,0.3002342,0.45608434,0.22069436,0.24466549,0.74515414,0.95785874
0.304091,0.7737561,0.3495831,0.0066626235,0.02064151,0.19825347,0.49671516,0.2623288,0.6571467,0.10829201,0.43018827,0.71645975,0.2510812,0.35649922,0.33381593,0.29414916,0.24105382,0.19151372,0.4622889,0.05265154,0.42622885,0.071690455,0.43584868,0.46539927,0.37078133,0.0053504864,0.22114865,0.31560832,0.62843937,0.40838155,0.59952986,0.082612924,0.39650604,0.014137899,0.32163447,0.30809537,0.18719503,0.94316375,0.73524034,0.25589478,0.28668603,0.44591713,0.21061693,0.23636045,0.7389766,0.95768416
0.28591797,0.7580396,0.3345451,0.0047790804,0.017010238,0.19075213,0.5047024,0.26116282,0.664969,0.10090589,0.4223644,0.709599,0.24360248,0.3556944,0.31933954,0.28836712,0.23533446,0.18335079,0.44933125,0.045837913,0.41575882,0.06522329,0.42508122,0.46241796,0.35837337,0.0034988709,0.21702014,0.32493588,0.60320324,0.3954853,0.59360677,0.07387048,0.37962365,0.010474756,0.31314853,0.3024189,0.17603987,0.93470097,0.74693984,0.24755283,0.27996746,0.44143745,0.21334292,0.23519953,0.7360385,0.92984897
0.26714286,0.7518033,0.33154574,0.0034065535,0.013986735,0.1871075,0.5057522,0.25489107,0.6521332,0.101222746,0.42599988,0.7056981,0.2508718,0.36097425,0.30751112,0.28826755,0.23979355,0.17119105,0.4450388,0.040904727,0.40684143,0.057395447,0.42577246,0.44259083,0.3669862,0.0021960533,0.19576235,0.31528267,0.58697194,0.39444643,0.60437393,0.067299694,0.37282014,0.007485765,0.31611064,0.3009405,0.16670643,0.923615,0.7356952,0.2280942,0.27432173,0.43283054,0.19428857,0.2313432,0.7283573,0.9462085
0.26010495,0.74052185,0.31790435,0.002357567,0.011284615,0.18075033,0.49727732,0.25103715,0.6520376,0.10104559,0.4175324,0.68964475,0.25200936,0.35800916,0.3054025,0.2787224,0.22940701,0.16046663,0.43713444,0.03600645,0.40231195,0.05162893,0.41790253,0.43824372,0.35667092,0.0013151226,0.19897753,0.30644143,0.58088756,0.38950515,0.5978863,0.05929264,0.36256644,0.0052653793,0.31695122,0.2900868,0.17103347,0.9123639,0.72652465,0.22790343,0.26684874,0.4287415,0.19865128,0.22297114,0.72203624,0.91683996
0.24984819,0.7416118,0.3112076,0.0015838196,0.008628368,0.17374453,0.4890715,0.242597,0.65027124,0.094050474,0.41070387,0.6733771,0.24562141,0.3545022,0.2936052,0.27486473,0.22838844,0.147152,0.43034136,0.03197029,0.39260453,0.046574343,0.40856186,0.4396881,0.35352156,0.0007487941,0.19599847,0.30654702,0.57064,0.37684062,0.5888722,0.051498838,0.3567926,0.003602548,0.3164847,0.28951907,0.17076652,0.9140511,0.7172183,0.21878992,0.26389852,0.4336373,0.19437994,0.22866328,0.7000599,0.90902466
0.24589314,0.73158866,0.31187832,0.0010316034,0.006596684,0.16903286,0.47963217,0.24121842,0.6393532,0.093333766,0.41143346,0.66609937,0.24238648,0.35470432,0.29378796,0.26540077,0.22575536,0.13775572,0.42703387,0.02800297,0.38712642,0.042721465,0.40984094,0.41909057,0.34531692,0.00040930643,0.19356444,0.29109,0.56773025,0.39175233,0.59464794,0.045524158,0.34954956,0.002371058,0.3083523,0.2916229,0.16572103,0.894012,0.7074008,0.2194529,0.25001407,0.4235979,0.19507861,0.22866769,0.6985499,0.88791317
0.2379492,0.7234028,0.29858872,0.00065025134,0.004886646,0.16403371,0.4725231,0.24125603,0.62743086,0.087686986,0.40413037,0.666467,0.24056199,0.34636372,0.28126144,0.2640072,0.22603433,0.12364944,0.42323998,0.024668712,0.3779794,0.036145598,0.40591475,0.39493647,0.3420202,0.00021162041,0.18814786,0.29875204,0.5605638,0.36334267,0.5933366,0.03953064,0.34112862,0.0014898522,0.30749312,0.28992096,0.16014501,0.88481086,0.6997932,0.21068949,0.25352168,0.42366752,0.18877602,0.23215033,0.67176014,0.8911078
0.22970212,0.7133641,0.29145166,0.00039687802,0.003556588,0.16007368,0.46999004,0.2364706,0.6215955,0.08470367,0.3957185,0.6587362,0.23272426,0.35085705,0.276977,0.26168904,0.22106215,0.11362072,0.41750455,0.020743076,0.36667117,0.031332836,0.39773422,0.40707552,0.34359798,0.00010417112,0.18403539,0.287127,0.5654142,0.3582364,0.5819086,0.033479296,0.32516387,0.00090673805,0.29442346,0.28192893,0.14993075,0.8782357,0.6852535,0.20322756,0.24712844,0.42229939,0.18461247,0.22650388,0.68124866,0.86920124
0.2144362,0.7027734,0.28230652,0.00023613396,0.0025165887,0.15504636,0.47663376,0.22964391,0.6202914,0.08603887,0.3921589,0.64999,0.24244222,0.34601232,0.2728387,0.2401449,0.22252217,0.10355416,0.40591893,0.017462797,0.35693574,0.02787921,0.3848185,0.39511728,0.33443964,4.8321912e-05,0.1836989,0.29582602,0.5450417,0.35426474,0.5744637,0.027953556,0.31730488,0.00053335825,0.29865104,0.27627894,0.14715295,0.8772964,0.68665123,0.20002681,0.24426092,0.40882757,0.17876129,0.2295951,0.6828438,0.85509217
0.21366915,0.6995333,0.274564,0.00013270344,0.0017425308,0.15048487,0.4595784,0.22916794,0.5999953,0.082781665,0.38219038,0.64174795,0.23436852,0.34539992,0.27210844,0.24837431,0.21837944,0.09141795,0.4070867,0.014887508,0.35398263,0.023476226,0.3881508,0.3881473,0.33098036,2.1132295e-05,0.17784378,0.2861803,0.53507984,0.34443069,0.58093625,0.02359612,0.31557018,0.00030040898,0.30248398,0.27893648,0.14988169,0.8651281,0.6698861,0.1936833,0.24284847,0.40698764,0.17356826,0.21996489,0.65695655,0.8521905
0.19742414,0.6891976,0.2615876,7.1698276e-05,0.001160564,0.14689192,0.47073585,0.2289554,0.6077555,0.07721536,0.376717,0.6363092,0.22646025,0.34987193,0.25536227,0.24305524,0.21880393,0.08455185,0.39461482,0.0122237895,0.33874455,0.01980687,0.37752718,0.4148045,0.32822073,8.691481e-06,0.18054387,0.26680642,0.52120405,0.34218472,0.5686932,0.01923437,0.30069777,0.00016202607,0.29960653,0.2736134,0.14930452,0.84295094,0.6633813,0.20338131,0.24099259,0.3914165,0.17137784,0.22677308,0.66912353,0.86530614
0.19285364,0.6829335,0.262225,3.7215308e-05,0.00075942965,0.14449911,0.45735383,0.22170272,0.5955762,0.07570134,0.3643003,0.622413,0.23646238,0.34438753,0.2534986,0.24011382,0.2177541,0.076299526,0.39117217,0.010110966,0.33386266,0.016494773,0.37517518,0.40471655,0.3290158,3.3371034e-06,0.17988357,0.25874364,0.5182012,0.3413856,0.57353824,0.015750987,0.29555634,8.3375395e-05,0.2960478,0.27486044,0.15209147,0.83829296,0.6502951,0.19458623,0.23134118,0.39192083,0.16788132,0.21669438,0.66464525,0.8426611
