target,target_cn,branch,n_candidates,n_selected,selected_fields,fallback_selection,mean_selection_jaccard,full_dnn_r2_mean,full_dnn_r2_std,full_dnn_rmse_mean,full_dnn_rmse_std,full_dnn_mae_mean,full_dnn_mae_std,full_dnn_pearson_r_mean,full_dnn_pearson_r_std,full_dnn_accuracy_mean,full_dnn_accuracy_std,full_dnn_balanced_accuracy_mean,full_dnn_balanced_accuracy_std,full_dnn_roc_auc_mean,full_dnn_roc_auc_std,dgate_r2_mean,dgate_r2_std,dgate_rmse_mean,dgate_rmse_std,dgate_mae_mean,dgate_mae_std,dgate_pearson_r_mean,dgate_pearson_r_std,dgate_accuracy_mean,dgate_accuracy_std,dgate_balanced_accuracy_mean,dgate_balanced_accuracy_std,dgate_roc_auc_mean,dgate_roc_auc_std,selected_retrain_r2_mean,selected_retrain_r2_std,selected_retrain_rmse_mean,selected_retrain_rmse_std,selected_retrain_mae_mean,selected_retrain_mae_std,selected_retrain_pearson_r_mean,selected_retrain_pearson_r_std,selected_retrain_accuracy_mean,selected_retrain_accuracy_std,selected_retrain_balanced_accuracy_mean,selected_retrain_balanced_accuracy_std,selected_retrain_roc_auc_mean,selected_retrain_roc_auc_std,run_dir
branch_ab3_loading_pct,跨区支路 AB3 负载率,no_screening,24,11,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_3_net_export_mw|area_2_net_export_mw|area_2_load_day_ahead_mw|area_1_load_actual_mw|gen_fuel_hydro_mw|area_3_load_actual_mw,0,0.6117216117216117,0.8467240962110699,0.004724538520618735,0.7540284296769948,0.01157472818912654,0.5551224289249569,0.014188199874826047,0.9208744963763547,0.0020578108201603387,,,,,,,0.8265631409852552,0.007406403582096444,0.8020012304853882,0.017005269684631567,0.6128982424282092,0.011282891843579855,0.9143179393619856,0.0010787179236510709,,,,,,,0.8337002312773346,0.010213169631148045,0.7851362086536557,0.02399696705121575,0.5804114427845953,0.013767904197652493,0.9136028347531818,0.005564021603823196,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_branch_ab3_loading_pct/DGatingDNN/run_20260811_190000
branch_ab3_loading_pct,跨区支路 AB3 负载率,with_screening,23,9,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_1_load_day_ahead_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_hydro_mw|area_1_net_export_mw|area_2_net_export_mw,0,0.7307692307692308,0.8239065012033011,0.011088464469010996,0.8079051916641742,0.025321294669143263,0.5964171339222746,0.01702108381103198,0.9090686856809861,0.005822264014305879,,,,,,,0.8179746562422409,0.010984940355264174,0.8214358022676956,0.024573420631121917,0.6136512557051611,0.012629837045003912,0.9088986730589087,0.004779060292611986,,,,,,,0.7512227737057969,0.01883279846307986,0.9600605479563163,0.03620703733733076,0.7257928310359135,0.03652619293808088,0.8684776742958542,0.011364586290391193,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_branch_ab3_loading_pct/DGatingDNN/run_20260811_190000
branch_ca_1_loading_pct,跨区支路 CA-1 负载率,no_screening,24,7,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw,0,0.6851851851851851,0.9914420654526596,0.000720090113396453,0.5872426171784421,0.02496467060335099,0.43892729607388753,0.024178944540054283,0.9959254171418305,0.0003363225000429403,,,,,,,0.9934969434703317,0.001011079493518711,0.5108717353149845,0.03915836315838183,0.3576939202344285,0.04422387366749023,0.9969009377046918,0.000343726338921234,,,,,,,0.9914004306802079,0.001234015929488224,0.5875910684369975,0.0435272984636985,0.41799615822367836,0.036624417891351776,0.9961275614481924,0.0005782247647282365,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_branch_ca_1_loading_pct/DGatingDNN/run_20260811_190000
branch_ca_1_loading_pct,跨区支路 CA-1 负载率,with_screening,10,8,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|area_2_net_export_mw|area_1_net_export_mw|gen_fuel_nuclear_mw,0,1.0,0.9527974229054083,0.0014209251215256096,1.380254999675756,0.020670398723723168,1.0352242206571807,0.01228949547864354,0.9764172209626345,0.0003180057252743479,,,,,,,0.9516451497367885,0.0007829397705721488,1.3971109312862353,0.01133763847383065,1.0675377570101088,0.010525664423404494,0.9765044133935126,0.00033892213356294414,,,,,,,0.9490359879707513,0.002036228634267764,1.4340727696428832,0.028506282118775265,1.0855638396858618,0.023376063021685895,0.9745108930083971,0.0012485084476348833,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_branch_ca_1_loading_pct/DGatingDNN/run_20260811_190000
branch_cb_1_loading_pct,跨区支路 CB-1 负载率,no_screening,24,7,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw,0,0.8333333333333334,0.9913597566625154,0.0002989836060006427,0.6017533838392763,0.010405582213189176,0.45027613148141515,0.009853064605284472,0.9958198598518427,0.00025470591323602156,,,,,,,0.995105926226997,0.00018207308957584624,0.45287770871081445,0.008405285306074749,0.30696053530937606,0.0048108371361714735,0.9976192523457373,0.0001318873450201506,,,,,,,0.9927007119815238,0.0008413159940077403,0.5522411205048625,0.032089906206207885,0.40397487737102605,0.01596182013690879,0.9967611191126896,0.0006397057128228588,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_branch_cb_1_loading_pct/DGatingDNN/run_20260811_190000
branch_cb_1_loading_pct,跨区支路 CB-1 负载率,with_screening,11,6,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw,0,0.8095238095238096,0.9896937922916537,0.00035120877013547155,0.6572145667871104,0.011172058681029492,0.4931668721946279,0.020807756585718245,0.9950872574534645,0.0002532724552846965,,,,,,,0.9939233530162889,0.0012268713822663434,0.502043722532914,0.051929602205360074,0.36151507679891465,0.06041356047591111,0.9972747840744537,0.000428218295850258,,,,,,,0.9915993672788477,0.0016699160158827313,0.5902681590944118,0.06126972608006423,0.43309030838921164,0.0503336197019195,0.9964916836225806,0.0006257704723460456,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_branch_cb_1_loading_pct/DGatingDNN/run_20260811_190000
gen_121_nuclear_1_pg_mw,121_NUCLEAR_1 有功出力,no_screening,21,8,gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|system_load_day_ahead_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|reserve_spin_r3_mw,0,0.4564102564102564,0.9976280717033373,0.0002042602447144747,6.799362621800743,0.2893610753467278,3.636664294374896,0.2508590681441333,0.9989127165915083,0.0001402264456997498,,,,,,,0.9895435315898582,0.013569991539131828,10.753423866150092,9.409588719638839,5.987276074743138,4.979921462796994,0.9947833324601009,0.00682519764517717,,,,,,,0.9979517484027154,0.00037342409435494,6.2964625346131555,0.5911027083741054,3.5398830200993374,0.4090237317347153,0.9990149039225736,0.00018670108757964785,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_gen_121_nuclear_1_pg_mw/DGatingDNN/run_20260811_190000
gen_121_nuclear_1_pg_mw,121_NUCLEAR_1 有功出力,with_screening,21,8,gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|gen_fuel_coal_mw|reserve_spin_r1_mw|gen_fuel_hydro_mw|area_2_load_day_ahead_mw|reserve_spin_r3_mw,0,0.6666666666666666,0.9986723950365216,0.00034759250032808953,5.0487640502238404,0.658208358147423,2.6780398622021058,0.30407860684072896,0.9993602123262385,0.0001615665241607152,,,,,,,0.998559691792225,0.00019021733567693158,5.2920544555511135,0.34365302436371536,3.2627938443393814,0.23573480997336763,0.9995470448712463,5.327745916069095e-06,,,,,,,0.9982147356094516,0.00020922584895292088,5.893847979454922,0.3496041614754264,3.233765092037219,0.3043132128499641,0.9991196585055272,0.00011092267106059292,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_gen_121_nuclear_1_pg_mw/DGatingDNN/run_20260811_190000
gen_218_cc_1_pg_mw,218_CC_1 有功出力,no_screening,24,7,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|reserve_spin_r3_mw,0,0.48809523809523814,0.9202081192576371,0.008891703327721946,35.634627499496084,1.9620356121618752,23.186823331607965,2.4586151773234013,0.9620443268154822,0.002367266457393036,,,,,,,0.917393195031507,0.004251104998616299,36.30045485850166,0.9414924833651296,22.832074220353444,0.5650760106345589,0.9630933870312495,0.0023386684454701477,,,,,,,0.9087763488815561,0.001647944991563264,38.15805856165631,0.34384280641035836,24.57461635545079,0.40769842276599394,0.9574794216590687,0.0013372827361927218,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_gen_218_cc_1_pg_mw/DGatingDNN/run_20260811_190000
gen_218_cc_1_pg_mw,218_CC_1 有功出力,with_screening,20,6,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|area_2_load_actual_mw|reserve_spin_r2_mw,0,0.6984126984126985,0.9141308488970727,0.0060301519977895715,36.999358445516,1.316069507934079,25.193111921465416,1.9030826774269354,0.9609832150457146,0.003930116408947726,,,,,,,0.9152415136468504,0.004317449436223479,36.770516298487046,0.9406020254803731,23.306274658506794,1.6473714714749774,0.9637800583395056,0.0005383717204609767,,,,,,,0.9057537369730518,0.0008198672194058641,38.78628010738678,0.1688701674810661,25.055416292172726,0.24626448377765398,0.9585895012789366,0.0009516769798010564,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_gen_218_cc_1_pg_mw/DGatingDNN/run_20260811_190000
gen_317_wind_1_pg_mw,317_WIND_1 有功出力,no_screening,24,8,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|area_2_net_export_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw,0,0.6713804713804713,0.9168387809683702,0.01339141978475003,73.13952199783127,5.92901595878336,50.224516736455335,4.391537682394067,0.9580885009686368,0.006845978216562092,,,,,,,0.9182350819391994,0.011480463869985445,72.58040166853719,5.120563042130565,50.6484073396696,4.1041035915531925,0.9606181052958042,0.0043214418573070765,,,,,,,0.9176367294611615,0.0018078514912038897,73.02211981133267,0.804464288329692,50.78618442329059,1.2314042535048617,0.9583921815886224,0.0008056486392799206,,,,,,,04b_source_location_excl_targets/stripped_no_screening/target_gen_317_wind_1_pg_mw/DGatingDNN/run_20260811_190000
gen_317_wind_1_pg_mw,317_WIND_1 有功出力,with_screening,24,8,area_1_net_export_mw|gen_fuel_wind_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_hydro_mw|reserve_spin_r3_mw,0,0.6909090909090909,0.92568772566235,0.006068693041882175,69.30881207425864,2.806750117239616,47.38756832877456,2.568062210008441,0.9625316441292301,0.0033544728748165355,,,,,,,0.9304576075062307,0.007820033005713935,66.99816994348987,3.740725558233553,47.375666074006,3.2065012345939152,0.9662120577143335,0.00292307527662103,,,,,,,0.9206484939081001,0.0008828813260311198,71.67782811990412,0.39955100646832825,49.440655659341616,0.39681103440483534,0.9597227342540121,0.00039755793422834664,,,,,,,04b_source_location_excl_targets/stripped_with_screening/target_gen_317_wind_1_pg_mw/DGatingDNN/run_20260811_190000
gen_321_cc_1_status,321_CC_1 投入状态,no_screening,24,7,gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r2_mw|area_3_load_actual_mw,0,0.5207070707070707,0.9630205954373309,0.005423060353107715,0.09325681683588523,0.006721396084845478,0.022491185823126997,0.003962339077187279,0.9814391674946857,0.0027121807177568494,0.9891922639362912,0.0012288093853636683,0.988149725710907,0.0015754073418344078,0.9972831145225398,0.0011756593988378466,0.9548230182206523,0.0029856008995023837,0.1032862368809331,0.0034480820198296313,0.02135600251628451,0.004548568772346635,0.9774414897854347,0.0015498720974586357,0.9872961698900266,0.0009668220541510802,0.9873604374025936,0.0013345721558899878,0.9983830995579986,0.0004925794149458391,0.9658438372861262,0.0028363578640657077,0.08978019508237567,0.003755949436705076,0.01963693988472393,0.0014579300107370923,0.9829783544326299,0.0015215043540871458,0.99032992036405,0.001393338875303262,0.9903816323029698,0.0017038644532649284,0.9967169256262296,0.0013074117912170809,04b_source_location_excl_targets/stripped_no_screening/target_gen_321_cc_1_status/DGatingDNN/run_20260811_190000
gen_321_cc_1_status,321_CC_1 投入状态,with_screening,24,7,gen_fuel_natural_gas_mw|area_2_load_actual_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|area_3_net_export_mw|reserve_spin_r1_mw,0,0.5818181818181818,0.9685220562247746,0.0013452894992182442,0.08624387269861156,0.001856951700725532,0.02235409084836054,0.0006810001234776777,0.9842294189508692,0.0007491095272750952,0.9908987485779295,0.00046444629176773896,0.9905623017654509,0.0010052955379616052,0.9982891149386273,0.0009618346878344532,0.9608672154913114,0.004474835831389285,0.09601977890391082,0.005592564513634131,0.017204624128513462,0.0008921646821085394,0.9803591327269235,0.002259400104567869,0.9891922639362912,0.0009288925835355232,0.9889914811611025,0.0013407290062337886,0.9989159832251141,0.000758918683716752,0.9566452215579483,0.000432941672885488,0.10123688604538274,0.0005060638838979468,0.022871407960281254,0.0005431143496603535,0.9782876862113724,0.00020736339424457005,0.9878649981039059,0.0005362963831525075,0.9876346352484298,0.0006435551461768621,0.995178497779043,0.002603919331052417,04b_source_location_excl_targets/stripped_with_screening/target_gen_321_cc_1_status/DGatingDNN/run_20260811_190000
