label,feature_count,features,best_test_r2,best_test_mse,best_epoch,last_train_r2,last_train_mse,last_test_r2,last_test_mse,evaluation_mode,step,from_feature_count,candidate_size,dropped_feature,compact_tau,delta_r2_from_previous,delta_r2_from_retained11,meets_tau,chosen_for_next_step
try_drop_gen_fuel_multiple_fuels_mw,10,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;da_as_nsr_mw_primary_reserve;gen_fuel_oil_mw,0.9303675293922424,0.06596710532903671,153,0.9327176213264465,0.06728239357471466,0.9303675293922424,0.06596710532903671,dgating_best_model_masked_inputs,1,11,10,gen_fuel_multiple_fuels_mw,0.95,0.022577106952667236,0.022577106952667236,False,False
try_drop_prelim_load_avg_hourly,9,gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,-9.743876457214355,10.178328514099121,153,-9.238900184631348,10.238900184631348,-9.743876457214355,10.178328514099121,dgating_best_model_masked_inputs,2,10,9,prelim_load_avg_hourly,0.95,10.682112455368042,10.696821093559265,False,False
try_drop_gen_fuel_gas_mw,9,prelim_load_avg_hourly;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,-4.067634105682373,4.800878524780273,153,-3.7079901695251465,4.7079901695251465,-4.067634105682373,4.800878524780273,dgating_best_model_masked_inputs,2,10,9,gen_fuel_gas_mw,0.95,5.00587010383606,5.020578742027283,False,False
try_drop_gen_fuel_coal_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,-1.3576691150665283,2.2335641384124756,153,-1.2999837398529053,2.299983501434326,-1.3576691150665283,2.2335641384124756,dgating_best_model_masked_inputs,2,10,9,gen_fuel_coal_mw,0.95,2.295905113220215,2.310613751411438,False,False
try_drop_gen_fuel_solar_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,-0.39922034740448,1.3255667686462402,153,-0.2902696132659912,1.2902696132659912,-0.39922034740448,1.3255667686462402,dgating_best_model_masked_inputs,2,10,9,gen_fuel_solar_mw,0.95,1.3374563455581665,1.3521649837493896,False,False
try_drop_gen_fuel_hydro_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.5650937557220459,0.4120132625102997,153,0.6016082763671875,0.3983916938304901,0.5650937557220459,0.4120132625102997,dgating_best_model_masked_inputs,2,10,9,gen_fuel_hydro_mw,0.95,0.3731422424316406,0.38785088062286377,False,False
try_drop_gen_fuel_wind_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.39679282903671265,0.5714549422264099,153,0.3863433599472046,0.6136566996574402,0.39679282903671265,0.5714549422264099,dgating_best_model_masked_inputs,2,10,9,gen_fuel_wind_mw,0.95,0.5414431691169739,0.556151807308197,False,False
try_drop_gross_sched_interchange_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.8935258984565735,0.10086941719055176,153,0.9009664058685303,0.09903359413146973,0.8935258984565735,0.10086941719055176,dgating_best_model_masked_inputs,2,10,9,gross_sched_interchange_mw,0.95,0.04471009969711304,0.05941873788833618,False,False
try_drop_gen_fuel_nuclear_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_oil_mw;gen_fuel_multiple_fuels_mw,0.5825273990631104,0.39549729228019714,153,0.5873790979385376,0.4126209020614624,0.5825273990631104,0.39549729228019714,dgating_best_model_masked_inputs,2,10,9,gen_fuel_nuclear_mw,0.95,0.35570859909057617,0.3704172372817993,False,False
try_drop_gen_fuel_oil_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_multiple_fuels_mw,0.8829395174980164,0.11089852452278137,153,0.8884274959564209,0.11157248914241791,0.8829395174980164,0.11089852452278137,dgating_best_model_masked_inputs,2,10,9,gen_fuel_oil_mw,0.95,0.055296480655670166,0.07000511884689331,False,False
try_drop_gen_fuel_multiple_fuels_mw,9,prelim_load_avg_hourly;gen_fuel_gas_mw;gen_fuel_coal_mw;gen_fuel_solar_mw;gen_fuel_hydro_mw;gen_fuel_wind_mw;gross_sched_interchange_mw;gen_fuel_nuclear_mw;gen_fuel_oil_mw,0.9186662435531616,0.07705240696668625,153,0.9232965707778931,0.07670343667268753,0.9186662435531616,0.07705240696668625,dgating_best_model_masked_inputs,2,10,9,gen_fuel_multiple_fuels_mw,0.95,0.019569754600524902,0.03427839279174805,False,True
