feature_index,feature,base_gate,base_selected,max_increment_gate,max_final_gate,u1,g1,increment1_selected,u2,g2,increment2_selected
6,da_as_as_req_mw_primary_reserve,0.04563334211707115,False,0.009895279072225094,0.055077068507671356,0.009888502769172192,0.055070601403713226,False,0.009895279072225094,0.055077068507671356,False
11,da_as_as_mw_synchronized_reserve,0.04170232266187668,False,0.00804674532264471,0.04941349849104881,0.008043925277888775,0.04941079765558243,False,0.00804674532264471,0.04941349849104881,False
1,da_as_total_mw_thirty_minutes_reserve,0.03573301061987877,False,0.012229720130562782,0.04752572625875473,0.012229720130562782,0.04752572625875473,False,0.012219511903822422,0.047515884041786194,False
28,system_energy_price_rt,0.03404635936021805,False,0.012640639208257198,0.04625663161277771,0.012639365158975124,0.04625540226697922,False,0.012640639208257198,0.04625663161277771,False
21,gen_fuel_multiple_fuels_pct,0.032692279666662216,False,0.013561760075390339,0.045810677111148834,0.01355886459350586,0.04580787569284439,False,0.013561760075390339,0.045810677111148834,False
8,total_pjm_assigned_reg,0.02438502386212349,False,0.01919587329030037,0.04311280697584152,0.019192520529031754,0.04310953617095947,False,0.01919587329030037,0.04311280697584152,False
44,net_inadv_interchange_mw,0.025155339390039444,False,0.016928287222981453,0.041657790541648865,0.016920512542128563,0.041650209575891495,False,0.016928287222981453,0.041657790541648865,False
29,rmpcp,0.02065434493124485,False,0.020011000335216522,0.04025202989578247,0.020010247826576233,0.040251292288303375,False,0.020011000335216522,0.04025202989578247,False
53,da_as_mcp_synchronized_reserve,0.016991697251796722,False,0.02221710979938507,0.03883130103349686,0.02221710979938507,0.03883130103349686,False,0.022196218371391296,0.038810767233371735,False
42,total_pjm_loc_credit,0.006786386016756296,False,0.03188323602080345,0.038453251123428345,0.03188323602080345,0.038453251123428345,False,0.03185787796974182,0.038428064435720444,False
27,rmccp,0.0169975683093071,False,0.019746046513319016,0.03640797734260559,0.019746046513319016,0.03640797734260559,False,0.01974596455693245,0.03640789911150932,False
15,total_pjm_rmpcp_cr,0.013554312288761139,False,0.023124918341636658,0.03636578842997551,0.023114455863833427,0.03635546565055847,False,0.023124918341636658,0.03636578842997551,False
14,total_lmp_da,0.020935893058776855,False,0.015372448600828648,0.03598650544881821,0.015365485101938248,0.03597968816757202,False,0.015372448600828648,0.03598650544881821,False
47,da_as_ss_mw_synchronized_reserve,0.018520815297961235,False,0.011919260956346989,0.030219322070479393,0.011919260956346989,0.030219322070479393,False,0.01191296149045229,0.030213139951229095,False
48,da_as_ss_mw_thirty_minutes_reserve,0.01359901949763298,False,0.012545776553452015,0.025974184274673462,0.012545776553452015,0.025974184274673462,False,0.012545292265713215,0.02597370743751526,False
16,forecast_load_mw_day_ahead,0.017152095213532448,False,0.0057136062532663345,0.022767700254917145,0.0057136062532663345,0.022767700254917145,False,0.005710619036108255,0.022764764726161957,False
45,da_as_nsr_mw_primary_reserve,0.008580847643315792,False,0.009087510406970978,0.01759037934243679,0.00907845888286829,0.017581405118107796,False,0.009087510406970978,0.01759037934243679,False
17,total_pjm_rmccp_cr,0.0072334520518779755,False,0.008238295093178749,0.015412155538797379,0.008238295093178749,0.015412155538797379,False,0.008238259702920914,0.015412121079862118,False
7,da_as_as_req_mw_synchronized_reserve,0.009141846559941769,False,0.005889848340302706,0.014977850019931793,0.005888977088034153,0.0149769876152277,False,0.005889848340302706,0.014977850019931793,False
35,da_as_mcp_primary_reserve,0.007067224010825157,False,0.005779493134468794,0.012805871665477753,0.005779493134468794,0.012805871665477753,False,0.005778629798442125,0.012805014848709106,False
38,forecast_load_mw_latest_available,0.0076362197287380695,False,0.0027138199657201767,0.01032931637018919,0.002712902380153537,0.010328405536711216,False,0.0027138199657201767,0.01032931637018919,False
26,total_lmp_rt,0.00358146452344954,False,0.005317128263413906,0.00887954980134964,0.005314632318913937,0.008877062238752842,False,0.005317128263413906,0.00887954980134964,False
30,gen_fuel_wind_pct,0.003886585822328925,False,0.0012444265885278583,0.005126175936311483,0.0012439354322850704,0.005125686526298523,False,0.0012444265885278583,0.005126175936311483,False
10,da_as_total_mw_primary_reserve,0.0014682547189295292,False,0.0016322348965331912,0.0030980929732322693,0.0016300614224746823,0.0030959229916334152,False,0.0016322348965331912,0.0030980929732322693,False
