system_losses_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
1.5860088,1.1647768,1.0089123,1.0852257,1.4658233,0.4000201,1.5921944,0.19113958,-0.52377105,1.2587963,1.2591525,1.5286859,-0.33012787
1.5972458,1.1924909,1.0394413,1.106178,1.4949721,0.37456942,1.6145643,0.14250274,-0.5672125,1.2739786,1.2871014,1.5647252,-0.38753513
1.6276022,1.2131764,1.0505644,1.1152726,1.510437,0.34247065,1.6389543,0.08937325,-0.6165391,1.2887714,1.3196483,1.588786,-0.44469786
1.6550089,1.2372282,1.0728935,1.1349258,1.5307356,0.30614123,1.6617078,0.038045574,-0.6568757,1.3188071,1.3550076,1.6013929,-0.4906728
1.6749209,1.2625095,1.0916703,1.1535281,1.5438093,0.2704129,1.6787447,-0.03663061,-0.69503933,1.3309989,1.3990822,1.6147817,-0.5191093
1.7001026,1.2877499,1.1121095,1.1747578,1.5708656,0.23581362,1.6897944,-0.10323101,-0.74196315,1.3442899,1.4511317,1.6451535,-0.55636
1.703732,1.3037426,1.1319648,1.1954794,1.5907934,0.19523527,1.7009419,-0.17051934,-0.774661,1.3740934,1.458012,1.6684914,-0.59592324
1.7293066,1.3314717,1.1513656,1.2035952,1.6183206,0.1446893,1.7328,-0.24217811,-0.8132791,1.390067,1.4805621,1.691407,-0.6316012
1.7472076,1.3463485,1.1754396,1.2057583,1.6441256,0.08372376,1.7452792,-0.3109597,-0.85014904,1.4105918,1.4991138,1.7057337,-0.6738766
1.7591559,1.3727582,1.1935679,1.2158107,1.6646006,0.030658256,1.7564201,-0.36951745,-0.883097,1.4329125,1.5448353,1.7318975,-0.7029673
1.7879527,1.4079537,1.2202435,1.2228678,1.7033039,-0.033899434,1.7805637,-0.42861378,-0.9159028,1.458875,1.5631273,1.7554002,-0.74004686
1.8151432,1.4274732,1.2322345,1.2397082,1.7232201,-0.09660779,1.8013166,-0.48314327,-0.9441539,1.4847459,1.5888503,1.7680315,-0.7684809
1.82799,1.4634246,1.2427865,1.2712375,1.7478738,-0.13273849,1.8059834,-0.5396252,-0.9703773,1.5086962,1.6186788,1.7953581,-0.801957
1.8435352,1.485063,1.2581222,1.2878202,1.7523413,-0.1922273,1.8163472,-0.59164226,-0.9947277,1.5251514,1.6309005,1.8109769,-0.83185935
1.8607919,1.5253905,1.2613516,1.3089403,1.7882662,-0.24927145,1.8432014,-0.6379393,-1.0290253,1.5327184,1.6578528,1.8252215,-0.86482435
1.879079,1.536472,1.2747415,1.3399404,1.8124831,-0.30105737,1.8532555,-0.68902117,-1.054351,1.5486807,1.6897733,1.8477799,-0.87539214
1.8932323,1.5689148,1.2998606,1.3438534,1.8412225,-0.35366786,1.8695958,-0.72898585,-1.0709949,1.569502,1.705905,1.8576771,-0.9080549
1.9096483,1.589421,1.3242067,1.3486264,1.8640717,-0.41239822,1.8855705,-0.75842136,-1.0948344,1.5960482,1.728163,1.8621064,-0.94084316
1.9273646,1.6087568,1.3398157,1.3671511,1.8699398,-0.45917985,1.899626,-0.79742783,-1.1130797,1.6056498,1.7544497,1.8750457,-0.9670095
1.9380245,1.6264842,1.3558198,1.3752911,1.8887753,-0.50945294,1.9099618,-0.82415295,-1.1365255,1.6229028,1.7831692,1.8823271,-0.9950503
1.9499837,1.6205906,1.391435,1.388999,1.9152656,-0.5622512,1.9268914,-0.8622679,-1.1634915,1.6445389,1.8010701,1.8951396,-1.0248287
1.9618987,1.6415892,1.4195439,1.4075357,1.9253885,-0.6058139,1.9337002,-0.8935732,-1.1816804,1.6615269,1.8034091,1.9074628,-1.0480715
1.9818053,1.6591657,1.4357824,1.4238023,1.9462653,-0.64849055,1.9454561,-0.9276929,-1.1961597,1.6855853,1.8142824,1.9233019,-1.0643897
1.9867163,1.6761684,1.4609566,1.436173,1.9556187,-0.68568254,1.9474252,-0.961034,-1.2114766,1.6969386,1.8529402,1.9315484,-1.081091
1.9871372,1.6925151,1.4707894,1.4394108,1.9682885,-0.7279532,1.9611634,-0.9839578,-1.2267277,1.7188779,1.8823107,1.9470382,-1.0903443
2.0046456,1.7211442,1.484167,1.462737,1.9816773,-0.7652556,1.9781752,-1.010429,-1.2419055,1.7374743,1.8935292,1.9560623,-1.1001767
2.0351965,1.7253851,1.4948411,1.4805987,1.9934957,-0.8092868,2.0080798,-1.033347,-1.2567995,1.7602271,1.8930017,1.9639521,-1.1119626
2.039885,1.7456437,1.5138208,1.4970208,2.0041542,-0.8358401,2.0155058,-1.0525192,-1.2713075,1.7737446,1.9021181,1.9703553,-1.1252097
2.0473397,1.7677308,1.530824,1.521599,2.024767,-0.8643792,2.0161862,-1.0776939,-1.2862693,1.7929236,1.9179589,1.9770058,-1.1417246
2.0859675,1.792457,1.5576701,1.5253531,2.0362325,-0.88964635,2.028987,-1.0983759,-1.3011281,1.7978235,1.9182072,1.986934,-1.1565095
2.0906036,1.8027097,1.566309,1.5344405,2.0463128,-0.918016,2.0336826,-1.126684,-1.31588,1.802795,1.9287935,1.9948639,-1.1736795
2.0993419,1.811798,1.5824602,1.5481397,2.0453694,-0.9461373,2.0603,-1.1471293,-1.3468268,1.8222386,1.9382112,1.9993478,-1.1886587
2.1033354,1.8131227,1.583033,1.5461701,2.0493262,-0.9763961,2.0641303,-1.1707008,-1.34874,1.841478,1.9574784,2.006631,-1.2002095
2.1034348,1.8309779,1.612969,1.5687295,2.0541782,-0.99987817,2.071945,-1.1885846,-1.3630625,1.860215,1.9668722,2.017398,-1.1973542
2.1034348,1.8472443,1.6264821,1.5944018,2.0654116,-1.0205665,2.0766265,-1.2022091,-1.3813864,1.862957,1.9759424,2.0245,-1.212273
2.112404,1.8696721,1.6414324,1.6188927,2.069496,-1.0443428,2.084357,-1.222949,-1.3915097,1.8802907,1.9882696,2.0416093,-1.2364004
2.114297,1.8759507,1.6496167,1.6354259,2.1074705,-1.0683855,2.090927,-1.240655,-1.4059892,1.895815,2.0002508,2.041661,-1.2461443
2.1335502,1.887504,1.6649549,1.6491761,2.1138637,-1.0879446,2.10712,-1.2435406,-1.416029,1.9091746,2.0291557,2.049844,-1.2594733
2.1448946,1.8885708,1.6722119,1.6640615,2.1293292,-1.1091545,2.1250257,-1.2582197,-1.4261881,1.9133762,2.0388622,2.049974,-1.2864797
2.1676185,1.8985798,1.6836866,1.6773422,2.12933,-1.1299505,2.1283767,-1.2764946,-1.4364692,1.9180566,2.0499659,2.0606496,-1.3137845
2.1691535,1.9052535,1.693037,1.679794,2.138226,-1.1486856,2.128873,-1.2904885,-1.446862,1.9131997,2.0659719,2.084345,-1.3222398
2.1720881,1.9128876,1.6943305,1.700919,2.1684425,-1.1731541,2.128873,-1.3044512,-1.4744543,1.9334261,2.0750148,2.0969522,-1.3477721
2.1740868,1.9167365,1.731649,1.7149866,2.189694,-1.1972185,2.1335452,-1.3172501,-1.4841279,1.9512302,2.0829093,2.120516,-1.3546993
2.1740868,1.9174068,1.7502519,1.7405754,2.1907444,-1.2144548,2.1351874,-1.3294114,-1.503902,1.9547397,2.0960855,2.1311579,-1.3616952
2.1746137,1.9284518,1.7621615,1.7524956,2.194556,-1.2307605,2.1437807,-1.3410171,-1.509717,1.9561759,2.105571,2.1436236,-1.3689164
2.1827588,1.9327515,1.7708734,1.7533917,2.194556,-1.2643275,2.1441033,-1.3513378,-1.5163445,1.9607888,2.1201937,2.1641192,-1.3762373
2.1884253,1.9441142,1.7806523,1.7437367,2.1939578,-1.2782124,2.1441033,-1.3654395,-1.5119877,1.9576635,2.120384,2.1651301,-1.383521
2.1995077,1.9543614,1.7921512,1.768672,2.1969066,-1.2920786,2.1518736,-1.3867966,-1.5190308,1.9543623,2.120384,2.16829,-1.3913926
2.2101145,1.964528,1.7929779,1.7814881,2.1969066,-1.3059217,2.1518755,-1.4004128,-1.5262676,1.9816622,2.122421,2.16829,-1.3994719
2.2176435,1.9734339,1.783926,1.8110693,2.1969066,-1.3197334,2.1518755,-1.4132519,-1.5336925,2.000455,2.117539,2.1740074,-1.3972874
2.2205224,1.9839432,1.7969486,1.8348408,2.1969066,-1.3335041,2.1518755,-1.4279717,-1.5413002,2.0103965,2.1221077,2.1934836,-1.4057839
2.2348428,2.002143,1.8101337,1.8513434,2.2113163,-1.3472282,2.1530905,-1.4396796,-1.5490844,2.0268354,2.1140914,2.2087805,-1.4144698
2.2377841,2.011022,1.8268707,1.8615735,2.211318,-1.367833,2.1513858,-1.4746702,-1.5569844,2.0320992,2.1240885,2.20892,-1.4233375
2.2503881,2.0114055,1.848324,1.8712232,2.225145,-1.3805739,2.1570146,-1.4899184,-1.5651033,2.0346236,2.141266,2.20892,-1.4393766
2.263754,2.0137763,1.8590397,1.8838104,2.2471662,-1.3933052,2.1615658,-1.4981201,-1.5733804,2.0417802,2.1563075,2.2226913,-1.4463731
2.2662385,2.0210822,1.8716538,1.8855966,2.2547772,-1.4060255,2.1671133,-1.5064933,-1.5924312,2.0489988,2.1547358,2.2285976,-1.453667
2.2663019,2.0215797,1.8942935,1.8873936,2.265163,-1.4187262,2.1685016,-1.5229244,-1.5999506,2.060068,2.1664042,2.2285976,-1.4611636
2.2663019,2.011839,1.9046367,1.9097484,2.266282,-1.4314023,2.1697333,-1.526528,-1.6076316,2.0626404,2.1817517,2.2285976,-1.4688576
2.2895527,2.0175207,1.9175913,1.9288701,2.2662842,-1.4394959,2.169694,-1.5343698,-1.6154716,2.0758152,2.1817675,2.2285976,-1.4767439
2.2870734,2.0588706,1.9381663,1.9417225,2.2662842,-1.4522992,2.1782134,-1.542384,-1.6234639,2.076977,2.1817675,2.2375705,-1.4848157
2.290583,2.0579822,1.9491365,1.9460102,2.2802505,-1.463997,2.181087,-1.5505635,-1.6316013,2.0708072,2.176694,2.2482324,-1.4930663
2.2992096,2.0685534,1.9534454,1.9595904,2.275853,-1.47676,2.1973803,-1.5589011,-1.6398767,2.0849137,2.2015061,2.2418537,-1.5014887
2.3052995,2.068528,1.944713,1.9367886,2.275853,-1.4894565,2.1994696,-1.5673895,-1.6482828,2.090063,2.2151387,2.2417812,-1.5100749
2.3100505,2.0831811,1.9492954,1.9368192,2.280028,-1.4969687,2.1997073,-1.5760205,-1.6568117,2.0901806,2.22401,2.2649357,-1.5092591
2.310347,2.081902,1.9628805,1.9409065,2.2790303,-1.5094217,2.2013657,-1.5847864,-1.6654556,2.1094294,2.2339401,2.278068,-1.5124221
2.3142443,2.0831282,1.964964,1.9450115,2.2790303,-1.5221156,2.2013679,-1.5936791,-1.6742077,2.109681,2.2453783,2.278068,-1.5157498
2.3142443,2.0936627,1.9659003,1.9469633,2.2822378,-1.53472,2.202294,-1.6026902,-1.6830596,2.1272283,2.2484758,2.2794058,-1.5192475
2.3171985,2.1015472,1.9730453,1.9686359,2.2883666,-1.5488183,2.2089784,-1.6118122,-1.6920044,2.1272283,2.2508295,2.2809312,-1.5229203
2.3173823,2.1136048,2.0021412,2.0012176,2.2883666,-1.5611075,2.2089784,-1.6221979,-1.7010341,2.1444762,2.2669184,2.2809312,-1.526772
2.3282692,2.1156929,2.0216393,2.018899,2.2883666,-1.5733176,2.239944,-1.6314403,-1.7101419,2.1548092,2.2741196,2.2809312,-1.530807
2.3421645,2.1156592,2.0285218,2.0379522,2.2883666,-1.585448,2.2512517,-1.6633165,-1.7193205,2.1549602,2.2741196,2.297542,-1.5415016
2.3564336,2.1236432,2.0422282,2.0317085,2.2751648,-1.5974982,2.2512517,-1.6682162,-1.7285625,2.154124,2.284086,2.297612,-1.545653
2.3707478,2.1345,2.0419948,2.0255442,2.2858825,-1.6094671,2.2512517,-1.6733004,-1.7378623,2.1563768,2.284086,2.312969,-1.5499903
2.3833213,2.1523974,2.0707607,2.0255086,2.2887037,-1.6213555,2.2461379,-1.6785704,-1.7472125,2.1738296,2.2971714,2.3113751,-1.5545183
2.3838837,2.1581528,2.0702474,2.0382404,2.2763445,-1.6331637,2.2497976,-1.6840254,-1.7566078,2.187057,2.2971714,2.3113751,-1.5592395
2.3838837,2.1543057,2.0709069,2.0476475,2.2762628,-1.6448916,2.2694516,-1.689664,-1.7660412,2.187057,2.305134,2.3113751,-1.5425746
2.4118495,2.1542923,2.0727928,2.0797298,2.2945971,-1.6565394,2.2952332,-1.6954848,-1.7755082,2.210576,2.2752166,2.3113751,-1.5469764
2.4118495,2.1542587,2.0687997,2.083779,2.294598,-1.6681072,2.295838,-1.7014854,-1.7850014,2.205854,2.2751312,2.3165257,-1.5515708
2.4118495,2.1391394,2.0872467,2.0946026,2.294598,-1.6795961,2.295838,-1.7076628,-1.7945192,2.2096388,2.2751312,2.3294253,-1.5563593
2.420967,2.1391058,2.0920627,2.1096258,2.2920306,-1.691007,2.295838,-1.7140138,-1.8040534,2.210154,2.2643526,2.3413315,-1.5613437
2.420967,2.1213129,2.0896447,2.1221378,2.2920268,-1.7023394,2.295838,-1.7205342,-1.8136007,2.2077258,2.2643516,2.3572872,-1.5677105
2.420967,2.1616933,2.0959847,2.1277514,2.3273318,-1.7135954,2.318898,-1.7272197,-1.8231595,2.2222896,2.27832,2.357322,-1.5761193
2.4190447,2.1678998,2.11883,2.1316674,2.3273454,-1.7247746,2.3200533,-1.7340659,-1.8327235,2.2267218,2.2783206,2.357322,-1.5815
2.419005,2.1751218,2.1203244,2.1570597,2.3461232,-1.7358787,2.3200533,-1.741067,-1.8422875,2.23776,2.297981,2.357322,-1.5870768
2.4341269,2.182598,2.1372259,2.1570597,2.3461244,-1.7469077,2.3200533,-1.7482179,-1.8518516,2.2582974,2.296776,2.357322,-1.5928494
2.4393244,2.1827261,2.1346903,2.1559167,2.3513134,-1.7578635,2.3372166,-1.7555126,-1.8614043,2.2550051,2.2978928,2.3774247,-1.6184605
2.4377382,2.1827261,2.145022,2.1615334,2.377332,-1.7687463,2.3578253,-1.762945,-1.8709515,2.2604792,2.3177264,2.377509,-1.6225934
2.4374423,2.1827261,2.149948,2.1619403,2.377332,-1.779557,2.3600988,-1.7705089,-1.8804848,2.2673094,2.3217165,2.377509,-1.6268929
2.4374423,2.170543,2.169312,2.1694827,2.375972,-1.7902969,2.3600988,-1.7781976,-1.8900057,2.2728012,2.3325078,2.377509,-1.6313767
2.4374423,2.1726203,2.1692784,2.1743822,2.3759108,-1.8009669,2.3600988,-1.7860048,-1.8995106,2.2676103,2.3386304,2.3875558,-1.6611165
2.4374423,2.184396,2.1767018,2.175524,2.3759108,-1.8115679,2.3600988,-1.7939234,-1.9089974,2.2676082,2.3386416,2.3875563,-1.6666454
2.4374423,2.1833196,2.1766682,2.1928473,2.3759108,-1.8221006,2.3600988,-1.8019471,-1.9184647,2.2676082,2.3386416,2.3875563,-1.6682323
2.4374423,2.1835403,2.1846895,2.1991026,2.3759108,-1.8325664,2.3710902,-1.8100693,-1.9279073,2.2676082,2.3368957,2.3875563,-1.6699166
2.4374423,2.1864681,2.1759691,2.213434,2.3759108,-1.8429658,2.3710964,-1.8182828,-1.9373279,2.272921,2.3580637,2.3875563,-1.6717031
2.4374423,2.192935,2.1961167,2.2134418,2.3759108,-1.8533003,2.3710964,-1.8265815,-1.9467224,2.3182936,2.3580778,2.3875563,-1.6735973
2.4374423,2.1941016,2.2122135,2.2204719,2.3805654,-1.8635708,2.3710964,-1.8349583,-1.9560916,2.3184457,2.3580778,2.36135,-1.6756034
2.4374423,2.2039104,2.2127995,2.2375405,2.3805945,-1.8737783,2.3938472,-1.8434078,-1.9654311,2.3184457,2.3402643,2.36135,-1.6777264
2.421297,2.2039466,2.2255495,2.2377834,2.3805945,-1.883923,2.3938596,-1.8519228,-1.9747424,2.3184457,2.3402643,2.36135,-1.6799716
2.421297,2.2475197,2.215106,2.2522817,2.4100904,-1.8940067,2.3938596,-1.8604982,-1.9840242,2.3151188,2.3402643,2.36135,-1.6823438
2.421297,2.2498465,2.2150314,2.269856,2.4117436,-1.9040304,2.4224584,-1.8691275,-1.9932752,2.3151188,2.3402643,2.36135,-1.6848481
2.4498498,2.249844,2.215005,2.2786312,2.4117436,-1.9139938,2.4224584,-1.8778048,-2.0024943,2.3151188,2.3402643,2.36135,-1.687489
2.4693341,2.249844,2.2194364,2.2914865,2.4117436,-1.9238995,2.4224584,-1.8865261,-2.0116806,2.3151188,2.3402643,2.3575146,-1.690272
2.4693341,2.2624137,2.2194867,2.2914865,2.4166837,-1.9337467,2.4224584,-1.8952848,-2.0208342,2.3151188,2.3402643,2.3576925,-1.6932013
2.4693341,2.2623527,2.219453,2.305344,2.416704,-1.9435375,2.4224584,-1.9040766,-2.0299544,2.3151188,2.3402643,2.3577056,-1.6962814
2.4693341,2.2623527,2.2169816,2.3053513,2.4280972,-1.9532729,2.4224584,-1.9128952,-2.039041,2.3151188,2.3574038,2.3577056,-1.6995167
2.4693341,2.2623527,2.2169573,2.3053522,2.4280977,-1.9629525,2.4224584,-1.92174,-2.0480936,2.3151188,2.3574038,2.3838756,-1.702911
2.4693341,2.2635977,2.2315412,2.3053522,2.4280977,-1.972578,2.4224584,-1.9306037,-2.0571115,2.3151188,2.370658,2.3954935,-1.7064682
2.4682605,2.2833622,2.2315166,2.304586,2.4280977,-1.9821504,2.4224584,-1.9394817,-2.0660949,2.3162007,2.370658,2.4028506,-1.7101921
2.4682605,2.2833626,2.231483,2.3092117,2.4280977,-1.9916704,2.4224584,-1.9483734,-2.0750434,2.32712,2.370658,2.4028542,-1.7140855
2.4682605,2.2990484,2.2554069,2.3092177,2.4489233,-2.0011387,2.4224584,-1.9572718,-2.083957,2.3273237,2.370658,2.4028542,-1.718151
2.4682605,2.3147423,2.262002,2.3092177,2.4489233,-2.010557,2.4224584,-1.9661803,-2.0928354,2.3273237,2.3539724,2.4028542,-1.7223909
2.4682605,2.320468,2.262002,2.3092177,2.4489233,-2.0199223,2.4224584,-1.9750888,-2.1016786,2.345441,2.3530977,2.4028542,-1.7268072
2.4682605,2.320468,2.2697277,2.3092177,2.4694037,-2.0292416,2.4224584,-1.9839973,-2.1104856,2.3809252,2.3404639,2.4028542,-1.7314007
2.507433,2.3357139,2.2714968,2.3400788,2.4696984,-2.038508,2.4469748,-1.992899,-2.1192567,2.380929,2.3404639,2.4028542,-1.736173
2.5075004,2.3357139,2.2714968,2.3400788,2.4696984,-2.0477307,2.4480758,-2.0017905,-2.1279926,2.3821173,2.3404639,2.4028542,-1.7411239
2.5075004,2.3357139,2.274028,2.3577118,2.4696984,-2.056902,2.4480758,-2.0106654,-2.1366935,2.3827562,2.3404639,2.4028542,-1.7462533
2.5190039,2.3618927,2.296919,2.3599257,2.4910994,-2.0660286,2.4766936,-2.0195403,-2.1453593,2.3827562,2.3404639,2.4028542,-1.7515607
2.519022,2.3658473,2.296919,2.3600805,2.4911306,-2.0751112,2.4767587,-2.0284114,-2.15399,2.3827562,2.3573298,2.4028542,-1.7570443
2.519022,2.3699348,2.302833,2.3618228,2.4911306,-2.084144,2.4767587,-2.0372527,-2.162586,2.39769,2.3862045,2.4028542,-1.7627027
2.519022,2.3674,2.302833,2.3618228,2.4911306,-2.093135,2.4767587,-2.046094,-2.171147,2.3977637,2.3862064,2.4028542,-1.7685332
2.519022,2.3757243,2.302833,2.3618228,2.4911306,-2.102084,2.4849088,-2.0549016,-2.1796737,2.3977637,2.3862064,2.4028542,-1.7745332
2.519022,2.3839748,2.3146746,2.3618228,2.4911306,-2.1109843,2.4849107,-2.0637019,-2.188166,2.3977637,2.3862064,2.4028542,-1.7806993
2.531441,2.3839748,2.3146746,2.3618228,2.505141,-2.119844,2.4849107,-2.072476,-2.1966238,2.3977637,2.3862064,2.4028542,-1.7870277
2.56024,2.3839748,2.3211875,2.3618228,2.5115998,-2.1286633,2.4849107,-2.0812292,-2.2050476,2.3977637,2.3862064,2.4028542,-1.793514
2.56024,2.3839748,2.3211875,2.3618228,2.5115998,-2.137441,2.4849107,-2.089965,-2.2134373,2.3977637,2.3862064,2.4225068,-1.800154
2.56024,2.3796885,2.3211875,2.3618228,2.5081346,-2.146174,2.4736905,-2.098672,-2.2217932,2.3977637,2.3862064,2.4225068,-1.8069426
2.56024,2.3700652,2.3224468,2.3618228,2.507941,-2.1548676,2.4736905,-2.1073542,-2.2301157,2.3977637,2.3862064,2.4225068,-1.8138738
2.56024,2.3700652,2.3224437,2.3661149,2.507941,-2.1635225,2.4736905,-2.1160142,-2.2384048,2.3759515,2.4126704,2.4517038,-1.8209425
2.56024,2.3700652,2.3224437,2.3661149,2.507941,-2.1721385,2.4708521,-2.1246505,-2.2466607,2.3759017,2.4126704,2.4286742,-1.8281432
2.56024,2.3700652,2.3224437,2.37091,2.507941,-2.180716,2.4708521,-2.1332564,-2.2548838,2.3759017,2.4319189,2.4286742,-1.8354691
2.56024,2.3619545,2.343901,2.37638,2.5182722,-2.1892521,2.4708521,-2.141834,-2.2630742,2.3759017,2.433832,2.4286742,-1.8429148
2.56024,2.3619545,2.343901,2.37638,2.518375,-2.19775,2.4708521,-2.1503856,-2.271232,2.3759017,2.449573,2.4286742,-1.850474
2.56024,2.3619545,2.343901,2.40163,2.5070488,-2.2062109,2.4708521,-2.1589105,-2.2793574,2.3905125,2.4690046,2.4286742,-1.8581398
2.56024,2.3736274,2.343901,2.4110622,2.5070488,-2.214635,2.4708521,-2.167408,-2.287451,2.3864174,2.4690046,2.4286742,-1.865906
2.5837307,2.3777146,2.3748648,2.4110622,2.5070488,-2.2230225,2.4708521,-2.1758776,-2.2955127,2.3864174,2.490627,2.4286742,-1.8737662
2.5837307,2.3777146,2.3754225,2.419545,2.5070488,-2.2313738,2.4980717,-2.1843154,-2.3035429,2.377259,2.4906294,2.4286742,-1.8817143
2.5837307,2.3777146,2.3754225,2.419545,2.5070488,-2.2396894,2.4984074,-2.192723,-2.3115416,2.411203,2.4906294,2.4362102,-1.8897445
2.5837307,2.3777146,2.3754225,2.419545,2.5070488,-2.2479694,2.4995985,-2.201102,-2.3195088,2.4144797,2.4907444,2.4362102,-1.8978497
2.5837307,2.3777146,2.3754225,2.419545,2.5070488,-2.2562144,2.5128093,-2.209452,-2.327443,2.4144797,2.4907444,2.4362102,-1.9060247
2.5837307,2.4110374,2.391689,2.419545,2.5070488,-2.2644246,2.514658,-2.2177727,-2.335346,2.4144797,2.4907444,2.4653342,-1.9142635
2.5837307,2.4217446,2.391689,2.419545,2.5070488,-2.2726002,2.5305212,-2.2260644,-2.3432183,2.4144797,2.4907444,2.4653454,-1.92256
2.5837307,2.4234242,2.391689,2.430368,2.5070488,-2.2807417,2.5305212,-2.2343266,-2.3510602,2.4144797,2.4907444,2.4653454,-1.9309092
2.5837307,2.4234192,2.391689,2.452375,2.5070488,-2.2888494,2.5305212,-2.2425594,-2.3588717,2.4144797,2.508089,2.4653454,-1.9393057
2.5837307,2.4234192,2.3942478,2.4527047,2.5070488,-2.2969234,2.5305212,-2.250762,-2.366653,2.4144797,2.5316238,2.4653454,-1.9477441
