area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw
0.3314815,0.1878178,0.25626776,-0.43524757,0.48725408,0.1313226,0.5755416,-0.17283294,0.12218415,1.3051221,0.9773157,0.5500181,0.5102306,-0.092679285,0.1898314,1.5812879,1.4004569,1.1887413,1.2750384,1.439564
0.3388985,0.17855331,0.24203701,-0.46571705,0.49427617,0.10785528,0.5995172,-0.21807937,0.084706955,1.3241563,1.007217,0.544446,0.54265165,-0.11255223,0.16762626,1.618227,1.4242746,1.206984,1.2960572,1.462284
0.3464353,0.16143428,0.22512738,-0.49703893,0.52835476,0.085454665,0.61933684,-0.24592988,0.059364032,1.3618152,1.0219325,0.5345681,0.57816136,-0.12716514,0.13172276,1.64131,1.4514002,1.2287213,1.3323681,1.4944141
0.3580622,0.14772765,0.21029803,-0.5268602,0.56404597,0.048838824,0.6515687,-0.26511136,0.029493032,1.3884304,1.030804,0.52514184,0.609033,-0.16073179,0.108390644,1.6735932,1.4772117,1.2575812,1.358146,1.5222057
0.3703149,0.13123387,0.19690146,-0.5561101,0.59425306,0.014109378,0.6857153,-0.2976161,-0.005826988,1.4188904,1.0488905,0.51051295,0.63469607,-0.19125354,0.078373924,1.7053903,1.5132527,1.2818578,1.3911107,1.5446883
0.38280556,0.12068171,0.17585397,-0.60112906,0.6091762,-0.013765727,0.71888024,-0.33785293,-0.050488103,1.4313879,1.0732592,0.49451303,0.6677118,-0.21890125,0.051138453,1.7133174,1.536084,1.3090094,1.4083083,1.5782278
0.3927851,0.10227887,0.13768713,-0.62919337,0.6501504,-0.0347012,0.74815375,-0.36548492,-0.1019333,1.4563433,1.1007689,0.47167993,0.6922856,-0.2566185,0.010381818,1.7283932,1.558273,1.3400147,1.4363139,1.5941699
0.3856687,0.07578567,0.100587204,-0.6549346,0.6673918,-0.058959737,0.80167454,-0.40127397,-0.14981799,1.4878871,1.1121343,0.45112425,0.71340656,-0.28732392,-0.021696717,1.771114,1.5851011,1.3670615,1.4735341,1.6156051
0.3953618,0.05468354,0.0638947,-0.67094254,0.70459723,-0.08989955,0.83094597,-0.44115967,-0.19858868,1.5188746,1.1306249,0.42859438,0.75876117,-0.31812966,-0.06602378,1.7852806,1.6272398,1.3900646,1.4857188,1.6336348
0.39435467,0.022206701,0.017011771,-0.69200677,0.723927,-0.13234068,0.86379147,-0.47808576,-0.25676182,1.5506448,1.1551489,0.40024439,0.77820414,-0.35408664,-0.102411516,1.8032254,1.641997,1.3917081,1.5118804,1.6608235
0.3994015,-0.007953839,-0.024618397,-0.71399254,0.7765201,-0.16308571,0.9049763,-0.51172566,-0.29859886,1.5811957,1.1714798,0.37082455,0.818489,-0.38818458,-0.14395651,1.8067553,1.6705407,1.402412,1.55086,1.6802316
0.39450642,-0.04952818,-0.07634277,-0.742612,0.80437136,-0.20530716,0.93899417,-0.54140544,-0.33771554,1.6035925,1.1898649,0.32131827,0.8559726,-0.41920894,-0.1894739,1.8334309,1.6896818,1.4340041,1.575521,1.6891867
0.39323616,-0.08293073,-0.12776323,-0.7694266,0.8377281,-0.24511358,0.9815714,-0.57417095,-0.37489173,1.6442095,1.2144943,0.27888635,0.8984232,-0.4479514,-0.2112503,1.8392341,1.7062199,1.4534813,1.5973494,1.7093349
0.39539608,-0.11308763,-0.17551558,-0.7908955,0.8610271,-0.27249476,1.0192324,-0.60304946,-0.41278824,1.6516767,1.2365239,0.22557606,0.9370297,-0.48524806,-0.24908169,1.8491341,1.7350148,1.4642292,1.624347,1.727764
0.38382122,-0.14595814,-0.20810734,-0.81776756,0.8843067,-0.3185034,1.0721285,-0.6403716,-0.45601326,1.6726209,1.256216,0.17960773,0.9694648,-0.5138009,-0.2983553,1.8743867,1.7510254,1.4788315,1.6490774,1.7456208
0.36218092,-0.1781628,-0.26036215,-0.838896,0.9168182,-0.3503601,1.1117529,-0.67403644,-0.50357527,1.6852245,1.2763534,0.12250157,1.0030193,-0.54401094,-0.3425817,1.8811765,1.7593563,1.4889902,1.6701487,1.7650547
0.34406987,-0.22081691,-0.30536082,-0.8612475,0.9567281,-0.38197514,1.1384592,-0.71322286,-0.5415202,1.7236925,1.2899072,0.058525257,1.0431149,-0.5755866,-0.3833653,1.9045782,1.7728102,1.5029086,1.6879003,1.7765228
0.32903087,-0.2629628,-0.3438531,-0.8813431,0.9982582,-0.41890413,1.1794236,-0.73942214,-0.5838994,1.7365034,1.312681,-0.006919675,1.0839169,-0.60506594,-0.424113,1.9060009,1.7875228,1.5367717,1.7015605,1.798952
0.30826408,-0.30687603,-0.39237127,-0.90416306,1.0195087,-0.46021202,1.214221,-0.7566129,-0.62375265,1.7492857,1.3262004,-0.084822655,1.1081171,-0.6336502,-0.45870593,1.9308658,1.7981241,1.5455707,1.7376643,1.8271482
0.29247075,-0.3452456,-0.44458723,-0.9316204,1.0460244,-0.49201086,1.259198,-0.78363454,-0.6576698,1.7667288,1.3490431,-0.1541904,1.1477355,-0.65378386,-0.49498522,1.931565,1.8151547,1.5642503,1.7490479,1.8601667
0.27401856,-0.39705187,-0.48883092,-0.9510787,1.079192,-0.51515347,1.3025349,-0.80887294,-0.68771046,1.7885742,1.3623997,-0.22873126,1.1764972,-0.6877938,-0.53839654,1.9468054,1.8247198,1.5864409,1.7663575,1.8652073
0.24917796,-0.42547637,-0.5293877,-0.97159034,1.11124,-0.5510486,1.3327852,-0.84068644,-0.7125557,1.8204951,1.3823923,-0.29782343,1.1952376,-0.7214808,-0.5644092,1.9810678,1.8345487,1.5959642,1.794703,1.8926749
0.21791013,-0.46747938,-0.5743779,-0.991716,1.1529188,-0.5839479,1.3638662,-0.86103535,-0.74479425,1.8322045,1.3952916,-0.3672768,1.2290226,-0.7439565,-0.59911007,2.002134,1.8489631,1.6067004,1.8245691,1.9024739
0.18868746,-0.5135975,-0.6158849,-1.0120769,1.1925874,-0.60906553,1.4034649,-0.8904912,-0.7711173,1.8382193,1.4087645,-0.4375074,1.277311,-0.7713599,-0.642667,2.0090892,1.8468573,1.6313792,1.8333321,1.912306
0.15244815,-0.5534859,-0.655497,-1.0338309,1.207998,-0.6382645,1.4466738,-0.9148797,-0.806923,1.8540268,1.4397246,-0.49855524,1.2977339,-0.7928291,-0.6803329,2.0148363,1.8534942,1.6387794,1.837965,1.9174377
0.118216716,-0.5936791,-0.6932642,-1.0539057,1.2399995,-0.6625814,1.4879674,-0.94033027,-0.83353764,1.8762096,1.4463687,-0.55135864,1.3190136,-0.8248379,-0.7129748,2.0245204,1.8637612,1.6600391,1.8469828,1.9325209
0.07692849,-0.63289374,-0.7336229,-1.0725563,1.2616491,-0.70303917,1.514351,-0.96379364,-0.86969393,1.8982722,1.46248,-0.60322636,1.3536397,-0.8506771,-0.7470289,2.0278091,1.8675091,1.679554,1.8588628,1.9359295
0.025854286,-0.6675018,-0.7650467,-1.0901818,1.2888396,-0.73489875,1.5240946,-0.9905333,-0.89326954,1.9208761,1.4883753,-0.6515976,1.3888931,-0.8735068,-0.7763846,2.0403373,1.8860673,1.6846585,1.8704742,1.9432489
-0.02284387,-0.69954807,-0.8012062,-1.1089972,1.3093784,-0.7684939,1.5491948,-1.0164042,-0.9192164,1.9276543,1.4914199,-0.7013909,1.4089975,-0.89524794,-0.8053996,2.059701,1.8895296,1.6907454,1.898446,1.957644
-0.070901915,-0.73067975,-0.8349313,-1.1306546,1.3381361,-0.7936438,1.5783883,-1.0375223,-0.94086933,1.9377755,1.5026623,-0.746954,1.4485284,-0.9169053,-0.8332461,2.0652676,1.9058003,1.7009895,1.9007347,1.9682169
-0.12893994,-0.7600204,-0.8656803,-1.1465565,1.3722894,-0.8178086,1.62377,-1.0558441,-0.957607,1.9619586,1.5326145,-0.787307,1.4634651,-0.9373386,-0.8638937,2.0644841,1.9217798,1.710706,1.9098802,1.978033
-0.18828684,-0.79271376,-0.88769436,-1.1697799,1.3898481,-0.84202045,1.6526393,-1.0721048,-0.98172086,1.9677706,1.5575212,-0.82223034,1.4772565,-0.9619971,-0.88424563,2.0797818,1.9483187,1.7201003,1.9261844,1.985765
-0.2433808,-0.8120643,-0.9153847,-1.186276,1.4150897,-0.863165,1.6763166,-1.0883663,-0.99884313,1.9795896,1.5862471,-0.8572124,1.5100106,-0.9889761,-0.91086876,2.0812366,1.9670045,1.737002,1.947617,1.9862721
-0.30072603,-0.84007394,-0.93977004,-1.2030972,1.4457258,-0.8890851,1.6941569,-1.1085831,-1.0233157,1.9987608,1.6113807,-0.8905615,1.5441638,-1.0076809,-0.93968976,2.117656,1.9753149,1.7376707,1.9639598,2.0067163
-0.36178097,-0.8709676,-0.9566473,-1.2207041,1.4644076,-0.90878946,1.7074659,-1.1320533,-1.0497963,1.9997236,1.6248814,-0.9244634,1.5755576,-1.0286127,-0.96324533,2.1300888,1.9776812,1.7434616,1.9741335,2.0170386
-0.41224372,-0.893134,-0.9803586,-1.2400289,1.5059257,-0.9339061,1.7247612,-1.1509465,-1.0783321,2.021394,1.6325935,-0.9595868,1.6117285,-1.0501834,-0.99742603,2.1300912,1.9797287,1.751556,1.9765922,2.0216117
-0.45714617,-0.9161065,-1.0011454,-1.2559044,1.5291692,-0.96035314,1.7346246,-1.1664627,-1.0880486,2.0566244,1.6551048,-0.989158,1.64193,-1.0686253,-1.0161991,2.1416123,1.9880896,1.7607894,1.9920036,2.0463526
-0.50822407,-0.93954027,-1.0398076,-1.271629,1.552978,-0.97900313,1.7722311,-1.183825,-1.1108485,2.0625913,1.6696098,-1.0192246,1.6580153,-1.0859758,-1.0356251,2.139256,2.0152643,1.767763,2.010795,2.06415
-0.5587017,-0.96654004,-1.0612959,-1.287199,1.5654551,-1.0069513,1.7957064,-1.2020023,-1.14261,2.073608,1.6951721,-1.043696,1.6686306,-1.1074264,-1.0515002,2.158034,2.0295346,1.7733449,2.022827,2.0691607
-0.6070771,-1.0008597,-1.0867782,-1.3070667,1.5779396,-1.0254853,1.8058301,-1.2124115,-1.1626745,2.0770564,1.7063129,-1.0642384,1.6916202,-1.1288471,-1.068365,2.1747487,2.0411205,1.7852863,2.0278583,2.068632
-0.6506457,-1.0203896,-1.106144,-1.3218143,1.6014895,-1.0429146,1.8151971,-1.2278006,-1.1767027,2.096446,1.7224778,-1.0848129,1.6979654,-1.1412154,-1.089335,2.1801546,2.0467556,1.7946396,2.0510545,2.0737846
-0.685762,-1.0414871,-1.123239,-1.3364462,1.615927,-1.0634588,1.8186595,-1.2384001,-1.2034435,2.0983565,1.7469486,-1.1094371,1.7177016,-1.1571634,-1.1063619,2.1942115,2.046277,1.7948573,2.0657723,2.1016355
-0.7264327,-1.0622785,-1.1423459,-1.3570378,1.6383609,-1.0812262,1.8314437,-1.2613224,-1.2139099,2.1101465,1.7835941,-1.1373845,1.7487408,-1.1806613,-1.1241996,2.1942115,2.0567713,1.8205316,2.087866,2.1268818
-0.7634071,-1.0813885,-1.1586989,-1.3761979,1.6419718,-1.1052917,1.8464282,-1.2837126,-1.2359387,2.116913,1.788932,-1.1587838,1.7606765,-1.1964517,-1.1418611,2.1978588,2.0641,1.8384742,2.0862052,2.1262927
-0.7987936,-1.1105917,-1.1799259,-1.3892176,1.6688673,-1.1274028,1.8773158,-1.2970754,-1.248301,2.1282232,1.7948439,-1.1803542,1.7741314,-1.207178,-1.1584231,2.1983614,2.0646863,1.8518053,2.0885315,2.1326854
-0.83090144,-1.1267848,-1.2015162,-1.4021708,1.6754583,-1.1475372,1.8759679,-1.3018851,-1.2604901,2.140009,1.8020546,-1.2002685,1.7981057,-1.2204933,-1.1772355,2.2000227,2.07508,1.8567352,2.0860558,2.1481738
-0.86359626,-1.1406939,-1.216413,-1.4150918,1.6888361,-1.1647334,1.9003506,-1.3071611,-1.272782,2.1814983,1.8179579,-1.2188029,1.8207687,-1.2430028,-1.1946805,2.2172124,2.1003428,1.8616816,2.1033187,2.1591232
-0.89327157,-1.161907,-1.231268,-1.4279726,1.7084647,-1.1783199,1.9134325,-1.3274039,-1.290227,2.1948001,1.8177722,-1.2371833,1.8490256,-1.2606053,-1.2149336,2.2277236,2.1077213,1.876275,2.120717,2.1655798
-0.9211391,-1.1795608,-1.2484925,-1.4408094,1.7173672,-1.2025704,1.9343387,-1.3400025,-1.3026632,2.2100704,1.8228943,-1.2521676,1.8525987,-1.2736262,-1.2297007,2.2407832,2.1183786,1.8842574,2.131139,2.1866927
-0.9484376,-1.1999738,-1.2630191,-1.4535966,1.7333794,-1.21793,1.9537855,-1.3589627,-1.3146777,2.217338,1.821973,-1.2811594,1.8738786,-1.280179,-1.2457781,2.2407894,2.1186604,1.9128392,2.1332886,2.1875393
-0.97596645,-1.2234111,-1.2825103,-1.4663302,1.7524482,-1.232075,1.9751242,-1.3710438,-1.3283005,2.2193131,1.8322202,-1.2877727,1.8964485,-1.2965873,-1.2604221,2.2407894,2.1193476,1.9164511,2.13725,2.1875653
-1.0033737,-1.2390484,-1.2963731,-1.4790066,1.7651103,-1.2469231,1.9785614,-1.3831409,-1.3446581,2.2212646,1.856181,-1.2947519,1.9029622,-1.3096095,-1.2762493,2.2438889,2.1351376,1.9244318,2.1628966,2.1876624
-1.02846,-1.2579695,-1.3102099,-1.4916219,1.7714431,-1.2617077,1.9890919,-1.3952744,-1.356381,2.2422862,1.870586,-1.3102294,1.9064488,-1.3226316,-1.2919251,2.2660015,2.1369421,1.9444057,2.170116,2.1880763
-1.0500156,-1.2730144,-1.3240113,-1.504173,1.784525,-1.2777908,2.0072517,-1.4074358,-1.3681782,2.2566388,1.8928536,-1.3255538,1.9171841,-1.3356693,-1.3002619,2.2809467,2.1360366,1.9687618,2.1700869,2.1877203
-1.0733069,-1.2939229,-1.3343803,-1.5166578,1.7885321,-1.2879604,2.0084445,-1.4383103,-1.3800386,2.2566388,1.8943217,-1.3407096,1.9358677,-1.3487127,-1.3151938,2.289421,2.1455681,1.9710982,2.1700869,2.194335
-1.094988,-1.3079338,-1.3482301,-1.5290738,1.8056846,-1.2964149,2.0375288,-1.447554,-1.3919525,2.2597256,1.9075439,-1.3482296,1.9511528,-1.354634,-1.3305227,2.289423,2.156393,1.9895439,2.1700869,2.2016962
-1.11208,-1.3219029,-1.3741686,-1.5414188,1.8102942,-1.3109847,2.0489376,-1.4567795,-1.4022479,2.2741325,1.915755,-1.3632067,1.9611951,-1.3762869,-1.3427098,2.2930477,2.15658,1.9949305,2.1901186,2.2016962
-1.1329485,-1.3345706,-1.3859904,-1.5536914,1.8173004,-1.3456893,2.070357,-1.4695618,-1.4135911,2.2741325,1.9237736,-1.3780434,1.9778692,-1.3884096,-1.3578633,2.3000011,2.156086,2.012003,2.1912403,2.2016962
-1.1541345,-1.3449891,-1.3978525,-1.5658908,1.8473247,-1.3514907,2.0856202,-1.48981,-1.4257269,2.2813015,1.9338253,-1.3927096,1.9840993,-1.4005328,-1.381735,2.3000011,2.1600626,2.0176544,2.1903777,2.2075446
-1.1706069,-1.3567924,-1.4142349,-1.5780147,1.8884991,-1.3594115,2.1013205,-1.4977822,-1.4378793,2.2825804,1.9516596,-1.4078617,1.9984525,-1.4126801,-1.3932667,2.3042316,2.1600654,2.023242,2.1903296,2.2184465
-1.190287,-1.3707763,-1.4258487,-1.5900636,1.8929572,-1.3649354,2.1071541,-1.5059328,-1.4552921,2.2842233,1.9800595,-1.424695,2.0066972,-1.4248459,-1.4208792,2.3223612,2.1600654,2.03445,2.1946003,2.2194343
-1.209323,-1.3805697,-1.4371551,-1.6020352,1.9006541,-1.373361,2.111551,-1.5142542,-1.4669132,2.2842233,1.9837707,-1.4385875,2.0187285,-1.4272426,-1.4300365,2.3223612,2.1600654,2.0426676,2.209624,2.2449336
-1.2278179,-1.3943592,-1.4465318,-1.6139308,1.9076369,-1.381996,2.117359,-1.5227387,-1.4785479,2.2897732,2.0061076,-1.450435,2.0364032,-1.4395043,-1.4392467,2.3241806,2.1850834,2.048111,2.2098968,2.2449534
-1.2473292,-1.416691,-1.4582981,-1.6257489,1.9152575,-1.3908241,2.1202881,-1.5313796,-1.4901962,2.3056195,2.0045176,-1.4708638,2.0401208,-1.4612936,-1.4486133,2.3491051,2.1885867,2.0637555,2.225154,2.2449534
-1.2690042,-1.4293042,-1.4700809,-1.6374902,1.927898,-1.3998367,2.128293,-1.54859,-1.5234083,2.3056216,2.0156546,-1.4836149,2.0513783,-1.4722176,-1.458127,2.3491051,2.1838999,2.0678499,2.225154,2.252363
-1.2871771,-1.4418895,-1.4818755,-1.6491542,1.9349251,-1.4090258,2.1396344,-1.5607407,-1.5292752,2.3056216,2.0302439,-1.4962951,2.069951,-1.4832033,-1.4677789,2.3491051,2.1878388,2.0678275,2.225154,2.252363
-1.3034391,-1.4544442,-1.4936751,-1.6607409,1.9487091,-1.4183819,2.1528728,-1.568443,-1.5353447,2.3056216,2.0404003,-1.5089035,2.0736744,-1.4942423,-1.477559,2.3574595,2.189855,2.090121,2.227387,2.2514298
-1.321418,-1.4669628,-1.5054617,-1.6722513,1.9681889,-1.4278964,2.163904,-1.5613775,-1.5416154,2.3056216,2.0419168,-1.5292319,2.1002839,-1.5053252,-1.4852293,2.3586278,2.1901026,2.0973527,2.2349365,2.2610822
-1.3396095,-1.4794387,-1.5172416,-1.6836845,1.9790722,-1.4375597,2.164183,-1.568718,-1.5480845,2.3260489,2.0347927,-1.5457745,2.1091971,-1.5325772,-1.4953442,2.3586278,2.1901026,2.0881128,2.234963,2.261086
-1.354752,-1.4918693,-1.5290039,-1.6950425,1.9912299,-1.453503,2.164197,-1.5766622,-1.5547495,2.3260489,2.0407708,-1.556719,2.122064,-1.5519,-1.5055549,2.3655298,2.206421,2.0950928,2.239959,2.270104
-1.3690168,-1.50425,-1.5407454,-1.7063242,1.9984939,-1.4628853,2.164197,-1.5847654,-1.5616065,2.357674,2.0406318,-1.5676845,2.131976,-1.5598762,-1.5344775,2.3687363,2.206413,2.1074543,2.239959,2.270104
-1.3838546,-1.5393561,-1.552461,-1.7175318,1.9974844,-1.4724095,2.164197,-1.5930198,-1.5686514,2.357691,2.063538,-1.5786623,2.1351492,-1.5675747,-1.5413268,2.3837001,2.2244594,2.1205895,2.2495973,2.286594
-1.398521,-1.5466268,-1.5641466,-1.7286643,2.0147946,-1.4820659,2.1744096,-1.6014189,-1.5758797,2.3544354,2.0760455,-1.589655,2.1416564,-1.5754415,-1.5483679,2.383616,2.2380557,2.1187637,2.2498224,2.290139
-1.4064881,-1.5536232,-1.5757978,-1.7397237,2.016672,-1.4918453,2.2001522,-1.6096897,-1.5832858,2.3598948,2.076742,-1.6030756,2.1456175,-1.5834697,-1.5555962,2.386484,2.2328131,2.1267939,2.25286,2.3002527
-1.425294,-1.5608065,-1.5874116,-1.7507106,2.0216777,-1.5017385,2.2110431,-1.618368,-1.5908636,2.3807085,2.078524,-1.6009265,2.1575253,-1.5916523,-1.5630069,2.3866622,2.2545588,2.1238918,2.2529175,2.3002527
-1.4486579,-1.5681716,-1.5989842,-1.7616247,2.0274837,-1.5117362,2.2112832,-1.6271664,-1.5986073,2.380714,2.083269,-1.6116565,2.172163,-1.5999819,-1.5705937,2.4104106,2.2686346,2.1238363,2.2529175,2.3002527
-1.46076,-1.5757135,-1.6105136,-1.7724679,2.0372124,-1.5218292,2.2099764,-1.636077,-1.6065106,2.380714,2.0824788,-1.622414,2.172163,-1.6084509,-1.5877676,2.4108145,2.2691402,2.1365595,2.2541263,2.3184047
-1.4728584,-1.5834255,-1.6219954,-1.7832409,2.0556657,-1.5320086,2.2149026,-1.6450922,-1.6145663,2.380714,2.0807972,-1.6331714,2.1689284,-1.6170514,-1.5948505,2.4139597,2.2691402,2.1293538,2.2914388,2.3199723
-1.4849409,-1.5913014,-1.6334289,-1.7939445,2.0660653,-1.5422657,2.218195,-1.6542041,-1.6227674,2.380714,2.08073,-1.6439289,2.1741984,-1.6257759,-1.6021105,2.4202259,2.2691402,2.1472418,2.291603,2.3393104
-1.497003,-1.5993345,-1.6448119,-1.8045793,2.0861807,-1.5525923,2.2352097,-1.663405,-1.6311064,2.40136,2.088554,-1.6546843,2.184802,-1.6419004,-1.6095419,2.4189236,2.2873158,2.1342795,2.291603,2.3417168
-1.5090406,-1.607518,-1.6561424,-1.8151462,2.0862079,-1.5629793,2.2418242,-1.6726865,-1.6395756,2.40136,2.1066885,-1.665425,2.184802,-1.6502209,-1.6171389,2.4322586,2.2873158,2.1311252,2.3038223,2.3472245
-1.5210478,-1.6158438,-1.667418,-1.8256463,2.119922,-1.5734193,2.2495155,-1.70689,-1.648168,2.40136,2.1254103,-1.6761521,2.1893773,-1.658647,-1.6248952,2.4365842,2.2930968,2.130502,2.3038292,2.3587842
-1.5330198,-1.6243051,-1.6786386,-1.8360804,2.1174428,-1.5839057,2.2495155,-1.711301,-1.6568753,2.40136,2.1327937,-1.686862,2.1893773,-1.667192,-1.632804,2.4365842,2.3067412,2.1456285,2.3038292,2.358788
-1.5449535,-1.6328937,-1.6898032,-1.8464496,2.1263635,-1.5944296,2.2495155,-1.7157944,-1.6656898,2.40136,2.134863,-1.6975477,2.207666,-1.6758487,-1.6408584,2.4365842,2.3119445,2.1531913,2.3038292,2.3782876
-1.5568444,-1.6416019,-1.7181375,-1.8567548,2.135549,-1.6049845,2.2683954,-1.7204671,-1.6746045,2.40136,2.13498,-1.708211,2.2220702,-1.6846095,-1.6490515,2.4365842,2.3119445,2.1606712,2.3038292,2.384693
-1.56869,-1.6504227,-1.7265893,-1.8669971,2.1437733,-1.6155648,2.2903466,-1.7253197,-1.683611,2.40136,2.137466,-1.7188445,2.228715,-1.6934668,-1.6573762,2.4365842,2.3119445,2.1816814,2.3038292,2.397683
-1.5845305,-1.6593473,-1.7347716,-1.8771763,2.1486738,-1.6261634,2.2933707,-1.7303523,-1.6927027,2.4251442,2.1479907,-1.7294484,2.2484837,-1.7024132,-1.6658242,2.4365842,2.3341954,2.1818805,2.3038292,2.3976862
