total_losses,wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,total_lmp_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw
0.75045925,0.26096946,0.5959832,0.8923014,0.17544794,0.45981368,0.22647431,0.6376228,0.1607918,0.3673647,0.6963204,0.42224938,0.457526,0.09908622,0.122934975,0.07980333,0.16166942,0.26787558,0.34849438,0.16073297,0.1354548,0.40135133,0.52459043,0.13780728,0.13843195,0.42906213,0.30721322,0.66265583,0.31939778,0.09622417,0.0886629,0.12303423,0.13184607,0.7538539
0.72265035,0.2354588,0.5747024,0.8681592,0.1526481,0.4435902,0.20568432,0.5913,0.14603567,0.35777652,0.6624094,0.42532843,0.4471452,0.078168094,0.09697666,0.0673049,0.14648966,0.23965265,0.31505957,0.14216149,0.121001326,0.36205113,0.4933995,0.120751515,0.120569095,0.40945297,0.28824326,0.6289703,0.29924527,0.07413495,0.07104025,0.10422546,0.11562793,0.7181757
0.7012356,0.2091477,0.5508826,0.84216887,0.1338825,0.42716378,0.19506608,0.574469,0.12749583,0.3354851,0.631857,0.4096861,0.44791606,0.06244269,0.07450986,0.05781724,0.1291165,0.22280681,0.2757541,0.12480189,0.1072955,0.3400774,0.47927305,0.10412262,0.1092112,0.39181158,0.2700075,0.61492383,0.28783578,0.057348527,0.057394035,0.09235242,0.09932345,0.69005644
0.6802943,0.18967652,0.5264227,0.82316047,0.112859465,0.4140112,0.18007235,0.5493252,0.11674369,0.32707703,0.60984784,0.3919472,0.435379,0.04882915,0.056794744,0.049201373,0.121983595,0.20280588,0.24864382,0.115747675,0.09544303,0.3202994,0.47284737,0.09047768,0.09769593,0.38068804,0.25537854,0.5821978,0.2694165,0.043233763,0.045349967,0.07883247,0.08473617,0.6613866
0.6621092,0.1719757,0.50568867,0.7928369,0.09456624,0.3977886,0.17149252,0.54237604,0.10884495,0.3125524,0.5904714,0.38356015,0.42279956,0.036956485,0.041962083,0.044345554,0.11140412,0.18214492,0.21872564,0.107504025,0.08252386,0.2987625,0.45604292,0.078083605,0.089818306,0.36036322,0.2289777,0.56808394,0.25229725,0.032065812,0.035896126,0.06813783,0.07271792,0.6317629
0.6464165,0.16032247,0.49095765,0.7660235,0.07972797,0.39094755,0.16185835,0.5067953,0.0965234,0.3113364,0.5661438,0.38225365,0.41488463,0.027528774,0.029966734,0.03902074,0.10303905,0.17127426,0.19666992,0.103095,0.07362302,0.2784318,0.43881693,0.07018274,0.08162413,0.35032803,0.21665367,0.5416893,0.2432128,0.02321083,0.027146677,0.059981737,0.06133192,0.60524267
0.625594,0.14161512,0.4730393,0.74706155,0.066524245,0.37529173,0.15649481,0.5020352,0.08920571,0.29588103,0.5515446,0.36593002,0.415827,0.019882306,0.021187393,0.034733552,0.09243731,0.16432564,0.17138514,0.09784508,0.06434025,0.27032432,0.43101722,0.06263499,0.0742327,0.33753037,0.2030787,0.5253837,0.23531066,0.016659122,0.020934463,0.05187122,0.049187537,0.5857146
0.61766434,0.12616792,0.45531315,0.72957194,0.054032635,0.36341152,0.14310317,0.48846292,0.08353481,0.28755492,0.53201306,0.3588461,0.4109121,0.013695174,0.014279203,0.02945576,0.086493045,0.14959656,0.15295225,0.09350472,0.056946203,0.24916062,0.40995565,0.053450603,0.067322984,0.31655487,0.18514454,0.5095851,0.22981025,0.011031028,0.014813448,0.050009493,0.040717904,0.5696188
0.5942338,0.116555125,0.44161582,0.70786375,0.042681575,0.3545612,0.1351264,0.48940015,0.075074434,0.288358,0.5218077,0.35197198,0.39745957,0.009222805,0.009289753,0.025684971,0.081076756,0.13519835,0.13086279,0.09447044,0.04907801,0.231287,0.39323226,0.04658558,0.062123884,0.3157907,0.17205174,0.49727556,0.21855602,0.0074830255,0.0108637875,0.042850774,0.032311484,0.5497359
0.57866323,0.103448145,0.42581558,0.69157135,0.033428445,0.34189698,0.12892,0.46856382,0.07007508,0.27968702,0.5030124,0.34714288,0.38823026,0.0059583224,0.005739456,0.020654935,0.075508595,0.12730654,0.1157343,0.09014181,0.043739054,0.22447751,0.39289203,0.040207196,0.056749497,0.2964309,0.1607705,0.4778133,0.21221165,0.0047371667,0.0075666164,0.03805637,0.026094122,0.532757
0.5676544,0.09099584,0.40962997,0.67566895,0.025765618,0.33149153,0.12299887,0.46453053,0.06739569,0.26964918,0.48084688,0.3317433,0.38636982,0.0036776261,0.003558283,0.01807852,0.070239685,0.12190057,0.09620682,0.087756656,0.03818766,0.21239842,0.3855783,0.03530363,0.05363708,0.28158012,0.14913495,0.46346062,0.20575956,0.0029664056,0.005302068,0.036518034,0.020528281,0.5140172
0.55361784,0.07993119,0.39738947,0.66115224,0.019673156,0.3194284,0.11920751,0.45522076,0.06628016,0.26841164,0.46296147,0.3255804,0.38362557,0.0021807773,0.002083458,0.014994549,0.06436233,0.11536119,0.081462815,0.0867228,0.032868404,0.20252354,0.37818182,0.030034825,0.04922253,0.27955437,0.13846692,0.45425218,0.19539595,0.0017222214,0.0034446325,0.033726,0.015892709,0.4981556
0.54446083,0.06890224,0.38196293,0.6454932,0.01399696,0.31501204,0.11637806,0.43556124,0.06358767,0.2592358,0.4581521,0.31743327,0.3621295,0.0012382651,0.001176134,0.01143574,0.059550546,0.1084365,0.068422034,0.08282768,0.027107254,0.19120887,0.3703829,0.026129078,0.045747455,0.27345926,0.1291342,0.44247434,0.18713747,0.00096718053,0.0021957785,0.03267976,0.0116814785,0.49084336
0.5308275,0.06012043,0.36991063,0.6315871,0.010085998,0.31202894,0.114172384,0.4373444,0.059689775,0.2548105,0.44413084,0.31271657,0.3588245,0.00067600247,0.00063832605,0.0091481,0.056283765,0.10305927,0.057761192,0.08468048,0.02363363,0.18008912,0.3592796,0.022279162,0.043380395,0.27151173,0.11849973,0.42749113,0.18318594,0.0005049625,0.0012981214,0.028422426,0.008242845,0.4587837
0.5155743,0.050923895,0.35869262,0.6183648,0.007058548,0.30639672,0.107076585,0.41982973,0.057539772,0.25066155,0.4289237,0.30809048,0.35364538,0.00034768757,0.0003274758,0.006889889,0.05032156,0.09463743,0.04886359,0.08005638,0.019991951,0.1655098,0.34822127,0.0177208,0.041206155,0.26462376,0.107903734,0.4140615,0.17835067,0.00025284805,0.00074469973,0.02813816,0.0056050136,0.46005228
0.5021824,0.04255632,0.34450474,0.6068975,0.0047425996,0.30168435,0.10517939,0.41561636,0.058928333,0.24516661,0.4193611,0.29738253,0.3374312,0.00017105656,0.0001583783,0.0049859965,0.04781314,0.09172933,0.040928006,0.07925246,0.01713505,0.15872389,0.3447797,0.014196364,0.036246043,0.25781852,0.09961222,0.4058728,0.17304946,0.00011892224,0.00040482625,0.02603233,0.0036802734,0.44130033
0.49863788,0.035959568,0.33576888,0.589745,0.0031312702,0.2887015,0.10273781,0.3992541,0.05461636,0.24283245,0.41167662,0.29220662,0.34814346,7.951893e-05,7.241192e-05,0.003287341,0.045826547,0.08826092,0.03359372,0.07782124,0.013853074,0.15083529,0.33969334,0.011014467,0.034028858,0.24623509,0.091502205,0.39543164,0.17019445,5.2215095e-05,0.00020642548,0.024210937,0.0023464453,0.4340884
0.48282936,0.02937268,0.32342178,0.5816835,0.0019728548,0.29156962,0.09948889,0.39510223,0.05289449,0.23670676,0.400659,0.28627115,0.33261418,3.4914905e-05,3.11431e-05,0.0020403932,0.042511895,0.086094506,0.027815837,0.07535343,0.011198978,0.14172967,0.33229116,0.008100271,0.030474754,0.24948391,0.0833437,0.37623814,0.17023498,2.1673559e-05,0.00010115165,0.02397555,0.0013921007,0.42626712
0.46934214,0.02377938,0.3149955,0.56908756,0.0012108898,0.28349924,0.09814034,0.39887753,0.05167661,0.23563005,0.38278642,0.27984634,0.3290424,1.4368624e-05,1.2529834e-05,0.0012132793,0.040464826,0.08011133,0.022689454,0.0726319,0.008751107,0.13489255,0.3248104,0.0058672125,0.0277468,0.23969606,0.07591372,0.37268013,0.16255124,8.38082e-06,4.6679783e-05,0.023117252,0.0008017643,0.42019698
0.46371317,0.018646395,0.30477923,0.555574,0.0007111256,0.27857852,0.09674843,0.38594577,0.05229711,0.22859983,0.38304514,0.2746215,0.32218704,5.5283035e-06,4.7019125e-06,0.0006574086,0.037994284,0.081049964,0.01783775,0.07273269,0.006672796,0.12926982,0.32631186,0.004007014,0.026280966,0.23890144,0.06963403,0.36295962,0.15620369,3.014274e-06,2.0301344e-05,0.023613203,0.0004405401,0.3998006
0.44739598,0.014473729,0.29649833,0.5467378,0.0004000198,0.27972493,0.09380547,0.38067403,0.05220262,0.22756091,0.37008548,0.27017888,0.32454962,1.977554e-06,1.6366145e-06,0.0003368849,0.03381911,0.07661639,0.013800537,0.072937936,0.0048558475,0.12106916,0.3220751,0.0024723425,0.023675395,0.23331185,0.062698014,0.35360873,0.14806758,1.0021965e-06,8.2853585e-06,0.022922203,0.00022921615,0.39810368
0.4419065,0.010904818,0.2845423,0.53904694,0.00021550602,0.2748371,0.08995584,0.3745199,0.05277707,0.22318885,0.35486317,0.2662339,0.30993137,6.5433295e-07,5.255786e-07,0.0001603718,0.0328234,0.07582061,0.010365142,0.07212259,0.0034488044,0.112293504,0.31300268,0.0014080905,0.022041127,0.23249973,0.05670414,0.34553787,0.1522051,3.0630602e-07,3.1575694e-06,0.021778101,0.00011355142,0.3913388
0.43477038,0.008092698,0.27729014,0.5231667,0.00011058178,0.26919505,0.089611605,0.37087575,0.053329498,0.22067034,0.3492673,0.2612825,0.30589363,1.9906145e-07,1.5477717e-07,7.152822e-05,0.030069705,0.07202451,0.0077977013,0.06927191,0.0023438975,0.109023355,0.3220032,0.000763621,0.019806558,0.22680175,0.05145035,0.34213662,0.14342225,8.5494676e-08,1.1172066e-06,0.020763952,5.324761e-05,0.38674945
0.42257565,0.0058407765,0.27063903,0.51332587,5.40802e-05,0.26976925,0.08870294,0.3557368,0.04772135,0.21779498,0.34511048,0.2584156,0.30448076,5.5322378e-08,4.151863e-08,2.9736548e-05,0.027792664,0.069813244,0.0056246035,0.068161696,0.0015278922,0.09936334,0.30884892,0.00038292972,0.018200234,0.22250825,0.046660107,0.3371205,0.14166473,2.1660274e-08,3.6569594e-07,0.017656924,2.34759e-05,0.37823468
0.41826496,0.0040968857,0.2609892,0.5027807,2.5072079e-05,0.2612464,0.08627935,0.34946892,0.04961289,0.21828175,0.33741897,0.25203097,0.2979462,1.3947963e-08,1.0076848e-08,1.15715275e-05,0.025437348,0.070452586,0.003988386,0.06821977,0.0009523219,0.09193712,0.30314526,0.00017819401,0.016110193,0.22112826,0.041050058,0.32654202,0.14036025,4.9403424e-09,1.0990299e-07,0.017536078,9.734432e-06,0.36507425
0.41288248,0.0027853332,0.2539383,0.4951038,1.0976985e-05,0.25654107,0.08475252,0.34355798,0.049174175,0.21300492,0.33135304,0.24862136,0.29410583,3.1664626e-09,2.1952362e-09,4.171106e-06,0.023517573,0.066927,0.0026217217,0.063520394,0.0005672712,0.08536771,0.2979014,7.731254e-05,0.015513593,0.20734231,0.03554212,0.32276878,0.13784431,1.0064289e-09,3.0147607e-08,0.017225366,3.780488e-06,0.35111696
0.40221703,0.0018378489,0.24734434,0.48926178,4.5145985e-06,0.257698,0.084811926,0.33430138,0.048618555,0.20799874,0.3248207,0.24344517,0.28628868,6.4193784e-10,4.2567352e-10,1.3920179e-06,0.021655073,0.06530628,0.0016679196,0.06431942,0.00032203356,0.08130767,0.29821166,3.1143532e-05,0.014122668,0.21428359,0.031395175,0.31664783,0.13448659,1.815232e-10,7.496427e-09,0.015172373,1.3650658e-06,0.35247698
0.39267805,0.0011753495,0.2406228,0.47940174,1.7377087e-06,0.25695482,0.08311685,0.32495564,0.048942357,0.20676142,0.32018262,0.23664115,0.28127486,1.1518612e-10,7.279706e-11,4.2737298e-07,0.019865349,0.065141104,0.0010194696,0.064168535,0.0001736777,0.07436881,0.29373288,1.1628915e-05,0.0131095955,0.21422373,0.026487244,0.30832323,0.12979431,2.8707368e-11,1.6766529e-09,0.013550487,4.565232e-07,0.34665206
0.37877092,0.0007226198,0.23333631,0.47215077,6.224034e-07,0.25332755,0.081500635,0.32163137,0.04914062,0.20501822,0.30992997,0.23688307,0.2841107,1.811724e-11,1.0870566e-11,1.1997956e-07,0.018373653,0.06197312,0.0005900723,0.06115886,8.934339e-05,0.07157084,0.29521227,4.007257e-06,0.011689068,0.21003549,0.022698985,0.30137855,0.12774625,3.9391945e-12,3.3451833e-10,0.011645019,1.4057309e-07,0.34446824
0.37622103,0.00042617565,0.2304539,0.46734956,2.0633485e-07,0.25061798,0.081519425,0.31341577,0.050644115,0.20028257,0.3094501,0.23326023,0.27487853,2.4716787e-12,1.4020819e-12,3.0586484e-08,0.0155867,0.06296628,0.00032151505,0.05828924,4.3589367e-05,0.06472877,0.28996468,1.2722835e-06,0.010186143,0.20220079,0.019457364,0.29754636,0.1266541,4.6367717e-13,5.900483e-11,0.0106241265,3.9599296e-08,0.33274016
0.37373567,0.0002426193,0.22144908,0.45610774,6.295283e-08,0.24089657,0.079365246,0.31510478,0.047302052,0.2012348,0.30014032,0.22991747,0.26930726,2.891457e-13,1.5435816e-13,7.0291355e-09,0.013631684,0.061612137,0.00016720458,0.057291903,2.000421e-05,0.061689563,0.2914263,3.7025853e-07,0.009581076,0.19894682,0.016191855,0.2893166,0.12699986,4.6238597e-14,9.11165e-12,0.008484581,1.0134715e-08,0.322832
0.36762816,0.00013185834,0.21555133,0.44782186,1.7560385e-08,0.2419226,0.07925532,0.3088656,0.04682783,0.1923412,0.29329687,0.22568722,0.26252005,2.8644096e-14,1.4318863e-14,1.4443562e-09,0.012004486,0.061069567,8.117033e-05,0.05590979,8.664384e-06,0.05754065,0.28967047,9.784417e-08,0.0077928863,0.20365663,0.013296153,0.28970903,0.12639412,3.8535544e-15,1.2187801e-12,0.0061695846,2.3390003e-09,0.32109967
0.35951117,6.864124e-05,0.20821883,0.43892848,4.4473745e-09,0.24400564,0.078847155,0.30361384,0.04852958,0.1942431,0.28939632,0.22040795,0.25629705,2.370349e-15,1.1035058e-15,2.6304967e-10,0.010061339,0.05949375,3.689321e-05,0.056254845,3.522351e-06,0.05104704,0.27738163,2.3366917e-08,0.0064793834,0.19363344,0.010655131,0.28536484,0.12025049,2.6443437e-16,1.3958297e-13,0.0041928366,4.8288273e-10,0.313028
0.35464317,3.3977725e-05,0.20414837,0.43190718,1.0149847e-09,0.23673299,0.075734094,0.29838067,0.04610465,0.19095919,0.28667995,0.21800946,0.2565807,1.614198e-16,6.956832e-17,4.205534e-11,0.008247785,0.06078322,1.5762253e-05,0.055745326,1.3377016e-06,0.047360297,0.27738574,5.0041833e-09,0.005223051,0.19340874,0.008523054,0.28025383,0.119353645,1.4698882e-17,1.3515273e-14,0.0025079274,8.839217e-11,0.30853036
0.34310234,1.596396e-05,0.19939436,0.42779472,2.070352e-10,0.23336565,0.0764467,0.29518643,0.044478826,0.18714109,0.28243712,0.21295977,0.2521079,8.8993186e-18,3.527396e-18,5.8411934e-12,0.006857433,0.058585174,6.307692e-06,0.054441996,4.7217435e-07,0.042877365,0.2741264,9.529574e-10,0.0041680387,0.18688045,0.006685227,0.27286056,0.11926132,6.50096e-19,1.091184e-15,0.0013521089,1.4210235e-11,0.3099386
0.33854133,7.0885544e-06,0.19448563,0.42128646,3.741183e-11,0.22725625,0.075143084,0.28865764,0.043144617,0.18488733,0.2768183,0.2101062,0.24635558,3.90123e-19,1.4119124e-19,6.9686525e-13,0.0051977644,0.05654313,2.3573689e-06,0.051004875,1.540877e-07,0.03944958,0.2721626,1.5987092e-10,0.0031846443,0.1838305,0.005073454,0.2742813,0.1171649,2.2430075e-20,7.2357876e-17,0.0006303905,1.985611e-12,0.2992253
0.33670172,2.9604096e-06,0.18566817,0.41387066,5.9315374e-12,0.22522792,0.07425553,0.28735313,0.0416308,0.18351531,0.26686206,0.20825608,0.24116091,1.3331935e-20,4.3707335e-21,7.053244e-14,0.0036877524,0.05950763,8.1653303e-07,0.052290823,4.621653e-08,0.03560604,0.26864725,2.3391164e-11,0.0022884547,0.18156499,0.0037500989,0.26345697,0.11990013,5.907301e-22,3.8760397e-18,0.00025373852,2.3843988e-13,0.2971856
0.32738993,1.1583622e-06,0.18410374,0.4063571,8.1652214e-13,0.23040396,0.076567784,0.28235322,0.04209806,0.17687105,0.2670569,0.20456098,0.24283203,3.474903e-22,1.02291234e-22,5.975226e-15,0.0026186884,0.057949863,2.6098846e-07,0.05161756,1.2658126e-08,0.031709544,0.2595174,2.952273e-12,0.001602523,0.1855073,0.0027384416,0.26218295,0.11420533,1.1592805e-23,1.6470199e-19,9.111304e-05,2.4305353e-14,0.29426095
0.32326502,4.2239782e-07,0.1764308,0.397756,9.648437e-14,0.2273397,0.07342631,0.28173894,0.042584084,0.17244351,0.26392794,0.20126915,0.24109876,6.742881e-24,1.7649783e-24,4.1747565e-16,0.0017279004,0.059317455,7.652328e-08,0.0483595,3.1435645e-09,0.029089145,0.26658532,3.1759702e-13,0.0010537975,0.18238318,0.0019296418,0.25523275,0.115288824,1.6504549e-25,5.4414174e-21,2.9274279e-05,2.075002e-15,0.28855637
0.32067013,1.428201e-07,0.17083807,0.3936691,9.6656674e-15,0.22643612,0.07493144,0.27585357,0.040028792,0.17574024,0.25780672,0.20103428,0.22751085,9.4827065e-26,2.1832499e-26,2.3669613e-17,0.0010988036,0.05779755,2.0456525e-08,0.04792706,7.024851e-10,0.025126023,0.25949535,2.874298e-14,0.0006521715,0.17463914,0.0013340685,0.25074884,0.112916954,1.654516e-27,1.3671486e-22,8.485736e-06,1.4619666e-16,0.28077233
0.31525964,4.450399e-08,0.16626939,0.38774753,8.098329e-16,0.2224665,0.07428749,0.2765559,0.039958894,0.17050219,0.25535032,0.19678211,0.22803552,9.3796515e-28,1.8765289e-28,1.069839e-18,0.00063335785,0.056299146,4.949677e-09,0.04620833,1.4009088e-10,0.02258754,0.2625581,2.157306e-15,0.0003783183,0.1778141,0.00089614507,0.24987727,0.11114333,1.12944115e-29,2.5489683e-24,2.217705e-06,8.364841e-18,0.27819636
0.30956063,1.2702235e-08,0.16128944,0.3833212,5.5911116e-17,0.223598,0.073529124,0.26633054,0.04195921,0.17115317,0.2514607,0.19154313,0.22572275,6.3098735e-30,1.0820518e-30,3.780282e-20,0.0003419268,0.058105577,1.0754199e-09,0.04463341,2.4707479e-11,0.019319732,0.2552702,1.3219649e-16,0.00020888493,0.17128463,0.00058106554,0.24623318,0.11198124,5.056083e-32,3.4318475e-26,5.2251295e-07,3.8185263e-19,0.27216524
0.30439577,3.2980703e-09,0.15761235,0.3782166,3.12949e-18,0.21996827,0.071148194,0.261203,0.04148378,0.16329035,0.24704945,0.19245967,0.22753552,2.779681e-32,4.0231048e-33,1.0219817e-21,0.00017407454,0.0566934,2.0805616e-10,0.045714147,3.816284e-12,0.016956417,0.2601511,6.501307e-18,0.00010784487,0.17029102,0.00036522915,0.24433003,0.109339215,1.4222064e-34,3.2366911e-28,1.1012088e-07,1.3639426e-20,0.2679819
0.3008824,7.7328943e-10,0.15292639,0.37508655,1.3949689e-19,0.2174756,0.07266544,0.26162204,0.04146261,0.17020832,0.24061346,0.18978232,0.21977904,7.681824e-35,9.219492e-36,2.064019e-23,8.356114e-05,0.05590136,3.5513818e-11,0.0451148,5.1076656e-13,0.0143760545,0.2506557,2.5180076e-19,5.2481286e-05,0.17273052,0.00022117206,0.2431887,0.10851576,2.3938492e-37,2.0666962e-30,2.0608049e-08,3.7310803e-22,0.2644374
0.29670984,1.6242069e-10,0.14909539,0.36579528,4.8555046e-21,0.21784343,0.07344443,0.25923812,0.041369893,0.16622868,0.24207796,0.18772198,0.22051784,1.2679719e-37,1.2365646e-38,3.0327006e-25,3.7679532e-05,0.053848673,5.2951523e-12,0.0468897,5.855154e-14,0.012025539,0.24865244,7.5223635e-21,2.4049117e-05,0.16708326,0.00012883038,0.23793142,0.10634007,2.27899e-40,8.597149e-33,3.3928962e-09,7.632974e-24,0.25586212
0.29205868,3.029645e-11,0.14432694,0.36303928,1.2914086e-22,0.21095765,0.06946938,0.25087956,0.042068787,0.16841017,0.2378863,0.18770908,0.21585752,1.1812e-40,9.142e-42,3.147496e-27,1.5939788e-05,0.05369286,6.821795e-13,0.04413356,5.676714e-15,0.010043008,0.24473162,1.6939838e-22,1.0374523e-05,0.16490264,7.222124e-05,0.23093589,0.105869815,1.15e-43,2.230363e-35,4.8648174e-10,1.1374153e-25,0.25645885
0.28959897,4.971585e-12,0.1408951,0.357985,2.5622954e-24,0.21099682,0.069705755,0.24641208,0.040306237,0.16397242,0.23340425,0.18245871,0.21833095,5.7e-44,3e-45,2.2323158e-29,6.2902022e-06,0.052329414,7.504315e-14,0.043696746,4.590945e-16,0.008234065,0.24112953,2.80318e-24,4.1945677e-06,0.1623095,3.8650956e-05,0.23207742,0.10691553,0.0,3.4327267e-38,6.007895e-11,1.19879625e-27,0.25023633
0.2846752,7.1039355e-13,0.13738674,0.35497692,3.6927747e-26,0.20639724,0.069938354,0.25082543,0.04027742,0.16259597,0.23103485,0.17934638,0.21252453,0.0,0.0,1.0423813e-31,2.3115092e-06,0.05444807,6.9583037e-15,0.042605914,3.0506543e-17,0.00675804,0.2405324,3.313258e-26,1.5837876e-06,0.165316,1.9764599e-05,0.22888187,0.103537925,0.0,2.9584e-41,6.3135252e-12,8.647266e-30,0.24622117
