area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_solar_mw
0.10579411,0.012296986,0.069659546,0.010264986,0.00013990802,0.0018633889,0.00029977108,8.656494e-07,0.15345697,0.18965833,0.16882724,0.27845767,0.0008375571,0.051087577,6.6401503e-06,0.22663753,0.12000898,0.24519792,0.449255,0.02564239,0.24858573,0.47450253
0.1038406,0.009150044,0.06277071,0.007489548,5.6604444e-05,0.0011028808,0.0001286517,2.0362502e-07,0.14060155,0.19154742,0.16720887,0.27299806,0.00040266945,0.04718542,1.9958918e-06,0.22122079,0.11302224,0.23346037,0.43781716,0.023708679,0.23614576,0.46191236
0.09909294,0.0066042426,0.060279764,0.005323282,2.1272876e-05,0.00062470295,5.1759656e-05,4.2653646e-08,0.12433584,0.19268133,0.15984073,0.26728708,0.00018031275,0.043682992,5.450408e-07,0.21285172,0.11388366,0.22755492,0.4190861,0.023776656,0.22851616,0.44807267
0.09689494,0.004674479,0.05556533,0.0036879817,7.4060545e-06,0.00033910942,1.930445e-05,7.887455e-09,0.11153227,0.19323255,0.16084294,0.26214507,7.5141856e-05,0.042069748,1.3430699e-07,0.20624322,0.110425755,0.21798885,0.4075495,0.022538902,0.2203698,0.4357864
0.0934937,0.0032213489,0.051402763,0.0024772566,2.3714142e-06,0.00017556122,6.66495e-06,1.2753294e-09,0.10387181,0.1921419,0.16241652,0.2553168,2.8956105e-05,0.039222065,2.9630995e-08,0.20026912,0.108113885,0.21239306,0.39585045,0.023807112,0.2109912,0.42482665
0.09083768,0.0021622127,0.04803865,0.001616263,6.9482775e-07,8.643881e-05,2.1165322e-06,1.7844173e-10,0.09917894,0.19383849,0.16311456,0.24974619,1.0332307e-05,0.036092866,5.8041105e-09,0.19630235,0.107510746,0.20282148,0.3810418,0.022211386,0.20302202,0.41043368
0.08835746,0.001404398,0.043770194,0.001017855,1.850489e-07,4.029645e-05,6.145651e-07,2.1361347e-11,0.090040766,0.19592814,0.16091715,0.24613205,3.400089e-06,0.035007298,1.0002084e-09,0.18950337,0.10443953,0.19424082,0.37512004,0.022217115,0.19576165,0.400081
0.083651535,0.00088184926,0.040813535,0.0006173879,4.4463853e-08,1.771918e-05,1.6214126e-07,2.1608746e-12,0.086801514,0.19544765,0.16393395,0.24471097,1.0245725e-06,0.031626593,1.5013202e-10,0.1835778,0.104406096,0.18987782,0.35994422,0.02147858,0.18806903,0.39043602
0.08110518,0.000536377,0.03821506,0.0003617004,9.566121e-09,7.3211295e-06,3.8581696e-08,1.822237e-13,0.07879793,0.19603463,0.1636259,0.24115273,2.8138066e-07,0.030799856,1.9416151e-11,0.17962353,0.10576937,0.18227245,0.35067117,0.021154162,0.18143064,0.37904307
0.07901483,0.0003137307,0.033643838,0.00020306924,1.8268961e-09,2.8276731e-06,8.214952e-09,1.2621032e-14,0.07725505,0.19860348,0.1634811,0.23675317,6.989046e-08,0.029608794,2.1379849e-12,0.17491677,0.10077099,0.17690745,0.3420468,0.021529246,0.17381656,0.3693914
0.07595776,0.00017636686,0.030852659,0.00010922774,3.068348e-10,1.0159027e-06,1.551925e-09,7.063441e-16,0.0724448,0.19772463,0.16524534,0.23642601,1.5590135e-08,0.028846066,1.9786452e-13,0.17039143,0.10071982,0.17097504,0.33234385,0.020063603,0.16547205,0.35770702
0.07339788,9.4865114e-05,0.027477216,5.602837e-05,4.4865476e-11,3.3762947e-07,2.5768562e-10,3.1374703e-17,0.07080245,0.2005707,0.16293728,0.23283644,3.0973861e-09,0.027788514,1.517376e-14,0.16403168,0.09840912,0.16488999,0.32578835,0.020619558,0.1622688,0.34670383
0.07119096,4.8749913e-05,0.024542136,2.7343518e-05,5.6486825e-12,1.0318884e-07,3.722584e-11,1.0844322e-18,0.06790389,0.20133166,0.16523366,0.22887504,5.4318927e-10,0.026558595,9.493619e-16,0.16122873,0.09759242,0.1588663,0.3149719,0.019540854,0.15676738,0.3391183
0.06901409,2.3818726e-05,0.02201917,1.2642227e-05,6.050399e-13,2.8815277e-08,4.627088e-12,2.8536878e-20,0.063445576,0.20279069,0.16223805,0.22907668,8.326389e-11,0.024403881,4.7640246e-17,0.15613176,0.09809652,0.15404452,0.30704537,0.019826833,0.1490668,0.33193675
0.065530196,1.1029692e-05,0.019502973,5.515028e-06,5.4414738e-14,7.3012063e-09,4.888985e-13,5.5806913e-22,0.06422385,0.20231962,0.16504367,0.22734983,1.1037491e-11,0.024091272,1.8817803e-18,0.15128887,0.09840693,0.14937283,0.30246407,0.019668315,0.14777495,0.32131895
0.063791476,4.821837e-06,0.016648818,2.2606732e-06,4.0504607e-15,1.6659761e-09,4.3334328e-14,7.895412e-24,0.060100142,0.20328078,0.16606294,0.22595125,1.2506081e-12,0.023188587,5.7310065e-20,0.14838202,0.09544862,0.14342155,0.2933368,0.019019963,0.14161146,0.3139108
0.06064403,1.9806719e-06,0.014267064,8.664884e-07,2.4564728e-16,3.3953892e-10,3.1758876e-15,7.842208e-26,0.059520673,0.20466255,0.16625933,0.22295214,1.1958492e-13,0.021760255,1.3152934e-21,0.14206263,0.09450123,0.13950677,0.2867479,0.019895315,0.13545932,0.30564836
0.05948902,7.610469e-07,0.012003554,3.0898488e-07,1.1929885e-17,6.126349e-11,1.8942334e-16,5.2877586e-28,0.057683963,0.20407467,0.1685546,0.22179995,9.516723e-15,0.022269018,2.2177982e-23,0.13971289,0.09273834,0.13415523,0.27848336,0.01812658,0.13364202,0.29782778
0.057219222,2.7211576e-07,0.010151469,1.0194116e-07,4.552259e-19,9.691962e-12,9.0360945e-18,2.330254e-30,0.056621235,0.20672235,0.16814761,0.21894369,6.2077827e-16,0.020652492,2.670901e-25,0.13728303,0.09386707,0.13012408,0.27300763,0.018936008,0.12956089,0.28888035
0.055285063,9.00418e-08,0.008302266,3.0931602e-08,1.3365421e-20,1.3303309e-12,3.3821595e-19,6.4289865e-33,0.055475097,0.20730215,0.16883443,0.21800187,3.264097e-17,0.02061668,2.2259213e-27,0.13285905,0.092444584,0.12597698,0.264548,0.018856937,0.12313546,0.28211504
0.05239452,2.7409566e-08,0.006653443,8.576146e-09,2.9501156e-22,1.566314e-13,9.725366e-21,1.0570852e-35,0.053615183,0.20726389,0.17052776,0.21693987,1.3582851e-18,0.0200288,1.2389589e-29,0.12995732,0.090515174,0.122400135,0.2609255,0.017965972,0.11977107,0.27550358
0.051448125,7.626539e-09,0.005279875,2.1576445e-09,4.771254e-24,1.5622628e-14,2.0988307e-22,9.786234e-39,0.051508516,0.20951529,0.17019162,0.21360594,4.383609e-20,0.018482288,4.424508e-32,0.1278112,0.089743406,0.117229365,0.2549342,0.01788265,0.11748088,0.26808637
0.04885035,1.9261523e-09,0.0040939217,4.888441e-10,5.4945074e-26,1.3021821e-15,3.3124865e-24,4.773e-42,0.05123192,0.2087979,0.17021722,0.215143,1.0729484e-21,0.018403763,9.68474e-35,0.12439605,0.08796879,0.11438242,0.2489153,0.017561339,0.11459538,0.261744
0.047069944,4.3823614e-10,0.0031374607,9.892249e-11,4.3633354e-28,8.936395e-17,3.7145115e-26,1e-45,0.049467113,0.2098001,0.1711523,0.21387507,1.9430217e-23,0.01772207,1.2328998e-37,0.12146941,0.08846936,0.11156939,0.24349321,0.017193388,0.109863095,0.25585836
0.045946844,8.908867e-11,0.0023164633,1.7720634e-11,2.3049578e-30,4.9674826e-18,2.8654544e-28,0.0,0.048718236,0.21109115,0.16931465,0.21249269,2.532611e-25,0.017937811,8.5888e-41,0.12096025,0.08506879,0.10966159,0.23934641,0.017060433,0.10734479,0.24836268
0.04377892,1.6038764e-11,0.00169678,2.7829958e-12,7.776257e-33,2.196893e-19,1.4664e-30,0.0,0.04921212,0.21038409,0.17059909,0.21150886,2.30408e-27,0.017352523,3.1e-44,0.11740098,0.08628438,0.10622481,0.23523653,0.01705022,0.10432617,0.2434981
0.04287179,2.5325523e-12,0.0012050269,3.791552e-13,1.5994955e-35,7.579013e-21,4.7777395e-33,0.0,0.04871219,0.20996846,0.17164832,0.21022123,1.413438e-29,0.01657284,0.0,0.1157941,0.0857279,0.10360941,0.22931162,0.017433451,0.10203361,0.23657693
0.041119806,3.4707344e-13,0.0008308456,4.4300375e-14,1.9016255e-38,1.9956868e-22,9.456792e-36,0.0,0.048104025,0.21098453,0.17091192,0.20906852,5.623346e-32,0.016650217,0.0,0.112636305,0.0844073,0.09984707,0.22588718,0.017645244,0.09963661,0.23161642
0.038995184,4.081239e-14,0.00055567053,4.383766e-15,1.2282e-41,3.915435e-24,1.077452e-38,0.0,0.049201578,0.21076584,0.1722679,0.20881604,1.3881436e-34,0.016080292,0.0,0.10884265,0.08108379,0.097431764,0.2211363,0.01774501,0.0980607,0.22486913
0.037594967,4.0668055e-15,0.00036323327,3.6241093e-16,4e-45,5.5724845e-26,6.637e-42,0.0,0.047133453,0.21083024,0.17284806,0.20816708,2.021038e-37,0.015755847,0.0,0.10644148,0.081514776,0.09594047,0.21608005,0.017007045,0.09461499,0.21875809
0.035864223,3.3876e-16,0.00022860662,2.4659133e-17,0.0,5.583834e-28,1e-45,0.0,0.046272818,0.21175855,0.1706042,0.20752083,1.63658e-40,0.014786344,0.0,0.10422678,0.079338625,0.09486647,0.21530837,0.016878795,0.09314039,0.21437867
0.034852013,2.3240101e-17,0.00013944515,1.3585064e-18,0.0,3.809781e-30,0.0,0.0,0.045345042,0.21181618,0.17136852,0.2061758,6.9e-44,0.013899832,0.0,0.10394208,0.079907455,0.091249265,0.20948628,0.01724968,0.08977201,0.20795994
0.033281945,1.2918303e-18,8.177263e-05,5.951709e-20,0.0,1.7044424e-32,0.0,0.0,0.044981457,0.21239357,0.17069426,0.20507064,0.0,0.013964571,0.0,0.10092806,0.07758882,0.09064739,0.20607796,0.016717764,0.089968935,0.2031916
0.03152874,5.7149534e-20,4.613716e-05,2.0329165e-21,0.0,4.7908535e-35,0.0,0.0,0.04405434,0.21232364,0.17143224,0.2048504,0.0,0.014135287,0.0,0.09894913,0.07678312,0.0884513,0.20233454,0.017510328,0.08740919,0.19796214
0.03069121,1.972856e-21,2.4939729e-05,5.2967157e-23,0.0,8.0570015e-38,0.0,0.0,0.0447044,0.212543,0.17091203,0.20417124,0.0,0.013901678,0.0,0.09682065,0.075939834,0.08626219,0.1986774,0.015826274,0.08499067,0.19537497
0.029527696,5.1999944e-23,1.2876329e-05,1.0275389e-24,0.0,7.6627e-41,0.0,0.0,0.044271152,0.21309155,0.17121899,0.20248698,0.0,0.013583727,0.0,0.09568239,0.07563508,0.08448876,0.19431065,0.016170794,0.082251914,0.19038819
0.02913838,1.0215906e-24,6.3296e-06,1.4448598e-26,0.0,3.9e-44,0.0,0.0,0.043324478,0.21248405,0.17115423,0.2026996,0.0,0.013251283,0.0,0.09396239,0.0734098,0.0839005,0.19201434,0.015780112,0.08391608,0.1869816
0.02761321,1.4564623e-26,2.9517796e-06,1.4291344e-28,0.0,0.0,0.0,0.0,0.043472443,0.21282685,0.17155693,0.20160064,0.0,0.012353202,0.0,0.091770425,0.07308628,0.08147926,0.18875277,0.015781945,0.08049405,0.18406822
0.026407158,1.4625636e-28,1.3004394e-06,9.615115e-31,0.0,0.0,0.0,0.0,0.042498775,0.2131209,0.17069729,0.20131531,0.0,0.01223149,0.0,0.089896165,0.07319209,0.08099539,0.18546939,0.0154282255,0.07909506,0.17919327
0.025010318,1.0004788e-30,5.389081e-07,4.236759e-33,0.0,0.0,0.0,0.0,0.043791592,0.21219438,0.17173746,0.20158668,0.0,0.012371561,0.0,0.088532664,0.07214134,0.07927232,0.18203089,0.016372351,0.07755486,0.17385724
0.023502516,4.4897658e-33,2.0911575e-07,1.1712955e-35,0.0,0.0,0.0,0.0,0.043232884,0.21291228,0.17079455,0.20022167,0.0,0.0120034665,0.0,0.08772306,0.07250191,0.07871082,0.17846899,0.015566163,0.07514792,0.1710613
0.022732668,1.2665408e-35,7.559355e-08,1.9343761e-38,0.0,0.0,0.0,0.0,0.043634918,0.21175067,0.1716755,0.20027474,0.0,0.011519067,0.0,0.08761405,0.07119011,0.07776148,0.1756663,0.016186887,0.074506305,0.16540563
0.02172076,2.1389585e-38,2.531973e-08,1.8032e-41,0.0,0.0,0.0,0.0,0.041673243,0.21239121,0.17086704,0.19863345,0.0,0.01200212,0.0,0.0870291,0.070168704,0.07791469,0.17218958,0.015833773,0.07329863,0.16455175
0.020468093,2.0442e-41,7.811812e-09,8e-45,0.0,0.0,0.0,0.0,0.041757468,0.21276107,0.17116679,0.19751848,0.0,0.011118285,0.0,0.0834503,0.068139546,0.07562418,0.17219754,0.01570395,0.072242096,0.16034745
0.019523606,1e-44,2.20598e-09,0.0,0.0,0.0,0.0,0.0,0.04161471,0.21235467,0.17120847,0.19674608,0.0,0.011371547,0.0,0.08281516,0.068981044,0.0752703,0.16961242,0.015667183,0.07109353,0.1572584
0.01795987,0.0,5.662626e-10,0.0,0.0,0.0,0.0,0.0,0.04128758,0.21264377,0.1693569,0.19716343,0.0,0.011838287,0.0,0.08163175,0.06853844,0.07496011,0.16733508,0.015561989,0.07070974,0.1530607
0.017142225,0.0,1.3114818e-10,0.0,0.0,0.0,0.0,0.0,0.04152725,0.2131755,0.16971228,0.19540887,0.0,0.011338148,0.0,0.08215008,0.06668854,0.07214271,0.16570556,0.015265722,0.06956572,0.15304263
0.016117733,0.0,2.7184767e-11,0.0,0.0,0.0,0.0,0.0,0.041093845,0.21305524,0.16952439,0.19450495,0.0,0.011323828,0.0,0.07941809,0.067168735,0.07375979,0.1638903,0.014979641,0.06820112,0.14779042
0.015431637,0.0,4.9991955e-12,0.0,0.0,0.0,0.0,0.0,0.040683385,0.21202867,0.17048724,0.19363561,0.0,0.010961266,0.0,0.07879546,0.066659726,0.07138906,0.16094175,0.0151789235,0.06818169,0.14543194
0.0145107,0.0,8.0788425e-13,0.0,0.0,0.0,0.0,0.0,0.04002439,0.21191691,0.16935734,0.19413997,0.0,0.01135964,0.0,0.07735328,0.06519827,0.07062606,0.15921703,0.015161231,0.06724922,0.1419722
0.013404025,0.0,1.1354745e-13,0.0,0.0,0.0,0.0,0.0,0.040660005,0.21057756,0.17019452,0.19430944,0.0,0.010987046,0.0,0.076943584,0.06509803,0.07016332,0.15572293,0.015198082,0.06450038,0.13954839
0.012587515,0.0,1.3724281e-14,0.0,0.0,0.0,0.0,0.0,0.040765096,0.21070175,0.17014149,0.19294064,0.0,0.01073856,0.0,0.07614696,0.06440993,0.06860064,0.15522768,0.015376539,0.063273385,0.13645333
0.0120388195,0.0,1.4091371e-15,0.0,0.0,0.0,0.0,0.0,0.039869715,0.21103027,0.1689472,0.19227281,0.0,0.010047447,0.0,0.07556482,0.06226902,0.06950265,0.15326402,0.015145937,0.062984794,0.13487564
0.010767179,0.0,1.2126781e-16,0.0,0.0,0.0,0.0,0.0,0.040586524,0.21133003,0.16802965,0.19101131,0.0,0.009889838,0.0,0.07314198,0.06348384,0.069287926,0.1504569,0.015354983,0.061767362,0.13105725
0.010108966,0.0,8.619884e-18,0.0,0.0,0.0,0.0,0.0,0.040436402,0.21048853,0.16756399,0.1911414,0.0,0.009824191,0.0,0.07240972,0.061889447,0.06877526,0.14829534,0.015306321,0.06345922,0.12885435
0.00923971,0.0,4.980233e-19,0.0,0.0,0.0,0.0,0.0,0.03911574,0.21022984,0.16776055,0.19090873,0.0,0.010886424,0.0,0.072198614,0.063581645,0.06917279,0.14811401,0.015394974,0.061198834,0.12594976
0.008309704,0.0,2.2979405e-20,0.0,0.0,0.0,0.0,0.0,0.03974947,0.21001571,0.16854548,0.18942422,0.0,0.010263635,0.0,0.07239058,0.06188988,0.0695546,0.14592203,0.014797187,0.059951536,0.12486924
0.00785006,0.0,8.3052887e-22,0.0,0.0,0.0,0.0,0.0,0.039646566,0.21016744,0.16736859,0.18916236,0.0,0.010201512,0.0,0.07159484,0.062026255,0.066604234,0.14454214,0.014877022,0.05962129,0.12245972
0.0069625704,0.0,2.3015227e-23,0.0,0.0,0.0,0.0,0.0,0.0401537,0.2091571,0.16745076,0.18909118,0.0,0.009866216,0.0,0.07057536,0.06162964,0.06663742,0.14162548,0.014755302,0.058795113,0.12067991
0.006262236,0.0,4.7758827e-25,0.0,0.0,0.0,0.0,0.0,0.03963284,0.20974152,0.16654107,0.18748248,0.0,0.0094657075,0.0,0.06889689,0.061050825,0.067057684,0.14208578,0.014389132,0.0595403,0.11851934
0.0056066257,0.0,7.2289395e-27,0.0,0.0,0.0,0.0,0.0,0.03950511,0.20969898,0.1663297,0.1866675,0.0,0.009693767,0.0,0.069377944,0.060537785,0.06596151,0.13762507,0.014614755,0.05790391,0.11754681
0.004756065,0.0,7.7514004e-29,0.0,0.0,0.0,0.0,0.0,0.03795254,0.20898299,0.16630314,0.1879148,0.0,0.009733113,0.0,0.06966551,0.060636178,0.06743932,0.13662331,0.014475569,0.057139233,0.11638514
0.004043276,0.0,5.698461e-31,0.0,0.0,0.0,0.0,0.0,0.038588606,0.20907356,0.16662921,0.18658264,0.0,0.009159906,0.0,0.06800209,0.060855437,0.06697468,0.13876745,0.014421568,0.05834285,0.1132033
0.0034423736,0.0,2.7682802e-33,0.0,0.0,0.0,0.0,0.0,0.038024325,0.20965189,0.16624495,0.18543227,0.0,0.009116586,0.0,0.068414,0.060555473,0.06775312,0.13563704,0.014426402,0.05659996,0.111205205
0.0029133207,0.0,8.523594e-36,0.0,0.0,0.0,0.0,0.0,0.03927191,0.20913127,0.16556577,0.18548578,0.0,0.00954162,0.0,0.06731497,0.059907846,0.06804995,0.13336802,0.01398508,0.05546793,0.10936844
0.0023374509,0.0,1.586078e-38,0.0,0.0,0.0,0.0,0.0,0.038822252,0.20844795,0.16619506,0.18493463,0.0,0.008426245,0.0,0.06658396,0.059861008,0.06840066,0.13257185,0.014401281,0.05497298,0.1092786
0.0019129625,0.0,1.6886e-41,0.0,0.0,0.0,0.0,0.0,0.038250342,0.20866685,0.16554658,0.18510267,0.0,0.009091681,0.0,0.06602735,0.05975538,0.0672013,0.13106759,0.014541225,0.055843838,0.10601257
0.0014945493,0.0,1e-44,0.0,0.0,0.0,0.0,0.0,0.038663503,0.20860401,0.16590518,0.1830266,0.0,0.008422852,0.0,0.065655544,0.05789053,0.06581324,0.13063608,0.014256479,0.054889016,0.10522021
0.0011571705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038302954,0.20817491,0.16503726,0.18343714,0.0,0.008928949,0.0,0.06479354,0.058623366,0.06617088,0.13111706,0.014451057,0.053445432,0.10226891
0.00085016486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038144,0.20758186,0.16533032,0.18318434,0.0,0.008557375,0.0,0.06331811,0.057663385,0.06785641,0.1290559,0.013995298,0.054359037,0.10269634
0.0006228954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037012342,0.20771976,0.164092,0.18227193,0.0,0.009489207,0.0,0.06412557,0.057505425,0.06460241,0.1283993,0.01442792,0.05455664,0.101981215
0.00043835386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037779395,0.20651978,0.16464768,0.18273553,0.0,0.008267645,0.0,0.06369791,0.05707444,0.06417837,0.12651522,0.014755608,0.053698994,0.09951189
0.0002982955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03765889,0.20712821,0.1646647,0.18094905,0.0,0.00864801,0.0,0.06214129,0.058727574,0.06455465,0.12557878,0.014091627,0.052533984,0.09740918
0.00019793698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746505,0.20668402,0.16358235,0.18161218,0.0,0.008898905,0.0,0.062470883,0.057208687,0.06465037,0.12571052,0.0145503385,0.053399887,0.09697718
0.00012632186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037948105,0.20705028,0.16259326,0.18117437,0.0,0.008728456,0.0,0.061708704,0.056567147,0.064973384,0.124694586,0.01359,0.05356635,0.09585839
7.7753844e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038126342,0.20610206,0.16338573,0.18053381,0.0,0.00847599,0.0,0.06054596,0.056201585,0.064085715,0.12348656,0.014207042,0.052537467,0.094643705
4.6174893e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038597263,0.20590645,0.16376172,0.17904861,0.0,0.008391762,0.0,0.06105483,0.055783838,0.06316956,0.12291155,0.014114481,0.05147981,0.09355236
2.6322521e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037725132,0.20563485,0.16278338,0.17953724,0.0,0.008654266,0.0,0.059851356,0.055493798,0.065178886,0.12072594,0.0138678625,0.051184,0.092079885
1.4375727e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037075598,0.20572874,0.1629979,0.17790832,0.0,0.008663734,0.0,0.059001524,0.055289164,0.063749894,0.12147645,0.014100749,0.052229375,0.09134903
7.503692e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773712,0.2043856,0.1632119,0.17777005,0.0,0.008565128,0.0,0.058717392,0.055408668,0.06381497,0.12021567,0.014195513,0.05166999,0.09050117
3.7342008e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036540247,0.20508122,0.16204552,0.17752741,0.0,0.008765647,0.0,0.059043635,0.055183545,0.063851245,0.120600715,0.013566157,0.05029163,0.08931709
1.7635591e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03686919,0.20382282,0.16277511,0.1776235,0.0,0.00853157,0.0,0.05827852,0.055095002,0.062370937,0.11893202,0.014240055,0.05078801,0.08759808
