方法,说明,n,前n个字段,target,中文名,budget,full_r2,n_pool,目标
XGBoost,树模型特征重要性（2016）,0.9235653695910009,reserve_spin_r1_mw|area_1_load_day_ahead_mw|area_1_load_actual_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|system_losses_mw|reserve_spin_r2_mw,branch_ab1_loading_pct,线路AB1负载率,9,0.9516535845379651,21,branch_ab1_loading_pct
Lasso,线性稀疏（1996）,0.9016894837491228,area_1_load_actual_mw|gen_fuel_wind_mw|system_losses_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|reserve_reg_up_mw|area_1_load_day_ahead_mw|area_3_load_day_ahead_mw,branch_ab1_loading_pct,线路AB1负载率,9,0.9516535845379651,21,branch_ab1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.8051204026938044,system_losses_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|area_1_load_actual_mw|system_generation_mw|system_load_day_ahead_mw|system_load_actual_mw|reserve_spin_r2_mw|area_2_load_actual_mw,branch_ab1_loading_pct,线路AB1负载率,9,0.9516535845379651,21,branch_ab1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9598002431090993,reserve_spin_r1_mw|gen_fuel_wind_mw|gen_fuel_natural_gas_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|reserve_spin_r3_mw|gen_fuel_hydro_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9583783372396324,gen_fuel_coal_mw|gen_fuel_hydro_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|area_1_load_actual_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9391148918482248,system_losses_mw|gen_fuel_solar_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_natural_gas_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
XGBoost,树模型特征重要性（2016）,0.9449122354438859,system_losses_mw|gen_fuel_solar_mw|area_1_load_day_ahead_mw|gen_fuel_coal_mw|area_1_load_actual_mw|gen_fuel_wind_mw|gen_fuel_nuclear_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
Lasso,线性稀疏（1996）,0.9548404134711919,gen_fuel_wind_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|area_1_load_actual_mw|reserve_spin_r3_mw|gen_fuel_coal_mw|reserve_spin_r1_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
Pearson,相关系数排序（只看两两关系）,0.6983969829236398,system_losses_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|reserve_spin_r1_mw|area_1_load_actual_mw|area_1_load_day_ahead_mw,branch_ab2_loading_pct,线路AB2负载率,7,0.9663430352299719,21,branch_ab2_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9217909393088259,gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_2_load_actual_mw|area_1_load_actual_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|reserve_spin_r3_mw|gen_fuel_solar_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9222126260456179,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_hydro_mw|area_2_load_actual_mw|area_1_load_actual_mw|reserve_reg_down_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.8611182169661696,reserve_spin_r1_mw|system_losses_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|reserve_reg_up_mw|gen_fuel_nuclear_mw|gen_fuel_natural_gas_mw|reserve_reg_down_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
XGBoost,树模型特征重要性（2016）,0.911177658599916,area_1_load_day_ahead_mw|area_1_load_actual_mw|reserve_spin_r1_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|gen_fuel_coal_mw|reserve_spin_r2_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
Lasso,线性稀疏（1996）,0.8953273911376465,area_1_load_actual_mw|system_losses_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|gen_fuel_natural_gas_mw|reserve_spin_r3_mw|reserve_spin_r2_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
Pearson,相关系数排序（只看两两关系）,0.6485118864532201,area_1_load_actual_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|system_generation_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|system_load_day_ahead_mw|system_load_actual_mw,branch_ab3_loading_pct,线路AB3负载率,9,0.9190641875881893,21,branch_ab3_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.959219656874412,gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|system_losses_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9556587270243521,gen_fuel_natural_gas_mw|gen_fuel_coal_mw|system_losses_mw|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw|area_3_load_day_ahead_mw|reserve_reg_up_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9576291333162719,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|reserve_reg_up_mw|gen_fuel_natural_gas_mw|reserve_spin_r3_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
XGBoost,树模型特征重要性（2016）,0.9600517185650569,gen_fuel_wind_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|reserve_spin_r3_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
Lasso,线性稀疏（1996）,0.9588810381895829,gen_fuel_wind_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_nuclear_mw|area_1_load_actual_mw|reserve_spin_r3_mw|gen_fuel_hydro_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.9477535354444631,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|reserve_reg_up_mw|reserve_reg_down_mw|gen_fuel_hydro_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw|area_3_load_actual_mw,branch_ca_1_loading_pct,线路CA-1负载率,9,0.9609273489635466,21,branch_ca_1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9576264682549391,gen_fuel_natural_gas_mw|gen_fuel_wind_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|system_losses_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|gen_fuel_nuclear_mw|reserve_reg_up_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9555458754124354,gen_fuel_natural_gas_mw|gen_fuel_wind_mw|system_losses_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|area_1_load_day_ahead_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|area_3_load_day_ahead_mw|reserve_reg_up_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.951888592932436,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|reserve_reg_up_mw|gen_fuel_hydro_mw|gen_fuel_coal_mw|area_3_load_day_ahead_mw|area_3_load_actual_mw|gen_fuel_natural_gas_mw|gen_fuel_nuclear_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
XGBoost,树模型特征重要性（2016）,0.9583793964155227,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|area_1_load_day_ahead_mw|gen_fuel_nuclear_mw|reserve_spin_r3_mw|area_3_load_actual_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
Lasso,线性稀疏（1996）,0.9570871254972696,gen_fuel_wind_mw|gen_fuel_natural_gas_mw|gen_fuel_coal_mw|reserve_spin_r3_mw|gen_fuel_solar_mw|system_losses_mw|gen_fuel_hydro_mw|reserve_spin_r1_mw|gen_fuel_nuclear_mw|area_1_load_actual_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
Pearson,相关系数排序（只看两两关系）,0.9250964847550786,gen_fuel_wind_mw|system_losses_mw|gen_fuel_solar_mw|reserve_reg_up_mw|reserve_reg_down_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|area_3_load_actual_mw|reserve_spin_r3_mw,branch_cb_1_loading_pct,线路CB-1负载率,10,0.9596187420655976,21,branch_cb_1_loading_pct
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9594209359073772,gen_fuel_coal_mw|area_1_load_actual_mw|system_losses_mw|gen_fuel_natural_gas_mw|area_1_net_export_mw|area_2_net_export_mw|area_3_load_day_ahead_mw|reserve_reg_up_mw|gen_fuel_hydro_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9648595675874909,gen_fuel_coal_mw|system_losses_mw|area_1_load_actual_mw|gen_fuel_wind_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_natural_gas_mw|area_1_net_export_mw|reserve_spin_r1_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9066129469201267,area_1_net_export_mw|gen_fuel_wind_mw|gen_fuel_coal_mw|gen_fuel_natural_gas_mw|area_3_net_export_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|area_1_load_actual_mw|reserve_spin_r3_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.9178789262804933,gen_fuel_coal_mw|area_1_net_export_mw|area_1_load_day_ahead_mw|reserve_spin_r1_mw|gen_fuel_natural_gas_mw|gen_fuel_wind_mw|area_1_load_actual_mw|area_3_net_export_mw|system_losses_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
Lasso,线性稀疏（1996）,0.9504611763437506,area_1_net_export_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_wind_mw|gen_fuel_coal_mw|system_losses_mw|reserve_reg_down_mw|reserve_spin_r3_mw|reserve_spin_r2_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.922291566966454,area_1_net_export_mw|gen_fuel_wind_mw|gen_fuel_coal_mw|area_2_net_export_mw|gen_fuel_natural_gas_mw|area_3_net_export_mw|reserve_spin_r1_mw|area_1_load_actual_mw|area_1_load_day_ahead_mw,gen_121_nuclear_1_pg_mw,机组121核电出力,9,0.9733896875228619,19,gen_121_nuclear_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9451765567477457,reserve_spin_r2_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_coal_mw|gen_fuel_wind_mw|system_losses_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9416979693519815,gen_fuel_solar_mw|gen_fuel_hydro_mw|area_2_load_day_ahead_mw|gen_fuel_coal_mw|system_losses_mw|area_2_load_actual_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.938154493582436,gen_fuel_coal_mw|system_losses_mw|gen_fuel_solar_mw|gen_fuel_hydro_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.8453858087340042,reserve_spin_r2_mw|area_2_load_day_ahead_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|reserve_spin_r1_mw|area_2_load_actual_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
Lasso,线性稀疏（1996）,0.941978330260827,gen_fuel_coal_mw|system_losses_mw|gen_fuel_hydro_mw|area_2_load_actual_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.8282432931670614,gen_fuel_coal_mw|reserve_spin_r2_mw|area_2_load_actual_mw|area_2_load_day_ahead_mw|system_losses_mw|reserve_spin_r1_mw,gen_218_cc_1_pg_mw,机组218联合循环出力,6,0.9768874971244057,22,gen_218_cc_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.9615608267493212,area_1_net_export_mw|area_3_net_export_mw|area_2_net_export_mw|gen_fuel_natural_gas_mw|gen_fuel_coal_mw|gen_fuel_solar_mw|reserve_spin_r2_mw|gen_fuel_hydro_mw|reserve_spin_r3_mw|system_losses_mw|gen_fuel_nuclear_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9059179883876728,gen_fuel_solar_mw|gen_fuel_hydro_mw|gen_fuel_natural_gas_mw|area_3_net_export_mw|reserve_reg_down_mw|gen_fuel_coal_mw|system_losses_mw|reserve_reg_up_mw|area_2_net_export_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9035733385609849,gen_fuel_natural_gas_mw|reserve_reg_up_mw|system_losses_mw|gen_fuel_hydro_mw|gen_fuel_solar_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|reserve_reg_down_mw|area_3_net_export_mw|area_3_load_day_ahead_mw|area_2_load_day_ahead_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
XGBoost,树模型特征重要性（2016）,0.9361238615139668,area_2_net_export_mw|gen_fuel_solar_mw|reserve_reg_down_mw|system_losses_mw|gen_fuel_natural_gas_mw|gen_fuel_hydro_mw|reserve_reg_up_mw|area_3_net_export_mw|area_1_net_export_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
Lasso,线性稀疏（1996）,0.9550064129012147,area_1_net_export_mw|area_3_net_export_mw|gen_fuel_solar_mw|area_2_net_export_mw|gen_fuel_natural_gas_mw|system_load_actual_mw|gen_fuel_coal_mw|gen_fuel_hydro_mw|area_2_load_actual_mw|area_3_load_actual_mw|area_1_load_actual_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
Pearson,相关系数排序（只看两两关系）,0.8637187672641393,area_2_net_export_mw|area_1_net_export_mw|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_natural_gas_mw|system_losses_mw|gen_fuel_hydro_mw|area_1_load_actual_mw|reserve_spin_r1_mw|area_1_load_day_ahead_mw|reserve_reg_up_mw,gen_317_wind_1_pg_mw,机组317风电出力,11,0.9588731740596829,22,gen_317_wind_1_pg_mw
DGatingDNN,本文方法：可微稀疏门控（NeurIPS 2025）,0.960589701417144,gen_fuel_solar_mw|gen_fuel_wind_mw|gen_fuel_coal_mw|area_3_load_actual_mw|area_1_load_day_ahead_mw|gen_fuel_hydro_mw|area_3_net_export_mw|system_losses_mw|gen_fuel_nuclear_mw|reserve_spin_r3_mw|reserve_reg_down_mw,gen_321_cc_1_status,机组321投入状态,11,0.9707132089921494,22,gen_321_cc_1_status
STG,随机门控，高斯松弛逼近 L0（ICML 2020）,0.9283006100242835,gen_fuel_solar_mw|gen_fuel_wind_mw|reserve_spin_r3_mw|system_losses_mw|area_2_net_export_mw|area_3_net_export_mw|gen_fuel_coal_mw|reserve_reg_up_mw|area_3_load_day_ahead_mw|area_3_load_actual_mw|reserve_reg_down_mw,gen_321_cc_1_status,机组321投入状态,11,0.9707132089921494,22,gen_321_cc_1_status
LassoNet,神经网络旁挂线性通路的特征级稀疏（JMLR 2021）,0.9260030398121327,gen_fuel_wind_mw|gen_fuel_solar_mw|area_3_load_day_ahead_mw|area_3_load_actual_mw|area_3_net_export_mw|reserve_spin_r3_mw|area_1_load_day_ahead_mw|gen_fuel_nuclear_mw|gen_fuel_coal_mw|reserve_reg_down_mw|reserve_spin_r1_mw,gen_321_cc_1_status,机组321投入状态,11,0.9707132089921494,22,gen_321_cc_1_status
XGBoost,树模型特征重要性（2016）,0.927748420631672,gen_fuel_coal_mw|gen_fuel_solar_mw|gen_fuel_wind_mw|reserve_spin_r3_mw|area_3_load_day_ahead_mw|area_3_load_actual_mw|reserve_reg_down_mw|area_2_load_day_ahead_mw|area_3_net_export_mw|gen_fuel_nuclear_mw|system_losses_mw,gen_321_cc_1_status,机组321投入状态,11,0.9707132089921494,22,gen_321_cc_1_status
