total_gen,total_losses,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,congestion_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_inadv_interchange_mw
0.4184562,1.0134938,0.13347512,0.1997716,0.7085952,0.4140585,0.30800825,0.12709153,0.41490862,0.023331508,0.14535871,0.46839458,0.18997903,0.3738471,0.60801274,0.13495338,0.019582892,0.14051697,0.24521136,0.17980883,0.4180325,0.41214892,0.23674166,0.17497975,0.3657426,0.45289984,0.7145065,0.048569642,0.26814348,0.36989594,0.11027986,0.120890565,1.1671797,0.90440094,0.4894804,0.5118279,0.26292112,0.56309485,0.50558734,0.079941556,0.19668202,0.29525533
0.37808618,0.99750674,0.119284056,0.16089208,0.6950739,0.3857783,0.29380614,0.10657298,0.3984937,0.013260605,0.12131294,0.44685543,0.16083632,0.33847523,0.58842623,0.11909279,0.010789053,0.1045686,0.19269702,0.14129011,0.37933487,0.36054143,0.2123886,0.15868956,0.33676362,0.42823234,0.6919694,0.03017274,0.23628634,0.36047208,0.08808313,0.09720783,1.1656163,0.88195235,0.45983362,0.4677558,0.2536863,0.5453231,0.474675,0.056344017,0.17001255,0.27148324
0.3493952,0.982934,0.10431345,0.12908736,0.6904764,0.3611952,0.28503603,0.08822176,0.37908703,0.006951181,0.09863293,0.42643973,0.13143232,0.3099577,0.55727786,0.10313607,0.00546451,0.07940615,0.1566348,0.10861578,0.338798,0.32385218,0.18787955,0.14110743,0.31117237,0.42936757,0.67808104,0.017777245,0.21161065,0.34980747,0.06885562,0.07864968,1.147947,0.851902,0.43087006,0.43170133,0.2389891,0.5147074,0.44949165,0.038317464,0.14785926,0.24352431
0.31778452,0.9501349,0.10438909,0.09789073,0.67575485,0.34315142,0.2813696,0.07212548,0.3672177,0.0034841222,0.08389348,0.3961027,0.11115706,0.28116018,0.519258,0.09293948,0.0026159156,0.05870437,0.122937344,0.0809486,0.29278472,0.2862464,0.15984221,0.13660125,0.27870226,0.41221002,0.6535873,0.009988276,0.19042394,0.34722078,0.05321699,0.060759943,1.1369666,0.8276545,0.41091463,0.39558277,0.226756,0.4676577,0.4225075,0.02512495,0.14480919,0.23166673
0.28713703,0.9326924,0.09543284,0.074808404,0.6674823,0.32119516,0.27416664,0.05893006,0.34749582,0.0015893592,0.068684965,0.39532065,0.09184784,0.25703534,0.4910121,0.08034113,0.0011397903,0.042383723,0.09898027,0.059525583,0.25723022,0.25483435,0.14272407,0.12280686,0.2644108,0.40343347,0.61912763,0.0052427547,0.16668817,0.33601764,0.04038476,0.047888663,1.1143786,0.8056511,0.37644228,0.37049028,0.21954015,0.4497795,0.41444254,0.016140157,0.13153192,0.21456116
0.26457763,0.92211616,0.08946593,0.05669966,0.66382426,0.31152815,0.270013,0.046278235,0.3415799,0.00067265437,0.0548928,0.36323038,0.07535323,0.23680599,0.47422585,0.07274357,0.0004581765,0.029657595,0.07764177,0.043909322,0.2269441,0.22887282,0.12841696,0.111018635,0.2390382,0.41082442,0.60531634,0.0025985423,0.14715323,0.33229348,0.029622735,0.036859564,1.0976206,0.7961146,0.35957754,0.35081005,0.20900635,0.4276559,0.39120343,0.009822594,0.117500216,0.19275267
0.24558704,0.8975155,0.0858393,0.043096714,0.65159416,0.29495463,0.2738965,0.035646554,0.3319857,0.00026406336,0.04472516,0.35861325,0.06028356,0.21617685,0.4580427,0.06575651,0.00016997209,0.020708589,0.059475996,0.03155685,0.20033136,0.20585233,0.10996318,0.1039586,0.2166958,0.39104143,0.58562297,0.0012102817,0.13048683,0.3380668,0.021540005,0.026515163,1.094325,0.7609487,0.3387891,0.32176772,0.19709359,0.4069264,0.3729218,0.0057439646,0.10990415,0.18014866
0.22277816,0.865208,0.07627248,0.031198928,0.65151244,0.28495705,0.27475432,0.026040671,0.31332296,9.546014e-05,0.03544794,0.35066646,0.047626477,0.19942702,0.42678264,0.056738622,5.779701e-05,0.01351921,0.04402826,0.021614755,0.17234631,0.17694204,0.1007941,0.09822019,0.20008023,0.3787808,0.5459615,0.00052586826,0.11137101,0.34236836,0.0150692705,0.019067535,1.0639461,0.74102956,0.30683112,0.281665,0.1907778,0.38265282,0.36900744,0.00322754,0.10624092,0.17381407
0.20504677,0.84831274,0.080631584,0.022208912,0.64031404,0.2793025,0.28292072,0.018197881,0.3101219,3.170559e-05,0.028719079,0.35001498,0.036846086,0.18024491,0.4165084,0.05316269,1.7962275e-05,0.008982467,0.033940382,0.014756499,0.15152477,0.1648757,0.09030545,0.09271326,0.1930787,0.3735745,0.53814423,0.00021339334,0.10030493,0.33689857,0.010035326,0.012945364,1.0543315,0.7339861,0.28993323,0.26576522,0.19048485,0.36989808,0.3595783,0.0017258857,0.10079451,0.16437875
0.18795112,0.8268871,0.07274856,0.015118048,0.63674796,0.27096274,0.28316626,0.012105846,0.30811283,9.606714e-06,0.022233358,0.34130454,0.027693195,0.16269426,0.40163752,0.047357854,5.0653825e-06,0.0055196323,0.02419142,0.009724009,0.1276217,0.14317968,0.080042444,0.08477107,0.16713247,0.3677576,0.5211026,8.02495e-05,0.08400193,0.34371194,0.0063274093,0.008438292,1.0503342,0.7037594,0.27172175,0.241218,0.17770125,0.35360932,0.3378844,0.0008770853,0.09705683,0.15418339
0.17696752,0.80945545,0.068746075,0.009972022,0.64408493,0.2722057,0.2857047,0.0074140513,0.30192867,2.6428772e-06,0.017278872,0.31771448,0.020630054,0.1465091,0.37296808,0.04006789,1.2890029e-06,0.0032473404,0.016850274,0.0063488167,0.1093031,0.123335525,0.082375,0.079383574,0.15539989,0.36902624,0.5111144,2.7909027e-05,0.07211935,0.35178027,0.0038732782,0.0053247963,1.0288843,0.7025772,0.25771412,0.23433128,0.18037485,0.34620738,0.32058823,0.00042228354,0.09570599,0.1437448
0.1578351,0.78766227,0.067180924,0.006377202,0.63313735,0.27173588,0.28137967,0.0043049217,0.29093516,6.553661e-07,0.012960495,0.3231104,0.015046011,0.13664675,0.36770067,0.036352284,2.9373774e-07,0.0018537577,0.011678994,0.003877966,0.0925887,0.108013846,0.07543607,0.07397913,0.14630823,0.3602752,0.49047464,8.906934e-06,0.060144555,0.34125766,0.0022496493,0.0031383412,1.0153843,0.6842555,0.2441487,0.22085904,0.17614359,0.33975703,0.31029293,0.00019206316,0.09199667,0.1372149
0.14402707,0.77001643,0.06803538,0.003957668,0.6332299,0.26313064,0.28085172,0.0023352518,0.28750992,1.4536451e-07,0.009458414,0.31350917,0.010320671,0.12500322,0.35312563,0.031695876,5.9451065e-08,0.0010003181,0.00783826,0.0023030033,0.076207794,0.09582708,0.066260144,0.067918964,0.13053739,0.35126388,0.48072407,2.5971376e-06,0.048105422,0.33841115,0.0012452203,0.0017518891,1.0079474,0.67699903,0.23226178,0.20462033,0.17077912,0.32894027,0.30348992,8.2104845e-05,0.087317616,0.1298838
0.12827004,0.74668163,0.06166822,0.0023427112,0.62448955,0.25659233,0.28495178,0.0011782597,0.2846157,2.860062e-08,0.006530263,0.3111397,0.006849499,0.11234684,0.34201628,0.027687246,1.0591915e-08,0.0005128848,0.005012204,0.0013133073,0.0626942,0.082615145,0.058564384,0.06263947,0.11860865,0.34378186,0.4654842,6.8716844e-07,0.038911022,0.33264542,0.00065399264,0.0009305268,1.0013754,0.65215206,0.2306227,0.19010541,0.16154389,0.3056738,0.2928787,3.284326e-05,0.08798405,0.12515773
0.11535769,0.7359398,0.06306258,0.0013288804,0.6204746,0.25081357,0.2901067,0.0005565684,0.27688903,4.9458873e-09,0.004370785,0.31021315,0.0044014864,0.101578355,0.3303156,0.023969868,1.6449565e-09,0.0002495027,0.0031669838,0.000716196,0.049979866,0.07145389,0.054015543,0.059704714,0.107185185,0.33917007,0.44728482,1.6373987e-07,0.031247677,0.33678213,0.00032365683,0.00046610273,0.9839213,0.63975364,0.22015147,0.16745386,0.1520681,0.28918967,0.29277238,1.22344145e-05,0.08645916,0.12285316
0.102990635,0.71261376,0.060665723,0.00072601216,0.6217256,0.2446427,0.2819866,0.00024405497,0.26941,7.442781e-10,0.0027019277,0.28928423,0.002700289,0.09667679,0.3217143,0.019453852,2.2032562e-10,0.00011427644,0.0019128444,0.00037374176,0.04074611,0.05967138,0.050147194,0.054724395,0.098312534,0.33353978,0.4435792,3.486066e-08,0.024069197,0.33002132,0.00015214118,0.00021937072,0.97074777,0.61723584,0.20325498,0.16062266,0.15822119,0.27902907,0.28640214,4.2213333e-06,0.084524,0.11782961
0.09351164,0.6973986,0.059467994,0.00037677315,0.6214658,0.24333219,0.28365687,9.997963e-05,0.26848677,9.641084e-11,0.0015780563,0.27673924,0.0016005089,0.08648975,0.30191925,0.01563926,2.5156184e-11,4.9134196e-05,0.0011128536,0.00018558721,0.03216749,0.05039667,0.04734422,0.049513754,0.08858602,0.32929668,0.4280334,6.5743158e-09,0.018272754,0.33108476,6.7113404e-05,9.723343e-05,0.96298355,0.6197781,0.19285524,0.1533534,0.14954032,0.27631396,0.27387705,1.3414747e-06,0.08083738,0.11213787
0.08104809,0.6853759,0.058792584,0.00018540963,0.60490185,0.23620872,0.2894355,3.8062044e-05,0.26648423,1.0623304e-11,0.0008855965,0.27426225,0.0009095741,0.077998474,0.30562207,0.012688869,2.4174905e-12,1.983481e-05,0.0006217114,8.6817345e-05,0.025226563,0.042830534,0.041951787,0.04644177,0.085792825,0.3222637,0.41360718,1.0879645e-09,0.013362372,0.32578042,2.7740918e-05,4.0335988e-05,0.95048195,0.60264915,0.1877786,0.14457831,0.14535514,0.2759898,0.2792085,3.9018997e-07,0.07997521,0.11089463
0.07220658,0.66474646,0.06207682,8.71202e-05,0.605069,0.22625528,0.28630197,1.34227e-05,0.2557035,9.828827e-13,0.00047011045,0.27818462,0.00049107976,0.0716743,0.28805542,0.0095945755,1.9282839e-13,7.4496725e-06,0.00033273295,3.8591756e-05,0.019051304,0.03510359,0.039432175,0.043843754,0.07648246,0.3171446,0.40313977,1.563801e-10,0.009784666,0.3264963,1.0710764e-05,1.5622838e-05,0.9397581,0.5924959,0.17574848,0.1358893,0.13733381,0.27379557,0.26046288,1.03181705e-07,0.077303275,0.107480094
0.064302295,0.65365666,0.06468872,3.84652e-05,0.5991648,0.22482339,0.2914023,4.3657287e-06,0.24766725,7.528109e-14,0.00023289023,0.27025303,0.00025391564,0.06560447,0.27440256,0.007044177,1.2572738e-14,2.5981046e-06,0.00016930467,1.6096506e-05,0.014240363,0.028846586,0.036636055,0.041555133,0.07253877,0.31230062,0.3887626,1.9306515e-11,0.006957536,0.32689488,3.841948e-06,5.6271024e-06,0.91954225,0.58598477,0.16703546,0.123962566,0.13487798,0.25047773,0.259293,2.4625933e-08,0.07831431,0.104616076
0.05730313,0.6421261,0.060536116,1.6003072e-05,0.5918469,0.21982008,0.28746682,1.3023694e-06,0.250206,4.699502e-15,0.00010904253,0.26591337,0.00012463686,0.059499945,0.2770666,0.0049950406,6.5895786e-16,8.3504557e-07,8.159905e-05,6.2879153e-06,0.010359031,0.023649065,0.030063845,0.03684175,0.061984673,0.30542576,0.37739316,2.0225156e-12,0.004703639,0.32205158,1.2733955e-06,1.8734761e-06,0.913737,0.5714591,0.1591111,0.11516527,0.13018046,0.24729992,0.25169763,5.2626805e-09,0.07490165,0.09953658
0.049488258,0.63690436,0.061605874,6.2139984e-06,0.5848551,0.21641111,0.28875017,3.5405554e-07,0.25347385,2.350585e-16,4.8007074e-05,0.2583663,5.8007514e-05,0.051937457,0.2695682,0.0033581117,2.725465e-17,2.4612737e-07,3.7385264e-05,2.2837555e-06,0.007364442,0.018941898,0.0271441,0.03461292,0.058064155,0.29233915,0.3600903,1.7740562e-13,0.0031379382,0.3257298,3.8786843e-07,5.733729e-07,0.9091098,0.56070143,0.15090257,0.10732206,0.13234915,0.2500065,0.24229643,9.984052e-10,0.076652914,0.09791298
0.04309101,0.6183841,0.061265815,2.2425695e-06,0.5822165,0.21316536,0.28121555,8.711291e-08,0.24601114,9.244637e-18,1.9766101e-05,0.25395584,2.5468196e-05,0.04855223,0.26193106,0.002132914,8.716588e-19,6.604719e-08,1.6118423e-05,7.6797807e-07,0.0050130785,0.014763455,0.023647165,0.03129446,0.048741147,0.29317746,0.35896212,1.2841203e-14,0.0020070907,0.3203733,1.07864665e-07,1.603141e-07,0.8972342,0.54796565,0.14277406,0.09746728,0.12939316,0.22987914,0.23583585,1.6658405e-10,0.07666681,0.09976508
0.036386114,0.6104764,0.0601157,7.4938646e-07,0.57830256,0.20777696,0.28432614,1.9249958e-08,0.24275953,2.8001697e-19,7.6026117e-06,0.24619912,1.05039735e-05,0.04315448,0.2582053,0.0012808483,2.1076972e-20,1.602904e-08,6.528967e-06,2.3769638e-07,0.0033647032,0.011291202,0.020258807,0.028500412,0.04423314,0.29176778,0.34865868,7.548723e-16,0.0012470504,0.32371986,2.7204742e-08,4.0666457e-08,0.8821796,0.5383118,0.13110217,0.09007601,0.12175914,0.22028573,0.23615277,2.4197632e-11,0.07652873,0.095379315
0.031157764,0.6023403,0.06322776,2.3051757e-07,0.56784517,0.20698477,0.28761905,3.788692e-09,0.24520022,6.384009e-21,2.7198944e-06,0.24475533,4.0531486e-06,0.039274037,0.2560971,0.0007418964,3.758334e-22,3.4905985e-09,2.4671185e-06,6.731503e-08,0.002200504,0.0085694175,0.017244946,0.02584295,0.039677367,0.28422144,0.33953178,3.5412664e-17,0.0007447946,0.3182629,6.1754815e-09,9.289056e-09,0.8760004,0.52358943,0.12678353,0.08316989,0.12618497,0.21796058,0.22686233,3.0263327e-12,0.07325982,0.09209858
0.025783421,0.5846336,0.061288066,6.4797206e-08,0.56100804,0.20663507,0.2840604,6.581242e-10,0.24192914,1.067973e-22,8.9930836e-07,0.23373431,1.455047e-06,0.034923043,0.24368758,0.00040087715,4.8068036e-24,6.762997e-10,8.6701795e-07,1.731461e-08,0.0013742882,0.006248821,0.015164296,0.022882663,0.035579953,0.2749864,0.32520354,1.3004163e-18,0.00042733538,0.32155886,1.2513807e-09,1.8951194e-09,0.862901,0.5201234,0.12141813,0.075329095,0.12231571,0.21451454,0.22189064,3.2197606e-13,0.07392506,0.09317293
0.021830037,0.57600516,0.06409392,1.65539e-08,0.56068695,0.20394199,0.27283826,9.990542e-11,0.23366043,1.2743037e-24,2.7342412e-07,0.23911838,4.834674e-07,0.03183842,0.23346092,0.00020509522,4.274858e-26,1.1552032e-10,2.815194e-07,4.017362e-09,0.00081944535,0.004435818,0.0124088125,0.019208074,0.029839143,0.27658558,0.32134557,3.6593104e-20,0.00023550111,0.3209365,2.2435728e-10,3.422728e-10,0.844924,0.51916504,0.11727334,0.071192384,0.1203364,0.2034565,0.22216436,2.8758717e-14,0.06962946,0.08873927
0.017510792,0.5667625,0.065548144,3.8103805e-09,0.54647315,0.19821869,0.2808897,1.31115275e-11,0.23905687,1.050651e-26,7.595204e-08,0.23537113,1.478062e-07,0.028453847,0.2372169,9.954655e-05,2.5530833e-28,1.7222938e-11,8.3933706e-08,8.335554e-10,0.00047985202,0.0031120938,0.010153656,0.016842742,0.027540896,0.27308983,0.3108319,7.7068363e-22,0.00012360452,0.30690664,3.5246445e-11,5.4199038e-11,0.83570266,0.5050257,0.11195418,0.06413555,0.11838915,0.19742876,0.21615893,2.12567e-15,0.06896358,0.083093844
0.014332296,0.5493979,0.067902386,7.8420054e-10,0.5430895,0.19486071,0.27095032,1.4702969e-12,0.23051667,5.7761137e-29,1.9142698e-08,0.22905567,4.130754e-08,0.025195345,0.22553147,4.5499568e-05,9.844664e-31,2.2169714e-12,2.283158e-08,1.5336636e-10,0.00026451796,0.0020999017,0.00770743,0.013750816,0.023381354,0.27068025,0.30455142,1.1834593e-23,6.198173e-05,0.30638167,4.8010563e-12,7.44622e-12,0.824241,0.49215063,0.10566544,0.058050446,0.11529541,0.1863341,0.21538463,1.279818e-16,0.06897467,0.08276853
0.011260134,0.54901105,0.06947464,1.4301835e-10,0.53823394,0.1873022,0.27627948,1.3908509e-13,0.23475333,2.0337413e-31,4.344192e-09,0.2259616,1.0480841e-08,0.021734431,0.2297592,1.9564523e-05,2.3436747e-33,2.4347806e-13,5.6269207e-09,2.4781864e-11,0.00013964434,0.0013779697,0.005995042,0.0112704635,0.021104742,0.26225373,0.29422668,1.2869665e-25,2.9516043e-05,0.3121998,5.6055047e-13,8.774898e-13,0.820886,0.47844246,0.10079836,0.052378897,0.11969834,0.18464066,0.21453033,6.168839e-18,0.07236209,0.082490854
0.00874433,0.5403217,0.07002874,2.2893097e-11,0.5363161,0.18570657,0.26900238,1.09447024e-14,0.22903873,4.380249e-34,8.804752e-10,0.22454226,2.3960984e-09,0.019133957,0.21979265,7.885473e-06,3.272422e-36,2.2520844e-14,1.2466633e-09,3.480652e-12,7.021719e-05,0.0008677603,0.0043445644,0.008845087,0.017684653,0.25847363,0.28501892,9.592723e-28,1.3289458e-05,0.30803412,5.53999e-14,8.75984e-14,0.8114777,0.46408743,0.09703559,0.048851836,0.11784826,0.18201299,0.21296921,2.335537e-19,0.073694825,0.08279406
0.006448335,0.5187723,0.071726106,3.1830205e-12,0.5133698,0.18234363,0.27531055,7.055398e-16,0.22961468,5.4743834e-37,1.5796699e-10,0.22150831,4.895693e-10,0.015596555,0.21532135,2.9676205e-06,2.525225e-39,1.7297732e-15,2.4623625e-10,4.201527e-13,3.3513817e-05,0.0005239411,0.0031787828,0.0066052573,0.014801094,0.26681226,0.2804035,4.724142e-30,5.6351228e-06,0.30109778,4.571691e-15,7.30779e-15,0.79591495,0.460561,0.09191584,0.04294774,0.111678585,0.17615125,0.20844178,6.8009974e-21,0.07153671,0.08111676
0.0048556305,0.5143338,0.07387891,3.800799e-13,0.5209096,0.18200074,0.27722323,3.6638675e-17,0.22538517,3.73425e-40,2.4845907e-11,0.21663001,8.8608496e-11,0.013055171,0.21296027,1.0373118e-06,1.005e-42,1.0862842e-16,4.2967126e-11,4.3056335e-14,1.5085294e-05,0.0003061721,0.002177804,0.0048225136,0.012450642,0.24609053,0.26299164,1.4744699e-32,2.2416154e-06,0.30960882,3.1032481e-16,5.019304e-16,0.7916132,0.4476245,0.08918202,0.040623587,0.110060565,0.17510432,0.20841374,1.4882334e-22,0.07547091,0.08263796
0.003485604,0.5107925,0.06949939,3.8497407e-14,0.515039,0.18421602,0.27177724,1.5046729e-18,0.22665541,1.29e-43,3.390062e-12,0.20876506,1.4070363e-11,0.010280633,0.208865,3.3501934e-07,0.0,5.483657e-18,6.5587093e-12,3.6958606e-15,6.397288e-06,0.00017091133,0.0014095907,0.0032622293,0.010618461,0.25424486,0.261123,2.7813697e-35,8.3207755e-07,0.30829647,1.7045289e-17,2.7924436e-17,0.78224194,0.4409437,0.085460395,0.03700966,0.10942713,0.17364146,0.19747823,2.3849943e-24,0.07366624,0.078616105
0.002447429,0.49435943,0.07032695,3.2632198e-15,0.50568455,0.18419652,0.2681167,4.7884927e-20,0.22158824,0.0,3.96682e-13,0.20939025,1.939805e-12,0.008185807,0.20301802,9.9359966e-08,0.0,2.184012e-19,8.664363e-13,2.6185852e-16,2.5394831e-06,9.1024136e-05,0.0009080024,0.002092818,0.008890998,0.25022638,0.25332382,3.0022038e-38,2.8670533e-07,0.2960984,7.4407145e-19,1.2360182e-18,0.7728073,0.44176263,0.08531459,0.03355426,0.10360594,0.16135262,0.19649188,2.7198987e-26,0.072334565,0.07876091
0.0016694753,0.5014212,0.06953051,2.2808858e-16,0.5118109,0.17858142,0.26542976,1.1546622e-21,0.22479232,0.0,3.9312253e-14,0.20714004,2.295517e-13,0.0062153474,0.21207063,2.6883528e-08,0.0,6.722985e-21,9.7907746e-14,1.5069755e-17,9.412291e-07,4.6358866e-05,0.00054933137,0.0012378145,0.0074668988,0.2368078,0.24259076,1.7399e-41,9.118658e-08,0.30712426,2.5306597e-20,4.2677544e-20,0.7634457,0.4258472,0.080585964,0.02856663,0.10292918,0.15613416,0.19553933,2.1375624e-28,0.07212273,0.07705419
0.001116092,0.48739433,0.07090189,1.2935274e-17,0.504217,0.17867506,0.26455566,2.0577987e-23,0.21713588,0.0,3.2548694e-15,0.20074128,2.3029003e-14,0.004417369,0.19254534,6.5888184e-09,0.0,1.563557e-22,9.343755e-15,6.920953e-19,3.2303495e-07,2.2414879e-05,0.00030448067,0.00070220913,0.0057206303,0.23868306,0.23984264,6e-45,2.6603557e-08,0.30400005,6.560739e-22,1.1247503e-21,0.75419253,0.41804385,0.077616364,0.025318844,0.09839861,0.15046805,0.19129957,1.1166092e-30,0.072061,0.07625711
