area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day
0.4235725,-0.4064678,-0.17336407,0.023194203,0.26713094,0.1665496,-0.2607686,0.17082271,0.19508739,1.0129259,0.603844,0.38125527,0.78786373,0.0046632634,0.24811392,0.31111285,-0.29830304,-0.019882677,0.5309816,0.031535797,0.8534741,-0.16371381,0.65617657,0.27090365,0.94779646,0.93482006,0.715871,0.99679524,1.0830219,0.6247562,0.5389593,0.118067965,0.19131847,-0.037190523,0.2990938,0.0026386718,-0.028473021,0.059930462,0.13775995,0.13814715,0.10599578,-0.12044627
0.41034424,-0.47807848,-0.26550442,-0.046130273,0.23697834,0.10309506,-0.34782124,0.120842956,0.14100458,1.0378125,0.60223454,0.35272944,0.8066155,-0.07225182,0.20318587,0.2929809,-0.38251096,-0.10505753,0.52365,-0.029067688,0.87771255,-0.24597502,0.6547163,0.22824201,0.97734356,0.9549297,0.7351809,1.0442754,1.1268268,0.6406758,0.5400408,0.059996672,0.13990805,-0.12346221,0.25766665,-0.059653934,-0.11038443,-0.019873174,0.058127154,0.08354592,0.03628274,-0.20565137
0.3797276,-0.54450554,-0.33999607,-0.11291914,0.21588464,0.029284082,-0.4312558,0.071316555,0.09490689,1.0865699,0.6016509,0.31618932,0.82312304,-0.16430442,0.15019575,0.26809302,-0.4577323,-0.19492127,0.5170599,-0.09471672,0.9115267,-0.31927863,0.65585095,0.18441159,0.99871475,0.98795474,0.77301097,1.1024799,1.1795124,0.6531886,0.5439042,0.011310833,0.08391376,-0.2026477,0.21297999,-0.12525044,-0.188635,-0.09980664,-0.021314917,0.0325235,-0.030947775,-0.2894413
0.35885265,-0.60244256,-0.41847926,-0.18307856,0.18693766,-0.04715354,-0.5025021,0.004924349,0.034365866,1.122103,0.6005288,0.27307415,0.8410161,-0.25282255,0.0888511,0.2435994,-0.5301687,-0.27645415,0.5100214,-0.16702862,0.930042,-0.3979775,0.6485665,0.13145106,1.0253423,1.0303289,0.7911888,1.1554006,1.223103,0.6677142,0.54590213,-0.051140025,0.019138832,-0.28262645,0.15438072,-0.19579601,-0.2647241,-0.18019557,-0.098598376,-0.03171279,-0.100943305,-0.37136513
0.33318308,-0.66119474,-0.49609458,-0.24907501,0.1440422,-0.11968567,-0.57234937,-0.061379377,-0.03183527,1.1576234,0.5896346,0.23564704,0.8595681,-0.33253306,0.027753199,0.20575462,-0.5942241,-0.36186215,0.49831113,-0.23257142,0.94397485,-0.46677756,0.6448313,0.08308008,1.0530407,1.059028,0.8115118,1.1891785,1.2879121,0.68982685,0.5571084,-0.105764076,-0.046776302,-0.36086613,0.09708627,-0.26830953,-0.33526745,-0.2616345,-0.18146446,-0.093285345,-0.17067216,-0.45154384
0.28958187,-0.715361,-0.5589923,-0.3191286,0.098345555,-0.19970399,-0.6359708,-0.12847647,-0.09710657,1.1830102,0.5893564,0.18857826,0.8935433,-0.4144134,-0.045048326,0.17105173,-0.6501479,-0.43933448,0.48938698,-0.3059052,0.97061586,-0.528484,0.6338906,0.019778315,1.0858283,1.094366,0.8300285,1.219159,1.3272216,0.7036249,0.5433554,-0.15598324,-0.11232273,-0.43846983,0.02627687,-0.33739778,-0.39467835,-0.3387934,-0.2532709,-0.1617063,-0.24889877,-0.52013934
0.24423242,-0.76376253,-0.6170911,-0.38206297,0.051108222,-0.27616197,-0.6833029,-0.19553201,-0.16072159,1.2111256,0.58475995,0.1414684,0.9024867,-0.4879443,-0.117742226,0.12923132,-0.70660335,-0.50108564,0.47194326,-0.36510393,0.9970276,-0.5925382,0.6249005,-0.041180935,1.1207014,1.1135212,0.8419863,1.2587643,1.3695198,0.7124088,0.5371292,-0.22030084,-0.1837184,-0.50878614,-0.05766661,-0.4058246,-0.46807617,-0.4109471,-0.3353247,-0.22831753,-0.3233835,-0.582611
0.2058397,-0.8075464,-0.67645717,-0.43725199,-0.0025881617,-0.3490712,-0.73502326,-0.26358497,-0.22518344,1.2389617,0.5834486,0.078899994,0.9291448,-0.5538622,-0.19388619,0.08715697,-0.7535081,-0.5691999,0.45792112,-0.41941455,1.025921,-0.64613366,0.61701053,-0.1177202,1.162471,1.1485497,0.8559419,1.2881336,1.4104633,0.7343606,0.53123134,-0.28068286,-0.26067764,-0.56683904,-0.13685615,-0.46673685,-0.52396697,-0.47702757,-0.40285692,-0.30049863,-0.386099,-0.6440309
0.15506847,-0.84381986,-0.7254151,-0.49892956,-0.052276757,-0.42047894,-0.7847132,-0.3309751,-0.28920507,1.2573532,0.57084787,0.021093534,0.9420205,-0.620528,-0.2638236,0.03618172,-0.7995023,-0.6271845,0.42974627,-0.47892854,1.0639182,-0.69842696,0.60748017,-0.17999294,1.1820475,1.1712815,0.86864823,1.3254929,1.4357125,0.7494561,0.51936024,-0.33671233,-0.32543722,-0.63056,-0.21580973,-0.5280719,-0.5840799,-0.54235685,-0.46405458,-0.3504579,-0.45608196,-0.6984184
0.09799058,-0.87997746,-0.77519834,-0.5503995,-0.111448154,-0.4898045,-0.82575667,-0.3944637,-0.3497654,1.2784739,0.5617647,-0.044528317,0.9707049,-0.67548466,-0.34476742,-0.013226414,-0.8415577,-0.6859693,0.40265426,-0.53182983,1.1040455,-0.73800933,0.59551483,-0.24708775,1.208761,1.1959876,0.8888613,1.3565336,1.4650956,0.7715711,0.5027164,-0.37913862,-0.39450744,-0.68509537,-0.29206142,-0.5807212,-0.63602114,-0.60175174,-0.52578914,-0.4055138,-0.52325857,-0.7502778
0.034709923,-0.9155221,-0.82180256,-0.60067797,-0.16479893,-0.5551533,-0.86447734,-0.4595129,-0.4139672,1.2940888,0.54441524,-0.11999756,0.9858535,-0.72524047,-0.41609493,-0.06235005,-0.8788354,-0.7417207,0.38240197,-0.57991683,1.1338384,-0.78222746,0.58264565,-0.3175057,1.2514983,1.2190416,0.89840806,1.3933724,1.4835104,0.78774667,0.4870171,-0.4342315,-0.45301524,-0.7337926,-0.37516215,-0.6353989,-0.6829694,-0.6536954,-0.58740747,-0.4729755,-0.58517563,-0.7950631
-0.028684407,-0.94831467,-0.86131376,-0.6488879,-0.2170031,-0.612055,-0.90330416,-0.52312773,-0.47520787,1.3261323,0.5320771,-0.18720758,1.0076005,-0.770005,-0.48689598,-0.11101883,-0.91156214,-0.7891988,0.34593183,-0.6221062,1.1628597,-0.826333,0.56815696,-0.3768211,1.2876135,1.2466066,0.9164076,1.4204345,1.5273081,0.7989996,0.4659385,-0.48467365,-0.5114462,-0.7791713,-0.44044578,-0.68738145,-0.7297256,-0.70512456,-0.6430998,-0.52524626,-0.6411249,-0.836153
-0.10082336,-0.98325175,-0.8992331,-0.6931074,-0.2731698,-0.66198367,-0.9397861,-0.580161,-0.53115743,1.3575611,0.5238783,-0.24073818,1.0290949,-0.81024307,-0.5513066,-0.1716085,-0.94941187,-0.82795167,0.30414796,-0.65768874,1.2087897,-0.8638377,0.55193585,-0.43147072,1.3063028,1.2598892,0.9372906,1.4462012,1.5628182,0.83542305,0.439842,-0.5331516,-0.5619692,-0.82364106,-0.50523406,-0.73401165,-0.7616498,-0.7527903,-0.6920362,-0.5880807,-0.69221246,-0.8757642
-0.16730493,-1.0155125,-0.93521696,-0.73261625,-0.32922333,-0.7098419,-0.97304624,-0.6329913,-0.58401513,1.383956,0.5180824,-0.31200376,1.0463791,-0.85152537,-0.6100309,-0.23242146,-0.98078954,-0.869339,0.25904253,-0.7015979,1.2291994,-0.9027,0.5321463,-0.49226645,1.3423804,1.2740852,0.94636524,1.470229,1.5935546,0.8465733,0.40917283,-0.5751253,-0.61858875,-0.86570203,-0.5675135,-0.7749525,-0.8002212,-0.79975235,-0.7401238,-0.64378047,-0.74000335,-0.9145878
-0.23554802,-1.044387,-0.9670283,-0.77609736,-0.38454846,-0.7551565,-1.0065272,-0.6819284,-0.63317436,1.4044964,0.50085956,-0.38029185,1.058746,-0.8902717,-0.6628058,-0.2940686,-1.0096619,-0.9059659,0.21552914,-0.7450432,1.2611557,-0.9354974,0.5149021,-0.5484285,1.3719554,1.2958086,0.96231806,1.5037576,1.6294607,0.87548983,0.3752487,-0.6238437,-0.66741115,-0.9010928,-0.62395173,-0.8202165,-0.8325315,-0.8431421,-0.7803811,-0.68564457,-0.7814038,-0.9483013
-0.30678514,-1.0722544,-1.0014424,-0.81278485,-0.4379031,-0.8028708,-1.0315753,-0.73035944,-0.68079036,1.4248451,0.48897842,-0.44432256,1.0867367,-0.9236768,-0.71264696,-0.35425735,-1.03972,-0.94520897,0.15538324,-0.7809449,1.2941965,-0.9656085,0.49601194,-0.599483,1.400804,1.3299443,0.9777928,1.517108,1.659425,0.9010495,0.33272246,-0.66518843,-0.71284544,-0.9401555,-0.6750297,-0.8572016,-0.8652893,-0.8805149,-0.8186862,-0.72623533,-0.8199088,-0.9803311
-0.3813772,-1.0985861,-1.0307869,-0.8515976,-0.4880943,-0.8442866,-1.0577868,-0.7731631,-0.7259575,1.4399146,0.472569,-0.5039309,1.1038344,-0.9596624,-0.75441,-0.41544598,-1.067777,-0.98415995,0.09011111,-0.8140839,1.316426,-0.994334,0.47189754,-0.64840335,1.4339195,1.3472959,0.9808539,1.5479847,1.6931967,0.9323188,0.2814824,-0.71261513,-0.7573245,-0.9762046,-0.7241688,-0.89433783,-0.900318,-0.91688037,-0.8581199,-0.76784873,-0.85536206,-1.0122764
-0.45016938,-1.1239742,-1.0595394,-0.8799872,-0.5404362,-0.8839923,-1.0876871,-0.80834895,-0.76687086,1.4593855,0.44476113,-0.5542935,1.1125315,-0.9953186,-0.7985531,-0.46557018,-1.0948032,-1.0182608,0.02081656,-0.84992325,1.3502151,-1.0192714,0.4474625,-0.6986536,1.4476006,1.3809927,0.99177295,1.567157,1.7219906,0.9544034,0.22940439,-0.746136,-0.7978691,-1.00758,-0.77351344,-0.9312068,-0.9233955,-0.94956285,-0.89653826,-0.81125873,-0.88949215,-1.0437549
-0.50852865,-1.1485013,-1.0865562,-0.90675986,-0.59439105,-0.9142479,-1.1155145,-0.8405681,-0.8066358,1.4816294,0.41410124,-0.61133087,1.1434624,-1.0185325,-0.838592,-0.5175686,-1.1164213,-1.0527953,-0.0493938,-0.88432324,1.3940308,-1.0412296,0.4161343,-0.7426361,1.4824338,1.3994533,1.0043148,1.5899211,1.7313597,0.9950461,0.17428815,-0.77901614,-0.83836234,-1.0338608,-0.81590426,-0.9610227,-0.95641524,-0.9789773,-0.9310875,-0.84649956,-0.9288847,-1.0704991
-0.560805,-1.171327,-1.1131523,-0.9363492,-0.6417764,-0.9486653,-1.1463356,-0.8760342,-0.8422436,1.4917573,0.39130202,-0.6624452,1.161578,-1.0475401,-0.8750193,-0.56112427,-1.1432399,-1.0803542,-0.1181895,-0.9192026,1.4199171,-1.0723668,0.3802693,-0.7857247,1.5114063,1.418993,1.0169542,1.6049806,1.7721747,1.0298386,0.10411883,-0.8085645,-0.8717058,-1.0628667,-0.8608521,-0.9891789,-0.9873459,-1.0112847,-0.9639492,-0.88106686,-0.9605932,-1.0972621
-0.609335,-1.1890713,-1.1357857,-0.97164506,-0.68377626,-0.9898698,-1.1690412,-0.90718824,-0.88003093,1.5170269,0.35045674,-0.7097716,1.1677287,-1.0768543,-0.909076,-0.6119754,-1.1651087,-1.106695,-0.19345132,-0.9470613,1.4562763,-1.0983269,0.34047094,-0.82014096,1.5514907,1.4433366,1.0383397,1.6324794,1.7913017,1.0662184,0.040287178,-0.8439642,-0.9064228,-1.086822,-0.8969875,-1.0188633,-1.0153159,-1.0415884,-0.99494296,-0.90534997,-0.98572886,-1.1232842
-0.65847695,-1.2107162,-1.1636353,-0.9972175,-0.7213447,-1.0155216,-1.1913478,-0.9402073,-0.9156065,1.5428323,0.30769008,-0.7537956,1.1839651,-1.1061121,-0.94028896,-0.6553791,-1.1888645,-1.1363034,-0.26616567,-0.96856153,1.4766579,-1.1273676,0.2924673,-0.8559363,1.604426,1.4706063,1.052059,1.645472,1.8186752,1.0897895,-0.036648218,-0.8791965,-0.9369996,-1.1088188,-0.93089694,-1.0451636,-1.0409945,-1.0680838,-1.0239359,-0.9309485,-1.0092279,-1.1507895
-0.70360595,-1.2325141,-1.1850011,-1.0222579,-0.7535627,-1.042311,-1.2128909,-0.9722787,-0.9449982,1.5566748,0.26734412,-0.7962328,1.1925055,-1.1222607,-0.9732878,-0.7001381,-1.2193078,-1.1595379,-0.3400515,-0.9981698,1.4952408,-1.1490935,0.23680912,-0.89063513,1.6319861,1.487327,1.0790795,1.6488405,1.8404275,1.1220276,-0.116691135,-0.9069772,-0.9689729,-1.1327611,-0.9620404,-1.0730492,-1.0552343,-1.0949646,-1.048517,-0.9484654,-1.0375738,-1.1728263
-0.7448792,-1.2527297,-1.2066427,-1.0417867,-0.7908536,-1.0675524,-1.2350531,-1.001701,-0.975261,1.5829824,0.21827435,-0.83887386,1.2147652,-1.1483966,-0.99879426,-0.74510205,-1.2406883,-1.1813685,-0.41284335,-1.0277854,1.5272356,-1.1711576,0.1782097,-0.9230225,1.653368,1.4968786,1.0907172,1.6702266,1.8609483,1.1506416,-0.20055777,-0.9371638,-0.997637,-1.1558441,-0.9865731,-1.0967526,-1.0805063,-1.1211818,-1.0764436,-0.9762711,-1.0656736,-1.196259
-0.7878084,-1.2723469,-1.2281609,-1.0672246,-0.8269068,-1.0961758,-1.2551371,-1.0272133,-1.0021908,1.5999283,0.15458734,-0.87319165,1.2318108,-1.1712573,-1.0294741,-0.7865621,-1.2618338,-1.2021264,-0.47662506,-1.0531704,1.5389558,-1.1925604,0.10567215,-0.95195115,1.6768478,1.5094721,1.1029929,1.6806159,1.8736724,1.1914331,-0.2861583,-0.966144,-1.0214967,-1.1786929,-1.011833,-1.1204981,-1.1054387,-1.1456841,-1.0894796,-0.9964377,-1.09478,-1.2167999
-0.83015335,-1.2914087,-1.2483828,-1.0998402,-0.8611364,-1.120264,-1.2779225,-1.052533,-1.029146,1.6263094,0.08036585,-0.90230936,1.2438402,-1.1868727,-1.0539023,-0.8251092,-1.2800064,-1.2220222,-0.5347382,-1.077123,1.5761468,-1.2133088,0.030364903,-0.9807715,1.7033505,1.5291713,1.116271,1.7054818,1.884797,1.2204016,-0.36221766,-0.99344915,-1.0512227,-1.1926982,-1.0401895,-1.1456057,-1.1247424,-1.1704352,-1.1101699,-1.0233834,-1.1209403,-1.2375609
-0.86552113,-1.3099555,-1.2663391,-1.122361,-0.89438224,-1.1416353,-1.2962283,-1.0786393,-1.056262,1.6472409,0.014372185,-0.9321586,1.2743874,-1.2046463,-1.0803418,-0.8554847,-1.2975186,-1.2413954,-0.5921701,-1.1023127,1.5988654,-1.2319415,-0.04936319,-1.0052341,1.7099184,1.5597913,1.1250523,1.7293589,1.899388,1.2582769,-0.43479502,-1.0152183,-1.0824374,-1.2144862,-1.0627367,-1.1699165,-1.142853,-1.1920301,-1.1332337,-1.0500315,-1.1371664,-1.258074
-0.8994268,-1.324202,-1.2798423,-1.1399653,-0.92228216,-1.1601276,-1.3141197,-1.1055176,-1.0817775,1.6570206,-0.060367495,-0.9632536,1.306258,-1.2260094,-1.1064864,-0.8877311,-1.3146852,-1.2614483,-0.6417125,-1.1221714,1.615064,-1.2516389,-0.13563232,-1.0274335,1.7549685,1.5636855,1.1337442,1.7489326,1.9088337,1.2858081,-0.5044836,-1.0457717,-1.1058837,-1.238283,-1.0938623,-1.1908935,-1.1672692,-1.2109098,-1.1555333,-1.0767992,-1.1554072,-1.2778748
-0.9342167,-1.3420409,-1.2988015,-1.1568195,-0.9476145,-1.1790211,-1.3369892,-1.1289729,-1.1048845,1.6720676,-0.13986902,-0.9920284,1.3251451,-1.2483745,-1.1297507,-0.9185829,-1.33152,-1.2797599,-0.69257474,-1.1447734,1.661304,-1.2707984,-0.21572296,-1.0528989,1.7832326,1.5687596,1.1468861,1.7560675,1.9239262,1.3177868,-0.5636046,-1.0699551,-1.132609,-1.2574108,-1.1104043,-1.2115958,-1.188725,-1.229331,-1.1774776,-1.1064132,-1.1776072,-1.2971482
-0.9660623,-1.364554,-1.3173505,-1.1764464,-0.9745011,-1.1980762,-1.3531648,-1.1515654,-1.1299281,1.6833662,-0.22258462,-1.0190951,1.3472148,-1.266995,-1.1536077,-0.95148754,-1.3480386,-1.2976557,-0.7386526,-1.1581767,1.6758062,-1.2894555,-0.3019446,-1.0765873,1.8124425,1.5750047,1.147902,1.7848525,1.9439151,1.3366938,-0.6221776,-1.0953515,-1.1527007,-1.2760556,-1.1334221,-1.2301307,-1.2099423,-1.2500136,-1.2040825,-1.1358727,-1.2106713,-1.3158698
-0.9953737,-1.3808848,-1.3356822,-1.1956464,-1.0010059,-1.2184879,-1.3691455,-1.1746217,-1.1511706,1.6911628,-0.30197662,-1.0424194,1.3699197,-1.2860944,-1.1738728,-0.97851294,-1.3642559,-1.3151585,-0.7797252,-1.1683826,1.6967702,-1.3076441,-0.37925678,-1.0983673,1.8395324,1.5875195,1.1609743,1.7921594,1.9641122,1.3687931,-0.67822784,-1.1194959,-1.1719878,-1.2942502,-1.156376,-1.2485126,-1.2304947,-1.2700361,-1.2235572,-1.1550447,-1.2374707,-1.334081
-1.0215533,-1.403621,-1.3514674,-1.2172425,-1.0329342,-1.2360325,-1.3848653,-1.1967468,-1.1719551,1.7079513,-0.37896484,-1.0687289,1.3834286,-1.3026588,-1.1822412,-1.0012696,-1.3801861,-1.3321203,-0.82181066,-1.1790681,1.7022079,-1.3229128,-0.4543118,-1.1270818,1.8657957,1.6136929,1.1660218,1.8120573,1.9781647,1.3875606,-0.7298793,-1.1398008,-1.1970994,-1.3120224,-1.177078,-1.2665447,-1.2552946,-1.28861,-1.2417995,-1.1783745,-1.2559887,-1.355156
-1.0472946,-1.4183022,-1.3647503,-1.2409307,-1.0592709,-1.2547661,-1.4003277,-1.215507,-1.1926441,1.7221472,-0.44663477,-1.0914553,1.3934225,-1.3154594,-1.2016206,-1.0285522,-1.3958422,-1.3489168,-0.8594886,-1.200839,1.7327342,-1.3404268,-0.5303618,-1.1523861,1.8720628,1.6271327,1.1841799,1.8227262,1.9853756,1.418709,-0.77602506,-1.1613272,-1.2202579,-1.3293977,-1.1973289,-1.2840565,-1.2739228,-1.306793,-1.2628583,-1.1979052,-1.2807665,-1.367176
-1.0709147,-1.4327952,-1.3853186,-1.2652599,-1.0818882,-1.2736456,-1.4155436,-1.231744,-1.1999513,1.7369645,-0.5143864,-1.1102242,1.3981665,-1.3333095,-1.2201546,-1.053384,-1.4112372,-1.3653804,-0.8977501,-1.2206614,1.7543685,-1.3559667,-0.5911372,-1.1751956,1.8768693,1.6518296,1.1926352,1.8337228,2.0202153,1.4372168,-0.81865954,-1.1816198,-1.2383053,-1.3414772,-1.216121,-1.302134,-1.2921041,-1.3210562,-1.2806246,-1.2163253,-1.307395,-1.3823338
-1.0967437,-1.4471067,-1.402118,-1.2829964,-1.1084214,-1.2921661,-1.4305242,-1.2499369,-1.223913,1.7403662,-0.5763855,-1.1252095,1.4225873,-1.3575381,-1.2406983,-1.076011,-1.4263827,-1.3815291,-0.93271255,-1.2437893,1.7634839,-1.3793056,-0.64824694,-1.1968039,1.8840287,1.6778922,1.202718,1.8463466,2.0333736,1.4622784,-0.85915107,-1.2023691,-1.2562951,-1.3579284,-1.242631,-1.3197911,-1.3091137,-1.3392389,-1.2980305,-1.2343941,-1.3214523,-1.3989426
-1.1206591,-1.4612423,-1.4179331,-1.2982614,-1.1311264,-1.3156403,-1.4452786,-1.2690442,-1.2425337,1.7504016,-0.6354607,-1.1410651,1.4531541,-1.3705641,-1.2630198,-1.1001129,-1.4395523,-1.3973792,-0.9628988,-1.2638814,1.7799239,-1.3958715,-0.7014534,-1.2154334,1.906759,1.6865301,1.2101897,1.8705536,2.0335171,1.4987231,-0.89429617,-1.223885,-1.2773933,-1.374469,-1.2693505,-1.3349497,-1.3265432,-1.3569437,-1.3168688,-1.2521255,-1.3358662,-1.4151863
-1.1491885,-1.4736795,-1.4334496,-1.3133725,-1.151132,-1.3505583,-1.4598165,-1.2953167,-1.2604808,1.7552928,-0.69007003,-1.1566279,1.4726546,-1.3838058,-1.2820685,-1.1222018,-1.4673356,-1.4140649,-0.99158436,-1.2814944,1.7901946,-1.4109819,-0.7496902,-1.2412564,1.9196681,1.6962025,1.216165,1.8811716,2.0469534,1.5255897,-0.92834014,-1.2423531,-1.2999467,-1.3906769,-1.2893504,-1.354961,-1.3435946,-1.3742054,-1.335611,-1.269533,-1.3561611,-1.4310879
