wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,rmccp,rmpcp,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw
0.18941796,0.6983936,0.55977565,0.26578748,0.5879443,0.087478235,0.5413007,0.1385902,0.15235764,0.4341871,0.3802983,0.5271966,0.18761113,0.093308754,0.0012702105,0.050877616,0.028777122,0.27063745,0.0077783405,0.22324319,0.35209367,0.19245258,0.20555922,0.42555967,0.07759114,0.12021122,0.36532265,0.016918441,0.82507306,0.36466327,0.18100998,0.62300247,0.6536802
0.18116829,0.6780199,0.5432454,0.24376789,0.57840186,0.07586968,0.51526636,0.122342706,0.1402935,0.42413825,0.36951208,0.50013244,0.1758766,0.079262644,0.00060245,0.041175954,0.02097861,0.2538113,0.00480513,0.21311265,0.33204725,0.17931476,0.19025508,0.41664034,0.062839024,0.11111879,0.35815367,0.011514635,0.7999085,0.3543142,0.16459939,0.61134785,0.6298789
0.17896813,0.66065407,0.5309421,0.23107639,0.56210095,0.06659423,0.5097659,0.114978395,0.13353962,0.40493217,0.36595318,0.5008226,0.15761794,0.06917104,0.00027099528,0.03264412,0.014975589,0.23852073,0.0029320037,0.19506393,0.31364575,0.16389705,0.17652342,0.39533287,0.052060746,0.1029697,0.3428579,0.00746284,0.7780572,0.3473071,0.15331124,0.5961988,0.6082421
0.17796697,0.6515068,0.51205087,0.21653856,0.5431049,0.058368824,0.49883357,0.10816042,0.12956117,0.399807,0.34988144,0.4990026,0.14227565,0.059819225,0.000112656235,0.025394097,0.010175438,0.22564699,0.0016147136,0.19008176,0.29435664,0.15191548,0.16185193,0.38713846,0.042310685,0.09213829,0.3234576,0.0046218596,0.7562571,0.3337779,0.1387979,0.5839651,0.5888505
0.17650709,0.63232106,0.5023708,0.2025111,0.5291984,0.052153207,0.48509592,0.099679865,0.1234906,0.38592938,0.3425338,0.48786017,0.12750928,0.049322993,4.3432505e-05,0.01897118,0.0065351413,0.20907941,0.0008379975,0.18147035,0.27641004,0.13899001,0.14978735,0.3877612,0.03269025,0.08709211,0.3189261,0.0027400914,0.7287249,0.32557312,0.12868695,0.56814754,0.57225734
0.18132733,0.61864287,0.4889654,0.18769155,0.5249874,0.04579096,0.47200322,0.09180849,0.12286189,0.36531115,0.33171827,0.4725566,0.11355645,0.041076854,1.5530528e-05,0.013558823,0.0039705504,0.1988534,0.0004086222,0.17057665,0.2607649,0.12594628,0.13706757,0.37850848,0.025054295,0.080029145,0.31349194,0.0015209602,0.7027621,0.32072338,0.11836223,0.5525929,0.5542941
0.17985873,0.6050431,0.4796389,0.17466678,0.5061357,0.040346347,0.46334016,0.08693332,0.11798719,0.36290205,0.3209231,0.45918366,0.09854837,0.032370873,5.1112015e-06,0.009277823,0.002307865,0.1915502,0.00018804187,0.16481775,0.24459976,0.11395859,0.12500693,0.3664097,0.01924728,0.07675529,0.3041946,0.0008126666,0.68656814,0.32021677,0.109689504,0.5340062,0.53362566
0.17818002,0.5865815,0.46567026,0.16194494,0.49897468,0.0357743,0.45449534,0.083271734,0.11098052,0.35044774,0.31355917,0.4571476,0.087056875,0.025119504,1.5401903e-06,0.0060869902,0.0012701232,0.18191008,8.026031e-05,0.15607136,0.2322333,0.10480004,0.11458262,0.36040732,0.013718939,0.07310538,0.29340044,0.0004060721,0.6678301,0.30842355,0.09735621,0.5218262,0.5219391
0.176243,0.5766452,0.45201135,0.15080823,0.4782474,0.031261995,0.43752974,0.07991032,0.10579918,0.34466144,0.30271077,0.45616478,0.075340584,0.01863926,4.224782e-07,0.003831213,0.0006606091,0.17449643,3.1998035e-05,0.15522541,0.21972135,0.09481271,0.10543385,0.35874957,0.009665205,0.06739519,0.28254884,0.0001911866,0.6482297,0.30286545,0.08824134,0.511453,0.5067847
0.1661929,0.56723744,0.44399378,0.1378193,0.4735948,0.027741268,0.4357187,0.08124144,0.09568582,0.33761784,0.29831225,0.43033838,0.06627209,0.0130204875,1.0474911e-07,0.0022556141,0.0003233357,0.17051044,1.184101e-05,0.14947747,0.20877382,0.087062895,0.09762762,0.3587834,0.0068163774,0.06260864,0.27750844,8.429184e-05,0.6244531,0.29715934,0.07878589,0.49856287,0.4895345
0.17060779,0.55447537,0.4345265,0.12817621,0.4612407,0.02469091,0.4233669,0.07434796,0.090656124,0.32643908,0.28797212,0.4328144,0.059128366,0.009187434,2.3301451e-08,0.0012673875,0.00014863959,0.16422555,4.04928e-06,0.15047233,0.19761421,0.07560482,0.08630981,0.3414734,0.0044451696,0.058671735,0.27015647,3.489156e-05,0.6176317,0.28671774,0.07086601,0.48905817,0.4803808
0.17490949,0.53790677,0.42318112,0.11505911,0.45417747,0.021099785,0.4184544,0.072226,0.0863635,0.3162069,0.28233254,0.4196522,0.048845064,0.0061607873,4.6117514e-09,0.00067142944,6.422976e-05,0.15856887,1.271047e-06,0.13814361,0.18869372,0.06821205,0.07949377,0.33996728,0.002783891,0.058384676,0.26636484,1.34453885e-05,0.6052066,0.28509426,0.063722625,0.4768341,0.46107823
0.17519045,0.53162783,0.41389114,0.10610672,0.4408924,0.018652758,0.41160843,0.07042128,0.080667086,0.3129342,0.27431247,0.410341,0.040947165,0.003939382,8.046314e-10,0.00033928052,2.5904468e-05,0.15366715,3.646274e-07,0.13341746,0.18176298,0.057905514,0.068095066,0.32583424,0.001664933,0.053386383,0.2522069,4.7974177e-06,0.58718896,0.27516535,0.055137333,0.46804732,0.45959502
0.17683353,0.520662,0.4085981,0.09322432,0.43099236,0.015172374,0.40209264,0.067741886,0.07613333,0.31026363,0.26464468,0.40230408,0.03355828,0.0023996595,1.225621e-10,0.00016159052,9.723558e-06,0.14574735,9.500952e-08,0.13131727,0.17618006,0.050576895,0.06113825,0.3188428,0.0009451201,0.04809996,0.24462773,1.5793274e-06,0.5698318,0.27287656,0.04882767,0.4555654,0.44840887
0.17573541,0.50747997,0.39730707,0.08589587,0.42014283,0.012687322,0.3904468,0.06488404,0.07001241,0.30359212,0.25770915,0.39767855,0.027823005,0.001381362,1.6123327e-11,7.235386e-05,3.3882047e-06,0.14398442,2.232723e-08,0.12773272,0.16796018,0.046318397,0.05692715,0.33097875,0.0005063561,0.045574334,0.2494941,4.775123e-07,0.5523613,0.27179524,0.042817052,0.4460353,0.43242693
0.17537352,0.49493304,0.38996843,0.07952967,0.41431206,0.0099748755,0.38712785,0.06450197,0.06270687,0.2879605,0.25448033,0.39632118,0.022415027,0.0007623442,1.8105451e-12,3.0441604e-05,1.0880109e-06,0.13834855,4.6929114e-09,0.1250029,0.1604537,0.03882177,0.048528276,0.31883514,0.0002556421,0.043060962,0.23609155,1.3171959e-07,0.5404396,0.2680026,0.0368312,0.43706062,0.41984347
0.17322114,0.48715118,0.3818257,0.0700057,0.40253392,0.007821255,0.37990618,0.065112606,0.05662879,0.2872118,0.24917366,0.37592196,0.017498799,0.00039792887,1.7133745e-13,1.1997685e-05,3.202616e-07,0.13450609,8.748604e-10,0.120281115,0.15799803,0.033231456,0.04220365,0.3157218,0.00012274666,0.04190641,0.23444575,3.2928202e-08,0.5273673,0.26375118,0.031261,0.42919767,0.41408196
0.1686888,0.47787583,0.3710629,0.06432479,0.3968259,0.0058529796,0.36241856,0.05978969,0.049421538,0.2775356,0.24313317,0.38414392,0.013147191,0.00019701714,1.3474085e-14,4.404645e-06,8.58994e-08,0.13169311,1.4329192e-10,0.11921039,0.14637093,0.027882103,0.035829466,0.31771624,5.5075034e-05,0.03940526,0.22961824,7.4010518e-09,0.52388215,0.26415926,0.026569484,0.41837996,0.40407068
0.17336698,0.46440548,0.36529663,0.057448514,0.38831908,0.0044034603,0.36108267,0.061756644,0.044749215,0.27020064,0.24474211,0.37723076,0.0098720575,9.253216e-05,8.671404e-16,1.4982608e-06,2.0837792e-08,0.12665114,2.040917e-11,0.11342996,0.1429281,0.0227472,0.030243987,0.31286818,2.3208193e-05,0.037960477,0.22393513,1.4837144e-09,0.508428,0.25719875,0.021730952,0.41513118,0.39085114
0.173499,0.45628896,0.36050734,0.05077099,0.3813631,0.0031195467,0.3593529,0.058898065,0.03934941,0.2649943,0.23334846,0.36869052,0.0068572536,4.0889558e-05,4.490704e-17,4.6952636e-07,4.5361865e-09,0.12221742,2.4997387e-12,0.109200716,0.13975693,0.018455764,0.024691379,0.30351016,9.118459e-06,0.03577034,0.2181385,2.6292782e-10,0.4948478,0.25734448,0.017904656,0.40685076,0.37930766
0.16894951,0.4400367,0.34867737,0.044211797,0.37614712,0.0020433713,0.34347054,0.059291776,0.033263072,0.2576132,0.23456264,0.364082,0.0045736893,1.6962307e-05,1.837128e-18,1.3473976e-07,8.7881036e-10,0.12270762,2.6009303e-13,0.10365243,0.13172798,0.014708345,0.0202913,0.30117965,3.3388362e-06,0.03463184,0.21505724,4.078806e-11,0.48770845,0.25290662,0.014427144,0.39547336,0.37960634
0.16895673,0.44049126,0.34536013,0.03795445,0.366685,0.0012310835,0.34126052,0.056196284,0.028417954,0.25801346,0.22477135,0.35639057,0.0030512412,6.5820486e-06,5.817174e-20,3.5174278e-08,1.5012981e-10,0.119803585,2.2685067e-14,0.0992559,0.12341468,0.011597293,0.016328398,0.29942146,1.1311298e-06,0.03231481,0.21030666,5.480578e-12,0.4746714,0.24596928,0.011312288,0.3899277,0.37020057
0.1723148,0.4280699,0.33791894,0.03318823,0.36034292,0.0007078867,0.33250892,0.053013075,0.024030125,0.24945995,0.22246355,0.34853148,0.0018929883,2.3767968e-06,1.3939609e-21,8.290918e-09,2.2390534e-11,0.11551883,1.634552e-15,0.09934075,0.12261522,0.008790407,0.012614055,0.29090706,3.5276707e-07,0.03159444,0.21467435,6.3050785e-13,0.46021214,0.24456204,0.008784813,0.3875515,0.3641654
0.16921048,0.41820136,0.33140144,0.028436424,0.3600347,0.00038266403,0.33006805,0.0531449,0.01953302,0.23976767,0.21654934,0.34060335,0.0011378418,7.946594e-07,2.4655303e-23,1.7506127e-09,2.8837998e-12,0.11444393,9.575697e-17,0.0979949,0.12010156,0.0064436593,0.009602783,0.2817092,1.00819996e-07,0.030385885,0.2025439,6.13258e-14,0.45741108,0.2434488,0.006685208,0.38626093,0.35186186
0.16930611,0.41243905,0.32257208,0.024264978,0.34783047,0.00019370022,0.33564934,0.0517921,0.015798839,0.24158667,0.21454781,0.33947426,0.000648675,2.445591e-07,3.1306167e-25,3.2827047e-10,3.1696916e-13,0.1100591,4.4817005e-18,0.09608656,0.11498057,0.0046455204,0.00716273,0.28529137,2.6180732e-08,0.027805703,0.1979483,4.973839e-15,0.4454204,0.2365543,0.004922388,0.37351054,0.345628
0.17203349,0.4028707,0.31926376,0.020459177,0.34484845,9.1646405e-05,0.31584528,0.051586837,0.012564368,0.23521009,0.21109767,0.34060106,0.00035150963,6.885524e-08,2.7665082e-27,5.4156547e-11,2.9349543e-14,0.10484828,1.6437698e-19,0.09700746,0.10960799,0.0032200872,0.005085377,0.27227607,6.1375496e-09,0.026946697,0.19779013,3.3134595e-16,0.4449848,0.23127379,0.0035793607,0.36963546,0.3403955
0.16612281,0.3965842,0.31051907,0.016744515,0.33897042,4.0785773e-05,0.31872556,0.051325757,0.00951325,0.2330444,0.20376857,0.33198088,0.00018158644,1.7612459e-08,1.6431936e-29,7.780426e-12,2.257229e-15,0.106307976,4.625196e-21,0.09334228,0.10837812,0.0022044755,0.0036246143,0.27539545,1.2885428e-09,0.024922824,0.19434333,1.7833083e-17,0.43187448,0.23092605,0.0025426226,0.3667956,0.33663112
0.16935837,0.3870793,0.3036511,0.013777019,0.33496425,1.6986285e-05,0.30962592,0.05083691,0.00715904,0.22647758,0.20395598,0.33220762,8.892521e-05,4.0623296e-09,6.306877e-32,9.626297e-13,1.4197706e-16,0.11011592,9.751967e-23,0.09288437,0.10465939,0.0014436514,0.0024274085,0.27031228,2.401688e-10,0.023932979,0.18982479,7.6143423e-19,0.42423123,0.22612357,0.0017567452,0.35856062,0.3286365
0.16982575,0.38148895,0.29967338,0.010973557,0.32283717,6.596883e-06,0.3047812,0.050375152,0.005233368,0.2257128,0.20260645,0.32616535,4.1177005e-05,8.381408e-10,1.4958321e-34,1.0133323e-13,7.180512e-18,0.10920807,1.501022e-24,0.0921347,0.10152484,0.0009134824,0.0015921696,0.26292098,3.9370326e-11,0.022600144,0.190614,2.5281816e-20,0.41988477,0.22665766,0.0011825609,0.34956652,0.31919816
0.1665597,0.37724942,0.29462698,0.008606208,0.32908177,2.3793389e-06,0.29950887,0.052120164,0.0036960475,0.22251277,0.19618739,0.31750408,1.7942115e-05,1.5332349e-10,2.0826672e-37,8.956379e-15,2.8660487e-19,0.1053193,1.6382487e-26,0.09136152,0.101677656,0.00056102034,0.0010054609,0.26179007,5.6179913e-12,0.021645129,0.1905466,6.3849296e-22,0.40648612,0.22268178,0.00077063113,0.34228438,0.31747764
0.1686668,0.3730333,0.2903429,0.0066942926,0.31463984,7.945907e-07,0.3013633,0.050469857,0.0025396966,0.21903743,0.19225912,0.31850135,7.339506e-06,2.4632532e-11,1.60408e-40,6.55113e-16,8.84449e-21,0.101268426,1.2272295e-28,0.091525555,0.09917004,0.00032958572,0.00061085954,0.25884134,6.9010124e-13,0.020290969,0.18148977,1.1968769e-23,0.39880362,0.21784924,0.00048607204,0.3350467,0.31049803
0.17028148,0.36361575,0.2834939,0.0050418987,0.30752304,2.4428235e-07,0.29962087,0.05079612,0.0016794829,0.2154528,0.18932019,0.30939862,2.805336e-06,3.439574e-12,6.3e-44,3.903215e-17,2.0628003e-22,0.099224254,6.082915e-31,0.088473596,0.09461126,0.00018716387,0.00035930844,0.2549385,7.209035e-14,0.0181591,0.18068671,1.6205911e-25,0.3963647,0.21698107,0.00029745925,0.3291167,0.304689
0.16445404,0.35150447,0.28018224,0.003717362,0.30929875,6.867123e-08,0.28919756,0.05204969,0.0010667254,0.2050465,0.19037221,0.30787575,9.953491e-07,4.127433e-13,0.0,1.861661e-18,3.545681e-24,0.09782976,1.9139011e-33,0.085136734,0.0954212,0.00010109047,0.00020037714,0.24769856,6.319772e-15,0.017161718,0.17621997,1.5376099e-27,0.3932765,0.21196203,0.00017507788,0.32676536,0.2990352
0.16160166,0.34392658,0.27431646,0.002704308,0.30184457,1.7537163e-08,0.28830165,0.054502357,0.00065066665,0.20388265,0.1820174,0.30093017,3.267601e-07,4.2041694e-14,0.0,6.973455e-20,4.367491e-26,0.096510075,3.645809e-36,0.08236532,0.091457985,5.2148207e-05,0.00010702188,0.24287847,4.582236e-16,0.016246604,0.17379704,9.8806255e-30,0.3839148,0.20605975,9.905996e-05,0.32499585,0.29577366
0.15946053,0.34314308,0.27084985,0.0019062909,0.29603192,4.03867e-09,0.28239048,0.052257612,0.00038473404,0.19933237,0.1844992,0.29639876,9.861732e-08,3.5863824e-15,0.0,2.008672e-21,3.7364493e-28,0.096304394,3.981745e-39,0.08378523,0.09163828,2.560801e-05,5.452521e-05,0.23986432,2.704563e-17,0.014854033,0.17522432,4.1382473e-32,0.37458268,0.20662077,5.37904e-05,0.31753698,0.2931635
0.15674052,0.33160406,0.2650691,0.0013069607,0.2951208,8.319478e-10,0.27911934,0.047570817,0.00021762156,0.1965009,0.18165314,0.29793945,2.7189577e-08,2.5247455e-16,0.0,4.346715e-23,2.1434408e-30,0.09395851,2.34e-42,0.08079102,0.0882432,1.192525e-05,2.6405094e-05,0.23651715,1.2769639e-18,0.013278538,0.17113808,1.0814727e-34,0.37161183,0.20172442,2.789688e-05,0.3139265,0.2889408
0.15589736,0.32588497,0.26209658,0.0008712761,0.2862011,1.5195488e-10,0.2784659,0.048401367,0.000117824995,0.19554535,0.17851557,0.28910884,6.801016e-09,1.4433072e-17,0.0,6.886091e-25,7.9239016e-33,0.09095173,0.0,0.07987352,0.0878137,5.2462283e-06,1.2118058e-05,0.23298496,4.73135e-20,0.012617418,0.17143269,1.6777338e-37,0.3639871,0.20571397,1.3779261e-05,0.30716386,0.28387037
0.15793888,0.32480523,0.2575265,0.00056012365,0.2891103,2.4374815e-11,0.2736198,0.04859911,6.076956e-05,0.19429918,0.1760323,0.27929634,1.5315745e-09,6.582537e-19,0.0,7.759579e-27,1.8043573e-35,0.09214799,0.0,0.07816808,0.08409448,2.170961e-06,5.243108e-06,0.22962514,1.3468615e-21,0.011209596,0.16669501,1.4585e-40,0.35933065,0.20251444,6.4585224e-06,0.30215725,0.27860603
0.158026,0.31892395,0.25444728,0.00035050375,0.28014588,3.398287e-12,0.26669526,0.04789603,2.9832738e-05,0.19081761,0.175751,0.28860906,3.0798772e-10,2.3489004e-20,0.0,6.022344e-29,2.4029833e-38,0.092411034,0.0,0.08074353,0.08631638,8.4057433e-07,2.1288251e-06,0.22625932,2.877571e-23,0.0099851955,0.16422002,6.6e-44,0.34946448,0.19598417,2.8603872e-06,0.3011638,0.27735186
0.1558954,0.314969,0.25162217,0.00021104119,0.28025714,4.0714947e-13,0.26713672,0.047577012,1.3861673e-05,0.1877021,0.17263204,0.27818933,5.481e-11,6.418652e-22,0.0,3.1047023e-31,1.7626e-41,0.08815014,0.0,0.07667999,0.08242652,3.031149e-07,8.080182e-07,0.2269713,4.495873e-25,0.00908611,0.15842627,0.0,0.34066275,0.19525644,1.1923769e-06,0.29415515,0.26902074
0.15620689,0.30983794,0.24661659,0.0001223192,0.28196153,4.1405962e-14,0.25381044,0.04548235,6.086557e-06,0.1882518,0.17045441,0.2731003,8.5486705e-12,1.3116258e-23,0.0,1.0204663e-33,7e-45,0.08927211,0.0,0.08035077,0.07965123,1.012387e-07,2.8509666e-07,0.22243635,4.990251e-27,0.007845241,0.16281463,0.0,0.33649725,0.19371067,4.65609e-07,0.295143,0.26518357
0.15348423,0.30323362,0.24421991,6.7891204e-05,0.27026746,3.5264207e-15,0.2674683,0.048994426,2.5085874e-06,0.1856254,0.16859488,0.26518476,1.1562696e-12,1.9521031e-25,0.0,2.0408455e-36,0.0,0.083785795,0.0,0.0777686,0.078089975,3.1140175e-08,9.301717e-08,0.21884827,3.809719e-29,0.0068850876,0.15668629,0.0,0.33700827,0.1868074,1.6945802e-07,0.28847218,0.26357174
0.15074794,0.29913512,0.24243575,3.6129164e-05,0.27386716,2.4784017e-16,0.25424457,0.044187408,9.683284e-07,0.18410929,0.16616398,0.26461172,1.3407144e-13,2.05473e-27,0.0,2.353527e-39,0.0,0.08813854,0.0,0.074689254,0.077383354,8.764485e-09,2.7895982e-08,0.21618862,1.9289099e-31,0.0061122524,0.1581435,0.0,0.3277251,0.18790019,5.7175697e-08,0.28514627,0.26267368
0.14692862,0.29639336,0.23874795,1.8331662e-05,0.26874912,1.4143845e-17,0.25379726,0.042902306,3.480253e-07,0.18076919,0.16308269,0.26097837,1.3160502e-14,1.4800102e-29,0.0,1.47e-42,0.0,0.08480668,0.0,0.07512758,0.07233417,2.241779e-09,7.640502e-09,0.2146312,6.215604e-34,0.004996595,0.15725423,0.0,0.32616642,0.18697949,1.7779575e-08,0.27740246,0.25619563
0.15106112,0.2903981,0.23764466,8.835151e-06,0.26347822,6.439153e-19,0.24506274,0.043547742,1.1584757e-07,0.17958306,0.16175815,0.2604787,1.0787217e-15,7.0296725e-32,0.0,0.0,0.0,0.08518064,0.0,0.073505856,0.07178856,5.171891e-10,1.8976398e-09,0.20964184,1.2161892e-36,0.0039984016,0.15279648,0.0,0.31928492,0.18407308,5.063509e-09,0.2765729,0.2525801
