total_losses,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.23945533,0.383593,0.212761,0.27307385,0.4471292,0.520952,0.00546903,0.26864278,0.2495596,0.2849191,0.672114,0.32764658,0.071564734,0.034606285,0.080280155,0.03785494,0.02110877,0.058674585,0.071488075,0.04988831,0.33245084,0.01881458,0.09616196,0.056811534,0.03881599,0.13824813,0.18948367,0.03698929,0.064085364,0.06496052
0.20120884,0.3759812,0.17860875,0.23926742,0.43047315,0.4698728,0.0024257076,0.2318431,0.25312427,0.27097735,0.62028503,0.2937792,0.05252677,0.021177202,0.054178104,0.027649436,0.012829548,0.051131535,0.0559981,0.034635857,0.2998182,0.012165951,0.07199023,0.03866662,0.023679199,0.105356924,0.16443864,0.024294447,0.048156843,0.043686546
0.16689472,0.36899963,0.14837164,0.21004705,0.41117334,0.42034015,0.0009959321,0.1988476,0.2573348,0.26711965,0.57506883,0.26667565,0.03741094,0.012526206,0.03519255,0.01934622,0.0070846123,0.04271254,0.042390823,0.023975994,0.27028313,0.007658411,0.051639915,0.023771284,0.013770307,0.07624367,0.13903652,0.014756829,0.035072587,0.028810682
0.14224564,0.36819282,0.118100226,0.1877676,0.40136096,0.38189176,0.00037625709,0.17100869,0.2607188,0.25770733,0.5316069,0.23814748,0.025670262,0.0070154783,0.022560759,0.013394263,0.003544488,0.03946069,0.033485778,0.016897086,0.24598004,0.004458639,0.0366716,0.014737898,0.007521072,0.057273112,0.121538736,0.008430583,0.025724158,0.018627977
0.12086124,0.36445925,0.098402284,0.16823778,0.38787562,0.34583187,0.00013038403,0.14826491,0.26671764,0.25113863,0.4882541,0.21172482,0.016557503,0.0037535098,0.013923351,0.008772262,0.001570073,0.035385806,0.025149163,0.011741075,0.2204009,0.0023017498,0.02526873,0.008805317,0.0039706365,0.041682895,0.10155646,0.004368277,0.019484788,0.011893276
0.10570436,0.36463565,0.07907485,0.149178,0.37414554,0.3135024,4.1178315e-05,0.12988183,0.27081004,0.24716564,0.44660172,0.19184072,0.0098191295,0.0019132309,0.008370119,0.005100143,0.00060819695,0.031223264,0.021022871,0.0076784957,0.20515546,0.0010355772,0.016811179,0.004969509,0.0019527164,0.031003349,0.08625203,0.0020509453,0.014975497,0.0073416037
0.08838547,0.36512357,0.06451637,0.13343635,0.36400163,0.28517336,1.1787655e-05,0.11020454,0.2744297,0.23926735,0.41102928,0.17347091,0.005362754,0.00092900486,0.0047628083,0.0027823767,0.00021305749,0.030091316,0.016944861,0.0046900194,0.19136673,0.000404062,0.010536125,0.0026517112,0.00090308755,0.0221286,0.07443034,0.0008891423,0.011528528,0.004289643
0.07653799,0.36590028,0.052097164,0.12207329,0.3500775,0.25756013,3.0361443e-06,0.09481762,0.27664053,0.2325173,0.37612957,0.15481089,0.0026636824,0.0004256483,0.0025730596,0.0013010404,6.661763e-05,0.028619876,0.013553325,0.0027717913,0.17584652,0.00013609538,0.0063069696,0.0013276167,0.00038906618,0.015369198,0.0652823,0.00035238205,0.008242383,0.0023570147
0.06541498,0.36427107,0.043281656,0.10783337,0.33832815,0.23540364,6.983942e-07,0.083233684,0.2807663,0.22639965,0.3464807,0.13738997,0.0012024414,0.00018333063,0.0013182086,0.0005318469,1.8721064e-05,0.026337473,0.011470226,0.0014512188,0.16673422,4.0794537e-05,0.0035502089,0.0006242442,0.00015540655,0.010702395,0.056707405,0.00012852188,0.0062671034,0.0011842434
0.057739045,0.36518946,0.035949167,0.09738091,0.3284872,0.21260281,1.4229803e-07,0.07014408,0.28274646,0.22074667,0.31897885,0.12496703,0.00049859,7.378477e-05,0.00064044376,0.00019594083,4.728876e-06,0.025103979,0.009452505,0.0006761612,0.15545933,1.0980286e-05,0.0018681627,0.0002742822,5.7601228e-05,0.007036897,0.05033267,4.3059852e-05,0.004643808,0.0005452371
0.04928748,0.36421654,0.030056315,0.08782522,0.3169474,0.18986483,2.54512e-08,0.060720902,0.28441426,0.21294734,0.29378963,0.11091219,0.00019031933,2.7637925e-05,0.0002933017,6.504938e-05,1.0666348e-06,0.023750756,0.008641827,0.0002761354,0.1470902,2.6502935e-06,0.0009274135,0.0001118214,1.9713952e-05,0.0044749966,0.043612182,1.3184392e-05,0.0032576208,0.00023235961
0.044591293,0.3639299,0.025035558,0.0807768,0.3057368,0.17249732,3.957085e-09,0.053909734,0.28513092,0.20789844,0.27098948,0.10164254,6.663269e-05,9.575277e-06,0.00012640437,1.9639767e-05,2.132529e-07,0.021593055,0.0077161817,0.00010091379,0.1389742,5.6973073e-07,0.00043172066,4.2206968e-05,6.192835e-06,0.0026905928,0.03816323,3.6690396e-06,0.0021262777,9.075024e-05
0.039244942,0.36135066,0.02122286,0.07098593,0.29716557,0.15707624,5.291241e-10,0.045816068,0.28742212,0.20108938,0.24866858,0.092934825,2.1375205e-05,3.0517544e-06,5.0903396e-05,5.37657e-06,3.7455234e-08,0.020129962,0.007519571,3.325264e-05,0.13263717,1.0822334e-07,0.0001875105,1.4733097e-05,1.7744983e-06,0.0014978359,0.03438696,9.219669e-07,0.0012777207,3.2492677e-05
0.03634122,0.36079007,0.01818349,0.065411024,0.28773358,0.14389992,6.014192e-11,0.0416447,0.28674185,0.19577684,0.23050518,0.08529129,6.2610548e-06,8.8897787e-07,1.9076479e-05,1.3275323e-06,5.7225793e-09,0.019755438,0.0064620753,9.918848e-06,0.12635733,1.79999e-08,7.6107186e-05,4.7286835e-06,4.6066083e-07,0.0007797144,0.031023817,2.0762826e-07,0.0006458947,1.0681002e-05
0.031758204,0.35960656,0.01556735,0.06022555,0.27836287,0.12955332,5.73688e-12,0.03663651,0.28643188,0.19082657,0.21169123,0.07947756,1.6641751e-06,2.3509843e-07,6.6153525e-06,2.9349096e-07,7.524015e-10,0.019814111,0.006385355,2.675728e-06,0.121303886,2.5947091e-09,2.8739662e-05,1.3877429e-06,1.0753621e-07,0.00037066513,0.028934605,4.155817e-08,0.0002962062,3.2042246e-06
0.027764488,0.35692134,0.014565863,0.053874657,0.2700225,0.119093485,4.5285962e-13,0.032004073,0.2864708,0.18490748,0.19154331,0.07307585,3.986161e-07,5.6025282e-08,2.1131095e-06,5.761604e-08,8.4133e-11,0.018902289,0.0061324714,6.502968e-07,0.11576856,3.2057382e-10,1.0056558e-05,3.6995576e-07,2.2391939e-08,0.00016527185,0.026200611,7.326606e-09,0.000120744575,8.739363e-07
0.025736786,0.3558166,0.012619647,0.05227727,0.26251212,0.10943611,2.913123e-14,0.029731361,0.28509265,0.17975312,0.17809887,0.06986183,8.5387434e-08,1.1935878e-08,6.1747994e-07,9.952758e-09,7.898457e-12,0.017900253,0.005750754,1.4142745e-07,0.111967675,3.3534384e-11,3.2440612e-06,8.895323e-08,4.1225983e-09,6.823525e-05,0.024241583,1.1265556e-09,4.4750534e-05,2.1533221e-07
0.02355785,0.35498402,0.011443389,0.047603726,0.25682974,0.101293586,1.5014676e-15,0.026262438,0.28354564,0.17420076,0.16333224,0.06646817,1.6217683e-08,2.2536795e-09,1.6408363e-07,1.4978347e-09,6.13833e-13,0.017529134,0.005504199,2.7298972e-08,0.10781276,2.9307479e-12,9.588043e-07,1.9138607e-08,6.6472683e-10,2.6156256e-05,0.023302102,1.4946705e-10,1.5132969e-05,4.7573074e-08
0.02111983,0.3523126,0.010766553,0.044092797,0.24853419,0.09428396,6.0862355e-17,0.024431167,0.28350696,0.17068045,0.15070738,0.06256323,2.7057505e-09,3.736146e-10,3.9350294e-08,1.9426145e-10,3.888369e-14,0.01643648,0.0049863304,4.634594e-09,0.104674526,2.1088402e-13,2.5795745e-07,3.653754e-09,9.289367e-11,9.2567225e-06,0.022601046,1.6912168e-11,4.685611e-06,9.345868e-09
0.020142335,0.3498372,0.010157756,0.041755673,0.24150054,0.08716505,1.9007841e-18,0.022444146,0.28290522,0.16575934,0.13966733,0.05828973,3.925255e-10,5.382814e-11,8.451014e-09,2.145679e-11,1.9738339e-15,0.015174598,0.0047407863,6.851278e-10,0.101108335,1.2294739e-14,6.2720744e-08,6.1320715e-10,1.1124321e-11,3.015559e-06,0.021516206,1.6112486e-12,1.3240152e-06,1.6178422e-09
0.019836653,0.34863588,0.009530226,0.03963558,0.23590992,0.0798273,4.4708912e-20,0.021166177,0.281105,0.1610686,0.13110362,0.055807404,4.8967816e-11,6.665158e-12,1.6114143e-09,1.9924008e-12,7.8804796e-17,0.0152547695,0.0042962832,8.723011e-11,0.09883519,5.7062503e-16,1.3675425e-08,8.956153e-11,1.1275247e-12,8.997694e-07,0.019702317,1.2745672e-13,3.3925483e-07,2.4434224e-10
0.018679157,0.34661806,0.008679399,0.038036454,0.22932662,0.07559766,7.722726e-22,0.019367285,0.2800489,0.15729374,0.12195222,0.05387777,5.1899192e-12,7.0072756e-13,2.7026645e-10,1.533464e-13,2.4239686e-18,0.015646288,0.004007,9.451486e-12,0.09626003,2.0677834e-17,2.6512976e-09,1.1258713e-11,9.5425336e-14,2.4453843e-07,0.019471595,8.244159e-15,7.8276905e-08,3.1849915e-11
0.017526027,0.3449276,0.008382111,0.035878696,0.22336635,0.0724098,9.524816e-24,0.01884871,0.27881664,0.15289842,0.1141107,0.051947813,4.611862e-13,6.172489e-14,3.9470267e-11,9.631997e-15,5.614562e-20,0.014549855,0.0035665538,8.60198e-13,0.09269361,5.726251e-19,4.5285922e-10,1.203594e-12,6.644309e-15,6.012053e-08,0.018999392,4.2875775e-16,1.6135472e-08,3.5411344e-12
0.016836438,0.34354508,0.0081183165,0.03397888,0.21792331,0.06778465,8.128284e-26,0.018105458,0.2769083,0.14872357,0.10672678,0.050158184,3.386691e-14,4.4898824e-15,4.9641545e-12,4.8541214e-16,9.548029e-22,0.014476756,0.0033457093,6.482685e-14,0.09137438,1.18341475e-20,6.746925e-11,1.079896e-13,3.744789e-16,1.3274129e-08,0.018399755,1.7600648e-17,2.9454534e-09,3.315173e-13
0.016341493,0.33996895,0.00766408,0.0316512,0.21205969,0.06296457,4.632862e-28,0.016446695,0.2768575,0.14515088,0.09971112,0.04891856,2.022907e-15,2.654356e-16,5.3124047e-13,1.9262874e-17,1.15894774e-23,0.014122184,0.0036093974,3.9826325e-15,0.08828715,1.7776662e-22,8.672635e-12,8.01577e-15,1.678192e-17,2.6098743e-09,0.017558945,5.5878444e-19,4.716096e-10,2.5768043e-14
0.015572217,0.33890975,0.0076595643,0.031044345,0.20768364,0.06015312,1.6945496e-30,0.015983583,0.274249,0.14071003,0.09390472,0.0482941,9.6587174e-17,1.2532603e-17,4.7741992e-14,5.896269e-19,9.728768e-26,0.013381456,0.0031347962,1.9605626e-16,0.08567274,1.8846625e-24,9.504705e-13,4.845331e-16,5.8634305e-19,4.528461e-10,0.017731527,1.3414469e-20,6.5545666e-11,1.6374569e-15
0.015559857,0.33743674,0.0073049064,0.02917242,0.20250851,0.05575634,3.800615e-33,0.015125275,0.27256712,0.1381288,0.087541275,0.046282887,3.616525e-18,4.635832e-19,3.5516706e-15,1.3607034e-20,5.451147e-28,0.013227403,0.0033121163,7.5888445e-18,0.084782146,1.3645033e-26,8.766649e-14,2.3442328e-17,1.5629038e-20,6.865785e-11,0.016231667,2.375027e-22,7.818144e-12,8.364134e-17
0.015228979,0.33505854,0.007279654,0.028801067,0.19792412,0.05468389,4.9608412e-36,0.015536078,0.27164033,0.1346366,0.08410347,0.044752542,1.0397268e-19,1.315228e-20,2.1530367e-16,2.3082277e-22,1.9585297e-30,0.013008052,0.0030535911,2.2620536e-19,0.08372605,6.5005426e-29,6.709288e-15,8.90657e-19,3.1027217e-22,8.9984235e-12,0.01663555,3.0161738e-24,7.9046324e-13,3.3709655e-18
0.014757728,0.3326146,0.0073036985,0.02921232,0.19218324,0.053489327,3.546709e-39,0.014938965,0.270767,0.13208245,0.08017836,0.04359358,2.2420953e-21,2.7955317e-22,1.0453348e-17,2.7981912e-24,4.3106484e-33,0.012909755,0.002570419,5.074009e-21,0.0812828,1.9538202e-31,4.1949307e-16,2.6021685e-20,4.4666933e-24,1.00758e-12,0.016718252,2.663469e-26,6.683485e-14,1.05017584e-19
0.014659049,0.33130482,0.007030357,0.027730014,0.18692616,0.04897941,1.293e-42,0.014782108,0.26886716,0.12919642,0.07731309,0.04291024,3.5337428e-23,4.3370744e-24,3.9883433e-19,2.3489165e-26,5.514907e-36,0.012707538,0.0026833978,8.3486134e-23,0.07989772,3.5310829e-34,2.1065928e-17,5.7120305e-22,4.5261052e-26,9.516224e-14,0.016332576,1.5794076e-28,4.656287e-15,2.4723065e-21
0.014537604,0.32942536,0.007356128,0.025654472,0.1833101,0.0478001,0.0,0.014399125,0.267611,0.12529232,0.07390058,0.042388886,3.9547025e-25,4.7707146e-26,1.1710223e-20,1.3178442e-28,3.858907e-39,0.012718264,0.002428771,9.793219e-25,0.07862749,3.6304273e-37,8.338903e-19,9.180963e-24,3.1221614e-28,7.4754825e-15,0.0155717805,6.046277e-31,2.629956e-16,4.2890812e-23
0.013800562,0.32703832,0.0073214397,0.025330078,0.17937875,0.04592836,0.0,0.014009033,0.26653415,0.1228388,0.07068782,0.04224321,3.0426101e-27,3.60167e-28,2.5853115e-22,4.747637e-31,1.375e-42,0.012314659,0.0021155796,7.933316e-27,0.07802412,1.99057e-40,2.548852e-20,1.0499418e-25,1.4120221e-30,4.8100084e-16,0.015770707,1.4287876e-33,1.1830299e-17,5.3321574e-25
0.013800048,0.32608858,0.0069340225,0.025984166,0.17502366,0.044637337,0.0,0.013831218,0.2643387,0.12047991,0.06717575,0.04254111,1.5518012e-29,1.7991507e-30,4.1828498e-24,1.0493235e-33,0.0,0.012060556,0.0022856914,4.2820543e-29,0.07667094,5.3e-44,5.880058e-22,8.273313e-28,4.0118913e-33,2.4927723e-17,0.015495488,1.9797803e-36,4.1559345e-19,4.6041655e-27
0.013645448,0.3232891,0.006985004,0.024896247,0.17142989,0.04303241,0.0,0.013480549,0.2636995,0.11744914,0.06546441,0.04134327,5.035e-32,5.705348e-33,4.819641e-26,1.3502929e-36,0.0,0.011617321,0.002575567,1.4788842e-31,0.07572668,0.0,9.982313e-24,4.332642e-30,6.820223e-36,1.0214745e-18,0.014807779,1.515586e-39,1.1157698e-20,2.6660398e-29
0.0129498355,0.3222769,0.0071047125,0.02465688,0.16799916,0.04075172,0.0,0.012596227,0.26199847,0.11478619,0.06371213,0.040739868,9.916212e-35,1.0955212e-35,3.8303285e-28,9.52045e-40,0.0,0.011632337,0.0026930643,3.1208298e-34,0.07426686,0.0,1.2124617e-25,1.4475938e-32,6.55765e-39,3.242967e-20,0.015254974,5.98e-43,2.2352017e-22,9.950301e-32
0.0125668775,0.32049364,0.006822782,0.024182491,0.1642145,0.039805133,0.0,0.012597037,0.26079017,0.112693176,0.060041655,0.040015925,1.1230842e-37,1.2063026e-38,2.0253764e-30,3.42e-43,0.0,0.012018214,0.002632208,3.816312e-37,0.07365109,0.0,1.0209994e-27,2.9453825e-35,3.339e-42,7.7994554e-22,0.014606978,0.0,3.2534945e-24,2.2880968e-34
0.012652285,0.31801108,0.00672642,0.024459792,0.16099377,0.038507648,0.0,0.012469757,0.25939965,0.10959134,0.057292085,0.038352754,6.8692e-41,7.15e-42,6.841312e-33,0.0,0.0,0.01170983,0.0025107001,2.54287e-40,0.07267547,0.0,5.7537763e-30,3.4593286e-38,1e-45,1.3860332e-23,0.014632984,0.0,3.340411e-26,3.0783278e-37
0.012676505,0.3161451,0.0070440145,0.025338838,0.15740567,0.037854508,0.0,0.01291902,0.2580211,0.10784115,0.05710431,0.039410148,2.1e-44,3e-45,1.4092497e-35,0.0,0.0,0.011542598,0.0026093565,8.5e-44,0.07166813,0.0,2.0849798e-32,2.2038e-41,0.0,1.7702633e-25,0.014787761,0.0,2.340152e-28,2.28199e-40
0.012358088,0.31481084,0.00659605,0.023190856,0.1549183,0.035689764,0.0,0.012134879,0.2562252,0.10450454,0.054989748,0.038544517,0.0,0.0,1.6783858e-38,0.0,0.0,0.011235029,0.0024045657,0.0,0.070639335,0.0,4.642239e-35,7e-45,0.0,1.5754967e-27,0.014999579,0.0,1.077555e-30,8.7e-44
0.012055673,0.31293476,0.0067857313,0.023411531,0.15115899,0.03511518,0.0,0.0125486525,0.25524786,0.103192374,0.05327091,0.03729522,0.0,0.0,1.0863e-41,0.0,0.0,0.01121679,0.0025022782,0.0,0.06963243,0.0,6.0279146e-38,0.0,0.0,9.4368634e-30,0.014450869,0.0,3.1258816e-33,0.0
0.012299689,0.3110718,0.0068870825,0.022382852,0.14743152,0.034264494,0.0,0.012517453,0.25393906,0.10167395,0.052272495,0.037246477,0.0,0.0,4e-45,0.0,0.0,0.011285254,0.0025205216,0.0,0.06840401,0.0,4.2967e-41,0.0,0.0,3.6579583e-32,0.01439949,0.0,5.442615e-36,0.0
0.012341319,0.30929786,0.0064202077,0.022212453,0.14459771,0.03424779,0.0,0.012506843,0.25282747,0.09906269,0.049948733,0.037012193,0.0,0.0,0.0,0.0,0.0,0.011607752,0.0024402693,0.0,0.06792617,0.0,1.5e-44,0.0,0.0,8.775926e-35,0.0142218275,0.0,5.37885e-39,0.0
0.012215988,0.3076595,0.0073199337,0.022569455,0.14192992,0.03254848,0.0,0.012755113,0.25196314,0.09664709,0.048983555,0.035844985,0.0,0.0,0.0,0.0,0.0,0.0109963855,0.0027227986,0.0,0.06744031,0.0,0.0,0.0,0.0,1.2382322e-37,0.013884434,0.0,2.826e-42,0.0
0.012065625,0.30572522,0.0069562416,0.023042947,0.13810939,0.03143969,0.0,0.012240714,0.25075263,0.09546558,0.047769513,0.035702605,0.0,0.0,0.0,0.0,0.0,0.0110504385,0.0026510486,0.0,0.06560557,0.0,0.0,0.0,0.0,9.6844e-41,0.013913871,0.0,1e-45,0.0
0.0123295365,0.30463675,0.00653966,0.022440482,0.13636576,0.03009668,0.0,0.012080901,0.24884838,0.09340374,0.04695018,0.036360055,0.0,0.0,0.0,0.0,0.0,0.0107242465,0.0025023432,0.0,0.06497562,0.0,0.0,0.0,0.0,3.9e-44,0.013451826,0.0,0.0,0.0
0.011721125,0.3031755,0.0063137366,0.021334711,0.13395725,0.029652463,0.0,0.012044536,0.24724057,0.09122769,0.04503507,0.034937453,0.0,0.0,0.0,0.0,0.0,0.011023668,0.002552195,0.0,0.06456414,0.0,0.0,0.0,0.0,0.0,0.013523788,0.0,0.0,0.0
0.011551308,0.30074456,0.0067066075,0.02205154,0.1307215,0.02914584,0.0,0.011946592,0.24642389,0.08971459,0.043315742,0.034849897,0.0,0.0,0.0,0.0,0.0,0.010647171,0.0029160243,0.0,0.06363228,0.0,0.0,0.0,0.0,0.0,0.013301491,0.0,0.0,0.0
0.011680388,0.2996147,0.006935038,0.02155429,0.12819275,0.028734768,0.0,0.01155601,0.24473259,0.0885394,0.042243782,0.03455801,0.0,0.0,0.0,0.0,0.0,0.010116741,0.0029882349,0.0,0.062868185,0.0,0.0,0.0,0.0,0.0,0.013117907,0.0,0.0,0.0
0.011289656,0.29740977,0.006308705,0.022181211,0.12592378,0.028241444,0.0,0.011676531,0.2438836,0.08648824,0.042031378,0.03413711,0.0,0.0,0.0,0.0,0.0,0.010111444,0.0029576279,0.0,0.061376076,0.0,0.0,0.0,0.0,0.0,0.012908506,0.0,0.0,0.0
0.010902917,0.2955853,0.006543621,0.022873914,0.12348335,0.02701061,0.0,0.011471243,0.24231222,0.08468905,0.04105707,0.03260518,0.0,0.0,0.0,0.0,0.0,0.010611007,0.0026378145,0.0,0.061488368,0.0,0.0,0.0,0.0,0.0,0.013418699,0.0,0.0,0.0
0.011211273,0.29419172,0.006427026,0.023456974,0.121906206,0.026628215,0.0,0.011872002,0.24079655,0.08297,0.04081661,0.032535437,0.0,0.0,0.0,0.0,0.0,0.010357167,0.0027672555,0.0,0.060741745,0.0,0.0,0.0,0.0,0.0,0.0131950015,0.0,0.0,0.0
0.010724672,0.29219756,0.0062921485,0.023006566,0.11953605,0.026077403,0.0,0.011648017,0.23980503,0.08151054,0.03919941,0.03262529,0.0,0.0,0.0,0.0,0.0,0.01083136,0.002768401,0.0,0.059700936,0.0,0.0,0.0,0.0,0.0,0.013057689,0.0,0.0,0.0
0.011346564,0.29049587,0.006183008,0.023598798,0.11744315,0.026388047,0.0,0.011966909,0.23834932,0.08013693,0.039239656,0.032935135,0.0,0.0,0.0,0.0,0.0,0.009881941,0.0031096353,0.0,0.05875295,0.0,0.0,0.0,0.0,0.0,0.013124619,0.0,0.0,0.0
0.010699504,0.28884926,0.0060736528,0.022898173,0.11527083,0.025347462,0.0,0.011648479,0.23730928,0.07943536,0.03817196,0.032552026,0.0,0.0,0.0,0.0,0.0,0.009974126,0.002799014,0.0,0.057946313,0.0,0.0,0.0,0.0,0.0,0.012965657,0.0,0.0,0.0
0.010752349,0.28771958,0.005987213,0.02361772,0.11327494,0.024888374,0.0,0.0117179025,0.23588194,0.077903,0.037363376,0.031360995,0.0,0.0,0.0,0.0,0.0,0.009919387,0.002883086,0.0,0.05792176,0.0,0.0,0.0,0.0,0.0,0.013127097,0.0,0.0,0.0
0.01111285,0.2861447,0.0059980685,0.02306293,0.110530086,0.024820568,0.0,0.011263716,0.23448771,0.07696745,0.036423102,0.03132059,0.0,0.0,0.0,0.0,0.0,0.0095515335,0.0033701316,0.0,0.05766329,0.0,0.0,0.0,0.0,0.0,0.012544771,0.0,0.0,0.0
0.010945213,0.2847495,0.0060265656,0.02463764,0.109043345,0.02365778,0.0,0.0112888515,0.23290744,0.074904926,0.03606153,0.030242668,0.0,0.0,0.0,0.0,0.0,0.009575592,0.0031708763,0.0,0.056751054,0.0,0.0,0.0,0.0,0.0,0.012555539,0.0,0.0,0.0
0.011291043,0.28273764,0.0066266996,0.024875512,0.107239865,0.02441364,0.0,0.011667585,0.2322273,0.07329157,0.035322484,0.032303095,0.0,0.0,0.0,0.0,0.0,0.009678748,0.0029879762,0.0,0.05650789,0.0,0.0,0.0,0.0,0.0,0.012458805,0.0,0.0,0.0
0.01073569,0.28090242,0.0068456186,0.025393587,0.10550748,0.023842957,0.0,0.011381674,0.23155384,0.072564416,0.034975123,0.03186634,0.0,0.0,0.0,0.0,0.0,0.009718729,0.0028328884,0.0,0.05573083,0.0,0.0,0.0,0.0,0.0,0.013019478,0.0,0.0,0.0
0.010653296,0.27979743,0.0063256696,0.025694085,0.10335163,0.023629647,0.0,0.011068424,0.22970709,0.071386956,0.033916797,0.031140583,0.0,0.0,0.0,0.0,0.0,0.009928803,0.0028928164,0.0,0.054912362,0.0,0.0,0.0,0.0,0.0,0.013123564,0.0,0.0,0.0
