solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt
0.07290855,0.0006283212,0.20224993,0.14721096,0.17084138,0.30575076,0.0018523737,0.07567765,0.18271698,0.03211386,0.24326527,0.15224959,0.16589326,0.10961336,0.17933899,0.14604628,5.51932e-06,0.038460705,0.014798933,0.0021410296,1.2924504e-12,1.0941499e-09,0.17437482,0.042374182,7.492622e-11,0.14294042,1.986556e-11,0.10211332,0.00025990893,0.0058485903,2.2348023e-11,0.11893817,0.10108762,0.29820633,5.5825296e-08,7.0292714e-08,0.060004883
0.069002144,0.00032857538,0.19109322,0.1402237,0.1642809,0.29739848,0.0011410838,0.07989701,0.18020572,0.029273054,0.2378132,0.15777619,0.15844518,0.10622943,0.17978546,0.14102106,1.766963e-06,0.0336619,0.012518282,0.0013353138,8.5426e-14,1.464439e-10,0.16898742,0.03902502,7.276785e-12,0.1367864,1.7373417e-12,0.1049973,0.00011652302,0.0040914845,1.9274031e-12,0.11623167,0.099291936,0.2957332,1.14644765e-08,1.4403099e-08,0.05566492
0.06613031,0.00016266303,0.18211992,0.13543963,0.1620302,0.2979328,0.00068637735,0.078953564,0.17839287,0.025922753,0.23139665,0.16562498,0.15409102,0.1021702,0.1712011,0.13977148,5.179063e-07,0.029399514,0.0106822,0.0008059176,4.5306403e-15,1.6707314e-11,0.16381267,0.037692085,5.862654e-13,0.12970242,1.249154e-13,0.09977674,4.874951e-05,0.0028326935,1.3649947e-13,0.11447659,0.0970662,0.2871919,2.0790207e-09,2.6057867e-09,0.056437463
0.06289541,7.674116e-05,0.17798129,0.13712975,0.16514656,0.28741676,0.0003979411,0.081431344,0.17418075,0.023468208,0.22829437,0.16342437,0.15531239,0.102047205,0.16811842,0.14478518,1.3800125e-07,0.025138091,0.009092088,0.00046347702,1.8928915e-16,1.6041774e-12,0.16366427,0.03626145,3.8591143e-14,0.1247807,7.266324e-15,0.10609108,1.9099209e-05,0.0018553298,7.810659e-15,0.11162908,0.09549877,0.28050947,3.297621e-10,4.122431e-10,0.05525258
0.060496025,3.4062195e-05,0.1702188,0.13423729,0.16738966,0.28472048,0.00021948505,0.0835104,0.1732661,0.02098197,0.22996493,0.16414614,0.15804727,0.10041093,0.1723395,0.14372651,3.3196702e-08,0.021509787,0.0075104516,0.0002526491,6.1046984e-18,1.2783535e-13,0.15560941,0.03725648,2.0410642e-15,0.12005467,3.3597435e-16,0.10041113,6.940537e-06,0.0011764893,3.5474076e-16,0.11406078,0.09427315,0.27113995,4.527166e-11,5.6437816e-11,0.054340564
0.057936925,1.4201721e-05,0.1679591,0.13016906,0.16314788,0.28411433,0.00011574377,0.088511735,0.16839664,0.018557306,0.22891591,0.16455272,0.15087603,0.09696919,0.16484413,0.141165,7.152285e-09,0.018007671,0.006010707,0.00013076146,1.4859821e-19,8.326546e-15,0.15509513,0.033667725,8.5154955e-17,0.12065351,1.2109651e-17,0.10434371,2.3319772e-06,0.00072134705,1.2539481e-17,0.11493593,0.09205975,0.26568544,5.317964e-12,6.609766e-12,0.054466944
0.055094276,5.539426e-06,0.16063851,0.12347379,0.16228934,0.27737114,5.8185902e-05,0.08537255,0.16662991,0.01720891,0.22876954,0.1696345,0.14434353,0.09748857,0.16674104,0.14362888,1.3684959e-09,0.015231603,0.004823292,6.4253276e-05,2.6627938e-21,4.3592236e-16,0.15025009,0.034867413,2.7462012e-18,0.11752476,3.330025e-19,0.100472644,7.2073584e-07,0.0004198034,3.375819e-19,0.11352637,0.09075636,0.26521534,5.2787554e-13,6.5397687e-13,0.051990766
0.052370716,2.0107752e-06,0.15394074,0.120482035,0.15590328,0.27337375,2.7747288e-05,0.0884819,0.16520916,0.015369843,0.22469324,0.17038707,0.14329156,0.0923733,0.17005827,0.14083676,2.3038446e-10,0.012446591,0.0037990094,2.9840505e-05,3.4164398e-23,1.8008043e-17,0.15012345,0.031263497,6.693841e-20,0.11956529,6.821888e-21,0.10173045,2.0363747e-07,0.00023172637,6.7573624e-21,0.110386364,0.0920775,0.262264,4.3675797e-14,5.391912e-14,0.05342451
0.049264304,6.760156e-07,0.14828697,0.120656066,0.15848476,0.26979068,1.2508501e-05,0.09187053,0.16284962,0.013407488,0.21690863,0.16843438,0.1442115,0.09370856,0.1669955,0.13788755,3.378199e-11,0.009935416,0.0028759192,1.3045601e-05,3.0425303e-25,5.751723e-19,0.1440308,0.030045895,1.2028976e-21,0.115351975,1.0139032e-22,0.103453584,5.2234203e-08,0.00012294586,9.792083e-23,0.11054391,0.09191487,0.25617468,2.9673332e-15,3.649309e-15,0.054267533
0.04593322,2.0915502e-07,0.14158966,0.11743277,0.15738374,0.26891193,5.30635e-06,0.09205723,0.15853818,0.012208136,0.2136145,0.17210689,0.14092739,0.090914935,0.1654687,0.14271332,4.267342e-12,0.007837155,0.002102648,5.3496215e-06,1.8161974e-27,1.388779e-20,0.1442696,0.029973816,1.5500924e-23,0.113235325,1.0614224e-24,0.102292754,1.2073157e-08,6.169081e-05,9.970719e-25,0.109084986,0.08989099,0.25167766,1.6284259e-16,1.9944062e-16,0.046868578
0.044021193,5.918467e-08,0.13712628,0.11551312,0.15574016,0.26339865,2.1109327e-06,0.093440086,0.15811832,0.010510398,0.21093878,0.17170373,0.13799542,0.089243285,0.16434216,0.14024073,4.588342e-13,0.0061262148,0.0015249829,2.050576e-06,6.9860724e-30,2.4724943e-22,0.14452997,0.028080799,1.3887042e-25,0.110639215,7.571656e-27,0.10368267,2.4943974e-09,2.946654e-05,6.8994514e-27,0.110041626,0.0902087,0.2476582,7.08928e-18,8.643562e-18,0.04753717
0.041879933,1.5213367e-08,0.13702127,0.11046618,0.15315026,0.26111096,7.8307943e-07,0.09439081,0.15709321,0.009287949,0.2156058,0.17175354,0.13365272,0.08628538,0.16518816,0.13925551,4.1446535e-14,0.004708614,0.001062648,7.307824e-07,1.6556014e-32,3.156777e-24,0.14435786,0.028706277,8.353719e-28,0.10614558,3.5456015e-29,0.102535136,4.5662385e-10,1.3288186e-05,3.124461e-29,0.10708336,0.08699748,0.24857813,2.400089e-19,2.9119934e-19,0.0478863
0.03937567,3.5260055e-09,0.12957947,0.109552056,0.15021217,0.26335624,2.6955854e-07,0.09525343,0.15569648,0.0075993636,0.2100545,0.17341504,0.1351167,0.08437967,0.16021168,0.14022398,3.1004822e-15,0.0034888033,0.000716725,2.4084218e-07,2.2959993e-35,2.8020906e-26,0.1405774,0.026434656,3.2441545e-30,0.10166003,1.0447163e-31,0.10406558,7.335861e-11,5.631592e-06,8.8723586e-32,0.112822056,0.08889565,0.24391268,6.1816e-21,7.4601376e-21,0.048531424
0.03637139,7.3092987e-10,0.12469396,0.10898677,0.15193766,0.26356024,8.560943e-08,0.09600927,0.1551479,0.0064480966,0.20934395,0.17094363,0.13772024,0.085059054,0.16159444,0.13623397,1.8908649e-16,0.0025092708,0.0004663319,7.296998e-08,1.7553462e-38,1.6699932e-28,0.1331081,0.025681632,7.777951e-33,0.1019481,1.8454621e-34,0.10468587,1.02358105e-11,2.2364482e-06,1.5044297e-34,0.1103049,0.085651,0.23931819,1.1820933e-22,1.4183019e-22,0.037583932
0.034858033,1.3433481e-10,0.12196429,0.10542216,0.1510057,0.25761864,2.4929848e-08,0.09431706,0.15622182,0.0053663626,0.2070713,0.16877742,0.1335236,0.08393376,0.16012472,0.14008243,9.240605e-18,0.001771023,0.00029182612,2.0195895e-08,6.897e-42,6.424561e-31,0.13222606,0.025789734,1.0937292e-35,0.09574162,1.8483033e-37,0.10840829,1.2264612e-12,8.28713e-07,1.439667e-37,0.11284687,0.08354262,0.2313867,1.6335293e-24,1.9475157e-24,0.042211268
0.03225877,2.168108e-11,0.117535956,0.102741264,0.14529622,0.25975296,6.611895e-09,0.09864122,0.15484193,0.004353918,0.20811237,0.169893,0.13188355,0.0813296,0.16064233,0.14058913,3.5507475e-19,0.0012221858,0.00017572398,5.0705724e-09,1e-45,1.525537e-33,0.13424212,0.025467921,8.500482e-39,0.09568198,9.8338e-41,0.10915708,1.2464647e-13,2.849663e-07,7.2792e-41,0.11299269,0.085634194,0.23219708,1.5827428e-26,1.873875e-26,0.040971175
0.029958842,3.0412567e-12,0.11531761,0.099355325,0.14467096,0.2562584,1.5855919e-09,0.10127278,0.1525858,0.0031694793,0.20534113,0.17120671,0.13088709,0.07856271,0.1593649,0.13921805,1.0506181e-20,0.0008139244,0.00010178448,1.1461162e-09,0.0,2.1239904e-36,0.12992814,0.024825413,3.405e-42,0.09195255,2.5e-44,0.10485471,1.06009096e-14,9.039799e-08,1.8e-44,0.11053367,0.09042777,0.23231395,1.039429e-28,1.2212594e-28,0.042373594
0.02810412,3.6660722e-13,0.108601,0.09649844,0.14455087,0.25494084,3.4111064e-10,0.09945399,0.15288132,0.0023386911,0.20222875,0.17228208,0.127627,0.07720258,0.15977375,0.13839382,2.3390683e-22,0.0005251895,5.648412e-05,2.3131648e-10,0.0,1.63377e-39,0.12946539,0.025500625,0.0,0.0922234,0.0,0.103687756,7.434227e-16,2.6298341e-08,0.0,0.10863132,0.08448155,0.22859907,4.453418e-31,5.1886763e-31,0.04207667
0.025510501,3.7512907e-14,0.105765834,0.095593624,0.14551462,0.2512654,6.527261e-11,0.09962285,0.15076157,0.0016501937,0.19920847,0.1729479,0.13083962,0.076610915,0.16053909,0.14358151,3.819319e-24,0.0003248105,2.9984398e-05,4.131522e-11,0.0,6.47e-43,0.12490868,0.02525376,0.0,0.09258601,0.0,0.1034769,4.2299684e-17,6.968149e-09,0.0,0.1119032,0.08682324,0.22842823,1.1920048e-33,1.375983e-33,0.04231783
0.023786832,3.214811e-15,0.10460466,0.09436798,0.14663261,0.25020742,1.1007009e-11,0.100086346,0.15231372,0.0010717438,0.19623555,0.17034659,0.12788972,0.07755579,0.16096498,0.13829465,4.4451113e-26,0.000195358,1.5154242e-05,6.4672647e-12,0.0,0.0,0.126978,0.025029523,0.0,0.093579076,0.0,0.10555855,1.9184051e-18,1.6695034e-09,0.0,0.11095435,0.083964854,0.22269674,1.896735e-36,2.1670931e-36,0.040841457
0.021776259,2.273754e-16,0.10346866,0.092920676,0.14367612,0.24897112,1.6193144e-12,0.10514521,0.14999884,0.00066352903,0.20065747,0.16979407,0.12698132,0.074508764,0.16070247,0.13705198,3.5716823e-28,0.00011249792,7.2765333e-06,8.7790924e-13,0.0,0.0,0.1263391,0.026360322,0.0,0.09355715,0.0,0.10466023,6.800845e-20,3.5886505e-10,0.0,0.11158671,0.08362783,0.2188839,1.694288e-39,1.913767e-39,0.041733995
0.019575551,1.3060334e-17,0.098300286,0.08907845,0.14464605,0.24528304,2.0556658e-13,0.09824416,0.14815886,0.00039065874,0.2016845,0.17249453,0.1274384,0.07319389,0.15750892,0.13774565,1.9115127e-30,6.2189574e-05,3.3063773e-06,1.0216505e-13,0.0,0.0,0.123814955,0.027440492,0.0,0.08756301,0.0,0.10646494,1.8443654e-21,6.8616876e-11,0.0,0.11094913,0.081068814,0.2194457,7.95e-43,8.86e-43,0.040329345
0.018102141,5.9856873e-19,0.09407279,0.087781504,0.14503303,0.24777332,2.2250629e-14,0.097075745,0.14874114,0.00021550682,0.1969271,0.17236303,0.12884153,0.07359546,0.15743071,0.13582386,6.5429874e-33,3.2883552e-05,1.4166444e-06,1.0065347e-14,0.0,0.0,0.11755707,0.027257755,0.0,0.09007235,0.0,0.10718817,3.736251e-23,1.1562686e-11,0.0,0.11181226,0.0807997,0.21483591,0.0,0.0,0.03834644
0.016379291,2.1467411e-20,0.09181981,0.08516944,0.14486048,0.24927002,2.0269177e-15,0.10344036,0.15018296,0.00011345967,0.19509032,0.16886176,0.12604454,0.07238955,0.15809646,0.13913189,1.3677178e-35,1.655033e-05,5.6956713e-07,8.2809456e-16,0.0,0.0,0.11997867,0.027733184,0.0,0.08898637,0.0,0.10413568,5.5059567e-25,1.6999494e-12,0.0,0.11055917,0.07874708,0.21568705,0.0,0.0,0.037875205
0.014343578,5.8970783e-22,0.08730083,0.0829391,0.14413553,0.24573715,1.5319468e-16,0.1038616,0.14609593,5.5725024e-05,0.19162746,0.16722423,0.12386261,0.071857244,0.15831918,0.1367087,1.6556585e-38,7.907904e-06,2.1389491e-07,5.6046615e-17,0.0,0.0,0.12008544,0.02674444,0.0,0.08515716,0.0,0.10785857,5.7308114e-27,2.1567295e-13,0.0,0.114064544,0.08027819,0.21650237,0.0,0.0,0.037384916
0.0124844005,1.2116617e-23,0.08649231,0.08246967,0.14340493,0.24442257,9.457761e-18,0.10316186,0.14216845,2.5828918e-05,0.19308066,0.16974747,0.12560636,0.07050651,0.16251875,0.13651054,1.0912e-41,3.5773223e-06,7.4638514e-08,3.069758e-18,0.0,0.0,0.114478014,0.027604144,0.0,0.08366156,0.0,0.11190725,4.0759644e-29,2.3331717e-14,0.0,0.11288683,0.082818516,0.21396421,0.0,0.0,0.033679795
0.01122359,1.8137327e-25,0.08226712,0.081239976,0.14445706,0.24063249,4.6885383e-19,0.10632094,0.14469537,1.1270057e-05,0.18520635,0.16963401,0.12856552,0.07072353,0.15830165,0.13960877,4e-45,1.5255492e-06,2.4064931e-08,1.3363232e-19,0.0,0.0,0.116532244,0.028904054,0.0,0.083599515,0.0,0.10832783,1.9085726e-31,2.124335e-15,0.0,0.109182596,0.08210456,0.21740621,0.0,0.0,0.03478087
0.009652534,1.9207205e-27,0.07963574,0.07956569,0.14406511,0.24201433,1.8315551e-20,0.10618488,0.13976805,4.5974534e-06,0.19102684,0.17006579,0.1268586,0.07008885,0.15807535,0.13757312,0.0,6.1015896e-07,7.1254957e-09,4.5326355e-21,0.0,0.0,0.11221852,0.029989513,0.0,0.083843626,0.0,0.10787686,5.640642e-34,1.6048433e-16,0.0,0.11174525,0.07938674,0.20924267,0.0,0.0,0.035162926
0.008543474,1.3924404e-29,0.07775902,0.077634044,0.14155881,0.23827887,5.522465e-22,0.106743865,0.14405577,1.7506425e-06,0.18742232,0.16978398,0.1252763,0.066395745,0.15985607,0.13988136,0.0,2.27885e-07,1.9248139e-09,1.1719465e-22,0.0,0.0,0.116566725,0.030128092,0.0,0.08445079,0.0,0.10742502,1.0026937e-36,9.903737e-18,0.0,0.11289878,0.07852566,0.20449734,0.0,0.0,0.033242777
0.0071377913,6.6594935e-32,0.07422704,0.07770283,0.14235976,0.24164765,1.2561009e-23,0.10367287,0.14020526,6.18981e-07,0.18618716,0.16813983,0.12785938,0.06669301,0.16017613,0.13638954,0.0,7.90441e-08,4.709789e-10,2.2544842e-24,0.0,0.0,0.11438507,0.030110782,0.0,0.08143348,0.0,0.11162977,1.014176e-39,4.9078213e-19,0.0,0.110756814,0.07826455,0.20731707,0.0,0.0,0.036605492
