wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,net_inadv_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.22529967,0.023256958,0.13283442,0.033687863,0.11742455,0.21024443,0.14030504,0.2666574,0.09753952,0.015321812,0.33542603,0.067199305,0.14976698,0.117475726,0.19174242,0.30586383,0.12946902,0.44696614,0.020551343,0.22359385,0.16775267,0.11523553,0.101331435,0.696898,0.0314435,0.16299053,0.20952047,0.034894273,0.012219871,0.19087985,0.4784172,0.117379956,0.12786832,0.4836308,0.14086802,0.026848827,0.07042794,0.022871556,0.062959656,0.1076481,0.024706708,0.07666216,0.6433673,0.043603085,0.15634376,0.24016955
0.21209499,0.013836576,0.11751448,0.02111009,0.10513531,0.18662545,0.12843093,0.23478545,0.08841347,0.008329429,0.30538929,0.050213266,0.13381985,0.10288113,0.18868358,0.28532547,0.11612395,0.414849,0.012636296,0.20989689,0.1536077,0.09514898,0.08520481,0.6863426,0.02009781,0.14643769,0.17841236,0.024177274,0.006278954,0.18151936,0.44184875,0.100473136,0.12341388,0.47838864,0.13415357,0.017043252,0.060221776,0.013739986,0.052229438,0.08886714,0.015185368,0.06664855,0.6247387,0.036742583,0.14951836,0.22599843
0.20744787,0.008033743,0.1078981,0.012775366,0.093278676,0.17087562,0.120749176,0.22162086,0.0839318,0.0042893672,0.2936008,0.037545685,0.13005346,0.09080372,0.17955112,0.27278718,0.102304034,0.3985356,0.007181181,0.20171648,0.14527981,0.078534,0.07123116,0.6553012,0.012457465,0.1314683,0.15594395,0.015749948,0.003019936,0.17584634,0.4048936,0.09287117,0.12104475,0.4604189,0.12978481,0.00989454,0.048686888,0.007967658,0.03949806,0.07258341,0.00890971,0.059545867,0.61137253,0.026872745,0.1353911,0.21468832
0.19036233,0.004240521,0.098832786,0.007502047,0.08624546,0.15832928,0.123544335,0.20767699,0.08356114,0.0020251616,0.29174042,0.026369866,0.123222545,0.07824247,0.18533455,0.26394877,0.088625796,0.38765624,0.0039007976,0.20598377,0.1315594,0.06525456,0.059436675,0.60430247,0.0074432706,0.11989114,0.13248461,0.010113983,0.0013405833,0.1832515,0.37991455,0.092529595,0.11485335,0.44506213,0.13210888,0.0054832585,0.041765414,0.0043958365,0.030992866,0.060108222,0.004783572,0.053889632,0.5986189,0.02186749,0.14230528,0.22204396
0.18682978,0.0020570757,0.09303946,0.0040788893,0.076019116,0.14052328,0.11482243,0.18776014,0.08074626,0.0008866199,0.28570428,0.01832543,0.12005737,0.0693378,0.18015864,0.24810755,0.08271661,0.37119627,0.0019492917,0.20103034,0.124613695,0.05342645,0.049336847,0.5988437,0.0041456954,0.10976664,0.11570612,0.006091667,0.00054957654,0.17702591,0.32850456,0.09026677,0.112037726,0.45060667,0.13705151,0.0028584693,0.035775244,0.0022110995,0.024032729,0.048453696,0.002315908,0.048271213,0.5767825,0.016935771,0.13922866,0.21605101
0.17951646,0.00093192403,0.08579665,0.0021460198,0.07461379,0.12664667,0.11570199,0.17627014,0.08021507,0.00035727333,0.27889526,0.012246676,0.115869015,0.061951753,0.18675442,0.23662099,0.07886235,0.35258624,0.0009177243,0.19181277,0.11527235,0.044160977,0.041719634,0.5775331,0.0021075257,0.10319495,0.10238447,0.0034471017,0.00020828647,0.16751298,0.30889395,0.08787776,0.11965655,0.43003994,0.14500172,0.0013673771,0.029002264,0.0010480846,0.01779258,0.040620726,0.0010146524,0.04432107,0.56873614,0.012574938,0.14474884,0.20519373
0.17761451,0.0003868552,0.0817788,0.0010524497,0.064324245,0.11866329,0.1158787,0.15329228,0.08054393,0.00013254595,0.2688081,0.0077784797,0.114345916,0.05596668,0.17479426,0.22764322,0.07257862,0.33718947,0.00040401335,0.19329257,0.110095344,0.03553162,0.034668624,0.56529254,0.0009518769,0.093809895,0.097215526,0.0018817718,7.186222e-05,0.16705023,0.29083854,0.08289154,0.11253119,0.42416748,0.14331284,0.00059853285,0.022546057,0.0004591559,0.012637832,0.03395846,0.0003963156,0.041852195,0.5444882,0.009109152,0.15731524,0.20972088
0.16933677,0.00014928356,0.07222637,0.0004800254,0.059383612,0.109667316,0.11546141,0.14915365,0.080605805,4.4807886e-05,0.2575485,0.0047305413,0.10826636,0.051089242,0.17720662,0.21957073,0.06864594,0.32316276,0.00016402728,0.1943639,0.10242107,0.02862375,0.028791003,0.55573416,0.00040812488,0.089468665,0.092715755,0.0009550025,2.2613667e-05,0.16816379,0.27280158,0.07891997,0.1107089,0.41173905,0.14159937,0.00024142727,0.016597716,0.00018540914,0.007866499,0.026892114,0.00014114016,0.036503125,0.536862,0.0056285835,0.15420237,0.19825181
0.1673832,5.2002906e-05,0.0695889,0.00020520441,0.051705662,0.103009336,0.111662224,0.14247198,0.08021916,1.3735285e-05,0.25565863,0.0027775883,0.10869143,0.046237793,0.17104924,0.21403728,0.06514545,0.32139924,6.11424e-05,0.18700154,0.0981832,0.023115598,0.023030851,0.5300349,0.00016069545,0.082138374,0.08201959,0.00045963482,6.452147e-06,0.16255073,0.25598204,0.08137576,0.10705596,0.4046688,0.14282547,9.0174704e-05,0.0116416905,6.988568e-05,0.004781377,0.020071764,4.5799985e-05,0.033202805,0.52577984,0.0035998186,0.15882798,0.19806656
0.17148502,1.6671678e-05,0.067168854,8.124716e-05,0.047428116,0.09559367,0.10851925,0.1254266,0.082782924,3.822513e-06,0.24188685,0.0015546996,0.11033934,0.04277427,0.17114815,0.21449828,0.06404476,0.2986345,2.1063346e-05,0.17418264,0.09361947,0.018296355,0.018536547,0.5240836,5.7952966e-05,0.076392315,0.07487611,0.00020850399,1.6586615e-06,0.16188905,0.2467315,0.08264905,0.10156031,0.41037622,0.15078944,3.0983367e-05,0.0077069965,2.4264076e-05,0.0026474665,0.015178231,1.3481871e-05,0.032163106,0.50568527,0.0021366663,0.15318783,0.19772263
0.17327683,4.871783e-06,0.06158171,2.9753553e-05,0.04193948,0.091910385,0.11176787,0.12374153,0.080403455,9.587598e-07,0.24304473,0.0008235959,0.10829819,0.03975608,0.1702099,0.20858394,0.061675046,0.305167,6.636244e-06,0.17651255,0.092319,0.014127631,0.014413347,0.5041387,1.9044955e-05,0.069067396,0.0697657,8.859228e-05,3.8182853e-07,0.15533699,0.23148453,0.08537749,0.104104124,0.39218932,0.14627953,9.732416e-06,0.0046691694,7.727271e-06,0.0013604884,0.011405661,3.5931002e-06,0.030334303,0.49726972,0.0011019686,0.15795445,0.19249955
0.1621091,1.2853639e-06,0.059539635,1.0040597e-05,0.0378637,0.08580173,0.10514088,0.122941144,0.084228255,2.1475637e-07,0.23963913,0.00041414518,0.11108986,0.037878543,0.17539403,0.20466591,0.06485278,0.30015394,1.9069442e-06,0.16942155,0.085699424,0.0111964,0.011233469,0.49617633,5.706798e-06,0.06624827,0.06740013,3.52476e-05,7.8027554e-08,0.15336753,0.22060257,0.08733333,0.105532736,0.3832893,0.14709668,2.7861574e-06,0.002685112,2.2435888e-06,0.00064972247,0.008377823,8.594636e-07,0.026993936,0.47825393,0.0005373641,0.16265446,0.19143477
0.16466534,3.0523165e-07,0.05750163,3.1053041e-06,0.032766186,0.082291596,0.10982863,0.107953206,0.080298364,4.266948e-08,0.22918174,0.00019744178,0.112738535,0.033250447,0.17169122,0.20632218,0.064778745,0.28870174,4.960139e-07,0.17391168,0.0815498,0.007929571,0.008756706,0.4828995,1.547853e-06,0.06275237,0.06574373,1.3043626e-05,1.4031735e-08,0.15064389,0.20840853,0.08691549,0.10243805,0.3780714,0.14203046,7.2150993e-07,0.0014283928,5.901827e-07,0.00028535363,0.0060944958,1.8317498e-07,0.024337415,0.47764933,0.00024002527,0.16300303,0.1912377
0.1660933,6.457619e-08,0.052815072,8.7409296e-07,0.028455863,0.07664935,0.10472666,0.103388846,0.08262475,7.4488806e-09,0.21848865,8.834516e-05,0.11166635,0.032742012,0.17504649,0.201613,0.06366367,0.28179735,1.1588672e-07,0.17445616,0.07945192,0.0056619532,0.0065098885,0.4684579,3.7827238e-07,0.05860607,0.062710725,4.4620065e-06,2.1992992e-09,0.15305789,0.1962599,0.08822987,0.10484219,0.3745712,0.14113824,1.6787115e-07,0.00071040465,1.3966557e-07,0.00011736253,0.0040521785,3.450725e-08,0.022937538,0.46396652,9.989539e-05,0.16560002,0.18946648
0.1530782,1.2078704e-08,0.049774185,2.2251594e-07,0.024444306,0.072319314,0.10385999,0.09859457,0.07725382,1.1315759e-09,0.23054942,3.7183552e-05,0.11161749,0.029998954,0.17091957,0.19872282,0.067046426,0.28398135,2.4134032e-08,0.17098373,0.07183053,0.00394976,0.0048081805,0.45370802,8.26595e-08,0.055813733,0.06056253,1.4033453e-06,2.972814e-10,0.15361057,0.18467045,0.09455394,0.100935385,0.371323,0.14390807,3.48055e-08,0.00032824,2.9492767e-08,4.4256216e-05,0.0025503077,5.6926384e-09,0.020063734,0.45643738,3.8118207e-05,0.16691498,0.18580352
0.16178602,1.9786213e-09,0.04655962,5.086512e-08,0.02150906,0.067753755,0.10393988,0.093410976,0.07805952,1.4797609e-10,0.21857682,1.4620317e-05,0.11158535,0.02900284,0.17830233,0.19336466,0.06741761,0.26927206,4.4412043e-09,0.16803537,0.07303109,0.002654352,0.0034602217,0.44788516,1.6015651e-08,0.053929105,0.058488205,4.032729e-07,3.425486e-11,0.15118568,0.17498685,0.09598842,0.103117704,0.36401293,0.14777012,6.374129e-09,0.00014162343,5.5095746e-09,1.5467747e-05,0.0015399955,8.1399343e-10,0.018880807,0.45298338,1.3405317e-05,0.16934119,0.18807378
0.16242291,2.809751e-10,0.04225474,1.0357464e-08,0.017315194,0.06601188,0.10600654,0.09382948,0.078428924,1.646249e-11,0.21492946,5.3485724e-06,0.10925894,0.02623431,0.16823006,0.19808826,0.06886121,0.26784104,7.1529493e-10,0.15845539,0.06915381,0.0017192146,0.0023914662,0.44424835,2.7265696e-09,0.050099306,0.059113156,1.0518596e-07,3.3222906e-12,0.15220405,0.16604458,0.09704314,0.09988511,0.3570761,0.14189354,1.0212953e-09,5.646659e-05,9.019614e-10,4.944014e-06,0.000904248,9.976425e-11,0.016990459,0.43821374,4.336681e-06,0.17405032,0.1843374
0.16505948,3.4202238e-11,0.04030423,1.86204e-09,0.015146744,0.06364344,0.10263752,0.08533522,0.079219505,1.5381063e-12,0.21582203,1.8099969e-06,0.11202772,0.025768137,0.18093617,0.19857483,0.07116602,0.26147848,9.978773e-11,0.15792713,0.066296235,0.0010795019,0.0016175329,0.42356122,4.0388368e-10,0.04849261,0.06080272,2.4715034e-08,2.674783e-13,0.14943536,0.1521036,0.0959281,0.09950336,0.3508365,0.15097263,1.4168029e-10,2.1001924e-05,1.2807143e-10,1.446164e-06,0.00048645557,1.0352752e-11,0.015599066,0.43194094,1.2830263e-06,0.17975548,0.1866762
0.16037688,3.5251413e-12,0.037217386,2.9272992e-10,0.01225592,0.06068414,0.10855208,0.08056676,0.08055613,1.1899375e-13,0.21207254,5.6365735e-07,0.11341476,0.023183491,0.18080194,0.19575174,0.074589424,0.25946677,1.1921729e-11,0.15845262,0.06202707,0.00064527383,0.0010525157,0.41126263,5.149078e-11,0.046002988,0.05948275,5.1901896e-09,1.7606244e-14,0.14545299,0.1444136,0.10388599,0.09872837,0.35280415,0.14353141,1.6824214e-11,7.187614e-06,1.5596356e-11,3.8436403e-07,0.0002476972,8.975266e-13,0.014796979,0.42099577,3.4547395e-07,0.17547636,0.18346538
0.16730978,3.0352915e-13,0.034146342,3.9818978e-11,0.009246021,0.059524834,0.10186072,0.07681255,0.08095507,7.5054395e-15,0.20137823,1.6046388e-07,0.112717055,0.022200584,0.17487337,0.19652234,0.0769068,0.25054485,1.2047154e-12,0.15452282,0.060684472,0.00036703004,0.00065873086,0.41480067,5.5825674e-12,0.04289602,0.059693776,9.656385e-10,9.317813e-16,0.1459105,0.13809071,0.100203335,0.09710123,0.34570757,0.1401189,1.6889786e-12,2.2665185e-06,1.609055e-12,9.2200295e-08,0.00011848957,6.405871e-14,0.012375461,0.4136119,8.4038895e-08,0.18474166,0.18385035
0.16808252,2.151494e-14,0.03294028,4.633029e-12,0.007298826,0.05551573,0.10832117,0.07181608,0.08199396,3.7944662e-16,0.19875315,4.148035e-08,0.12090546,0.021598289,0.17337628,0.19687869,0.08265742,0.24855842,1.0158292e-13,0.15499322,0.059248377,0.0002009162,0.00039808743,0.40118846,5.0804066e-13,0.04157336,0.058282215,1.5766739e-10,3.8926584e-17,0.14290376,0.13039264,0.09814954,0.096042946,0.33974898,0.14320764,1.4140514e-13,6.5360916e-07,1.387612e-13,1.9804716e-08,5.337207e-05,3.7039264e-15,0.01089688,0.40829703,1.8330951e-08,0.19023496,0.18353392
0.16427408,1.235345e-15,0.031030472,4.553344e-13,0.005513802,0.05270246,0.11013616,0.0687762,0.08226126,1.5090749e-17,0.19220717,9.665571e-09,0.12736192,0.020027628,0.1728206,0.19714823,0.0887714,0.24404237,7.0420295e-15,0.15256263,0.05461682,0.00010439885,0.00023081095,0.40426195,3.8256687e-14,0.039597087,0.058667578,2.2360785e-11,1.2579432e-18,0.143615,0.12298834,0.09925239,0.09509801,0.3340002,0.14009936,9.727133e-15,1.7128382e-07,9.856741e-15,3.7779473e-09,2.2489254e-05,1.7045842e-16,0.009621779,0.4022158,3.5552756e-09,0.18642533,0.18630815
0.16951415,5.644766e-17,0.026529748,3.7283327e-14,0.0039666877,0.05061151,0.11008518,0.069220245,0.08505891,4.624687e-19,0.19558714,2.0137279e-09,0.12524979,0.019204661,0.17095883,0.2005342,0.08606747,0.2520259,3.9485775e-16,0.15482621,0.052832592,5.1319472e-05,0.00012697994,0.3830015,2.3466792e-15,0.034072768,0.059002448,2.7237795e-12,3.0748413e-20,0.13879162,0.11496514,0.101645544,0.095199026,0.32641712,0.13785484,5.408571e-16,4.0503426e-08,5.675067e-16,6.3406475e-10,8.829924e-06,6.1233695e-18,0.008174605,0.39080507,6.0751426e-10,0.18033187,0.17764086
0.1669825,2.0129604e-18,0.024444425,2.5054224e-15,0.0028081147,0.05002747,0.107676566,0.06255883,0.085148156,1.06742545e-20,0.18572824,3.71848e-10,0.12890887,0.017497562,0.16804086,0.20074864,0.093960606,0.23496005,1.7590308e-17,0.1511077,0.048721276,2.3919969e-05,6.728368e-05,0.37874335,1.1525576e-16,0.03221751,0.061398186,2.8149634e-13,5.5454645e-22,0.14061847,0.10919973,0.09977313,0.09303615,0.329201,0.14572452,2.3875612e-17,8.574658e-09,2.6019277e-17,9.268815e-11,3.2285473e-06,1.6805023e-19,0.0066828444,0.37947336,9.0550546e-11,0.19260684,0.17822349
0.1735853,5.4827205e-20,0.021498593,1.3591202e-16,0.0019511378,0.046451975,0.10945378,0.061835814,0.08276321,1.809101e-22,0.18413746,6.028265e-11,0.12950203,0.016108207,0.17090565,0.1983162,0.09444474,0.23086873,6.1042657e-19,0.15273505,0.047503024,1.051003e-05,3.3885983e-05,0.38339537,4.4474458e-18,0.030053966,0.06778977,2.4354347e-14,7.177855e-24,0.13717984,0.10618564,0.09601418,0.09428303,0.3174271,0.13938546,8.203628e-19,1.6112212e-09,9.31628e-19,1.1671836e-11,1.0916275e-06,3.440533e-21,0.004998593,0.37505496,1.1645081e-11,0.19822787,0.18108131
0.17894594,1.1136897e-21,0.018101297,5.84473e-18,0.0012820584,0.04299122,0.112143174,0.055820525,0.08771663,2.188742e-24,0.1821404,8.491584e-12,0.12560855,0.014605555,0.16308835,0.20532838,0.09884974,0.2298995,1.6145986e-20,0.14324386,0.045589972,4.3445184e-06,1.6168155e-05,0.3762223,1.3204652e-19,0.024606196,0.068262465,1.7382859e-15,6.4650023e-26,0.14263241,0.09528543,0.103188604,0.09086239,0.3176443,0.13444789,2.1465581e-20,2.6621264e-10,2.5496e-20,1.2510099e-12,3.3987507e-07,5.1175433e-23,0.0037206155,0.3634176,1.2768848e-12,0.1958218,0.17625573
0.17376636,1.6429573e-23,0.015796656,1.9530763e-19,0.00084197125,0.040897444,0.11354345,0.057150587,0.08633253,1.8315344e-26,0.17967811,1.0276835e-12,0.12926525,0.013086168,0.17055398,0.19656551,0.09862833,0.23404615,3.1775476e-22,0.1433673,0.041974824,1.6770659e-06,7.3147175e-06,0.3753906,2.947675e-21,0.023001749,0.0666147,1.00724724e-16,3.9136993e-28,0.13802092,0.090290904,0.11394939,0.09439839,0.30660433,0.14292008,4.1749533e-22,3.828309e-11,5.2076487e-22,1.1263861e-13,9.670291e-08,5.369515e-25,0.0027452635,0.36454302,1.178385e-13,0.19614989,0.17838225
0.17281467,1.7089828e-25,0.013932046,4.9605937e-21,0.0005237073,0.037966315,0.11136619,0.051506694,0.08889076,1.0230772e-28,0.17320052,1.0555242e-13,0.13647835,0.01166587,0.16168305,0.20245634,0.1062682,0.22989647,4.5298196e-24,0.14677662,0.038597263,6.028686e-07,3.115376e-06,0.3778624,4.82211e-23,0.02074051,0.072078,4.6555065e-18,1.5311761e-30,0.13679405,0.08638213,0.11480372,0.09093215,0.3076239,0.13544212,5.8755196e-24,4.7386626e-12,7.731511e-24,8.398217e-15,2.5016385e-08,3.844963e-27,0.0017794514,0.35901204,9.023819e-15,0.19649786,0.18442777
0.17718726,1.2125775e-27,0.012262102,9.3451435e-23,0.00031461378,0.035117537,0.114271134,0.048764892,0.08686244,3.664717e-31,0.17396812,9.0779325e-15,0.14341713,0.010554324,0.16337638,0.20305131,0.11425598,0.2289882,4.5398732e-26,0.14771035,0.037081096,2.0054684e-07,1.2441551e-06,0.35733536,5.618238e-25,0.018943371,0.06771053,1.683406e-19,3.702749e-33,0.13510399,0.07722588,0.11785628,0.09112956,0.30371702,0.14232218,5.806106e-26,4.9877707e-13,8.1008083e-26,5.1042285e-16,5.8380687e-09,1.8103391e-29,0.0010979819,0.35327542,5.645729e-16,0.20142007,0.17902943
0.1796579,5.6536934e-30,0.009751093,1.2707692e-24,0.0001841828,0.033692993,0.116747044,0.049027797,0.08586834,8.041967e-34,0.16691186,6.4423214e-16,0.14243521,0.009285869,0.16409276,0.20131035,0.118579626,0.2252005,3.0933276e-28,0.1441263,0.03484546,6.1372894e-08,4.6355902e-07,0.3588032,4.5154425e-27,0.016653545,0.07580279,4.661309e-21,5.258809e-36,0.13831618,0.072966054,0.11139978,0.09074934,0.30290493,0.14234695,3.8953532e-28,4.4056206e-14,5.7954087e-28,2.4855664e-17,1.2193772e-09,5.372892e-32,0.0006048873,0.3437617,2.8371312e-17,0.20015925,0.17972682
0.18495171,1.660465e-32,0.008177384,1.2100243e-26,0.000102349215,0.031069528,0.1147006,0.04503472,0.08521886,1.0258217e-36,0.16424069,3.7123558e-17,0.14530334,0.007916785,0.16498803,0.20175646,0.12089101,0.22604048,1.3798156e-30,0.14169548,0.033062402,1.7177616e-08,1.6035506e-07,0.3478824,2.4151374e-29,0.014240156,0.0730879,9.6524616e-23,4.134317e-39,0.1371077,0.06647278,0.11154681,0.08906978,0.3045247,0.14137822,1.7082406e-30,3.2186022e-15,2.7275086e-30,9.515533e-19,2.2597686e-10,9.578461e-35,0.00031017262,0.33420253,1.1239293e-18,0.2024936,0.18251912
0.18429476,2.926874e-35,0.0065545053,7.797984e-29,5.4516568e-05,0.028484365,0.11710888,0.041155715,0.08787267,7.1566e-40,0.15677617,1.7066384e-18,0.15014012,0.006490821,0.15760672,0.20371246,0.12218128,0.2175801,3.8602562e-33,0.14191134,0.030356362,4.3653277e-09,5.1210268e-08,0.35163924,8.2543384e-32,0.01239154,0.06885895,1.4559947e-24,1.679e-42,0.13933378,0.0669671,0.11388039,0.08997661,0.299192,0.14080554,4.6901233e-33,1.9142464e-16,8.0956656e-33,2.8045827e-20,3.6806266e-11,9.702389e-38,0.00015107913,0.33210456,3.438217e-20,0.20470293,0.18066427
