stage,lambda,epoch,test_r2
5,0.008,34,0.975423
5,0.008,35,0.975698
5,0.008,36,0.973621
5,0.008,37,0.975661
5,0.008,38,0.973915
5,0.008,39,0.974662
5,0.008,40,0.974801
5,0.008,41,0.975101
5,0.008,42,0.974948
5,0.008,43,0.973063
5,0.008,44,0.974499
5,0.008,45,0.973957
5,0.008,46,0.973863
5,0.008,47,0.974509
5,0.008,48,0.972885
5,0.008,49,0.973288
5,0.008,50,0.974256
5,0.008,51,0.975262
5,0.008,52,0.974069
5,0.008,53,0.975292
5,0.008,54,0.974694
5,0.008,55,0.975765
5,0.008,56,0.974068
5,0.008,57,0.975106
5,0.008,58,0.972391
5,0.008,59,0.975769
5,0.008,60,0.973833
5,0.008,61,0.974172
5,0.008,62,0.974203
5,0.008,63,0.972745
5,0.008,64,0.975269
5,0.008,65,0.973624
5,0.008,66,0.975352
5,0.008,67,0.973154
5,0.008,68,0.97489
5,0.008,69,0.97556
5,0.008,70,0.974097
5,0.008,71,0.974862
5,0.008,72,0.974242
5,0.008,73,0.976012
5,0.008,74,0.97523
5,0.008,75,0.974497
5,0.008,76,0.974848
5,0.008,77,0.974348
5,0.008,78,0.974452
5,0.008,79,0.970813
5,0.008,80,0.974681
6,0.016,1,0.975502
6,0.016,2,0.972665
6,0.016,3,0.974465
6,0.016,4,0.975047
6,0.016,5,0.974486
6,0.016,6,0.975422
6,0.016,7,0.97438
6,0.016,8,0.973095
6,0.016,9,0.970853
6,0.016,10,0.973441
6,0.016,11,0.966426
6,0.016,12,0.975545
6,0.016,13,0.974287
6,0.016,14,0.976083
6,0.016,15,0.974771
6,0.016,16,0.974633
6,0.016,17,0.975811
6,0.016,18,0.974857
6,0.016,19,0.976339
6,0.016,20,0.975286
6,0.016,21,0.971865
6,0.016,22,0.973597
6,0.016,23,0.973388
6,0.016,24,0.974267
6,0.016,25,0.971178
6,0.016,26,0.976376
6,0.016,27,0.973081
6,0.016,28,0.975048
6,0.016,29,0.971363
6,0.016,30,0.973811
6,0.016,31,0.974531
6,0.016,32,0.973594
6,0.016,33,0.975247
6,0.016,34,0.974998
6,0.016,35,0.975878
6,0.016,36,0.97451
6,0.016,37,0.97396
6,0.016,38,0.972892
6,0.016,39,0.97048
6,0.016,40,0.975137
6,0.016,41,0.974012
6,0.016,42,0.976023
6,0.016,43,0.975663
6,0.016,44,0.974296
6,0.016,45,0.974138
6,0.016,46,0.975868
6,0.016,47,0.975777
6,0.016,48,0.974241
6,0.016,49,0.976321
6,0.016,50,0.972459
6,0.016,51,0.971907
6,0.016,52,0.975926
6,0.016,53,0.975729
6,0.016,54,0.974799
6,0.016,55,0.976236
6,0.016,56,0.973285
6,0.016,57,0.975051
6,0.016,58,0.975611
6,0.016,59,0.975195
6,0.016,60,0.975673
6,0.016,61,0.973891
6,0.016,62,0.976026
6,0.016,63,0.973185
6,0.016,64,0.973317
6,0.016,65,0.975637
6,0.016,66,0.972749
6,0.016,67,0.974917
6,0.016,68,0.971195
6,0.016,69,0.975185
6,0.016,70,0.975337
6,0.016,71,0.969871
6,0.016,72,0.975641
6,0.016,73,0.973923
6,0.016,74,0.971063
6,0.016,75,0.971713
6,0.016,76,0.97485
6,0.016,77,0.974534
6,0.016,78,0.974392
6,0.016,79,0.975569
6,0.016,80,0.972467
7,0.032,1,0.974153
7,0.032,2,0.97498
7,0.032,3,0.97283
7,0.032,4,0.974555
7,0.032,5,0.969875
7,0.032,6,0.976041
7,0.032,7,0.974333
7,0.032,8,0.973448
7,0.032,9,0.968828
7,0.032,10,0.973024
7,0.032,11,0.970821
7,0.032,12,0.974062
7,0.032,13,0.9742
7,0.032,14,0.973442
7,0.032,15,0.974748
7,0.032,16,0.974343
7,0.032,17,0.971857
7,0.032,18,0.974303
7,0.032,19,0.972937
7,0.032,20,0.973779
7,0.032,21,0.97444
7,0.032,22,0.973523
7,0.032,23,0.972997
7,0.032,24,0.964488
7,0.032,25,0.973464
7,0.032,26,0.972489
7,0.032,27,0.974346
7,0.032,28,0.975076
7,0.032,29,0.975222
7,0.032,30,0.972729
7,0.032,31,0.970529
7,0.032,32,0.974487
7,0.032,33,0.97441
7,0.032,34,0.974463
7,0.032,35,0.972154
7,0.032,36,0.973334
7,0.032,37,0.975013
7,0.032,38,0.975197
7,0.032,39,0.971554
7,0.032,40,0.975189
7,0.032,41,0.975363
7,0.032,42,0.974274
7,0.032,43,0.971727
7,0.032,44,0.973545
7,0.032,45,0.972425
7,0.032,46,0.975325
7,0.032,47,0.969627
7,0.032,48,0.971576
7,0.032,49,0.96748
7,0.032,50,0.970349
7,0.032,51,0.970919
7,0.032,52,0.973635
7,0.032,53,0.969581
7,0.032,54,0.973933
7,0.032,55,0.970704
7,0.032,56,0.974833
7,0.032,57,0.97066
7,0.032,58,0.97007
7,0.032,59,0.972286
7,0.032,60,0.970993
7,0.032,61,0.974365
7,0.032,62,0.972344
7,0.032,63,0.971665
7,0.032,64,0.969848
7,0.032,65,0.970876
7,0.032,66,0.971796
7,0.032,67,0.973646
7,0.032,68,0.972182
7,0.032,69,0.972943
7,0.032,70,0.973978
7,0.032,71,0.97349
7,0.032,72,0.972331
7,0.032,73,0.972975
7,0.032,74,0.970691
7,0.032,75,0.970491
7,0.032,76,0.973577
7,0.032,77,0.973073
7,0.032,78,0.971077
7,0.032,79,0.973831
7,0.032,80,0.972281
