伪目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
系统负荷,area_3_load_day_ahead_mw,0.09340202772983076,0.03932284763819546,1.265839940568237,0.004763370860644822,-1.2610765697075923,替身型,0.0,-2.4604244232177734,0.8399945828281028,-2.0129943428437436e-05,0.0
系统负荷,gen_fuel_coal_mw,0.09290490988491731,0.03911355786420572,1.4390241008784623,0.002844229418410782,-1.4361798714600515,替身型,0.0,-2.593674659729004,0.7285371946845407,-8.055220981351142e-08,0.0
系统负荷,area_1_fuel_hydro_mw,0.09121940271498728,0.03840394862715619,1.3498428314692295,-0.0018200153448815204,-1.351662846814111,替身型,0.0,-2.8537447452545166,0.5542666838984498,-3.4115379019539207e-07,0.0
系统负荷,area_3_load_actual_mw,0.09009203114035887,0.03792931802503504,1.4647128151547193,0.008852534151961855,-1.4558602810027574,替身型,0.0,-2.4942314624786377,0.8399934689123012,-1.9873087313748704e-05,0.21875120510134377
系统负荷,area_3_generation_mw,0.08893401547382251,0.03744178606534816,0.9693517460421659,0.009939253540284132,-0.9594124925018818,替身型,0.013746676966547966,-2.517667531967163,0.8386784751845603,-8.105356752508009e-06,0.0
系统负荷,area_1_fuel_coal_mw,0.08464852554308563,0.035637567552139524,1.4403960210165636,-0.00049016148594061,-1.440886182502504,替身型,0.0,-2.6938745975494385,0.7549882369959935,-1.2306324896904642e-07,0.0
系统负荷,area_2_fuel_coal_mw,0.08359556496465533,0.035194264452613595,1.4081387416771005,0.0005358991983648309,-1.4076028424787357,替身型,0.0,-2.7846291065216064,0.60360625202017,2.3284708379200935e-07,0.0
系统负荷,gen_fuel_hydro_mw,0.07004767092945846,0.029490514909772392,1.5638280160455618,0.0009372908305622651,-1.5628907252149995,替身型,0.0,-2.7784295082092285,0.7029617528059331,-1.58818579798492e-07,0.0
系统负荷,area_2_fuel_hydro_mw,0.06503762240016107,0.027381252618943072,1.2977182476147897,0.0030166455543927384,-1.294701602060397,替身型,0.0,-2.849583625793457,0.6563243031603133,1.0883531924577028e-07,0.0
系统负荷,area_2_fuel_natural_gas_mw,0.05398205668971642,0.022726789150083852,1.4773040234557087,-0.000813816600856776,-1.4781178400565653,替身型,0.0,-2.6523008346557617,0.7171315545715194,2.6781327755465156e-07,0.0
系统负荷,area_1_fuel_natural_gas_mw,0.052485269932818476,0.022096632407035237,0.5097037386749552,0.003943203576379228,-0.505760535098576,替身型,0.0,-2.555791139602661,0.6089637506629798,6.119687852024214e-08,0.0
系统负荷,area_3_fuel_solar_mw,0.0434882185471024,0.018308816559429873,0.525434266602903,0.0009577917644120193,-0.524476474838491,替身型,0.0,-2.838306188583374,0.43625197044553365,1.4266415537811384e-08,0.0
系统负荷,area_3_fuel_natural_gas_mw,0.04270955044006515,0.017980992334646274,0.8000427654919775,0.0022457648352276482,-0.7977970006567499,替身型,0.0,-2.8278586864471436,0.25439461290723947,1.5419898382607045e-07,0.0
系统负荷,area_2_net_export_mw,0.0426900884519594,0.017972798713890712,0.819172420115867,0.0003529447714326617,-0.8188194753444343,替身型,0.0,-2.596781015396118,0.3884796855799732,-4.083890558836956e-07,0.0
系统负荷,reserve_reg_up_mw,0.03628684660467182,0.015276993176566292,-0.2337653783340934,0.003756554202786311,0.2375219325368797,协同型,0.0,-2.862182140350342,0.48396527751095963,2.376599768094678e-08,0.0
系统负荷,area_2_fuel_solar_mw,0.03298342462598619,0.01388623151635628,-0.12707108313997484,0.001254359614058953,0.1283254427540338,协同型,0.0,-2.8508989810943604,0.3778400841166687,3.215476958029484e-08,0.0
系统负荷,gen_fuel_natural_gas_mw,0.029528491903317817,0.01243168286943955,0.5211970290586245,-0.0014319762978706185,-0.5226290053564951,替身型,0.0,-2.7593994140625,0.5199301037607927,1.1565266850865896e-07,0.0
系统负荷,area_1_fuel_wind_mw,0.02786610021463335,0.011731805396990801,0.8712756084122004,-1.2685677646007143e-05,-0.8712882940898464,替身型,0.0,-2.8552868366241455,0.2551961711845497,-2.394612481637637e-07,0.0
系统负荷,area_3_fuel_wind_mw,0.023050447845231622,0.009704385125685283,0.5747637511126886,0.0007636320995395574,-0.5740001190131491,替身型,0.0,-2.8856520652770996,0.26059790289028667,7.082843589412136e-08,0.0
系统负荷,area_3_fuel_coal_mw,0.01927852819580429,0.008116382966813785,0.5295267412243836,-0.0009981050033891492,-0.5305248462277727,替身型,0.0,-2.8875350952148438,0.1698200810455821,4.7484852494505955e-09,0.0
系统负荷,is_weekend,0.018970309389144686,0.007986620889179244,0.24641846354589658,0.0014645062276064102,-0.24495395731829017,替身型,0.0,-2.894909620285034,0.13917171702885087,5.6778523949141404e-08,0.0
系统负荷,area_3_fuel_hydro_mw,0.017756073724788282,0.007475419952894855,0.7297219522463894,-0.0021284685126872205,-0.7318504207590766,替身型,0.0,-2.835120916366577,0.5392003895554767,-6.298119821224191e-07,0.0
系统负荷,area_3_net_export_mw,0.016990786258013424,0.007153229062752143,0.157110124619686,0.0010078142828339187,-0.15610231033685207,替身型,0.0,-2.851393222808838,0.09140301882339087,5.538437771068771e-07,0.0
系统负荷,area_1_fuel_solar_mw,0.01670647027233194,0.007033530224752659,-0.5310060711269351,0.0003680857534027471,0.5313741568803378,协同型,0.0,-2.7957634925842285,0.3114461890308314,3.5655404229117946e-08,0.0
系统负荷,hour_of_day,0.013173811986825913,0.0055462586216074115,0.08569488076909204,0.008904208354427068,-0.07679067241466497,替身型,0.0,-2.8825597763061523,0.36778302841595767,2.4100450921604732e-06,0.0
系统负荷,gen_fuel_nuclear_mw,0.013076102304894848,0.005505122224157181,0.7353476159618089,0.0010371076827804249,-0.7343105082790284,替身型,0.0,-2.8867077827453613,0.2882752541483989,-1.5449999657413116e-07,0.0
系统负荷,area_1_fuel_nuclear_mw,0.011426012805333525,0.00481042405156159,0.4390835208146908,-0.0010740267598140507,-0.44015754757450487,替身型,0.0,-2.889080286026001,0.2882752541483989,-2.0698728535606393e-07,0.0
系统负荷,reserve_reg_down_mw,0.0021561021007757836,0.0009077326955517576,-0.08406500416560769,0.0017822857617791898,0.08584728992738688,协同型,0.0,-2.7752959728240967,0.4368510217730463,3.1147430701317094e-08,0.0
系统负荷,day_of_week,-0.002171238794135135,-0.0009141053397135906,0.1845132771086524,0.0009687898996731947,-0.1835444872089792,替身型,0.0,-2.8894588947296143,0.11535926705252607,8.290585660208904e-08,0.0
系统负荷,gen_fuel_solar_mw,-0.015609913790213639,-0.0065718729725381874,-0.4419839771263119,0.0008190009094672934,0.44280297803577917,协同型,0.0,-2.8397505283355713,0.4124133179304156,3.561707220267607e-08,0.0
系统负荷,area_1_net_export_mw,-0.01951161058690788,-0.008214512135690336,0.060010109754007335,0.0007013250877309085,-0.059308784666276426,替身型,0.0,-2.847440004348755,0.3530145981465897,-2.3860217446269873e-08,0.0
系统负荷,system_losses_mw,-0.024503530882194174,-0.010316142324719576,-1.153566728114948,0.0008460952535237487,1.1544128233684718,协同型,0.0,-2.70430850982666,0.6403975635264194,4.852185271353449e-08,0.0
系统负荷,gen_fuel_wind_mw,-0.02839535536315116,-0.011954625180166123,-0.1271947657625585,0.0019350216965652312,0.12912978745912373,协同型,0.0,-2.8900692462921143,0.2710062499577345,1.2448752539917506e-08,0.0
系统负荷,month_of_year,-0.5214589042369844,-0.21953751475507124,-8.697434136050369,-0.004512534815755642,8.692921601234612,协同型,0.0,-2.8354015350341797,0.14734878094136877,0.0,0.0
系统总发电,system_load_actual_mw,0.2279281319483195,0.08872033904831905,2.570835180172609,0.004186600075559377,-2.5666485800970498,替身型,0.0,2.5309555530548096,0.999737014281119,1.4770591149711898,0.5159809214807094
系统总发电,system_load_day_ahead_mw,0.21495036952557528,0.08366878410250188,2.563546111708426,0.00536862974537744,-2.5581774819630487,替身型,0.0,-2.4515531063079834,0.9996762343686435,0.043906668768183874,9.754501762393271e-05
系统总发电,area_2_load_actual_mw,0.1688347110552507,0.06571840290141623,2.359700856515104,-0.0007063029741126714,-2.3604071594892164,替身型,0.0,-2.575498580932617,0.9654201024303174,1.9836438893694464e-07,0.18735847678758305
系统总发电,area_1_generation_mw,0.16222833415072063,0.06314689058373625,2.264757584368198,0.0014971739125296812,-2.2632604104556684,替身型,0.0,-2.5153346061706543,0.9623955255665854,6.288995665126862e-07,0.0
系统总发电,area_2_load_day_ahead_mw,0.15729885007110128,0.061228103748874274,2.359568374665572,-0.0014761750086131897,-2.361044549674185,替身型,0.017128199338912964,-2.521205425262451,0.9654201924706617,4.359638546391764e-07,0.0
系统总发电,reserve_spin_r1_mw,0.15561851320064185,0.06057403768169677,2.2034154699940256,-0.0022157734429661957,-2.205631243436992,替身型,0.015618021599948406,-2.5200724601745605,0.9613727970978679,-1.8536017744263945e-06,0.0
系统总发电,area_1_load_day_ahead_mw,0.1544467216560631,0.060117921351341586,2.206428073858622,-0.004232634388209866,-2.210660708246832,替身型,0.0,-2.5646841526031494,0.9613727913500869,-1.4174373238473592e-06,0.0
系统总发电,reserve_spin_r2_mw,0.15237267990216938,0.05931060684376889,2.3435851743923917,0.0010240477967128347,-2.3425611265956787,替身型,0.0,-2.51578426361084,0.9654201010679316,3.2028385588134256e-07,0.0
系统总发电,area_1_load_actual_mw,0.14781923674197012,0.057538192804497394,2.143287826150762,-0.002579364419232344,-2.1458671905699944,替身型,0.0,-2.55576491355896,0.9613729048349404,-1.616943838089746e-06,0.17164639046558966
系统总发电,area_2_generation_mw,0.1437963988212137,0.05597231525697786,2.3439375610898203,0.0015237321999764797,-2.342413828889844,替身型,0.0,-2.5299699306488037,0.9648540318752344,1.3379478648101183e-06,0.0
系统总发电,area_3_load_day_ahead_mw,0.13372477718973005,0.05205196686350171,1.6279630563300946,0.009034229761020418,-1.6189288265690742,替身型,0.0,-2.631425619125366,0.8406203632520718,-4.672316941540799e-05,0.0
系统总发电,reserve_spin_r3_mw,0.11078889092984308,0.04312424219890329,1.6137890959780705,0.003183199099984879,-1.6106058968780856,替身型,0.0,-2.5295095443725586,0.8406195939622776,-4.766371718476492e-05,0.0
系统总发电,area_3_generation_mw,0.10795878895000023,0.04202263352494676,1.3743788423977845,0.009312534915186133,-1.3650663074825984,替身型,0.013787953183054924,-2.6641979217529297,0.8399399581302295,-5.2431265705199515e-05,0.0
系统总发电,gen_fuel_coal_mw,0.10163451524402368,0.039560929027865066,1.6199929807361784,-0.0009069738373506109,-1.620899954573529,替身型,0.0,-2.7424564361572266,0.7239557697579693,5.690267207603128e-06,0.0
系统总发电,area_1_fuel_hydro_mw,0.09079840217640098,0.03534300464482581,1.6371568133516776,0.0010132154360720236,-1.6361435979156056,替身型,0.0,-2.797227382659912,0.5513885647889087,4.3773381339651254e-07,0.0
系统总发电,area_1_fuel_coal_mw,0.08988665327314285,0.03498810912959237,1.6440890236665102,-0.0016799266774218946,-1.6457689503439321,替身型,0.0,-2.7395126819610596,0.7478055179029903,4.518489228888534e-06,0.0
系统总发电,area_2_fuel_coal_mw,0.08507395517188347,0.03311478088515369,1.6350421249623146,-0.001818564273675105,-1.6368606892359896,替身型,0.0,-2.785374641418457,0.6085981721040404,1.618731992247824e-06,0.0
系统总发电,area_3_load_actual_mw,0.0792238091595943,0.03083762916519772,1.5017883730143355,0.009385161303722356,-1.4924032117106132,替身型,0.0,-2.609978199005127,0.8406192466257888,-4.7865916897738e-05,0.14030103061414329
系统总发电,area_1_fuel_natural_gas_mw,0.07855404589705775,0.030576925831974137,1.0655541606613097,-0.0009525114894177733,-1.0665066721507275,替身型,0.0,-2.7067010402679443,0.6089203770095636,-1.2650162759531013e-07,0.0
系统总发电,gen_fuel_hydro_mw,0.07269337487247449,0.02829567728267447,1.8819372057596124,0.002624456132272579,-1.8793127496273399,替身型,0.0,-2.749608278274536,0.6995238891307011,1.8160416773049803e-06,0.0
系统总发电,area_2_fuel_solar_mw,0.07190460680176865,0.027988651686205415,0.6745686228206509,-0.00144495932051103,-0.6760135821411619,替身型,0.0,-2.8755249977111816,0.3690001073435509,9.369463392472355e-07,0.0
系统总发电,reserve_reg_up_mw,0.06968771442856424,0.027125733005202386,0.7163287631570929,0.0039164455838970325,-0.7124123175731959,替身型,0.0,-2.8060429096221924,0.48817061616546986,7.802955911406784e-07,0.0
系统总发电,area_2_fuel_hydro_mw,0.06707050677407073,0.0261069928063437,1.5270348513863452,-0.00017757865163381403,-1.527212430037979,替身型,0.0,-2.8558080196380615,0.6529808499823162,1.0618370018367074e-06,0.0
系统总发电,area_2_fuel_natural_gas_mw,0.05834390031400252,0.022710187518376654,1.6852250189295344,-0.001579869487314034,-1.6868048884168485,替身型,0.0,-2.7789785861968994,0.7216917235189186,1.6454792060471845e-06,0.0
系统总发电,area_2_net_export_mw,0.04985392869989452,0.019405491631670335,0.9589091720627725,0.002559068198224046,-0.9563501038645484,替身型,0.0,-2.847792863845825,0.3722600218082656,6.1342701543321e-05,0.0
系统总发电,area_3_fuel_solar_mw,0.04512377223500213,0.017564292470647044,0.6426086495660863,-0.0005340768788483219,-0.6431427264449346,替身型,0.0,-2.8679773807525635,0.4272240124402338,8.221673411190622e-07,0.0
系统总发电,hour_of_day,0.04242845657721031,0.016515148966694874,0.908602843790711,0.0033618734687368423,-0.9052409703219741,替身型,0.0,-2.879608631134033,0.3715571014405443,2.2925674096896387e-06,0.0
系统总发电,is_weekend,0.03640335049892673,0.014169894567871424,0.552482491551133,0.00028145940638846234,-0.5522010321447446,替身型,0.0,-2.895473003387451,0.14168582058035706,5.4507614688503733e-08,0.0
系统总发电,gen_fuel_natural_gas_mw,0.03410399012769316,0.013274875466954274,0.7267699100732323,0.003059781571731368,-0.723710128501501,替身型,0.0,-2.820509195327759,0.5178708275715304,2.356323795127402e-06,0.0
系统总发电,area_1_fuel_nuclear_mw,0.03189414801503991,0.012414701078641802,0.8558573325463084,0.00018278911975955214,-0.8556745434265488,替身型,0.0,-2.8904223442077637,0.28131480856752866,2.230057842056432e-06,0.0
系统总发电,area_3_fuel_natural_gas_mw,0.02604344750879419,0.010137333523582879,0.21310602928047118,0.0008477769407002622,-0.21225825233977091,替身型,0.0,-2.88901424407959,0.24906617499401326,3.860996331872535e-06,0.0
系统总发电,area_1_fuel_wind_mw,0.02411303900102777,0.009385927824572326,0.8243345582018546,5.092071968970657e-05,-0.8242836374821649,替身型,0.0,-2.8880820274353027,0.2370616166434925,4.8573380123739794e-05,0.0
系统总发电,gen_fuel_nuclear_mw,0.022353396708573735,0.008700992360679342,0.9521167190009439,-0.001573478847278098,-0.953690197848222,替身型,0.0,-2.8925535678863525,0.28131480856752866,1.0434140683912575e-06,0.0
系统总发电,area_1_fuel_solar_mw,0.0187056265234542,0.007281108799893019,-0.45562961048602846,-0.0012664688040674443,0.454363141681961,协同型,0.0,-2.775066375732422,0.30230137679483843,6.886319800170071e-07,0.0
系统总发电,gen_fuel_solar_mw,0.01383350331788135,0.0053846495125347725,0.3417225159207784,-0.0013218929006997282,-0.34304440882147813,替身型,0.0,-2.8579394817352295,0.4032159190634809,9.434168810829035e-07,0.0
系统总发电,area_3_fuel_coal_mw,0.008274916263387524,0.0032209862389898087,0.5633529808378919,0.00040700618903466435,-0.5629459746488572,替身型,0.0,-2.893110752105713,0.1635253896752064,6.73545423923727e-07,0.0
系统总发电,area_3_fuel_wind_mw,0.007470895618251795,0.002908023623850822,0.3490730357876006,0.0020926683713773375,-0.3469803674162233,替身型,0.0,-2.8888161182403564,0.24228582507295204,7.312829309007452e-05,0.0
系统总发电,area_3_net_export_mw,0.003934950002503906,0.0015316674399783517,-0.17314975548263556,0.00039519831966439156,0.17354495380229995,协同型,0.0,-2.891653299331665,0.0920847517364273,4.8370100664163475e-06,0.0
系统总发电,reserve_reg_down_mw,-0.0023756161890629186,-0.0009247014483939472,0.084012815723284,0.0019086876043862278,-0.08210412811889778,替身型,0.0,-2.813852310180664,0.43959063556700906,1.7714821126890713e-06,0.0
系统总发电,system_losses_mw,-0.0024913319271444943,-0.0009697434510114725,-0.5657229152124348,0.003920918353345404,0.5696438335657802,协同型,0.0,-2.7204487323760986,0.6578423533562773,0.0037986895614495753,0.029203683297046888
系统总发电,area_1_net_export_mw,-0.005800621145788647,-0.002257874314794568,0.4938556628771771,-0.00015845480980025695,-0.49401411768697734,替身型,0.0,-2.882448196411133,0.3441815139965993,2.3515337729929085e-06,0.0
系统总发电,day_of_week,-0.015433964125769788,-0.006007624062870685,-0.19950790057224932,0.00025124296543432845,0.19975914353768365,协同型,0.0,-2.894766330718994,0.11723314507572041,9.933861173649916e-08,0.0
系统总发电,gen_fuel_wind_mw,-0.02420692308770047,-0.009422471922616055,0.211235155227409,0.0016215389139159209,-0.20961361631349307,替身型,0.0,-2.8907487392425537,0.25188554873173635,0.00014690576745548522,0.0
系统总发电,area_3_fuel_hydro_mw,-0.028232802894380942,-0.010989533515072133,-0.22396332277150233,-0.000356578359143489,0.22360674441235884,协同型,0.0,-2.8645687103271484,0.5374559309188925,4.331132195178888e-06,0.0
系统总发电,month_of_year,-0.619571145205873,-0.2411662026856955,-10.626772660574156,-0.0048883149455702934,10.621884345628587,协同型,0.0,-2.8953938484191895,0.14769987605564786,0.0,0.0
1区发电总量,area_1_load_day_ahead_mw,0.6000991406649209,0.09540743193513883,6.29014588798967,0.005096050522286788,-6.285049837467383,替身型,0.0,2.635712146759033,0.999638629378438,0.03849057291424376,0.0018412758696170989
1区发电总量,area_1_load_actual_mw,0.5867030150869419,0.09327763395232642,6.289806303443368,0.006489896094381997,-6.283316407348986,替身型,0.04936676099896431,-2.511218786239624,0.9996386310956531,0.22428839053477495,0.9765145526870921
1区发电总量,reserve_spin_r1_mw,0.5615171084126398,0.089273424457724,6.286969093512255,0.003524126766389357,-6.283444966745866,替身型,0.0,-2.636552333831787,0.999638628401759,0.5014716443627656,0.0007266201841582606
1区发电总量,system_load_actual_mw,0.42835773370804126,0.06810293258770077,5.644611495584389,0.00268494754110693,-5.641926548043282,替身型,0.0,-2.7517249584198,0.9632050444187225,3.2322384753147304e-06,0.0
1区发电总量,system_load_day_ahead_mw,0.4210716389230409,0.06694454467282615,5.800820481273435,0.0016794746046535636,-5.799141006668782,替身型,0.0,-2.744835138320923,0.9652694108307358,1.2592856190485335e-06,0.0
1区发电总量,reserve_spin_r2_mw,0.4136458580007009,0.06576394860143633,5.839315569061128,0.0007958876927794956,-5.838519681368348,替身型,0.0,-2.761746406555176,0.948598062950475,2.642887905701663e-06,0.0
1区发电总量,system_generation_mw,0.40499705059686725,0.06438890829928377,5.801130295500113,0.0042998820671752425,-5.796830413432938,替身型,0.0,-2.7678256034851074,0.9623955255665853,2.4639675549220643e-06,0.0
1区发电总量,area_2_load_actual_mw,0.3700764041978014,0.05883701033995934,5.811189707027996,0.0002764847717813268,-5.8109132222562145,替身型,0.0,-2.806410074234009,0.9485980773928574,5.789079659201945e-07,0.0
1区发电总量,area_2_load_day_ahead_mw,0.3612154230468052,0.05742823735770595,5.739607914002275,0.0010435144764491255,-5.738564399525826,替身型,0.0,-2.822064161300659,0.9485978745533417,1.1487904895135514e-06,0.0
1区发电总量,area_1_fuel_coal_mw,0.34787285963286246,0.055306955015349095,5.177080881337197,-0.0036851684120097206,-5.180766049749207,替身型,0.0,-2.8334970474243164,0.8115074094922352,1.8807201925885587e-05,0.0
1区发电总量,gen_fuel_coal_mw,0.3136862471028145,0.04987175825029534,5.143899563746404,-0.00099363037268696,-5.14489319411909,替身型,0.0,-2.850745439529419,0.7697604579843301,3.204834131655954e-05,0.0
1区发电总量,area_2_generation_mw,0.31055417867702917,0.04937380285442824,5.665210448532753,-0.001131116662331677,-5.666341565195085,替身型,0.0,-2.782555341720581,0.947029995016856,-1.252923366945602e-06,0.0
1区发电总量,area_2_fuel_coal_mw,0.2117839719051397,0.033670711246319415,3.979777304478686,-0.0006760459089254489,-3.9804533503876116,替身型,0.0,-2.8657400608062744,0.607345917076497,1.8392923982091247e-06,0.0
1区发电总量,area_2_net_export_mw,0.2029905712294558,0.032272682621392317,3.5333791982842286,0.0014922054276657049,-3.531886992856563,替身型,0.0,-2.877556085586548,0.43606190939070566,3.4540542732752753e-05,0.0060575442004189755
1区发电总量,area_1_fuel_hydro_mw,0.19891556623964957,0.03162481340303365,4.504706572372177,8.77403187371506e-05,-4.50461883205344,替身型,0.0,-2.8695449829101562,0.5613059192140418,5.154606615409563e-06,0.004112366196644258
1区发电总量,area_2_fuel_natural_gas_mw,0.17750476201526041,0.028220792786620857,4.691094748836402,0.0006571131405587183,-4.690437635695844,替身型,0.0,-2.8816871643066406,0.7073598274377791,8.677038631610401e-07,0.0
1区发电总量,reserve_spin_r3_mw,0.14219659863782594,0.022607285007798173,2.8181082301521854,0.0014107562242342553,-2.816697473927951,替身型,0.0,-2.8811395168304443,0.6953188756806562,1.1248103095606866e-07,0.0
1区发电总量,gen_fuel_hydro_mw,0.1402764535479421,0.022302008596694338,4.120824830141446,-0.001247810629281254,-4.122072640770727,替身型,0.0,-2.8511836528778076,0.7045828302383357,2.2924299527771198e-06,0.0
1区发电总量,area_3_fuel_solar_mw,0.1389697221716608,0.022094256449770863,1.5655432001296177,-0.0007511300800642218,-1.566294330209682,替身型,0.0,-2.874675989151001,0.38542803669008396,3.6913832795582023e-06,0.0
1区发电总量,area_1_fuel_natural_gas_mw,0.13389381922259883,0.021287258351780903,3.1330934848868126,-0.00019924707657870133,-3.133292731963391,替身型,0.0,-2.7742764949798584,0.6258658393415055,0.0016069544178240803,0.0
1区发电总量,area_1_fuel_nuclear_mw,0.13335168238216777,0.021201066120867782,1.0417598285587868,-0.0030001545097320115,-1.0447599830685188,替身型,0.0,-2.8896336555480957,0.32373482500522516,5.017830330866779e-06,2.814457567028733e-05
1区发电总量,area_2_fuel_hydro_mw,0.10875201317066818,0.01729006024386791,2.513389652524179,0.0008337106333876632,-2.512555941890791,替身型,0.0,-2.861452341079712,0.6587426096515632,9.625635500887242e-07,0.0004906091382441299
1区发电总量,gen_fuel_nuclear_mw,0.09709487691625979,0.015436737420377787,2.2124625843524006,-0.0024712039066623337,-2.2149337882590627,替身型,0.0,-2.8943750858306885,0.32373482500522516,3.94250168140875e-06,0.0
1区发电总量,area_3_generation_mw,0.09549558920418583,0.015182472877746824,1.739615921970806,-0.0010963332089219957,-1.740712255179728,替身型,0.0,-2.8791744709014893,0.6929405060731678,1.3368487206122381e-06,0.0
1区发电总量,area_1_net_export_mw,0.09157832205409422,0.014559681785961533,2.0520497560917192,0.0026473475784997147,-2.0494024085132194,替身型,0.0,-2.887498378753662,0.37276899009115516,0.00031867658920450295,0.016526639192626955
1区发电总量,area_3_fuel_natural_gas_mw,0.08578437866386664,0.013638525226685863,1.00603882153883,0.0016767147500852397,-1.004362106788745,替身型,0.0,-2.895082712173462,0.2338791984694501,2.842904293132165e-06,0.0020129794763288538
1区发电总量,area_2_fuel_solar_mw,0.08506046972861195,0.013523433756314778,-0.4359335261155737,0.00016914196557260563,0.4361026680811463,协同型,0.0,-2.889629364013672,0.3329625740558331,1.8772212428963542e-06,0.0
1区发电总量,area_1_fuel_wind_mw,0.08458926363764611,0.013448518529804982,0.9130064035111678,-0.0011928490448690487,-0.9141992525560368,替身型,0.0,-2.8951022624969482,0.2747771445527696,0.00017625370459393164,0.01408928917680637
1区发电总量,area_1_fuel_solar_mw,0.07989122249993,0.012701595213803417,1.4843969937916075,0.0003223935326162053,-1.4840746002589913,替身型,0.0,-2.8917250633239746,0.2631358746616185,2.7658459295754055e-06,0.0
1区发电总量,reserve_reg_up_mw,0.0628574312149828,0.00999345888683707,1.5015333860867663,0.0014982156052645301,-1.5000351704815018,替身型,0.0,-2.8731138706207275,0.45903625160241307,9.300247859811428e-06,0.0
1区发电总量,area_3_load_day_ahead_mw,0.048085544932195606,0.00764493405222883,-0.05311373169762845,0.0014086482340111006,0.05452237993163955,协同型,0.0,-2.8670425415039062,0.6953195923678676,5.820203703876814e-07,0.0
1区发电总量,area_3_net_export_mw,0.02651473730748236,0.004215475116559494,0.15694839846081532,-0.0006924393376298577,-0.15764083779844518,替身型,0.0,-2.894718885421753,0.06847816770228521,0.00015086640154438058,0.0
1区发电总量,gen_fuel_natural_gas_mw,0.021761905324789416,0.003459840816891124,1.3690282200101347,-0.0006207401073323737,-1.369648960117467,替身型,0.0,-2.892793655395508,0.5035291724804155,4.070346658213708e-06,0.0004982420407304982
1区发电总量,day_of_week,0.020858725419594118,0.0033162477511943004,0.4741995678886992,-0.002191678648061801,-0.476391246536761,替身型,0.0,-2.8927814960479736,0.06984834752447151,9.890019255998085e-07,0.0
1区发电总量,area_3_load_actual_mw,0.019393083023942555,0.003083230958419955,1.5937459813232104,0.0011215874495764666,-1.592624393873634,替身型,0.0,-2.8617026805877686,0.6953184077908581,2.1340550291348848e-06,0.0
1区发电总量,reserve_reg_down_mw,0.007594305285146305,0.0012073891053808925,0.11615779442064689,-0.0004855558983188901,-0.11664335031896578,替身型,0.0,-2.875904083251953,0.41029238090106057,4.7556299768380935e-06,0.0
1区发电总量,is_weekend,0.006912282927169642,0.001098957019267917,-0.7107981697345842,-0.0006509487152314142,0.7101472210193528,协同型,0.0,-2.8955743312835693,0.07854106001834202,-3.630639255902679e-09,0.0
