目标,字段,贡献值,归一化份额,独立能力,不可替代性,协同冗余指数,类型,分解式门控,随机门控,两两相关性,置换重要性,Lasso系数
115号母线电压相角,area_2_fuel_solar_mw,0.010549459995015421,0.010697465112906807,-0.009963351280818378,-8.079183412901259e-05,0.009882559446689365,独立可加,0.0,-2.7917540073394775,0.020901342159656007,0.00017215180403140629,0.024204252914972302
115号母线电压相角,area_1_load_actual_mw,0.009851411210466617,0.009989622955739887,-0.06805767967852838,0.003790135342926493,0.07184781502145487,协同型,0.013316706754267216,-2.845188856124878,0.26752764060219114,0.0008608522651990524,0.0
115号母线电压相角,area_1_fuel_natural_gas_mw,0.0092646261188684,0.009394605480995997,-0.04569551031343888,0.0013456794213915213,0.0470411897348304,独立可加,0.021169517189264297,-2.3926994800567627,0.3028171101853192,0.0003877447962362224,0.36754041469679344
115号母线电压相角,area_3_generation_mw,0.008514195871692774,0.008633646968178817,0.007110891082777959,-0.0006304972343919024,-0.007741388317169862,独立可加,0.0,-2.7967283725738525,0.3023485846762189,0.00014164379599352906,0.0
115号母线电压相角,area_3_load_day_ahead_mw,0.008401729299621904,0.008519602530675397,-0.03792864882670588,-0.0005803902961905028,0.03734825853051538,独立可加,0.0,-2.8312697410583496,0.28190249594190503,0.0001875589568762548,0.0
115号母线电压相角,reserve_spin_r1_mw,0.007877956800403738,0.007988481692250138,-0.05675836235564091,0.004792525945535142,0.061550888301176054,协同型,0.0,-2.8523762226104736,0.26752767286793006,0.001166987069041925,0.0
115号母线电压相角,area_2_generation_mw,0.005169554652491491,0.005242081639289818,-0.03736618553778692,0.0006321080743318941,0.037998293612118816,独立可加,0.0,-2.8724184036254883,0.28559053702329157,-2.086382519215224e-05,0.0
115号母线电压相角,reserve_spin_r3_mw,0.0043168681305592715,0.004377432233071331,-0.031138732048725748,-0.0009597863841810383,0.03017894566454471,独立可加,0.0,-2.7717814445495605,0.281903091442494,0.00024918611825655026,0.0
115号母线电压相角,area_2_load_day_ahead_mw,0.004152807610394138,0.004211070002994995,-0.08007870320936505,-0.0006461126928514194,0.07943259051651363,协同型,0.0,-2.8205554485321045,0.2720506654003951,-5.025652466184027e-06,0.0
115号母线电压相角,area_3_fuel_hydro_mw,0.00398077366203202,0.004036622480400577,-0.02634401124203345,-0.0007039151115142417,0.025640096130519208,独立可加,0.0,-2.8878977298736572,0.061294504600708614,0.00010011193505774508,0.02184894236803941
115号母线电压相角,area_1_fuel_solar_mw,0.0036317230990508785,0.003682674863944803,0.021324974053243406,0.0007373338820626518,-0.020587640171180754,独立可加,0.0,-2.30983304977417,0.05659798751568523,0.001621123691858073,0.15254281452806978
115号母线电压相角,area_2_fuel_hydro_mw,0.0035260687242244936,0.0035755381963556315,-0.03939790732850468,0.0011682144755859047,0.04056612180409058,独立可加,0.0,-2.808372735977173,0.13644821936836574,0.00019590411066916502,0.04585986441066423
115号母线电压相角,system_generation_mw,0.003449826839343995,0.003498226665335394,-0.037698565049397725,-9.630039064945084e-05,0.037602264658748275,独立可加,0.0,-2.7948317527770996,0.3112836733819504,-4.24598892571515e-05,0.0
115号母线电压相角,system_load_actual_mw,0.0025992453592567897,0.002635711833939589,-0.053818798759621034,-0.003170308920667275,0.05064848983895376,协同型,0.0,-2.874498128890991,0.29409205459555743,2.3637060550196765e-05,0.0
115号母线电压相角,area_3_load_actual_mw,0.0025674553011029158,0.0026034757727384445,-0.11225622265737534,-0.00030670931029708193,0.11194951334707826,协同型,0.0,-2.5225489139556885,0.28190272719171316,0.0002216210427420595,0.0017477779446211153
115号母线电压相角,area_2_fuel_natural_gas_mw,-0.0008927055303799098,-0.0009052298669173818,-0.04720409088545696,-0.0019962195293148355,0.045207871356142126,独立可加,0.0,-2.775418519973755,0.2850717018548581,-3.6503255169928474e-05,0.010350347074249972
115号母线电压相角,area_2_load_actual_mw,-0.0010564307959557429,-0.0010712521389034764,-0.06577594921363183,-0.0022822478185098305,0.063493701395122,协同型,0.0,-2.8764491081237793,0.2720525384097527,-2.6966558061713996e-05,0.0
115号母线电压相角,hour_of_day,-0.0012411125565923633,-0.0012585249180157654,-0.050960296185578846,0.0018278631021900749,0.05278815928776892,协同型,0.0,-2.802312135696411,0.20003006113753988,0.0008604399179201527,0.027117626026690548
115号母线电压相角,reserve_spin_r2_mw,-0.004454857155368806,-0.00451735719411782,-0.09511325157831085,-0.0008952443530686471,0.0942180072252422,协同型,0.0,-2.8750393390655518,0.27205265772399384,-5.15876793442116e-05,0.0
115号母线电压相角,system_load_day_ahead_mw,-0.0070520933055561496,-0.007151031630509564,-0.1495543560548318,-0.0015739168035777684,0.14798043925125404,协同型,0.0,-2.8185219764709473,0.29364324956948207,2.2851354394171075e-05,0.0
115号母线电压相角,gen_fuel_hydro_mw,-0.008356853513634452,-0.008474097153599995,-0.1078608092289528,0.0012451260475945247,0.10910593527654733,协同型,0.0,-2.6743171215057373,0.1544539376769686,-8.367729831009197e-05,0.0
115号母线电压相角,day_of_week,-0.010898104966360105,-0.011051001447421785,-0.04525668554766393,-0.0011846522512253266,0.044072033296438606,独立可加,0.0,-2.89005708694458,0.08743767884730959,-2.6079163206937926e-05,0.0
115号母线电压相角,month_of_year,-0.07589034287379674,-0.07695505700600455,0.01960379053835748,-0.010867391516605207,-0.030471182054962687,独立可加,0.0,-2.8936893939971924,0.0014705656751279389,0.0,0.0098246753310166
215号母线电压相角,system_losses_mw,0.08600020177525931,0.08684791585629326,0.6853098000874209,0.002831270193394686,-0.6824785298940262,替身型,0.02051779441535473,2.5581278800964355,0.7653915662436191,0.43179781253197813,0.1110894815456477
215号母线电压相角,area_1_fuel_wind_mw,0.07315946179696146,0.07388060319716677,0.32060128781377395,0.000887566162259934,-0.319713721651514,替身型,0.0,2.5812411308288574,0.4519749881842058,0.14427814555190893,0.1525454442355188
215号母线电压相角,gen_fuel_wind_mw,0.0710088432912564,0.0717087857924756,0.39442020307346015,0.0012253911439389364,-0.3931948119295212,替身型,0.0,-2.8069920539855957,0.44705059602651837,0.007132145456768324,0.21223813692767768
215号母线电压相角,area_3_fuel_solar_mw,0.06398764161036102,0.06461837530267268,0.26908535593333094,0.0006904212016798361,-0.2683949347316511,替身型,0.015037715435028076,-2.1961467266082764,0.41039909348203363,0.12309050600139677,0.13246382511204322
215号母线电压相角,area_3_fuel_wind_mw,0.062475179479541336,0.06309100465514186,0.39070378256462535,0.004037877793943823,-0.3866659047706815,替身型,0.029362183064222336,-2.799570322036743,0.41207587304719007,0.0037660390529770994,0.0
215号母线电压相角,gen_fuel_solar_mw,0.057960202429601496,0.05853152294658761,0.29001887942579374,0.00250588414167241,-0.28751299528412133,替身型,0.0,-2.653305768966675,0.4168691933495683,0.009270532977889134,0.19494261277264122
215号母线电压相角,area_2_net_export_mw,0.053492430223709475,0.05401971138576844,0.3702175294261839,0.0002598379013637464,-0.36995769152482016,替身型,0.0,-2.798863649368286,0.3301845181462375,0.0020605507859761786,1.8683749382745238
215号母线电压相角,area_1_fuel_coal_mw,0.05165062494656644,0.052159751217872516,0.16034055915953527,0.005162722806362985,-0.15517783635317228,替身型,0.04246506094932556,-2.426084518432617,0.241794032865938,0.005883679121889163,0.0
215号母线电压相角,area_1_net_export_mw,0.04311735524714244,0.04354236807764095,0.2757292714797769,0.0033248917949059154,-0.27240437968487097,替身型,0.0,-2.6893277168273926,0.22123404872414235,0.002998231279537511,2.539938828830607
215号母线电压相角,area_1_fuel_nuclear_mw,0.03958485979846268,0.039975052406784735,0.16748473958108046,0.007165425075371212,-0.16031931450570924,替身型,0.0,-2.775822401046753,0.07719523638015266,0.0011720191211134657,0.03483660863835902
215号母线电压相角,gen_fuel_nuclear_mw,0.03713442323310352,0.03750046160064177,0.14578420679693826,0.008385321016045832,-0.13739888578089243,替身型,0.0,-2.88694167137146,0.07719523638015266,0.0009075190876552064,0.01978253766756533
215号母线电压相角,area_2_fuel_solar_mw,0.03502126387694067,0.03536647258472569,0.2398908045306738,0.0007191968777824354,-0.23917160765289136,替身型,0.0,-2.791937828063965,0.3615374061955981,-0.0001172408428040228,0.0
215号母线电压相角,area_1_fuel_solar_mw,0.031599392087349125,0.031910871003347024,0.2547857912521938,0.003028325778688612,-0.2517574654735052,替身型,0.021183058619499207,2.4002039432525635,0.4446055800938165,0.03731022673869522,0.13305818580778514
215号母线电压相角,hour_of_day,0.029646952656799036,0.029939186148210974,0.23354781320198592,-0.000860487569141366,-0.2344083007711273,替身型,0.0,-2.736697196960449,0.2794990468320546,0.0012083353363136374,0.0
215号母线电压相角,area_3_net_export_mw,0.025012505742293495,0.025259056946616187,0.06347826586823391,0.004359574122134613,-0.059118691746099294,替身型,0.013337143696844578,-2.270498037338257,0.1274006862766731,0.047809644052859014,1.797355859521158
215号母线电压相角,area_2_fuel_natural_gas_mw,0.01931141703947869,0.01950177194343421,0.1928944697818732,0.00042086752124737004,-0.19247360226062582,替身型,0.006166669074445963,-2.633711814880371,0.625460356128672,0.0002213005220306874,0.20847796368288007
215号母线电压相角,area_1_generation_mw,0.018220237098507695,0.018399836113734955,0.03747165776473993,0.004005205048458804,-0.033466452716281125,独立可加,0.0,-2.115720510482788,0.43993853963757634,-0.0019715115166426544,0.0
215号母线电压相角,area_1_fuel_natural_gas_mw,0.01719915853638616,0.01736869266040288,0.08883691743326272,0.002080193341539971,-0.08675672409172275,替身型,0.026529507711529732,-2.704350709915161,0.4163292440383573,0.0010116042058540664,0.12733308709960106
215号母线电压相角,gen_fuel_coal_mw,0.016423470375507728,0.01658535845029556,0.07910087600313331,0.00220864377118668,-0.07689223223194663,替身型,0.0,-2.4028189182281494,0.33711846293925424,0.0018355793337355264,0.0
215号母线电压相角,area_1_load_actual_mw,0.015986390494330024,0.016143970221437706,0.04236439565640171,0.0011784214985783859,-0.041185974157823324,独立可加,0.031218133866786957,-1.7230123281478882,0.43123921576465857,-0.0008247839581416949,0.3098927998014755
215号母线电压相角,area_2_fuel_coal_mw,0.015516662923834976,0.015669612491157694,-0.029767286743790367,0.000210906097294572,0.02997819284108494,独立可加,0.008547854609787464,-2.5214645862579346,0.5176895388682727,0.0006741300593475552,0.07138199314323893
215号母线电压相角,area_1_load_day_ahead_mw,0.014012736003669462,0.014150861186854082,0.028255475553469522,0.0018548216333906797,-0.026400653920078843,独立可加,0.0,-1.6751998662948608,0.43123915030288423,-0.00105047716410962,0.0034354803560895275
215号母线电压相角,system_load_actual_mw,0.013498372052550531,0.013631427089908292,0.022324784613430237,0.0007579698229501775,-0.02156681479048006,独立可加,0.0,-2.7478294372558594,0.4057525025242796,-4.9811212154105e-05,0.0
215号母线电压相角,reserve_reg_up_mw,0.013429054364814558,0.013561426129589866,0.07014862498842789,0.0011208369715608457,-0.06902778801686704,替身型,0.0,-2.801492214202881,0.3428953469298452,0.004828316895813911,0.025414307434234198
215号母线电压相角,area_2_load_day_ahead_mw,0.013323384787948611,0.013454714955304413,0.033480324404905115,3.685620051108174e-05,-0.03344346820439403,独立可加,0.0,-2.0813121795654297,0.4691463996337501,-0.0002995140597472634,0.0
215号母线电压相角,is_weekend,0.012957210703873663,0.01308493145031216,0.01843587520802381,0.00045407926194807047,-0.01798179594607574,独立可加,0.0,-2.884182929992676,0.06928170290202171,4.462167756191793e-05,0.0014420773557745265
215号母线电压相角,area_2_fuel_hydro_mw,0.012528335810799436,0.012651829087088375,0.012579660943262683,0.0018119415743256262,-0.010767719368937057,独立可加,0.008268780075013638,-2.6779279708862305,0.16308725035529387,0.0023954814097858048,0.0875033122567021
215号母线电压相角,area_3_load_day_ahead_mw,0.012506539363978298,0.012629817790133105,-0.010423329928944458,-3.5708376118326335e-05,0.010387621552826132,独立可加,0.0,-2.828249216079712,0.1880604843458009,0.00047155542462378185,0.0
215号母线电压相角,area_1_fuel_hydro_mw,0.012312663410700782,0.012434030778832763,0.015204780835904375,0.000990114713596446,-0.014214666122307928,独立可加,0.0,-2.7229509353637695,0.13621680893603985,0.0004659293225612648,0.0
215号母线电压相角,gen_fuel_hydro_mw,0.012079825011537645,0.012198897264245457,0.01760526433345344,0.006140622246779359,-0.011464642086674082,独立可加,0.0,-2.679290294647217,0.190908412864432,0.0110369996139692,0.15528295954954355
215号母线电压相角,reserve_reg_down_mw,0.011619950545796964,0.01173448976192964,0.0997012036984154,0.002017391735421814,-0.09768381196299358,替身型,0.0,-2.8210933208465576,0.2827835755763264,0.00030118078021224015,0.010041579555151472
215号母线电压相角,gen_fuel_natural_gas_mw,0.01097716983470704,0.0110853730859401,-0.0642478758254339,0.0013501733419595263,0.06559804916739342,协同型,0.0,-2.6714284420013428,0.4148663831743458,0.005852058655952441,0.01414237944544051
215号母线电压相角,reserve_spin_r1_mw,0.010788689331281714,0.010895034708074298,0.0018562602494411884,0.00430177978879942,0.002445519539358232,独立可加,0.0,-1.6713032722473145,0.4312395526362709,-0.000823656059071931,0.09706430207864833
215号母线电压相角,area_3_fuel_coal_mw,0.009962199563617984,0.010060398133782022,-0.07206941109033438,-0.0003229872652368293,0.07174642382509755,协同型,0.01929505169391632,-2.861927032470703,0.14807384980046426,3.991814425050588e-05,0.03992447073741841
215号母线电压相角,system_generation_mw,0.009259862472877353,0.009351138023918609,0.03395168361487522,-0.00143520939127173,-0.03538689300614695,独立可加,0.0,-2.5772454738616943,0.42074067364309986,-0.0002271054990488297,0.0
215号母线电压相角,area_2_generation_mw,0.007655611674385202,0.0077310739370466735,0.0477488005866864,0.0001403848678794839,-0.04760841571880692,独立可加,0.0,-2.330659866333008,0.48264227462248155,-0.0010036928978760739,0.0
215号母线电压相角,area_3_generation_mw,0.007653134909730323,0.007728572758631943,-0.013514997807822837,-0.0004956262736747208,0.013019371534148116,独立可加,0.0,-2.456209659576416,0.20827760941994514,0.0005218242164771514,0.012011659661806801
215号母线电压相角,reserve_spin_r2_mw,0.0073573193056523075,0.0074298412654305295,0.029340198703749376,0.00037993942885894416,-0.028960259274890432,独立可加,0.0,-2.705313205718994,0.4691470632676683,-0.00024830384234852954,0.0
215号母线电压相角,system_load_day_ahead_mw,0.00682828393492917,0.006895591130975803,0.04950044543507803,0.0004379757730785805,-0.04906246966199945,独立可加,0.0,-2.6697006225585938,0.40681609604125857,0.0001637256912711882,0.0
215号母线电压相角,area_3_fuel_natural_gas_mw,0.005885071427452589,0.005943081267126911,-0.17630620032097655,0.00445991346010699,0.18076611378108354,协同型,0.0,-2.6240081787109375,0.18540538182986896,0.0047455764251282725,0.0
215号母线电压相角,area_3_load_actual_mw,0.005155542546274225,0.005206361334156459,-0.02673243419550375,-0.00039393064609916095,0.02633850354940459,独立可加,0.0,-2.5611116886138916,0.188059444324368,0.0006314209115983793,0.0
215号母线电压相角,area_3_fuel_hydro_mw,0.0042066088590212,0.0042480738961906865,-0.08213503961833468,0.0018847734596438848,0.08401981307797857,协同型,0.0031312345527112484,-2.822249174118042,0.23796556523390003,0.0004700312340311985,0.0017509792239458822
215号母线电压相角,area_2_load_actual_mw,0.0041408423337129865,0.0041816591025247984,0.005762626518284186,0.0005550318818784428,-0.0052075946364057435,独立可加,0.0,-2.2942607402801514,0.4691470193725465,-0.00036027837558436635,0.0
215号母线电压相角,reserve_spin_r3_mw,0.0015126318441689287,0.0015275420337644517,-0.04675033763919023,-0.00013922655152887042,0.04661111108766136,独立可加,0.0,-2.848534107208252,0.18805977416769745,0.00028020263093120334,0.0
215号母线电压相角,day_of_week,-0.0077169229480174495,-0.007792989563098001,0.0038911882017633737,-7.903522659424844e-05,-0.003970223428357622,独立可加,0.0,-2.8901376724243164,0.05236123437638343,0.00018585890962588003,0.004342872106583265
215号母线电压相角,month_of_year,-0.08520369479283435,-0.08604355761107234,-0.20968687528184016,-0.008856476513725342,0.20083039876811482,协同型,0.0,-2.8760294914245605,0.08854519442078049,0.0,0.012042052573087646
315号母线电压相角,area_1_fuel_wind_mw,0.11661599900629607,0.107551560709188,0.7295089324160569,0.012200723989338247,-0.7173082084267186,替身型,0.02509833127260208,2.6462862491607666,0.7937576306113102,0.7053085018506173,0.28125265110845254
315号母线电压相角,gen_fuel_wind_mw,0.10736168372372268,0.09901657356834191,0.797070795991366,0.010103611576197435,-0.7869671844151686,替身型,0.0,-2.721127510070801,0.8142360106253201,0.006606578217118342,0.4869560615011741
315号母线电压相角,system_losses_mw,0.0801623559739988,0.07393142080499258,0.4965652559882011,0.004510271792226961,-0.49205498419597415,替身型,0.0,-2.3780336380004883,0.4533655252350124,0.05231714882060079,0.23333359670591466
315号母线电压相角,area_3_fuel_wind_mw,0.07977736266494503,0.0735763526187732,0.6945805717498431,0.004435659492277089,-0.690144912257566,替身型,0.009205242618918419,-2.7479968070983887,0.7674456735833795,0.0002333025167752245,0.0
315号母线电压相角,area_1_fuel_coal_mw,0.06933971476481773,0.06395001205352141,0.41840033912479924,0.005883321792284679,-0.41251701733251456,替身型,0.0,-2.8106629848480225,0.42593747553500594,0.014440212101654448,0.09104420897384427
315号母线电压相角,area_2_net_export_mw,0.06590814829267405,0.06078517761483989,0.6495001123698758,0.0005395378148074226,-0.6489605745550684,替身型,0.0,-2.749316453933716,0.6987407343294411,0.002880550725957387,0.17272238216686178
315号母线电压相角,area_3_fuel_solar_mw,0.06187186948988871,0.05706263449557596,0.3867186234731246,0.0012216586918740724,-0.3854969647812505,替身型,0.014057133346796036,2.3605716228485107,0.5969842483043435,0.0008518221836336437,0.1346705828290528
315号母线电压相角,area_1_fuel_nuclear_mw,0.052069898773068356,0.04802256059831535,0.3946858475857671,0.005736999567830914,-0.38894884801793617,替身型,0.011265864595770836,-2.588603973388672,0.28612026471352886,0.0026217998969784604,0.19117959761718825
315号母线电压相角,gen_fuel_solar_mw,0.05023032870386909,0.04632597836549832,0.35712688939323267,-0.0006552081034822965,-0.35778209749671497,替身型,0.0,-2.7307214736938477,0.5872729432422179,0.0013796926726133529,0.0
315号母线电压相角,gen_fuel_nuclear_mw,0.04657776892119411,0.04295732819264256,0.3241142175497851,0.0050019732409672946,-0.3191122443088178,替身型,0.0,-2.815394639968872,0.28612026471352886,0.0025149799862816515,0.030905138130331834
315号母线电压相角,area_1_net_export_mw,0.04359541350309745,0.04020678810775694,0.4478967782826917,0.00017462335344897717,-0.4477221549292427,替身型,0.009404466487467289,-2.7452969551086426,0.5420696159492301,0.0017960823642368506,0.2361048639933689
315号母线电压相角,area_2_fuel_coal_mw,0.04180021518334776,0.0385511286552219,0.1546882942855693,0.016347549848751197,-0.1383407444368181,替身型,0.017753826454281807,-2.0877420902252197,0.18095402093696747,0.020005558051325444,0.16032472209063525
315号母线电压相角,area_2_fuel_solar_mw,0.02782165802568242,0.025659109964987728,0.22684630789858173,0.0031853721383697797,-0.22366093576021195,替身型,0.004498356021940708,-2.818218231201172,0.5107464177631529,0.0011829111654498182,0.14099150112371056
315号母线电压相角,area_1_fuel_solar_mw,0.025910909358305513,0.023896881771167666,0.29007168530666194,0.0016201909501853962,-0.28845149435647655,替身型,0.007563689723610878,-2.6613616943359375,0.5562322902490415,0.17528324409980073,0.17577471602245
315号母线电压相角,area_3_net_export_mw,0.02290941631453413,0.02112869160801557,0.19619440458351445,0.00254724517675875,-0.1936471594067557,替身型,0.0,-2.7530529499053955,0.210453945856299,0.010372016820520958,0.32392381663625786
315号母线电压相角,hour_of_day,0.021523427270232265,0.019850434026631274,0.22589208290683738,0.0007181519123609093,-0.22517393099447647,替身型,0.0,-2.8914921283721924,0.042699125061926774,0.0004394811634181872,0.018898679418868334
315号母线电压相角,area_3_fuel_coal_mw,0.020809541654043633,0.019192037984551467,0.05018296824493973,-0.0006132211495976092,-0.05079618939453734,替身型,0.0,-2.8763248920440674,0.12774734355483025,0.00011401650622531179,0.18494663205662779
315号母线电压相角,area_3_load_day_ahead_mw,0.01717385243801529,0.015838947047035243,0.07653426028080434,0.0007392240698583796,-0.07579503621094597,替身型,0.0,-2.884680986404419,0.26644427098197937,0.00013744573258980263,0.012086725503595961
315号母线电压相角,gen_fuel_coal_mw,0.015978145617297483,0.014736181253193538,0.1871052009896843,0.0011422973127792613,-0.18596290367690504,替身型,0.0,-2.8465747833251953,0.26961322236697516,0.010399657499416515,0.0
315号母线电压相角,system_load_actual_mw,0.014155526641326216,0.013055232523051387,0.11027923478411639,0.0005206358408607059,-0.10975859894325568,替身型,0.0,-2.8619613647460938,0.2573162585077699,2.4828789063935373e-05,0.0
315号母线电压相角,area_1_load_day_ahead_mw,0.01346154026789341,0.012415188976628758,0.10445516779343078,0.0026825119241746798,-0.1017726558692561,替身型,0.0,-2.8263189792633057,0.2510817506409331,0.0009632376996561165,0.0
315号母线电压相角,area_3_fuel_natural_gas_mw,0.013195071389768548,0.012169432442645732,0.0154338623275454,0.0035933003654576856,-0.011840561962087714,独立可加,0.04944264888763428,-2.8742475509643555,0.18094425201345515,0.046365993042361775,0.0
315号母线电压相角,area_1_fuel_natural_gas_mw,0.0130432376828883,0.01202940060925767,0.08997166192332395,-0.0008147753967802096,-0.09078643732010416,替身型,0.014855975285172462,-2.7647504806518555,0.05748173524601531,0.0002033984571753633,0.2106247250236236
315号母线电压相角,area_1_generation_mw,0.010268498903058554,0.009470339340873001,0.09230019303277937,-6.247637293044228e-05,-0.09236266940570981,替身型,0.0,-2.863274097442627,0.238072293863724,0.0013184187546679605,0.0
315号母线电压相角,area_2_fuel_natural_gas_mw,0.010247707475416252,0.009451164008917212,0.13276508951820631,0.001773134431712342,-0.13099195508649397,替身型,0.019845079630613327,-2.8240175247192383,0.07995752351741645,0.0004312586608345992,0.25186149378543027
315号母线电压相角,reserve_reg_up_mw,0.010135080563508342,0.009347291467784173,0.06603920657242024,0.00191447751367535,-0.06412472905874489,替身型,0.0,-2.8103294372558594,0.14323681517234627,0.0024688496360293797,0.0
315号母线电压相角,is_weekend,0.010043090090066178,0.00926245131657518,-0.02714213641532881,-0.00010116471402554783,0.027040971701303262,独立可加,0.0,-2.878345251083374,0.06936656170023094,-1.3324644253187579e-05,0.003073221826420448
315号母线电压相角,area_1_load_actual_mw,0.009972952141010922,0.009197765116138592,0.08176070013177572,0.00024893632679046096,-0.08151176380498526,替身型,0.0,-2.6937713623046875,0.2510816435024323,0.0009063336400384481,0.0
315号母线电压相角,area_2_fuel_hydro_mw,0.009207648418976524,0.008491947643212719,0.0739306359414178,0.002900948393444125,-0.07102968754797367,替身型,0.009048459120094776,-2.8433494567871094,0.411031937170547,0.0024440337094533858,0.22001676537113898
