center,method,protected_feature_count,l1_selected_count,feature_count,best_test_r2,final_test_r2,best_epoch,output_dir,l1_run_dir
congestion_price_da,NMI,3,2,3,0.17705178260803223,0.1554344892501831,91,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,Pearson,3,2,3,0.34244775772094727,0.3254842162132263,133,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,Spearman,3,2,3,0.342846155166626,0.3420087695121765,141,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,Lasso,3,2,3,0.9999180436134338,0.9999180436134338,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,ElasticNet,3,2,3,0.9999180436134338,0.9999180436134338,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,RandomForest,3,2,3,0.9999180436134338,0.9999180436134338,150,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_da,XGBoost,3,2,3,0.27236926555633545,0.26752227544784546,149,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_da\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_da\L1GateDNN\baseline_l1_20260517_165108
congestion_price_rt,L1GateDNN,40,40,40,0.6890160441398621,0.6689339876174927,138,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,NMI,40,40,40,0.714081883430481,0.6975257396697998,100,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,Pearson,40,40,40,0.6558409333229065,0.646500825881958,69,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,Spearman,40,40,40,0.695356547832489,0.6782447099685669,147,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,Lasso,40,40,40,0.6791133880615234,0.660487949848175,138,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,ElasticNet,40,40,40,0.6703474521636963,0.6401358842849731,62,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,RandomForest,40,40,40,0.6998041272163391,0.6761513352394104,87,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
congestion_price_rt,XGBoost,40,40,40,0.7382176518440247,0.7283633351325989,118,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_congestion_price_rt\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_congestion_price_rt\L1GateDNN\run_20260516_232938
marginal_loss_price_da,L1GateDNN,36,36,36,0.8939101696014404,0.8786077499389648,90,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\L1GateDNN,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,NMI,36,36,36,0.8635074496269226,0.8390225768089294,33,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\NMI,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,Pearson,36,36,36,0.8681949973106384,0.8610907196998596,99,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\Pearson,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,Spearman,36,36,36,0.8736984133720398,0.8529056310653687,102,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\Spearman,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,Lasso,36,36,36,0.8837763071060181,0.8697516918182373,104,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\Lasso,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,ElasticNet,36,36,36,0.9009119272232056,0.8915197253227234,98,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\ElasticNet,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,RandomForest,36,36,36,0.8909575939178467,0.8666896820068359,79,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\RandomForest,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
marginal_loss_price_da,XGBoost,36,36,36,0.8917781710624695,0.8634053468704224,58,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\BaselineComparison\baseline_15y_all\CenterOn_marginal_loss_price_da\XGBoost,E:\L1_GATE_DNN\NEW_PROJECT\outputs\data2025_Processed_V2\CenterOn_marginal_loss_price_da\L1GateDNN\baseline_l1_20260517_165828
