total_gen,total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_actual_interchange_mw,net_sched_interchange_mw,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.11174589,0.6406143,0.0,0.0,0.45437786,0.106310815,0.04311291,0.11271581,0.0,0.6558063,0.33057553,0.0,0.0,0.0,0.17922382,0.0,0.16802435,0.0,0.3054585,0.6144494,0.0,0.0,0.0,0.39588988,0.15945216,0.09008103,0.12982447,0.0,0.32773665,0.20108327,0.3999664,0.0,0.0,0.1526657,0.0,0.6659556,0.77185583,0.0,0.0,0.0,0.0,0.0,0.81621474,0.0,0.0,0.655751,0.9128171,0.479896,0.505615,0.33783022,0.3585873,0.18856813,0.2979553,0.0,0.0,0.386741,0.4796962
0.04967656,0.6511368,0.0,0.0,0.44963816,0.04224022,0.0,0.061507236,0.0,0.67299736,0.33859685,0.0,0.0,0.0,0.14077301,0.0,0.10894467,0.0,0.27260283,0.63309634,0.0,0.0,0.0,0.39112306,0.11118311,0.032606285,0.072867446,0.0,0.29763502,0.17750981,0.38152245,0.0,0.0,0.11250712,0.0,0.67402256,0.7987978,0.0,0.0,0.0,0.0,0.0,0.85306096,0.0,0.0,0.6777196,0.93911165,0.46894377,0.49584362,0.31130177,0.34587467,0.15544228,0.2859961,0.0,0.0,0.37656045,0.4781301
0.0,0.66404694,0.0,0.0,0.42791185,0.0,0.0,0.0,0.0,0.677387,0.3363515,0.0,0.0,0.0,0.104588315,0.0,0.05181609,0.0,0.24695244,0.64181906,0.0,0.0,0.0,0.3720117,0.06017558,0.0,0.009118696,0.0,0.27013406,0.13707662,0.35702077,0.0,0.0,0.071526125,0.0,0.6772511,0.8122357,0.0,0.0,0.0,0.0,0.0,0.87412846,0.0,0.0,0.6936632,0.9649201,0.47366062,0.48550338,0.2804762,0.33542386,0.12531649,0.26158974,0.0,0.0,0.37004685,0.4572836
0.0,0.6912959,0.0,0.0,0.40775093,0.0,0.0,0.0,0.0,0.6853957,0.33345753,0.0,0.0,0.0,0.064337954,0.0,0.0,0.0,0.22555381,0.6529451,0.0,0.0,0.0,0.35841098,0.0,0.0,0.0,0.0,0.2389677,0.09138912,0.3441848,0.0,0.0,0.08485552,0.0,0.67673254,0.8296455,0.0,0.0,0.0,0.0,0.0,0.8871628,0.0,0.0,0.69623977,0.9904231,0.46775886,0.48064822,0.26034462,0.31146383,0.084930524,0.24037316,0.0,0.0,0.37083703,0.4447042
0.0,0.7067242,0.0,0.0,0.40057027,0.0,0.0,0.0,0.0,0.6977649,0.3497699,0.0,0.0,0.0,0.036162835,0.0,0.0,0.0,0.19613057,0.6500015,0.0,0.0,0.0,0.33432364,0.0,0.0,0.0,0.0,0.20775208,0.04846236,0.33773807,0.0,0.0,0.07234069,0.0,0.68412465,0.85109526,0.0,0.0,0.0,0.0,0.0,0.9042555,0.0,0.0,0.7114155,1.0,0.46319324,0.48237082,0.23152344,0.2946806,0.06378039,0.22526443,0.0,0.0,0.38261572,0.4413233
0.0,0.7017018,0.0,0.0,0.3800424,0.0,0.0,0.0,0.0,0.70005345,0.34136274,0.0,0.0,0.0,0.0010305219,0.0,0.0,0.0,0.1706383,0.6486943,0.0,0.0,0.0,0.31475565,0.0,0.0,0.0,0.0,0.17918387,0.0,0.32452875,0.0,0.0,0.050044768,0.0,0.68803304,0.8810962,0.0,0.0,0.0,0.0,0.0,0.93298316,0.0,0.0,0.72590077,1.0,0.451195,0.46915427,0.19421038,0.29312822,0.0264607,0.21113664,0.0,0.0,0.3707393,0.42212114
0.0,0.711663,0.0,0.0,0.3688616,0.0,0.0,0.0,0.0,0.6992598,0.34602356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13702475,0.6551768,0.0,0.0,0.0,0.29466093,0.0,0.0,0.0,0.0,0.14284356,0.0,0.30253214,0.0,0.0,0.03626295,0.0,0.71213305,0.8934728,0.0,0.0,0.0,0.0,0.0,0.9700005,0.0,0.0,0.74703693,1.0,0.44216892,0.4654862,0.15590481,0.29013768,0.0004383434,0.20151833,0.0,0.0,0.3721214,0.41319537
0.0,0.715002,0.0,0.0,0.3514894,0.0,0.0,0.0,0.0,0.7045298,0.35551575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11364228,0.65790576,0.0,0.0,0.0,0.27134117,0.0,0.0,0.0,0.0,0.10590692,0.0,0.29214182,0.0,0.0,0.023181027,0.0,0.7193436,0.90512896,0.0,0.0,0.0,0.0,0.0,0.98510605,0.0,0.0,0.76028156,1.0,0.44616318,0.4471016,0.11769986,0.27231944,0.0,0.16926794,0.0,0.0,0.37086323,0.40306816
0.0,0.7190387,0.0,0.0,0.318268,0.0,0.0,0.0,0.0,0.70694137,0.34837207,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08367679,0.6612579,0.0,0.0,0.0,0.24556024,0.0,0.0,0.0,0.0,0.07062699,0.0,0.28042638,0.0,0.0,0.007700259,0.0,0.72656244,0.9135856,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.7713897,1.0,0.4346278,0.42756993,0.07908113,0.2768671,0.0,0.12198294,0.0,0.0,0.3643735,0.390555
0.0,0.7438845,0.0,0.0,0.31354913,0.0,0.0,0.0,0.0,0.7111752,0.34563845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.048398085,0.6740739,0.0,0.0,0.0,0.21353257,0.0,0.0,0.0,0.0,0.022416605,0.0,0.2645201,0.0,0.0,0.0,0.0,0.7369362,0.9278049,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.79088897,1.0,0.42865205,0.409972,0.049014904,0.2675981,0.0,0.10405865,0.0,0.0,0.3737586,0.3848833
0.0,0.77401143,0.0,0.0,0.30626062,0.0,0.0,0.0,0.0,0.7157869,0.3587232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029430036,0.67965823,0.0,0.0,0.0,0.1901693,0.0,0.0,0.0,0.0,0.0,0.0,0.24686506,0.0,0.0,0.0,0.0,0.7616723,0.96584153,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8103392,1.0,0.4196598,0.40161544,0.0,0.25825375,0.0,0.093150586,0.0,0.0,0.3642183,0.38143015
0.0,0.7873923,0.0,0.0,0.2937237,0.0,0.0,0.0,0.0,0.7107566,0.36491698,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67261416,0.0,0.0,0.0,0.15594892,0.0,0.0,0.0,0.0,0.0,0.0,0.22885,0.0,0.0,0.0,0.0,0.76495206,0.97753036,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.82430774,1.0,0.40981832,0.39360195,0.0,0.2463258,0.0,0.07500084,0.0,0.0,0.36473683,0.37867448
0.0,0.79495484,0.0,0.0,0.27273098,0.0,0.0,0.0,0.0,0.71407175,0.36249742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67619675,0.0,0.0,0.0,0.12736371,0.0,0.0,0.0,0.0,0.0,0.0,0.20195304,0.0,0.0,0.0,0.0,0.7690974,0.9937467,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.83989793,1.0,0.39941847,0.38303715,0.0,0.23682168,0.0,0.054150004,0.0,0.0,0.3617049,0.3672945
0.0,0.81510895,0.0,0.0,0.26942948,0.0,0.0,0.0,0.0,0.7180353,0.36535716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685499,0.0,0.0,0.0,0.1001365,0.0,0.0,0.0,0.0,0.0,0.0,0.18180732,0.0,0.0,0.0,0.0,0.7872056,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8665747,1.0,0.39416575,0.38057494,0.0,0.22622365,0.0,0.032537285,0.0,0.0,0.35285157,0.3517194
0.0,0.830852,0.0,0.0,0.26169974,0.0,0.0,0.0,0.0,0.73416245,0.36653024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.69968414,0.0,0.0,0.0,0.077290066,0.0,0.0,0.0,0.0,0.0,0.0,0.14872222,0.0,0.0,0.0,0.0,0.80882066,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8853536,1.0,0.398274,0.3689231,0.0,0.20273504,0.0,0.023147905,0.0,0.0,0.3570119,0.34564456
0.0,0.8507417,0.0,0.0,0.23714106,0.0,0.0,0.0,0.0,0.73521143,0.34861064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6980767,0.0,0.0,0.0,0.03850907,0.0,0.0,0.0,0.0,0.0,0.0,0.11628767,0.0,0.0,0.0,0.0,0.8279677,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9059931,1.0,0.40201575,0.35462472,0.0,0.1862349,0.0,0.006006509,0.0,0.0,0.3628494,0.33832893
0.0,0.86161226,0.0,0.0,0.21321721,0.0,0.0,0.0,0.0,0.7393641,0.34528127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7104999,0.0,0.0,0.0,0.019006552,0.0,0.0,0.0,0.0,0.0,0.0,0.094973505,0.0,0.0,0.0,0.0,0.83892673,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.93193537,1.0,0.39573902,0.33653626,0.0,0.17110981,0.0,0.0,0.0,0.0,0.35351747,0.3218136
0.0,0.8802283,0.0,0.0,0.19961649,0.0,0.0,0.0,0.0,0.73923826,0.34191307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71709585,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.078327216,0.0,0.0,0.0,0.0,0.847505,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.96799,1.0,0.3877562,0.34143674,0.0,0.16323662,0.0,0.0,0.0,0.0,0.3356914,0.31159687
0.0,0.90547776,0.0,0.0,0.1716507,0.0,0.0,0.0,0.0,0.7488589,0.33953103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71731615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04503585,0.0,0.0,0.0,0.0,0.85046643,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.9916344,1.0,0.3811757,0.32021675,0.0,0.13979356,0.0,0.0,0.0,0.0,0.32854816,0.29837087
0.0,0.9228883,0.0,0.0,0.14618845,0.0,0.0,0.0,0.0,0.7568071,0.34694314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7147132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019847455,0.0,0.0,0.0,0.0,0.875299,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.38192794,0.3281765,0.0,0.11663113,0.0,0.0,0.0,0.0,0.3230872,0.28780738
0.0,0.9570727,0.0,0.0,0.1254754,0.0,0.0,0.0,0.0,0.7766203,0.34083927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7217316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.88261974,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.38760525,0.30639586,0.0,0.08922204,0.0,0.0,0.0,0.0,0.30443597,0.2700096
0.0,0.98430634,0.0,0.0,0.0991123,0.0,0.0,0.0,0.0,0.7901571,0.33482167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.73044693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8957384,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.37699923,0.30306748,0.0,0.07880756,0.0,0.0,0.0,0.0,0.2956878,0.25457665
0.0,0.9979255,0.0,0.0,0.07784057,0.0,0.0,0.0,0.0,0.80027544,0.32437086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7406871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9047584,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.36394307,0.2793038,0.0,0.050620954,0.0,0.0,0.0,0.0,0.29936752,0.23647058
0.0,1.0,0.0,0.0,0.05879915,0.0,0.0,0.0,0.0,0.8073133,0.32080275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7419308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.908906,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.35213274,0.2904736,0.0,0.018137213,0.0,0.0,0.0,0.0,0.2997899,0.2170058
0.0,1.0,0.0,0.0,0.03968795,0.0,0.0,0.0,0.0,0.8170702,0.3398816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7434473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.93227845,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.35622507,0.29199848,0.0,0.0,0.0,0.0,0.0,0.0,0.30863085,0.2052694
0.0,1.0,0.0,0.0,0.0028654276,0.0,0.0,0.0,0.0,0.8227255,0.34242687,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7469301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9354135,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3655351,0.28358346,0.0,0.0,0.0,0.0,0.0,0.0,0.30582848,0.19278555
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.82896554,0.3479276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7482459,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95180595,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.360453,0.2913614,0.0,0.0,0.0,0.0,0.0,0.0,0.2925448,0.16658828
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84900147,0.3306676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7565462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9483645,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.36846578,0.2820988,0.0,0.0,0.0,0.0,0.0,0.0,0.28063118,0.15170401
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8631153,0.32485595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76188993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9548544,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.35813743,0.2719106,0.0,0.0,0.0,0.0,0.0,0.0,0.2851477,0.13181512
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8717345,0.32474118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7614286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9687695,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.35733038,0.26489466,0.0,0.0,0.0,0.0,0.0,0.0,0.29839164,0.11213918
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8871391,0.31546938,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7591202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9618139,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3758407,0.26210022,0.0,0.0,0.0,0.0,0.0,0.0,0.3189812,0.088556096
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.90879494,0.30430514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75877416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97206616,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3740691,0.25527868,0.0,0.0,0.0,0.0,0.0,0.0,0.33300754,0.06630222
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9196451,0.30035916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76053715,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97950697,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3691587,0.2505472,0.0,0.0,0.0,0.0,0.0,0.0,0.33378172,0.028126502
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9434404,0.31302774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77483916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98831606,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.37597188,0.22904629,0.0,0.0,0.0,0.0,0.0,0.0,0.34696582,0.0003132254
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9587879,0.3059018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.771109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9939286,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3794608,0.21640079,0.0,0.0,0.0,0.0,0.0,0.0,0.34457543,0.0
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98554856,0.28703916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7705947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.3877048,0.21220936,0.0,0.0,0.0,0.0,0.0,0.0,0.34266594,0.0
