wind_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.39051354,0.7272682,0.8504491,0.40436447,0.506838,0.85912585,0.091812655,0.80064154,0.6364115,0.0819471,0.49561596,0.84548694,0.67746633,0.8110102,0.7413167,0.15112902,0.5612674,0.35261178,0.4158596,0.38112307,-0.0485104,0.44574183,0.56250566,0.58202744,0.6185229,-0.1270043,0.67538434,-0.025487082,0.2843916,0.5467487,0.28475994,0.6871133,0.19516577,0.49589062,0.866842,0.5061773,-0.020511543,0.9486066,0.20365933,0.27369827,0.78855723,1.1356555,0.8088586
0.38197973,0.75329953,0.88353556,0.3952064,0.4973356,0.8959296,0.0454832,0.83751476,0.65247345,0.029223572,0.5001797,0.88455886,0.6947034,0.8391779,0.7899071,0.11006868,0.5728057,0.34961417,0.40577877,0.36438355,-0.13210733,0.43838683,0.56017363,0.5861006,0.6268486,-0.18610428,0.7091908,-0.090075515,0.25536984,0.55994624,0.2688704,0.7145951,0.14761426,0.49329457,0.89556587,0.49800214,-0.073333226,0.987378,0.16795811,0.23477271,0.8300834,1.173204,0.8446917
0.38551095,0.77522486,0.9060228,0.38796175,0.48731363,0.9139358,-0.0073412186,0.8835123,0.6754161,-0.012248855,0.5168041,0.92053276,0.7027759,0.86758894,0.82719547,0.06490822,0.57240564,0.32469267,0.39889258,0.33787486,-0.17938653,0.40739202,0.5715269,0.5815988,0.64633536,-0.25511336,0.72296494,-0.16105522,0.20708854,0.5596656,0.24139953,0.7375298,0.09642955,0.49006265,0.90827566,0.51372457,-0.13912748,1.0180373,0.13214436,0.20399031,0.85767746,1.2094854,0.86475533
0.38833958,0.7973197,0.9286429,0.38403296,0.48783237,0.9458952,-0.063770615,0.9261014,0.70136386,-0.06854492,0.5280431,0.9499036,0.71141493,0.903483,0.8450224,0.022094363,0.56315935,0.31149945,0.38446942,0.3327552,-0.2310481,0.37534785,0.5935763,0.5917204,0.6610976,-0.32348025,0.7438199,-0.2284199,0.16702594,0.5598491,0.21430252,0.77378076,0.037902858,0.48502943,0.93971753,0.52086365,-0.18974213,1.0547585,0.085597664,0.1574352,0.88896585,1.2495567,0.8926956
0.3841131,0.8215162,0.9555153,0.37287793,0.47545177,0.96939594,-0.1265012,0.97756654,0.7289222,-0.12350885,0.52909625,0.9779069,0.7426662,0.93134624,0.86917686,-0.03283455,0.5658749,0.28873315,0.3702202,0.31830958,-0.28740203,0.3543005,0.6001897,0.58364403,0.6668237,-0.4004458,0.76644367,-0.29685888,0.115094036,0.55885977,0.19025171,0.79784995,-0.024383118,0.48565018,0.96657264,0.52003276,-0.24752918,1.0885129,0.03388954,0.12573218,0.9117933,1.2815317,0.9127964
0.40154627,0.8494302,0.9850886,0.37033918,0.4808525,1.001229,-0.18614869,1.0229552,0.76603985,-0.18293026,0.5431186,1.0086353,0.7521952,0.9591772,0.8950232,-0.09252796,0.56608427,0.27356988,0.34468216,0.2916631,-0.33215263,0.3338674,0.6137406,0.5820768,0.68028635,-0.4555827,0.77296907,-0.3555454,0.07794502,0.56918186,0.1686877,0.82787794,-0.09053787,0.482791,0.9954998,0.51526445,-0.3204707,1.1178817,-0.014386539,0.08036776,0.9444965,1.312183,0.94648075
0.38694835,0.8719431,1.0060177,0.36083004,0.48474732,1.0423166,-0.2399577,1.0847149,0.77861553,-0.24514912,0.5447386,1.0317569,0.7613365,0.99102944,0.923952,-0.14869742,0.5665126,0.24644633,0.32489604,0.26273522,-0.3867318,0.30898806,0.624544,0.5747403,0.68405443,-0.51214683,0.7943776,-0.42103264,0.04844547,0.59218,0.13348578,0.8517648,-0.14905341,0.4835066,1.0326003,0.5074232,-0.37348652,1.1584153,-0.060036954,0.03545462,0.9523726,1.3489343,0.9739881
0.37380207,0.8877565,1.0279433,0.3566815,0.45883107,1.0941536,-0.28602716,1.1177338,0.80085707,-0.29551592,0.5511425,1.0628557,0.76785403,1.0311424,0.96521837,-0.19780245,0.5797184,0.2146137,0.28481597,0.23336668,-0.44529685,0.2762827,0.6436974,0.5716393,0.68440604,-0.56801677,0.80961794,-0.48916802,-0.0050154934,0.606328,0.09847934,0.88630503,-0.20971847,0.47915697,1.0735013,0.49629554,-0.4219233,1.1986221,-0.110434726,-0.03326627,0.97169024,1.3875874,0.99628824
0.36891508,0.91033906,1.062167,0.3523007,0.4343181,1.12698,-0.34355968,1.1539223,0.81970924,-0.35461712,0.5449097,1.1003424,0.7978873,1.0727473,0.996388,-0.24629354,0.5697265,0.17957903,0.26220238,0.20155413,-0.5075065,0.24099071,0.65650356,0.5637058,0.685357,-0.59688014,0.8152545,-0.5343693,-0.049771976,0.6202713,0.06986081,0.93294054,-0.26476943,0.4828176,1.100078,0.4996049,-0.475902,1.2355574,-0.17336799,-0.09561595,1.0039715,1.4221834,1.0255296
0.36503512,0.93762183,1.0797313,0.36716425,0.41585165,1.1554717,-0.40546286,1.1837159,0.84838784,-0.40457493,0.5599122,1.1387852,0.81667924,1.1009823,1.0325097,-0.297262,0.5673833,0.12893718,0.23168668,0.18098174,-0.5521629,0.2007976,0.66229886,0.55798364,0.6815265,-0.6456328,0.83652955,-0.58278376,-0.10202899,0.6246166,0.014100092,0.95970434,-0.33084705,0.48051888,1.116954,0.49117732,-0.5249241,1.2798482,-0.21812293,-0.13238022,1.0220053,1.4668758,1.063096
0.3596356,0.9585437,1.106698,0.3572251,0.4006377,1.1970531,-0.4562992,1.2217786,0.85746425,-0.4518057,0.57399046,1.1618716,0.8423546,1.1255159,1.0591717,-0.34122896,0.5695939,0.1124792,0.20244879,0.15147151,-0.59445405,0.16010529,0.6810015,0.54091424,0.6871524,-0.6935047,0.85189044,-0.6330924,-0.147219,0.62220615,-0.023488335,0.9851401,-0.383541,0.4644286,1.1415577,0.4814761,-0.5689054,1.3167131,-0.27700597,-0.18093441,1.0387087,1.4895303,1.0830417
0.34703407,0.9850523,1.1313243,0.3582899,0.3743722,1.224371,-0.50067204,1.2541326,0.8732653,-0.4982714,0.6068407,1.1997005,0.84804565,1.1597689,1.0754898,-0.3943338,0.5575923,0.06683986,0.16021863,0.10782412,-0.63480663,0.11210507,0.70604694,0.5259119,0.6821256,-0.73741144,0.8751833,-0.67766166,-0.19590214,0.62131083,-0.075915985,1.0017484,-0.43797797,0.4479722,1.1606867,0.47527868,-0.630198,1.345754,-0.33029187,-0.2385668,1.0663534,1.515271,1.1057563
0.33692792,1.0062095,1.1558694,0.35446572,0.34450048,1.2478493,-0.5478549,1.2858949,0.8884845,-0.54633,0.62739015,1.226293,0.87226343,1.1875279,1.1048923,-0.44482934,0.550017,0.02786915,0.1163124,0.07701905,-0.66991186,0.060313523,0.7105456,0.5126869,0.6928964,-0.7767068,0.8938195,-0.71484655,-0.24123415,0.62810963,-0.14366895,1.0355467,-0.48260987,0.43466115,1.18193,0.4562174,-0.6748279,1.3605208,-0.36296272,-0.28283736,1.0811034,1.5314441,1.1375784
0.32583058,1.0160213,1.1720958,0.34562618,0.31026423,1.2846898,-0.5919248,1.3111907,0.9262578,-0.5953837,0.6512125,1.2431467,0.89615124,1.2160983,1.1416824,-0.48539278,0.5509519,-0.006614908,0.0717152,0.03976273,-0.70825905,0.012072164,0.7223264,0.4984922,0.6837127,-0.8196879,0.9215925,-0.7553568,-0.29353142,0.6354771,-0.19200109,1.0667193,-0.54585385,0.41624665,1.2092516,0.45631245,-0.7109627,1.398823,-0.41506872,-0.3342254,1.0941316,1.5475631,1.1545082
0.29961976,1.0229313,1.1997005,0.3448916,0.2753852,1.3020036,-0.6305709,1.338377,0.94779396,-0.63939947,0.6662631,1.2727886,0.9116329,1.2311441,1.1713597,-0.53119195,0.5465738,-0.04664181,0.018652923,-0.0013884781,-0.74649704,-0.04905077,0.7446109,0.48749158,0.6827426,-0.8524842,0.94794846,-0.7926515,-0.35769,0.64347357,-0.24453634,1.1117709,-0.5922438,0.3886898,1.2260492,0.44828454,-0.74901444,1.4174707,-0.4735026,-0.37504947,1.1181003,1.5676206,1.1677014
0.28894907,1.0323774,1.2225548,0.33742955,0.2342645,1.3368015,-0.6708302,1.3645532,0.9717487,-0.68585,0.7009352,1.2828097,0.9366602,1.2648509,1.1970056,-0.57598126,0.5316203,-0.09922207,-0.026558602,-0.046253942,-0.7827712,-0.097402796,0.76464844,0.4596617,0.6741541,-0.8780722,0.96243614,-0.8224907,-0.412962,0.6463842,-0.3098085,1.1569602,-0.6330821,0.38107118,1.2389852,0.43749052,-0.786299,1.4482796,-0.50809634,-0.42481434,1.1516781,1.5907929,1.1977303
0.26262125,1.0575942,1.2445507,0.3251025,0.19106166,1.3552457,-0.7124707,1.3855805,1.000573,-0.7220837,0.72433287,1.3194929,0.9594554,1.3051687,1.2113211,-0.616217,0.5212287,-0.14156969,-0.079012364,-0.09625914,-0.813681,-0.15513791,0.7758013,0.43269208,0.67896813,-0.9063314,0.9764144,-0.8595512,-0.46230745,0.6492402,-0.36201766,1.1744515,-0.6821433,0.36256567,1.2686265,0.4094043,-0.8216667,1.470139,-0.53968567,-0.4640152,1.1703892,1.6041875,1.2251025
0.22496219,1.0730269,1.2657969,0.31685367,0.13045429,1.3722461,-0.7483912,1.4290578,1.0153552,-0.7582327,0.7445905,1.3321933,0.9868471,1.3300844,1.2334185,-0.6626343,0.5143595,-0.1811454,-0.12441907,-0.14930873,-0.8439772,-0.20922703,0.7926525,0.40591297,0.6830354,-0.93571866,1.0028434,-0.8919527,-0.50588685,0.66440415,-0.40714398,1.2172036,-0.72175837,0.34227845,1.2862263,0.38891393,-0.8434018,1.4971858,-0.58917785,-0.5135944,1.1808258,1.6201845,1.2494168
0.1946372,1.0976855,1.297956,0.31631038,0.08375783,1.4077413,-0.782596,1.4489131,1.0487851,-0.7822885,0.7747995,1.344554,1.003204,1.3615994,1.2653329,-0.703031,0.49788043,-0.22912087,-0.1610875,-0.19251494,-0.8708435,-0.28120214,0.81434435,0.3828444,0.68764573,-0.96417874,1.0240477,-0.9223912,-0.53889537,0.6542447,-0.44506723,1.2458175,-0.76065075,0.3148823,1.3019416,0.36485273,-0.8657359,1.5310111,-0.61872584,-0.5568655,1.1971666,1.6390506,1.2750626
0.1595582,1.1108208,1.312689,0.30631807,0.032801908,1.4297171,-0.8060492,1.4656165,1.0702729,-0.8065395,0.80466497,1.355783,1.0290731,1.3839691,1.295064,-0.7397014,0.4745904,-0.2765007,-0.20591165,-0.23584375,-0.9028484,-0.3374403,0.83810973,0.3553975,0.69260347,-0.9989254,1.0336102,-0.9537,-0.584546,0.6721619,-0.4899489,1.2806696,-0.7929661,0.2793529,1.327361,0.33603743,-0.8987761,1.5497555,-0.6457621,-0.60451716,1.2185923,1.6721781,1.2988865
0.110871084,1.1232797,1.3282051,0.29187366,-0.023109505,1.4553614,-0.8391139,1.4985017,1.0889148,-0.8416304,0.82399535,1.374664,1.0423651,1.4088275,1.3182837,-0.77206665,0.44096392,-0.32711712,-0.25064513,-0.28197572,-0.9300797,-0.3929249,0.86193085,0.33076704,0.69324124,-1.0257053,1.0549206,-0.9685359,-0.6281532,0.6720519,-0.5388841,1.3039402,-0.82707965,0.24477987,1.3479038,0.31934637,-0.91721314,1.5704006,-0.68562376,-0.63822997,1.2416672,1.6922144,1.324483
0.06864298,1.1414952,1.3482714,0.27980652,-0.08413324,1.4717246,-0.8718026,1.5229731,1.1058259,-0.87159544,0.84994566,1.4127066,1.0684159,1.4270517,1.3389269,-0.7985031,0.40892947,-0.37815458,-0.29320455,-0.33513772,-0.958567,-0.4540118,0.88491833,0.2962794,0.7062517,-1.0522149,1.0798774,-0.9941987,-0.6653606,0.66334593,-0.5844928,1.3272192,-0.859567,0.2115217,1.3717369,0.29174972,-0.9457384,1.5865817,-0.7171684,-0.67397314,1.2487257,1.7178024,1.337812
0.021860437,1.1694456,1.3687946,0.2846514,-0.15100515,1.510286,-0.90649366,1.5559064,1.1179982,-0.90393996,0.8683279,1.4339317,1.0882757,1.4631063,1.3585602,-0.83210117,0.3756951,-0.41320038,-0.33776146,-0.38073474,-0.9815892,-0.4979163,0.90715605,0.2683154,0.717213,-1.0736607,1.1012949,-1.0160413,-0.70014495,0.6629065,-0.6285506,1.3467966,-0.88960797,0.17306623,1.3948271,0.26385912,-0.96920836,1.6006948,-0.7542336,-0.71343046,1.2627288,1.7254187,1.3516783
-0.03026741,1.1901139,1.3851438,0.27064908,-0.21587017,1.5194516,-0.9317528,1.5749758,1.1375542,-0.92961454,0.9045875,1.4658077,1.124512,1.4880795,1.379454,-0.85519844,0.33525714,-0.46156865,-0.38928857,-0.42504105,-1.0098348,-0.54695594,0.93834525,0.2011424,0.7212888,-1.0955868,1.1162599,-1.0420734,-0.73606783,0.6645165,-0.66881126,1.3740591,-0.91373515,0.13113108,1.4081018,0.22527444,-0.9916872,1.6167763,-0.7831204,-0.7490228,1.2810974,1.734619,1.382227
-0.09061322,1.2087256,1.4097606,0.2499412,-0.27851373,1.5396451,-0.9561782,1.594,1.150378,-0.9550787,0.9131051,1.4880034,1.160521,1.5000745,1.3970033,-0.88584244,0.29215285,-0.51300967,-0.43933567,-0.4631565,-1.0296594,-0.59571964,0.9770563,0.15578322,0.727751,-1.1164429,1.1425204,-1.0654703,-0.7617996,0.6617763,-0.7081936,1.4086499,-0.94738775,0.07180904,1.4362875,0.18167336,-1.0148435,1.6390373,-0.8132128,-0.79620355,1.2934483,1.7390441,1.4021088
-0.14966804,1.2245433,1.4289241,0.23627345,-0.33688876,1.5724971,-0.98354733,1.6179724,1.1669254,-0.9807978,0.94984716,1.4964273,1.1863546,1.523228,1.4349846,-0.9124081,0.2524672,-0.5471271,-0.49240232,-0.5034707,-1.0451046,-0.64507,1.011042,0.10641928,0.7404243,-1.1373569,1.1605147,-1.0834323,-0.7934551,0.66762966,-0.75157636,1.4508431,-0.97766244,0.035078425,1.4596518,0.14271146,-1.0347525,1.6572704,-0.8327925,-0.8349744,1.3198826,1.7523123,1.4223166
-0.20566985,1.2511506,1.4476386,0.21904522,-0.3964051,1.586545,-1.0148387,1.6305963,1.1832789,-1.0060389,0.982921,1.5130724,1.211547,1.5411674,1.449977,-0.9310751,0.19989072,-0.59029514,-0.5420546,-0.55443835,-1.0654204,-0.68555856,1.0538305,0.048722293,0.74138856,-1.1577677,1.1655434,-1.1054822,-0.82003015,0.6630256,-0.78080314,1.4777993,-1.0062288,-0.033608418,1.4905825,0.11332401,-1.0555782,1.6701719,-0.8575433,-0.85969985,1.3409946,1.7690676,1.4390717
-0.25580138,1.2626705,1.4648691,0.18952705,-0.44751906,1.6128035,-1.03962,1.6450384,1.2120085,-1.0333003,1.016617,1.523942,1.2340317,1.5734516,1.4731386,-0.9526142,0.14565621,-0.6300343,-0.58778083,-0.5980219,-1.095571,-0.72836024,1.0917903,-0.009304486,0.75919414,-1.1779438,1.1814805,-1.1302985,-0.86086875,0.66555727,-0.81466913,1.4823042,-1.0322564,-0.08356717,1.5046366,0.04949753,-1.0815877,1.6851597,-0.8819885,-0.8884621,1.3618201,1.7839893,1.4598954
-0.31123438,1.275953,1.4975114,0.17193091,-0.49407253,1.6349205,-1.0656674,1.6805412,1.2397989,-1.0570637,1.0403317,1.5575581,1.242205,1.5939658,1.4970133,-0.9763463,0.09315925,-0.666676,-0.6308251,-0.6360485,-1.1282611,-0.761451,1.1316319,-0.07657672,0.77237475,-1.197384,1.1895045,-1.1551081,-0.8914265,0.6636155,-0.84280366,1.4993815,-1.0675291,-0.1470831,1.5132747,-0.009235158,-1.1040642,1.7005694,-0.90282065,-0.91766626,1.380193,1.8053092,1.4790512
-0.36497182,1.3200809,1.5051262,0.13761619,-0.55356663,1.6506686,-1.0905341,1.6912154,1.2496216,-1.0878097,1.0729407,1.5768952,1.2752181,1.606809,1.5159773,-0.99853593,0.029930785,-0.71223307,-0.6716933,-0.67629164,-1.1427776,-0.7946101,1.1723105,-0.13967833,0.79750293,-1.2143536,1.2007536,-1.1778357,-0.91675216,0.66060936,-0.8728951,1.5393176,-1.0916545,-0.21793042,1.5349936,-0.05658135,-1.1286904,1.7265751,-0.9265969,-0.94033945,1.382631,1.8097868,1.4992075
-0.40984818,1.3343458,1.524698,0.09583839,-0.6001513,1.6547887,-1.1139734,1.722032,1.2653365,-1.1147501,1.11233,1.5852978,1.2943411,1.6359485,1.5467383,-1.0171982,-0.040151168,-0.74659765,-0.70835006,-0.71567947,-1.1572984,-0.83288854,1.2126541,-0.2122658,0.823588,-1.2328502,1.2106032,-1.1955286,-0.9422478,0.6522697,-0.9014485,1.5693341,-1.1116711,-0.2750049,1.5600742,-0.11206767,-1.1485732,1.7429717,-0.97467667,-0.966181,1.4022619,1.8310922,1.5214877
-0.4670488,1.3587548,1.5316719,0.06680301,-0.640501,1.6925206,-1.1294626,1.7387484,1.2806765,-1.1372083,1.1377593,1.5872104,1.3064656,1.643986,1.5713965,-1.0373747,-0.111587934,-0.7775753,-0.7438098,-0.7553554,-1.1699108,-0.85873854,1.2541366,-0.28056997,0.84934735,-1.2502388,1.2141,-1.2154037,-0.9628083,0.6459661,-0.92920566,1.5923796,-1.135848,-0.34962982,1.5748565,-0.15299533,-1.1663209,1.7658736,-0.9799489,-0.9937626,1.4087951,1.8357486,1.5399417
-0.51000977,1.3620677,1.5610757,0.022819009,-0.6793904,1.7044419,-1.1496505,1.7526864,1.3083682,-1.1528666,1.1687789,1.6024709,1.327396,1.6568321,1.598765,-1.0585659,-0.18036397,-0.80390817,-0.776705,-0.79145634,-1.1843979,-0.8906949,1.2973537,-0.33884174,0.8683829,-1.2678775,1.230279,-1.2362125,-0.98685056,0.64211065,-0.9550246,1.6174003,-1.1569304,-0.41329858,1.5936662,-0.2108875,-1.1901397,1.7792375,-0.98800755,-1.0199196,1.414415,1.8365778,1.5544003
-0.551042,1.3842927,1.5746405,-0.010547924,-0.7092638,1.7192075,-1.1684299,1.7625083,1.3261858,-1.1724917,1.2104194,1.626742,1.350993,1.6831021,1.61412,-1.0760192,-0.24353592,-0.83439165,-0.81620944,-0.82323045,-1.197121,-0.9258087,1.33504,-0.4070459,0.86731744,-1.2845478,1.2429807,-1.2536848,-1.0149162,0.6237129,-0.9786356,1.6257721,-1.1759635,-0.4753241,1.6140484,-0.27020594,-1.203318,1.7953854,-0.9960245,-1.0380076,1.4277979,1.8578099,1.5611821
-0.59513056,1.4094937,1.5888436,-0.058906782,-0.7568863,1.734513,-1.1834925,1.7821062,1.3440943,-1.1940032,1.2374592,1.6301627,1.3661178,1.6899472,1.6451933,-1.1041114,-0.31914234,-0.86499244,-0.85040987,-0.85184836,-1.2132434,-0.95550597,1.3987749,-0.46630564,0.88644737,-1.3041137,1.2635852,-1.2692171,-1.0380243,0.60242313,-1.0081906,1.6482478,-1.1944491,-0.52786297,1.6272173,-0.31346148,-1.2206066,1.7971711,-1.0062894,-1.0587685,1.4576017,1.8667314,1.5973079
-0.64662135,1.4252819,1.6216925,-0.1060308,-0.79532725,1.7483904,-1.2010208,1.8053467,1.3673363,-1.2086142,1.2613331,1.6496569,1.3946089,1.6989629,1.6610358,-1.1223305,-0.37558198,-0.8916734,-0.8794711,-0.87986034,-1.22401,-0.9764325,1.4416329,-0.5185551,0.8876342,-1.3245842,1.2795603,-1.2861203,-1.0622576,0.58087045,-1.0286839,1.6791157,-1.2117257,-0.58515793,1.6357031,-0.37188596,-1.2448422,1.8184001,-1.0153531,-1.0788132,1.4744557,1.8975596,1.6114957
-0.69153523,1.4337878,1.6391894,-0.14842992,-0.8277847,1.7809925,-1.2147775,1.8239015,1.3789159,-1.2247634,1.281685,1.6814606,1.4021605,1.7060782,1.6752167,-1.1352776,-0.4318948,-0.9061989,-0.909326,-0.9102524,-1.2363685,-1.0026755,1.4943081,-0.57387507,0.9021805,-1.3402122,1.2746104,-1.307718,-1.0847172,0.55073965,-1.0498284,1.6929917,-1.2281885,-0.63828343,1.6461531,-0.42520663,-1.2614663,1.818663,-1.0249786,-1.1078112,1.483631,1.9181165,1.6419344
-0.7305404,1.4563463,1.6590358,-0.20167488,-0.86097896,1.8047745,-1.227104,1.8365308,1.395582,-1.2428746,1.3067628,1.6912514,1.4211009,1.7243457,1.6984345,-1.1564893,-0.4930977,-0.9201892,-0.930272,-0.94084543,-1.2480423,-1.027263,1.5329819,-0.6225771,0.9333827,-1.3568965,1.279403,-1.3234886,-1.1102048,0.5118686,-1.0725024,1.7097193,-1.2431309,-0.67854446,1.6565832,-0.4691397,-1.2869376,1.8287637,-1.0346341,-1.1326302,1.4939162,1.9191676,1.664518
