area_1_load_actual_mw,area_2_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_nuclear_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day,month_of_year
0.12419717,1.2118037,-0.80793726,-0.01391741,-0.47474506,1.2103736,-0.78399265,-0.2646762,0.84330136,-0.4783372,-0.16173896,1.3253706,-0.78463465,0.029840592,-0.55330306,0.32427326,-0.06982004,-0.5124097,0.34664312,-0.47065026,1.4137865,1.5358303,1.5035995,-0.76339704,-0.73610735,-0.8483462,0.18770233,-0.8591733,0.12052012,-0.7150281
0.08337579,1.2452962,-0.83382726,-0.05805335,-0.5230163,1.2290256,-0.8176073,-0.2989427,0.84176034,-0.5349812,-0.20564808,1.3736655,-0.8206423,-0.041244835,-0.60174274,0.2944189,-0.12601933,-0.5647333,0.31313008,-0.52509946,1.441396,1.5580596,1.5401571,-0.80335486,-0.78088176,-0.8884982,0.14152199,-0.8909868,0.07155576,-0.76100713
0.03630355,1.275674,-0.86136484,-0.101660304,-0.5679347,1.2450007,-0.8483031,-0.3575141,0.84241045,-0.5868552,-0.25025776,1.4179413,-0.85116315,-0.10943643,-0.65140295,0.25949275,-0.18999606,-0.6094017,0.27237988,-0.5773831,1.4546098,1.590905,1.5654243,-0.8420143,-0.8202241,-0.9175995,0.091710456,-0.92116946,0.028971395,-0.8015687
-0.01099248,1.2990588,-0.8878274,-0.1412159,-0.6104266,1.2832012,-0.88317186,-0.3990501,0.8430315,-0.63051087,-0.29727554,1.4478095,-0.881345,-0.17747355,-0.6952739,0.22831695,-0.25623173,-0.6613191,0.22732057,-0.6200265,1.4867067,1.6094406,1.6124606,-0.87539285,-0.85713005,-0.9496119,0.035971656,-0.9552922,-0.013792476,-0.84867823
-0.059983682,1.3211285,-0.91331273,-0.18400806,-0.65255445,1.307739,-0.9118268,-0.44173637,0.83197016,-0.6811028,-0.34925693,1.4618111,-0.91207296,-0.247628,-0.7362272,0.18519351,-0.3178385,-0.7061638,0.17841835,-0.6634058,1.5178427,1.6344572,1.6404836,-0.9110411,-0.89177185,-0.9692921,-0.024750946,-0.982161,-0.0710038,-0.8774157
-0.11183263,1.3504026,-0.93460596,-0.22398415,-0.69093376,1.3330204,-0.94129634,-0.4815372,0.8266852,-0.7273841,-0.3966798,1.4829491,-0.94219905,-0.31862652,-0.7754183,0.13570787,-0.37283993,-0.7396498,0.12406362,-0.69510823,1.5477726,1.6552356,1.6525921,-0.9452227,-0.92543614,-1.0110507,-0.08912106,-1.0085437,-0.13194811,-0.90591824
-0.16359654,1.3702352,-0.9623981,-0.26624814,-0.7309745,1.3518702,-0.97581416,-0.52486193,0.8217541,-0.76947844,-0.4435011,1.5135744,-0.96720237,-0.390782,-0.81308544,0.084626794,-0.42897674,-0.7781732,0.05937921,-0.733411,1.6004425,1.6698695,1.6756247,-0.98269236,-0.9570147,-1.0362183,-0.15008934,-1.0346087,-0.18197119,-0.9340371
-0.21620813,1.4092636,-0.98451495,-0.31390047,-0.7663516,1.3863264,-1.0009629,-0.5620651,0.82377696,-0.80782974,-0.4892678,1.5447598,-0.9942276,-0.45818597,-0.8481068,0.03024792,-0.48522133,-0.818287,-0.004678514,-0.77039605,1.6189811,1.6916263,1.704137,-1.0119616,-0.98667806,-1.0577112,-0.2189771,-1.0607407,-0.24470916,-0.95950484
-0.27736562,1.430155,-0.9952883,-0.3597693,-0.8069162,1.4181231,-1.0264678,-0.5940145,0.82422143,-0.84979635,-0.5346429,1.5820487,-1.0187544,-0.5167429,-0.8804691,-0.027642708,-0.5390544,-0.8569868,-0.06502049,-0.80376035,1.6508503,1.7159306,1.7179435,-1.0393605,-1.0107064,-1.0820761,-0.28402096,-1.0851038,-0.3067165,-0.9859686
-0.33057135,1.4462184,-1.0176164,-0.4121822,-0.8396729,1.4347097,-1.0524093,-0.6283956,0.81331176,-0.8830677,-0.5778325,1.6067954,-1.0423965,-0.5740054,-0.91336334,-0.08750284,-0.5895152,-0.89128107,-0.13641022,-0.834375,1.6898816,1.7451866,1.7291228,-1.0656992,-1.0363857,-1.1021243,-0.35105455,-1.1073425,-0.36355045,-1.0004472
-0.38374266,1.4703722,-1.0450269,-0.45554674,-0.8693211,1.453728,-1.0696516,-0.6641491,0.8045098,-0.91662556,-0.6186039,1.6171637,-1.0666598,-0.62599754,-0.94325995,-0.1515641,-0.6383301,-0.922756,-0.20503156,-0.85301244,1.700547,1.759602,1.7536179,-1.0918384,-1.0600259,-1.1225406,-0.41102585,-1.1309692,-0.41847423,-1.0251014
-0.43673092,1.4901841,-1.0649573,-0.5010941,-0.89761555,1.478702,-1.0997294,-0.7023023,0.7905405,-0.94479626,-0.6583886,1.6516488,-1.0891935,-0.6758243,-0.97256464,-0.21509886,-0.6808811,-0.9500424,-0.27320084,-0.88477385,1.7236198,1.7806082,1.7624452,-1.1126552,-1.0851504,-1.141737,-0.4686305,-1.1477511,-0.47263548,-1.0439521
-0.48633927,1.5041207,-1.0950085,-0.54567766,-0.925506,1.5064889,-1.1200043,-0.7365121,0.77606285,-0.9715323,-0.6988077,1.6878107,-1.112298,-0.7256885,-1.0019914,-0.28075138,-0.7246202,-0.9786739,-0.3403269,-0.91428584,1.734415,1.7910879,1.7748474,-1.1362712,-1.1095316,-1.1599406,-0.5228493,-1.1678312,-0.5157521,-1.066719
-0.53923655,1.5222404,-1.1133358,-0.5879671,-0.9531289,1.5214044,-1.139057,-0.7629657,0.7572352,-0.9983892,-0.73456025,1.7064488,-1.1331692,-0.76829034,-1.0205821,-0.34533104,-0.76373225,-1.0074863,-0.40320206,-0.9484957,1.7418981,1.8148068,1.7898867,-1.161018,-1.133053,-1.1834358,-0.57258177,-1.1890813,-0.5620754,-1.0822453
-0.5868619,1.5333986,-1.1313657,-0.6276076,-0.9822942,1.5313286,-1.1557535,-0.7934293,0.7425317,-1.0258684,-0.77231526,1.7268994,-1.1553335,-0.81055814,-1.0466332,-0.40691796,-0.80123085,-1.0342822,-0.46533725,-0.981946,1.7703756,1.8325076,1.8061935,-1.1836873,-1.1560959,-1.2010701,-0.61901236,-1.2099651,-0.6044371,-1.103291
-0.63219815,1.5593041,-1.1487674,-0.6675102,-1.0075767,1.5487756,-1.1750792,-0.8208595,0.72131044,-1.0503696,-0.806511,1.7532985,-1.1765293,-0.8506382,-1.0728773,-0.4675841,-0.83951026,-1.0587213,-0.52395415,-1.0069561,1.7704941,1.8509822,1.8252573,-1.2050949,-1.1780051,-1.2174917,-0.6653309,-1.2297126,-0.64884925,-1.1282248
-0.6741412,1.5738358,-1.1664096,-0.70720327,-1.0323007,1.5557462,-1.1953403,-0.8544216,0.69757074,-1.074944,-0.8382744,1.7694145,-1.196599,-0.88696384,-1.0965608,-0.52329683,-0.87433773,-1.0870495,-0.57804245,-1.0310005,1.7804704,1.8569232,1.8542722,-1.2262934,-1.1989746,-1.2332402,-0.70840317,-1.2491683,-0.6928541,-1.1468434
-0.71505725,1.5970184,-1.1842046,-0.7425393,-1.0556529,1.5776839,-1.2152387,-0.88474256,0.6663705,-1.0989082,-0.86814713,1.7831578,-1.2167101,-0.9203735,-1.1192219,-0.57580066,-0.90698177,-1.1118834,-0.6300641,-1.0561819,1.793881,1.8666679,1.8593187,-1.2474775,-1.220307,-1.2484725,-0.7493065,-1.2686703,-0.7361823,-1.1670331
-0.7554836,1.6177725,-1.2009451,-0.7774607,-1.0786815,1.600645,-1.2331883,-0.91078466,0.64356226,-1.1206405,-0.8974306,1.7945318,-1.236989,-0.95166373,-1.1424595,-0.6293238,-0.9389297,-1.1345769,-0.67911404,-1.0796599,1.8088617,1.876283,1.8806303,-1.266656,-1.240221,-1.2645128,-0.78720254,-1.2872248,-0.77498317,-1.1855866
-0.793464,1.6280098,-1.2184156,-0.8116675,-1.1012189,1.6119875,-1.2508161,-0.9360988,0.6131398,-1.1418737,-0.9232835,1.8020092,-1.2562511,-0.98156065,-1.1634076,-0.67744476,-0.9684211,-1.1565487,-0.72504497,-1.1020886,1.8200814,1.8974686,1.8904128,-1.28528,-1.2595818,-1.2803816,-0.82319945,-1.3051937,-0.81134653,-1.2044336
-0.8284237,1.6339358,-1.2349269,-0.84241533,-1.1230016,1.6335572,-1.2684375,-0.963038,0.57113665,-1.1630331,-0.95128304,1.8086611,-1.2747551,-1.0097867,-1.1840699,-0.72107136,-0.99663866,-1.1773053,-0.7674641,-1.1252176,1.8281021,1.9006383,1.8974937,-1.3033108,-1.2784302,-1.2960782,-0.85882884,-1.322752,-0.84578276,-1.2229376
-0.8611726,1.6496079,-1.2539189,-0.871454,-1.1442883,1.6456859,-1.2747457,-0.98989934,0.52703494,-1.1833198,-0.98007566,1.8353144,-1.2919964,-1.0368595,-1.2040312,-0.7641292,-1.0279318,-1.1989903,-0.8090885,-1.1457685,1.8305656,1.9225907,1.911982,-1.3209262,-1.2968012,-1.3107096,-0.8941339,-1.3399243,-0.88311785,-1.241534
-0.89305425,1.6524283,-1.2714243,-0.90069914,-1.1655613,1.6572049,-1.2908025,-1.0129408,0.47621378,-1.2031667,-1.0055666,1.845252,-1.308635,-1.0627757,-1.2236538,-0.8024706,-1.0527879,-1.2192353,-0.84634197,-1.1660552,1.831182,1.9240957,1.9145296,-1.3383362,-1.314725,-1.3261298,-0.9244857,-1.3567332,-0.9140922,-1.2588205
-0.92298704,1.6588404,-1.2867821,-0.9294801,-1.1860353,1.6648897,-1.3083047,-1.0360805,0.4062465,-1.2222989,-1.0300772,1.8528522,-1.3220094,-1.0876267,-1.2424124,-0.83916116,-1.0773811,-1.23896,-0.8818782,-1.1853274,1.8422477,1.9271606,1.9303553,-1.3562183,-1.3322304,-1.3413748,-0.9545225,-1.3741273,-0.94354194,-1.2763509
-0.9515606,1.6643353,-1.3038067,-0.9567374,-1.2056605,1.6684346,-1.3241729,-1.0585821,0.33733752,-1.2409946,-1.0541453,1.8748888,-1.3392625,-1.1114131,-1.2611694,-0.8731722,-1.100599,-1.2583647,-0.9152069,-1.2045598,1.8457587,1.9320693,1.9418355,-1.3727708,-1.3493141,-1.3569069,-0.98278415,-1.3917254,-0.97211295,-1.2939569
-0.9794266,1.6697923,-1.3153156,-0.9829206,-1.2246907,1.6799057,-1.3402625,-1.0809859,0.2452034,-1.2592767,-1.077152,1.8896965,-1.3561432,-1.1372013,-1.2793667,-0.906325,-1.1236619,-1.2773635,-0.9467218,-1.2248687,1.857178,1.9417127,1.9491514,-1.3888354,-1.3660612,-1.3717684,-1.0096805,-1.4073267,-0.997999,-1.3102772
-1.005903,1.6886157,-1.3302962,-1.0081282,-1.2432915,1.697962,-1.3558135,-1.1023045,0.14318539,-1.277713,-1.0995295,1.8964133,-1.3726735,-1.1590701,-1.2972655,-0.9376595,-1.1456406,-1.2953743,-0.9768861,-1.243129,1.8618927,1.9515654,1.9491718,-1.4046026,-1.382462,-1.3907254,-1.0367225,-1.4226605,-1.0243363,-1.3264027
-1.0312942,1.7109034,-1.3409976,-1.0362636,-1.2620139,1.7098274,-1.3709805,-1.1232269,0.030834775,-1.2952106,-1.1212015,1.905591,-1.3901056,-1.196384,-1.3147707,-0.96710426,-1.1673818,-1.3129259,-1.0053473,-1.2610198,1.883989,1.9551345,1.9519455,-1.420695,-1.398536,-1.4047695,-1.0628567,-1.4377397,-1.0415585,-1.3422394
-1.0561891,1.7171336,-1.3561516,-1.0596459,-1.2797263,1.7267658,-1.385954,-1.144922,-0.094088145,-1.313682,-1.1424859,1.9092364,-1.4062777,-1.2128394,-1.3319029,-0.99504036,-1.1879262,-1.3301016,-1.0329398,-1.2785591,1.8863944,1.9639314,1.9555701,-1.435858,-1.4143018,-1.418693,-1.0866975,-1.4522094,-1.0662616,-1.358314
-1.0797971,1.7280782,-1.3694092,-1.0824229,-1.297191,1.73992,-1.4007391,-1.1647741,-0.21909587,-1.3304152,-1.1631011,1.9163965,-1.4217243,-1.2288382,-1.3493358,-1.022275,-1.2077786,-1.3468502,-1.0590436,-1.2957625,1.8894256,1.9795085,1.9546727,-1.4507711,-1.429776,-1.4331309,-1.1092358,-1.4667895,-1.089705,-1.3756044
-1.102884,1.7398416,-1.3821334,-1.1044472,-1.3142446,1.7431062,-1.4153408,-1.1842203,-0.32387048,-1.3467345,-1.1829442,1.9386706,-1.438996,-1.2446471,-1.3675389,-1.0485945,-1.2272635,-1.3631608,-1.0841144,-1.3126458,1.8961343,1.9800041,1.9740744,-1.465447,-1.4431452,-1.4467627,-1.1318963,-1.4812055,-1.1129725,-1.3905833
-1.125245,1.7428985,-1.3966243,-1.1258825,-1.3310329,1.7648474,-1.4318105,-1.2028457,-0.4251271,-1.3627981,-1.2023587,1.9553335,-1.4537133,-1.2621311,-1.3834296,-1.0739818,-1.2462629,-1.3793501,-1.1076909,-1.3279681,1.9139534,1.9859624,1.9850506,-1.4798963,-1.4582429,-1.4555584,-1.1560884,-1.4954077,-1.1370269,-1.4139961
-1.1480091,1.755476,-1.413456,-1.1467614,-1.3474737,1.7887601,-1.4461217,-1.2210921,-0.51058304,-1.3780121,-1.2214373,1.965522,-1.4709579,-1.2769297,-1.3990446,-1.0971569,-1.2656981,-1.3846596,-1.131079,-1.3443462,1.917786,2.0116534,1.985941,-1.4941298,-1.4730421,-1.4691445,-1.1771749,-1.5094056,-1.1592592,-1.431702
-1.1696953,1.7621061,-1.4273921,-1.1661094,-1.3640659,1.7998418,-1.461014,-1.239086,-0.57846475,-1.3940609,-1.2401699,1.969328,-1.4850924,-1.2903894,-1.4153619,-1.1209544,-1.2840707,-1.4003003,-1.1538764,-1.36044,1.9229832,2.0169063,1.9938463,-1.5081568,-1.4875963,-1.4826288,-1.1975734,-1.5232084,-1.1802728,-1.4446396
-1.1900257,1.7678252,-1.4411929,-1.1875838,-1.3800241,1.7992644,-1.474655,-1.2568128,-0.6387342,-1.4096777,-1.2586895,1.9915079,-1.5005786,-1.3056548,-1.4303762,-1.1436635,-1.3022249,-1.4161406,-1.1756763,-1.3780942,1.9407731,2.017753,1.9985241,-1.5219864,-1.5019183,-1.4935564,-1.2179035,-1.5368237,-1.2005397,-1.4599905
-1.2101034,1.7866966,-1.4548659,-1.2070563,-1.3955466,1.8043991,-1.4903989,-1.2743973,-0.6919913,-1.4246222,-1.2768055,2.0069766,-1.5140707,-1.3200184,-1.4456776,-1.1656263,-1.3193296,-1.4302331,-1.1973006,-1.3935198,1.9522939,2.025963,2.0011728,-1.5356275,-1.5160192,-1.5069406,-1.2372822,-1.5502601,-1.2203321,-1.4725814
-1.229437,1.8002956,-1.4684125,-1.2272053,-1.410818,1.8158845,-1.5035567,-1.2914163,-0.7440902,-1.4394126,-1.2943243,2.011339,-1.5274085,-1.3338429,-1.460256,-1.1868987,-1.3361564,-1.4447184,-1.2187288,-1.4086673,1.9553113,2.0266337,2.015984,-1.5513095,-1.5299097,-1.5208962,-1.2559941,-1.5635246,-1.2408974,-1.4851228
-1.2488153,1.806901,-1.4818338,-1.245558,-1.4258502,1.8380206,-1.5165988,-1.308115,-0.7914897,-1.4539863,-1.3114907,2.0161703,-1.5405992,-1.3488072,-1.474561,-1.2079618,-1.3526696,-1.459431,-1.2394446,-1.4235896,1.961415,2.027141,2.027437,-1.5643843,-1.5435998,-1.5339524,-1.273668,-1.5766243,-1.2596742,-1.4976095
-1.2662637,1.8180653,-1.4951319,-1.2640328,-1.4406537,1.8478435,-1.5295262,-1.3245314,-0.8347113,-1.4683523,-1.3286827,2.0199208,-1.5536466,-1.3636148,-1.4886678,-1.2281513,-1.3692309,-1.4739181,-1.2585475,-1.4382956,1.9635639,2.0440323,2.028056,-1.5773104,-1.5570989,-1.5465957,-1.2922088,-1.5895653,-1.2781211,-1.5182289
-1.2843577,1.8347431,-1.5083073,-1.2815393,-1.4552381,1.8560365,-1.5433099,-1.3414987,-0.8751588,-1.4825189,-1.3440485,2.044241,-1.5665551,-1.3782669,-1.5025841,-1.2483565,-1.3851088,-1.4881897,-1.277445,-1.4527941,1.9638693,2.044539,2.029482,-1.5900933,-1.5704151,-1.5594196,-1.3096159,-1.6023542,-1.2978505,-1.5296103
-1.3018949,1.8481126,-1.5213624,-1.2993153,-1.4696127,1.8658186,-1.555932,-1.3582337,-0.91002715,-1.4964942,-1.3601358,2.0523932,-1.5793287,-1.3927655,-1.5180041,-1.2675115,-1.4011986,-1.5022557,-1.2956183,-1.4670926,1.9667988,2.0773802,2.047452,-1.6027375,-1.583557,-1.5721208,-1.3268211,-1.6149961,-1.3154502,-1.5409728
-1.3193649,1.8569766,-1.5342989,-1.3161105,-1.4837862,1.870793,-1.5711471,-1.3734338,-0.9458233,-1.5102855,-1.3762624,2.0859587,-1.5907371,-1.4072647,-1.5314288,-1.2894784,-1.4164944,-1.516125,-1.3101616,-1.4822428,1.9722657,2.0874126,2.056994,-1.6152481,-1.5965321,-1.5847015,-1.3435633,-1.627497,-1.3297664,-1.5523354
-1.3362124,1.8805623,-1.5471185,-1.3326036,-1.4977666,1.8714188,-1.583314,-1.3911525,-0.97814757,-1.5238998,-1.3921487,2.0921378,-1.6033393,-1.4214504,-1.5446733,-1.3068525,-1.4315431,-1.5298059,-1.3276793,-1.4960759,1.988379,2.092171,2.068821,-1.6276287,-1.6093472,-1.5971649,-1.359981,-1.6398616,-1.3464385,-1.5636961
-1.3536837,1.888335,-1.5598233,-1.3486383,-1.5115615,1.9031816,-1.5953971,-1.4056144,-1.0046009,-1.537344,-1.4075693,2.1031113,-1.6158109,-1.4354881,-1.5577669,-1.3239369,-1.4463568,-1.5433059,-1.3448064,-1.5113156,2.002917,2.1032646,2.0729396,-1.6398838,-1.6220086,-1.6095133,-1.3760914,-1.6520947,-1.3628469,-1.5750419
-1.3698025,1.8946342,-1.5700094,-1.3645852,-1.5251783,1.9177597,-1.6073982,-1.4202615,-1.0312141,-1.5496242,-1.4227387,2.1082304,-1.6281556,-1.449641,-1.5707147,-1.3406298,-1.4609455,-1.5539985,-1.3615668,-1.5246933,2.0189247,2.1113544,2.097531,-1.6520169,-1.634523,-1.6217494,-1.3921129,-1.6642015,-1.378892,-1.5863743
-1.3866882,1.9000994,-1.5826387,-1.3802669,-1.5386236,1.9227421,-1.6193169,-1.4347212,-1.0588121,-1.5628197,-1.4376682,2.1105776,-1.6403778,-1.4633718,-1.5835216,-1.356999,-1.4753194,-1.567325,-1.3705056,-1.5378958,2.0240483,2.1237223,2.1079183,-1.6675539,-1.6468955,-1.6338757,-1.4074144,-1.6761855,-1.3946499,-1.597687
