target,中文名,排除关注字段,初筛,候选数,选中数,全量R2,选中再训练R2,未选中R2,替身字段数,选中字段,run,剥离第一类
net_sched_interchange_mw,净计划交换功率,是,否,49,19,0.967587612135926,0.9698019478919406,0.8023098203976078,5,prelim_load_avg_hourly|gen_fuel_gas_mw|total_pjm_rt_load_mwh|gen_fuel_coal_mw|gen_fuel_nuclear_mw|gen_fuel_solar_mw|gen_fuel_nuclear_pct|gen_fuel_hydro_mw|gen_fuel_wind_mw|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_other_renewables_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_multiple_fuels_pct|gen_fuel_oil_mw|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|gross_inadv_interchange_mw|total_pjm_reg_purchases,pjm_2025/04b_source_location_excl_targets/no_screening/target_net_sched_interchange_mw/DGatingDNN/run_20260810_034722,
net_sched_interchange_mw,净计划交换功率,是,是,32,19,0.9056653999910154,0.9065845332136598,0.6274968094878646,2,gen_fuel_coal_pct|gen_fuel_gas_mw|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_pct|marginal_loss_price_rt|gross_sched_interchange_mw|gen_fuel_gas_pct|da_as_as_req_mw_thirty_minutes_reserve|da_as_as_mw_thirty_minutes_reserve|total_lmp_rt|gen_fuel_wind_mw|gen_fuel_oil_mw|total_pjm_rmpcp_cr|total_pjm_assigned_reg|da_as_as_mw_synchronized_reserve|da_as_mcp_synchronized_reserve|gen_fuel_storage_mw,pjm_2025/04b_source_location_excl_targets/with_screening/target_net_sched_interchange_mw/DGatingDNN/run_20260810_035013,
total_gen,总发电量,否,否,58,2,0.9999652924033836,0.9999165775780976,0.999951209568454,0,metered_load_mw|net_sched_interchange_mw,pjm_2025/04_source_location/no_screening/target_total_gen/DGatingDNN/run_20260810_035259,
total_gen,总发电量,否,是,42,2,0.9999749885762768,0.9999645778192195,0.9992656762263504,1,prelim_load_avg_hourly|net_actual_interchange_mw,pjm_2025/04_source_location/with_screening/target_total_gen/DGatingDNN/run_20260810_035505,
total_gen,总发电量,是,否,49,3,0.9991759747260546,0.997454780629178,0.9990249355314922,1,gen_fuel_nuclear_pct|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw,pjm_2025/04b_source_location_excl_targets/no_screening/target_total_gen/DGatingDNN/run_20260810_035711,
total_gen,总发电量,是,是,34,3,0.9992518661031304,0.9975514229784496,0.999129867579894,1,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|total_pjm_rt_load_mwh,pjm_2025/04b_source_location_excl_targets/with_screening/target_total_gen/DGatingDNN/run_20260810_035916,
metered_load_mw,计量负荷,否,否,58,1,0.9999113751755866,0.9999012093032944,0.9998832376223192,0,prelim_load_avg_hourly,pjm_2025/04_source_location/no_screening/target_metered_load_mw/DGatingDNN/run_20260810_040132,
metered_load_mw,计量负荷,否,是,41,1,0.9999204946553432,0.999768868099874,0.9999035335249886,0,total_pjm_rt_load_mwh,pjm_2025/04_source_location/with_screening/target_metered_load_mw/DGatingDNN/run_20260810_040347,
metered_load_mw,计量负荷,是,否,49,1,0.9998991304020852,0.999768868099874,0.9998865908984848,0,total_pjm_rt_load_mwh,pjm_2025/04b_source_location_excl_targets/no_screening/target_metered_load_mw/DGatingDNN/run_20260810_040547,
metered_load_mw,计量负荷,是,是,34,1,0.9999069595253716,0.999768868099874,0.9999008821664572,0,total_pjm_rt_load_mwh,pjm_2025/04b_source_location_excl_targets/with_screening/target_metered_load_mw/DGatingDNN/run_20260810_040746,
total_losses,总网损,否,否,58,22,0.944504102742192,0.9498911559825546,0.90925598961881,3,marginal_loss_price_rt|system_energy_price_rt|gen_fuel_nuclear_mw|gen_fuel_coal_mw|gen_fuel_other_renewables_mw|net_actual_interchange_mw|gen_fuel_nuclear_pct|gen_fuel_wind_mw|marginal_loss_price_da|gross_sched_interchange_mw|da_as_as_req_mw_synchronized_reserve|gen_fuel_multiple_fuels_mw|gross_actual_interchange_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|congestion_price_da|da_as_ss_mw_primary_reserve|gen_fuel_solar_mw|gen_fuel_hydro_pct|gross_inadv_interchange_mw|da_as_nsr_mw_primary_reserve|total_pjm_reg_purchases,pjm_2025/04_source_location/no_screening/target_total_losses/DGatingDNN/run_20260810_040941,
total_losses,总网损,否,是,46,21,0.949555976237226,0.9495666131475454,0.9099393329257248,1,marginal_loss_price_rt|total_lmp_rt|gen_fuel_nuclear_mw|gen_fuel_coal_mw|total_gen|net_actual_interchange_mw|wind_generation_mw|gen_fuel_other_renewables_mw|gross_actual_interchange_mw|da_as_as_req_mw_primary_reserve|marginal_loss_price_da|gen_fuel_multiple_fuels_mw|gross_sched_interchange_mw|da_as_as_mw_thirty_minutes_reserve|gross_inadv_interchange_mw|gen_fuel_solar_pct|forecast_load_mw_latest_available|gen_fuel_hydro_pct|congestion_price_rt|congestion_price_da|total_pjm_reg_purchases,pjm_2025/04_source_location/with_screening/target_total_losses/DGatingDNN/run_20260810_041224,
total_losses,总网损,是,否,49,18,0.9263137501861338,0.9430550996406184,0.8777444862245036,2,marginal_loss_price_rt|system_energy_price_rt|total_pjm_rt_load_mwh|gen_fuel_nuclear_mw|gen_fuel_coal_pct|gen_fuel_gas_pct|da_as_as_req_mw_primary_reserve|gross_sched_interchange_mw|gen_fuel_other_renewables_mw|wind_generation_mw|gen_fuel_multiple_fuels_mw|system_energy_price_da|da_as_as_mw_thirty_minutes_reserve|gross_inadv_interchange_mw|gen_fuel_hydro_pct|gen_fuel_solar_pct|gen_fuel_gas_mw|total_pjm_reg_purchases,pjm_2025/04b_source_location_excl_targets/no_screening/target_total_losses/DGatingDNN/run_20260810_041456,
total_losses,总网损,是,是,37,19,0.937730714859062,0.9369700069874172,0.8817135173125817,2,marginal_loss_price_rt|prelim_load_avg_hourly|total_lmp_rt|gen_fuel_coal_pct|gen_fuel_gas_mw|gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|gen_fuel_wind_mw|da_as_as_req_mw_primary_reserve|gen_fuel_multiple_fuels_mw|gross_inadv_interchange_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_solar_pct|gen_fuel_hydro_pct|system_energy_price_da|total_pjm_reg_purchases|da_as_nsr_mw_primary_reserve|gen_fuel_oil_mw,pjm_2025/04b_source_location_excl_targets/with_screening/target_total_losses/DGatingDNN/run_20260810_041718,
congestion_price_da,日前阻塞价,否,否,58,3,0.9960029181497276,0.9999351351279578,0.6242854163949801,0,total_lmp_da|system_energy_price_da|marginal_loss_price_da,pjm_2025/04_source_location/no_screening/target_congestion_price_da/DGatingDNN/run_20260810_041951,
congestion_price_da,日前阻塞价,否,是,47,3,0.996229685556533,0.9999351351279578,0.7104887264721496,0,total_lmp_da|system_energy_price_da|marginal_loss_price_da,pjm_2025/04_source_location/with_screening/target_congestion_price_da/DGatingDNN/run_20260810_042206,
congestion_price_da,日前阻塞价,是,否,49,26,0.6928779227128847,0.6518028628170895,0.5720815069127845,4,da_as_as_req_mw_primary_reserve|gen_fuel_other_renewables_mw|gross_inadv_interchange_mw|system_energy_price_da|gen_fuel_solar_pct|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_wind_mw|gross_sched_interchange_mw|gen_fuel_multiple_fuels_pct|da_as_mcp_synchronized_reserve|gen_fuel_gas_mw|gen_fuel_hydro_mw|total_pjm_rt_load_mwh|total_pjm_loc_credit|da_as_as_mw_thirty_minutes_reserve|gen_fuel_oil_pct|total_pjm_self_sched_reg|total_pjm_assigned_reg|marginal_loss_price_rt|total_pjm_rmpcp_cr|da_as_ss_mw_primary_reserve|gen_fuel_oil_mw|system_energy_price_rt|da_as_nsr_mw_primary_reserve|net_inadv_interchange_mw,pjm_2025/04b_source_location_excl_targets/no_screening/target_congestion_price_da/DGatingDNN/run_20260810_042422,
congestion_price_da,日前阻塞价,是,是,40,21,0.7050328511776054,0.6700593064109917,0.5475064631304205,4,gen_fuel_gas_pct|gross_inadv_interchange_mw|system_energy_price_da|da_as_as_req_mw_primary_reserve|gen_fuel_nuclear_mw|gross_sched_interchange_mw|gen_fuel_solar_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|gen_fuel_oil_mw|marginal_loss_price_rt|gen_fuel_hydro_pct|total_pjm_loc_credit|da_as_mcp_primary_reserve|total_pjm_assigned_reg|da_as_as_mw_synchronized_reserve|da_as_mcp_synchronized_reserve|total_pjm_rmpcp_cr|system_energy_price_rt,pjm_2025/04b_source_location_excl_targets/with_screening/target_congestion_price_da/DGatingDNN/run_20260810_042655,
congestion_price_rt,实时阻塞价,否,否,58,29,0.6952700751694462,0.6534822752664883,0.6699959560400706,3,total_lmp_rt|total_losses|congestion_price_da|gen_fuel_multiple_fuels_pct|gen_fuel_solar_mw|gen_fuel_gas_pct|gen_fuel_coal_mw|gross_inadv_interchange_mw|gen_fuel_wind_mw|rmccp|da_as_as_mw_thirty_minutes_reserve|net_actual_interchange_mw|total_pjm_rmpcp_cr|marginal_loss_price_da|gen_fuel_oil_mw|da_as_mcp_synchronized_reserve|marginal_loss_price_rt|gen_fuel_other_renewables_mw|gross_sched_interchange_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_hydro_pct|gen_fuel_storage_mw|gross_actual_interchange_mw|da_as_ss_mw_primary_reserve|gen_fuel_nuclear_mw|total_pjm_assigned_reg|total_pjm_loc_credit|da_as_nsr_mw_primary_reserve|total_lmp_da,pjm_2025/04_source_location/no_screening/target_congestion_price_rt/DGatingDNN/run_20260810_042926,
congestion_price_rt,实时阻塞价,否,是,46,27,0.6833272356768804,0.6713182445195423,0.612908905840194,1,gen_fuel_coal_pct|total_lmp_rt|congestion_price_da|gen_fuel_gas_pct|total_losses|solar_generation_mw|gen_fuel_multiple_fuels_pct|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|gross_actual_interchange_mw|marginal_loss_price_rt|total_pjm_rmccp_cr|net_sched_interchange_mw|marginal_loss_price_da|gen_fuel_oil_mw|da_as_as_req_mw_primary_reserve|total_pjm_assigned_reg|total_lmp_da|gen_fuel_hydro_mw|gen_fuel_storage_mw|da_as_mcp_primary_reserve|total_pjm_loc_credit|gen_fuel_other_renewables_pct|gross_inadv_interchange_mw|da_as_mcp_synchronized_reserve|da_as_nsr_mw_primary_reserve|gen_fuel_nuclear_pct,pjm_2025/04_source_location/with_screening/target_congestion_price_rt/DGatingDNN/run_20260810_043203,
congestion_price_rt,实时阻塞价,是,否,49,29,0.6248334299354033,0.6245489720351984,0.6254098408822298,5,total_lmp_rt|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_coal_pct|gross_sched_interchange_mw|gen_fuel_gas_pct|da_as_as_req_mw_primary_reserve|rmccp|gen_fuel_wind_mw|gen_fuel_oil_pct|gross_inadv_interchange_mw|solar_generation_mw|marginal_loss_price_rt|gen_fuel_storage_mw|system_energy_price_da|da_as_ss_mw_primary_reserve|da_as_as_mw_thirty_minutes_reserve|da_as_as_mw_synchronized_reserve|da_as_mcp_synchronized_reserve|total_pjm_rmpcp_cr|total_pjm_assigned_reg|gen_fuel_hydro_pct|net_inadv_interchange_mw|gen_fuel_oil_mw|total_pjm_self_sched_reg|gen_fuel_nuclear_mw|total_pjm_loc_credit|da_as_mcp_primary_reserve|da_as_as_mw_primary_reserve,pjm_2025/04b_source_location_excl_targets/no_screening/target_congestion_price_rt/DGatingDNN/run_20260810_043431,
congestion_price_rt,实时阻塞价,是,是,37,25,0.6342748200019317,0.6500464720169552,0.3676566539868412,1,da_as_as_req_mw_synchronized_reserve|total_lmp_rt|gen_fuel_multiple_fuels_mw|gen_fuel_gas_pct|gross_inadv_interchange_mw|marginal_loss_price_rt|rmccp|da_as_as_mw_thirty_minutes_reserve|da_as_mcp_synchronized_reserve|gen_fuel_oil_pct|gen_fuel_coal_pct|gen_fuel_nuclear_mw|gen_fuel_hydro_pct|gen_fuel_solar_mw|system_energy_price_da|gen_fuel_storage_mw|gen_fuel_coal_mw|gen_fuel_other_renewables_pct|total_pjm_assigned_reg|total_pjm_loc_credit|da_as_nsr_mw_primary_reserve|gen_fuel_nuclear_pct|solar_generation_mw|da_as_mcp_primary_reserve|system_energy_price_rt,pjm_2025/04b_source_location_excl_targets/with_screening/target_congestion_price_rt/DGatingDNN/run_20260810_043707,
marginal_loss_price_da,日前边际损耗价,否,否,58,20,0.9080960570907092,0.9107741876521408,0.8495306463917158,1,total_lmp_da|gen_fuel_other_renewables_mw|gen_fuel_oil_mw|total_losses|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_gas_mw|congestion_price_da|gen_fuel_multiple_fuels_pct|gross_sched_interchange_mw|gen_fuel_coal_pct|gen_fuel_wind_mw|da_as_as_mw_thirty_minutes_reserve|net_actual_interchange_mw|da_as_mcp_primary_reserve|gen_fuel_nuclear_pct|gross_inadv_interchange_mw|gen_fuel_hydro_mw|congestion_price_rt|system_energy_price_da|total_lmp_rt,pjm_2025/04_source_location/no_screening/target_marginal_loss_price_da/DGatingDNN/run_20260810_043947,
marginal_loss_price_da,日前边际损耗价,否,是,43,17,0.9028602349392618,0.8806343493750662,0.8794600644964742,0,total_lmp_da|total_losses|gen_fuel_gas_mw|gen_fuel_oil_mw|congestion_price_da|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_thirty_minutes_reserve|net_sched_interchange_mw|congestion_price_rt|gen_fuel_solar_mw|gen_fuel_hydro_mw|gen_fuel_other_renewables_pct|gross_inadv_interchange_mw|da_as_mcp_synchronized_reserve|total_pjm_reg_purchases|da_as_mcp_primary_reserve|total_pjm_loc_credit,pjm_2025/04_source_location/with_screening/target_marginal_loss_price_da/DGatingDNN/run_20260810_044237,
marginal_loss_price_da,日前边际损耗价,是,否,49,17,0.8881843796891106,0.8999843863356733,0.8290508784879003,2,system_energy_price_da|gen_fuel_other_renewables_mw|forecast_load_mw_latest_available|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_nuclear_mw|da_as_as_mw_thirty_minutes_reserve|gen_fuel_wind_mw|gen_fuel_solar_mw|gross_sched_interchange_mw|gen_fuel_coal_mw|gen_fuel_oil_pct|da_as_mcp_synchronized_reserve|gen_fuel_hydro_mw|marginal_loss_price_rt|total_pjm_loc_credit,pjm_2025/04b_source_location_excl_targets/no_screening/target_marginal_loss_price_da/DGatingDNN/run_20260810_044528,
marginal_loss_price_da,日前边际损耗价,是,是,34,15,0.8733543117613582,0.8917555532047274,0.7368666867824603,2,system_energy_price_da|gen_fuel_gas_mw|gen_fuel_nuclear_mw|forecast_load_mw_latest_available|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_thirty_minutes_reserve|gen_fuel_solar_mw|gen_fuel_oil_mw|gen_fuel_coal_pct|da_as_as_mw_thirty_minutes_reserve|gross_inadv_interchange_mw|gen_fuel_hydro_pct|da_as_mcp_synchronized_reserve|marginal_loss_price_rt|total_pjm_loc_credit,pjm_2025/04b_source_location_excl_targets/with_screening/target_marginal_loss_price_da/DGatingDNN/run_20260810_044825,
total_lmp_da,日前总电价,否,否,58,2,0.9999408962900244,0.9999157021471784,0.9737152755285322,0,system_energy_price_da|congestion_price_da,pjm_2025/04_source_location/no_screening/target_total_lmp_da/DGatingDNN/run_20260810_045116,
total_lmp_da,日前总电价,否,是,44,2,0.9999412334208834,0.9999157021471784,0.9746015773452248,0,system_energy_price_da|congestion_price_da,pjm_2025/04_source_location/with_screening/target_total_lmp_da/DGatingDNN/run_20260810_045317,
total_lmp_da,日前总电价,是,否,49,1,0.9946807943539098,0.9865040577460306,0.9651488697367064,0,system_energy_price_da,pjm_2025/04b_source_location_excl_targets/no_screening/target_total_lmp_da/DGatingDNN/run_20260810_045531,
total_lmp_da,日前总电价,是,是,35,1,0.9943075006907908,0.9865040577460306,0.9611399117015484,0,system_energy_price_da,pjm_2025/04b_source_location_excl_targets/with_screening/target_total_lmp_da/DGatingDNN/run_20260810_045732,
da_as_total_mw_primary_reserve,日前主用备用总量,否,否,58,2,0.9999750928069892,0.9999988165438384,0.8082470072453638,1,da_as_nsr_mw_primary_reserve|da_as_as_mw_synchronized_reserve,pjm_2025/04_source_location/no_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260810_045934,
da_as_total_mw_primary_reserve,日前主用备用总量,否,是,39,2,0.9999825293168392,0.9999988165438384,0.8220924906291042,1,da_as_nsr_mw_primary_reserve|da_as_as_mw_synchronized_reserve,pjm_2025/04_source_location/with_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260810_050148,
da_as_total_mw_primary_reserve,日前主用备用总量,是,否,48,2,0.9999715827234992,0.9999988165438384,0.7873863025683236,1,da_as_nsr_mw_primary_reserve|da_as_as_mw_synchronized_reserve,pjm_2025/04b_source_location_excl_targets/no_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260810_050352,
da_as_total_mw_primary_reserve,日前主用备用总量,是,是,32,2,0.9999824351990756,0.9999988165438384,0.7994450006148929,1,da_as_nsr_mw_primary_reserve|da_as_as_mw_synchronized_reserve,pjm_2025/04b_source_location_excl_targets/with_screening/target_da_as_total_mw_primary_reserve/DGatingDNN/run_20260810_050602,
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,否,否,58,23,0.908060873691466,0.9166437753255964,0.8694382526057644,4,gen_fuel_nuclear_mw|total_pjm_rt_load_mwh|total_lmp_da|gen_fuel_multiple_fuels_pct|gen_fuel_coal_pct|net_sched_interchange_mw|gen_fuel_gas_pct|total_losses|da_as_as_req_mw_synchronized_reserve|gen_fuel_other_renewables_mw|marginal_loss_price_da|gross_actual_interchange_mw|gen_fuel_oil_mw|gen_fuel_wind_mw|da_as_ss_mw_primary_reserve|gen_fuel_hydro_pct|gross_sched_interchange_mw|da_as_as_mw_primary_reserve|da_as_as_mw_synchronized_reserve|total_pjm_reg_purchases|congestion_price_da|total_pjm_rmpcp_cr|congestion_price_rt,pjm_2025/04_source_location/no_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260810_050804,
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,否,是,42,18,0.900231101385466,0.904609332885998,0.8620873097997123,2,gen_fuel_nuclear_mw|gen_fuel_other_renewables_mw|gen_fuel_gas_pct|system_energy_price_da|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_synchronized_reserve|net_actual_interchange_mw|gen_fuel_coal_mw|total_pjm_rt_load_mwh|gen_fuel_oil_pct|gen_fuel_hydro_mw|gen_fuel_coal_pct|da_as_as_mw_primary_reserve|marginal_loss_price_da|da_as_as_mw_synchronized_reserve|congestion_price_da|total_pjm_reg_purchases|total_pjm_rmpcp_cr,pjm_2025/04_source_location/with_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260810_051052,
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,是,否,48,19,0.8949160072394289,0.8946826364729394,0.8347245724481499,4,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_nuclear_pct|gen_fuel_gas_pct|gen_fuel_multiple_fuels_pct|gen_fuel_other_renewables_mw|gen_fuel_oil_pct|wind_generation_mw|da_as_as_req_mw_primary_reserve|gen_fuel_hydro_pct|da_as_ss_mw_primary_reserve|gross_sched_interchange_mw|da_as_as_mw_primary_reserve|total_pjm_assigned_reg|da_as_as_mw_synchronized_reserve|da_as_as_req_mw_thirty_minutes_reserve|total_pjm_rmpcp_cr|da_as_mcp_synchronized_reserve,pjm_2025/04b_source_location_excl_targets/no_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260810_051320,
da_as_total_mw_thirty_minutes_reserve,日前30分钟备用总量,是,是,34,15,0.8945547989085015,0.8954162853379014,0.8000971731626039,2,gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_pct|gen_fuel_other_renewables_mw|gen_fuel_multiple_fuels_mw|da_as_as_req_mw_primary_reserve|gen_fuel_oil_pct|gen_fuel_nuclear_pct|gen_fuel_hydro_pct|gen_fuel_gas_pct|da_as_as_mw_synchronized_reserve|gen_fuel_gas_mw|total_pjm_reg_purchases|da_as_as_mw_primary_reserve|total_pjm_rmpcp_cr,pjm_2025/04b_source_location_excl_targets/with_screening/target_da_as_total_mw_thirty_minutes_reserve/DGatingDNN/run_20260810_051555,
metered_load_mw,计量负荷,否,否,46,7,0.994742416829649,0.9904840025211096,0.9825377798081042,0,gen_fuel_wind_pct|gen_fuel_wind_mw|gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_multiple_fuels_mw|gen_fuel_multiple_fuels_pct|net_actual_interchange_mw,pjm_2025/04_source_location/stripped_no_screening/target_metered_load_mw/DGatingDNN/run_20260810_112623,是
metered_load_mw,计量负荷,否,是,29,9,0.9911882461507994,0.9865770603811772,0.9447908474946448,1,gen_fuel_hydro_mw|gen_fuel_hydro_pct|gen_fuel_solar_mw|gen_fuel_solar_pct|system_energy_price_da|gen_fuel_other_renewables_pct|gen_fuel_other_renewables_mw|total_losses|gen_fuel_nuclear_mw,pjm_2025/04_source_location/stripped_with_screening/target_metered_load_mw/DGatingDNN/run_20260810_113037,是
metered_load_mw,计量负荷,是,否,43,4,0.9960679285387208,0.9878646480485423,0.994770200010872,0,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_gas_mw,pjm_2025/04b_source_location_excl_targets/stripped_no_screening/target_metered_load_mw/DGatingDNN/run_20260810_113517,是
metered_load_mw,计量负荷,是,是,28,6,0.9955002817982678,0.9919672306598128,0.991008928269988,0,gen_fuel_nuclear_pct|gen_fuel_nuclear_mw|system_energy_price_da|gen_fuel_coal_mw|gross_inadv_interchange_mw|gen_fuel_gas_mw,pjm_2025/04b_source_location_excl_targets/stripped_with_screening/target_metered_load_mw/DGatingDNN/run_20260810_113930,是
