area_3_load_actual_mw,area_1_load_day_ahead_mw,area_3_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r3_mw,area_1_fuel_natural_gas_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_hydro_mw,area_3_fuel_wind_mw,area_3_generation_mw,hour_of_day,month_of_year
-1.1125097,1.6471218,-1.1118428,0.7411927,0.77500844,-0.54959184,-0.01749263,-0.51288265,0.2515096,1.9664017,-1.1804259,-1.0525877,1.6343708,2.0168076,1.9484129,-0.09527051,0.5458465,-1.0257835,0.012728528,-0.8656467,-0.7375739,-0.4908288,-0.65932024,-1.1975032,-0.934815,-1.1243687
-1.1328181,1.654564,-1.133685,0.7013927,0.7536008,-0.5960138,-0.09861469,-0.56747335,0.17826015,1.9746798,-1.1967628,-1.0760719,1.6552322,2.0320327,1.9488215,-0.18282929,0.5041603,-1.0523505,-0.08418757,-0.8964316,-0.7757671,-0.5438489,-0.70624787,-1.2192798,-0.96155393,-1.1447414
-1.1530027,1.6697913,-1.1537704,0.6609853,0.73354834,-0.6388688,-0.1769208,-0.6217072,0.08622358,1.9851267,-1.2125577,-1.0982558,1.6949134,2.0377753,1.9624213,-0.26480332,0.45444345,-1.078093,-0.1808545,-0.9246026,-0.8098959,-0.5959201,-0.7448563,-1.2369828,-0.98838073,-1.1648955
-1.1727116,1.682884,-1.1741602,0.6024034,0.7123617,-0.68201464,-0.26356986,-0.6668227,-0.009858795,1.9857287,-1.2303838,-1.1191239,1.7209613,2.0515409,1.9698372,-0.3465126,0.39406154,-1.0991365,-0.27574164,-0.9513459,-0.8451678,-0.644559,-0.7813704,-1.2543815,-1.0139124,-1.1852553
-1.192041,1.6938735,-1.1930128,0.532841,0.690747,-0.7199905,-0.34005508,-0.7065939,-0.1126339,1.9857287,-1.2459202,-1.1398797,1.724312,2.0717113,1.9707514,-0.42141393,0.32068923,-1.1209781,-0.36493203,-0.9800628,-0.883038,-0.69111866,-0.8145149,-1.2714872,-1.0388849,-1.2049339
-1.2122743,1.713144,-1.2138616,0.45374286,0.6635247,-0.7595775,-0.4110464,-0.7494758,-0.2137308,2.0074205,-1.2612035,-1.1595169,1.7456361,2.0822206,1.9841896,-0.4913423,0.2448022,-1.1411031,-0.4447475,-1.0072788,-0.91419536,-0.7337965,-0.8475046,-1.2902815,-1.0626509,-1.2234874
-1.2303064,1.7259845,-1.2326198,0.3618521,0.6341126,-0.79539675,-0.4787387,-0.7892369,-0.31026915,2.0323997,-1.2763801,-1.1795434,1.7639349,2.0907104,1.9840465,-0.5585495,0.15140428,-1.1619847,-0.5188373,-1.0320774,-0.9433839,-0.77439815,-0.886633,-1.2974865,-1.0857899,-1.2420225
-1.2486557,1.7384077,-1.2510741,0.25648066,0.59362453,-0.8312106,-0.54243696,-0.8279108,-0.39682412,2.0444672,-1.2914444,-1.1987175,1.7859664,2.109951,1.9914318,-0.61939895,0.04601917,-1.1819273,-0.58522075,-1.0565794,-0.9708409,-0.8137321,-0.9163607,-1.3136454,-1.1083645,-1.2608075
-1.2658705,1.7501936,-1.2691368,0.1323954,0.5564678,-0.8621016,-0.59908515,-0.8653176,-0.4792185,2.0450163,-1.306378,-1.2175041,1.797156,2.113921,2.0038288,-0.679225,-0.06256588,-1.2010387,-0.64626133,-1.0801733,-0.99865264,-0.8490933,-0.94455254,-1.334328,-1.1302382,-1.2784768
-1.2825923,1.7558767,-1.2868186,0.0050006486,0.5121576,-0.89571714,-0.6537297,-0.8994107,-0.560006,2.0576568,-1.321208,-1.2351842,1.8243449,2.1207495,2.0309513,-0.7289531,-0.16818582,-1.2197086,-0.70198333,-1.1028003,-1.0263115,-0.8827836,-0.9707048,-1.3494886,-1.1514287,-1.2939264
-1.2998462,1.7671974,-1.3041397,-0.12618333,0.45543852,-0.9249488,-0.7027442,-0.93154234,-0.6292676,2.0588663,-1.3359177,-1.2535679,1.8456098,2.1348305,2.0559795,-0.7762272,-0.2694203,-1.2378066,-0.7548034,-1.124819,-1.0513221,-0.9146349,-0.9957405,-1.3688726,-1.1718673,-1.3109653
-1.3160131,1.7793895,-1.3210002,-0.25014535,0.39480144,-0.9540485,-0.7505143,-0.96250653,-0.6884544,2.0642896,-1.3505028,-1.2718498,1.8556268,2.1349406,2.0707734,-0.8188519,-0.36722627,-1.2558056,-0.80275416,-1.1454039,-1.0774497,-0.9464524,-1.0193847,-1.3832353,-1.1919448,-1.3271502
-1.3335146,1.7839241,-1.337664,-0.35992008,0.3251223,-0.98015684,-0.793737,-0.9935444,-0.74285614,2.0797155,-1.3649635,-1.2894355,1.867511,2.1346993,2.0853124,-0.86033905,-0.45349288,-1.2733905,-0.8454662,-1.1661776,-1.1009061,-0.97365916,-1.0447054,-1.3974069,-1.2122774,-1.3449583
-1.3493266,1.7909515,-1.3540183,-0.45672208,0.2416838,-1.007322,-0.8342145,-1.0206507,-0.7912422,2.0865297,-1.3792976,-1.306666,1.878554,2.14884,2.110115,-0.89743936,-0.5396425,-1.2906287,-0.8854865,-1.1878575,-1.1231873,-1.0006974,-1.0667747,-1.4114515,-1.231306,-1.3610631
-1.3649025,1.7957525,-1.3700782,-0.54329216,0.15404996,-1.0449477,-0.871368,-1.0471057,-0.8345287,2.1142144,-1.3935055,-1.3235611,1.8854465,2.1631894,2.1155303,-0.93229485,-0.61064374,-1.3073466,-0.92226195,-1.2054366,-1.1456821,-1.0267743,-1.0892755,-1.4253694,-1.2498925,-1.3768919
-1.3802509,1.8051175,-1.3858577,-0.6224134,0.05476344,-1.07074,-0.9042802,-1.0732542,-0.87503284,2.1142697,-1.4075855,-1.3399265,1.9013741,2.169877,2.121808,-0.9668349,-0.67074203,-1.3281882,-0.9572615,-1.2246275,-1.1665723,-1.0533218,-1.1128652,-1.439161,-1.2688191,-1.3947101
-1.39538,1.8085984,-1.3996966,-0.6880971,-0.04800664,-1.0919083,-0.93845695,-1.0997641,-0.9142029,2.1142697,-1.4196094,-1.3562169,1.927394,2.1901014,2.132019,-0.9984425,-0.7244665,-1.3443513,-0.99090457,-1.2433928,-1.1870393,-1.0784664,-1.134384,-1.4528272,-1.2865268,-1.4097936
-1.409477,1.8216971,-1.4150692,-0.74841434,-0.1495364,-1.1130661,-0.9684818,-1.1228471,-0.9501312,2.1229453,-1.4335592,-1.3722172,1.9406674,2.1901462,2.133657,-1.0270905,-0.7756692,-1.3597199,-1.020948,-1.261732,-1.2082571,-1.1037245,-1.1566651,-1.4663687,-1.3038706,-1.424657
-1.4242512,1.8297132,-1.4301941,-0.80200154,-0.25070605,-1.1319304,-0.9976476,-1.1450453,-0.98304623,2.1255772,-1.4473742,-1.387941,1.9419014,2.1957414,2.134908,-1.0546539,-0.82133204,-1.3758806,-1.0502181,-1.2826729,-1.2275783,-1.126752,-1.1763391,-1.4825538,-1.3208696,-1.4393091
-1.4383698,1.8385038,-1.4450774,-0.84997004,-0.34342596,-1.1513287,-1.0264168,-1.1665778,-1.0135056,2.126376,-1.4611074,-1.4034011,1.9468079,2.1982381,2.140564,-1.0812622,-0.86377895,-1.3915048,-1.0778481,-1.3008513,-1.2462399,-1.1490921,-1.1963784,-1.4955809,-1.3375417,-1.4537573
-1.4523875,1.8445675,-1.45973,-0.9004128,-0.43238693,-1.1793537,-1.0533382,-1.187487,-1.0441108,2.1465306,-1.4746529,-1.4186103,1.9589603,2.219475,2.1430192,-1.1075011,-0.90333915,-1.4061371,-1.1053252,-1.3257841,-1.2689775,-1.1705554,-1.2155282,-1.5085082,-1.3539033,-1.4680098
-1.4666357,1.8663005,-1.4741626,-0.9374918,-0.51535034,-1.1986561,-1.0792525,-1.2077162,-1.0722584,2.1569123,-1.4880689,-1.4335796,1.9704615,2.219475,2.151703,-1.1319284,-0.9395254,-1.4205927,-1.13032,-1.3410393,-1.2910411,-1.1914797,-1.234139,-1.521336,-1.3705182,-1.482074
-1.4806969,1.8734497,-1.4883848,-0.97521174,-0.58855295,-1.2151802,-1.1019406,-1.2276098,-1.099054,2.1569512,-1.5013571,-1.4501388,1.9714296,2.2338893,2.1538596,-1.1568135,-0.973676,-1.4384757,-1.1566851,-1.355815,-1.3075426,-1.2132536,-1.252584,-1.5419956,-1.3862798,-1.4959567
-1.494578,1.8762631,-1.5024296,-1.0074359,-0.652581,-1.2359139,-1.1261711,-1.247837,-1.1234436,2.1578386,-1.5157896,-1.4644831,1.9764761,2.2451184,2.1638355,-1.1792797,-1.0054721,-1.4522116,-1.1797371,-1.3709649,-1.3237281,-1.2327578,-1.270627,-1.5535709,-1.4017502,-1.5096642
-1.508285,1.8777434,-1.5162559,-1.0390007,-0.7103501,-1.2513629,-1.1515571,-1.2669628,-1.1479092,2.1723015,-1.5287335,-1.4786329,1.9808697,2.2617693,2.1798906,-1.2004614,-1.0354526,-1.4679301,-1.2015717,-1.3859215,-1.3396658,-1.2524863,-1.2982289,-1.5651261,-1.4169697,-1.5232027
-1.5218242,1.8841385,-1.5298973,-1.0663426,-0.7627799,-1.2666996,-1.1743016,-1.2850233,-1.1716617,2.1798575,-1.5415497,-1.4925959,2.0043938,2.2617748,2.1825888,-1.2211953,-1.0645648,-1.4812093,-1.2226499,-1.4006904,-1.3576145,-1.2713208,-1.3137618,-1.5766556,-1.4336278,-1.5365782
-1.5352015,1.8904585,-1.5433619,-1.0942411,-0.8100277,-1.281919,-1.194844,-1.3027428,-1.1934612,2.1832414,-1.5568725,-1.5063785,2.0077798,2.2691143,2.191379,-1.2425431,-1.0919338,-1.4943773,-1.2432765,-1.4152768,-1.372522,-1.2891984,-1.3291056,-1.5881566,-1.4476246,-1.5497966
-1.5484916,1.9092832,-1.5566565,-1.1217273,-0.8518498,-1.2970177,-1.2151952,-1.3197632,-1.2150471,2.1982477,-1.5692278,-1.5199882,2.0351877,2.269752,2.191379,-1.2631595,-1.117063,-1.5111094,-1.2635062,-1.4396337,-1.3887004,-1.3068192,-1.3442755,-1.5996243,-1.4608474,-1.562863
-1.5615811,1.9224205,-1.569788,-1.1476231,-0.88933617,-1.3118088,-1.2349721,-1.3367203,-1.2359065,2.2153513,-1.5814898,-1.5334303,2.0433812,2.2697558,2.1988082,-1.281899,-1.1425192,-1.5236827,-1.2827693,-1.4523712,-1.4034666,-1.3240619,-1.359274,-1.6110556,-1.4751064,-1.575783
-1.5744972,1.9352173,-1.5827619,-1.1706864,-0.92710084,-1.3266708,-1.2544576,-1.3537098,-1.2568178,2.2225409,-1.5936632,-1.5467116,2.0611713,2.2697558,2.209906,-1.3001647,-1.1661441,-1.5361757,-1.3022009,-1.4700978,-1.419545,-1.3431822,-1.3745599,-1.6224486,-1.4891706,-1.5885608
-1.5872728,1.9420713,-1.5955848,-1.193832,-0.96120054,-1.3414032,-1.2773005,-1.3700243,-1.2763228,2.2225409,-1.6057478,-1.5598371,2.0641315,2.2697558,2.223524,-1.3179883,-1.188848,-1.5485879,-1.3202655,-1.4844711,-1.4338081,-1.3604671,-1.3903189,-1.633798,-1.5030481,-1.6012014
-1.5999119,1.945499,-1.6082615,-1.2160798,-0.99369645,-1.3560048,-1.2956547,-1.3864244,-1.2950069,2.2414231,-1.6177443,-1.5728128,2.0743182,2.2697558,2.2235317,-1.3353987,-1.2106746,-1.5616907,-1.3378652,-1.496357,-1.447908,-1.3755983,-1.4046843,-1.6451037,-1.5167454,-1.6137094
-1.6124192,1.951581,-1.6207981,-1.2375019,-1.0267296,-1.3704755,-1.3135641,-1.4018611,-1.3134589,2.2576072,-1.6296536,-1.585643,2.0832493,2.2697558,2.2432723,-1.3524213,-1.2313725,-1.5738764,-1.3550537,-1.5082233,-1.4618491,-1.3964278,-1.4189,-1.6563628,-1.53027,-1.6260885
-1.6247985,1.9559021,-1.6331992,-1.2558022,-1.0557406,-1.384814,-1.3306351,-1.417292,-1.3318723,2.273283,-1.6414762,-1.5983332,2.083253,2.2698286,2.2435448,-1.3690802,-1.2516587,-1.5859835,-1.3718568,-1.5200704,-1.4756345,-1.4114603,-1.4329685,-1.667573,-1.543628,-1.6383431
-1.6370541,1.9660739,-1.6454698,-1.2759526,-1.0830175,-1.3990206,-1.3477709,-1.4331764,-1.3498371,2.2733033,-1.6532127,-1.610888,2.1008677,2.2698286,2.2435448,-1.3853966,-1.2714586,-1.5980121,-1.3888215,-1.531896,-1.4892681,-1.4260275,-1.4468914,-1.6787326,-1.5526124,-1.6504767
