solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_inadv_interchange_mw
4.8384563e-09,0.17771669,0.7711901,0.19827473,0.41728038,0.6503824,0.5656147,0.25667617,0.006506837,0.25619608,0.29238328,0.06519909,0.1770708,0.03932331,1.2666795e-10,0.73098284,0.002171405,0.03069988,0.25023705,0.332594,0.03090699,0.0793907,0.3703987,0.5793526,0.0062677204,1.000123e-08,0.3705955,0.29195017,0.000110547,1.0794252,0.28957373,0.21642974,0.42645335,0.31208298
7.6996953e-10,0.17398807,0.7715884,0.19036482,0.41451213,0.6466006,0.5571991,0.2583005,0.0041225213,0.25336555,0.27647105,0.060790125,0.16125743,0.03367174,1.3333081e-11,0.7163543,0.0013363606,0.025475932,0.23640461,0.3234918,0.02649149,0.07658018,0.35549933,0.55957776,0.004074984,1.7190432e-09,0.37518746,0.29078853,4.4399716e-05,1.0690836,0.27600065,0.20411488,0.40916842,0.3079763
1.0602743e-10,0.17117049,0.76272774,0.18471903,0.4159668,0.63176626,0.54823834,0.25968194,0.0023940974,0.2588122,0.2725499,0.054920632,0.15169904,0.028967693,1.1731395e-12,0.70311654,0.00079378806,0.02006489,0.22619797,0.31003594,0.021872707,0.06847921,0.34761313,0.5496727,0.0025494334,2.5731364e-10,0.36242646,0.28510877,1.6575794e-05,1.0581267,0.26224977,0.19105598,0.3996695,0.30226037
1.2490058e-11,0.16428004,0.75339943,0.1784176,0.41014344,0.6291112,0.53168046,0.25124428,0.0013644728,0.25697318,0.2669247,0.049432784,0.13616432,0.023905434,8.503445e-14,0.692924,0.00045435736,0.015736824,0.2139488,0.29496217,0.017937934,0.060751732,0.3432765,0.54097,0.0015443483,3.3177502e-11,0.36537802,0.28056937,5.7351003e-06,1.0521584,0.24985726,0.1781936,0.3917814,0.2974352
1.2430448e-12,0.15312001,0.7522998,0.1707724,0.40581653,0.6090516,0.5189173,0.25265154,0.0007293775,0.24901196,0.25732368,0.04332261,0.12105098,0.018999886,4.997181e-15,0.68245053,0.00024975784,0.012083212,0.20197201,0.29777443,0.014598974,0.0584088,0.34061554,0.5216271,0.0009014158,3.6414e-12,0.3768458,0.27008548,1.8276979e-06,1.0261191,0.23451811,0.17347604,0.40747112,0.28438506
1.0309662e-13,0.15073654,0.73818284,0.1623791,0.41132137,0.6137948,0.51565456,0.2484835,0.0003593471,0.250704,0.24480969,0.03844118,0.11672799,0.015081656,2.3394394e-16,0.6713877,0.00013074988,0.009421789,0.19314268,0.2834055,0.011540703,0.060047757,0.32637653,0.5095526,0.00050287513,3.3581224e-13,0.37088096,0.27159038,5.3383224e-07,1.0150013,0.22932789,0.16176602,0.40047356,0.28334633
7.0199533e-15,0.14698693,0.7354809,0.15694363,0.40881142,0.6112559,0.51234126,0.25522786,0.00016700792,0.25172415,0.23421542,0.034782365,0.10925961,0.011524052,8.557594e-18,0.66413206,6.517909e-05,0.0066934195,0.18692107,0.27579698,0.008898658,0.05252963,0.3106525,0.50078523,0.00026749272,2.5654046e-14,0.36651465,0.2751746,1.4185251e-07,1.0121177,0.2234518,0.1535196,0.38049355,0.28938255
3.8603053e-16,0.14264491,0.72985494,0.15452674,0.4057631,0.60656935,0.49474868,0.2525232,7.219123e-05,0.24977046,0.2300812,0.031216377,0.09784834,0.008457497,2.3942464e-19,0.6546342,3.0865867e-05,0.004697574,0.17593493,0.26114747,0.006596203,0.04630341,0.30457586,0.49462315,0.00013573786,1.5984042e-15,0.36140448,0.27635494,3.4057955e-08,1.000658,0.21290907,0.14176223,0.36720902,0.28031448
1.6837088e-17,0.14069712,0.7193971,0.14483622,0.40184948,0.5922486,0.49967092,0.26533192,2.9132441e-05,0.25373024,0.22061242,0.027806655,0.09265453,0.0060140723,5.003702e-21,0.6450706,1.3808646e-05,0.0032775425,0.17071149,0.263833,0.004784483,0.044007417,0.2863643,0.48202163,6.549593e-05,7.9848426e-17,0.36247146,0.27294105,7.329899e-09,0.99921274,0.20853572,0.13686104,0.36461872,0.27541792
5.70995e-19,0.1329922,0.7156174,0.14424135,0.39757848,0.58080333,0.48764336,0.26169512,1.0924669e-05,0.24361259,0.2238984,0.023862159,0.083099484,0.003969722,7.608681e-23,0.6327811,5.816092e-06,0.002101923,0.1589737,0.25227305,0.003366214,0.04068601,0.28218448,0.48377964,2.9904106e-05,3.1385609e-18,0.3667495,0.26902792,1.4020594e-09,0.9916078,0.18694031,0.11870412,0.34997305,0.26547533
1.4729137e-20,0.13040252,0.71119505,0.13935854,0.39221618,0.57759917,0.48018616,0.2642125,3.7810732e-06,0.24807996,0.21889627,0.020703021,0.07453476,0.0025563654,8.175229e-25,0.6293373,2.2950612e-06,0.0013409909,0.15372826,0.25070554,0.002277222,0.03735563,0.2708861,0.45987517,1.2860713e-05,9.507665e-20,0.36222282,0.26761687,2.3615532e-10,0.98034436,0.1760833,0.1108619,0.34162328,0.2674715
2.8205488e-22,0.12534735,0.7050296,0.1365626,0.39345255,0.5741168,0.46437222,0.26077798,1.2066158e-06,0.25208098,0.22080356,0.017155811,0.06909255,0.0015518016,6.006365e-27,0.6144507,8.4429684e-07,0.0008175662,0.14278033,0.2366229,0.0014893427,0.033710163,0.26599634,0.4637013,5.1899774e-06,2.1694043e-21,0.3579215,0.26330864,3.4674607e-11,0.96766263,0.16063417,0.09836494,0.3255735,0.2594457
3.9025856e-24,0.12148092,0.6908871,0.13105647,0.39256328,0.5736745,0.46720797,0.26647764,3.5271776e-07,0.24610381,0.21461236,0.014453274,0.06330546,0.0008993488,2.907995e-29,0.60814047,2.8801847e-07,0.00047367817,0.13749261,0.22778526,0.0009354397,0.02978843,0.25928473,0.45398882,1.9574236e-06,3.634846e-23,0.353725,0.26263216,4.3896965e-12,0.9605674,0.16046636,0.09319482,0.32588977,0.2603877
3.7854538e-26,0.11543962,0.68814635,0.12578326,0.38123325,0.55469227,0.45649174,0.27386776,9.380632e-08,0.24092779,0.20734043,0.011646074,0.05423595,0.00048644093,8.897308e-32,0.59971213,9.058165e-08,0.00026623343,0.1288809,0.22797953,0.00056262745,0.027617868,0.25643352,0.43855274,6.860027e-07,4.3472246e-25,0.3640009,0.25466025,4.734382e-13,0.9407081,0.16209236,0.08985116,0.3259388,0.25650612
2.4884305e-28,0.11144408,0.6788746,0.12162187,0.388116,0.55371433,0.4531502,0.26915628,2.2549633e-08,0.23884307,0.2076432,0.009502882,0.0495659,0.00025377728,1.6399839e-34,0.59663033,2.6105738e-08,0.00014111567,0.124397896,0.22479913,0.00032622294,0.025708554,0.24752328,0.42799374,2.220744e-07,3.5955664e-27,0.35359058,0.2564219,4.2935558e-14,0.935152,0.15479338,0.08652703,0.31878996,0.25846124
1.0670572e-30,0.10771899,0.6750667,0.118193895,0.38723034,0.55181265,0.44770402,0.26699203,4.862875e-09,0.24010241,0.20131846,0.007465528,0.043718655,0.00012475825,1.7234756e-37,0.5882087,6.8465504e-09,7.183231e-05,0.11730873,0.23162985,0.00018068796,0.02354113,0.2375402,0.426469,6.6032655e-08,1.9847012e-29,0.35767123,0.25904924,3.2276677e-15,0.928318,0.14829507,0.07933907,0.30728436,0.25290075
2.8580951e-33,0.10393021,0.6659975,0.115842536,0.3808485,0.5540432,0.4362609,0.2708313,9.326435e-10,0.23999128,0.2089806,0.005799425,0.039078563,5.7959947e-05,9.6842e-41,0.583042,1.6222222e-09,3.448604e-05,0.11099613,0.23188142,9.549254e-05,0.020932555,0.22920941,0.41042346,1.7913766e-08,7.0229363e-32,0.35127473,0.25405067,1.9800721e-16,0.92352635,0.14407858,0.07539415,0.3058872,0.25252324
4.550401e-36,0.09866935,0.658813,0.11239213,0.3827819,0.54614717,0.43152404,0.26939565,1.5764899e-10,0.23246937,0.21020746,0.004386256,0.03377236,2.5340281e-05,2.7e-44,0.5746086,3.445096e-10,1.558599e-05,0.10381948,0.2154744,4.806421e-05,0.019756582,0.22715014,0.4057641,4.4023336e-09,1.521739e-34,0.34904644,0.2463106,9.743957e-18,0.91651785,0.13790998,0.066010825,0.29448467,0.24355899
4.066434e-39,0.09780723,0.651461,0.10737802,0.37603697,0.53585243,0.43399438,0.2701611,2.3250093e-11,0.24365257,0.2095187,0.0032606632,0.029741196,1.0408275e-05,0.0,0.5696772,6.5012336e-11,6.6442412e-06,0.09855316,0.21718672,2.2994109e-05,0.01657183,0.218188,0.4031644,9.725355e-10,1.9155826e-37,0.35053417,0.24782999,3.7744497e-19,0.90233916,0.13436575,0.062269572,0.2851727,0.2432295
1.907e-42,0.09415593,0.64401305,0.09836667,0.3688633,0.537893,0.42251512,0.27562866,2.9592323e-12,0.24099365,0.1965785,0.00234065,0.023655903,3.995138e-06,0.0,0.5706168,1.0800222e-11,2.670899e-06,0.09358857,0.21280155,1.0405859e-05,0.014380332,0.21153806,0.38853794,1.9151666e-10,1.31785e-40,0.34141695,0.24559729,1.1271852e-20,0.8962647,0.1264812,0.057052687,0.29039845,0.23837677
0.0,0.08938195,0.64303064,0.096194305,0.35803393,0.5280051,0.4155515,0.269935,3.2119945e-13,0.23817326,0.19636166,0.0016436436,0.020333927,1.4269261e-06,0.0,0.55559087,1.5634693e-12,9.996354e-07,0.086553246,0.20303114,4.4380654e-06,0.012674372,0.20667283,0.3802988,3.33153e-11,4.6e-44,0.33943728,0.2480066,2.5361166e-22,0.88306713,0.1235731,0.052515637,0.286714,0.24326278
0.0,0.08695153,0.6347121,0.09053434,0.35974663,0.52275896,0.41737643,0.26769507,2.9346358e-14,0.24370727,0.19518279,0.0011202779,0.017742025,4.7163599e-07,0.0,0.5519047,1.95055e-13,3.475064e-07,0.08211244,0.19897941,1.7757318e-06,0.010894383,0.19527595,0.37166756,5.069029e-12,0.0,0.34690323,0.24838041,4.1907766e-24,0.8724143,0.11554738,0.046684172,0.27672312,0.24061057
0.0,0.08257385,0.62580556,0.08814738,0.35586205,0.5270891,0.413743,0.27116123,2.2250336e-15,0.23666012,0.20124415,0.0007394889,0.014672419,1.4341222e-07,0.0,0.5433067,2.0720088e-14,1.1151964e-07,0.075630546,0.19523971,6.633796e-07,0.009994508,0.19318128,0.36417976,6.6739214e-13,0.0,0.33966357,0.24115023,4.9435214e-26,0.860457,0.110344574,0.04242924,0.26636294,0.23775041
0.0,0.079568915,0.6176705,0.08404602,0.35724732,0.5228802,0.40840378,0.26658297,1.3783412e-16,0.24379788,0.20047404,0.00047304333,0.011941192,3.9858215e-08,0.0,0.53763914,1.8495818e-15,3.287192e-08,0.070057526,0.18699007,2.3019636e-07,0.008580058,0.19020948,0.36265692,7.515002e-14,0.0,0.33721542,0.24074852,4.0327651e-28,0.8511517,0.100872315,0.036644194,0.26864395,0.23810123
0.0,0.07578993,0.61699414,0.08302757,0.34580588,0.51164097,0.4005095,0.28153217,6.857945e-18,0.24000697,0.20875934,0.00029288602,0.009606324,1.0056069e-08,0.0,0.52739745,1.3675692e-16,8.834672e-09,0.06391832,0.18497126,7.3774e-08,0.007138837,0.18347456,0.35785067,7.145351e-15,0.0,0.3507585,0.24117172,2.1953043e-30,0.8461603,0.098877355,0.033321187,0.25797796,0.23084117
0.0,0.07199365,0.6111275,0.07646837,0.34748682,0.507261,0.39520097,0.28077075,2.6896057e-19,0.23798421,0.20339239,0.00017468959,0.007507287,2.2857751e-09,0.0,0.5252317,8.244691e-18,2.1502433e-09,0.059554726,0.1818645,2.1702643e-08,0.005885798,0.17806709,0.34725612,5.6572473e-16,0.0,0.34791997,0.2375585,7.659282e-33,0.8328167,0.095801845,0.030489719,0.2504643,0.22562635
0.0,0.06831501,0.6021424,0.074869916,0.35378385,0.5027489,0.3903595,0.27542052,8.144253e-21,0.23467155,0.20615527,0.00010018879,0.005835517,4.6427406e-10,0.0,0.5177264,3.9832471e-19,4.7011145e-10,0.05471155,0.1704449,5.8216134e-09,0.005070003,0.17588665,0.3442982,3.673221e-17,0.0,0.3401762,0.23425163,1.6357971e-35,0.8259596,0.09242998,0.025331806,0.24319524,0.22906628
0.0,0.06661323,0.59525716,0.07062748,0.34715295,0.49990436,0.3879167,0.27125522,1.8610033e-22,0.24576311,0.2101775,5.512004e-05,0.004460083,8.3519816e-11,0.0,0.51294905,1.5131426e-20,9.157715e-11,0.050487053,0.1605729,1.4137457e-09,0.0039240955,0.16781174,0.33886567,1.923457e-18,0.0,0.33988053,0.23204876,2.0286044e-38,0.8158607,0.08792671,0.022540051,0.23739262,0.22995049
0.0,0.062450334,0.58247775,0.06376601,0.35173777,0.49271056,0.37759218,0.27381217,3.1286821e-24,0.24075136,0.20188493,2.9003948e-05,0.003270244,1.3178951e-11,0.0,0.51212966,4.4258646e-22,1.5747677e-11,0.046374854,0.1541598,3.083986e-10,0.0029211398,0.16100885,0.33055353,7.974953e-20,0.0,0.33657035,0.2311844,1.374e-41,0.80877465,0.08433099,0.01930701,0.22818597,0.22781992
0.0,0.058110986,0.5824686,0.059905693,0.3450811,0.49710506,0.36677688,0.2822916,3.7621458e-26,0.23150314,0.20393059,1.4552248e-05,0.0023514407,1.8050305e-12,0.0,0.5055561,9.739275e-24,2.3668131e-12,0.041571125,0.15447809,5.9923184e-11,0.0021775078,0.15986222,0.3319713,2.5656297e-21,0.0,0.33470637,0.22504449,4e-45,0.79770577,0.08017909,0.017153012,0.22437342,0.22215891
0.0,0.0563472,0.57867235,0.05526249,0.34683818,0.47788346,0.3647173,0.26932815,3.135229e-28,0.23903736,0.20206942,6.936004e-06,0.0016448785,2.1214516e-13,0.0,0.4972239,1.5714627e-25,3.07552e-13,0.03715715,0.14595184,1.0276232e-11,0.0016221014,0.15069072,0.3221063,6.2628014e-23,0.0,0.3329049,0.22817391,0.0,0.78120124,0.078749806,0.0145550985,0.2317683,0.21973436
0.0,0.05278204,0.5679579,0.052624475,0.33699068,0.4823131,0.35692787,0.26513448,1.7477105e-30,0.23598897,0.2094388,3.1275497e-06,0.0011550521,2.1130396e-14,0.0,0.4917258,1.806757e-27,3.4147906e-14,0.033244755,0.15436013,1.5399289e-12,0.0011363941,0.14609046,0.32033965,1.1316141e-24,0.0,0.33631304,0.22194457,0.0,0.7790605,0.077739835,0.012711154,0.23384844,0.21737999
0.0,0.05056021,0.5630433,0.0478447,0.341688,0.46843028,0.36590597,0.26356244,6.26098e-33,0.23566233,0.20608863,1.3290824e-06,0.00077969854,1.7595239e-15,0.0,0.48312318,1.4335494e-29,3.1982632e-15,0.029523272,0.14389971,1.9947288e-13,0.000776035,0.14695616,0.31789553,1.4723918e-26,0.0,0.33459896,0.2217457,0.0,0.7673736,0.075479835,0.010669964,0.22946134,0.21665522
0.0,0.047329806,0.5572726,0.0430187,0.33611643,0.46642646,0.35600016,0.26296568,1.3771839e-35,0.23359755,0.20538309,5.2982824e-07,0.00051091355,1.2067758e-16,0.0,0.4775857,7.572121e-32,2.4915278e-16,0.026159627,0.13935633,2.2072564e-14,0.00050383195,0.13701543,0.31131428,1.3378064e-28,0.0,0.33616146,0.21751976,0.0,0.7671735,0.07032309,0.00843409,0.22410132,0.2119387
0.0,0.043568946,0.5489471,0.039240286,0.34033307,0.46062762,0.35039008,0.2654404,1.7651917e-38,0.2285321,0.20549104,1.9717413e-07,0.00032656261,6.7068114e-18,0.0,0.47727636,2.556462e-34,1.5897882e-17,0.02349389,0.13784665,2.0597326e-15,0.00031430152,0.12806381,0.29785076,8.200261e-31,0.0,0.33192337,0.21490483,0.0,0.75600797,0.06775812,0.0068868306,0.22534144,0.21005492
0.0,0.04032585,0.5484543,0.035319116,0.3312698,0.4599052,0.34352764,0.26628274,1.2407e-41,0.22841322,0.20105384,6.8141894e-08,0.00020056238,2.9667533e-19,0.0,0.47097623,5.266766e-37,8.169808e-19,0.02045313,0.1367361,1.5982464e-16,0.00018933543,0.12473003,0.29989564,3.261533e-33,0.0,0.32707694,0.22232269,0.0,0.7476762,0.06848473,0.005579249,0.21965349,0.21401155
