epoch,train_base_mse,train_base_r2,train_path1_mse,train_path1_r2,train_path2_mse,train_path2_r2,train_path3_mse,train_path3_r2,test_base_mse,test_base_r2,test_path1_mse,test_path1_r2,test_path2_mse,test_path2_r2,test_path3_mse,test_path3_r2,base_active_0p5,inc1_active_0p5,inc2_active_0p5,inc3_active_0p5
25,0.054417990611242396,0.9455820322036743,0.024361785806709807,0.975638210773468,0.02436178619529367,0.975638210773468,0.024361784248467192,0.975638210773468,0.06624001400863253,0.930079460144043,0.03708429673470829,0.9608551859855652,0.037084297015808704,0.9608551263809204,0.037084295601788456,0.9608551859855652,32,0,0,0
26,0.04346014777714178,0.9565398693084717,0.025929063740083386,0.9740709066390991,0.025929064519382292,0.9740709066390991,0.025929059248991613,0.9740709662437439,0.0549576897117332,0.9419886469841003,0.037407318683818164,0.9605141878128052,0.03740731905577931,0.9605141878128052,0.03740731548949531,0.9605141878128052,30,0,0,0
27,0.061755932446975546,0.9382440447807312,0.02268864043962003,0.977311372756958,0.022688640481888293,0.977311372756958,0.022688640368580933,0.977311372756958,0.07167469672631563,0.9243427515029907,0.03426404967165848,0.9638321399688721,0.034264049194639594,0.9638320803642273,0.03426405088124206,0.9638320803642273,30,0,0,0
28,0.052302556322684365,0.9476974606513977,0.023380998300046047,0.9766190052032471,0.023380997785012587,0.9766190052032471,0.023380997576512835,0.9766190052032471,0.0630611457191862,0.9334349632263184,0.03512560483920047,0.9629226922988892,0.03512560838844809,0.9629226922988892,0.03512560582731101,0.9629226922988892,29,0,0,0
29,0.04392676736625276,0.9560732245445251,0.023195192894829447,0.976804792881012,0.02319519597153278,0.976804792881012,0.02319519305679859,0.976804792881012,0.05503745968794314,0.9419044256210327,0.03457555996265444,0.9635033011436462,0.0345755638923814,0.9635033011436462,0.03457556049646128,0.9635033011436462,27,0,0,0
30,0.06043891356668338,0.9395610690116882,0.023303012868700637,0.9766969680786133,0.023303002289558165,0.9766969680786133,0.02330301274651339,0.9766969680786133,0.07075243272318892,0.9253162741661072,0.03483666669827227,0.9632276892662048,0.03483665582905637,0.9632276892662048,0.03483666728318828,0.9632276892662048,27,0,0,0
31,0.05817035008946463,0.9418296813964844,0.02404826526650143,0.9759517312049866,0.02404826198804706,0.9759517312049866,0.02404826213225643,0.9759517312049866,0.06820803240691198,0.9280020594596863,0.035209526705396614,0.9628341197967529,0.03520952271604229,0.9628341197967529,0.03520952283529701,0.9628341197967529,27,0,0,0
32,0.052665546721147274,0.9473344683647156,0.02007058375386463,0.9799293875694275,0.020070586265096745,0.9799293875694275,0.0200705859852027,0.9799293875694275,0.06327985053336839,0.9332040548324585,0.032420350411884125,0.9657782316207886,0.032420353521025035,0.9657782316207886,0.032420353609046375,0.9657782316207886,27,0,0,0
33,0.05779270729736278,0.9422072768211365,0.022928461355734744,0.9770715236663818,0.022928461719810122,0.9770715236663818,0.022928461675410686,0.9770715236663818,0.06794298837733705,0.928281843662262,0.03425066421240023,0.9638462066650391,0.034250664283385183,0.9638462066650391,0.03425066562358108,0.9638462066650391,27,0,0,0
34,0.05085932406150003,0.9491406679153442,0.020234681827511317,0.9797652959823608,0.020234679494232143,0.9797652959823608,0.020234680997419457,0.9797652959823608,0.061149713270956786,0.9354525804519653,0.03195843174088201,0.966265857219696,0.031958429861200476,0.966265857219696,0.03195843241381936,0.966265857219696,23,0,0,0
35,0.0604840992757387,0.9395158886909485,0.022883913727316643,0.9771161079406738,0.022883913421138134,0.9771161079406738,0.022883914780116078,0.9771161079406738,0.06983388022792231,0.9262858629226685,0.0337007006391792,0.9644267559051514,0.03370070180617182,0.9644267559051514,0.03370070237689084,0.9644267559051514,23,0,0,0
36,0.051052879935668954,0.9489471316337585,0.01916542152386133,0.9808346033096313,0.019165420635872607,0.9808346033096313,0.0191654208333613,0.9808346033096313,0.06206914830225997,0.9344820380210876,0.03136190733724705,0.9668955206871033,0.03136190594878138,0.9668955206871033,0.0313619048896859,0.9668955206871033,23,0,0,0
37,0.04499561847972561,0.9550043940544128,0.019709633530808783,0.9802903532981873,0.01970963201661041,0.9802903532981873,0.01970963215655743,0.9802903532981873,0.05674697313082927,0.9400999546051025,0.032346884359423886,0.9658557772636414,0.03234688500112786,0.9658557772636414,0.032346883635377376,0.9658557772636414,23,0,0,0
38,0.05066390366888087,0.9493361115455627,0.020471822612504756,0.9795281887054443,0.020471823851426624,0.9795281887054443,0.020471824033286717,0.9795281887054443,0.06065085743803803,0.9359791278839111,0.031824357654308764,0.9664073586463928,0.03182435780195746,0.9664073586463928,0.031824358117130656,0.9664073586463928,23,0,0,0
39,0.04775182498316334,0.9522481560707092,0.01852646975228911,0.9814735054969788,0.018526469579308907,0.9814735054969788,0.018526473193778214,0.9814735054969788,0.05872264491939327,0.9380145072937012,0.030703979365459485,0.9675899744033813,0.030703977306895867,0.9675899744033813,0.03070398117699547,0.9675899744033813,22,0,0,0
40,0.05219013659350295,0.9478098750114441,0.019170953838181667,0.9808290600776672,0.019170961143132114,0.9808290600776672,0.019170959546528386,0.9808290600776672,0.06310533273329096,0.9333882927894592,0.031612271374863825,0.9666312336921692,0.03161227811843429,0.9666312336921692,0.031612278027573555,0.9666312336921692,22,0,0,0
41,0.0517257403605067,0.9482742547988892,0.01936998678666833,0.9806300401687622,0.019369986817570337,0.9806300401687622,0.019369986917380268,0.9806300401687622,0.06147603327181281,0.9351081252098083,0.03100710533127734,0.967270016670227,0.031007105115483085,0.967270016670227,0.031007104564639853,0.967270016670227,22,0,0,0
42,0.03869095685359724,0.9613090753555298,0.021046762721588896,0.9789532423019409,0.02104676245519228,0.9789532423019409,0.02104676302137389,0.9789532423019409,0.050281405698780604,0.9469247460365295,0.03296987967645159,0.9651981592178345,0.03296988011939769,0.9651981592178345,0.032969880465804256,0.9651981592178345,21,0,0,0
43,0.057409388384718554,0.942590594291687,0.01980427508672215,0.9801957011222839,0.019804282326316626,0.9801957011222839,0.019804286844403256,0.9801957011222839,0.06736308523658209,0.9288939833641052,0.030919067675202357,0.9673629403114319,0.03091907498097365,0.9673629403114319,0.030919076113893492,0.9673629403114319,21,0,0,0
44,0.043805813596567565,0.9561941623687744,0.01921732140375368,0.980782687664032,0.019217321427196583,0.980782687664032,0.01921732109189204,0.980782687664032,0.054039349364934534,0.9429579973220825,0.030331904341171428,0.9679827690124512,0.030331903986246665,0.9679827690124512,0.030331904079946802,0.9679827690124512,21,0,0,0
45,0.04713796430091927,0.952862024307251,0.017322281945971338,0.982677698135376,0.01732228207028976,0.982677698135376,0.017322283839873692,0.982677698135376,0.05802856564589935,0.9387471675872803,0.028912525879582616,0.9694809913635254,0.02891252703805704,0.9694809913635254,0.028912528966008346,0.9694809913635254,21,0,0,0
46,0.053529734145722076,0.9464702606201172,0.018507621617608404,0.9814924001693726,0.01850761623319997,0.9814924001693726,0.018507617223485,0.9814924001693726,0.0640839086902305,0.9323553442955017,0.030182465967699523,0.9681404829025269,0.030182460658025087,0.9681404829025269,0.03018246303460129,0.9681404829025269,20,0,0,0
47,0.0504810605659899,0.9495189189910889,0.018813680137083514,0.9811863303184509,0.018813679538223917,0.9811863303184509,0.018813681040345646,0.9811863303184509,0.060886333895302035,0.9357305765151978,0.030281753455311422,0.9680356979370117,0.0302817534893842,0.9680356979370117,0.030281755289562593,0.9680356979370117,20,0,0,0
48,0.0520290837052735,0.9479709267616272,0.017284011345748838,0.9827159643173218,0.01728401117489981,0.9827159643173218,0.017284003519371413,0.9827160239219666,0.062412770107252206,0.9341193437576294,0.02861752825868657,0.969792366027832,0.02861753017528028,0.969792366027832,0.028617522304468766,0.969792366027832,20,0,0,0
49,0.04713669664870797,0.9528632760047913,0.01714161669936324,0.9828583598136902,0.017141618313371545,0.9828583598136902,0.017141617880388243,0.9828583598136902,0.05782032093010479,0.9389669895172119,0.028619645708581297,0.9697901606559753,0.02861964610325763,0.9697901606559753,0.028619646143009204,0.9697901606559753,20,0,0,0
50,0.059153940112342096,0.9408460855484009,0.02099606901809323,0.97900390625,0.020996070682894493,0.97900390625,0.020996077239092845,0.97900390625,0.06955140519591911,0.9265840649604797,0.032332303465298584,0.9658712148666382,0.0323323056686715,0.9658712148666382,0.03233231224755689,0.9658711552619934,20,0,0,0
51,0.05718630882339519,0.9428136944770813,0.01779044098821046,0.9822095632553101,0.017790441310017575,0.9822095632553101,0.017790429093423894,0.9822095632553101,0.0677820958946718,0.928451657295227,0.029411443267812636,0.96895432472229,0.029411443449534114,0.96895432472229,0.029411432710930524,0.9689543843269348,17,0,0,0
52,0.06654181108049179,0.9334582090377808,0.022129345617046072,0.9778706431388855,0.02212934665350651,0.9778706431388855,0.022129349003479872,0.9778706431388855,0.07800587497242703,0.9176598191261292,0.03427089508282157,0.9638248682022095,0.03427089455185413,0.9638248682022095,0.03427089908921228,0.9638248682022095,17,0,0,0
53,0.050420380854577077,0.9495795965194702,0.016176931662691015,0.9838230609893799,0.016176930592487006,0.9838230609893799,0.016176931880425852,0.9838230609893799,0.06070399986262002,0.9359230399131775,0.02778719176776798,0.9706688523292542,0.02778719157752831,0.9706688523292542,0.027787191699622425,0.9706688523292542,17,0,0,0
54,0.049683012630901295,0.9503169655799866,0.016658693465704706,0.9833413362503052,0.016658694543367825,0.9833413362503052,0.01665869411748843,0.9833413362503052,0.06030503523581457,0.9363442063331604,0.028820793124529103,0.9695777893066406,0.02882079255948888,0.9695777893066406,0.02882079571406016,0.9695777893066406,17,0,0,0
55,0.060754371928456036,0.9392456412315369,0.02053088701133347,0.9794691205024719,0.02053088008004868,0.9794691205024719,0.02053088734841399,0.9794691205024719,0.07025803780614785,0.9258381724357605,0.03184247782408464,0.9663882255554199,0.03184247264502252,0.9663882255554199,0.031842478627634306,0.9663882255554199,16,0,0,0
56,0.0483262150965398,0.9516738057136536,0.016764858897070703,0.9832351207733154,0.016764858768489935,0.9832351207733154,0.01676485797178645,0.9832351207733154,0.05947130456248798,0.937224268913269,0.029565126581185656,0.9687921404838562,0.029565126274530663,0.9687921404838562,0.029565125226792766,0.9687921404838562,16,0,0,0
57,0.043806261745296435,0.956193745136261,0.016113831477650335,0.983886182308197,0.016113832054843007,0.983886182308197,0.016113829588010328,0.983886182308197,0.05367217312294354,0.9433456063270569,0.02740394686939331,0.9710733890533447,0.02740394682964174,0.9710733890533447,0.027403944489977707,0.9710733890533447,15,0,0,0
58,0.04455643555989118,0.9554435610771179,0.015543073459090076,0.9844568967819214,0.015543074832275839,0.9844568967819214,0.015543075836768686,0.9844568967819214,0.05513529895759392,0.9418011903762817,0.027412473882843808,0.9710643887519836,0.027412474169623016,0.9710643887519836,0.02741247453590537,0.9710643887519836,15,0,0,0
59,0.04617004520753519,0.9538299441337585,0.015931034021286976,0.9840689897537231,0.015931033340732415,0.9840689897537231,0.01593103296777715,0.9840689897537231,0.05663185136210991,0.9402214884757996,0.028204310222574306,0.9702285528182983,0.02820430943890043,0.9702285528182983,0.028204310611571845,0.9702285528182983,15,0,0,0
60,0.0523859760805703,0.9476140141487122,0.015334749190473515,0.9846652746200562,0.015334750497948114,0.9846652746200562,0.015334750176141,0.9846652746200562,0.06297628969385675,0.933524489402771,0.026998099588459674,0.9715017676353455,0.026998101003899624,0.9715017676353455,0.02699810224897569,0.9715017676353455,15,0,0,0
61,0.03686249480404465,0.9631375074386597,0.016803054028197068,0.9831969738006592,0.016803053325620387,0.9831969738006592,0.01680305508952119,0.9831969738006592,0.04792151249456787,0.9494158029556274,0.028550205851632465,0.9698634147644043,0.02855020542572275,0.9698634147644043,0.028550208131669134,0.9698634147644043,15,0,0,0
62,0.05085882087807156,0.9491412043571472,0.015237220656943688,0.9847627878189087,0.015237220612366653,0.9847627878189087,0.0152372199865122,0.9847627878189087,0.06106575653411266,0.9355412125587463,0.026840683711669977,0.9716679453849792,0.02684068439028612,0.9716679453849792,0.026840682238022367,0.9716679453849792,14,0,0,0
63,0.051856220497385315,0.9481437802314758,0.01685428191871474,0.9831457138061523,0.016854281547890648,0.9831457138061523,0.016854284920471824,0.9831457138061523,0.0624965857089747,0.9340308904647827,0.028612561569344705,0.9697976112365723,0.028612561884517895,0.9697976112365723,0.02861256388629355,0.9697976112365723,14,0,0,0
64,0.05267371959745611,0.9473263025283813,0.01570063009098013,0.98429936170578,0.015700630095597672,0.98429936170578,0.015700633081726156,0.98429936170578,0.062807705327187,0.9337024688720703,0.027401252510593978,0.971076250076294,0.027401252334551294,0.971076250076294,0.027401256340942006,0.971076250076294,14,0,0,0
65,0.046006238706762285,0.9539937376976013,0.017994126547227415,0.9820058941841125,0.01799412860096774,0.9820058941841125,0.0179941275328949,0.9820058941841125,0.057165479264789966,0.9396581649780273,0.03026266766587136,0.9680558443069458,0.030262669724434976,0.9680558443069458,0.030262669539874103,0.9680558443069458,14,0,0,0
66,0.050167660890282066,0.9498323202133179,0.015687840932292522,0.9843121767044067,0.015687841445372407,0.9843121767044067,0.015687841243088575,0.9843121767044067,0.06112389773039556,0.9354798197746277,0.02821575121942726,0.9702164530754089,0.028215751571512623,0.9702164530754089,0.028215752048531502,0.9702164530754089,14,0,0,0
67,0.06055175092477638,0.9394482374191284,0.017553602206406362,0.9824463725090027,0.01755360618921339,0.9824463725090027,0.01755360073234508,0.9824463725090027,0.07015064059438683,0.9259515404701233,0.028621611466472286,0.9697880744934082,0.02862161455573741,0.9697880744934082,0.02862161052095272,0.9697880744934082,14,0,0,0
68,0.05254511730951448,0.9474548697471619,0.0143117484415318,0.9856882691383362,0.014311747902522643,0.9856882691383362,0.014311748179930322,0.9856882691383362,0.06256722298836927,0.9339563250541687,0.026437425787174482,0.9720935821533203,0.026437427780431944,0.9720935821533203,0.026437426400484472,0.9720935821533203,14,0,0,0
69,0.04149768181062786,0.9585022926330566,0.015738270673147828,0.9842617511749268,0.015738269327667313,0.9842617511749268,0.01573827133469943,0.9842617511749268,0.05168096793293044,0.9454474449157715,0.02766339265650547,0.9707995057106018,0.027663392230595756,0.9707995057106018,0.027663392889336114,0.9707995057106018,14,0,0,0
70,0.05703173136064381,0.9429682493209839,0.01518241249480939,0.9848175644874573,0.015182412122209322,0.9848175644874573,0.015182409216355018,0.9848175644874573,0.0645127504916362,0.9319026470184326,0.02585700183124395,0.9727062582969666,0.02585700147206009,0.9727062582969666,0.025856999162209744,0.9727062582969666,13,0,0,0
71,0.05475994540004786,0.9452400803565979,0.014970071717150491,0.985029935836792,0.014970073746382326,0.985029935836792,0.014970073231348866,0.985029935836792,0.06555601327521045,0.9308014512062073,0.026944495395405173,0.9715583920478821,0.02694449864225689,0.9715583324432373,0.026944497161510785,0.9715583920478821,13,0,0,0
72,0.05481871581635659,0.9451812505722046,0.015621860965896003,0.9843781590461731,0.01562186109128001,0.9843781590461731,0.015621861575411464,0.9843781590461731,0.064893855207895,0.9315003752708435,0.02777464332331608,0.9706820845603943,0.027774645029794334,0.9706820845603943,0.02777464431994481,0.9706820845603943,13,0,0,0
73,0.05222441825140509,0.9477756023406982,0.01500252270389101,0.9849974513053894,0.015002521604916165,0.9849974513053894,0.01500252720404027,0.9849974513053894,0.0632789677190708,0.9332050085067749,0.028167008567124424,0.9702679514884949,0.028167009458695425,0.9702679514884949,0.028167014609363567,0.9702678918838501,13,0,0,0
74,0.06262945658140151,0.9373705387115479,0.014721731843730872,0.9852782487869263,0.014721726237325258,0.9852782487869263,0.014721727977783159,0.9852782487869263,0.0727517854694913,0.9232058525085449,0.026971133303737675,0.9715302586555481,0.02697112754827774,0.9715302586555481,0.026971132366736306,0.9715302586555481,13,0,0,0
75,0.05421018793406057,0.9457898139953613,0.01739686034040129,0.982603132724762,0.017396860986501887,0.982603132724762,0.017396859106096965,0.982603132724762,0.06416180716236917,0.9322731494903564,0.029131095055717884,0.9692502617835999,0.02913109531410311,0.9692502617835999,0.02913109510682705,0.9692502617835999,13,0,0,0
76,0.05365797374639049,0.9463420510292053,0.015186083816705111,0.984813928604126,0.015186083927526104,0.984813928604126,0.015186082853059746,0.984813928604126,0.06437085285532947,0.9320524334907532,0.028201449861204844,0.9702315926551819,0.0282014512610281,0.9702315926551819,0.028201449634052994,0.9702315926551819,13,0,0,0
77,0.05303600216518823,0.9469640254974365,0.0143518288281315,0.9856481552124023,0.014351828229804697,0.9856481552124023,0.014351828912312832,0.9856481552124023,0.06309144578805966,0.933402955532074,0.026499704361279925,0.9720278978347778,0.02649970398363998,0.9720278978347778,0.026499703756488132,0.9720278978347778,12,0,0,0
78,0.050134414843902346,0.9498655796051025,0.015936130870909386,0.9840638637542725,0.015936130387133127,0.9840638637542725,0.015936132762680563,0.9840638637542725,0.059969299705699086,0.9366985559463501,0.02733525162471867,0.9711458683013916,0.027335250023298147,0.9711459279060364,0.02733525195692825,0.9711458683013916,12,0,0,0
79,0.05502399992734808,0.9449759721755981,0.013275361145703757,0.9867246150970459,0.013275361712950955,0.9867246150970459,0.013275364195589832,0.9867246150970459,0.06558532255883442,0.9307705163955688,0.02619010730498902,0.9723546504974365,0.02619010765707438,0.9723546504974365,0.026190111109782463,0.9723546504974365,12,0,0,0
80,0.04417995213439317,0.9558200240135193,0.015024587158596784,0.9849753975868225,0.015024587450567476,0.9849753975868225,0.015024586935534016,0.9849753975868225,0.05505654293044311,0.9418842792510986,0.02767551181235964,0.9707867503166199,0.027675514665954724,0.9707867503166199,0.027675512965155264,0.9707867503166199,12,0,0,0
81,0.048635634968752034,0.9513643980026245,0.013476623731227003,0.9865233898162842,0.013476622359284422,0.9865233898162842,0.013476622251837786,0.9865233898162842,0.05930104083381593,0.9374039769172668,0.02643114826130885,0.9721002578735352,0.026431145978432786,0.9721002578735352,0.026431145157846735,0.9721002578735352,12,0,0,0
82,0.05387584744113647,0.9461241364479065,0.01549763149993166,0.984502375125885,0.01549763330734391,0.984502375125885,0.015497632632650077,0.984502375125885,0.06430009878013374,0.9321271181106567,0.028015464501705292,0.9704278707504272,0.02801546665112965,0.9704278707504272,0.028015464518741682,0.9704278707504272,12,0,0,0
83,0.05264253403300961,0.9473574757575989,0.014849098359499607,0.9851508736610413,0.014849100125531582,0.9851508736610413,0.014849095994963231,0.985150933265686,0.06180123202843455,0.9347648620605469,0.02574573661961661,0.9728237390518188,0.025745736639492395,0.9728237390518188,0.025745735292198,0.9728237390518188,11,0,0,0
84,0.04773033547416204,0.9522696733474731,0.014303748730305812,0.9856962561607361,0.014303745967240097,0.9856962561607361,0.014303748767601338,0.9856962561607361,0.05877037986079458,0.937964141368866,0.02673441642134382,0.9717801213264465,0.026734412724447505,0.9717801213264465,0.026734418187449437,0.9717801213264465,11,0,0,0
85,0.057977097617600094,0.9420229196548462,0.013107163759842118,0.986892819404602,0.013107164076143702,0.986892819404602,0.013107163993915946,0.986892819404602,0.06834611474967948,0.9278563261032104,0.025200967117576155,0.973398745059967,0.025200962290599396,0.9733988046646118,0.025200965479243456,0.973398745059967,11,0,0,0
86,0.05757843809874343,0.942421555519104,0.014540757146016797,0.9854592680931091,0.014540754627325578,0.9854592680931091,0.014540756807515496,0.9854592680931091,0.06785242035189962,0.9283774495124817,0.027236939575409562,0.9712496995925903,0.027236934149319807,0.9712496995925903,0.027236937394751828,0.9712496995925903,11,0,0,0
87,0.07007255659081343,0.929927408695221,0.0154740628003179,0.9845259189605713,0.015474076775484452,0.9845259189605713,0.015474061253086346,0.9845259189605713,0.08057382993581819,0.9149491786956787,0.02909000766486293,0.9692936539649963,0.029090020331417825,0.9692935943603516,0.029090004720407108,0.9692936539649963,11,0,0,0
88,0.052021406285470445,0.9479786157608032,0.0152344757969499,0.9847655296325684,0.015234475414049162,0.9847655296325684,0.015234473259255721,0.9847655296325684,0.06247970865039927,0.9340486526489258,0.027599962118717774,0.9708665013313293,0.027599960804076458,0.9708665013313293,0.027599957961838964,0.9708665013313293,11,0,0,0
89,0.0626511760908488,0.9373488426208496,0.01328027185406408,0.9867197275161743,0.01328027577684307,0.9867197275161743,0.013280271463349041,0.9867197275161743,0.07157922142026264,0.9244435429573059,0.02539752740782072,0.9731912612915039,0.02539752933293263,0.9731912612915039,0.02539752672352578,0.9731912612915039,11,0,0,0
