feature_index,feature,base_gate,base_selected,max_increment_gate,max_final_gate,u1,g1,increment1_selected,u2,g2,increment2_selected,u3,g3,increment3_selected
51,gen_fuel_coal_pct,0.2277459353208542,False,0.006829667370766401,0.23302017152309418,0.006829667370766401,0.23302017152309418,False,0.0068296510726213455,0.23302015662193298,False,0.0068293409422039986,0.23301991820335388,False
24,gen_fuel_gas_pct,0.22119297087192535,False,0.008904185146093369,0.2281276136636734,0.008903911337256432,0.2281274050474167,False,0.00890392903238535,0.22812741994857788,False,0.008904185146093369,0.2281276136636734,False
22,gen_fuel_multiple_fuels_mw,0.19217488169670105,False,0.0071119810454547405,0.19792011380195618,0.007111731451004744,0.19791992008686066,False,0.00711172167211771,0.19791990518569946,False,0.0071119810454547405,0.19792011380195618,False
13,gen_fuel_other_renewables_mw,0.17018601298332214,False,0.00793147087097168,0.17676766216754913,0.007929924875497818,0.17676638066768646,False,0.007929932326078415,0.17676638066768646,False,0.00793147087097168,0.17676766216754913,False
33,gross_inadv_interchange_mw,0.15727031230926514,False,0.016559356823563576,0.17122536897659302,0.016559356823563576,0.17122536897659302,False,0.016559332609176636,0.17122535407543182,False,0.01655837893486023,0.17122454941272736,False
5,da_as_as_req_mw_thirty_minutes_reserve,0.15331490337848663,False,0.013500739820301533,0.1647457778453827,0.013500734232366085,0.1647457778453827,False,0.013500739820301533,0.1647457778453827,False,0.013500181026756763,0.1647453010082245,False
0,da_as_as_mw_thirty_minutes_reserve,0.1316562443971634,False,0.017784686759114265,0.14709946513175964,0.017784638330340385,0.14709942042827606,False,0.017784686759114265,0.14709946513175964,False,0.01778442971408367,0.14709924161434174,False
40,gross_actual_interchange_mw,0.12198565155267715,False,0.01756042242050171,0.1374039500951767,0.01756042242050171,0.1374039500951767,False,0.01756042242050171,0.1374039500951767,False,0.01755911484360695,0.13740280270576477,False
54,congestion_price_da,0.09578690677881241,False,0.02963932231068611,0.1225871667265892,0.029638752341270447,0.12258665263652802,False,0.029638731852173805,0.12258663773536682,False,0.02963932231068611,0.1225871667265892,False
25,marginal_loss_price_da,0.06960158050060272,False,0.03447205573320389,0.10167432576417923,0.03447205573320389,0.10167432576417923,False,0.03447205573320389,0.10167432576417923,False,0.03447090834379196,0.10167326033115387,False
19,da_as_total_mw_synchronized_reserve,0.08000477403402328,False,0.0193792674690485,0.09783360362052917,0.019379254430532455,0.09783359616994858,False,0.0193792674690485,0.09783360362052917,False,0.019378729164600372,0.09783311188220978,False
21,gen_fuel_multiple_fuels_pct,0.07312143594026566,False,0.024941453710198402,0.0962391346693039,0.024941453710198402,0.0962391346693039,False,0.024941453710198402,0.0962391346693039,False,0.0249397661536932,0.09623757004737854,False
20,system_energy_price_da,0.07286832481622696,False,0.024010008201003075,0.09512875974178314,0.02400956116616726,0.09512834995985031,False,0.024009572342038155,0.09512835741043091,False,0.024010008201003075,0.09512875974178314,False
9,da_as_as_mw_primary_reserve,0.0695628672838211,False,0.017256107181310654,0.08561859279870987,0.017255693674087524,0.08561820536851883,False,0.01725570298731327,0.08561821281909943,False,0.017256107181310654,0.08561859279870987,False
52,congestion_price_rt,0.05507757514715195,False,0.030125780031085014,0.08354410529136658,0.03012576699256897,0.08354409039020538,False,0.030125780031085014,0.08354410529136658,False,0.03012477047741413,0.08354315161705017,False
12,total_pjm_reg_purchases,0.05402591824531555,False,0.025850454345345497,0.07847978174686432,0.025848863646388054,0.07847827672958374,False,0.025848863646388054,0.07847827672958374,False,0.025850454345345497,0.07847978174686432,False
46,total_pjm_self_sched_reg,0.0518321767449379,False,0.027407879009842873,0.07781944423913956,0.02739986591041088,0.0778118446469307,False,0.027399880811572075,0.07781185954809189,False,0.027407879009842873,0.07781944423913956,False
23,marginal_loss_price_rt,0.05622704327106476,False,0.021799659356474876,0.07680097222328186,0.02179965004324913,0.07680096477270126,False,0.021799659356474876,0.07680097222328186,False,0.021799186244606972,0.07680052518844604,False
1,da_as_total_mw_thirty_minutes_reserve,0.04971929267048836,False,0.025226349011063576,0.07369140535593033,0.025226349011063576,0.07369140535593033,False,0.025226302444934845,0.07369136065244675,False,0.025224972516298294,0.07369010150432587,False
8,total_pjm_assigned_reg,0.03826596960425377,False,0.029041532427072525,0.06619620323181152,0.029041532427072525,0.06619620323181152,False,0.029041532427072525,0.06619620323181152,False,0.029040899127721786,0.06619559228420258,False
44,net_inadv_interchange_mw,0.03450099378824234,False,0.029816878959536552,0.06328915804624557,0.02981645055115223,0.06328874826431274,False,0.02981645055115223,0.06328874826431274,False,0.029816878959536552,0.06328915804624557,False
49,da_as_ss_mw_primary_reserve,0.028637755662202835,False,0.02755153365433216,0.05540027469396591,0.02755037322640419,0.055399149656295776,False,0.027550378814339638,0.055399153381586075,False,0.02755153365433216,0.05540027469396591,False
11,da_as_as_mw_synchronized_reserve,0.03641101345419884,False,0.019510161131620407,0.055210791528224945,0.019510161131620407,0.055210791528224945,False,0.019510148093104362,0.05521077662706375,False,0.019509125500917435,0.05520979315042496,False
28,system_energy_price_rt,0.03959314897656441,False,0.014850374311208725,0.05385554954409599,0.014850291423499584,0.053855471312999725,False,0.014850291423499584,0.053855471312999725,False,0.014850374311208725,0.05385554954409599,False
42,total_pjm_loc_credit,0.022123580798506737,False,0.032418541610240936,0.053824909031391144,0.03241853415966034,0.05382490158081055,False,0.032418541610240936,0.053824909031391144,False,0.03241837024688721,0.053824737668037415,False
7,da_as_as_req_mw_synchronized_reserve,0.03201417997479439,False,0.020985791459679604,0.05232812836766243,0.020985791459679604,0.05232812836766243,False,0.02098577842116356,0.052328117191791534,False,0.020985273644328117,0.05232762545347214,False
6,da_as_as_req_mw_primary_reserve,0.030645649880170822,False,0.021171195432543755,0.051168039441108704,0.021170804277062416,0.05116765946149826,False,0.021170804277062416,0.05116765946149826,False,0.021171195432543755,0.051168039441108704,False
47,da_as_ss_mw_synchronized_reserve,0.027130527421832085,False,0.024668395519256592,0.05112965404987335,0.024668395519256592,0.05112965404987335,False,0.024668395519256592,0.05112965404987335,False,0.024668125435709953,0.05112939327955246,False
15,total_pjm_rmpcp_cr,0.017673952504992485,False,0.030226774513721466,0.04736649990081787,0.03022606670856476,0.04736580699682236,False,0.030226074159145355,0.047365814447402954,False,0.030226774513721466,0.04736649990081787,False
29,rmpcp,0.017492536455392838,False,0.03021117113530636,0.04717523604631424,0.03021117113530636,0.04717523604631424,False,0.030211158096790314,0.047175224870443344,False,0.030208859592676163,0.047172967344522476,False
45,da_as_nsr_mw_primary_reserve,0.024221455678343773,False,0.019746914505958557,0.04349007084965706,0.019746914505958557,0.04349007084965706,False,0.019746895879507065,0.043490052223205566,False,0.019746102392673492,0.043489277362823486,False
27,rmccp,0.01569986157119274,False,0.02592507377266884,0.04121791571378708,0.02592506632208824,0.04121790826320648,False,0.02592507377266884,0.04121791571378708,False,0.025924988090991974,0.041217830032110214,False
16,forecast_load_mw_day_ahead,0.028249070048332214,False,0.009335396811366081,0.03732075169682503,0.00933457724750042,0.03731995448470116,False,0.009334564208984375,0.03731994330883026,False,0.009335396811366081,0.03732075169682503,False
53,da_as_mcp_synchronized_reserve,0.013584649190306664,False,0.02247491665184498,0.0357542522251606,0.02247491665184498,0.0357542522251606,False,0.022474896162748337,0.035754233598709106,False,0.022474583238363266,0.035753920674324036,False
35,da_as_mcp_primary_reserve,0.008794662542641163,False,0.01959412917494774,0.028216466307640076,0.01959400437772274,0.028216343373060226,False,0.019594019278883934,0.02821635827422142,False,0.01959412917494774,0.028216466307640076,False
48,da_as_ss_mw_thirty_minutes_reserve,0.007741902023553848,False,0.018237276002764702,0.025837985798716545,0.018237276002764702,0.025837985798716545,False,0.018237276002764702,0.025837985798716545,False,0.018236972391605377,0.02583768591284752,False
14,total_lmp_da,0.007885412313044071,False,0.016796549782156944,0.024549514055252075,0.016796298325061798,0.024549264460802078,False,0.016796275973320007,0.024549242109060287,False,0.016796549782156944,0.024549514055252075,False
38,forecast_load_mw_latest_available,0.017819205299019814,False,0.004923529457300901,0.022655000910162926,0.004922966007143259,0.022654447704553604,False,0.004922979976981878,0.022654462605714798,False,0.004923529457300901,0.022655000910162926,False
10,da_as_total_mw_primary_reserve,0.006009209901094437,False,0.015762286260724068,0.02167677693068981,0.015762271359562874,0.021676762029528618,False,0.015762286260724068,0.02167677693068981,False,0.015762263908982277,0.02167675457894802,False
17,total_pjm_rmccp_cr,0.004699585493654013,False,0.013055077753961086,0.017693309113383293,0.013055077753961086,0.017693309113383293,False,0.013055059127509594,0.0176932904869318,False,0.013054979965090752,0.017693212255835533,False
30,gen_fuel_wind_pct,0.012772397138178349,False,0.004892467521131039,0.017602376639842987,0.004892360419034958,0.01760227046906948,False,0.004892353434115648,0.017602263018488884,False,0.004892467521131039,0.017602376639842987,False
26,total_lmp_rt,0.0016151590971276164,False,0.00807390920817852,0.009676028043031693,0.00807390920817852,0.009676028043031693,False,0.008073893375694752,0.009676012210547924,False,0.008073863573372364,0.009675982408225536,False
