gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt
0.42368457,0.38626426,0.3501055,0.4199574,0.85723203,0.24474783,0.36505726,0.09103209,0.7117192,0.5885094,0.33201784,0.37184158,0.29294685,0.44478413,0.2475297,0.07970013,0.10624607,0.041438226,0.1263664,0.34214264,0.044877954,0.19437112,0.18713178,0.14270546,0.33854514,0.2309737,0.11392566,0.58821815,0.51749116,0.22645512,0.9690761,0.06135306,0.13729107,0.25320822
0.3959398,0.3678369,0.33260396,0.38632885,0.8249937,0.20825653,0.33742052,0.069895014,0.6729851,0.554697,0.32146066,0.3334132,0.2691436,0.4088388,0.22309464,0.058222264,0.08557023,0.025659388,0.10253985,0.3221873,0.030901803,0.17279154,0.1568341,0.11635234,0.322357,0.2080428,0.093824625,0.56530815,0.49679014,0.18848248,0.9367907,0.04104158,0.10518731,0.22747275
0.38270867,0.35729325,0.30647418,0.376638,0.8019559,0.18203835,0.33152792,0.05679782,0.6501446,0.5287029,0.29884362,0.31305298,0.25601932,0.37470102,0.2047784,0.042046838,0.066455424,0.015716681,0.083753414,0.31491727,0.021487037,0.16612291,0.12892999,0.0945285,0.303202,0.1903793,0.07591608,0.52228993,0.46888974,0.15458344,0.9064062,0.027519623,0.083021596,0.1999635
0.35502607,0.33841506,0.29386556,0.3557805,0.7728976,0.153432,0.3266888,0.044700637,0.6103951,0.4954844,0.2903768,0.28014228,0.23373172,0.3544277,0.18331224,0.028673701,0.05135301,0.008889291,0.0676111,0.2941244,0.015014518,0.1556996,0.11307247,0.07792948,0.29257637,0.1725642,0.063549496,0.4953048,0.45181328,0.12743467,0.8872016,0.017133178,0.062527545,0.17634614
0.34004715,0.33031482,0.27907437,0.33666182,0.7515587,0.13216412,0.3229864,0.034335036,0.58845824,0.4771879,0.26974335,0.2558512,0.22517377,0.329714,0.17097442,0.019289304,0.040422004,0.0047625373,0.053883865,0.2850035,0.010069129,0.1544489,0.09825284,0.061035115,0.2801093,0.15669164,0.051924065,0.47347844,0.44482157,0.10767139,0.8547464,0.010267512,0.04826539,0.15707502
0.32613906,0.31801057,0.2614085,0.33132598,0.73646945,0.11844579,0.31213498,0.026253631,0.5573977,0.44667122,0.26283416,0.24291857,0.21040653,0.30456218,0.15747179,0.012586052,0.030020263,0.0023497741,0.042141385,0.27594465,0.006339616,0.14497864,0.08339794,0.047861304,0.27216125,0.14525843,0.041464444,0.4530599,0.42249733,0.08454258,0.8164677,0.005864136,0.03428818,0.14305513
0.31435016,0.30818492,0.24819441,0.31322077,0.7200013,0.09934202,0.30846518,0.01940687,0.53931856,0.42596194,0.25132722,0.22339886,0.20011477,0.29072034,0.1440664,0.00794018,0.022104071,0.0010877207,0.032357,0.2631457,0.0038943894,0.14058343,0.07221001,0.037894983,0.25694486,0.13187918,0.032278452,0.4317389,0.40081558,0.069896005,0.7884343,0.0032751306,0.025225818,0.12920982
0.29654324,0.2990498,0.23406598,0.3060724,0.707673,0.08453838,0.30233034,0.013268802,0.51250225,0.41420105,0.2432728,0.20892312,0.1949282,0.27314702,0.13309234,0.004830643,0.016384665,0.00046642154,0.024550745,0.24205433,0.002343055,0.13286832,0.06512749,0.029261364,0.25174746,0.121890135,0.025224334,0.4139504,0.39145786,0.05430214,0.76430506,0.0017195316,0.018892094,0.11847105
0.28106642,0.28856987,0.22364023,0.30180743,0.68364054,0.07044013,0.30044255,0.009405347,0.49272263,0.39023536,0.2346389,0.20279445,0.18260019,0.26339012,0.11974242,0.0028082775,0.011722371,0.00018517107,0.018261196,0.23137823,0.001321215,0.1317701,0.055658128,0.021317111,0.24618493,0.11116203,0.019163989,0.39677393,0.3820888,0.04188,0.7479261,0.0008393998,0.012501922,0.10806114
0.27089408,0.28074667,0.20963088,0.2881389,0.6713034,0.058816068,0.2841474,0.006065481,0.4755012,0.3736568,0.22759603,0.1834145,0.17582978,0.25265834,0.10963619,0.001569651,0.008217008,6.795974e-05,0.013074922,0.23064652,0.000710922,0.13249798,0.046331536,0.015553074,0.24662425,0.10510189,0.014350539,0.37555566,0.364049,0.03152811,0.7345527,0.00039274222,0.008418085,0.10072429
0.2566924,0.2729543,0.2005378,0.27864566,0.65397024,0.047230475,0.28791133,0.0035290904,0.4570131,0.3675401,0.2215373,0.16863488,0.16952746,0.2481742,0.10075468,0.00083687267,0.0057115783,2.2918308e-05,0.00929112,0.21672761,0.00036412338,0.13071454,0.0422467,0.011159764,0.24733561,0.09719195,0.010522805,0.3617242,0.35545304,0.022897778,0.7180847,0.0001723152,0.0055057933,0.089515425
0.2469214,0.2712129,0.19004813,0.27498293,0.6411703,0.03978923,0.27701363,0.0019377801,0.43825722,0.35604042,0.21924964,0.15976648,0.16760917,0.24130788,0.09380958,0.00042275045,0.0038266703,7.086852e-06,0.006365839,0.21143599,0.00017463195,0.12442566,0.03716045,0.007642396,0.24038678,0.08716351,0.007246046,0.35107464,0.34566128,0.015875634,0.6950208,6.9975686e-05,0.0033809654,0.08110898
0.24302056,0.26546708,0.18142954,0.2767482,0.6319905,0.03181005,0.27201355,0.00097459136,0.43312505,0.34346464,0.21154721,0.15385872,0.16747737,0.22555196,0.08601685,0.00020318298,0.0024156866,1.9933984e-06,0.0042441282,0.20622836,7.8921956e-05,0.12605055,0.035141792,0.0049732486,0.23772144,0.07898248,0.004941057,0.33465672,0.3330257,0.010498354,0.6782611,2.6513355e-05,0.001984746,0.074068345
0.23315635,0.25502977,0.17353655,0.27305204,0.61963564,0.025468724,0.27378732,0.00045406443,0.41502282,0.32363456,0.21319695,0.14280266,0.15731823,0.22794649,0.0780321,9.213638e-05,0.0014720148,5.0713004e-07,0.002741472,0.1890867,3.371088e-05,0.120168865,0.03162732,0.0031232848,0.23628451,0.07116772,0.0032127192,0.32510644,0.32360098,0.006775699,0.65810055,9.316312e-06,0.0011144315,0.06620988
0.22382055,0.253043,0.16301379,0.256927,0.6059387,0.018770324,0.2653916,0.00019679582,0.40507558,0.3120035,0.20387155,0.12994355,0.1607613,0.21693271,0.07296057,3.9361126e-05,0.0008119411,1.1580256e-07,0.0017246932,0.18589348,1.3377525e-05,0.11423459,0.028672501,0.001893793,0.23195744,0.0627605,0.002034445,0.31013057,0.3156601,0.0042492994,0.6476044,3.0016113e-06,0.00059247925,0.05908776
0.21937631,0.25257957,0.15845135,0.25999787,0.59548116,0.014516705,0.26333684,7.919734e-05,0.3983782,0.3049039,0.19482873,0.12155633,0.15733308,0.22577426,0.068707995,1.5731834e-05,0.00042555435,2.3540725e-08,0.001042576,0.17885481,4.9464015e-06,0.10814938,0.027071528,0.0010464934,0.23452742,0.0574596,0.0012372073,0.30059537,0.31381273,0.0025361292,0.6295135,8.8737585e-07,0.00029973904,0.053473197
0.21031317,0.24582681,0.15378156,0.25177914,0.58213836,0.010486429,0.26454616,2.9449873e-05,0.38642463,0.2959348,0.1957711,0.11084937,0.15638937,0.217649,0.06098093,5.856932e-06,0.00021029326,4.2228394e-09,0.0006023484,0.16963626,1.6950853e-06,0.12139973,0.025054464,0.0005642979,0.23610966,0.051000252,0.00071787264,0.28622067,0.30234787,0.0014454315,0.614682,2.3843089e-07,0.00014386847,0.04672023
0.20327367,0.24046664,0.14088933,0.2621407,0.5802488,0.0075690304,0.25901857,1.0095133e-05,0.3746146,0.28242165,0.18372218,0.1127059,0.15203488,0.20415407,0.05522557,2.022344e-06,9.792612e-05,6.619916e-10,0.0003342182,0.17284024,5.3454926e-07,0.11501195,0.02213779,0.00028381278,0.22998486,0.043643225,0.00039992784,0.27748096,0.28866336,0.0007830092,0.6115207,5.7853413e-08,6.477537e-05,0.04230781
0.19733241,0.23671404,0.13706058,0.24539264,0.5683325,0.0053529963,0.25118062,3.1772163e-06,0.3679837,0.2765719,0.18464637,0.100033335,0.15069123,0.20712858,0.050550085,6.4328265e-07,4.2636148e-05,8.973588e-11,0.00017771343,0.16164897,1.5427818e-07,0.10745265,0.01983411,0.0001341606,0.23090951,0.03799775,0.00021253529,0.2676559,0.28604499,0.00040468926,0.5904911,1.2573562e-08,2.7515161e-05,0.038485374
0.19053605,0.2315005,0.13168071,0.2466663,0.54651475,0.0035984302,0.26028585,9.144263e-07,0.35777804,0.26836652,0.18236807,0.09346866,0.14981541,0.20796269,0.045586072,1.8743357e-07,1.734236e-05,1.0397468e-11,8.9933914e-05,0.16048439,4.0469484e-08,0.109653555,0.017912975,5.970055e-05,0.22563009,0.031495944,0.000107339154,0.2632376,0.27057496,0.00019705843,0.5764254,2.4276279e-09,1.09565035e-05,0.034263954
0.18067683,0.227258,0.13121639,0.24403223,0.54742134,0.00233351,0.25472152,2.3896e-07,0.34233782,0.26062807,0.1841682,0.087020844,0.1461295,0.19834687,0.039490934,4.9683347e-08,6.6146126e-06,1.0168558e-12,4.317394e-05,0.15818122,9.580727e-09,0.113021,0.01608424,2.4973562e-05,0.22897722,0.027045209,5.155841e-05,0.25413236,0.27219936,9.124831e-05,0.5663314,4.125517e-10,4.0633545e-06,0.029599234
0.17992961,0.22648096,0.12126784,0.24661608,0.5415016,0.0014601768,0.25049728,5.631888e-08,0.34292376,0.25733328,0.17584163,0.080378145,0.14417669,0.18977706,0.035499785,1.1895223e-08,2.3377374e-06,8.2788824e-14,1.9627458e-05,0.15292674,2.0298823e-09,0.11330167,0.014235552,9.770869e-06,0.22594132,0.022430783,2.3398667e-05,0.23931105,0.25703847,3.9821105e-05,0.55436,6.10965e-11,1.3971753e-06,0.025356011
0.17156135,0.22117199,0.11735717,0.24363115,0.5326348,0.00088406116,0.24684787,1.1877237e-08,0.33649665,0.24295415,0.17168412,0.0736786,0.14477935,0.19051498,0.030835362,2.551869e-09,7.6072206e-07,5.5272114e-15,8.404238e-06,0.15066798,3.816131e-10,0.118607014,0.012424179,3.555957e-06,0.23044227,0.01850618,1.000541e-05,0.23563668,0.25647077,1.6285294e-05,0.5456611,7.798685e-12,4.425325e-07,0.023726298
0.16974281,0.22341901,0.11226797,0.23779927,0.5188052,0.00051371404,0.24564224,2.2220779e-09,0.3303921,0.23946816,0.16910873,0.06831201,0.14964227,0.18134159,0.027439734,4.8636273e-10,2.2726914e-07,2.9762414e-16,3.3755248e-06,0.14699382,6.306521e-11,0.11728785,0.010872209,1.1986137e-06,0.22875027,0.014727691,4.011325e-06,0.22829865,0.25158763,6.2150507e-06,0.53492737,8.478546e-13,1.2849696e-07,0.02135995
0.16106579,0.21929665,0.10740182,0.24533068,0.50688756,0.00028852696,0.24670632,3.653492e-10,0.31981087,0.23814611,0.1660987,0.06392643,0.14156364,0.18759976,0.023446843,8.1589215e-11,6.186806e-08,1.26925455e-17,1.2654767e-06,0.14216329,9.068201e-12,0.117733516,0.0094009815,3.7156892e-07,0.22535239,0.011501918,1.5011764e-06,0.22226736,0.24997158,2.2034578e-06,0.5224495,7.749175e-14,3.3958806e-08,0.017119586
0.15905741,0.2138562,0.10249863,0.24341288,0.502243,0.00015527036,0.2441748,5.2253802e-11,0.32018062,0.2235156,0.1610992,0.057042003,0.14171751,0.1804971,0.01984274,1.1925536e-11,1.525271e-08,4.2017854e-19,4.4048554e-07,0.14021645,1.1219768e-12,0.11406729,0.0076662325,1.0541817e-07,0.2239301,0.008888652,5.215675e-07,0.21424036,0.24298704,7.22047e-07,0.513502,5.8699273e-15,8.1074925e-09,0.015326781
0.15464988,0.21721172,0.09990344,0.24002622,0.4979733,7.895634e-05,0.23565385,6.4289637e-12,0.31603912,0.22278997,0.15576708,0.050869785,0.14570706,0.17705902,0.016973706,1.5021351e-12,3.378719e-09,1.0560858e-20,1.4157816e-07,0.13425225,1.1800584e-13,0.11219075,0.006639419,2.7184903e-08,0.225186,0.0066713137,1.6729061e-07,0.21213847,0.23679918,2.1744684e-07,0.5038868,3.6280563e-16,1.7353208e-09,0.013499556
0.1493509,0.21081936,0.09433747,0.24122286,0.48744696,3.8461152e-05,0.23443644,6.7218697e-13,0.30885962,0.22098576,0.15438138,0.045551375,0.13957942,0.17485027,0.013858027,1.6110348e-13,6.66955e-10,1.9664236e-22,4.1757474e-08,0.13409573,1.0411749e-14,0.11371983,0.005392229,6.3238064e-09,0.22466025,0.0049128747,4.9234668e-08,0.2013582,0.231329,5.979837e-08,0.4934078,1.7986238e-17,3.3010975e-10,0.011529693
0.1442618,0.21135472,0.090483904,0.2393644,0.48521426,1.7732358e-05,0.24133416,5.8937515e-14,0.29863808,0.22251055,0.15251833,0.039614756,0.13911596,0.17511879,0.011434229,1.4520115e-14,1.16264276e-10,2.639422e-24,1.1227972e-08,0.1293488,7.5953794e-16,0.11494031,0.0043789065,1.3161164e-09,0.22367112,0.00349679,1.3207264e-08,0.19855632,0.23046526,1.4905476e-08,0.48655966,7.018605e-19,5.5295605e-11,0.009311258
0.1396364,0.2078008,0.08620461,0.24384123,0.47370213,7.700083e-06,0.23449968,4.2710243e-15,0.29486552,0.21386151,0.14709339,0.03681131,0.14102063,0.17849982,0.009215651,1.0841148e-15,1.7722676e-11,2.4771394e-26,2.7325069e-09,0.13129103,4.5090466e-17,0.11024977,0.0033707817,2.4295516e-10,0.21870726,0.0024079478,3.2060878e-09,0.19811063,0.22408645,3.3429362e-09,0.47346005,2.1114695e-20,8.073517e-12,0.007987194
0.13647783,0.20375536,0.08483362,0.24448465,0.4723236,3.14646e-06,0.2341057,2.5176535e-16,0.29127464,0.20893338,0.15075275,0.032189906,0.13360947,0.16829795,0.007028924,6.600867e-17,2.3371138e-12,1.5708968e-28,5.9722444e-10,0.13026145,2.1407234e-18,0.10730202,0.0024167476,3.9403158e-11,0.21892239,0.0016316876,6.9882655e-10,0.1892131,0.2194818,6.689874e-10,0.46373296,4.785991e-22,1.016224e-12,0.006480676
0.13121228,0.2026973,0.08522901,0.23078509,0.46400005,1.2013353e-06,0.23548764,1.186289e-17,0.2850852,0.20893829,0.15638185,0.026390506,0.13499714,0.16998027,0.00544594,3.221539e-18,2.6352325e-13,6.4764496e-31,1.1624354e-10,0.1247552,7.9735345e-20,0.10596507,0.0017559234,5.556814e-12,0.2197095,0.00106889,1.356195e-10,0.18621272,0.2207488,1.1838779e-10,0.45858422,7.9680505e-24,1.0895677e-13,0.0054061427
0.13039562,0.20206761,0.07852746,0.2422189,0.4563059,4.269356e-07,0.2310642,4.3829364e-19,0.2820984,0.20031893,0.14749955,0.022435008,0.13721186,0.16694482,0.004108232,1.236609e-19,2.5084418e-14,1.6614215e-33,1.9965024e-11,0.12135179,2.281258e-21,0.105403386,0.0011760364,6.7378297e-13,0.21357113,0.0006722307,2.3218998e-11,0.1775448,0.21290947,1.8346602e-11,0.45326158,9.471394e-26,9.8211e-15,0.004115064
0.12500036,0.19995986,0.07434934,0.23577353,0.45528576,1.4041639e-07,0.22273584,1.2431139e-20,0.27798814,0.20004052,0.14666703,0.018782767,0.13403492,0.1625338,0.0029826476,3.6562466e-21,1.9878324e-15,2.5221615e-36,2.9958134e-12,0.12210355,4.897493e-23,0.104353614,0.000764724,6.938795e-14,0.2148049,0.00041130223,3.4721356e-12,0.17530385,0.21868216,2.463487e-12,0.44504103,7.7873774e-28,7.336402e-16,0.0032501959
0.12273963,0.2002781,0.07340589,0.23498987,0.44595292,4.2459003e-08,0.22393546,2.643876e-22,0.27698573,0.19843061,0.14683579,0.015306072,0.13104494,0.16657393,0.0021026274,8.136583e-23,1.2915662e-16,2.137988e-39,3.8850233e-13,0.118559554,7.687432e-25,0.10737459,0.0004737829,5.9882917e-15,0.21243851,0.0002418751,4.4860562e-13,0.17056581,0.20883608,2.8330973e-13,0.43680984,4.2737807e-30,4.471033e-17,0.0023764747
0.11605392,0.19345246,0.070525296,0.23306614,0.4418841,1.1732017e-08,0.2228711,4.108182e-24,0.268703,0.19342357,0.14597662,0.01226705,0.12794459,0.1619698,0.0014317159,1.3284038e-24,6.766268e-18,9.46e-43,4.3030653e-14,0.1152031,8.571187e-27,0.10328145,0.00027845713,4.2679264e-16,0.21165146,0.00013670156,4.9488744e-14,0.16703688,0.20490026,2.7555345e-14,0.4298445,1.5037838e-32,2.1850232e-18,0.0016952453
0.113148265,0.19459261,0.066396385,0.22901604,0.43446615,2.9411968e-09,0.22496523,4.530447e-26,0.26703504,0.19620605,0.14353347,0.009441418,0.129558,0.15849958,0.00095682876,1.5463564e-26,2.8060414e-19,0.0,4.018582e-15,0.11466863,6.572157e-29,0.10378036,0.00015641727,2.4720794e-17,0.20966741,7.40085e-05,4.6016602e-15,0.16050074,0.20577763,2.2355997e-15,0.42073312,3.2403787e-35,8.4024806e-20,0.0011407831
0.10824193,0.1908323,0.06471816,0.23201448,0.42970762,6.639101e-10,0.21810804,3.4325597e-28,0.26579404,0.19188254,0.14422324,0.007441919,0.12773736,0.15866162,0.00061475247,1.2431615e-28,9.027291e-21,0.0,3.1200636e-16,0.113699384,3.3417727e-31,0.10078502,8.3498635e-05,1.1433831e-18,0.20613049,3.8214486e-05,3.5560026e-16,0.16344158,0.1985908,1.4903014e-16,0.41295835,4.056646e-38,2.489997e-21,0.0007367225
0.105971664,0.19082384,0.061544154,0.22803225,0.42747906,1.3383503e-10,0.2221916,1.7227545e-30,0.2605032,0.18600376,0.13805278,0.0055789095,0.12576029,0.15357856,0.0003812594,6.659064e-31,2.203063e-22,0.0,1.9831723e-17,0.1142868,1.0813479e-33,0.100815654,4.2398868e-05,4.1418607e-20,0.20923227,1.8812516e-05,2.248756e-17,0.15613985,0.19534868,8.029037e-18,0.40608156,2.7756e-41,5.5566264e-23,0.00043303196
0.1017314,0.188524,0.059429977,0.22863412,0.42406315,2.387978e-11,0.21212119,5.495459e-33,0.2530437,0.18043412,0.14250559,0.0040571457,0.12297592,0.15540163,0.00022662577,2.2822184e-33,3.978726e-24,0.0,1.0146721e-18,0.111536205,2.1246181e-36,0.10312194,2.0305128e-05,1.1502592e-21,0.2057219,8.77897e-06,1.1442016e-18,0.15621166,0.1943027,3.4330094e-19,0.4029961,1e-44,9.101971e-25,0.00024620636
0.09779178,0.18350296,0.055501446,0.22819334,0.41793692,3.7347673e-12,0.22050622,1.0628858e-35,0.25605607,0.18400994,0.14170627,0.0028679175,0.11848916,0.150956,0.00013019842,4.7786256e-36,5.173015e-26,0.0,4.1020087e-20,0.10804317,2.401369e-39,0.098070785,9.197148e-06,2.3918417e-23,0.2044588,3.870675e-06,4.5979174e-20,0.1534343,0.18230788,1.1418933e-20,0.3958384,0.0,1.06365806e-26,0.0001319115
0.09650931,0.1862663,0.05500732,0.22288567,0.41761768,5.066186e-13,0.21454494,1.1806104e-38,0.25376105,0.1788107,0.14357956,0.0019517947,0.119460635,0.14850524,7.155932e-05,5.796963e-39,4.695351e-28,0.0,1.2837843e-21,0.10734109,1.466e-42,0.10057488,3.92371e-06,3.627556e-25,0.2029034,1.6051943e-06,1.4296019e-21,0.15197253,0.18551075,2.890198e-22,0.39270073,0.0,8.589708e-29,6.5712695e-05
0.09434378,0.18579593,0.05259868,0.2199129,0.40716225,5.892284e-14,0.20881787,7.071e-42,0.25377318,0.17610404,0.14425512,0.0012942987,0.12354022,0.1485582,3.757396e-05,3.831e-42,2.8742663e-30,0.0,3.0408732e-23,0.10892966,0.0,0.09748133,1.5687816e-06,3.897142e-27,0.19982554,6.2323795e-07,3.362229e-23,0.14139055,0.1861957,5.4320662e-24,0.3910608,0.0,4.625107e-31,3.134307e-05
0.088661976,0.18064404,0.048158184,0.21707916,0.40714833,5.8026157e-15,0.21089487,3e-45,0.24590394,0.17182882,0.14322317,0.00082769623,0.11674787,0.14939931,1.8744944e-05,1e-45,1.14131715e-32,0.0,5.316712e-25,0.1032068,0.0,0.094250925,5.8552445e-07,2.870262e-29,0.19929753,2.2543556e-07,5.833071e-25,0.1448189,0.18000704,7.3779714e-26,0.38831997,0.0,1.594614e-33,1.3917512e-05
0.08525872,0.1804332,0.047001295,0.21869409,0.3997836,4.772565e-16,0.2074903,0.0,0.24279015,0.17235793,0.14255604,0.0005158275,0.118336566,0.14508976,8.893373e-06,0.0,2.8124664e-35,0.0,6.673153e-27,0.10230579,0.0,0.096102916,2.0298378e-07,1.3968463e-31,0.19642843,7.555362e-08,7.259321e-27,0.14136104,0.18362704,7.025542e-28,0.38366732,0.0,3.3617036e-36,5.7979196e-06
0.08464441,0.18234225,0.043147445,0.20776774,0.39368975,3.2296887e-17,0.20726402,0.0,0.24439022,0.16968635,0.14163212,0.00030619983,0.11896076,0.1499439,3.987004e-06,0.0,4.0883698e-38,0.0,5.8284304e-29,0.105098054,0.0,0.09326562,6.497762e-08,4.3084274e-34,0.19101177,2.3325287e-08,6.281679e-29,0.13610844,0.17822789,4.533467e-30,0.37568462,0.0,4.109929e-39,2.2615538e-06
0.07999118,0.17578456,0.04105559,0.2142727,0.39505547,1.7689648e-18,0.2104827,0.0,0.23658206,0.16585903,0.14143321,0.00017579492,0.11832248,0.1393194,1.6824611e-06,0.0,3.3061e-41,0.0,3.4208604e-31,0.103824615,0.0,0.09410703,1.9092134e-08,8.030959e-37,0.19305904,6.5911863e-09,3.6494228e-31,0.13708754,0.17510405,1.9078417e-32,0.37557265,0.0,2.74e-42,8.2055965e-07
0.07829541,0.17845312,0.037993517,0.22096959,0.38535032,7.701886e-20,0.20512456,0.0,0.23415801,0.16744946,0.14102852,9.636495e-05,0.119357735,0.14164169,6.657952e-07,0.0,1.4e-44,0.0,1.2970437e-33,0.1060305,0.0,0.09289302,5.1149667e-09,8.56443e-40,0.19299664,1.6931047e-09,1.3682317e-33,0.13314305,0.1746102,5.0132504e-35,0.3662165,0.0,1e-45,2.7586893e-07
0.07499064,0.1760573,0.036175437,0.21537241,0.38530144,2.6132241e-21,0.20021617,0.0,0.2336932,0.16066642,0.14495273,5.0326827e-05,0.11849001,0.14134634,2.457526e-07,0.0,0.0,0.0,3.0376266e-36,0.10389756,0.0,0.09467746,1.2405204e-09,4.9e-43,0.19297011,3.9241246e-10,3.16479e-36,0.1326004,0.16991195,7.825998e-38,0.36449295,0.0,0.0,8.541671e-08
