source_row_index,train_position,xi,y_true,y_pred_C_oof,residual,residual_std
6970,36,prelim_load_avg_hourly,996.182,-1354.6277,2350.8096,1.8513108
691,37,prelim_load_avg_hourly,-5072.429,-4419.562,-652.8672,-0.5001454
481,38,prelim_load_avg_hourly,-5923.469,-5672.047,-251.42236,-0.1858706
2322,39,prelim_load_avg_hourly,-1946.945,-2043.6704,96.725464,0.08668015
2967,40,prelim_load_avg_hourly,-2564.86,-2338.6138,-226.24634,-0.16616131
3156,41,prelim_load_avg_hourly,-2577.459,-1656.8645,-920.5945,-0.7097382
7241,42,prelim_load_avg_hourly,598.23,-2447.3323,3045.5623,2.3952043
6373,43,prelim_load_avg_hourly,-2813.076,-2698.6318,-114.44409,-0.078635894
6135,44,prelim_load_avg_hourly,-7986.294,-8086.8926,100.59863,0.0897123
5345,45,prelim_load_avg_hourly,-7662.679,-7762.403,99.72363,0.08902729
1346,46,prelim_load_avg_hourly,-2851.156,-3993.4045,1142.2485,0.9051776
4620,47,prelim_load_avg_hourly,-4332.845,-5486.6777,1153.8325,0.91424626
7575,48,prelim_load_avg_hourly,-2966.24,-2144.2986,-821.9414,-0.6325067
7007,49,prelim_load_avg_hourly,-109.238,1587.6978,-1696.9358,-1.3175042
8653,50,prelim_load_avg_hourly,-2290.401,-3672.4585,1382.0576,1.0929143
1728,51,prelim_load_avg_hourly,-1754.444,-2497.3403,742.89636,0.59254104
372,52,prelim_load_avg_hourly,-3840.889,-1908.3546,-1932.5343,-1.5019447
8637,53,prelim_load_avg_hourly,-4562.056,-3489.9858,-1072.0703,-0.82832247
2946,54,prelim_load_avg_hourly,-1446.866,-2161.2336,714.3677,0.5702071
3191,55,prelim_load_avg_hourly,-3121.588,-2846.9192,-274.6687,-0.20406921
3882,56,prelim_load_avg_hourly,-3882.671,-2128.001,-1754.6699,-1.3627019
4838,57,prelim_load_avg_hourly,-6376.106,-6458.7656,82.65967,0.07566861
2902,58,prelim_load_avg_hourly,915.065,-832.8884,1747.9534,1.3793592
6503,59,prelim_load_avg_hourly,-949.671,-378.4397,-571.2313,-0.436236
5581,60,prelim_load_avg_hourly,-5680.545,-5444.6855,-235.85938,-0.17368698
8139,61,prelim_load_avg_hourly,-519.616,-4762.477,4242.861,3.3325207
6636,62,prelim_load_avg_hourly,-2380.047,-1430.155,-949.8921,-0.7326741
6499,63,prelim_load_avg_hourly,-11.686,-1043.3542,1031.6682,0.81860876
258,64,prelim_load_avg_hourly,-3107.781,-1920.2145,-1187.5665,-0.91873974
241,65,prelim_load_avg_hourly,-5547.692,-5483.975,-63.716797,-0.03892356
2924,66,prelim_load_avg_hourly,124.532,-566.7705,691.3025,0.5521503
3064,67,prelim_load_avg_hourly,-4140.062,-3530.1892,-609.8728,-0.46648684
2688,68,prelim_load_avg_hourly,666.476,-1567.6262,2234.1023,1.7599454
8415,69,prelim_load_avg_hourly,346.682,-2559.002,2905.684,2.2856996
7347,70,prelim_load_avg_hourly,576.51,-2229.6492,2806.1592,2.2077856
7467,71,prelim_load_avg_hourly,772.232,-1000.6594,1772.8914,1.3988822
4241,72,prelim_load_avg_hourly,-1399.944,-3964.2224,2564.2783,2.018427
4066,73,prelim_load_avg_hourly,-3630.865,-2910.2837,-720.5813,-0.553156
6696,74,prelim_load_avg_hourly,-2516.741,-1881.6025,-635.1384,-0.4862663
5658,75,prelim_load_avg_hourly,-3834.815,-2980.82,-853.9949,-0.6576001
1295,76,prelim_load_avg_hourly,-3827.788,-4100.2363,272.44824,0.22424637
7533,77,prelim_load_avg_hourly,-1063.611,-2129.638,1066.027,0.84550685
6095,78,prelim_load_avg_hourly,-4150.248,-2121.0117,-2029.2363,-1.5776488
6419,79,prelim_load_avg_hourly,-2757.078,-3372.355,615.2771,0.49263313
4238,80,prelim_load_avg_hourly,-3305.615,-4789.8203,1484.2053,1.1728816
5940,81,prelim_load_avg_hourly,-5240.949,-4780.0117,-460.9375,-0.34989145
549,82,prelim_load_avg_hourly,-5489.915,-6149.1323,659.2173,0.5270321
2348,83,prelim_load_avg_hourly,22.945,-548.9092,571.8542,0.4586391
2737,84,prelim_load_avg_hourly,164.193,66.18457,98.00842,0.08768453
4172,85,prelim_load_avg_hourly,-2157.744,-1418.2764,-739.4675,-0.5679413
5586,86,prelim_load_avg_hourly,-8333.858,-6345.0005,-1988.8579,-1.5460382
8465,87,prelim_load_avg_hourly,-817.922,-2854.5068,2036.5848,1.605317
22,88,prelim_load_avg_hourly,-4204.139,-2103.267,-2100.872,-1.6337295
4618,89,prelim_load_avg_hourly,-5091.537,-4952.1294,-139.40771,-0.0981789
5506,90,prelim_load_avg_hourly,-6675.694,-5387.2646,-1288.4292,-0.99770105
3650,91,prelim_load_avg_hourly,-8174.034,-5493.509,-2680.5254,-2.0875165
3189,92,prelim_load_avg_hourly,-2152.121,-2658.9941,506.87305,0.407768
7718,93,prelim_load_avg_hourly,-2624.816,-2859.372,234.55615,0.19458218
5393,94,prelim_load_avg_hourly,-4349.167,-4014.9424,-334.2246,-0.2506931
6018,95,prelim_load_avg_hourly,-5785.788,-5980.1025,194.31445,0.16307859
8628,96,prelim_load_avg_hourly,-2409.562,-2706.302,296.74,0.2432634
8490,97,prelim_load_avg_hourly,-1709.304,-3501.0923,1791.7883,1.4136759
2755,98,prelim_load_avg_hourly,1134.068,-617.58716,1751.6552,1.3822572
7004,99,prelim_load_avg_hourly,-1396.532,-427.99756,-968.5344,-0.74726844
692,100,prelim_load_avg_hourly,-5233.266,-4523.311,-709.9551,-0.5448372
4217,101,prelim_load_avg_hourly,-2313.061,-3323.4814,1010.4204,0.8019747
3427,102,prelim_load_avg_hourly,-6361.155,-5749.078,-612.07666,-0.46821216
931,103,prelim_load_avg_hourly,-224.908,-4366.0234,4141.115,3.2528682
7529,104,prelim_load_avg_hourly,-2884.819,-1544.5857,-1340.2334,-1.0382564
1195,105,prelim_load_avg_hourly,-5635.996,-5249.534,-386.4619,-0.29158756
7044,106,prelim_load_avg_hourly,2006.528,-447.42065,2453.9487,1.9320543
7989,107,prelim_load_avg_hourly,-3268.412,-3440.2803,171.86816,0.14550631
3208,108,prelim_load_avg_hourly,-3022.781,-2591.3657,-431.41528,-0.32677972
2581,109,prelim_load_avg_hourly,-3417.247,-3598.1917,180.94458,0.15261187
6639,110,prelim_load_avg_hourly,-2291.382,-3252.0342,960.6521,0.7630131
7695,111,prelim_load_avg_hourly,82.731,-1023.71484,1106.4458,0.8771491
4022,112,prelim_load_avg_hourly,-4858.457,-4093.6501,-764.8069,-0.58777845
5967,113,prelim_load_avg_hourly,-5572.463,-5614.9307,42.467773,0.044204015
8511,114,prelim_load_avg_hourly,-2800.724,-3296.9985,496.2744,0.39947078
2784,115,prelim_load_avg_hourly,-1479.749,-3647.6838,2167.9348,1.7081456
6957,116,prelim_load_avg_hourly,-1579.233,-1608.218,28.984985,0.03364889
7626,117,prelim_load_avg_hourly,52.097,-328.02563,380.12262,0.30854025
3442,118,prelim_load_avg_hourly,-5438.683,-5435.3125,-3.3706055,0.008319016
1908,119,prelim_load_avg_hourly,-5870.96,-5837.9805,-32.979492,-0.014860577
4083,120,prelim_load_avg_hourly,-6069.559,-2908.9028,-3160.6562,-2.4633913
5445,121,prelim_load_avg_hourly,-5168.391,-4563.1807,-605.21045,-0.4628369
8571,122,prelim_load_avg_hourly,-3435.985,-3357.4558,-78.5293,-0.050519664
5730,123,prelim_load_avg_hourly,-8102.891,-8095.4575,-7.4335938,0.0051382673
1212,124,prelim_load_avg_hourly,-9441.806,-9938.592,496.78613,0.39987138
4919,125,prelim_load_avg_hourly,-7417.529,-5951.8164,-1465.7124,-1.1364888
1564,126,prelim_load_avg_hourly,-2116.384,-1860.8936,-255.49048,-0.18905537
4419,127,prelim_load_avg_hourly,-5564.11,-4958.0444,-606.0654,-0.46350622
3154,128,prelim_load_avg_hourly,-3329.67,-2203.5483,-1126.1216,-0.870637
6960,129,prelim_load_avg_hourly,-1247.724,-449.87744,-797.84656,-0.6136438
1505,130,prelim_load_avg_hourly,-5284.694,-5037.248,-247.4458,-0.18275751
3710,131,prelim_load_avg_hourly,-8301.022,-7974.851,-326.1714,-0.24438857
7624,132,prelim_load_avg_hourly,-701.089,19.476318,-720.5653,-0.5531435
2307,133,prelim_load_avg_hourly,-3452.764,-1901.7493,-1551.0146,-1.2032685
743,134,prelim_load_avg_hourly,-4065.263,-2156.544,-1908.719,-1.4833007
1484,135,prelim_load_avg_hourly,-4365.915,-3729.0066,-636.90845,-0.48765194
2206,136,prelim_load_avg_hourly,-7751.69,-7313.2334,-438.45654,-0.33229205
444,137,prelim_load_avg_hourly,-6893.408,-5041.8823,-1851.5259,-1.4385265
1237,138,prelim_load_avg_hourly,-11774.778,-10680.861,-1093.917,-0.8454253
6099,139,prelim_load_avg_hourly,-6248.752,-5163.7104,-1085.0415,-0.8384771
8499,140,prelim_load_avg_hourly,-3387.676,-2281.6465,-1106.0295,-0.85490775
6046,141,prelim_load_avg_hourly,-6363.423,-7671.7183,1308.2954,1.0351689
5182,142,prelim_load_avg_hourly,-3181.341,-3781.3394,599.9983,0.48067197
6428,143,prelim_load_avg_hourly,-2299.876,-1337.333,-962.54297,-0.74257797
3527,144,prelim_load_avg_hourly,-5301.156,-3816.963,-1484.1929,-1.1509564
5725,145,prelim_load_avg_hourly,-7722.189,-7480.797,-241.39209,-0.17801832
2797,146,prelim_load_avg_hourly,-2296.63,-3187.446,890.81616,0.7083414
3358,147,prelim_load_avg_hourly,-4398.521,-4014.0884,-384.43262,-0.28999892
5038,148,prelim_load_avg_hourly,-4166.257,-3826.5913,-339.66553,-0.25495258
1721,149,prelim_load_avg_hourly,-3634.225,-3484.5437,-149.6814,-0.10622174
5277,150,prelim_load_avg_hourly,-4201.155,-5221.506,1020.3511,0.80974907
5878,151,prelim_load_avg_hourly,-6859.513,-5536.587,-1322.9263,-1.0247073
3493,152,prelim_load_avg_hourly,-7415.683,-6488.586,-927.09717,-0.7148289
6818,153,prelim_load_avg_hourly,-746.905,168.46777,-915.3728,-0.7056503
2653,154,prelim_load_avg_hourly,-2460.721,-902.88477,-1557.8362,-1.2086087
3021,155,prelim_load_avg_hourly,-2880.367,-2646.3682,-233.99878,-0.1722304
36,156,prelim_load_avg_hourly,-3121.496,-3086.165,-35.331055,-0.01670152
6171,157,prelim_load_avg_hourly,-6381.958,-5517.5137,-864.44434,-0.66578054
7629,158,prelim_load_avg_hourly,337.365,104.64014,232.72485,0.19314854
4578,159,prelim_load_avg_hourly,-6810.113,-6343.501,-466.61182,-0.35433367
6911,160,prelim_load_avg_hourly,132.52,-177.81445,310.33447,0.25390595
6263,161,prelim_load_avg_hourly,-2987.938,-4181.6655,1193.7275,0.94547844
572,162,prelim_load_avg_hourly,-3507.79,-3542.295,34.504883,0.037970193
5554,163,prelim_load_avg_hourly,-6117.553,-6017.1787,-100.37451,-0.067621395
668,164,prelim_load_avg_hourly,-2827.212,-3739.0557,911.84375,0.7248031
4295,165,prelim_load_avg_hourly,-2222.057,-2358.9849,136.92798,0.118153065
8555,166,prelim_load_avg_hourly,-3184.943,-2567.9775,-616.9656,-0.4720395
2686,167,prelim_load_avg_hourly,652.123,-2375.2031,3027.3262,2.380928
6684,168,prelim_load_avg_hourly,-3346.819,66.59424,-3413.4133,-2.6612647
8089,169,prelim_load_avg_hourly,-1805.607,-3405.2612,1599.6542,1.2632618
1384,170,prelim_load_avg_hourly,-3079.706,-3931.2407,851.53467,0.67758954
6660,171,prelim_load_avg_hourly,-3506.549,272.156,-3778.705,-2.9472365
2661,172,prelim_load_avg_hourly,-3907.433,-5763.1523,1855.7192,1.4637247
7523,173,prelim_load_avg_hourly,-2104.134,-97.54761,-2006.5864,-1.5599171
7414,174,prelim_load_avg_hourly,519.667,-1424.1072,1943.7742,1.5326594
2761,175,prelim_load_avg_hourly,-1481.866,-2042.973,561.10706,0.4502256
6498,176,prelim_load_avg_hourly,-854.196,-1526.9744,672.7784,0.53764856
6863,177,prelim_load_avg_hourly,-237.955,164.13037,-402.0854,-0.30381855
4195,178,prelim_load_avg_hourly,-2982.012,-3189.804,207.79199,0.17362961
3986,179,prelim_load_avg_hourly,-5567.404,-4487.9297,-1079.4741,-0.8341186
4273,180,prelim_load_avg_hourly,-7676.814,-5636.2197,-2040.5942,-1.5865405
1405,181,prelim_load_avg_hourly,-2952.62,-4222.596,1269.9761,1.0051703
1072,182,prelim_load_avg_hourly,-6863.615,-6902.1045,38.489258,0.041089397
7068,183,prelim_load_avg_hourly,-708.174,937.97705,-1646.1511,-1.2777469
5834,184,prelim_load_avg_hourly,-10563.787,-10264.399,-299.3877,-0.2234207
7750,185,prelim_load_avg_hourly,97.494,121.74487,-24.25087,-0.008027293
3715,186,prelim_load_avg_hourly,-5050.871,-3612.7803,-1438.0908,-1.1148651
5774,187,prelim_load_avg_hourly,-7473.85,-7279.8193,-194.03076,-0.14094105
7485,188,prelim_load_avg_hourly,807.21,135.06592,672.1441,0.537152
7916,189,prelim_load_avg_hourly,-3166.206,-3892.735,726.52905,0.57972777
8631,190,prelim_load_avg_hourly,-3160.748,-2856.578,-304.17017,-0.2271647
6121,191,prelim_load_avg_hourly,-5616.418,-5719.5435,103.12549,0.09169047
2818,192,prelim_load_avg_hourly,-1240.593,-1322.0139,81.4209,0.07469883
5723,193,prelim_load_avg_hourly,-7331.083,-7325.5923,-5.4907227,0.006659262
4343,194,prelim_load_avg_hourly,-5485.433,-4517.425,-968.0083,-0.7468566
1238,195,prelim_load_avg_hourly,-10053.887,-8836.814,-1217.0723,-0.94183856
8029,196,prelim_load_avg_hourly,-3957.973,-5721.2817,1763.3088,1.3913804
5626,197,prelim_load_avg_hourly,-6172.155,-4726.1924,-1445.9624,-1.1210274
7234,198,prelim_load_avg_hourly,1409.355,-264.9297,1674.2847,1.321687
854,199,prelim_load_avg_hourly,-2471.23,-1641.9993,-829.2307,-0.6382132
120,200,prelim_load_avg_hourly,-1072.183,-1664.5887,592.40576,0.47472808
6017,201,prelim_load_avg_hourly,-5755.141,-5946.2627,191.12158,0.16057903
4268,202,prelim_load_avg_hourly,-7357.749,-6843.6836,-514.0654,-0.39148316
7794,203,prelim_load_avg_hourly,13.73,-871.71484,885.4448,0.70413643
7274,204,prelim_load_avg_hourly,-564.398,-1698.2222,1133.8242,0.8985826
210,205,prelim_load_avg_hourly,-4783.223,-4847.7305,64.507324,0.061457884
1579,206,prelim_load_avg_hourly,-2397.393,-2887.5781,490.18506,0.39470366
5012,207,prelim_load_avg_hourly,-6724.177,-5517.337,-1206.8398,-0.93382806
8103,208,prelim_load_avg_hourly,-3610.469,-4678.5186,1068.0496,0.84709024
191,209,prelim_load_avg_hourly,-2310.604,-2168.7988,-141.80518,-0.10005578
2609,210,prelim_load_avg_hourly,-1317.082,-1032.481,-284.60107,-0.21184486
1676,211,prelim_load_avg_hourly,-5245.431,-5322.6616,77.23047,0.071418315
4795,212,prelim_load_avg_hourly,-3667.366,-3600.6228,-66.743164,-0.04129278
8061,213,prelim_load_avg_hourly,-1913.557,-1637.5671,-275.98987,-0.20510349
1956,214,prelim_load_avg_hourly,-4032.601,-4079.5332,46.93213,0.04769898
1667,215,prelim_load_avg_hourly,-3622.792,-3474.156,-148.63599,-0.105403334
5567,216,prelim_load_avg_hourly,-6669.167,-1758.2509,-4910.916,-3.8335984
7502,217,prelim_load_avg_hourly,189.074,-444.12622,633.2002,0.5066644
554,218,prelim_load_avg_hourly,-6246.101,-5979.458,-266.64307,-0.19778627
5205,219,prelim_load_avg_hourly,-3016.419,-2547.2695,-469.1494,-0.35632023
7151,220,prelim_load_avg_hourly,1811.965,2650.037,-838.07214,-0.6451348
8042,221,prelim_load_avg_hourly,-3766.087,-675.16724,-3090.9197,-2.4087975
6832,222,prelim_load_avg_hourly,993.178,661.8699,331.3081,0.27032536
6880,223,prelim_load_avg_hourly,377.66,-889.20264,1266.8627,1.002733
3002,224,prelim_load_avg_hourly,-1757.893,-2197.2085,439.31555,0.35488
1516,225,prelim_load_avg_hourly,-4258.279,-3954.3818,-303.89697,-0.22695082
7098,226,prelim_load_avg_hourly,-1409.278,-1195.8569,-213.42102,-0.1561209
5090,227,prelim_load_avg_hourly,-6400.662,-4435.0547,-1965.6074,-1.5278363
1933,228,prelim_load_avg_hourly,-6483.1,-6265.8916,-217.2085,-0.15908596
8104,229,prelim_load_avg_hourly,-3496.42,-5151.623,1655.2031,1.3067489
6160,230,prelim_load_avg_hourly,-6536.625,-6448.0625,-88.5625,-0.058374252
6143,231,prelim_load_avg_hourly,-6404.116,-5352.879,-1051.2373,-0.81201315
1223,232,prelim_load_avg_hourly,-6136.271,-6828.479,692.208,0.5528592
3914,233,prelim_load_avg_hourly,-3217.409,-3689.786,472.37695,0.38076243
6062,234,prelim_load_avg_hourly,-6583.952,-6732.091,148.13867,0.12692946
3931,235,prelim_load_avg_hourly,-1464.234,-2329.8076,865.5736,0.6885801
7195,236,prelim_load_avg_hourly,-74.252,112.16089,-186.41289,-0.13497734
7652,237,prelim_load_avg_hourly,-626.014,-905.7051,279.6911,0.22991651
8268,238,prelim_load_avg_hourly,-4415.292,-2602.3716,-1812.9204,-1.4083039
3779,239,prelim_load_avg_hourly,-5452.804,-4467.5317,-985.27246,-0.760372
2012,240,prelim_load_avg_hourly,-4744.377,-3430.4304,-1313.9465,-1.0176775
670,241,prelim_load_avg_hourly,-1838.93,-2537.595,698.6649,0.5579141
4726,242,prelim_load_avg_hourly,-5904.162,-2060.627,-3843.5352,-2.9979894
2365,243,prelim_load_avg_hourly,-3167.424,-3637.38,469.9558,0.378867
8537,244,prelim_load_avg_hourly,-3815.956,-2664.9097,-1151.0464,-0.8901496
7075,245,prelim_load_avg_hourly,-49.63,-396.51733,346.88733,0.2825217
7100,246,prelim_load_avg_hourly,-533.945,-1084.8293,550.88434,0.44222265
7187,247,prelim_load_avg_hourly,2756.372,2245.1523,511.21973,0.41117084
1336,248,prelim_load_avg_hourly,-5216.369,-4132.5107,-1083.8584,-0.8375509
6670,249,prelim_load_avg_hourly,-705.47,-114.53345,-590.9365,-0.4516624
3155,250,prelim_load_avg_hourly,-2463.341,-2996.6929,533.3518,0.42849714
132,251,prelim_load_avg_hourly,-5206.131,-1584.6428,-3621.488,-2.8241577
1228,252,prelim_load_avg_hourly,-9484.513,-10048.584,564.0713,0.45254618
5890,253,prelim_load_avg_hourly,-5733.289,-6614.5596,881.2705,0.70086855
4406,254,prelim_load_avg_hourly,-3788.69,-4498.509,709.81885,0.566646
3435,255,prelim_load_avg_hourly,-5280.14,-5609.1274,328.9873,0.2685085
5322,256,prelim_load_avg_hourly,-6429.688,-7059.248,629.56006,0.5038147
2321,257,prelim_load_avg_hourly,-2753.247,-1379.2598,-1373.9873,-1.0646809
4599,258,prelim_load_avg_hourly,-3467.429,-3336.8813,-130.5476,-0.09124268
5460,259,prelim_load_avg_hourly,-4847.693,-4434.3027,-413.39014,-0.31266856
2684,260,prelim_load_avg_hourly,-349.299,-2706.3833,2357.0842,1.856223
780,261,prelim_load_avg_hourly,-1852.01,-3216.9905,1364.9805,1.0795454
3788,262,prelim_load_avg_hourly,-2340.516,-2466.9905,126.474365,0.109969355
8474,263,prelim_load_avg_hourly,860.167,-2284.4824,3144.6494,2.4727757
5797,264,prelim_load_avg_hourly,-10138.204,-9215.848,-922.35645,-0.71111757
3554,265,prelim_load_avg_hourly,-4309.374,-1926.4678,-2382.9062,-1.8545226
1104,266,prelim_load_avg_hourly,-2924.988,-3606.1248,681.1367,0.54419196
3551,267,prelim_load_avg_hourly,-3228.197,-3291.7983,63.60132,0.060748607
4219,268,prelim_load_avg_hourly,-2405.176,-2569.001,163.82495,0.13920961
962,269,prelim_load_avg_hourly,-2743.497,-2289.4033,-454.09375,-0.34453377
2580,270,prelim_load_avg_hourly,-2306.879,-1758.7484,-548.1305,-0.41815132
964,271,prelim_load_avg_hourly,-2554.476,-3319.4197,764.9436,0.60980093
1826,272,prelim_load_avg_hourly,-3422.611,-3210.7764,-211.83472,-0.15487905
1573,273,prelim_load_avg_hourly,-2943.318,-2228.463,-714.8552,-0.54867333
7919,274,prelim_load_avg_hourly,-3435.156,-3323.257,-111.898926,-0.076643385
2990,275,prelim_load_avg_hourly,-3369.721,-3870.2102,500.48926,0.4027704
2185,276,prelim_load_avg_hourly,-3607.654,-3715.4893,107.835205,0.09537751
6603,277,prelim_load_avg_hourly,-4186.916,-270.33398,-3916.582,-3.0551748
8177,278,prelim_load_avg_hourly,-5398.938,-5555.2744,156.33643,0.13334715
4345,279,prelim_load_avg_hourly,-6967.848,-5933.8574,-1033.9907,-0.7985115
4767,280,prelim_load_avg_hourly,-4217.282,-3139.115,-1078.1672,-0.8330955
7269,281,prelim_load_avg_hourly,742.865,1212.4673,-469.6023,-0.3566748
6746,282,prelim_load_avg_hourly,-2735.765,-1179.6741,-1556.0908,-1.2072424
1152,283,prelim_load_avg_hourly,-5741.779,-4741.0615,-1000.7173,-0.7724631
6693,284,prelim_load_avg_hourly,-265.738,-495.4839,229.74588,0.19081642
5328,285,prelim_load_avg_hourly,-7179.062,-9769.566,2590.5044,2.038958
2846,286,prelim_load_avg_hourly,-2052.666,-2210.793,158.12695,0.13474888
3257,287,prelim_load_avg_hourly,-881.984,-1389.5415,507.5575,0.40830383
475,288,prelim_load_avg_hourly,-5846.035,-4537.483,-1308.5522,-1.0134546
4032,289,prelim_load_avg_hourly,-4124.489,-3087.0266,-1037.4622,-0.8012291
8569,290,prelim_load_avg_hourly,-3445.665,-2847.4844,-598.18066,-0.45733353
8536,291,prelim_load_avg_hourly,-3222.371,-3726.9385,504.56738,0.405963
2594,292,prelim_load_avg_hourly,-4693.479,-2634.721,-2058.758,-1.6007601
3888,293,prelim_load_avg_hourly,-1882.125,-1783.3795,-98.74548,-0.066346094
5302,294,prelim_load_avg_hourly,-6423.191,-6284.2744,-138.9165,-0.09779435
110,295,prelim_load_avg_hourly,-999.933,-2761.5923,1761.6593,1.390089
3864,296,prelim_load_avg_hourly,-2978.641,-3319.1528,340.51172,0.2775305
66,297,prelim_load_avg_hourly,-2696.994,-4405.276,1708.282,1.3483021
4714,298,prelim_load_avg_hourly,-4194.871,-4126.0645,-68.80664,-0.04290819
6754,299,prelim_load_avg_hourly,-110.204,778.5781,-888.7821,-0.6848336
4897,300,prelim_load_avg_hourly,-6636.948,-6138.1226,-498.82568,-0.37955257
5899,301,prelim_load_avg_hourly,-5486.231,-5852.367,366.13623,0.29759088
3267,302,prelim_load_avg_hourly,-2633.066,-2364.2769,-268.78906,-0.19946629
3213,303,prelim_load_avg_hourly,-786.945,-2585.9111,1798.9661,1.4192951
974,304,prelim_load_avg_hourly,-2728.659,-5137.4546,2408.7957,1.8967057
1491,305,prelim_load_avg_hourly,-2871.264,-3904.2715,1033.0076,0.8196573
6231,306,prelim_load_avg_hourly,-3337.071,-3438.3918,101.3208,0.09027766
6355,307,prelim_load_avg_hourly,-2912.203,-2622.259,-289.94385,-0.2160275
1148,308,prelim_load_avg_hourly,-5497.471,-5463.225,-34.246094,-0.015852148
715,309,prelim_load_avg_hourly,-4751.568,-3876.8813,-874.6865,-0.67379874
2376,310,prelim_load_avg_hourly,11.001,633.29834,-622.29736,-0.47621354
6662,311,prelim_load_avg_hourly,-2989.86,-1667.2671,-1322.593,-1.0244465
2830,312,prelim_load_avg_hourly,-2110.793,-1924.9438,-185.84912,-0.13453598
7294,313,prelim_load_avg_hourly,1747.039,1319.9756,427.06335,0.34528825
5269,314,prelim_load_avg_hourly,-4549.836,-5067.85,518.01416,0.41648993
8404,315,prelim_load_avg_hourly,-2059.638,-3453.8103,1394.1724,1.1023985
5011,316,prelim_load_avg_hourly,-7415.566,-7101.651,-313.91504,-0.23479356
4943,317,prelim_load_avg_hourly,-5464.346,-4988.483,-475.86328,-0.36157626
5825,318,prelim_load_avg_hourly,-11676.586,-11268.103,-408.4834,-0.30882728
5376,319,prelim_load_avg_hourly,-5334.356,-8616.148,3281.7925,2.5801394
5585,320,prelim_load_avg_hourly,-8136.811,-6371.97,-1764.8408,-1.3706642
2218,321,prelim_load_avg_hourly,-4993.352,-3492.558,-1500.794,-1.1639527
381,322,prelim_load_avg_hourly,-2546.89,-4572.081,2025.1912,1.5963974
4988,323,prelim_load_avg_hourly,-9664.183,-8475.321,-1188.8613,-0.9197534
8236,324,prelim_load_avg_hourly,-3549.66,-3206.8833,-342.7766,-0.25738811
1553,325,prelim_load_avg_hourly,-3365.14,-2990.8394,-374.30054,-0.2820669
1887,326,prelim_load_avg_hourly,-7826.158,-7080.988,-745.1704,-0.5724058
