solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,gross_inadv_interchange_mw
0.123934895,0.11810796,0.22345503,0.02842862,0.34404767,0.12759972,0.1964227,0.0066614333,0.2754281,0.28299928,0.3095792,0.086233586,0.16746119,0.017480195,0.47704247,0.12093887,0.017593808,0.060935397,0.17063412,0.74733454,0.26830024,0.19804937,0.016628096,0.22170888,0.46786115,0.10166419,0.45032465,0.017507134,0.13535966,0.06579743,0.1307787,0.07819585,0.7127195,0.15873422
0.11901961,0.106340565,0.20670551,0.019226354,0.32558182,0.12317639,0.16595249,0.0031019195,0.26274547,0.28089726,0.30654708,0.08682952,0.14672522,0.009866777,0.46007657,0.107097715,0.010184651,0.04518242,0.1498779,0.7220539,0.24932031,0.1740437,0.009903047,0.213663,0.42924547,0.08772241,0.44916698,0.0096913865,0.12760538,0.053634215,0.11605824,0.07043593,0.68227935,0.16009003
0.1157089,0.09304519,0.18763193,0.012687438,0.306219,0.110177085,0.14051473,0.0013223921,0.25766554,0.2764653,0.29446137,0.083643705,0.121057585,0.0052223746,0.43397924,0.095840186,0.0054135076,0.031533346,0.13406645,0.7030004,0.23587237,0.15575378,0.0055613504,0.2105433,0.40846017,0.08947426,0.4402537,0.0049784067,0.123295955,0.04286639,0.09376922,0.06872266,0.6647151,0.15394956
0.10932373,0.08243903,0.17046767,0.007553855,0.30988976,0.105072126,0.12825577,0.0005236029,0.2520839,0.2755601,0.28705743,0.079018116,0.104991995,0.0026189229,0.43423378,0.08949764,0.0026601837,0.020919668,0.11891353,0.6796326,0.225654,0.14004236,0.002918086,0.20301272,0.38841152,0.08682237,0.41720915,0.0023389056,0.117477484,0.033104528,0.080765955,0.061052967,0.6635288,0.1537568
0.10977215,0.0708022,0.15487018,0.004374464,0.29615584,0.09811496,0.10712843,0.00018869995,0.24734652,0.26363832,0.27745017,0.08403247,0.087832004,0.0012286479,0.4127297,0.083213724,0.0012199255,0.01468137,0.11307954,0.6643359,0.22243701,0.12658359,0.001482157,0.20013179,0.3651517,0.08580517,0.4102903,0.0010199243,0.1247509,0.02705881,0.068613954,0.055751484,0.6521462,0.139143
0.11346632,0.062579505,0.1399108,0.002250298,0.28793642,0.094548054,0.08755057,6.221821e-05,0.2374492,0.2638201,0.27046528,0.0888147,0.075838804,0.0005301688,0.3894188,0.074382,0.00051479496,0.009308048,0.098745614,0.64679074,0.2053794,0.11121698,0.0006953985,0.19866285,0.3409877,0.08592992,0.40422302,0.0004012289,0.122776665,0.019872105,0.05795159,0.048653632,0.62704563,0.13986427
0.10749786,0.05402374,0.12823403,0.0010575727,0.28078339,0.09427177,0.07408983,1.854198e-05,0.23590119,0.25845775,0.267398,0.08647105,0.06250894,0.00021365992,0.38857266,0.07356521,0.00019764873,0.0056499974,0.090586565,0.61287194,0.20147586,0.10507246,0.0003046471,0.19296123,0.3365868,0.080986254,0.397358,0.0001446187,0.12243498,0.014060977,0.048775468,0.04282962,0.61533374,0.13503015
0.10597734,0.047666945,0.1166478,0.00045453824,0.2825014,0.092261665,0.060663983,4.9922583e-06,0.23117827,0.25879782,0.26356965,0.08877066,0.05475152,7.9391735e-05,0.37955502,0.068070166,7.037431e-05,0.0033019257,0.08045062,0.6015197,0.18908459,0.102252856,0.00012487783,0.18802318,0.31613296,0.081193395,0.39500907,4.7482983e-05,0.12696798,0.009565576,0.041357737,0.039401304,0.6017533,0.13316631
0.105828576,0.04101733,0.10498991,0.00018083163,0.27280593,0.09271203,0.051535934,1.2059598e-06,0.23807123,0.25278556,0.25653392,0.0918893,0.0460858,2.721643e-05,0.37559402,0.06510425,2.2936145e-05,0.0018548626,0.07282004,0.598619,0.18160392,0.09560456,4.7420395e-05,0.18428487,0.29495963,0.083809406,0.38280103,1.4124465e-05,0.12333671,0.0058308886,0.033648483,0.035774846,0.5956494,0.13071127
0.10308292,0.034343045,0.09430555,6.58405e-05,0.27046648,0.09028531,0.04329711,2.5903623e-07,0.22989687,0.24789025,0.25695345,0.08962978,0.0371454,8.541255e-06,0.35452887,0.060731303,6.801067e-06,0.0010030421,0.06510566,0.57911974,0.17334469,0.08858915,1.6637307e-05,0.18846284,0.28771105,0.08299089,0.37419146,3.7978248e-06,0.13014725,0.0034545516,0.026993277,0.030386824,0.58586,0.12848559
0.10146759,0.029060682,0.0879635,2.1966449e-05,0.27319384,0.0892424,0.034698825,4.906138e-08,0.22522798,0.24837215,0.25672984,0.09629889,0.030686654,2.438914e-06,0.339804,0.058344144,1.8290591e-06,0.0005022018,0.06028702,0.5516903,0.17102037,0.08301817,5.3608587e-06,0.19278185,0.2773192,0.086754635,0.3727579,9.1632864e-07,0.14062926,0.001905669,0.022361243,0.028009212,0.56995577,0.12787734
0.10063292,0.02455702,0.078575075,6.6835005e-06,0.27126586,0.089325644,0.028922776,8.116298e-09,0.21654017,0.24565576,0.24982159,0.09713811,0.025009202,6.29362e-07,0.34078354,0.059681267,4.4210313e-07,0.00023779104,0.054446094,0.5375241,0.16543113,0.07924809,1.5776469e-06,0.18679853,0.2650472,0.08261696,0.37302762,1.9692438e-07,0.13374847,0.00095217786,0.018053386,0.023521425,0.5628102,0.12878768
0.101703174,0.02048125,0.072679654,1.8461645e-06,0.27072367,0.08872446,0.023718717,1.1609023e-09,0.21303311,0.24215165,0.24697848,0.09269022,0.020031359,1.4573185e-07,0.3341338,0.056789804,9.538798e-08,0.000106416664,0.04871678,0.5274235,0.16188708,0.07180409,4.2115255e-07,0.184891,0.2550115,0.086703375,0.35736245,3.7393853e-08,0.13805008,0.00044691897,0.013794488,0.020347597,0.5494457,0.12720315
0.101338565,0.017121036,0.06566425,4.6072088e-07,0.26408225,0.09237911,0.018806646,1.4195578e-10,0.20332277,0.24696173,0.24588288,0.09144911,0.015376321,3.003664e-08,0.3229672,0.055638596,1.8215179e-08,4.469064e-05,0.04438468,0.51523125,0.15785003,0.06915538,1.01256845e-07,0.18121238,0.2483939,0.08831298,0.35975623,6.2164456e-09,0.13711092,0.00019289956,0.00970975,0.017232303,0.53798616,0.13056242
0.10067701,0.013513665,0.058488503,1.0299131e-07,0.2669342,0.088784926,0.0150431,1.4659133e-11,0.19537671,0.23870957,0.2440029,0.09300728,0.011907788,5.4621436e-09,0.3200102,0.05570286,3.0489318e-09,1.754469e-05,0.040436316,0.4998493,0.15594684,0.06964009,2.1754367e-08,0.18317823,0.23494242,0.08861753,0.35938227,8.956201e-10,0.13394211,7.742552e-05,0.0069615566,0.015072923,0.53106445,0.12916371
0.100450605,0.010927462,0.053011034,2.0459243e-08,0.27318314,0.09537167,0.011443652,1.2612701e-12,0.1963177,0.2449697,0.24267535,0.099452905,0.008962407,8.6792185e-10,0.31178838,0.05343464,4.4290085e-10,6.3973093e-06,0.03563783,0.48988813,0.15181707,0.06795749,4.1406363e-09,0.18143298,0.22443426,0.0900493,0.3495878,1.10585714e-10,0.12952599,2.8773991e-05,0.004613906,0.012802097,0.51937544,0.1304045
0.09844997,0.008358299,0.04713238,3.5790595e-09,0.27057478,0.09641799,0.00887465,8.9093236e-14,0.19103788,0.23922263,0.24010788,0.10422478,0.0064779404,1.1925261e-10,0.3042846,0.054036353,5.52183e-11,2.159612e-06,0.032165032,0.47298133,0.15133943,0.07237672,6.9171313e-10,0.18080881,0.21944539,0.08952836,0.3482941,1.156049e-11,0.13354479,9.902158e-06,0.0029546435,0.0105893025,0.51268846,0.12777193
0.10623655,0.0064178067,0.040982652,5.459959e-10,0.25672787,0.09714521,0.00682473,5.0837287e-15,0.194,0.23961231,0.24272369,0.10944139,0.0042485488,1.4006476e-11,0.30946824,0.05063975,5.8372534e-12,6.688514e-07,0.02750801,0.45937634,0.14500554,0.07634417,1.0039319e-10,0.1850101,0.19946298,0.0923436,0.3424644,1.0096068e-12,0.12886299,3.1270067e-06,0.001841927,0.008413332,0.4999371,0.12952669
0.100006685,0.0048072943,0.036786146,7.1864674e-11,0.26510283,0.10001114,0.005002877,2.3018652e-16,0.19035168,0.23867413,0.24635535,0.10825791,0.002974002,1.3887664e-12,0.29387584,0.051936872,5.1632163e-13,1.8981507e-07,0.02464524,0.4440051,0.14406537,0.078890204,1.2519303e-11,0.18810183,0.19684322,0.0881318,0.343632,7.259001e-14,0.12837125,9.021055e-07,0.0010420552,0.0064171846,0.49522084,0.1307529
0.103525676,0.0035195649,0.03199075,8.065322e-12,0.2588106,0.09794993,0.0036846385,8.109722e-18,0.17839356,0.23718373,0.2407796,0.107038975,0.0019345863,1.1466029e-13,0.3001001,0.050832454,3.7663e-14,4.884531e-08,0.021805624,0.44081375,0.14433417,0.078800574,1.3252387e-12,0.18362851,0.19358169,0.090829805,0.3313777,4.2284537e-15,0.13388576,2.3636494e-07,0.0005610287,0.0050150794,0.49368006,0.12765084
0.10785166,0.0025148198,0.028313583,7.619712e-13,0.26540712,0.10087404,0.0026234968,2.1753726e-19,0.17956421,0.23402774,0.24437799,0.09976842,0.0012387345,7.765342e-15,0.2912003,0.05051803,2.2298445e-15,1.1318562e-08,0.018785138,0.43567827,0.14315845,0.07844749,1.1751502e-13,0.18160342,0.18364833,0.090779305,0.32757282,1.9606896e-16,0.129569,5.5833585e-08,0.00027958764,0.0035832233,0.48375195,0.13306446
0.110202074,0.00175727,0.024233578,5.9754644e-14,0.26487848,0.10496068,0.0018298469,4.337264e-21,0.18157783,0.2358414,0.24437729,0.10767738,0.00075308926,4.2434246e-16,0.2955319,0.050533026,1.05292945e-16,2.3434983e-09,0.015641356,0.42461467,0.13943098,0.07740643,8.6037024e-15,0.17729564,0.17413735,0.09272505,0.32477027,7.097773e-18,0.12793508,1.1801767e-08,0.00013186454,0.0025006554,0.4754866,0.13227779
0.106603935,0.0011909067,0.020378279,3.8303923e-15,0.25548154,0.10368402,0.0012319864,6.2580304e-23,0.17654851,0.2366008,0.24653101,0.107089244,0.0004432168,1.8374474e-17,0.28484032,0.050230443,3.889739e-18,4.298585e-10,0.013190139,0.41935712,0.13687347,0.0832577,5.11886e-16,0.17918766,0.17257616,0.08818154,0.3272859,1.9633894e-19,0.12529072,2.2131676e-09,5.8334208e-05,0.0016296377,0.46190935,0.12810603
0.1062824,0.00078403065,0.017235419,1.9734417e-16,0.2523143,0.105183855,0.00081551704,6.342122e-25,0.18390566,0.23514639,0.24548706,0.11113528,0.00024725974,6.1799997e-19,0.28972423,0.051258378,1.1005349e-19,6.916441e-11,0.011037648,0.40742597,0.13659391,0.08326071,2.4320883e-17,0.17959687,0.16345596,0.093271144,0.31680533,4.05272e-21,0.12559395,3.6472764e-10,2.4169845e-05,0.0010343981,0.46117875,0.1325024
0.10852386,0.0004979434,0.013981408,8.021492e-18,0.25235015,0.10386591,0.0005135479,4.3658463e-27,0.1741238,0.23112217,0.24737133,0.11401174,0.00013283132,1.5792872e-20,0.28329843,0.04860463,2.3292923e-21,9.662469e-12,0.009089247,0.40878633,0.1356006,0.08748129,9.052437e-19,0.18174331,0.15688954,0.088109754,0.3163321,6.079699e-23,0.12555946,5.22847e-11,9.318444e-06,0.0006177171,0.4463811,0.13004634
0.107573725,0.00030749897,0.01153393,2.5203038e-19,0.25635695,0.10667515,0.000313464,1.9658462e-29,0.17606337,0.23472346,0.2499715,0.117623076,6.7621135e-05,2.9924367e-22,0.28587824,0.048975818,3.5927584e-23,1.1587634e-12,0.0073748096,0.38639796,0.13559248,0.08811545,2.5842258e-20,0.18490209,0.15224825,0.089094676,0.30855122,6.436231e-25,0.12113463,6.4475755e-12,3.3279082e-06,0.000351681,0.43875074,0.13152198
0.11269839,0.00018266568,0.008886284,5.9840564e-21,0.25029683,0.103126675,0.00018536914,5.547229e-32,0.17147149,0.23396201,0.24548082,0.117189474,3.2644803e-05,4.091487e-24,0.27895662,0.049991805,3.9224617e-25,1.1782662e-13,0.0057655605,0.38041124,0.13123333,0.08554584,5.527058e-22,0.18442243,0.14878935,0.089777656,0.31218114,4.652373e-27,0.1149481,6.757043e-13,1.0957016e-06,0.00019173541,0.43701547,0.13296998
0.11416973,0.00010434571,0.007078959,1.0471188e-22,0.24868548,0.10269187,0.00010454174,9.3406474e-35,0.17887259,0.23156759,0.24997725,0.11806006,1.4980415e-05,3.916134e-26,0.2693631,0.05084882,2.9338877e-27,1.00224225e-14,0.004532048,0.37236896,0.1313981,0.08305443,8.6288674e-24,0.17729084,0.1406088,0.089884035,0.30547574,2.2124832e-29,0.11725426,5.9386374e-14,3.3141725e-07,9.927655e-05,0.43457264,0.12821011
0.114103235,5.7194622e-05,0.0055173687,1.3132209e-24,0.25149974,0.107700855,5.6420904e-05,8.8693656e-38,0.17754966,0.23498844,0.25287387,0.12058965,6.4544497e-06,2.5361876e-28,0.26461056,0.054255847,1.4491886e-29,7.0270483e-16,0.003471391,0.3709271,0.13188975,0.08398056,9.552387e-26,0.17835939,0.1346442,0.09079298,0.30135107,6.6368764e-32,0.121887445,4.3139854e-15,9.147917e-08,4.8471713e-05,0.43075207,0.12352577
0.120024405,2.9967357e-05,0.0040440573,1.1441362e-26,0.24389608,0.10724895,2.9260646e-05,4.4456e-41,0.17635444,0.2312616,0.250054,0.11986328,2.6099754e-06,1.069509e-30,0.26661214,0.05331297,4.5345053e-32,3.9959527e-17,0.002533685,0.36392823,0.126889,0.08975832,7.258879e-28,0.1821787,0.131371,0.0904426,0.30369866,1.1968464e-34,0.1130604,2.5493243e-16,2.2898261e-08,2.238718e-05,0.4197902,0.13099526
0.120434865,1.495567e-05,0.0029343,6.686655e-29,0.25046396,0.1061852,1.4361221e-05,1.1e-44,0.17604235,0.23378919,0.24715169,0.11494153,9.863816e-07,2.8115145e-33,0.26369765,0.05353468,8.5709896e-35,1.8105141e-18,0.0018489277,0.354834,0.1256705,0.09055734,3.6505626e-30,0.18036932,0.12208414,0.09235603,0.30218643,1.22752e-37,0.118347935,1.2043159e-17,5.1581037e-09,9.75261e-06,0.41729492,0.12941718
0.12196323,7.0881315e-06,0.0020843663,2.5197032e-31,0.2531258,0.10987941,6.700036e-06,0.0,0.17030989,0.23389244,0.2513834,0.113028295,3.4624196e-07,4.383124e-36,0.26562753,0.053812306,9.2655463e-38,6.409586e-20,0.0013077816,0.3587752,0.124568105,0.08570955,1.1657755e-32,0.17726393,0.12334178,0.093033716,0.29574022,6.7121e-41,0.11555155,4.461501e-19,1.0368237e-09,3.986746e-06,0.40571162,0.12841246
0.12562308,3.1771528e-06,0.0014064349,5.8527005e-34,0.24814646,0.1138665,2.9436032e-06,0.0,0.17688456,0.23661865,0.24285871,0.11243453,1.1220831e-07,3.825349e-39,0.27003908,0.05318451,5.3751e-41,1.7351537e-21,0.0008850024,0.34890628,0.11685589,0.08591535,2.2549695e-35,0.17066906,0.11852894,0.08815736,0.2910081,1.8e-44,0.10809943,1.2689526e-20,1.8439587e-10,1.5236573e-06,0.40552944,0.12860745
0.12714952,1.3410496e-06,0.0009605595,7.958125e-37,0.25955787,0.11113731,1.2150384e-06,0.0,0.17445214,0.23571308,0.24945378,0.116174296,3.3410657e-08,1.747e-42,0.2569536,0.052964162,1.5e-44,3.5071857e-23,0.00059641385,0.33389038,0.119210064,0.08662182,2.5023205e-38,0.17291366,0.111369476,0.09001645,0.28931856,0.0,0.11145896,2.7067946e-22,2.8728903e-11,5.417182e-07,0.39980134,0.12448935
0.12576644,5.306909e-07,0.000626854,5.96663e-40,0.25037894,0.11232732,4.7003212e-07,0.0,0.1705949,0.23760413,0.25565475,0.11697906,9.0810675e-09,0.0,0.24988231,0.05553228,0.0,5.1544295e-25,0.00038790161,0.3341494,0.1202679,0.086893685,1.4955e-41,0.1743183,0.10936274,0.08947847,0.29142982,0.0,0.10717061,4.2190585e-24,3.8799597e-12,1.7817989e-07,0.39060923,0.1281962
0.12906393,1.9590158e-07,0.0003897779,2.3e-43,0.24819739,0.11149498,1.6932754e-07,0.0,0.17188409,0.23362474,0.24869743,0.115019135,2.236262e-09,0.0,0.25645858,0.057131633,0.0,5.347725e-27,0.00024271608,0.33827344,0.118616655,0.08394093,4e-45,0.17447224,0.105984636,0.09024053,0.28633755,0.0,0.10742935,4.6681174e-26,4.4903222e-13,5.3899488e-08,0.38822025,0.123566374
0.1281632,6.7107514e-08,0.0002368139,0.0,0.2522714,0.10912164,5.6462763e-08,0.0,0.17491944,0.2367455,0.24972826,0.11758215,4.951613e-10,0.0,0.25115293,0.059964396,0.0,3.7892052e-29,0.00014715492,0.32569194,0.121151276,0.08945407,0.0,0.17549834,0.10307028,0.0910415,0.27999273,0.0,0.10710482,3.5493555e-28,4.397482e-14,1.4898283e-08,0.3843294,0.12546581
0.13000959,2.120911e-08,0.00013764272,0.0,0.24875952,0.11097418,1.7334072e-08,0.0,0.17682816,0.23506723,0.25298387,0.12116484,9.7759405e-11,0.0,0.24900956,0.058834296,0.0,1.7665644e-31,8.542472e-05,0.3224371,0.12046402,0.082698055,0.0,0.1734263,0.09988863,0.08540965,0.2836871,0.0,0.10594741,1.7881144e-30,3.5945097e-15,3.7365058e-09,0.37694186,0.12660669
0.13341363,6.146065e-09,7.668622e-05,0.0,0.24814802,0.114287585,4.868171e-09,0.0,0.17307395,0.23430987,0.25442332,0.12015959,1.705352e-11,0.0,0.2449002,0.058073487,0.0,5.1947226e-34,4.755872e-05,0.31714153,0.11851452,0.088721365,0.0,0.17187436,0.08981251,0.08569282,0.27958858,0.0,0.100915566,5.7272403e-33,2.4157766e-16,8.4386764e-10,0.37222055,0.12321154
0.13277678,1.6220733e-09,4.0746432e-05,0.0,0.24979997,0.1117162,1.2421776e-09,0.0,0.17368169,0.23568892,0.2500018,0.11976161,2.6028585e-12,0.0,0.25262538,0.061104733,0.0,9.180997e-37,2.5344876e-05,0.3135808,0.11534668,0.09056839,0.0,0.17402758,0.08559713,0.08456933,0.27650717,0.0,0.10445377,1.112622e-35,1.31310745e-17,1.7021048e-10,0.3760554,0.12368533
0.13653131,3.8705825e-10,2.077856e-05,0.0,0.25348586,0.11178949,2.8577385e-10,0.0,0.17859416,0.23328434,0.25526643,0.121397495,3.438839e-13,0.0,0.23778169,0.060757842,0.0,9.22468e-40,1.28980255e-05,0.31473687,0.11544854,0.08825945,0.0,0.17749181,0.08480905,0.0878058,0.27510133,0.0,0.10380055,1.2418297e-38,5.669077e-19,3.038912e-11,0.3557009,0.1242886
0.13737541,8.284835e-11,1.0005512e-05,0.0,0.2487228,0.11251627,5.88073e-11,0.0,0.17388839,0.23518978,0.25345895,0.120549954,3.887005e-14,0.0,0.24507368,0.06195842,0.0,4.93e-43,6.2331696e-06,0.31681365,0.114389166,0.0833353,0.0,0.1698382,0.08291381,0.08333183,0.2733659,0.0,0.10491717,7.476e-42,1.9056508e-20,4.7561052e-12,0.35825613,0.120769404
0.14042413,1.577142e-11,4.5758247e-06,0.0,0.24508984,0.11120116,1.0729006e-11,0.0,0.1705921,0.23572803,0.2601924,0.11795831,3.7113316e-15,0.0,0.2373349,0.06315741,0.0,0.0,2.853985e-06,0.3037343,0.11385207,0.08865354,0.0,0.16861305,0.08011836,0.086648546,0.26787663,0.0,0.10456861,3e-45,4.8791605e-22,6.456516e-13,0.35369992,0.11608436
0.13791531,2.6454288e-12,1.970994e-06,0.0,0.24535102,0.1151198,1.718901e-12,0.0,0.17881945,0.2373465,0.2559578,0.12107722,2.9519718e-16,0.0,0.24499421,0.060331568,0.0,0.0,1.2324531e-06,0.30634275,0.10890164,0.078464694,0.0,0.16381785,0.07429593,0.08197474,0.26698247,0.0,0.106025495,0.0,9.286326e-24,7.515615e-14,0.3488228,0.122212045
0.14001116,3.8705118e-13,7.972306e-07,0.0,0.24845086,0.113270395,2.3932307e-13,0.0,0.17787799,0.23333809,0.25400877,0.1215,1.9264079e-17,0.0,0.23729303,0.062514246,0.0,0.0,4.998915e-07,0.3063448,0.110707,0.08059436,0.0,0.16905238,0.07178199,0.08211719,0.26781377,0.0,0.107778095,0.0,1.2787782e-25,7.408058e-15,0.34573162,0.12091668
0.14103937,4.8855024e-14,3.0139083e-07,0.0,0.24574451,0.11353928,2.8631333e-14,0.0,0.18154699,0.23772818,0.2549017,0.12527123,1.0143534e-18,0.0,0.23309216,0.06202383,0.0,0.0,1.895117e-07,0.3006094,0.11126892,0.08024191,0.0,0.1652224,0.068124086,0.08469318,0.26041737,0.0,0.1070023,0.0,1.2362049e-27,6.09916e-16,0.341171,0.12201071
0.14560546,5.2566666e-15,1.05896824e-07,0.0,0.24547775,0.11215336,2.9070666e-15,0.0,0.1699026,0.22911358,0.25383088,0.123207115,4.2312702e-20,0.0,0.23419967,0.067237824,0.0,0.0,6.680718e-08,0.29177842,0.10737821,0.08318882,0.0,0.16704415,0.06595689,0.08396681,0.26288435,0.0,0.105926335,0.0,8.11033e-30,4.1319855e-17,0.3412208,0.11487606
0.13757946,4.758738e-16,3.440598e-08,0.0,0.23860505,0.11317513,2.4715532e-16,0.0,0.1692131,0.23913278,0.24905223,0.1193684,1.3703208e-21,0.0,0.23136114,0.0657776,0.0,0.0,2.177935e-08,0.2859824,0.10768905,0.08742025,0.0,0.17550762,0.061206296,0.08155969,0.26224893,0.0,0.106784254,0.0,3.4759656e-32,2.265908e-18,0.33922595,0.12085785
0.1360716,3.5730943e-17,1.0270824e-08,0.0,0.24331371,0.110348724,1.7337375e-17,0.0,0.17139494,0.23726411,0.25149852,0.12003826,3.3694644e-23,0.0,0.2285914,0.06840462,0.0,0.0,6.52619e-09,0.29489568,0.10237688,0.09148634,0.0,0.16989245,0.059392482,0.08183853,0.25966433,0.0,0.106301755,0.0,9.3197767e-35,9.878579e-20,0.32843056,0.12057368
0.14134197,2.1906572e-18,2.799105e-09,0.0,0.23750268,0.11319789,9.873689e-19,0.0,0.1726631,0.23489776,0.2502161,0.11915803,6.1370425e-25,0.0,0.23481853,0.06969378,0.0,0.0,1.7858363e-09,0.2938259,0.1018031,0.09328385,0.0,0.16031419,0.060053963,0.082284115,0.2539773,0.0,0.10719541,0.0,1.4877415e-37,3.3566181e-21,0.32874024,0.115981214
