area_1_load_actual_mw,area_2_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_2_load_day_ahead_mw,system_load_day_ahead_mw,system_generation_mw,system_losses_mw,reserve_reg_up_mw,reserve_spin_r1_mw,reserve_spin_r2_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_natural_gas_mw,area_1_fuel_nuclear_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_1_generation_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_solar_mw,area_2_generation_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,hour_of_day
0.5777704,0.4200974,0.25601092,0.69481754,0.34193185,0.30271104,0.33873594,0.9329798,0.6835608,0.6172402,0.13955934,0.66678697,0.72152865,0.13864799,0.6293409,0.6577687,0.80579585,0.82306564,0.60270786,1.0598313,0.86980176,0.67251784,0.4931222,0.35109285,0.49654907,0.4464032,0.42539462,0.8699856,0.5213853
0.58371997,0.4020882,0.22142434,0.7084282,0.30890948,0.27310875,0.31287006,0.9546636,0.7122803,0.6243777,0.08323674,0.68516976,0.7458031,0.08223267,0.62618697,0.665673,0.84324193,0.8617177,0.59728646,1.1003693,0.90284103,0.67974514,0.5203467,0.31098682,0.4792483,0.42201662,0.41281265,0.8953866,0.53024304
0.60281396,0.3844416,0.17254527,0.7365075,0.27436912,0.2419018,0.29173315,0.9875495,0.73973614,0.6521231,0.041224666,0.71016574,0.77328205,0.01978029,0.6258126,0.6776526,0.8779872,0.9150325,0.59781504,1.148456,0.936384,0.69836944,0.54241884,0.2636325,0.4618891,0.41759497,0.3980636,0.91906714,0.54577553
0.61156887,0.3650028,0.13729437,0.7536233,0.24698074,0.2024396,0.26855198,1.0097872,0.77045715,0.660436,0.0015231399,0.738438,0.80164427,-0.043248095,0.6229439,0.681428,0.9045321,0.9485551,0.60552037,1.1754696,0.95979565,0.71060383,0.56990135,0.22409362,0.44271833,0.4045418,0.39025816,0.93428487,0.56866646
0.62011075,0.33726537,0.07755571,0.77888495,0.20021583,0.17373517,0.24721797,1.0330758,0.7845631,0.6599652,-0.056571804,0.73747945,0.83939296,-0.11552598,0.6135541,0.67855036,0.9369588,0.9953105,0.59963095,1.2076361,0.975459,0.73464215,0.6068052,0.18159182,0.41893104,0.38572475,0.37102336,0.9476379,0.5732541
0.63951445,0.31243727,0.02809105,0.7930574,0.1457332,0.13028182,0.20684369,1.0587792,0.8084606,0.6654226,-0.11091998,0.75098276,0.8549962,-0.17771484,0.60987693,0.68007797,0.96664876,1.0434805,0.60223955,1.2401336,1.001719,0.76074076,0.64333904,0.13848567,0.3941883,0.3636484,0.33911747,0.9787375,0.575065
0.65535957,0.2951314,-0.029146854,0.823653,0.09903663,0.0790903,0.17259814,1.0868226,0.8369173,0.67953324,-0.17501199,0.76277196,0.8700675,-0.24257578,0.60250527,0.6814467,1.007356,1.0724248,0.5969033,1.2679341,1.0274978,0.78424424,0.68875307,0.08477886,0.3662972,0.34150115,0.31773624,0.9996095,0.59481394
0.66600895,0.25599423,-0.09424512,0.8407555,0.04249317,0.023827733,0.13255316,1.1125932,0.85621256,0.6876065,-0.22804226,0.7707089,0.8879407,-0.31144363,0.5959079,0.6864567,1.0373503,1.0985327,0.5964824,1.2975016,1.053846,0.80657685,0.7238292,0.018718876,0.33365762,0.3052746,0.29141244,1.023481,0.6135128
0.6670032,0.2206329,-0.16031134,0.862325,-0.008187262,-0.027187675,0.08171215,1.1449038,0.8985857,0.69970435,-0.28927058,0.7825701,0.9100187,-0.38244078,0.58516467,0.68353796,1.0708762,1.1329684,0.5987578,1.3352242,1.0765072,0.8232388,0.77620786,-0.036270045,0.29720843,0.27691266,0.2663253,1.0404208,0.6198087
0.6798094,0.18040527,-0.22719494,0.8839273,-0.054477163,-0.07229165,0.040046234,1.1741751,0.93565094,0.7131399,-0.33296236,0.8133828,0.9295525,-0.43853584,0.5670731,0.6835386,1.0975254,1.1657788,0.5954114,1.3531173,1.1051068,0.8586587,0.81327236,-0.089350335,0.25536084,0.24524441,0.21947494,1.0608561,0.6294545
0.6876185,0.1469576,-0.2885965,0.9016187,-0.1152805,-0.13062303,-0.0071158106,1.2067437,0.96699125,0.7332434,-0.38452852,0.8275993,0.9400098,-0.49645936,0.5515316,0.6804041,1.1391642,1.2010589,0.59962726,1.380531,1.1319054,0.88764095,0.8551824,-0.15345433,0.20141049,0.21892501,0.17170307,1.0788561,0.6420097
0.6909301,0.106299676,-0.34458485,0.9192416,-0.1769779,-0.18779966,-0.06024013,1.2375733,0.9974976,0.75594634,-0.43976602,0.84490013,0.96089906,-0.5460929,0.53150004,0.673673,1.1794215,1.2352114,0.59638894,1.4162576,1.1529132,0.91119444,0.90376806,-0.21998478,0.15255496,0.16801319,0.119813435,1.0936352,0.6413664
0.696146,0.056090705,-0.40455803,0.93556666,-0.24365635,-0.24941422,-0.11566464,1.2601594,1.0206181,0.7706869,-0.48771882,0.87119734,0.97809994,-0.59912515,0.5191112,0.67241746,1.1970963,1.2903078,0.5921372,1.4400742,1.1748241,0.938357,0.9558766,-0.2844627,0.09282865,0.12091472,0.08243468,1.1210684,0.644349
0.70440286,0.023534164,-0.46394894,0.9542151,-0.3100169,-0.3024332,-0.17131333,1.2809148,1.0451964,0.7802757,-0.5347595,0.8889096,0.9907567,-0.64603454,0.49788693,0.6654918,1.2156447,1.3170663,0.5763107,1.4724036,1.2007656,0.95674103,0.98668736,-0.35328752,0.029866675,0.06920442,0.029391762,1.130692,0.64655435
0.7038498,-0.025942855,-0.51435405,0.97846746,-0.3674936,-0.3653929,-0.22486562,1.3161844,1.0669899,0.7889771,-0.569528,0.9016344,1.0211527,-0.6872659,0.4714969,0.65109086,1.2405303,1.3475571,0.55563205,1.4996026,1.2210537,0.9845582,1.0152136,-0.41761827,-0.033949893,0.027313748,-0.027099576,1.1404291,0.65468544
0.70676166,-0.073887125,-0.57153034,1.0136391,-0.42485198,-0.41721633,-0.28055045,1.3348668,1.0898359,0.81391895,-0.6096951,0.92006505,1.0524734,-0.7351125,0.44560736,0.6509937,1.2748708,1.3824108,0.54358596,1.517432,1.2475288,1.007874,1.0592749,-0.47292534,-0.09788113,-0.026846983,-0.08683492,1.1670463,0.67050356
0.71581435,-0.12209225,-0.61167294,1.049294,-0.46987432,-0.46876892,-0.3381695,1.3673698,1.1276866,0.8372781,-0.6495925,0.9408173,1.0944272,-0.77904004,0.42073324,0.6418046,1.3022121,1.4122999,0.5166767,1.5345036,1.2716875,1.0320363,1.0949287,-0.5262841,-0.167541,-0.07438516,-0.1448937,1.1806161,0.6751582
0.7215542,-0.16539758,-0.65843654,1.0871595,-0.52329427,-0.52195686,-0.39394426,1.3935523,1.146775,0.8505661,-0.68317974,0.95240206,1.1141062,-0.81007797,0.38584498,0.63772863,1.3310251,1.4425204,0.4900192,1.5499812,1.2989889,1.0440751,1.1213206,-0.5783361,-0.24041958,-0.1327479,-0.20616315,1.2046714,0.6901988
0.7292821,-0.22837396,-0.697267,1.1289296,-0.58006066,-0.5670303,-0.44835857,1.420329,1.1628408,0.8645004,-0.72413695,0.97596407,1.1392617,-0.85050637,0.34543803,0.6328862,1.3686137,1.4793087,0.4714601,1.5705137,1.3174857,1.0516777,1.1652769,-0.6217057,-0.3079425,-0.19466588,-0.26389036,1.2289658,0.69455874
0.7300055,-0.28887326,-0.7320915,1.1447673,-0.62685615,-0.61182034,-0.49564308,1.4454726,1.195116,0.8784652,-0.766741,0.9973946,1.1696151,-0.88263816,0.3025249,0.61901957,1.391333,1.4918748,0.4353551,1.600527,1.341032,1.0703545,1.2083517,-0.6704421,-0.3760196,-0.25781062,-0.319935,1.2586192,0.7044901
0.73491335,-0.3428681,-0.76820797,1.1770302,-0.66589844,-0.65551674,-0.5450535,1.4750152,1.208947,0.8945048,-0.7992709,1.0087928,1.2072157,-0.9123173,0.25785896,0.60520244,1.4156259,1.5073348,0.39502937,1.6218858,1.3754394,1.1008577,1.2370404,-0.7182091,-0.4378898,-0.3147764,-0.35982955,1.2854881,0.719156
0.7325898,-0.39347395,-0.80680996,1.1935812,-0.711709,-0.69473934,-0.60029197,1.4931253,1.2213297,0.91326743,-0.8321698,1.0284421,1.2401887,-0.9415379,0.20631097,0.58645034,1.4449365,1.5400577,0.3544321,1.6404305,1.4047222,1.111468,1.2669474,-0.74798715,-0.49304697,-0.37681285,-0.4174767,1.3083297,0.72608346
0.7341269,-0.44387242,-0.84070444,1.2308939,-0.74918574,-0.73458874,-0.6472199,1.507503,1.2504646,0.92569906,-0.8629248,1.0366464,1.2765309,-0.9678746,0.14586075,0.5657221,1.4737169,1.5686225,0.29884732,1.6483396,1.4206647,1.1392452,1.2923471,-0.77395976,-0.5509727,-0.43083122,-0.47422218,1.3243445,0.72529787
0.7406832,-0.4860997,-0.86845154,1.2704828,-0.77479136,-0.7727916,-0.68984234,1.5279446,1.2667412,0.9491397,-0.8936792,1.0461167,1.3053865,-0.9972474,0.079783365,0.5398225,1.4914606,1.6092842,0.23736216,1.6526289,1.4493257,1.1627595,1.3104358,-0.81130636,-0.6002542,-0.4831198,-0.5186691,1.3479578,0.7232971
0.7438671,-0.5292636,-0.8976335,1.2963123,-0.8097804,-0.810592,-0.7299867,1.544045,1.3007288,0.9652957,-0.9232839,1.0539674,1.3370408,-1.0251102,0.010281144,0.50455123,1.5094341,1.6244862,0.16176747,1.661312,1.4719968,1.183138,1.344764,-0.8481105,-0.6488042,-0.5323245,-0.57261074,1.3659768,0.71867067
0.7376399,-0.5772531,-0.9250057,1.3293338,-0.8352867,-0.84348917,-0.767664,1.5689386,1.3298548,0.981759,-0.95421976,1.0622259,1.3641138,-1.0473578,-0.07376996,0.4627966,1.5328702,1.6377876,0.085036114,1.673161,1.4907355,1.1952926,1.3768996,-0.8822813,-0.69562787,-0.5799321,-0.6212219,1.3869536,0.721245
0.72415423,-0.6255933,-0.9552807,1.3621389,-0.87162876,-0.8766065,-0.8050556,1.5886449,1.3544,0.99471354,-0.97761196,1.0650412,1.4039168,-1.0712472,-0.16366805,0.41850665,1.5620937,1.6666573,0.0016765632,1.6874237,1.5239911,1.2183024,1.4197347,-0.91188455,-0.7428794,-0.63076323,-0.6676981,1.4085338,0.7245879
0.7201457,-0.6681216,-0.98157,1.4062258,-0.8986853,-0.90785,-0.8400347,1.6143041,1.3663784,1.0126873,-1.0001167,1.095687,1.4473152,-1.0957211,-0.23496401,0.368416,1.583047,1.6902329,-0.090900965,1.6872092,1.5464333,1.2393916,1.4391229,-0.9349835,-0.7815997,-0.6788851,-0.71595246,1.4401863,0.7371274
0.71247774,-0.7083952,-1.0082268,1.440219,-0.92879707,-0.9333013,-0.8722472,1.635321,1.3969054,1.0274029,-1.0227809,1.116423,1.4639498,-1.1187623,-0.31455842,0.31307992,1.6243099,1.7151406,-0.18320468,1.6920425,1.5824764,1.2641702,1.4736358,-0.958034,-0.82329005,-0.71772486,-0.7588017,1.467718,0.73808354
0.7097453,-0.75104266,-1.0324246,1.4832712,-0.96272653,-0.9592806,-0.9038697,1.6458441,1.4130263,1.0476229,-1.0396745,1.1270335,1.4890596,-1.1433654,-0.37923974,0.2567355,1.6584964,1.7345898,-0.27335027,1.7064006,1.6283206,1.291714,1.5040206,-0.98928344,-0.8584485,-0.75510836,-0.79821444,1.5018216,0.7466857
0.6852594,-0.7931031,-1.0658498,1.4953133,-0.9919985,-0.99008894,-0.9351522,1.6604636,1.4248247,1.0643243,-1.0565934,1.1337403,1.5158048,-1.1652112,-0.4508033,0.18747072,1.6909283,1.7705457,-0.35442445,1.7248304,1.6511856,1.3136731,1.5255047,-1.0119946,-0.8926636,-0.7945075,-0.8267736,1.5436203,0.75167984
0.6717958,-0.82841617,-1.0857872,1.532116,-1.0249691,-1.0135005,-0.9622632,1.6797411,1.4319266,1.0824237,-1.0854465,1.144744,1.5546436,-1.1848963,-0.5154141,0.10627651,1.7221931,1.7873878,-0.42590547,1.7414597,1.6781998,1.3299795,1.5433463,-1.040968,-0.92558825,-0.83437556,-0.8634837,1.5734397,0.7550946
0.6569694,-0.8588309,-1.1071209,1.5533582,-1.0495616,-1.0340217,-0.99077326,1.703729,1.4370909,1.0944122,-1.0965086,1.1650833,1.5921211,-1.215351,-0.56661916,0.015348228,1.7674774,1.800905,-0.50073594,1.74856,1.6989996,1.3646073,1.5731854,-1.0653629,-0.9582208,-0.8603171,-0.8986771,1.5930412,0.7845965
0.63385653,-0.8871792,-1.1211927,1.5933609,-1.0728308,-1.0583234,-1.0139568,1.7251822,1.4584666,1.1084486,-1.1348939,1.1824496,1.631159,-1.2326859,-0.61752427,-0.07074392,1.7929908,1.8121202,-0.5647116,1.7522634,1.7138873,1.3906158,1.5778645,-1.0891243,-0.98862946,-0.88870436,-0.9309345,1.6131632,0.7982663
0.61073244,-0.9169948,-1.1446435,1.609559,-1.0945066,-1.0838611,-1.0377355,1.7310219,1.4680911,1.1257689,-1.1480017,1.1983085,1.6618803,-1.2502711,-0.6661851,-0.15858041,1.8105359,1.8312038,-0.6269851,1.7547845,1.7350636,1.4112635,1.5935817,-1.1113017,-1.0159419,-0.9208093,-0.95980936,1.6439507,0.8121277
0.5806543,-0.9411861,-1.163888,1.6466452,-1.1163695,-1.1082034,-1.062508,1.7422559,1.4786334,1.146697,-1.1655326,1.2036749,1.6911026,-1.2675484,-0.71404475,-0.24175309,1.8215566,1.8432609,-0.6802701,1.7735249,1.7532237,1.436958,1.603756,-1.1344112,-1.0408489,-0.94793224,-0.9850022,1.6538833,0.8161514
0.55255795,-0.96828514,-1.1829443,1.678297,-1.135819,-1.1307137,-1.0853726,1.7639241,1.4897771,1.1711172,-1.1817136,1.2204006,1.7021431,-1.2845308,-0.76082504,-0.33096606,1.8724979,1.863365,-0.7248765,1.784463,1.7724193,1.4571047,1.6300689,-1.1562158,-1.0668298,-0.9752293,-1.0107437,1.6810232,0.81980413
0.5110177,-0.99551374,-1.2039276,1.6857285,-1.1495415,-1.1543514,-1.1113645,1.7727686,1.5064293,1.1820102,-1.1986096,1.2294259,1.7373663,-1.3012286,-0.8081682,-0.40906543,1.9044157,1.8644679,-0.77573043,1.8041973,1.7928497,1.4747182,1.6521804,-1.1736393,-1.0926259,-1.0004193,-1.0363768,1.6874679,0.8253001
0.4644965,-1.0218232,-1.2183454,1.7182493,-1.1684462,-1.1743639,-1.1325376,1.8055551,1.5360183,1.1997521,-1.2192479,1.2434406,1.7489187,-1.3176523,-0.8519045,-0.4836291,1.9232296,1.8749638,-0.81802946,1.8161211,1.8098346,1.487558,1.6758561,-1.1912811,-1.1131377,-1.0269209,-1.059423,1.710706,0.82956666
0.40648276,-1.0469329,-1.2364578,1.7460994,-1.1895639,-1.1946295,-1.1530865,1.8117158,1.5543914,1.2126201,-1.2343435,1.2590045,1.7803017,-1.3338121,-0.8904413,-0.55163896,1.9617432,1.8816817,-0.85657716,1.8230884,1.8305541,1.519073,1.69543,-1.210245,-1.135386,-1.0509304,-1.0781868,1.7272522,0.8372088
0.33762717,-1.0722781,-1.2595613,1.7755815,-1.2064695,-1.2138575,-1.1731383,1.821065,1.5775249,1.2293605,-1.2498515,1.2626092,1.7997689,-1.3497176,-0.9211401,-0.6126242,1.9711274,1.9012902,-0.89351386,1.8249637,1.8586525,1.536625,1.6980132,-1.2288064,-1.1573166,-1.0747296,-1.0985445,1.7425612,0.85004777
0.26379073,-1.0973473,-1.2762498,1.8209215,-1.2153165,-1.232212,-1.1947559,1.8252224,1.5887313,1.2349361,-1.2715099,1.2752951,1.8237556,-1.3653786,-0.95484704,-0.66955477,1.9945145,1.9141048,-0.9289358,1.8330415,1.878629,1.5616753,1.709483,-1.24845,-1.1783437,-1.097978,-1.1192539,1.7651417,0.85339385
0.1811956,-1.1181939,-1.3090138,1.8385113,-1.2334068,-1.2502,-1.2136638,1.8426437,1.6019359,1.239632,-1.2910298,1.2761444,1.8335742,-1.3808037,-0.9805912,-0.72034377,2.0022924,1.9161531,-0.96219444,1.8410958,1.8905238,1.5917251,1.7331182,-1.2817038,-1.1987767,-1.1202798,-1.1452204,1.7866324,0.8557604
0.08519029,-1.1385679,-1.3269796,1.8532914,-1.254555,-1.267838,-1.2285763,1.863394,1.6248459,1.2484705,-1.3046964,1.2838646,1.847345,-1.3960019,-1.0121053,-0.7677346,2.003549,1.9253188,-0.9909477,1.8550079,1.9048557,1.6029841,1.7476077,-1.2909108,-1.2186548,-1.1419312,-1.1664244,1.7895718,0.8616452
-0.016385496,-1.1551856,-1.34188,1.8643315,-1.277989,-1.2851423,-1.2472794,1.8741148,1.6377996,1.257746,-1.318219,1.2906182,1.85823,-1.4109814,-1.0354419,-0.80943406,2.0300603,1.9347143,-1.0202403,1.8661717,1.9171873,1.6181234,1.7567275,-1.3042748,-1.2378559,-1.1629729,-1.1925894,1.8158576,0.86961585
-0.1148658,-1.1748896,-1.3582835,1.8977484,-1.2979579,-1.2989942,-1.2651992,1.8832774,1.6471748,1.2805232,-1.3320014,1.3033203,1.8706623,-1.4183897,-1.0520597,-0.84925604,2.0368974,1.9461391,-1.0492134,1.8752351,1.9306419,1.6290839,1.7703176,-1.3113886,-1.2567433,-1.1834431,-1.2096555,1.8331357,0.87534136
-0.21562365,-1.2032707,-1.3710076,1.9182763,-1.3141791,-1.3147616,-1.282758,1.896628,1.652449,1.2928392,-1.3457372,1.3152541,1.8785524,-1.4444282,-1.075583,-0.87860733,2.0390146,1.948342,-1.0736128,1.8770465,1.9430945,1.6389592,1.7836518,-1.3265412,-1.275174,-1.2040929,-1.2277836,1.8440119,0.8928806
-0.31351927,-1.2208588,-1.3837316,1.9402852,-1.3309026,-1.335354,-1.2999735,1.9150164,1.6784358,1.3068768,-1.3594201,1.3261734,1.8919457,-1.4574181,-1.1027882,-0.9153796,2.052061,1.9518476,-1.1024631,1.8783116,1.9596076,1.6518083,1.8065358,-1.3409477,-1.2931756,-1.2234383,-1.245574,1.8840376,0.9010254
-0.4009944,-1.2415475,-1.3964556,1.9412163,-1.3456814,-1.3521382,-1.3168625,1.9260656,1.6915212,1.3140869,-1.3730438,1.3389728,1.9077971,-1.4702258,-1.1221725,-0.94782865,2.056832,1.9707017,-1.1261604,1.8909848,1.9776671,1.6621253,1.8125576,-1.3552518,-1.3117851,-1.2423139,-1.2657113,1.8942188,0.90004617
-0.4761636,-1.2605468,-1.4091651,1.9534608,-1.3603222,-1.3676286,-1.3334404,1.9481493,1.6992996,1.3248006,-1.387039,1.353959,1.9339057,-1.4745007,-1.1437771,-0.97780526,2.061812,1.9778471,-1.1499029,1.8987584,1.9961877,1.6713877,1.8174063,-1.3694507,-1.3287929,-1.2621564,-1.2825726,1.9002317,0.91932523
-0.5507019,-1.2785478,-1.4218546,1.967704,-1.3748251,-1.3828971,-1.3497219,1.9625645,1.71716,1.3475579,-1.4004967,1.3601027,1.9717848,-1.487346,-1.1669343,-1.0098011,2.0951097,1.9888321,-1.1760356,1.915745,2.0232325,1.674466,1.8437296,-1.3835413,-1.345554,-1.2800386,-1.2991619,1.9174742,0.93162096
-0.61330026,-1.2943032,-1.4345189,1.9706348,-1.3889658,-1.3979514,-1.3648747,1.9736083,1.7215008,1.353016,-1.4138834,1.3773388,1.985453,-1.5001127,-1.1867343,-1.0370566,2.1207004,2.0213103,-1.1971127,1.921164,2.0263162,1.6875974,1.853419,-1.3975228,-1.3619868,-1.2973274,-1.3152761,1.9334648,0.96139026
-0.67112356,-1.304112,-1.4471498,1.981738,-1.415325,-1.413558,-1.3801593,1.9975598,1.7473539,1.3620015,-1.4412214,1.3971053,1.9952381,-1.5156595,-1.2101879,-1.0651779,2.1431298,2.0250335,-1.2199768,1.9259877,2.0298061,1.7008985,1.870532,-1.4113928,-1.3781089,-1.3131788,-1.3308905,1.9436396,0.9795058
-0.723207,-1.3197161,-1.4597425,1.9855661,-1.4275398,-1.4283473,-1.4108537,2.0107362,1.7829331,1.3700147,-1.4521464,1.4141892,2.0122328,-1.5279983,-1.2292159,-1.090578,2.150909,2.0233145,-1.2424377,1.9384803,2.0446253,1.7353415,1.8940477,-1.425151,-1.3939363,-1.3228347,-1.3463047,1.9500467,0.9879233
-0.77300143,-1.3351343,-1.4849609,2.0087845,-1.439642,-1.4427125,-1.4240102,2.02178,1.793499,1.3741871,-1.463058,1.4331346,2.0296361,-1.5402716,-1.2474945,-1.114991,2.1603236,2.0315576,-1.2545195,1.9442064,2.055857,1.741125,1.9058709,-1.4402481,-1.4094843,-1.3393499,-1.3616557,1.9657211,1.0041516
-0.8127227,-1.3503667,-1.495509,2.0196166,-1.4517602,-1.4568986,-1.4396781,2.0350904,1.7983682,1.389604,-1.4740368,1.4521698,2.0382705,-1.5598992,-1.2653952,-1.1349889,2.171511,2.0357344,-1.2728493,1.9431013,2.0613554,1.7482111,1.9098113,-1.4597088,-1.4247665,-1.3556192,-1.3765384,1.9692017,1.0254742
-0.8557641,-1.3580599,-1.506117,2.030911,-1.4638623,-1.4709107,-1.452466,2.0396616,1.8217753,1.4033293,-1.4850733,1.4661993,2.0533159,-1.5711105,-1.2829363,-1.1575798,2.1822004,2.0460503,-1.2920902,1.9538769,2.085434,1.7559623,1.9130421,-1.4722999,-1.4397962,-1.3723567,-1.3912557,1.972581,1.0339938
-0.8961047,-1.3731146,-1.5167896,2.0331526,-1.4759617,-1.4847542,-1.4652008,2.062581,1.826835,1.4185464,-1.4961592,1.4789653,2.0586054,-1.5823218,-1.2996827,-1.1828632,2.212339,2.0499535,-1.309604,1.9792675,2.0856566,1.767005,1.9340333,-1.48484,-1.4545856,-1.3896863,-1.4057975,1.9918168,1.0455948
-0.9342425,-1.3879831,-1.5286229,2.0353117,-1.4950875,-1.4984344,-1.4778795,2.0768425,1.8381082,1.4256026,-1.5072861,1.4811457,2.0714974,-1.6117961,-1.3183802,-1.2035326,2.2130299,2.0743399,-1.3267486,1.9816948,2.0875018,1.7875439,1.9464427,-1.4973255,-1.4658765,-1.4052032,-1.420173,1.9978507,1.0622282
-0.9661073,-1.4026706,-1.5393218,2.0433466,-1.5071399,-1.5119563,-1.4930817,2.0813062,1.8381104,1.4382641,-1.5211399,1.4899077,2.0714974,-1.6194102,-1.3347954,-1.2232509,2.2135246,2.0924878,-1.3435438,1.988744,2.0996175,1.7926384,1.9638143,-1.5097544,-1.4798161,-1.4200852,-1.4343858,2.0161211,1.094088
-0.99603677,-1.4171807,-1.5500649,2.0687153,-1.5183192,-1.5253246,-1.5054036,2.0896544,1.8488889,1.4596952,-1.532101,1.4964375,2.0714974,-1.6271816,-1.3509289,-1.2432284,2.2135246,2.1084583,-1.3600092,1.9931456,2.1041152,1.8011632,1.9837846,-1.5221226,-1.4944348,-1.4347575,-1.4484396,2.0265129,1.1060548
-1.0250826,-1.4315182,-1.5608455,2.0820072,-1.5295228,-1.5385442,-1.5176755,2.0896544,1.87415,1.4778676,-1.5430939,1.5117495,2.085006,-1.6351047,-1.3715651,-1.2614365,2.2161648,2.115908,-1.3761623,2.01172,2.1199775,1.803119,1.9822606,-1.5344284,-1.5080776,-1.4492278,-1.4623376,2.0254903,1.1520032
-1.057097,-1.4456877,-1.5716566,2.0820384,-1.540744,-1.5516192,-1.5298945,2.1051893,1.8743496,1.4650334,-1.5541116,1.5265945,2.085006,-1.6431724,-1.3865978,-1.2813045,2.2164233,2.115908,-1.3920195,2.0237653,2.121235,1.815578,1.9900645,-1.5359634,-1.5215585,-1.4635041,-1.476084,2.0279217,1.1693627
