wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,rmccp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_assigned_reg,total_pjm_rmccp_cr,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_nsr_mw_primary_reserve,system_energy_price_da,system_energy_price_rt,total_lmp_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.8499714,0.3328775,0.68743575,0.6671989,0.33222833,0.47112578,1.0,0.12766391,0.6157221,0.24322474,0.87428004,0.9082655,0.253423,0.36375925,0.32460192,0.2230718,0.32696196,0.758445,0.7275525,0.0,0.6558967,0.0,0.3071901,0.0,0.0,0.06911709,0.0,0.2454442,0.10843432,0.7426004,0.0,0.6834866,0.2880765,0.3005,0.8769469,0.7981989,0.6419105
0.86768186,0.31435695,0.69135594,0.67995393,0.2949995,0.47616586,1.0,0.08804734,0.6362643,0.20487602,0.88886607,0.940086,0.20906237,0.3375881,0.29998147,0.18565592,0.28586847,0.77510196,0.7455009,0.0,0.6640477,0.0,0.27840537,0.0,0.0,0.013580752,0.0,0.22626717,0.049399205,0.7765538,0.0,0.70049924,0.2500223,0.27837124,0.9213675,0.83667606,0.65206313
0.89392257,0.29030854,0.70294803,0.6957617,0.27973673,0.47020596,1.0,0.029083557,0.68944967,0.1724484,0.9162124,0.96699005,0.18101557,0.3187546,0.26019415,0.12364577,0.24464324,0.7855368,0.7626314,0.0,0.66466403,0.0,0.27135852,0.0,0.0,0.0,0.0,0.21088338,0.0,0.7956687,0.0,0.70323706,0.221344,0.2306985,0.95354205,0.88747716,0.6803168
0.91766906,0.25475696,0.7032022,0.71544445,0.24875396,0.48216763,1.0,0.0,0.73070544,0.13145544,0.95140386,0.9926059,0.14600685,0.28369686,0.21801503,0.088955626,0.20306355,0.79418683,0.7750455,0.0,0.668383,0.0,0.25945634,0.0,0.0,0.0,0.0,0.20120087,0.0,0.8220484,0.0,0.72099847,0.17697518,0.1743725,1.0,0.9102784,0.6902511
0.93104655,0.21997815,0.70917475,0.7397937,0.23816882,0.49705023,1.0,0.0,0.76094145,0.09611833,0.9679577,1.0,0.10514023,0.2506261,0.19040921,0.040244896,0.1646964,0.7955978,0.7960549,0.0,0.6687657,0.0,0.21700598,0.0,0.0,0.0,0.0,0.19347912,0.0,0.857336,0.0,0.72440076,0.15317397,0.14564739,1.0,0.94976777,0.6926261
0.9503147,0.18731506,0.7208403,0.76472414,0.21479379,0.5016565,1.0,0.0,0.79328346,0.05321215,0.99407077,1.0,0.070011444,0.2139652,0.15099362,0.0,0.10275122,0.8008924,0.8025821,0.0,0.6668488,0.0,0.17371722,0.0,0.0,0.0,0.0,0.17095806,0.0,0.90459764,0.0,0.73824584,0.124992825,0.11224742,1.0,0.9972788,0.7063924
0.9578191,0.16583918,0.7273191,0.78301287,0.18523096,0.49979186,1.0,0.0,0.81479794,0.025219874,1.0,1.0,0.020929726,0.18463562,0.11338476,0.0,0.053644985,0.8132757,0.8097137,0.0,0.67496413,0.0,0.14349662,0.0,0.0,0.0,0.0,0.1721536,0.0,0.9315432,0.0,0.7454462,0.08339673,0.08065785,1.0,1.0,0.70227295
0.96476805,0.14819181,0.73103637,0.8075767,0.1473181,0.5127482,1.0,0.0,0.8345922,0.0,1.0,1.0,0.0,0.14911215,0.062817894,0.0,0.0,0.82063925,0.825621,0.0,0.67185754,0.0,0.1173294,0.0,0.0,0.0,0.0,0.14953852,0.0,0.9745895,0.0,0.7661566,0.041641284,0.037805896,1.0,1.0,0.7120702
0.97551686,0.110137545,0.7363126,0.8399523,0.10650088,0.4963243,1.0,0.0,0.8766411,0.0,1.0,1.0,0.0,0.11757932,0.01066022,0.0,0.0,0.83149415,0.8545983,0.0,0.6722963,0.0,0.08975395,0.0,0.0,0.0,0.0,0.13778041,0.0,1.0,0.0,0.77977514,0.0,0.0,1.0,1.0,0.7152913
0.98525673,0.05557901,0.73136044,0.87038136,0.06995815,0.50172305,1.0,0.0,0.9193733,0.0,1.0,1.0,0.0,0.072766215,0.0,0.0,0.0,0.8334002,0.8734926,0.0,0.6705476,0.0,0.029203124,0.0,0.0,0.0,0.0,0.12021522,0.0,1.0,0.0,0.79543185,0.0,0.0,1.0,1.0,0.71089816
1.0,0.02895749,0.73330104,0.92383605,0.037602514,0.51934093,1.0,0.0,0.9475496,0.0,1.0,1.0,0.0,0.025386298,0.0,0.0,0.0,0.8500174,0.88097864,0.0,0.6607588,0.0,0.0,0.0,0.0,0.0,0.0,0.103581116,0.0,1.0,0.0,0.79861426,0.0,0.0,1.0,1.0,0.7273751
1.0,0.0,0.73744214,0.9392824,0.00068120216,0.5238611,1.0,0.0,0.9902649,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8618706,0.9072071,0.0,0.6560695,0.0,0.0,0.0,0.0,0.0,0.0,0.10120184,0.0,1.0,0.0,0.8151553,0.0,0.0,1.0,1.0,0.72722805
1.0,0.0,0.73077816,0.975983,0.0,0.53243375,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.86592615,0.9214964,0.0,0.6546923,0.0,0.0,0.0,0.0,0.0,0.0,0.06493134,0.0,1.0,0.0,0.8328844,0.0,0.0,1.0,1.0,0.7514618
1.0,0.0,0.7380105,1.0,0.0,0.5494828,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.877169,0.9430129,0.0,0.65577304,0.0,0.0,0.0,0.0,0.0,0.0,0.043269154,0.0,1.0,0.0,0.8444084,0.0,0.0,1.0,1.0,0.76932156
1.0,0.0,0.7410422,1.0,0.0,0.56037384,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.87944525,0.96779996,0.0,0.6502239,0.0,0.0,0.0,0.0,0.0,0.0,0.037269913,0.0,1.0,0.0,0.84606177,0.0,0.0,1.0,1.0,0.7812629
1.0,0.0,0.7350905,1.0,0.0,0.568981,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.88327545,0.9838384,0.0,0.64206946,0.0,0.0,0.0,0.0,0.0,0.0,0.0063525066,0.0,1.0,0.0,0.86796844,0.0,0.0,1.0,1.0,0.79584235
1.0,0.0,0.73640954,1.0,0.0,0.5735195,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8940527,1.0,0.0,0.6303777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.89096886,0.0,0.0,1.0,1.0,0.8122051
1.0,0.0,0.7262509,1.0,0.0,0.59288275,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9023464,1.0,0.0,0.62463385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.89593977,0.0,0.0,1.0,1.0,0.83292377
1.0,0.0,0.7228868,1.0,0.0,0.6151331,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9114912,1.0,0.0,0.61616844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.91728765,0.0,0.0,1.0,1.0,0.8496281
1.0,0.0,0.71741676,1.0,0.0,0.63998824,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.92730486,1.0,0.0,0.6058591,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9336597,0.0,0.0,1.0,1.0,0.8521665
1.0,0.0,0.7099538,1.0,0.0,0.6677926,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.93874395,1.0,0.0,0.6042533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.9466952,0.0,0.0,1.0,1.0,0.8839168
1.0,0.0,0.70190716,1.0,0.0,0.6857774,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.9502461,1.0,0.0,0.5865094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.97162783,0.0,0.0,1.0,1.0,0.89764607
1.0,0.0,0.68843293,1.0,0.0,0.71779954,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.95944005,1.0,0.0,0.55915624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9070658
1.0,0.0,0.6795066,1.0,0.0,0.7410359,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.98625404,1.0,0.0,0.53613657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.92586684
1.0,0.0,0.67335314,1.0,0.0,0.77265316,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.50880533,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.94601774
1.0,0.0,0.6713921,1.0,0.0,0.80203253,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4949684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.96143734
1.0,0.0,0.6602105,1.0,0.0,0.82441235,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.47069108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9781682
1.0,0.0,0.650002,1.0,0.0,0.8559606,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.43398446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.98632723
1.0,0.0,0.63320553,1.0,0.0,0.9100522,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3935721,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.9933285
1.0,0.0,0.6104603,1.0,0.0,0.9562026,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.3493323,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.58050036,1.0,0.0,0.9952313,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.308246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.5564558,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.25561064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.5288853,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.19247061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.49243137,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.12372086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.43815684,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.05070515,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.38148448,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.3241736,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.26234648,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.18774559,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.09966427,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.010988072,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0
