feature,feature_index,R2_minus_j,MSE_minus_j,Nec_j,R2_full,MSE_full,tau,minus_meets_tau,is_in_main_path,is_in_residual
gen_fuel_other_renewables_mw,13,0.9658268690109253,0.03237431498085398,0.00343167781829834,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
da_as_nsr_mw_primary_reserve,45,0.9659250974655151,0.03228120977717747,0.003333449363708496,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_as_req_mw_synchronized_reserve,7,0.9661159515380859,0.0321004463263174,0.0031425952911376953,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
gross_actual_interchange_mw,40,0.9662122130393982,0.0320092352084452,0.0030463337898254395,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_pjm_reg_purchases,12,0.9662299752235413,0.0319924154460839,0.003028571605682373,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
da_as_as_mw_thirty_minutes_reserve,0,0.9663211107254028,0.03190605582885172,0.0029374361038208008,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_losses,43,0.9663337469100952,0.03189407869117198,0.002924799919128418,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_ss_mw_primary_reserve,49,0.9663906097412109,0.03184025712515705,0.0028679370880126953,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
marginal_loss_price_da,25,0.9665063619613647,0.0317305369677431,0.0027521848678588867,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
system_energy_price_rt,28,0.9665195345878601,0.03171808969388466,0.0027390122413635254,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
forecast_load_mw_latest_available,38,0.9665531516075134,0.031686241349500675,0.002705395221710205,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
gen_fuel_wind_mw,18,0.9666200876235962,0.03162281965643803,0.0026384592056274414,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
total_lmp_da,14,0.9666735529899597,0.03157220102801192,0.002584993839263916,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_as_req_mw_primary_reserve,6,0.9668171405792236,0.031436163179644545,0.00244140625,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_pjm_rmccp_cr,17,0.9668212532997131,0.031432272102570206,0.002437293529510498,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
gross_inadv_interchange_mw,33,0.9668420553207397,0.03141255602638078,0.0024164915084838867,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_as_req_mw_thirty_minutes_reserve,5,0.9670027494430542,0.03126028870947931,0.0022557973861694336,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_ss_mw_synchronized_reserve,47,0.9670265913009644,0.031237723984437565,0.0022319555282592773,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
gen_fuel_coal_pct,51,0.9670342206954956,0.03123046138335201,0.0022243261337280273,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
prelim_load_avg_hourly,39,0.967097818851471,0.03117022448412438,0.0021607279777526855,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
rmccp,27,0.9673522710800171,0.030929187877762426,0.001906275749206543,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
metered_load_mw,37,0.9673722982406616,0.030910229713587863,0.0018862485885620117,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
system_energy_price_da,20,0.9673773050308228,0.030905442002865418,0.001881241798400879,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
gen_fuel_multiple_fuels_mw,22,0.9674558639526367,0.03083107269812012,0.001802682876586914,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
da_as_total_mw_synchronized_reserve,19,0.9675122499465942,0.030777616522888223,0.0017462968826293945,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
wind_generation_mw,32,0.9677985310554504,0.030506393909113617,0.0014600157737731934,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
congestion_price_rt,52,0.9679208397865295,0.030390535157582745,0.0013377070426940918,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
da_as_as_mw_primary_reserve,9,0.9679505228996277,0.030362408398082706,0.0013080239295959473,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_lmp_rt,26,0.9682055711746216,0.03012082802994949,0.0010529756546020508,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
congestion_price_da,54,0.9682918190956116,0.030039105780150104,0.0009667277336120605,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
gen_fuel_multiple_fuels_pct,21,0.9685460925102234,0.029798230766773043,0.0007124543190002441,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
marginal_loss_price_rt,23,0.968681275844574,0.029670120969346566,0.0005772709846496582,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_pjm_assigned_reg,8,0.9686970114707947,0.029655241291038692,0.0005615353584289551,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
total_pjm_loc_credit,42,0.9689115285873413,0.02945199603691879,0.0003470182418823242,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
forecast_load_mw_day_ahead,16,0.9699851274490356,0.02843493043882318,-0.0007265806198120117,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,False,True
net_inadv_interchange_mw,44,0.9711834788322449,0.027299624402076006,-0.0019249320030212402,0.9692585468292236,0.029123233032140244,0.9498733758926391,True,True,False
