total_losses,wind_generation_mw,solar_generation_mw,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_solar_mw,gen_fuel_storage_mw,gen_fuel_wind_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmccp,rmpcp,total_pjm_rt_load_mwh,total_pjm_loc_credit,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_assigned_reg,total_pjm_rmccp_cr,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,da_as_ss_mw_primary_reserve,system_energy_price_da,total_lmp_da,congestion_price_da,marginal_loss_price_da,system_energy_price_rt,total_lmp_rt,congestion_price_rt,marginal_loss_price_rt,net_inadv_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.61725384,0.13734242,0.3715135,0.7135793,0.99436545,0.4385402,0.2323727,0.8402493,0.45310846,0.22835189,0.3423308,0.045616254,0.37716544,0.43059897,0.21182254,0.10673633,0.14377356,1.0059308,0.4196927,0.21812476,0.03010168,0.3583294,0.28310764,0.7447706,1.1551981,0.10073058,0.07445716,0.81471425,0.10213994,0.14605203,0.05474177,0.17819808,0.13084929,0.07294881,0.19218346,0.08629584,0.12984206,0.24483915,0.24996497,0.1693978,0.38412255,0.10722935,0.4308576,0.36836496,0.2541589,0.18627203,0.30369213,0.33834377,0.09620348,0.40086803,0.09325287,0.22111236,0.6563354,0.35642374
0.5861756,0.10595433,0.35186145,0.6998015,0.9737421,0.42578378,0.19625138,0.82667035,0.42786378,0.19538015,0.32815072,0.029987974,0.3588191,0.40352535,0.17822711,0.084338866,0.11193462,0.9874346,0.38876665,0.18189722,0.018639317,0.33069247,0.26023635,0.7299674,1.140649,0.07471499,0.052700073,0.7994026,0.07719971,0.122094065,0.03613649,0.14942236,0.09915335,0.05081507,0.15285598,0.06381556,0.101524234,0.2103584,0.22569138,0.15436827,0.35250202,0.084400386,0.38600403,0.3226176,0.21345212,0.15219733,0.24779703,0.29434377,0.07469611,0.3472221,0.07207815,0.18870917,0.6226473,0.3309513
0.5553555,0.08088549,0.33519724,0.68425715,0.95812464,0.4134708,0.1664711,0.80650926,0.40321803,0.16444042,0.31455764,0.018728571,0.3414228,0.37480596,0.14885698,0.06547556,0.08562247,0.97129834,0.3603711,0.14865151,0.010999357,0.306998,0.23818526,0.7146298,1.1259632,0.05480021,0.0361301,0.7872093,0.060318697,0.10563757,0.02367886,0.122084804,0.07416213,0.033939537,0.12017617,0.046035822,0.08074324,0.1857433,0.20973557,0.14356534,0.3225689,0.063560724,0.3438625,0.28595445,0.1806111,0.120965175,0.21197341,0.25635356,0.056220498,0.31163397,0.05514627,0.15964147,0.58306473,0.3063023
0.52473533,0.05976055,0.3190975,0.6679069,0.94034255,0.40438917,0.14084537,0.7910074,0.38082886,0.13561906,0.30340332,0.011307323,0.322161,0.34871367,0.12650612,0.04942841,0.06489651,0.9552474,0.33118132,0.121549554,0.0062082885,0.2832112,0.21790299,0.70022374,1.1108327,0.038728718,0.024562756,0.7723863,0.045223445,0.09197801,0.015021466,0.09728636,0.054129157,0.022124393,0.09473791,0.03268183,0.06192911,0.16129941,0.19755748,0.13759737,0.294489,0.046014138,0.30544394,0.2500336,0.15118273,0.095859624,0.18157417,0.21743517,0.042553607,0.2768224,0.044089694,0.13548392,0.55293876,0.27541855
0.49180025,0.043460086,0.30360034,0.65146124,0.9249377,0.39753523,0.122581795,0.7740251,0.36081147,0.11092726,0.2936358,0.0064843907,0.30712157,0.32255495,0.10641471,0.036672935,0.046795454,0.94163895,0.3026433,0.09713351,0.0033173459,0.26329887,0.19938394,0.68535286,1.0955054,0.026551584,0.016108038,0.75808585,0.03413716,0.085576735,0.009458056,0.07755553,0.03870545,0.0139583275,0.07274094,0.02231843,0.0465234,0.13767351,0.18360114,0.1288563,0.2716111,0.032903757,0.27140656,0.21787053,0.12599243,0.073577784,0.15360318,0.189574,0.03189439,0.24036597,0.033990774,0.11358677,0.52136713,0.25285798
0.46748397,0.03021855,0.2904205,0.6387162,0.90682375,0.39058742,0.104953304,0.76009315,0.3367122,0.09567849,0.28491494,0.003544643,0.297861,0.29987028,0.08926734,0.026101878,0.033057235,0.9284298,0.27954534,0.07752287,0.0016875886,0.24469845,0.1816771,0.6709304,1.0818522,0.017935257,0.010202578,0.74363005,0.025247078,0.07724645,0.005644055,0.06171945,0.02681034,0.008488486,0.055081435,0.014687893,0.033644814,0.11938078,0.17565542,0.12166194,0.24772671,0.02322268,0.24229513,0.1881313,0.102688,0.05702739,0.12712944,0.15918595,0.022744521,0.21189739,0.02675897,0.09395997,0.49153253,0.23229147
0.43788084,0.02042947,0.27636436,0.6266668,0.89128786,0.3752631,0.092058405,0.749563,0.3189837,0.0809118,0.27502573,0.0018384875,0.28755492,0.28057146,0.07490454,0.017805437,0.022813637,0.9132565,0.25292534,0.06091596,0.0008084411,0.22763558,0.16591896,0.65971994,1.0708334,0.011692269,0.0061858986,0.73285365,0.017649103,0.06878546,0.0031004024,0.047316764,0.018325536,0.0049455953,0.040055856,0.009234149,0.023673875,0.10291175,0.16568483,0.120975055,0.22949977,0.015614891,0.21386342,0.16578045,0.08199077,0.043011874,0.10516497,0.13635884,0.01641307,0.18535066,0.020642275,0.077184185,0.45804402,0.21205766
0.41542187,0.013338738,0.26439923,0.61576545,0.8757629,0.36884472,0.08675597,0.7369846,0.29908893,0.066115804,0.2671089,0.0008999008,0.2751769,0.26275587,0.06336607,0.0118937,0.015073534,0.9017774,0.23013484,0.047197446,0.00036556376,0.21129,0.15082687,0.64677364,1.0570792,0.0074420245,0.0035601868,0.7196085,0.012295253,0.06690125,0.0016113196,0.0349859,0.011997347,0.0027310022,0.028299343,0.0056244833,0.016132576,0.0869861,0.16044758,0.11770429,0.21601328,0.010373434,0.19242409,0.14324522,0.0653187,0.032377966,0.084991075,0.11431043,0.011922389,0.16312352,0.016099729,0.06262429,0.4378349,0.19636722
0.38960516,0.008326937,0.2514738,0.6016553,0.8605058,0.35966396,0.073716916,0.72248167,0.28224728,0.054953195,0.26043394,0.00041519981,0.26669288,0.2420917,0.051344763,0.0075401366,0.009380068,0.88750905,0.20728067,0.035610512,0.0001548666,0.19645308,0.13708511,0.635829,1.0471126,0.004539807,0.0019061586,0.70940447,0.008354546,0.060587134,0.0007632084,0.024998842,0.0076757474,0.0014322425,0.02006407,0.0032835256,0.010672232,0.074689336,0.15444396,0.1128098,0.19907512,0.0063863317,0.16765982,0.12505338,0.05112646,0.02336246,0.06774154,0.09808529,0.008278305,0.1411762,0.012650031,0.050006438,0.41128412,0.18202141
0.36902446,0.004981395,0.23825969,0.5919104,0.8494766,0.35091662,0.070907205,0.71152836,0.26591367,0.045124557,0.2525337,0.00017962167,0.25425413,0.22454786,0.041475937,0.0045828535,0.0056654005,0.8791746,0.18750744,0.026366023,6.118521e-05,0.18071146,0.12386677,0.623213,1.034012,0.0026579374,0.0009669487,0.6962041,0.0054223053,0.057694007,0.00032971147,0.017121613,0.004662958,0.0007127847,0.013489714,0.001832327,0.006661041,0.061071157,0.14700341,0.10910517,0.18708785,0.0037023604,0.14631304,0.10758262,0.039298367,0.016302777,0.05320988,0.08226082,0.0054776543,0.122255206,0.009479864,0.039924733,0.39416012,0.16590503
0.34725213,0.0028692225,0.22742718,0.582125,0.8341171,0.33828986,0.06437813,0.70035416,0.24986841,0.036894087,0.24699236,7.263335e-05,0.2516598,0.20737274,0.033907965,0.0026502789,0.0032136014,0.866622,0.17028709,0.018864367,2.2440436e-05,0.17094497,0.11144394,0.61296266,1.0235811,0.001503595,0.00045725962,0.68525,0.0033899844,0.056714095,0.00013114058,0.011209845,0.0027255435,0.00033478194,0.008788148,0.0009817169,0.0039782245,0.049182978,0.14113872,0.10515369,0.17306599,0.0020084272,0.12785771,0.09079778,0.029293977,0.011027495,0.04132415,0.068629995,0.0036571387,0.103221826,0.006455305,0.031097671,0.37335932,0.15223081
0.32803428,0.001562203,0.21686576,0.57291424,0.82447934,0.3347661,0.061457593,0.6892624,0.23490566,0.029155454,0.24121468,2.7313548e-05,0.24056469,0.19037098,0.02640788,0.0014759505,0.0017281316,0.8572118,0.15217535,0.013034253,7.5969074e-06,0.1565831,0.099840544,0.6003285,1.0108702,0.00081000925,0.00020195004,0.67320555,0.0020388258,0.054297157,4.7642323e-05,0.0072535593,0.001520656,0.00014797677,0.005562981,0.0004957605,0.0022845203,0.040340386,0.13601303,0.10394482,0.16139284,0.0010262064,0.10964621,0.07792497,0.021857487,0.0071864533,0.03127119,0.05830571,0.002326154,0.08732777,0.004771961,0.023081051,0.36370808,0.14084513
0.3139256,0.0008074158,0.20692226,0.562165,0.8112169,0.32664353,0.05901825,0.678556,0.22073956,0.022305712,0.23648392,9.500074e-06,0.23438776,0.17491862,0.020522295,0.0007786369,0.00087764644,0.8457298,0.13546966,0.008746415,2.3601358e-06,0.1447598,0.08908345,0.5900523,1.0002117,0.00041623416,8.3236984e-05,0.66242707,0.0011561539,0.050875295,1.577803e-05,0.004232638,0.0008018191,6.128524e-05,0.0033838411,0.00023716266,0.0012397275,0.032238767,0.13188446,0.09823733,0.14969938,0.0004943934,0.09387271,0.06739086,0.015858015,0.00451051,0.023244621,0.04758453,0.001316362,0.07318449,0.0032790392,0.016883008,0.34487632,0.12651026
0.29920298,0.00039719822,0.19578937,0.5506272,0.7981494,0.31708422,0.05501257,0.6709229,0.20802893,0.016614348,0.23257592,3.0407969e-06,0.23286921,0.160162,0.015638974,0.0003908211,0.00042028367,0.83440953,0.11876479,0.005616941,6.6874264e-07,0.13649854,0.078855835,0.58215314,0.9934928,0.00020343228,3.1730517e-05,0.65309465,0.00062512344,0.04909763,4.7327308e-06,0.0022986494,0.00040035203,2.3657009e-05,0.0019824319,0.00010697742,0.00063340465,0.024927873,0.1309319,0.094253406,0.14010896,0.00022289628,0.080311045,0.05654026,0.010725719,0.0027459657,0.017276432,0.038599335,0.0006929129,0.06277401,0.0020408605,0.011504301,0.3297465,0.11492261
0.2850646,0.00018372289,0.1889659,0.5430141,0.7889479,0.31021076,0.05229142,0.66102713,0.19414015,0.012183528,0.23081885,8.9019585e-07,0.22355355,0.14590098,0.011506749,0.00018570188,0.00018959558,0.82531375,0.10537356,0.0034544219,1.7159039e-07,0.12414028,0.06927493,0.57261825,0.9840289,9.397415e-05,1.1175425e-05,0.6431789,0.00031875883,0.04680377,1.289638e-06,0.0011857727,0.00018986226,8.471873e-06,0.0011139067,4.522498e-05,0.0003061785,0.018694015,0.12398282,0.09558862,0.13110691,9.307257e-05,0.06643264,0.047171377,0.007238402,0.0015690421,0.01237004,0.03253889,0.0003415701,0.051899657,0.0011080266,0.007537242,0.32366374,0.10603613
0.2750118,8.003685e-05,0.17761056,0.5368157,0.77803814,0.30450016,0.0496675,0.6502191,0.18272148,0.008362376,0.22348228,2.36733e-07,0.21934243,0.13457881,0.0082574105,8.3235194e-05,8.0091595e-05,0.81625473,0.09123646,0.0020399839,3.9574406e-08,0.114983745,0.060506087,0.5641658,0.9747188,4.093364e-05,3.6209472e-06,0.6340735,0.00015176018,0.046292216,3.1632098e-07,0.0005601848,8.478139e-05,2.80014e-06,0.00059740583,1.7907976e-05,0.00013934907,0.013842918,0.124321334,0.091873005,0.12086843,3.6277874e-05,0.05473624,0.039496988,0.004673042,0.00085911865,0.008680269,0.026601866,0.0001524931,0.041896325,0.00055009726,0.0046607223,0.3071617,0.09763831
0.26154503,3.271389e-05,0.16963094,0.5275139,0.76793635,0.29650572,0.04847953,0.64123017,0.17213075,0.0051244884,0.21941268,5.678278e-08,0.21805045,0.121283695,0.0057566906,3.5054138e-05,3.1667285e-05,0.8075368,0.0787766,0.0011360259,8.137708e-09,0.10685947,0.05259636,0.55511975,0.96624035,1.670298e-05,1.0738457e-06,0.6254931,6.8722155e-05,0.04394288,6.945986e-08,0.00024680435,3.5620393e-05,8.4950415e-07,0.000304909,6.585525e-06,5.9431743e-05,0.009717661,0.11885692,0.08969207,0.112525485,1.3106974e-05,0.045557622,0.033520464,0.0029321008,0.00044568125,0.005770998,0.02121496,6.242334e-05,0.03138626,0.0002448667,0.0026993824,0.30045578,0.09068058
0.25060865,1.2465663e-05,0.16212425,0.52060235,0.7564435,0.2909423,0.044760454,0.6335859,0.16157036,0.0029458674,0.21787256,1.2186651e-08,0.21017586,0.108633034,0.0038779394,1.381919e-05,1.1654176e-05,0.797625,0.066914625,0.00060180324,1.4787959e-09,0.0968307,0.04504487,0.5463846,0.95800734,6.378347e-06,2.8966272e-07,0.6164576,2.9020437e-05,0.042388767,1.3540317e-08,0.000100792015,1.394319e-05,2.3498951e-07,0.00014689426,2.2453564e-06,2.3673409e-05,0.006423887,0.11859235,0.08832052,0.10519608,4.372285e-06,0.037443202,0.027778763,0.0017281113,0.00022106398,0.0038253132,0.017033583,2.349507e-05,0.024827598,9.859628e-05,0.0014663406,0.29121578,0.08866318
0.24023286,4.4098783e-06,0.15398526,0.5155359,0.749531,0.2844575,0.044895247,0.6245741,0.15405725,0.0015341636,0.21510288,2.3204692e-09,0.20614922,0.0990531,0.0025093823,5.0716367e-06,3.973708e-06,0.7922417,0.05726536,0.00030215958,2.352042e-10,0.088407755,0.03831482,0.5371472,0.947115,2.2634972e-06,7.0577386e-08,0.60547614,1.1395543e-05,0.04290941,2.3228746e-09,3.7849903e-05,5.074413e-06,5.8856198e-08,6.70051e-05,7.043873e-07,8.768247e-06,0.004030788,0.1166272,0.08587027,0.103469834,1.3387137e-06,0.03052143,0.023429029,0.0009706574,0.00010401881,0.0024520957,0.013762755,8.111812e-06,0.019167535,3.6075922e-05,0.0007591732,0.27926806,0.0805305
0.23258187,1.440376e-06,0.14749017,0.50852215,0.7408081,0.28126755,0.042326745,0.6190967,0.1452356,0.00071544386,0.21363847,3.8835568e-10,0.20419525,0.08781638,0.0015715028,1.7240802e-06,1.2475165e-06,0.7840325,0.047777105,0.0001431405,3.240099e-11,0.08102419,0.03228682,0.52822584,0.93745923,7.427612e-07,1.5418061e-08,0.59593904,4.166398e-06,0.040113304,3.4726066e-10,1.3217059e-05,1.7071295e-06,1.3246334e-08,2.8790892e-05,2.02117e-07,3.0083463e-06,0.0023812607,0.113027714,0.08613469,0.09646011,3.740052e-07,0.02441561,0.019379003,0.0005216597,4.6263165e-05,0.001520245,0.011191123,2.5650947e-06,0.01471535,1.1951628e-05,0.00036674412,0.27302292,0.07673387
0.22296436,4.3186893e-07,0.14163004,0.5008892,0.72960263,0.27296406,0.041654915,0.6081902,0.13629088,0.00030946702,0.21290934,5.6549897e-11,0.19766043,0.07737816,0.0009438694,5.3966653e-07,3.5841273e-07,0.7734291,0.03873363,6.4046355e-05,3.821918e-12,0.07249198,0.026916148,0.52238506,0.9317278,2.2385377e-07,2.9941447e-09,0.58856195,1.40729e-06,0.040454626,4.4749364e-11,4.2262054e-06,5.2801187e-07,2.656884e-09,1.1595299e-05,5.2667676e-08,9.505031e-07,0.0013275519,0.11126462,0.08108962,0.0902108,9.4710465e-08,0.019653734,0.01646061,0.00026463388,1.9288434e-05,0.0009068415,0.008769913,7.3754285e-07,0.010901764,3.5981393e-06,0.00016647704,0.27140355,0.07315776
0.2164663,1.18087634e-07,0.1335343,0.49468014,0.7238082,0.2669883,0.04070905,0.6002979,0.1286238,0.000122061116,0.20889592,7.0856775e-12,0.19725588,0.06836415,0.0005401785,1.545908e-07,9.361584e-08,0.7673683,0.03122572,2.6833995e-05,3.8123327e-13,0.06621512,0.02226384,0.51352096,0.9221045,6.1582405e-08,5.121991e-10,0.57933867,4.3774128e-07,0.03962004,4.9122837e-12,1.2368583e-06,1.492455e-07,4.7067e-10,4.350733e-06,1.2384872e-08,2.7492231e-07,0.0006811854,0.10786001,0.08267517,0.08646494,2.1581979e-08,0.015475156,0.013482815,0.00012495779,7.529706e-06,0.0005190089,0.0067045633,1.9223148e-07,0.008006126,9.83269e-07,7.095295e-05,0.26321045,0.068660624
0.20810276,2.9236833e-08,0.12506868,0.48560074,0.713641,0.26385063,0.040360034,0.595287,0.123843,4.4239063e-05,0.20500106,7.548119e-13,0.19599883,0.05877249,0.0002977364,4.024962e-08,2.206712e-08,0.7575062,0.0248149,1.0512802e-05,3.172215e-14,0.059413105,0.018192537,0.50622624,0.91564417,1.5351816e-08,7.6416914e-11,0.57151,1.2459545e-07,0.038878042,4.5343292e-13,3.291467e-07,3.829369e-08,7.292522e-11,1.5164575e-06,2.6060532e-09,7.232018e-08,0.00033160893,0.10550842,0.0795815,0.082876496,4.3886343e-09,0.011992748,0.010913037,5.543608e-05,2.7383726e-06,0.0002845368,0.0050011342,4.5111573e-08,0.0056739803,2.4265637e-07,2.8207458e-05,0.25147796,0.06452908
0.20313653,6.50451e-09,0.11827624,0.47903475,0.70598334,0.25702536,0.038558207,0.5824186,0.11872794,1.465861e-05,0.20375668,6.7464914e-14,0.19251643,0.050519988,0.0001561197,9.454589e-09,4.6564232e-09,0.75255543,0.019317575,3.8301887e-06,2.1692393e-15,0.0523865,0.014633188,0.49986896,0.9073715,3.4412986e-09,9.835435e-12,0.56335586,3.2212203e-08,0.036828924,3.4698894e-14,7.910085e-08,8.853034e-09,9.777642e-12,4.8774666e-07,4.8639903e-10,1.7176239e-08,0.00015054323,0.10492811,0.076354355,0.0789406,7.89433e-10,0.009168606,0.008809164,2.3148436e-05,9.221641e-07,0.00014920124,0.003664202,9.461809e-09,0.003912536,5.3717745e-08,1.0443085e-05,0.25098753,0.06243453
0.1932359,1.2895641e-09,0.11281617,0.47489506,0.6971542,0.2527601,0.03699579,0.5787911,0.11289492,4.4384096e-06,0.20458055,4.98701e-15,0.18598936,0.042939704,7.7978766e-05,1.987714e-09,8.7200286e-10,0.7443207,0.014976521,1.2918267e-06,1.1992576e-16,0.0452611,0.011596193,0.49147898,0.898986,6.8789885e-10,1.0791801e-12,0.5537371,7.508454e-09,0.03450431,2.1674048e-15,1.7034774e-08,1.8294176e-09,1.1213615e-12,1.4392899e-07,7.977258e-11,3.65426e-09,6.3617386e-05,0.100309715,0.07673784,0.07308275,1.2440281e-10,0.0069234944,0.006979038,8.984883e-06,2.860147e-07,7.4394564e-05,0.002694982,1.7595205e-09,0.0026330552,1.0585651e-08,3.581112e-06,0.24257085,0.061164476
0.18886417,2.2577709e-10,0.10556541,0.46742153,0.6887566,0.24613056,0.03861913,0.5714724,0.10766507,1.223038e-06,0.20232241,3.0009806e-16,0.18518457,0.035657432,3.6921963e-05,3.7078476e-10,1.4355372e-10,0.7358726,0.011039859,4.010115e-07,5.264543e-18,0.039832134,0.00900561,0.48566946,0.89310163,1.2152618e-10,9.964569e-14,0.54677606,1.5653916e-09,0.0341191,1.0863753e-16,3.2604175e-09,3.349283e-10,1.0862098e-13,3.8695784e-08,1.1378391e-11,6.904433e-10,2.513295e-05,0.100429125,0.07458858,0.0719754,1.6994706e-11,0.005362345,0.0057451366,3.246169e-06,8.1154234e-08,3.5123136e-05,0.0020226517,2.8739594e-10,0.0017486429,1.8406944e-09,1.131729e-06,0.23498061,0.058445178
