area_1_load_actual_mw,area_3_load_actual_mw,system_load_actual_mw,area_1_load_day_ahead_mw,area_3_load_day_ahead_mw,system_load_day_ahead_mw,system_losses_mw,area_1_net_export_mw,area_2_net_export_mw,area_3_net_export_mw,reserve_reg_up_mw,reserve_reg_down_mw,reserve_spin_r1_mw,reserve_spin_r3_mw,gen_fuel_coal_mw,gen_fuel_natural_gas_mw,gen_fuel_nuclear_mw,gen_fuel_hydro_mw,gen_fuel_wind_mw,gen_fuel_solar_mw,area_1_fuel_coal_mw,area_1_fuel_nuclear_mw,area_1_fuel_hydro_mw,area_1_fuel_wind_mw,area_1_fuel_solar_mw,area_2_fuel_coal_mw,area_2_fuel_natural_gas_mw,area_2_fuel_hydro_mw,area_2_fuel_solar_mw,area_3_fuel_coal_mw,area_3_fuel_natural_gas_mw,area_3_fuel_wind_mw,area_3_fuel_solar_mw,area_3_generation_mw,hour_of_day
0.055969764,0.003446091,0.0041430527,0.033759844,0.04389233,0.018695476,0.17105491,0.0040590335,0.03939464,0.09534679,0.0071844943,0.0071462546,0.26824275,0.031291816,0.017477503,0.05068782,0.004409974,0.0017951981,0.10784058,0.18151999,0.30031246,0.053317945,0.021915836,0.07018431,0.15947068,0.11899936,0.1541347,0.100011654,0.05900189,0.10518889,0.09996792,0.12134441,0.0493462,0.005956261,0.002364862
0.042354833,0.0014016331,0.0017710823,0.022876162,0.03452207,0.01089597,0.14445214,0.001727336,0.028503364,0.07913332,0.0032687807,0.0036924505,0.25122377,0.022258094,0.010152547,0.041657254,0.0018992906,0.0006652501,0.08473297,0.15753019,0.28242865,0.043770272,0.014686264,0.049770836,0.14696318,0.10482783,0.1440088,0.08730799,0.050856188,0.092124306,0.111215755,0.104383364,0.034564156,0.0025692815,0.00087189383
0.031881604,0.0005159348,0.0007019693,0.015186552,0.02710468,0.006059946,0.12295563,0.0006778804,0.022003105,0.06880634,0.001349552,0.0017420612,0.23811656,0.015297237,0.005575559,0.03295785,0.00075334165,0.00022431178,0.066562,0.13760696,0.26672113,0.037741285,0.009632812,0.033773854,0.1358061,0.0942203,0.13437954,0.07520115,0.043318655,0.08030603,0.123844035,0.09106703,0.023746945,0.0009954228,0.00028811538
0.023629278,0.00017182433,0.00025541347,0.009786514,0.020606551,0.0031910213,0.10763313,0.00024336712,0.017281082,0.05921364,0.00050670735,0.00072496437,0.22709136,0.00991002,0.0029248812,0.025032,0.0002716512,6.833621e-05,0.050279118,0.12323994,0.25312027,0.030968051,0.005876635,0.022369506,0.1288987,0.08448008,0.12658864,0.066442005,0.038203336,0.070933014,0.13435899,0.07662619,0.015950283,0.0003465851,8.5345164e-05
0.017045472,5.1549436e-05,8.4745276e-05,0.0060422346,0.015582905,0.0015834479,0.09059214,7.9549005e-05,0.014302399,0.0512009,0.00017345327,0.0002688471,0.21579674,0.006104178,0.001452401,0.01856703,8.934589e-05,1.869479e-05,0.03825489,0.109377295,0.24168774,0.026364923,0.0033477296,0.014280913,0.11900218,0.07750036,0.119081385,0.05954772,0.035253208,0.06078214,0.14386937,0.06616168,0.010257578,0.00010832203,2.2527227e-05
0.012017761,1.3875899e-05,2.5552477e-05,0.0035934306,0.0113625415,0.0007400012,0.07731559,2.3550285e-05,0.012582143,0.04379177,5.3792723e-05,8.7302506e-05,0.20544776,0.0034800216,0.0006792398,0.013308958,2.6621707e-05,4.561317e-06,0.02857076,0.09904684,0.23057604,0.022091681,0.0017087825,0.008778929,0.11210467,0.07352387,0.11237685,0.054176826,0.0319885,0.050644998,0.15073833,0.057733767,0.0063202544,3.039402e-05,5.2813957e-06
0.008273423,3.3325264e-06,6.9531948e-06,0.0020527022,0.007496392,0.00032396548,0.06850232,6.273917e-06,0.012301442,0.03978313,1.5071635e-05,2.5250545e-05,0.19735315,0.0017882842,0.00029857896,0.0091069285,7.146464e-06,9.85084e-07,0.020866828,0.0910504,0.22138055,0.01970077,0.0008008561,0.0052034133,0.10516128,0.06790257,0.10621549,0.04928993,0.03045727,0.040977944,0.15459307,0.050535135,0.0037039416,7.6214533e-06,1.0919451e-06
0.005521003,7.0890604e-07,1.6947852e-06,0.0011185388,0.004728144,0.00013236079,0.058411922,1.4938298e-06,0.012528092,0.035026494,3.7868494e-06,6.4930173e-06,0.18883845,0.0008570186,0.00012250226,0.0059709623,1.7152894e-06,1.8670038e-07,0.0149133215,0.08558178,0.21062522,0.017224222,0.00034013347,0.002943429,0.09990731,0.06361187,0.10108164,0.045256138,0.028968764,0.032643504,0.15532315,0.044713266,0.002054228,1.6988377e-06,1.9733301e-07
0.0035799372,1.3241957e-07,3.672132e-07,0.00058159255,0.0027138216,5.02473e-05,0.051763568,3.1541154e-07,0.012976924,0.031690937,8.475256e-07,1.4859274e-06,0.18150118,0.00037658637,4.6728324e-05,0.0037409198,3.653624e-07,3.0761452e-08,0.010364519,0.08090725,0.20186788,0.015501451,0.00013262987,0.0015980178,0.09451657,0.061530836,0.0969215,0.041602444,0.027148154,0.025577204,0.15504636,0.039860547,0.0010607805,3.3378925e-07,3.087193e-08
0.002238378,2.15166e-08,7.0105195e-08,0.0002867729,0.0014406624,1.7628856e-05,0.04515289,5.8548615e-08,0.01361608,0.028964793,1.6757532e-07,3.0042258e-07,0.17354062,0.00015323366,1.6490709e-05,0.0022605048,6.8468744e-08,4.360894e-09,0.007048438,0.07626283,0.19564758,0.014123384,4.7443253e-05,0.0008262144,0.08938633,0.05911953,0.092555,0.03825757,0.02636829,0.019357966,0.15430939,0.03598891,0.00051075313,5.7302575e-08,4.13675e-09
0.0013521753,3.009755e-09,1.1682955e-08,0.00013373399,0.0007110088,5.683587e-06,0.039796587,9.464125e-09,0.013934439,0.0268914,2.9009465e-08,5.323956e-08,0.16735272,5.7650246e-05,5.35042e-06,0.0012932476,1.11825935e-08,5.259358e-10,0.0046078926,0.07303695,0.18950833,0.012716496,1.5576883e-05,0.0004066553,0.085173234,0.0570715,0.08873788,0.035166495,0.02528477,0.014764402,0.15332492,0.032461602,0.00022912316,8.508846e-09,4.692493e-10
0.00078657456,3.583237e-10,1.6822388e-09,5.873636e-05,0.00032859424,1.6738131e-06,0.035655804,1.3183781e-09,0.015276467,0.024185363,4.3532067e-09,8.19327e-09,0.16278574,2.0035457e-05,1.5865426e-06,0.00070504163,1.5753338e-09,5.3294414e-11,0.0028953273,0.06949774,0.18324208,0.011780118,4.6639875e-06,0.0001892279,0.08130229,0.055886187,0.083594896,0.03298361,0.024586152,0.010930262,0.14872433,0.029810691,9.569005e-05,1.0809248e-09,4.4485225e-11
0.0004380507,3.5857498e-11,2.06961e-10,2.4176563e-05,0.00014226827,4.4722972e-07,0.03170094,1.564707e-10,0.015229625,0.023242043,5.6012356e-10,1.0833795e-09,0.15737373,6.4008104e-06,4.2712088e-07,0.00036524856,1.8925808e-10,4.4761434e-12,0.0017387483,0.06586467,0.177297,0.011222954,1.268325e-06,8.290487e-05,0.077957354,0.055099532,0.07952936,0.03085651,0.02384344,0.008061189,0.14810899,0.02710566,3.712594e-05,1.1606817e-10,3.4750993e-12
0.00023306026,2.9750289e-12,2.1489708e-11,9.282747e-06,5.760548e-05,1.0763103e-07,0.027366946,1.5625291e-11,0.015698154,0.02051319,6.1061455e-11,1.2165081e-10,0.15164503,1.8688265e-06,1.0363592e-07,0.0001791923,1.9151077e-11,3.0696897e-13,0.0009992805,0.06322247,0.17172632,0.010607649,3.1099464e-07,3.406561e-05,0.07484481,0.053978387,0.076626815,0.029096546,0.022987766,0.005706927,0.1456865,0.02475504,1.3340471e-05,1.0396528e-11,2.2025247e-13
0.000118159056,2.0159079e-13,1.8581527e-12,3.3084682e-06,2.1716145e-05,2.314785e-08,0.024122944,1.2950088e-12,0.015996264,0.020015009,5.5664275e-12,1.14518265e-11,0.14668156,4.953479e-07,2.2486965e-08,8.302309e-05,1.6101915e-12,1.6908213e-14,0.0005504157,0.060868092,0.16636442,0.009595118,6.824255e-08,1.3064087e-05,0.0719483,0.052181054,0.07280952,0.026767435,0.022244472,0.0040062745,0.14420344,0.02377329,4.419179e-06,7.6564444e-13,1.1134184e-14
5.686035e-05,1.0973198e-14,1.3183902e-13,1.0884e-06,7.5843204e-06,4.410822e-09,0.020485792,8.7747545e-14,0.015762703,0.018378347,4.1829108e-13,8.9110533e-13,0.14210568,1.1833125e-07,4.326205e-09,3.6146655e-05,1.1082003e-13,7.345661e-16,0.0002874955,0.058711927,0.1605824,0.009198629,1.3289015e-08,4.6509517e-06,0.068821326,0.05195705,0.070327885,0.025376229,0.021759747,0.0027112337,0.14081125,0.022281481,1.3421904e-06,4.5626392e-14,4.4055541e-16
2.5871772e-05,4.711562e-16,7.5524515e-15,3.2850485e-07,2.4420506e-06,7.377507e-10,0.018347051,4.781155e-15,0.015385927,0.017598262,2.5505446e-14,5.643511e-14,0.13816501,2.5275982e-08,7.311512e-10,1.4762216e-05,6.14169e-15,2.4671137e-17,0.0001426035,0.056381073,0.15647067,0.008729431,2.2755582e-09,1.5293956e-06,0.06631737,0.05091477,0.06703595,0.023791023,0.020484228,0.0017728144,0.13912944,0.021252608,3.7142615e-07,2.1619663e-15,1.33631e-17
1.1083971e-05,1.5639635e-17,3.4314816e-16,9.0377696e-08,7.206308e-07,1.07216645e-10,0.016236035,2.0571415e-16,0.016154602,0.01736817,1.2402712e-15,2.8598238e-15,0.13406931,4.7862345e-09,1.07458806e-10,5.624246e-06,2.6917887e-16,6.2653276e-19,6.68876e-05,0.05389662,0.152125,0.007924213,3.392214e-10,4.6153326e-07,0.06378064,0.05045765,0.06488872,0.022468705,0.020563459,0.0010981733,0.13529998,0.019965477,9.303271e-08,7.989827e-17,3.0364286e-19
4.450848e-06,3.9251499e-19,1.21254495e-17,2.2504766e-08,1.9354589e-07,1.338936e-11,0.0140106855,6.850281e-18,0.016107809,0.01625211,4.7189096e-17,1.1380306e-16,0.13000335,7.959326e-10,1.3583991e-11,1.9886436e-06,9.145815e-18,1.1738252e-20,2.9582576e-05,0.051954523,0.14868358,0.007743287,4.3545032e-11,1.2699644e-07,0.061830908,0.049631532,0.062192317,0.021188395,0.019812355,0.0006539034,0.1323679,0.019192692,2.0931427e-08,2.2543052e-18,5.037772e-21
1.667228e-06,7.266579e-21,3.2607113e-19,5.033345e-09,4.6975106e-08,1.4195343e-12,0.01222078,1.7267209e-19,0.0160173,0.01493285,1.3754732e-18,3.4833833e-18,0.12628935,1.1505946e-10,1.4592884e-12,6.492777e-07,2.3564843e-19,1.5785802e-22,1.2290014e-05,0.05055478,0.14435267,0.007258241,4.7563785e-12,3.1640386e-08,0.059934802,0.048609216,0.059073053,0.020629363,0.019591719,0.00036978963,0.13006297,0.0187662,4.195474e-09,4.742484e-20,5.930942e-23
5.79534e-07,9.654009e-23,6.5144864e-21,1.0027537e-09,1.0222577e-08,1.2608834e-13,0.010264893,3.2144743e-21,0.015672019,0.014417085,3.0006345e-20,8.0155e-20,0.123437025,1.4298955e-11,1.3148515e-13,1.9457919e-07,4.4932023e-21,1.4778446e-24,4.7742774e-06,0.049250778,0.14002544,0.0066462783,4.363576e-13,7.0827118e-09,0.057615723,0.04828488,0.057308935,0.019650882,0.018807245,0.0001988516,0.12879765,0.018255157,7.424603e-10,7.246043e-22,4.798642e-25
1.858672e-07,8.925726e-25,9.414256e-23,1.7634469e-10,1.9777688e-09,9.248224e-15,0.008683119,4.2999647e-23,0.015912704,0.01418499,4.773799e-22,1.351745e-21,0.120390534,1.5092275e-12,9.794721e-15,5.3171835e-08,6.1700737e-23,9.3056e-27,1.725379e-06,0.047149636,0.13715944,0.006513385,3.314741e-14,1.4127517e-09,0.055589084,0.04733514,0.05442688,0.01842747,0.018286115,0.00010146105,0.12538673,0.017239397,1.1487604e-10,7.808384e-24,2.5738168e-27
5.4664408e-08,5.548142e-27,9.551301e-25,2.710763e-11,3.3705833e-10,5.513206e-16,0.007080825,4.0085082e-25,0.015875746,0.013294105,5.380855e-24,1.6240007e-23,0.11687886,1.335117e-13,5.938054e-16,1.3156425e-08,5.9193795e-25,3.7908058e-29,5.7720433e-07,0.045656472,0.1331069,0.006316645,2.0526694e-15,2.4883626e-10,0.054122604,0.04671184,0.053909324,0.017884327,0.018135626,4.8795984e-05,0.12325941,0.01736483,1.5375153e-11,5.742614e-26,8.785854e-30
1.4645294e-08,2.229911e-29,6.579098e-27,3.6035979e-12,5.0094942e-11,2.6250823e-17,0.0056017404,2.5160746e-27,0.015792912,0.012929868,4.160213e-26,1.346584e-25,0.114287354,9.756699e-15,2.8795183e-17,2.925118e-09,3.8345115e-27,9.5586264e-32,1.7766313e-07,0.04438503,0.12975107,0.0057783686,1.0186073e-16,3.8324965e-11,0.052482866,0.046465,0.05141978,0.016997794,0.017549014,2.2173497e-05,0.120602414,0.017227652,1.7595362e-12,2.777543e-28,1.8219441e-32
3.5485408e-09,5.543828e-32,2.9627754e-29,4.0947893e-13,6.422418e-12,9.793621e-19,0.0044231634,1.0228696e-29,0.015512134,0.012454182,2.1272982e-28,7.436168e-28,0.11201047,5.797034e-16,1.0958508e-18,5.795257e-10,1.6139305e-29,1.4181793e-34,4.9998484e-08,0.043111708,0.12598951,0.0057138028,3.9748886e-18,5.1065597e-12,0.051144753,0.045551684,0.048541404,0.016143732,0.016983185,9.470914e-06,0.118217506,0.016838405,1.70004e-13,8.471866e-31,2.1756257e-35
7.715502e-10,8.1028593e-35,8.356974e-32,3.926899e-14,7.0186126e-13,2.8029387e-20,0.0032937,2.5768926e-32,0.015147968,0.011924692,6.903419e-31,2.6267132e-30,0.108757414,2.7520362e-17,3.2049245e-20,1.01389216e-10,4.2249036e-32,1.1675006e-37,1.2776675e-08,0.042012632,0.12366679,0.005251889,1.1946546e-19,5.8183205e-13,0.050235804,0.045030214,0.048091926,0.015930133,0.01640918,3.7876077e-06,0.11613423,0.01624645,1.3676771e-14,1.5532115e-33,1.4057023e-38
1.4926481e-10,6.5645867e-38,1.4058192e-34,3.1343766e-15,6.453707e-14,6.0115023e-22,0.0023940823,3.8244746e-35,0.015189027,0.011927971,1.3563453e-33,5.6684494e-33,0.1063792,1.0240284e-18,7.0377146e-22,1.5510386e-11,6.542798e-35,4.9785e-41,2.9425298e-09,0.041097984,0.12158696,0.0050449003,2.7025473e-21,5.5971978e-14,0.04879644,0.04421187,0.04645533,0.015503063,0.016345495,1.4122568e-06,0.11534793,0.01630473,9.023708e-16,1.6195653e-36,4.567e-42
2.5458384e-11,2.7513e-41,1.3327911e-37,2.0508122e-16,4.922693e-15,9.413682e-24,0.0016593683,3.1535975e-38,0.0155466655,0.011873687,1.528268e-36,7.088671e-36,0.10435224,2.9240366e-20,1.1308219e-23,2.0526263e-12,5.656917e-38,1e-44,6.058156e-10,0.039746966,0.11845459,0.0049652453,4.4857774e-23,4.4835152e-15,0.047801252,0.043432362,0.04522198,0.014715034,0.016282497,4.885919e-07,0.1129566,0.016102785,4.8021597e-17,9.00484e-40,0.0
3.78998e-12,6e-45,6.6654e-41,1.0817359e-17,3.0667564e-16,1.0455845e-25,0.0011054062,1.3489e-41,0.014817906,0.011045224,9.2714e-40,4.831374e-39,0.10244923,6.258852e-22,1.2919069e-25,2.32263e-13,2.5516e-41,0.0,1.10521196e-10,0.03916105,0.115407534,0.0050049187,5.3100545e-25,2.9454014e-16,0.046932917,0.04310667,0.043767195,0.014467996,0.01602216,1.5598494e-07,0.11095254,0.015599421,2.0239476e-18,2.48e-43,0.0
4.8712434e-13,0.0,1.7e-44,4.516153e-19,1.5340066e-17,7.9743813e-28,0.0007023988,3e-45,0.014544518,0.011426056,2.82e-43,1.67e-42,0.099181086,9.784843e-24,1.0162122e-27,2.218695e-14,6e-45,0.0,1.7696036e-11,0.03784686,0.11403135,0.004736364,4.342687e-27,1.5606675e-17,0.045673314,0.042356223,0.042568114,0.013951059,0.015696427,4.5676888e-08,0.108809225,0.015442362,6.621075e-20,0.0,0.0
5.3417398e-14,0.0,0.0,1.4624897e-20,6.0464147e-19,4.0264616e-30,0.00042912623,0.0,0.014688487,0.011379701,0.0,0.0,0.09745863,1.0853705e-25,5.3082936e-30,1.7644726e-15,0.0,0.0,2.4609674e-12,0.036773123,0.111433774,0.0045198766,2.3675875e-29,6.548862e-19,0.044173956,0.04144905,0.041589025,0.013610521,0.015605076,1.2187499e-08,0.10770389,0.015336492,1.6442345e-21,0.0,0.0
4.933311e-15,0.0,0.0,3.5925074e-22,1.8395506e-20,1.2914995e-32,0.00024772566,0.0,0.014759594,0.0110180015,0.0,0.0,0.09599911,8.2695965e-28,1.767572e-32,1.1505701e-16,0.0,0.0,2.939049e-13,0.03608027,0.108127445,0.004800732,8.264188e-32,2.132813e-20,0.043557614,0.041113734,0.040767767,0.01352613,0.014938625,2.941781e-09,0.10559836,0.014663672,3.024145e-23,0.0,0.0
3.7831678e-16,0.0,0.0,6.530424e-24,4.2222469e-22,2.510374e-35,0.00013794588,0.0,0.014324847,0.010669042,0.0,0.0,0.09414558,4.1727755e-30,3.580967e-35,6.049715e-18,0.0,0.0,2.977201e-14,0.035568956,0.10748338,0.0045939283,1.7638475e-34,5.272282e-22,0.042957883,0.040870313,0.04035516,0.013162457,0.014834724,6.3736105e-10,0.10460607,0.0146454135,4.008172e-25,0.0,0.0
2.3719268e-17,0.0,0.0,8.546281e-26,7.128314e-24,2.8008977e-38,7.271725e-05,0.0,0.014217119,0.010776556,0.0,0.0,0.09194342,1.3380153e-32,4.1834303e-38,2.5182932e-19,0.0,0.0,2.5237192e-15,0.03480159,0.10557494,0.004573522,2.1834001e-37,9.651317e-24,0.042005066,0.03979649,0.040268004,0.013083641,0.014572533,1.229007e-10,0.10229054,0.014395706,3.7128594e-27,0.0,0.0
1.1953409e-18,0.0,0.0,7.8084466e-28,8.605778e-26,1.6841e-41,3.6498906e-05,0.0,0.014170823,0.010430032,0.0,0.0,0.090807766,2.6009423e-35,2.6479e-41,8.132915e-21,0.0,0.0,1.7639682e-16,0.03389367,0.10303917,0.0042301207,1.47421e-40,1.2729272e-25,0.041310996,0.039109446,0.03938216,0.012733228,0.01452229,2.0898346e-11,0.10164114,0.014319853,2.3226566e-29,0.0,0.0
4.7523675e-20,0.0,0.0,4.812138e-30,7.1987982e-28,6e-45,1.7348328e-05,0.0,0.0139082875,0.010656787,0.0,0.0,0.088477984,2.9032544e-38,8e-45,1.9927531e-22,0.0,0.0,1.00029545e-17,0.03363561,0.10041224,0.0043747295,5e-44,1.1731228e-27,0.04085923,0.03834162,0.03841134,0.012310447,0.014184291,3.1024456e-12,0.09947716,0.014177813,9.439643e-32,0.0,0.0
1.4601975e-21,0.0,0.0,1.9239943e-32,4.027291e-30,0.0,7.798751e-06,0.0,0.013467657,0.010103659,0.0,0.0,0.08671722,1.7471e-41,0.0,3.6139323e-24,0.0,0.0,4.521015e-19,0.03309298,0.09895368,0.0043821367,0.0,7.2993106e-30,0.040044017,0.038065225,0.03684292,0.012141634,0.013795547,3.9773238e-13,0.09856605,0.014139871,2.385155e-34,0.0,0.0
3.389319e-23,0.0,0.0,4.7749662e-35,1.4476436e-32,0.0,3.2976207e-06,0.0,0.0136384955,0.010672333,0.0,0.0,0.08565764,6e-45,0.0,4.719287e-26,0.0,0.0,1.5970667e-20,0.032103647,0.097104326,0.0043384493,0.0,2.9497024e-32,0.039385792,0.037367422,0.036065932,0.012235535,0.0137339495,4.351224e-14,0.0972567,0.013822282,3.5627688e-37,0.0,0.0
5.795041e-25,0.0,0.0,6.9927725e-38,3.1945965e-35,0.0,1.3071146e-06,0.0,0.013501741,0.010677078,0.0,0.0,0.083937004,0.0,0.0,4.3032796e-28,0.0,0.0,4.315394e-22,0.03127708,0.09494306,0.004542196,0.0,7.40798e-35,0.038390927,0.037072238,0.03590859,0.01218141,0.013637199,4.009891e-15,0.0957294,0.013345809,2.96799e-40,0.0,0.0
7.096646e-27,0.0,0.0,5.699e-41,4.1072815e-38,0.0,4.833114e-07,0.0,0.013585771,0.009799265,0.0,0.0,0.08264921,0.0,0.0,2.6471644e-30,0.0,0.0,8.708825e-24,0.030921452,0.09392748,0.004268093,0.0,1.0993499e-37,0.038290966,0.036062866,0.035062503,0.011728115,0.013591854,3.0690243e-16,0.094348416,0.013755565,1.29e-43,0.0,0.0
6.032221e-29,0.0,0.0,2.4e-44,2.8955e-41,0.0,1.6582426e-07,0.0,0.013086465,0.009685775,0.0,0.0,0.081030965,0.0,0.0,1.0566334e-32,0.0,0.0,1.278293e-25,0.03032927,0.09212407,0.004154625,0.0,9.0936e-41,0.03753211,0.035981957,0.03442708,0.011681684,0.013036595,1.9207865e-17,0.09368826,0.013239714,0.0,0.0,0.0
3.4357946e-31,0.0,0.0,0.0,1e-44,0.0,5.249864e-08,0.0,0.012777878,0.009647908,0.0,0.0,0.08005639,0.0,0.0,2.6184002e-35,0.0,0.0,1.3249466e-27,0.030076277,0.090276346,0.004064568,0.0,3.9e-44,0.037457764,0.035557006,0.03376655,0.0113907475,0.01293508,9.664533e-19,0.09160662,0.013362351,0.0,0.0,0.0
1.2601369e-33,0.0,0.0,0.0,0.0,0.0,1.5241659e-08,0.0,0.012896166,0.009999774,0.0,0.0,0.07850334,0.0,0.0,3.8293597e-38,0.0,0.0,9.3818984e-30,0.029399693,0.08909284,0.0040887473,0.0,0.0,0.03641754,0.034861773,0.03361866,0.011583723,0.0127899945,3.836944e-20,0.09068399,0.013299276,0.0,0.0,0.0
2.8443414e-36,0.0,0.0,0.0,0.0,0.0,4.030837e-09,0.0,0.012733832,0.009767576,0.0,0.0,0.077695854,0.0,0.0,3.117e-41,0.0,0.0,4.3724082e-32,0.028861888,0.08793463,0.0039688465,0.0,0.0,0.03587852,0.034095243,0.032883745,0.010985628,0.012719892,1.1774653e-21,0.09009673,0.0131709,0.0,0.0,0.0
3.751007e-39,0.0,0.0,0.0,0.0,0.0,9.639969e-10,0.0,0.012501139,0.009032033,0.0,0.0,0.076266274,0.0,0.0,1.3e-44,0.0,0.0,1.2857204e-34,0.028812695,0.08585202,0.0038525735,0.0,0.0,0.035611074,0.034130055,0.032087717,0.011247866,0.012528334,2.7301356e-23,0.08863015,0.012737757,0.0,0.0,0.0
2.721e-42,0.0,0.0,0.0,0.0,0.0,2.0684823e-10,0.0,0.012231639,0.008840411,0.0,0.0,0.07493349,0.0,0.0,0.0,0.0,0.0,2.2730951e-37,0.028140038,0.08495308,0.003915013,0.0,0.0,0.03499732,0.033230964,0.03217934,0.0110332705,0.012545736,4.663752e-25,0.08758853,0.012602184,0.0,0.0,0.0
1e-45,0.0,0.0,0.0,0.0,0.0,3.94829e-11,0.0,0.012095406,0.0097402185,0.0,0.0,0.074127965,0.0,0.0,0.0,0.0,0.0,2.28553e-40,0.027778698,0.08362917,0.0038992525,0.0,0.0,0.034335677,0.03324237,0.03204867,0.010830596,0.0120898355,5.7070396e-27,0.08744416,0.012503844,0.0,0.0,0.0
