total_gen,total_losses,gen_fuel_coal_mw,gen_fuel_gas_mw,gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_gas_pct,gen_fuel_hydro_pct,gen_fuel_multiple_fuels_pct,gen_fuel_nuclear_pct,gen_fuel_other_renewables_pct,gen_fuel_wind_pct,forecast_load_mw_latest_available,prelim_load_avg_hourly,metered_load_mw,rmpcp,total_pjm_rt_load_mwh,total_pjm_reg_purchases,total_pjm_self_sched_reg,total_pjm_rmpcp_cr,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_primary_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,congestion_price_da,net_actual_interchange_mw,net_sched_interchange_mw,gross_actual_interchange_mw,gross_sched_interchange_mw
0.16612242,0.28897375,0.39982584,0.10675144,0.3699232,0.2693816,0.15869673,0.25866574,0.150015,0.056914672,0.36401665,0.26575753,0.61244154,0.2372637,0.25386307,0.115963876,0.23878409,0.35385904,0.28196585,0.17932649,0.057143994,0.044264216,0.29858154,0.45593485,0.20132355,0.501349,0.14170554,0.94077826,0.69156504,0.5969135,1.4086018,0.9177195,0.22228645,0.05170173,0.20768833,0.08672112,0.13859053,0.12050889
0.14085405,0.26758924,0.3780395,0.085784614,0.34849286,0.23778418,0.15594529,0.23809645,0.13285811,0.04351446,0.35147962,0.24709612,0.6062409,0.21574308,0.2320277,0.1032294,0.22018449,0.32240155,0.25831428,0.15362805,0.040951584,0.029620979,0.28718233,0.42289284,0.18391086,0.47465682,0.117564194,0.91879976,0.6563526,0.5649504,1.3832244,0.90095526,0.20549713,0.040316485,0.1946508,0.067132875,0.116822146,0.10258241
0.12132066,0.24178648,0.357478,0.06799407,0.30948812,0.22002524,0.15468535,0.21555385,0.12106398,0.03222919,0.3296925,0.23060462,0.56630784,0.20097475,0.21658827,0.09154907,0.21166888,0.29702148,0.24596198,0.13449854,0.029397871,0.019466305,0.26650298,0.39924315,0.17133927,0.4478793,0.09971208,0.89767826,0.6161551,0.5374303,1.3565015,0.89251715,0.19208343,0.029883115,0.18272178,0.050835595,0.101157226,0.09024677
0.10680696,0.21692607,0.34150028,0.0511767,0.28694788,0.20921627,0.1545253,0.20074655,0.10707179,0.023411289,0.3172464,0.22655334,0.5510487,0.18644308,0.19523346,0.08138096,0.19288176,0.27618974,0.23639709,0.11701095,0.019301267,0.012122922,0.25570753,0.37455374,0.15709786,0.4304603,0.08363481,0.88625586,0.5890603,0.5177733,1.3313895,0.87869024,0.181725,0.021865552,0.16643111,0.036841374,0.0887888,0.08099339
0.0921314,0.20485961,0.32667226,0.039981607,0.26123515,0.19294374,0.14972664,0.17898045,0.0968822,0.016211094,0.3047954,0.20889491,0.5234023,0.17254834,0.18426426,0.07248066,0.18568878,0.25190228,0.22264308,0.10134206,0.012822156,0.0071992096,0.25361013,0.34473547,0.147352,0.41208118,0.066951886,0.87325525,0.56589746,0.49286628,1.2959849,0.85691947,0.16959758,0.01662996,0.1572148,0.026420195,0.07562882,0.07130055
0.07882555,0.19577043,0.31204587,0.029748397,0.23606683,0.17629506,0.15391326,0.16744702,0.090859234,0.01050228,0.2994281,0.20215619,0.50131595,0.16581774,0.1741619,0.06585436,0.17155218,0.23370872,0.21462266,0.086901374,0.007784625,0.0040867804,0.2345723,0.32220662,0.13773689,0.3961865,0.0540659,0.848238,0.528598,0.4662318,1.285958,0.8427642,0.16212659,0.011208784,0.14915209,0.018160637,0.0687803,0.061580643
0.06767213,0.18399131,0.3034726,0.021399902,0.22029333,0.1647137,0.16013895,0.15374853,0.08468577,0.006357758,0.29392058,0.19081691,0.49847597,0.15887275,0.16280636,0.05888718,0.16278163,0.21400306,0.20926636,0.07570484,0.0046054563,0.0021911478,0.23116352,0.30405405,0.13456488,0.37799838,0.044201918,0.8285631,0.5033632,0.44412073,1.246135,0.8348316,0.15771903,0.007302725,0.14126562,0.012001267,0.060854383,0.05531608
0.05729106,0.17639689,0.29110226,0.015254065,0.20397581,0.1506211,0.16069919,0.1430502,0.08007309,0.0035146,0.30041534,0.18658836,0.49050623,0.14865768,0.1541833,0.05350389,0.15366033,0.19325109,0.20134199,0.06427985,0.0025233624,0.0011000574,0.22155957,0.29348287,0.12524465,0.36362955,0.035365283,0.81262666,0.47499397,0.42254493,1.2172569,0.819028,0.15015195,0.0045105745,0.13619949,0.0075137005,0.056687877,0.04885394
0.048846036,0.16621436,0.28300312,0.010467784,0.18034466,0.14387256,0.16521007,0.13407744,0.07592682,0.0018211212,0.28432226,0.18292677,0.46241966,0.14529137,0.14383805,0.048212003,0.15013114,0.18220003,0.19575192,0.05533976,0.001313224,0.00052676245,0.21665853,0.27877277,0.118033975,0.34760863,0.027735937,0.8028913,0.45799056,0.411437,1.190211,0.81496966,0.1443175,0.0026044792,0.1313911,0.0044429265,0.051088262,0.044264127
0.04056391,0.15072404,0.2693232,0.006946112,0.16442479,0.13678037,0.1715943,0.12312224,0.075975224,0.0008662253,0.28039628,0.18124942,0.45576814,0.1371785,0.1357385,0.04156969,0.14120108,0.16529328,0.19188546,0.04672691,0.00063999795,0.00023591495,0.19931644,0.26457667,0.11962599,0.33583385,0.020448739,0.7891763,0.43472207,0.3934565,1.181505,0.79788643,0.1415055,0.0013486099,0.12127209,0.0024748985,0.04562473,0.039277613
0.03397885,0.14400709,0.26529694,0.004464686,0.14860305,0.13054052,0.17303461,0.116225556,0.072306275,0.00038220908,0.27575597,0.17760819,0.44244903,0.13774766,0.13026306,0.038408644,0.13473587,0.15610313,0.18992384,0.039449416,0.00029259393,9.9134624e-05,0.19069016,0.24634762,0.11519789,0.32153216,0.015022393,0.7755302,0.4184251,0.3782303,1.1537644,0.79465437,0.13616925,0.00064660097,0.12194156,0.0013026526,0.040844627,0.035929862
0.027434813,0.13357869,0.2523064,0.0027740288,0.13447987,0.12531596,0.18104368,0.10663063,0.0672522,0.00015611631,0.26828352,0.17691533,0.4390454,0.13331285,0.1232414,0.034776248,0.13033402,0.14071013,0.18332031,0.031978503,0.00012405826,3.8632654e-05,0.18262091,0.23367563,0.107110634,0.31012565,0.010719831,0.76483685,0.39748982,0.36236355,1.1380976,0.77998465,0.13251965,0.0002881375,0.11445447,0.00064544723,0.036173943,0.031631354
0.022312783,0.12594508,0.24300057,0.0016336618,0.11977727,0.12039143,0.18096249,0.099162854,0.064994715,5.8581154e-05,0.26377794,0.17212759,0.4208951,0.12967263,0.11329525,0.031411942,0.1204325,0.12792313,0.18138474,0.025964916,4.9328148e-05,1.397782e-05,0.17157796,0.22793737,0.102616645,0.29944578,0.007441623,0.7515624,0.38026783,0.34593824,1.1278156,0.77710575,0.12476023,0.00011766498,0.10999043,0.00029789034,0.032204323,0.02854393
0.01736978,0.12044345,0.2370655,0.00092926156,0.10753284,0.12114774,0.18270606,0.089431,0.06114838,2.0226305e-05,0.2548232,0.16476646,0.41733298,0.12730794,0.11296181,0.029084258,0.113677,0.11660079,0.17720926,0.020460367,1.8126982e-05,4.6713417e-06,0.17101122,0.21463671,0.10180616,0.2871493,0.0048909956,0.740648,0.36143994,0.33190116,1.1073939,0.77170056,0.12359808,4.4273227e-05,0.10593817,0.00012929057,0.030802634,0.025790712
0.013701444,0.12166301,0.23655914,0.00050494145,0.09639098,0.11778982,0.18376599,0.0821841,0.05620645,6.4004603e-06,0.2553791,0.1665087,0.41140586,0.12707841,0.108296946,0.026536994,0.10898862,0.10969383,0.18176356,0.016257394,6.1633227e-06,1.432236e-06,0.1648634,0.20557025,0.10243802,0.27576414,0.0031146484,0.73236233,0.34953874,0.32117864,1.0826156,0.76335263,0.11757558,1.5321719e-05,0.10150378,5.2543255e-05,0.029387305,0.022701053
0.0102461595,0.11895021,0.22825177,0.00026058662,0.08494584,0.11220412,0.18486442,0.0801371,0.054041862,1.8471953e-06,0.25044286,0.15632305,0.39953262,0.11822342,0.10322903,0.022659015,0.10293474,0.09786988,0.17791,0.012277384,1.925302e-06,4.002709e-07,0.16383885,0.20614523,0.09801606,0.26314425,0.0018805099,0.7140297,0.32723424,0.30671686,1.0709436,0.7639184,0.11612483,4.854061e-06,0.09940268,1.9834099e-05,0.024755625,0.021401184
0.007515997,0.119420536,0.22261655,0.00012841627,0.07490486,0.105728045,0.18607374,0.074253224,0.05114505,4.8364257e-07,0.25093433,0.15747915,0.39410073,0.11562082,0.10090178,0.020486524,0.09941813,0.08954944,0.17469181,0.009131962,5.497095e-07,1.0131482e-07,0.15810807,0.2045341,0.09488747,0.25405288,0.0010704203,0.7095539,0.31350282,0.29738954,1.0457786,0.74794936,0.109005496,1.4043405e-06,0.09798831,6.943849e-06,0.024206461,0.017269311
0.0053445655,0.10794536,0.21628276,5.9742233e-05,0.066755794,0.10135495,0.18682313,0.0693477,0.04835601,1.14038365e-07,0.24632782,0.15310147,0.39648193,0.113223165,0.09756767,0.017980015,0.092034735,0.079093106,0.17287575,0.006591299,1.4233295e-07,2.304588e-08,0.15412226,0.19356008,0.09154763,0.24688537,0.0005766969,0.69931644,0.30344796,0.28778455,1.0403216,0.73867995,0.10640899,3.6845404e-07,0.09362899,2.2375343e-06,0.022040755,0.015003709
0.0037428073,0.1062631,0.21447355,2.6235062e-05,0.057474263,0.09960705,0.18776424,0.06585383,0.046123665,2.4028555e-08,0.23653576,0.15316218,0.38353154,0.1121655,0.09212545,0.015632901,0.08968989,0.07153279,0.17246579,0.0047163204,3.3197527e-08,4.672806e-09,0.14610139,0.19191995,0.09291529,0.23697852,0.00029650808,0.69154644,0.2886231,0.27929214,1.0216368,0.7322017,0.10113874,8.701988e-08,0.09762251,6.606571e-07,0.021183183,0.012791534
0.002548992,0.10960846,0.20841908,1.0823421e-05,0.04919529,0.09598237,0.18707035,0.061395194,0.04344678,4.4862407e-09,0.2311378,0.14731368,0.3755874,0.10903151,0.090884864,0.013906433,0.08315415,0.067063086,0.17520154,0.0032633988,6.9182957e-09,8.370244e-10,0.14229688,0.18116994,0.08687298,0.22843668,0.0001442859,0.6883482,0.2798921,0.27003482,1.0120656,0.7205282,0.10002033,1.8379055e-08,0.08920803,1.7765386e-07,0.016713625,0.010429748
0.001663659,0.111721404,0.2091399,4.1734393e-06,0.04218903,0.09389,0.18900372,0.05742075,0.038737405,7.352185e-10,0.23439437,0.14735927,0.37079483,0.10818718,0.091488265,0.012331121,0.0791457,0.0597644,0.17099266,0.0021601554,1.2768644e-09,1.3117626e-10,0.1429477,0.1718617,0.0883085,0.22101182,6.641953e-05,0.67600065,0.26426792,0.25800115,0.9949618,0.71860135,0.09550745,3.4412795e-09,0.0868456,4.3177113e-08,0.016055284,0.008369669
0.0010518808,0.10296907,0.1990856,1.496684e-06,0.035851665,0.09175181,0.18704855,0.05558657,0.03639379,1.0468607e-10,0.22780234,0.13913046,0.36565155,0.10631163,0.088770844,0.009931934,0.07630244,0.05265155,0.1731682,0.0014015867,2.0674522e-10,1.7796573e-11,0.14022592,0.17645927,0.08753029,0.21282628,2.8802548e-05,0.67202365,0.2564935,0.25128394,0.97968197,0.7095885,0.09436388,5.65884e-10,0.08816985,9.411973e-09,0.013521968,0.0063425894
0.00064054923,0.1076745,0.20145638,4.966274e-07,0.029432854,0.09019735,0.19223326,0.05319692,0.031447593,1.2806677e-11,0.22316504,0.14016825,0.35962403,0.1049273,0.08809099,0.008119485,0.07491007,0.04701705,0.17102638,0.0008735635,2.9064964e-11,2.0662027e-12,0.13230507,0.1616915,0.08600864,0.20238791,1.1711781e-05,0.65870845,0.24195273,0.24425499,0.96636426,0.70564055,0.09164832,8.089419e-11,0.087824866,1.824647e-09,0.011238037,0.0048030745
0.0003753403,0.112261295,0.19611832,1.515076e-07,0.023985192,0.08953187,0.19177014,0.050962515,0.030169308,1.3296988e-12,0.22273684,0.14004698,0.34900025,0.10482933,0.08532598,0.006428728,0.07433085,0.041100636,0.17124508,0.0005239709,3.5079036e-12,2.0272174e-13,0.12751444,0.16092853,0.086773895,0.19428742,4.4470858e-06,0.6584038,0.23662597,0.2366818,0.9508932,0.69935,0.08934376,9.941211e-12,0.084960505,3.1171052e-10,0.0083649475,0.0034049829
0.00021089571,0.10742113,0.19389445,4.223282e-08,0.01945051,0.08855784,0.18940486,0.04907898,0.026784703,1.1562192e-13,0.21766013,0.1388127,0.3454619,0.10513244,0.085165866,0.004936617,0.07319227,0.035011433,0.1656006,0.00030195157,3.5901956e-13,1.6578525e-14,0.12730436,0.15659116,0.08961762,0.18934235,1.5695317e-06,0.6483982,0.22521567,0.2276787,0.94242305,0.69668657,0.08493924,1.0375342e-12,0.084157854,4.6457695e-11,0.006468776,0.0023200982
0.00011349755,0.10449815,0.18647255,1.068125e-08,0.015506332,0.08628118,0.19316706,0.04900919,0.024905624,8.2975974e-15,0.21256536,0.1329336,0.34111807,0.10409342,0.08218349,0.0036636356,0.06741242,0.029354112,0.16580953,0.00016710942,3.0742573e-14,1.1131948e-15,0.12507074,0.15235198,0.08997253,0.1824739,5.119557e-07,0.6420126,0.21856424,0.22123615,0.9319291,0.68525887,0.084878996,9.074527e-14,0.08363803,5.9753587e-12,0.004727719,0.0015330927
5.8414378e-05,0.10930228,0.18184458,2.4326678e-09,0.012298261,0.08711411,0.19008051,0.046530686,0.022686996,4.8365587e-16,0.20963372,0.13409252,0.34096295,0.10709656,0.079704866,0.002571601,0.06403332,0.025413986,0.16872561,8.858523e-05,2.1703138e-15,6.0367946e-17,0.124776304,0.1433249,0.08135228,0.17557871,1.5340395e-07,0.63820714,0.20653473,0.21324788,0.9173131,0.6781638,0.082427144,6.5550817e-15,0.08710307,6.5540824e-13,0.0030746735,0.00094257697
2.8538485e-05,0.10656773,0.17789954,4.948567e-10,0.009331736,0.08381814,0.19139986,0.045645848,0.020605665,2.2498772e-17,0.20917115,0.1319676,0.3300986,0.10441665,0.07797435,0.001728767,0.063369125,0.020408256,0.16773057,4.4727585e-05,1.2429692e-16,2.596424e-18,0.12073192,0.1415526,0.08340023,0.16946125,4.1952486e-08,0.633023,0.19824968,0.20632388,0.9101677,0.6724382,0.082273714,3.8488873e-16,0.08357301,6.051619e-14,0.0019424458,0.0005607318
1.3218103e-05,0.105310604,0.1711727,8.91138e-11,0.0070048044,0.08292368,0.19237992,0.045575418,0.017528428,8.192517e-19,0.20284532,0.13470419,0.31857583,0.104848675,0.0782926,0.001133101,0.059633434,0.01697627,0.17084864,2.145908e-05,5.673653e-18,8.6816515e-20,0.1117357,0.14019673,0.079344116,0.16308697,1.0397466e-08,0.6313545,0.18947855,0.19785435,0.8924224,0.6696662,0.08193424,1.8050408e-17,0.08548128,4.637561e-15,0.0010885567,0.00031570572
5.777128e-06,0.10581353,0.1682015,1.4069632e-11,0.0051899147,0.084819935,0.19008158,0.04328076,0.015613542,2.2858193e-20,0.1998497,0.13182934,0.3257815,0.108299024,0.07894079,0.00070861913,0.05787992,0.013307996,0.16459706,9.7343345e-06,2.0242481e-19,2.2075274e-21,0.115660384,0.13553652,0.077024385,0.15825367,2.3174558e-09,0.6217135,0.18057987,0.19164291,0.8833407,0.66402364,0.07857193,6.6322757e-19,0.08534986,2.9041957e-16,0.00055009814,0.00016955873
2.3738198e-06,0.10097617,0.1653501,1.9272062e-12,0.0037209147,0.07743717,0.1929906,0.041590314,0.0142304255,4.772844e-22,0.19475538,0.12832572,0.3170603,0.101891115,0.0765785,0.0004210548,0.057164717,0.010549251,0.16683348,4.1640455e-06,5.5248605e-21,4.165576e-23,0.115484715,0.13213433,0.07800172,0.15120912,4.6067394e-10,0.6066573,0.17012222,0.184532,0.8774139,0.65850323,0.07743945,1.8690753e-20,0.08817398,1.4611305e-17,0.00025962957,8.6194246e-05
9.1239554e-07,0.1064803,0.16139077,2.2641765e-13,0.0026262614,0.07658969,0.1907541,0.04095269,0.013213817,7.265054e-24,0.19485374,0.12938227,0.31140235,0.100390784,0.07711673,0.0002382292,0.05224949,0.007984706,0.16517551,1.672209e-06,1.1264161e-22,5.676904e-25,0.10613081,0.12899472,0.08005565,0.14645071,8.0937715e-11,0.5987204,0.16419129,0.17870347,0.87405944,0.65406615,0.07564847,3.9460665e-22,0.088691376,5.796325e-19,0.000111681606,4.1535684e-05
3.2640557e-07,0.101377845,0.16068296,2.2532313e-14,0.0017879489,0.07442554,0.19106486,0.04297667,0.01226973,7.829504e-26,0.19501431,0.12713288,0.30908772,0.098141745,0.07695959,0.00012867042,0.051076744,0.005936773,0.16455606,6.2709694e-07,1.670765e-24,5.420634e-27,0.10702581,0.12817621,0.08077842,0.14213924,1.244569e-11,0.6021147,0.15948866,0.17322487,0.85929406,0.6484773,0.076226294,6.080445e-24,0.0922188,1.776082e-20,4.4225173e-05,1.8893032e-05
1.0808412e-07,0.10124292,0.15769678,1.873681e-15,0.0011792484,0.07336526,0.19265692,0.041688602,0.0114315115,5.781703e-28,0.19063123,0.12917179,0.30161646,0.09787946,0.0768498,6.6132576e-05,0.05004821,0.004219315,0.15901934,2.1844701e-07,1.7505437e-26,3.5052936e-29,0.10830404,0.12815715,0.0798024,0.13733871,1.6571343e-12,0.5974198,0.15268928,0.1681432,0.8481461,0.6449236,0.075037435,6.6420615e-26,0.09206342,4.108847e-22,1.6126744e-05,8.10779e-06
3.293286e-08,0.105778486,0.1505917,1.2826374e-16,0.00075775234,0.072578035,0.19224463,0.039584592,0.0101958,2.8197506e-30,0.18847042,0.12582138,0.29949814,0.098745026,0.07708549,3.22702e-05,0.049099214,0.0029795421,0.16234162,7.029928e-08,1.2535333e-28,1.4773472e-31,0.10861979,0.122065045,0.0795862,0.13387528,1.8884902e-13,0.5950981,0.14667359,0.16470343,0.8448698,0.6365205,0.07341481,4.978778e-28,0.08671783,6.997623e-24,5.3962385e-06,3.2594176e-06
9.173905e-09,0.10567172,0.14732501,7.11105e-18,0.0004710729,0.071671695,0.18797055,0.038453568,0.009057228,8.7113756e-33,0.18602116,0.12323831,0.29193828,0.09944198,0.07714961,1.4906396e-05,0.046885077,0.002026218,0.16304827,2.077125e-08,5.9110594e-31,3.885244e-34,0.10603804,0.12101849,0.079295196,0.12872502,1.8187752e-14,0.5903224,0.14104854,0.15951958,0.8303037,0.6360945,0.07319236,2.468765e-30,0.088948905,8.529885e-26,1.6566902e-06,1.2238042e-06
2.3201392e-09,0.10915232,0.14346842,3.1361227e-19,0.00028362873,0.06919321,0.18930711,0.037431065,0.007306029,1.6255894e-35,0.17822106,0.11837109,0.2898297,0.09798187,0.07652072,6.494429e-06,0.045145765,0.0013177902,0.159645,5.5976703e-09,1.7598203e-33,6.0659197e-37,0.103830226,0.11806492,0.07939402,0.1250472,1.4599298e-15,0.58513343,0.13300025,0.15600425,0.8232326,0.63696766,0.07183158,7.768729e-33,0.08433622,7.2118777e-28,4.6432464e-07,4.2684417e-07
5.287253e-10,0.110529155,0.14093006,1.0787117e-20,0.00016381936,0.06736195,0.1889108,0.035399657,0.0059471033,1.7345045e-38,0.17829673,0.11957007,0.2821692,0.09666259,0.076476246,2.6590546e-06,0.0435229,0.0008347367,0.1614986,1.366059e-09,3.1525106e-36,5.30774e-40,0.103288,0.11643922,0.08114474,0.11992823,9.620296e-17,0.576443,0.12573376,0.1499533,0.8202989,0.6283011,0.069677696,1.4796968e-35,0.0816992,4.0826025e-30,1.1802478e-07,1.3754001e-07
1.0768334e-10,0.11311207,0.14037067,2.8314187e-22,9.079562e-05,0.06636712,0.18794607,0.036171682,0.004355153,9.928e-42,0.17340547,0.11914195,0.27657425,0.096423365,0.080240965,1.0182265e-06,0.04414115,0.0005078278,0.1593679,2.9955732e-10,3.214825e-39,2.44e-43,0.09923435,0.117589064,0.07805953,0.1157184,5.1183322e-18,0.57946044,0.12081286,0.14574121,0.7986606,0.62445617,0.06938653,1.6153964e-38,0.08251066,1.4869132e-32,2.7027378e-08,4.0698186e-08
1.9427324e-11,0.11846522,0.13268021,5.536194e-24,4.8130223e-05,0.06638184,0.18774684,0.034991495,0.00330931,3e-45,0.17369878,0.118137814,0.26970556,0.09737109,0.07459556,3.6280252e-07,0.043351866,0.00029529244,0.16087373,5.853034e-11,1.749e-42,0.0,0.097366564,0.11447329,0.08001883,0.11114776,2.1588481e-19,0.5703787,0.11392879,0.1424198,0.7994508,0.6147955,0.068383925,9.487e-42,0.08533336,3.3295094e-35,5.533128e-09,1.0984853e-08
3.0749253e-12,0.115922526,0.12861697,7.8503314e-26,2.4362846e-05,0.06323608,0.18375756,0.034750804,0.002509422,0.0,0.16871119,0.116355136,0.27094117,0.093585566,0.0723609,1.1963229e-07,0.04165358,0.0001646958,0.1634054,1.0097256e-11,0.0,0.0,0.10431468,0.113923684,0.078533895,0.10838012,7.07516e-21,0.5632206,0.106450155,0.13536324,0.7917248,0.6136381,0.068491355,3e-45,0.083926424,4.3510948e-38,1.003688e-09,2.6854543e-09
4.2252985e-13,0.118957736,0.13017744,7.83524e-28,1.1713216e-05,0.06396952,0.1820545,0.034531455,0.0017192673,0.0,0.16312122,0.11447848,0.26579234,0.0956687,0.075808346,3.6290864e-08,0.0399907,8.794999e-05,0.15948509,1.5227675e-12,0.0,0.0,0.10138354,0.10659824,0.078092396,0.104764745,1.7620961e-22,0.5626566,0.10289323,0.13149549,0.77500594,0.6188937,0.0657307,0.0,0.083760515,3.1239e-41,1.5979715e-10,5.900278e-10
4.9833493e-14,0.11932614,0.124120116,5.323015e-30,5.33091e-06,0.061185744,0.183896,0.036945425,0.0011217576,0.0,0.15827905,0.11141522,0.26804468,0.09254126,0.07345915,1.0062536e-08,0.037575305,4.4597524e-05,0.16099127,1.9859987e-13,0.0,0.0,0.099630915,0.10239495,0.0782071,0.10033137,3.2540443e-24,0.5593859,0.09766425,0.12935154,0.77089286,0.6081824,0.06703362,0.0,0.082627006,1.1e-44,2.2097785e-11,1.15532195e-10
