gen_fuel_hydro_mw,gen_fuel_multiple_fuels_mw,gen_fuel_nuclear_mw,gen_fuel_oil_mw,gen_fuel_other_renewables_mw,gen_fuel_storage_mw,gen_fuel_coal_pct,gen_fuel_hydro_pct,gen_fuel_oil_pct,gen_fuel_other_renewables_pct,gen_fuel_solar_pct,gen_fuel_wind_pct,da_as_mcp_primary_reserve,da_as_mcp_synchronized_reserve,da_as_as_req_mw_synchronized_reserve,da_as_as_req_mw_thirty_minutes_reserve,da_as_as_mw_primary_reserve,da_as_as_mw_synchronized_reserve,da_as_as_mw_thirty_minutes_reserve,system_energy_price_da,system_energy_price_rt,marginal_loss_price_rt,gross_sched_interchange_mw,gross_inadv_interchange_mw
0.65672106,0.02646954,0.16288821,0.28532183,0.25728062,5.5729674e-06,0.15467457,0.47822252,0.14825276,0.38302514,0.16093843,0.017235328,0.0026174327,0.00044517257,0.00018371575,0.07936424,0.01631699,0.01763105,0.0019870086,0.15060617,0.11843978,0.06991224,1.1174208e-05,0.005228944
0.64922994,0.022259744,0.1470785,0.27497143,0.2377032,1.4356372e-06,0.13983357,0.47456878,0.14264566,0.357669,0.14520773,0.013079757,0.0013848351,0.00018961838,6.688824e-05,0.070066705,0.015650371,0.016942088,0.0009629819,0.13715902,0.09881541,0.055358194,3.0566794e-06,0.004022943
0.6436997,0.018851662,0.1354726,0.26222208,0.21506058,3.3121992e-07,0.12576419,0.4688944,0.13938609,0.33242723,0.13166507,0.010437568,0.0006948325,7.543762e-05,2.2433329e-05,0.05958412,0.015406189,0.017211774,0.00041825755,0.1240629,0.08237328,0.043243792,7.5235005e-07,0.002687261
0.6369591,0.014903974,0.12330058,0.25338718,0.19624299,6.7876435e-08,0.11240198,0.46578017,0.13486062,0.3098955,0.11917786,0.008277968,0.0003308401,2.790637e-05,6.8963473e-06,0.054961048,0.015635367,0.015455727,0.00016328643,0.11263682,0.06825208,0.033312898,1.6537125e-07,0.0016676339
0.6275149,0.0125259645,0.11252922,0.24295686,0.18073557,1.2245607e-08,0.10378445,0.46450672,0.13186084,0.29175967,0.107801184,0.0066234334,0.00014860638,9.543732e-06,1.9297445e-06,0.048665706,0.014454314,0.014900595,5.7773872e-05,0.103779286,0.05632749,0.025495559,3.218792e-08,0.0009365524
0.62306535,0.01111501,0.10373239,0.23551975,0.16579421,1.9261177e-09,0.09369625,0.46059453,0.12805706,0.26951784,0.10121092,0.005198078,6.25855e-05,3.0006915e-06,4.882235e-07,0.043998268,0.01503121,0.014222075,1.8604558e-05,0.097896084,0.046576574,0.019064842,5.4969367e-09,0.00044407087
0.61469287,0.009692795,0.09485973,0.22598615,0.15471204,2.6135072e-10,0.0864332,0.45862058,0.12512347,0.2514451,0.09394696,0.0035682407,2.4639286e-05,8.6177954e-07,1.1083017e-07,0.03925978,0.01425523,0.0143648805,5.4538273e-06,0.0914123,0.03797236,0.01390437,8.1541424e-10,0.0001850298
0.6104595,0.00892288,0.088291794,0.21946713,0.14308125,3.0239616e-11,0.07948639,0.45368877,0.12203809,0.23819908,0.084143445,0.002576606,9.0317335e-06,2.2451032e-07,2.2390179e-08,0.035506554,0.015458474,0.015267898,1.449546e-06,0.08695311,0.031552948,0.01008258,1.0392001e-10,6.7657034e-05
0.60578567,0.008107215,0.08151358,0.2132071,0.13336073,2.9460926e-12,0.073162355,0.45065987,0.11969521,0.22158754,0.0789432,0.0016337923,3.0622004e-06,5.2669048e-08,3.9895136e-09,0.032984003,0.014566541,0.013566718,3.4717056e-07,0.08342916,0.025585499,0.006943646,1.1242849e-11,2.2068332e-05
0.5997183,0.0063988613,0.07777227,0.2083414,0.12558052,2.3835182e-13,0.06609393,0.4480113,0.11555817,0.2059627,0.07293374,0.00092862255,9.549263e-07,1.1036957e-08,6.208776e-10,0.030386921,0.014127231,0.013005907,7.4380935e-08,0.079849936,0.020844812,0.004620291,1.0191003e-12,6.5047416e-06
0.59524626,0.0053785765,0.0721347,0.20076244,0.11647807,1.5772484e-14,0.062094875,0.4440079,0.11409905,0.19464688,0.06756635,0.00043997404,2.7218707e-07,2.0479713e-09,8.350174e-11,0.027682565,0.01390812,0.012729882,1.4134781e-08,0.07699412,0.016768765,0.0029453852,7.629333e-14,1.7325241e-06
0.58967155,0.0047135437,0.06604229,0.19528401,0.11137279,8.3955905e-16,0.056979503,0.4404292,0.11194313,0.1820642,0.06540272,0.00018057843,7.043994e-08,3.3331152e-10,9.592908e-12,0.025834166,0.013852665,0.0125934025,2.3604734e-09,0.07490784,0.013900346,0.0018167935,4.643515e-15,4.156979e-07
0.5844532,0.0042642616,0.06541475,0.18978433,0.103494905,3.5294513e-17,0.05256288,0.4377661,0.10968072,0.17277488,0.06189434,6.499141e-05,1.6428036e-08,4.709119e-11,9.295346e-13,0.025050834,0.014106814,0.012486593,3.429122e-10,0.07269377,0.010967732,0.001052248,2.258324e-16,8.927021e-08
0.57923704,0.0034268813,0.059695944,0.18416925,0.098689,1.1483839e-18,0.049256846,0.43520597,0.10737403,0.16178513,0.05740074,2.100777e-05,3.4249077e-09,5.7108138e-12,7.4924476e-14,0.022185031,0.012922844,0.012138992,4.285788e-11,0.06987059,0.008386395,0.0005771426,8.61063e-18,1.7022305e-08
0.57554245,0.0028896944,0.058245543,0.17977002,0.09128724,2.828029e-20,0.045953535,0.43094265,0.1052683,0.15272447,0.054889362,6.055505e-06,6.3275524e-10,5.872054e-13,4.9480645e-15,0.021111893,0.013256861,0.011191113,4.5529643e-12,0.067732155,0.0062723854,0.000298797,2.520382e-19,2.8556644e-09
0.5710118,0.0021353364,0.05640186,0.17610128,0.08762818,5.1420024e-22,0.043192334,0.42739677,0.102676,0.14274335,0.05058116,1.5766141e-06,1.02616686e-10,5.0510614e-14,2.6331065e-16,0.01977426,0.012966514,0.010940737,4.0573325e-13,0.06606206,0.0046982323,0.00014652137,5.533268e-21,4.1724665e-10
0.5645874,0.0015326128,0.054227944,0.17023785,0.08277316,6.715119e-24,0.039875437,0.42533714,0.10139785,0.13710974,0.04857305,3.6874104e-07,1.4457739e-11,3.581756e-15,1.108601e-17,0.018136725,0.012799821,0.010832622,2.9895116e-14,0.065070726,0.003287434,6.737964e-05,8.8790914e-23,5.2515572e-11
0.56185097,0.00093423016,0.050040074,0.16657989,0.07879162,6.1075e-26,0.037758913,0.42172956,0.09933833,0.12772489,0.045491155,7.703772e-08,1.7498004e-12,2.0603217e-16,3.6190661e-19,0.016225455,0.012525878,0.010513995,1.7926836e-15,0.06360557,0.0021294628,2.9038634e-05,1.0118896e-24,5.625651e-12
0.557014,0.0004988596,0.048797324,0.16251992,0.07637753,3.7371084e-28,0.035003386,0.41917992,0.097526714,0.12173511,0.04465033,1.4264563e-08,1.7969925e-13,9.4453934e-18,8.9589105e-21,0.0154149365,0.012513444,0.010671299,8.5981964e-17,0.063443474,0.0013126549,1.1694924e-05,7.930312e-27,5.0622614e-13
0.553278,0.0002262033,0.047177456,0.15817584,0.07480399,1.4794572e-30,0.03311477,0.41550732,0.096421435,0.115383394,0.04370833,2.320053e-09,1.5450592e-14,3.384517e-19,1.6406835e-22,0.015256516,0.012376558,0.00991437,3.2360499e-18,0.062356357,0.00074909703,4.38264e-06,4.1219803e-29,3.7719577e-14
0.5486421,8.9553345e-05,0.045498196,0.15458134,0.071635544,3.6246827e-33,0.031335883,0.4138834,0.09508644,0.11076174,0.041535206,3.280828e-10,1.095994e-15,9.277584e-21,2.1626123e-24,0.014021959,0.012876705,0.009909617,9.357835e-20,0.061134156,0.00039339653,1.5224839e-06,1.363859e-31,2.290928e-15
0.5455268,3.2082848e-05,0.04442584,0.15123785,0.06793535,5.22306e-36,0.029772386,0.41087174,0.0931525,0.10531543,0.040634334,3.9887565e-11,6.3117335e-17,1.8998019e-22,1.9897275e-26,0.012982579,0.012599462,0.009403529,2.0312547e-21,0.061063293,0.00019093796,4.8825996e-07,2.7414115e-34,1.1147619e-16
0.54147226,1.0393537e-05,0.043454327,0.14849445,0.0669393,4.173126e-39,0.029190911,0.40903652,0.09155949,0.101037346,0.039604887,4.1186087e-12,2.899326e-18,2.8304185e-24,1.2345844e-28,0.012194141,0.01219731,0.008804328,3.2251474e-23,0.06050629,8.486465e-05,1.4363893e-07,3.17218e-37,4.264215e-18
0.53843147,3.068222e-06,0.042292275,0.14514832,0.06473528,1.725e-42,0.027114846,0.4052994,0.09053678,0.096929915,0.03865432,3.5638078e-13,1.0418677e-19,2.9790485e-26,4.969216e-31,0.0124643715,0.012429482,0.008712135,3.6392917e-25,0.059455335,3.508721e-05,3.8497976e-08,1.98495e-40,1.255724e-19
0.53385377,8.2397446e-07,0.042571504,0.14084019,0.062390123,0.0,0.025515623,0.40361038,0.09004269,0.09270365,0.03664434,2.5466986e-14,2.866705e-21,2.14323e-28,1.2414242e-33,0.0111856675,0.0126197655,0.008705798,2.8259467e-27,0.05811832,1.3421734e-05,9.3361985e-09,6.3e-44,2.7816256e-21
0.5301232,2.0011667e-07,0.04164839,0.13869788,0.06019255,0.0,0.024805265,0.40034932,0.08767557,0.08811756,0.036127288,1.4790439e-15,5.898007e-23,1.0155501e-30,1.8300153e-36,0.010914803,0.012095148,0.008565122,1.456265e-29,0.05657177,4.741385e-06,2.0332025e-09,0.0,4.5175827e-23
0.526654,4.3637097e-08,0.0412502,0.13567021,0.058644578,0.0,0.023292555,0.39830318,0.08785816,0.086150035,0.035337366,6.859407e-17,8.837727e-25,3.03881e-33,1.501325e-39,0.010758298,0.011989664,0.008120918,4.7799406e-32,0.05686381,1.5413405e-06,3.9427517e-10,0.0,5.2276397e-25
0.5238759,8.472893e-09,0.041559014,0.13371088,0.058023784,0.0,0.022746691,0.39536312,0.08531782,0.08264882,0.034816712,2.4916787e-18,9.365631e-27,5.4728324e-36,6.4e-43,0.010072092,0.012557217,0.008204914,9.5365245e-35,0.056646325,4.5914427e-07,6.7455076e-11,0.0,4.174584e-27
0.51844984,1.4516499e-09,0.039324243,0.13128416,0.05510667,0.0,0.022830728,0.39414907,0.084011324,0.08080639,0.03334076,6.939484e-20,6.7922716e-29,5.612824e-39,0.0,0.009929472,0.012347286,0.008046897,1.0958923e-37,0.05485301,1.246176e-07,1.0081098e-11,0.0,2.219333e-29
0.51679003,2.1727845e-10,0.038636465,0.12843798,0.05337269,0.0,0.021617685,0.39026952,0.08341931,0.078578144,0.031984113,1.4472362e-21,3.2486322e-31,3.073e-42,0.0,0.009853087,0.012512776,0.008238316,6.8135e-41,0.055101346,3.0625955e-08,1.3018002e-12,0.0,7.541891e-32
0.5132746,2.810504e-11,0.038630765,0.12617476,0.051893998,0.0,0.020732494,0.38800487,0.082326986,0.075428836,0.03195527,2.2016589e-23,9.826141e-34,1e-45,0.0,0.008978532,0.011551354,0.008403398,2.1e-44,0.053889748,6.7620305e-09,1.4354547e-13,0.0,1.5641441e-34
0.50955355,3.104761e-12,0.039698713,0.12380366,0.050706506,0.0,0.020952193,0.3856901,0.082014985,0.07509672,0.02976179,2.3728675e-25,1.7917331e-36,0.0,0.0,0.009115267,0.011433029,0.008296019,0.0,0.052852586,1.3308326e-09,1.3342367e-14,0.0,1.8771442e-37
0.50545305,2.8916564e-13,0.038591996,0.12166317,0.049640108,0.0,0.019302059,0.383559,0.080848895,0.07174061,0.030108055,1.7535373e-27,1.863878e-39,0.0,0.0,0.009370505,0.01229878,0.008011988,0.0,0.05201796,2.3134657e-10,1.0307331e-15,0.0,1.22542e-40
0.5021608,2.2388173e-14,0.037952043,0.11974286,0.047313523,0.0,0.018828366,0.38202682,0.08004927,0.06958227,0.028492812,8.564388e-30,1.037e-42,0.0,0.0,0.008612481,0.0116880415,0.007809265,0.0,0.050677057,3.517734e-11,6.516642e-17,0.0,4e-44
0.4981827,1.4188772e-15,0.035777494,0.11759101,0.047259957,0.0,0.018328538,0.37906516,0.07908028,0.06766976,0.028816005,2.651706e-32,0.0,0.0,0.0,0.008735368,0.011891065,0.007857426,0.0,0.05037235,4.628646e-12,3.3152075e-18,0.0,0.0
0.49560115,7.237349e-17,0.03484854,0.11662509,0.045718584,0.0,0.018488295,0.37591675,0.077689946,0.066978246,0.028000347,4.9631576e-35,0.0,0.0,0.0,0.008445638,0.011749446,0.0074489242,0.0,0.04974142,5.2089924e-13,1.332069e-19,0.0,0.0
0.49310756,2.91643e-18,0.03408728,0.11489309,0.04520867,0.0,0.01764088,0.37321764,0.0767787,0.064542234,0.027741393,5.3164586e-38,0.0,0.0,0.0,0.007888418,0.011529549,0.0074817115,0.0,0.04936911,4.950195e-14,4.1416077e-21,0.0,0.0
0.48994803,9.096389e-20,0.03367215,0.11335165,0.044423595,0.0,0.0175416,0.37101656,0.075643264,0.062504135,0.027756931,3.058e-41,0.0,0.0,0.0,0.0075009023,0.010800946,0.007578828,0.0,0.04836296,3.9174384e-15,9.740978e-23,0.0,0.0
0.48622328,2.1468776e-21,0.032655172,0.11119252,0.042821735,0.0,0.017197309,0.36939186,0.07547225,0.062114894,0.027399566,8e-45,0.0,0.0,0.0,0.0071711508,0.011458008,0.007357475,0.0,0.047655586,2.542512e-16,1.6901513e-24,0.0,0.0
0.4842574,3.7392155e-23,0.0335051,0.11034437,0.043813467,0.0,0.017339686,0.3664464,0.07385325,0.060793545,0.026459586,0.0,0.0,0.0,0.0,0.007014104,0.01162321,0.0074871257,0.0,0.046450734,1.33087835e-17,2.103835e-26,0.0,0.0
0.4807694,4.673887e-25,0.033326574,0.108989626,0.042242266,0.0,0.016457804,0.36452958,0.07285993,0.058942605,0.026811438,0.0,0.0,0.0,0.0,0.0072904844,0.0115679,0.007138685,0.0,0.047040243,5.516272e-19,1.8210204e-28,0.0,0.0
0.47781736,4.0641725e-27,0.032180298,0.10670141,0.04150525,0.0,0.016597243,0.36241862,0.0727031,0.057203736,0.025067557,0.0,0.0,0.0,0.0,0.0069311373,0.011141717,0.007242605,0.0,0.046754524,1.7741575e-20,1.0583385e-30,0.0,0.0
0.4749512,2.3739672e-29,0.03445838,0.105253495,0.04148246,0.0,0.017069174,0.35917613,0.07169682,0.05619232,0.026108762,0.0,0.0,0.0,0.0,0.0069304616,0.01101566,0.007012955,0.0,0.0458705,4.32983e-22,3.9697734e-33,0.0,0.0
0.47101152,8.9543835e-32,0.032413427,0.10426066,0.0400373,0.0,0.016940081,0.35884038,0.070674986,0.055147212,0.02495054,0.0,0.0,0.0,0.0,0.0067171,0.011019862,0.0072873975,0.0,0.046114404,7.82211e-24,9.187602e-36,0.0,0.0
0.4690707,2.0852126e-34,0.033757396,0.103062965,0.039905977,0.0,0.016360903,0.35554087,0.069895804,0.054803964,0.025150368,0.0,0.0,0.0,0.0,0.0066996813,0.011317762,0.007651252,0.0,0.04602756,1.01763876e-25,1.2460345e-38,0.0,0.0
0.4656969,2.8474376e-37,0.033851814,0.10193854,0.03903714,0.0,0.015715089,0.35412398,0.06974392,0.054127213,0.024575494,0.0,0.0,0.0,0.0,0.0068320716,0.010988175,0.0069918893,0.0,0.045004852,9.245452e-28,9.328e-42,0.0,0.0
0.46308282,2.148e-40,0.033814814,0.10057032,0.03840505,0.0,0.01577239,0.3523954,0.06927336,0.05303207,0.024054732,0.0,0.0,0.0,0.0,0.006747275,0.01062685,0.006902028,0.0,0.045364287,5.6669435e-30,4e-45,0.0,0.0
0.46090764,8.4e-44,0.033130076,0.09920718,0.037831705,0.0,0.015690004,0.34956333,0.06867108,0.051464465,0.023989037,0.0,0.0,0.0,0.0,0.006418197,0.010757513,0.0067412565,0.0,0.043766156,2.2539888e-32,0.0,0.0,0.0
0.45697233,0.0,0.033207607,0.09800267,0.03704659,0.0,0.015794577,0.3481877,0.06797665,0.05092261,0.024533108,0.0,0.0,0.0,0.0,0.006642859,0.010786337,0.0066639977,0.0,0.043462466,5.5658383e-35,0.0,0.0,0.0
0.45528162,0.0,0.03216576,0.097438976,0.03640818,0.0,0.015706036,0.3460075,0.066909805,0.04935299,0.023002869,0.0,0.0,0.0,0.0,0.006530663,0.010830931,0.007029383,0.0,0.04398653,8.111233e-38,0.0,0.0,0.0
0.45252955,0.0,0.032011878,0.09556208,0.03629308,0.0,0.015510151,0.3440782,0.0660286,0.047057804,0.02296291,0.0,0.0,0.0,0.0,0.0066734273,0.011014396,0.0068554967,0.0,0.042667814,6.5791e-41,0.0,0.0,0.0
0.44991928,0.0,0.032091744,0.094795264,0.0352405,0.0,0.015360623,0.34182355,0.06545618,0.04646501,0.022331467,0.0,0.0,0.0,0.0,0.006719334,0.011142337,0.006731016,0.0,0.042415004,2.8e-44,0.0,0.0,0.0
0.44714198,0.0,0.03176675,0.09314346,0.03452644,0.0,0.015115117,0.3393367,0.06509046,0.0474291,0.02217781,0.0,0.0,0.0,0.0,0.0067449375,0.010094017,0.0061886823,0.0,0.04201218,0.0,0.0,0.0,0.0
0.44388494,0.0,0.03197137,0.09173,0.03408573,0.0,0.015068256,0.3378212,0.064659,0.046070747,0.02198843,0.0,0.0,0.0,0.0,0.0065850727,0.009910607,0.006709159,0.0,0.042311907,0.0,0.0,0.0,0.0
0.441177,0.0,0.031333428,0.090613045,0.03344069,0.0,0.01508569,0.33574522,0.06438659,0.045731146,0.021873895,0.0,0.0,0.0,0.0,0.006608415,0.009955036,0.0061725285,0.0,0.04082121,0.0,0.0,0.0,0.0
0.4390301,0.0,0.032717925,0.09025728,0.03313916,0.0,0.014675536,0.33362338,0.06382119,0.044640623,0.021124898,0.0,0.0,0.0,0.0,0.006086932,0.009543649,0.00702401,0.0,0.041688178,0.0,0.0,0.0,0.0
0.4355855,0.0,0.031075308,0.08870175,0.031898536,0.0,0.015288779,0.33226028,0.063185506,0.043398757,0.021478388,0.0,0.0,0.0,0.0,0.006517393,0.009654989,0.006162142,0.0,0.041039467,0.0,0.0,0.0,0.0
0.43285477,0.0,0.033002462,0.088740736,0.031871665,0.0,0.014767727,0.33016396,0.062154263,0.042747255,0.020998323,0.0,0.0,0.0,0.0,0.00666012,0.009824349,0.0073097507,0.0,0.041647352,0.0,0.0,0.0,0.0
0.4306821,0.0,0.032459147,0.0871968,0.031107161,0.0,0.014947572,0.3281804,0.06193465,0.041483887,0.020808054,0.0,0.0,0.0,0.0,0.006572061,0.009214642,0.006716168,0.0,0.040894307,0.0,0.0,0.0,0.0
0.42870104,0.0,0.032425545,0.08673287,0.030900186,0.0,0.01477174,0.32537657,0.061270036,0.041569497,0.02018102,0.0,0.0,0.0,0.0,0.006880969,0.00949616,0.006956903,0.0,0.040725015,0.0,0.0,0.0,0.0
0.4256126,0.0,0.033470444,0.0856104,0.030525219,0.0,0.0142333405,0.3237461,0.06103793,0.040640377,0.02035496,0.0,0.0,0.0,0.0,0.007089219,0.009364526,0.0066805314,0.0,0.039967537,0.0,0.0,0.0,0.0
0.42327932,0.0,0.033687044,0.08475614,0.030458968,0.0,0.014532784,0.32144412,0.06087274,0.040769905,0.020337697,0.0,0.0,0.0,0.0,0.00765399,0.0094364025,0.006534982,0.0,0.040375307,0.0,0.0,0.0,0.0
0.42034245,0.0,0.03209986,0.084393814,0.02976166,0.0,0.01443078,0.32006782,0.059778005,0.039359476,0.019743465,0.0,0.0,0.0,0.0,0.006901509,0.009294092,0.0065331473,0.0,0.04051008,0.0,0.0,0.0,0.0
0.4182903,0.0,0.03314434,0.083195664,0.029983694,0.0,0.014418202,0.31734008,0.05981776,0.039115205,0.020037988,0.0,0.0,0.0,0.0,0.0073501123,0.009047267,0.0067441394,0.0,0.039807405,0.0,0.0,0.0,0.0
0.4161451,0.0,0.03468229,0.08297815,0.029632948,0.0,0.014328874,0.31557617,0.05885651,0.03842374,0.020529462,0.0,0.0,0.0,0.0,0.0070916754,0.008924609,0.006861523,0.0,0.039798815,0.0,0.0,0.0,0.0
0.41298857,0.0,0.0346116,0.08164874,0.028452445,0.0,0.014631728,0.31421393,0.058061298,0.037873425,0.01974336,0.0,0.0,0.0,0.0,0.007558475,0.009676144,0.00689564,0.0,0.039272692,0.0,0.0,0.0,0.0
0.41056547,0.0,0.033586845,0.081363775,0.027922282,0.0,0.014377445,0.31240228,0.057366353,0.037172645,0.01868052,0.0,0.0,0.0,0.0,0.007244958,0.008495755,0.006644526,0.0,0.039219685,0.0,0.0,0.0,0.0
0.4084609,0.0,0.034864195,0.07979659,0.02752875,0.0,0.014644865,0.30991971,0.05750059,0.036883432,0.018058456,0.0,0.0,0.0,0.0,0.008057867,0.008580744,0.0070716524,0.0,0.039796222,0.0,0.0,0.0,0.0
0.4060622,0.0,0.035059344,0.07904634,0.027804602,0.0,0.014577626,0.30887908,0.057010677,0.035980668,0.018348949,0.0,0.0,0.0,0.0,0.007684826,0.008456283,0.006480863,0.0,0.038866613,0.0,0.0,0.0,0.0
0.40325212,0.0,0.035987493,0.07872236,0.02759127,0.0,0.014782108,0.30727738,0.055999976,0.037014913,0.018325754,0.0,0.0,0.0,0.0,0.00780706,0.008071305,0.00636469,0.0,0.03997436,0.0,0.0,0.0,0.0
0.40103567,0.0,0.03416026,0.07690419,0.02705144,0.0,0.014816757,0.30600297,0.055921193,0.035992745,0.01813454,0.0,0.0,0.0,0.0,0.008082263,0.008403938,0.0062537314,0.0,0.039202295,0.0,0.0,0.0,0.0
0.39835417,0.0,0.033828337,0.07644194,0.026607124,0.0,0.014215968,0.30429295,0.055271015,0.033911336,0.019064145,0.0,0.0,0.0,0.0,0.007904755,0.0081360815,0.00627227,0.0,0.038970802,0.0,0.0,0.0,0.0
0.39641055,0.0,0.033508964,0.075209476,0.026463429,0.0,0.014169236,0.30242434,0.05524262,0.0342633,0.018613176,0.0,0.0,0.0,0.0,0.0074530896,0.0079769995,0.006389436,0.0,0.03829443,0.0,0.0,0.0,0.0
0.3947262,0.0,0.034294758,0.07526439,0.026405208,0.0,0.014355954,0.30027318,0.05366091,0.03505105,0.019186271,0.0,0.0,0.0,0.0,0.008101829,0.008333392,0.0066391462,0.0,0.038461603,0.0,0.0,0.0,0.0
