目标,口径,字段,独立能力,分解式门控,门控判零
115号母线电压相角,未剥离,is_weekend,0.011570875907741307,0.0,True
115号母线电压相角,已剥离,area_1_load_actual_mw,0.12270028071381633,0.013316706754267216,False
115号母线电压相角,已剥离,area_2_load_actual_mw,0.09508445443804459,0.0,True
115号母线电压相角,已剥离,area_3_load_actual_mw,0.06730591155677679,0.0,True
115号母线电压相角,已剥离,system_load_actual_mw,0.10070189119967832,0.0,True
115号母线电压相角,已剥离,area_1_load_day_ahead_mw,0.1220009044696041,0.0,True
115号母线电压相角,已剥离,area_2_load_day_ahead_mw,0.09417289406891838,0.0,True
115号母线电压相角,已剥离,area_3_load_day_ahead_mw,0.06460382215919425,0.0,True
115号母线电压相角,已剥离,system_load_day_ahead_mw,0.10092801263529327,0.0,True
115号母线电压相角,已剥离,system_generation_mw,0.10240471331367229,0.0,True
115号母线电压相角,已剥离,system_losses_mw,0.5876205435816704,0.0,True
115号母线电压相角,已剥离,area_1_net_export_mw,0.3032680380332031,0.0066780271008610725,True
115号母线电压相角,已剥离,area_2_net_export_mw,0.37138523769011744,0.0,True
115号母线电压相角,已剥离,area_3_net_export_mw,0.1939497036320561,0.0,True
115号母线电压相角,已剥离,reserve_reg_up_mw,0.22322069175892112,0.0,True
115号母线电压相角,已剥离,reserve_reg_down_mw,0.17930127717844113,0.0,True
115号母线电压相角,已剥离,reserve_spin_r1_mw,0.12189785592626978,0.0,True
115号母线电压相角,已剥离,reserve_spin_r2_mw,0.09496691416623793,0.0,True
115号母线电压相角,已剥离,reserve_spin_r3_mw,0.06724818253291964,0.0,True
115号母线电压相角,已剥离,gen_fuel_coal_mw,0.2886879859576226,0.0,True
115号母线电压相角,已剥离,gen_fuel_natural_gas_mw,0.17102499192571674,0.0,True
115号母线电压相角,已剥离,gen_fuel_nuclear_mw,0.2056270844644802,0.0,True
115号母线电压相角,已剥离,gen_fuel_hydro_mw,0.04781429083093158,0.0,True
115号母线电压相角,已剥离,gen_fuel_wind_mw,0.4212176730463897,0.0,True
115号母线电压相角,已剥离,gen_fuel_solar_mw,-0.00016221514576408858,0.0,True
115号母线电压相角,已剥离,area_1_fuel_coal_mw,0.37340662959404725,0.0700983926653862,False
115号母线电压相角,已剥离,area_1_fuel_natural_gas_mw,0.11662156845743654,0.021169517189264297,False
115号母线电压相角,已剥离,area_1_fuel_nuclear_mw,0.2056270844644802,0.022246770560741425,False
115号母线电压相角,已剥离,area_1_fuel_hydro_mw,0.027928270191788895,0.019393905997276306,False
115号母线电压相角,已剥离,area_1_fuel_wind_mw,0.5084325205150604,0.046803928911685944,False
115号母线电压相角,已剥离,area_1_fuel_solar_mw,0.004636037346893995,0.0,True
115号母线电压相角,已剥离,area_1_generation_mw,0.12113745423380495,0.0,True
115号母线电压相角,已剥离,area_2_fuel_coal_mw,0.06633167734886047,0.006934761069715023,True
115号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,0.08103904620872837,0.0,True
115号母线电压相角,已剥离,area_2_fuel_hydro_mw,0.030625955603899024,0.0,True
115号母线电压相角,已剥离,area_2_fuel_solar_mw,0.0010412982094067935,0.0,True
115号母线电压相角,已剥离,area_2_generation_mw,0.10291337664234257,0.0,True
115号母线电压相角,已剥离,area_3_fuel_coal_mw,0.10486380041125776,0.0,True
115号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,0.1427057148625096,0.0,True
115号母线电压相角,已剥离,area_3_fuel_hydro_mw,0.015222955413559447,0.0,True
115号母线电压相角,已剥离,area_3_fuel_wind_mw,0.3187841583136819,0.0,True
115号母线电压相角,已剥离,area_3_fuel_solar_mw,0.0008991067931614083,0.02044355310499668,False
115号母线电压相角,已剥离,area_3_generation_mw,0.07499571315782971,0.0,True
115号母线电压相角,已剥离,hour_of_day,0.0605163154932562,0.0,True
115号母线电压相角,已剥离,day_of_week,0.02022748150531173,0.0,True
115号母线电压相角,已剥离,month_of_year,0.04675578844739681,0.0,True
115号母线电压相角,已剥离,is_weekend,0.011570875907741307,0.0,True
215号母线电压相角,未剥离,area_1_load_actual_mw,0.24379603181671983,0.031218133866786957,False
215号母线电压相角,未剥离,area_2_load_actual_mw,0.24605528966276358,0.0,True
215号母线电压相角,未剥离,area_3_load_actual_mw,0.06278699594688819,0.0,True
215号母线电压相角,未剥离,system_load_actual_mw,0.2046205092516753,0.0,True
215号母线电压相角,未剥离,area_1_load_day_ahead_mw,0.24347875485369141,0.0,True
215号母线电压相角,未剥离,area_2_load_day_ahead_mw,0.24589688360445827,0.0,True
215号母线电压相角,未剥离,area_3_load_day_ahead_mw,0.0661025158980959,0.0,True
215号母线电压相角,未剥离,system_load_day_ahead_mw,0.2060374604796078,0.0,True
215号母线电压相角,未剥离,system_generation_mw,0.21061135457109814,0.0,True
215号母线电压相角,未剥离,system_losses_mw,0.5913495756132026,0.02051779441535473,False
215号母线电压相角,未剥离,area_1_net_export_mw,0.1862545216551158,0.0,True
215号母线电压相角,未剥离,area_2_net_export_mw,0.25734355711010715,0.0,True
215号母线电压相角,未剥离,area_3_net_export_mw,0.06973697062409734,0.013337143696844578,False
215号母线电压相角,未剥离,reserve_reg_up_mw,0.1176944926491531,0.0,True
215号母线电压相角,未剥离,reserve_reg_down_mw,0.07421704673188556,0.0,True
215号母线电压相角,未剥离,reserve_spin_r1_mw,0.24364650899956375,0.0,True
215号母线电压相角,未剥离,reserve_spin_r2_mw,0.2463416336608304,0.0,True
215号母线电压相角,未剥离,reserve_spin_r3_mw,0.06612441516950585,0.0,True
215号母线电压相角,未剥离,gen_fuel_coal_mw,0.295808419842584,0.0,True
215号母线电压相角,未剥离,gen_fuel_natural_gas_mw,0.2310372441082107,0.0,True
215号母线电压相角,未剥离,gen_fuel_nuclear_mw,0.05212810326328732,0.0,True
215号母线电压相角,未剥离,gen_fuel_hydro_mw,0.042700493014594554,0.0,True
215号母线电压相角,未剥离,gen_fuel_wind_mw,0.22914990369065102,0.0,True
215号母线电压相角,未剥离,gen_fuel_solar_mw,0.1983482021839742,0.0,True
215号母线电压相角,未剥离,area_1_fuel_coal_mw,0.318649745803649,0.04246506094932556,False
215号母线电压相角,未剥离,area_1_fuel_natural_gas_mw,0.24720784082345648,0.026529507711529732,False
215号母线电压相角,未剥离,area_1_fuel_nuclear_mw,0.05212810326328732,0.0,True
215号母线电压相角,未剥离,area_1_fuel_hydro_mw,0.03454481248644148,0.0,True
215号母线电压相角,未剥离,area_1_fuel_wind_mw,0.227035663821338,0.0,True
215号母线电压相角,未剥离,area_1_fuel_solar_mw,0.22682267827788938,0.021183058619499207,False
215号母线电压相角,未剥离,area_1_generation_mw,0.2509036261238209,0.0,True
215号母线电压相角,未剥离,area_2_fuel_coal_mw,0.35315281546675725,0.008547854609787464,True
215号母线电压相角,未剥离,area_2_fuel_natural_gas_mw,0.40486884266346623,0.006166669074445963,True
215号母线电压相角,未剥离,area_2_fuel_hydro_mw,0.055469922943786054,0.008268780075013638,True
215号母线电压相角,未剥离,area_2_fuel_solar_mw,0.15635010489438905,0.0,True
215号母线电压相角,未剥离,area_2_generation_mw,0.2551694603882222,0.0,True
215号母线电压相角,未剥离,area_3_fuel_coal_mw,0.02680903585288419,0.01929505169391632,False
215号母线电压相角,未剥离,area_3_fuel_natural_gas_mw,0.05133361190957475,0.0,True
215号母线电压相角,未剥离,area_3_fuel_hydro_mw,0.0766039833254365,0.0031312345527112484,True
215号母线电压相角,未剥离,area_3_fuel_wind_mw,0.19598718075345978,0.029362183064222336,False
215号母线电压相角,未剥离,area_3_fuel_solar_mw,0.19653007877556106,0.015037715435028076,False
215号母线电压相角,未剥离,area_3_generation_mw,0.06932163100568878,0.0,True
215号母线电压相角,未剥离,hour_of_day,0.3040678362167041,0.0,True
215号母线电压相角,未剥离,day_of_week,0.010044543671029249,0.0,True
215号母线电压相角,未剥离,month_of_year,0.17492821439632722,0.0,True
215号母线电压相角,未剥离,is_weekend,0.004327493449075792,0.0,True
215号母线电压相角,已剥离,area_1_load_actual_mw,0.24379603181671983,0.031218133866786957,False
215号母线电压相角,已剥离,area_2_load_actual_mw,0.24605528966276358,0.0,True
215号母线电压相角,已剥离,area_3_load_actual_mw,0.06278699594688819,0.0,True
215号母线电压相角,已剥离,system_load_actual_mw,0.2046205092516753,0.0,True
215号母线电压相角,已剥离,area_1_load_day_ahead_mw,0.24347875485369141,0.0,True
215号母线电压相角,已剥离,area_2_load_day_ahead_mw,0.24589688360445827,0.0,True
215号母线电压相角,已剥离,area_3_load_day_ahead_mw,0.0661025158980959,0.0,True
215号母线电压相角,已剥离,system_load_day_ahead_mw,0.2060374604796078,0.0,True
215号母线电压相角,已剥离,system_generation_mw,0.21061135457109814,0.0,True
215号母线电压相角,已剥离,system_losses_mw,0.5913495756132026,0.02051779441535473,False
215号母线电压相角,已剥离,area_1_net_export_mw,0.1862545216551158,0.0,True
215号母线电压相角,已剥离,area_2_net_export_mw,0.25734355711010715,0.0,True
215号母线电压相角,已剥离,area_3_net_export_mw,0.06973697062409734,0.013337143696844578,False
215号母线电压相角,已剥离,reserve_reg_up_mw,0.1176944926491531,0.0,True
215号母线电压相角,已剥离,reserve_reg_down_mw,0.07421704673188556,0.0,True
215号母线电压相角,已剥离,reserve_spin_r1_mw,0.24364650899956375,0.0,True
215号母线电压相角,已剥离,reserve_spin_r2_mw,0.2463416336608304,0.0,True
215号母线电压相角,已剥离,reserve_spin_r3_mw,0.06612441516950585,0.0,True
215号母线电压相角,已剥离,gen_fuel_coal_mw,0.295808419842584,0.0,True
215号母线电压相角,已剥离,gen_fuel_natural_gas_mw,0.2310372441082107,0.0,True
215号母线电压相角,已剥离,gen_fuel_nuclear_mw,0.05212810326328732,0.0,True
215号母线电压相角,已剥离,gen_fuel_hydro_mw,0.042700493014594554,0.0,True
215号母线电压相角,已剥离,gen_fuel_wind_mw,0.22914990369065102,0.0,True
215号母线电压相角,已剥离,gen_fuel_solar_mw,0.1983482021839742,0.0,True
215号母线电压相角,已剥离,area_1_fuel_coal_mw,0.318649745803649,0.04246506094932556,False
215号母线电压相角,已剥离,area_1_fuel_natural_gas_mw,0.24720784082345648,0.026529507711529732,False
215号母线电压相角,已剥离,area_1_fuel_nuclear_mw,0.05212810326328732,0.0,True
215号母线电压相角,已剥离,area_1_fuel_hydro_mw,0.03454481248644148,0.0,True
215号母线电压相角,已剥离,area_1_fuel_wind_mw,0.227035663821338,0.0,True
215号母线电压相角,已剥离,area_1_fuel_solar_mw,0.22682267827788938,0.021183058619499207,False
215号母线电压相角,已剥离,area_1_generation_mw,0.2509036261238209,0.0,True
215号母线电压相角,已剥离,area_2_fuel_coal_mw,0.35315281546675725,0.008547854609787464,True
215号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,0.40486884266346623,0.006166669074445963,True
215号母线电压相角,已剥离,area_2_fuel_hydro_mw,0.055469922943786054,0.008268780075013638,True
215号母线电压相角,已剥离,area_2_fuel_solar_mw,0.15635010489438905,0.0,True
215号母线电压相角,已剥离,area_2_generation_mw,0.2551694603882222,0.0,True
215号母线电压相角,已剥离,area_3_fuel_coal_mw,0.02680903585288419,0.01929505169391632,False
215号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,0.05133361190957475,0.0,True
215号母线电压相角,已剥离,area_3_fuel_hydro_mw,0.0766039833254365,0.0031312345527112484,True
215号母线电压相角,已剥离,area_3_fuel_wind_mw,0.19598718075345978,0.029362183064222336,False
215号母线电压相角,已剥离,area_3_fuel_solar_mw,0.19653007877556106,0.015037715435028076,False
215号母线电压相角,已剥离,area_3_generation_mw,0.06932163100568878,0.0,True
215号母线电压相角,已剥离,hour_of_day,0.3040678362167041,0.0,True
215号母线电压相角,已剥离,day_of_week,0.010044543671029249,0.0,True
215号母线电压相角,已剥离,month_of_year,0.17492821439632722,0.0,True
215号母线电压相角,已剥离,is_weekend,0.004327493449075792,0.0,True
315号母线电压相角,未剥离,area_1_load_actual_mw,0.09528312410373418,0.0,True
315号母线电压相角,未剥离,area_2_load_actual_mw,0.0553815902751037,0.0,True
315号母线电压相角,未剥离,area_3_load_actual_mw,0.08718258063663609,0.0,True
315号母线电压相角,未剥离,system_load_actual_mw,0.08582067650864422,0.0,True
315号母线电压相角,未剥离,area_1_load_day_ahead_mw,0.09523087209650061,0.0,True
315号母线电压相角,未剥离,area_2_load_day_ahead_mw,0.05527274557296902,0.0,True
315号母线电压相角,未剥离,area_3_load_day_ahead_mw,0.09032043760280284,0.0,True
315号母线电压相角,未剥离,system_load_day_ahead_mw,0.08583603493202596,0.0,True
315号母线电压相角,未剥离,system_generation_mw,0.07338277173901342,0.0,True
315号母线电压相角,未剥离,system_losses_mw,0.24159316313214896,0.0,True
315号母线电压相角,未剥离,area_1_net_export_mw,0.36433332840745425,0.009404466487467289,True
315号母线电压相角,未剥离,area_2_net_export_mw,0.5541150023396693,0.0,True
315号母线电压相角,未剥离,area_3_net_export_mw,0.15352325713125647,0.0,True
315号母线电压相角,未剥离,reserve_reg_up_mw,0.03428717308047691,0.0,True
315号母线电压相角,未剥离,reserve_reg_down_mw,0.019996930096606635,0.0,True
315号母线电压相角,未剥离,reserve_spin_r1_mw,0.09532468744395739,0.0,True
315号母线电压相角,未剥离,reserve_spin_r2_mw,0.053614272032042165,0.0,True
315号母线电压相角,未剥离,reserve_spin_r3_mw,0.08858687357629003,0.0,True
315号母线电压相角,未剥离,gen_fuel_coal_mw,0.24622177212982022,0.0,True
315号母线电压相角,未剥离,gen_fuel_natural_gas_mw,0.09814886744160811,0.0,True
315号母线电压相角,未剥离,gen_fuel_nuclear_mw,0.2349499924189914,0.0,True
315号母线电压相角,未剥离,gen_fuel_hydro_mw,0.1689926676010156,0.0,True
315号母线电压相角,未剥离,gen_fuel_wind_mw,0.6717771979699843,0.0,True
315号母线电压相角,未剥离,gen_fuel_solar_mw,0.38996271438975705,0.0,True
315号母线电压相角,未剥离,area_1_fuel_coal_mw,0.23138426740291307,0.0,True
315号母线电压相角,未剥离,area_1_fuel_natural_gas_mw,0.070345639845804,0.014855975285172462,False
315号母线电压相角,未剥离,area_1_fuel_nuclear_mw,0.2349499924189914,0.011265864595770836,False
315号母线电压相角,未剥离,area_1_fuel_hydro_mw,0.08760368392129847,0.009724411182105541,True
315号母线电压相角,未剥离,area_1_fuel_wind_mw,0.641697735455538,0.02509833127260208,False
315号母线电压相角,未剥离,area_1_fuel_solar_mw,0.35141845842576547,0.007563689723610878,True
315号母线电压相角,未剥离,area_1_generation_mw,0.09010020624559989,0.0,True
315号母线电压相角,未剥离,area_2_fuel_coal_mw,0.16575838440184532,0.017753826454281807,False
315号母线电压相角,未剥离,area_2_fuel_natural_gas_mw,0.1272663554598913,0.019845079630613327,False
315号母线电压相角,未剥离,area_2_fuel_hydro_mw,0.17165126932680663,0.009048459120094776,True
315号母线电压相角,未剥离,area_2_fuel_solar_mw,0.30375255741624885,0.004498356021940708,True
315号母线电压相角,未剥离,area_2_generation_mw,0.04963534700610184,0.0,True
315号母线电压相角,未剥离,area_3_fuel_coal_mw,0.02317770132365471,0.0,True
315号母线电压相角,未剥离,area_3_fuel_natural_gas_mw,0.06298009598520438,0.04944264888763428,False
315号母线电压相角,未剥离,area_3_fuel_hydro_mw,0.0523813031594903,0.0,True
315号母线电压相角,未剥离,area_3_fuel_wind_mw,0.6019307744769775,0.009205242618918419,True
315号母线电压相角,未剥离,area_3_fuel_solar_mw,0.3912390275178401,0.014057133346796036,False
315号母线电压相角,未剥离,area_3_generation_mw,0.0755993196686865,0.0,True
315号母线电压相角,未剥离,hour_of_day,0.3042507007906743,0.0,True
315号母线电压相角,未剥离,day_of_week,0.011206383357046379,0.0,True
315号母线电压相角,未剥离,month_of_year,0.08037807919758089,0.0,True
315号母线电压相角,未剥离,is_weekend,0.007928890992490945,0.0,True
315号母线电压相角,已剥离,area_1_load_actual_mw,0.09528312410373418,0.0,True
315号母线电压相角,已剥离,area_2_load_actual_mw,0.0553815902751037,0.0,True
315号母线电压相角,已剥离,area_3_load_actual_mw,0.08718258063663609,0.0,True
315号母线电压相角,已剥离,system_load_actual_mw,0.08582067650864422,0.0,True
315号母线电压相角,已剥离,area_1_load_day_ahead_mw,0.09523087209650061,0.0,True
315号母线电压相角,已剥离,area_2_load_day_ahead_mw,0.05527274557296902,0.0,True
315号母线电压相角,已剥离,area_3_load_day_ahead_mw,0.09032043760280284,0.0,True
315号母线电压相角,已剥离,system_load_day_ahead_mw,0.08583603493202596,0.0,True
315号母线电压相角,已剥离,system_generation_mw,0.07338277173901342,0.0,True
315号母线电压相角,已剥离,system_losses_mw,0.24159316313214896,0.0,True
315号母线电压相角,已剥离,area_1_net_export_mw,0.36433332840745425,0.009404466487467289,True
315号母线电压相角,已剥离,area_2_net_export_mw,0.5541150023396693,0.0,True
315号母线电压相角,已剥离,area_3_net_export_mw,0.15352325713125647,0.0,True
315号母线电压相角,已剥离,reserve_reg_up_mw,0.03428717308047691,0.0,True
315号母线电压相角,已剥离,reserve_reg_down_mw,0.019996930096606635,0.0,True
315号母线电压相角,已剥离,reserve_spin_r1_mw,0.09532468744395739,0.0,True
315号母线电压相角,已剥离,reserve_spin_r2_mw,0.053614272032042165,0.0,True
315号母线电压相角,已剥离,reserve_spin_r3_mw,0.08858687357629003,0.0,True
315号母线电压相角,已剥离,gen_fuel_coal_mw,0.24622177212982022,0.0,True
315号母线电压相角,已剥离,gen_fuel_natural_gas_mw,0.09814886744160811,0.0,True
315号母线电压相角,已剥离,gen_fuel_nuclear_mw,0.2349499924189914,0.0,True
315号母线电压相角,已剥离,gen_fuel_hydro_mw,0.1689926676010156,0.0,True
315号母线电压相角,已剥离,gen_fuel_wind_mw,0.6717771979699843,0.0,True
315号母线电压相角,已剥离,gen_fuel_solar_mw,0.38996271438975705,0.0,True
315号母线电压相角,已剥离,area_1_fuel_coal_mw,0.23138426740291307,0.0,True
315号母线电压相角,已剥离,area_1_fuel_natural_gas_mw,0.070345639845804,0.014855975285172462,False
315号母线电压相角,已剥离,area_1_fuel_nuclear_mw,0.2349499924189914,0.011265864595770836,False
315号母线电压相角,已剥离,area_1_fuel_hydro_mw,0.08760368392129847,0.009724411182105541,True
315号母线电压相角,已剥离,area_1_fuel_wind_mw,0.641697735455538,0.02509833127260208,False
315号母线电压相角,已剥离,area_1_fuel_solar_mw,0.35141845842576547,0.007563689723610878,True
315号母线电压相角,已剥离,area_1_generation_mw,0.09010020624559989,0.0,True
315号母线电压相角,已剥离,area_2_fuel_coal_mw,0.16575838440184532,0.017753826454281807,False
315号母线电压相角,已剥离,area_2_fuel_natural_gas_mw,0.1272663554598913,0.019845079630613327,False
315号母线电压相角,已剥离,area_2_fuel_hydro_mw,0.17165126932680663,0.009048459120094776,True
315号母线电压相角,已剥离,area_2_fuel_solar_mw,0.30375255741624885,0.004498356021940708,True
315号母线电压相角,已剥离,area_2_generation_mw,0.04963534700610184,0.0,True
315号母线电压相角,已剥离,area_3_fuel_coal_mw,0.02317770132365471,0.0,True
315号母线电压相角,已剥离,area_3_fuel_natural_gas_mw,0.06298009598520438,0.04944264888763428,False
315号母线电压相角,已剥离,area_3_fuel_hydro_mw,0.0523813031594903,0.0,True
315号母线电压相角,已剥离,area_3_fuel_wind_mw,0.6019307744769775,0.009205242618918419,True
315号母线电压相角,已剥离,area_3_fuel_solar_mw,0.3912390275178401,0.014057133346796036,False
315号母线电压相角,已剥离,area_3_generation_mw,0.0755993196686865,0.0,True
315号母线电压相角,已剥离,hour_of_day,0.3042507007906743,0.0,True
315号母线电压相角,已剥离,day_of_week,0.011206383357046379,0.0,True
315号母线电压相角,已剥离,month_of_year,0.08037807919758089,0.0,True
315号母线电压相角,已剥离,is_weekend,0.007928890992490945,0.0,True
AB1联络线负载率,未剥离,area_1_load_actual_mw,0.49830387672339727,0.0,True
AB1联络线负载率,未剥离,area_2_load_actual_mw,0.4455884212086675,0.0,True
AB1联络线负载率,未剥离,area_3_load_actual_mw,0.21055699231660097,0.0,True
AB1联络线负载率,未剥离,system_load_actual_mw,0.4416449883659984,0.0,True
AB1联络线负载率,未剥离,area_1_load_day_ahead_mw,0.49818072899530363,0.0,True
AB1联络线负载率,未剥离,area_2_load_day_ahead_mw,0.4455948452284276,0.0,True
AB1联络线负载率,未剥离,area_3_load_day_ahead_mw,0.21055246812799233,0.0,True
AB1联络线负载率,未剥离,system_load_day_ahead_mw,0.44366688256389,0.0,True
AB1联络线负载率,未剥离,system_generation_mw,0.4461336208024508,0.0,True
AB1联络线负载率,未剥离,system_losses_mw,0.5352032198557599,0.0090021388605237,True
AB1联络线负载率,未剥离,area_1_net_export_mw,0.10076128344523272,0.0,True
AB1联络线负载率,未剥离,area_2_net_export_mw,0.16991096583722543,0.006964819971472025,True
AB1联络线负载率,未剥离,area_3_net_export_mw,0.045554558803982625,0.0,True
AB1联络线负载率,未剥离,reserve_reg_up_mw,0.2602079547317043,0.0,True
AB1联络线负载率,未剥离,reserve_reg_down_mw,0.19761875425584607,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r1_mw,0.498203102653466,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r2_mw,0.445873192010951,0.0,True
AB1联络线负载率,未剥离,reserve_spin_r3_mw,0.21360112313236612,0.0,True
AB1联络线负载率,未剥离,gen_fuel_coal_mw,0.49215105466155884,0.015299047343432903,False
AB1联络线负载率,未剥离,gen_fuel_natural_gas_mw,0.1365851157442023,0.0,True
AB1联络线负载率,未剥离,gen_fuel_nuclear_mw,0.024004308300274668,0.014107266440987587,False
AB1联络线负载率,未剥离,gen_fuel_hydro_mw,0.17811599570498116,0.0,True
AB1联络线负载率,未剥离,gen_fuel_wind_mw,0.07972098328509059,0.006324067246168852,True
AB1联络线负载率,未剥离,gen_fuel_solar_mw,0.0038687176974117055,0.0,True
AB1联络线负载率,未剥离,area_1_fuel_coal_mw,0.5672488321897597,0.04760667309165001,False
AB1联络线负载率,未剥离,area_1_fuel_natural_gas_mw,0.2794941614953892,0.09691420197486877,False
AB1联络线负载率,未剥离,area_1_fuel_nuclear_mw,0.024004308300274668,0.0,True
AB1联络线负载率,未剥离,area_1_fuel_hydro_mw,0.10495422433204915,0.012852716259658337,False
AB1联络线负载率,未剥离,area_1_fuel_wind_mw,0.10454264261426349,0.03460580110549927,False
AB1联络线负载率,未剥离,area_1_fuel_solar_mw,0.01730378280886713,0.0,True
AB1联络线负载率,未剥离,area_1_generation_mw,0.5012470730275644,0.01951262727379799,False
AB1联络线负载率,未剥离,area_2_fuel_coal_mw,0.44846148494034443,0.029570791870355606,False
AB1联络线负载率,未剥离,area_2_fuel_natural_gas_mw,0.42148749038318334,0.03541083633899689,False
AB1联络线负载率,未剥离,area_2_fuel_hydro_mw,0.13906899226174563,0.018028421327471733,False
AB1联络线负载率,未剥离,area_2_fuel_solar_mw,0.022999426629054853,0.0,True
AB1联络线负载率,未剥离,area_2_generation_mw,0.452437977896886,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_coal_mw,0.00199305403229344,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_natural_gas_mw,0.014779164433132319,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_hydro_mw,0.100990533157585,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_wind_mw,0.05362988370244859,0.0,True
AB1联络线负载率,未剥离,area_3_fuel_solar_mw,0.0072297557553615555,0.0,True
AB1联络线负载率,未剥离,area_3_generation_mw,0.22002588242913912,0.0,True
AB1联络线负载率,未剥离,hour_of_day,0.08107884388584985,0.0,True
AB1联络线负载率,未剥离,day_of_week,0.007784648776435477,0.0,True
AB1联络线负载率,未剥离,month_of_year,0.2963483731372334,0.0,True
AB1联络线负载率,未剥离,is_weekend,0.0036387173657146388,0.0,True
AB1联络线负载率,已剥离,area_1_load_actual_mw,0.49830387672339727,0.0,True
AB1联络线负载率,已剥离,area_2_load_actual_mw,0.4455884212086675,0.0,True
